gid	gname	chr	start	end	logCPM	logFC.XY46.XX46
TRINITY_DN132795_c0_g1_i1	NA	NA	NA	NA	5.063061411	0.512184097
TRINITY_DN132796_c0_g1_i6	NA	NA	NA	NA	5.066730759	-0.380684023
TRINITY_DN132797_c2_g1_i1	NA	NA	NA	NA	3.660469041	0.401363421
TRINITY_DN132798_c5_g1_i2	NA	NA	NA	NA	6.85011281	0.558394621
TRINITY_DN132799_c0_g1_i1	NA	NA	NA	NA	5.480312844	0.080239357
TRINITY_DN132800_c0_g1_i1	xpot	Chr03	47942467	47942467	1.86603118	0.947509207
TRINITY_DN132802_c3_g2_i4	NA	NA	NA	NA	4.478302549	-0.884656085
TRINITY_DN132803_c1_g2_i1	htr3b	Chr07	73429072	73429072	0.375541316	-0.637719548
TRINITY_DN132803_c2_g1_i12	NA	NA	NA	NA	4.311873051	-1.482879298
TRINITY_DN132807_c1_g1_i7	NA	NA	NA	NA	0.254774436	0.106519926
TRINITY_DN132807_c1_g3_i1	NA	NA	NA	NA	5.981994353	0.006883831
TRINITY_DN132809_c8_g1_i2	NA	NA	NA	NA	5.087944256	-2.058379845
TRINITY_DN132809_c9_g2_i1	rundc3a	Chr10	14285958	14285958	6.564030826	0.761413079
TRINITY_DN132809_c9_g3_i1	NA	NA	NA	NA	3.718584585	2.249005589
TRINITY_DN132809_c9_g5_i1	NA	NA	NA	NA	2.699882395	0.462699222
TRINITY_DN132814_c0_g1_i5	fancl	Chr05	26554559	26554559	5.299591598	1.081688162
TRINITY_DN132817_c1_g1_i3	NA	NA	NA	NA	0.916340195	-2.552305869
TRINITY_DN132818_c0_g2_i3	NA	NA	NA	NA	7.100427707	-0.027779241
TRINITY_DN132819_c2_g2_i4	cdh2	Chr06	96017976	96017976	5.598220052	0.028061617
TRINITY_DN132820_c4_g1_i2	nbeal1	Chr09	46506382	46506382	5.889099993	0.654059612
TRINITY_DN132820_c6_g1_i4	NA	NA	NA	NA	4.607580728	0.509418
TRINITY_DN132820_c6_g2_i1	NA	NA	NA	NA	3.414110486	-0.621577387
TRINITY_DN132821_c9_g1_i1	NA	NA	NA	NA	3.09478431	-1.146373782
TRINITY_DN132822_c6_g2_i1	NA	NA	NA	NA	5.403349821	-0.494639581
TRINITY_DN132825_c3_g1_i6	NA	NA	NA	NA	4.909153937	-1.252278729
TRINITY_DN132826_c1_g1_i2	NA	NA	NA	NA	3.072602332	0.85186412
TRINITY_DN132826_c2_g1_i8	NA	NA	NA	NA	4.89053553	0.705983825
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	NA	6.271133316	0.192832327
TRINITY_DN132827_c3_g1_i7	NA	NA	NA	NA	3.75001879	-0.471302432
TRINITY_DN132828_c10_g4_i1	NA	NA	NA	NA	4.083070266	-1.008099644
TRINITY_DN132829_c1_g2_i1	ldlrad2	Chr07	116218985	116218985	1.904730475	0.196501743
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	NA	3.38731212	-0.540833072
TRINITY_DN132830_c9_g3_i5	impa1	Chr06	109133225	109133225	5.745651755	-3.044162416
TRINITY_DN132832_c0_g1_i1	NA	NA	NA	NA	1.950219404	-0.448589233
TRINITY_DN132832_c1_g1_i15	NA	NA	NA	NA	3.370879556	0.370548799
TRINITY_DN132832_c1_g5_i6	LOC549932	Chr09	34024216	34024216	5.063964669	-1.147024923
TRINITY_DN132832_c1_g6_i1	NA	NA	NA	NA	2.432224722	0.397365774
TRINITY_DN132833_c0_g2_i8	NA	NA	NA	NA	1.204482173	-0.134980006
TRINITY_DN132835_c0_g1_i1	spdef	Chr02	60898382	60898382	0.038754117	0.86909941
TRINITY_DN132836_c0_g2_i2	cbln2	scaffold_21	2082425	2082425	4.718764915	0.465073177
TRINITY_DN132837_c0_g1_i1	NA	NA	NA	NA	5.131471483	-1.165485715
TRINITY_DN132837_c1_g2_i2	NA	NA	NA	NA	4.176162578	-2.07509962
TRINITY_DN132837_c1_g3_i1	NA	NA	NA	NA	1.34828519	-2.469709745
TRINITY_DN132837_c1_g8_i1	coch-like	Chr08	92887004	92887004	3.950015479	0.572985059
TRINITY_DN132838_c0_g1_i9	NA	NA	NA	NA	4.165418311	0.576477886
TRINITY_DN132838_c0_g3_i1	NA	NA	NA	NA	1.002297513	0.803022118
TRINITY_DN132839_c1_g1_i1	Xetrov90023650m	Chr09	29269688	29269688	3.997824355	-1.173349429
TRINITY_DN132840_c2_g1_i1	lims1	Chr02	105759095	105759095	2.013589538	-0.006944809
TRINITY_DN132840_c3_g2_i1	NA	NA	NA	NA	2.071763164	-2.390266033
TRINITY_DN132840_c4_g2_i1	tlr1	Chr01	26236628	26236628	2.166857986	0.492335591
TRINITY_DN132840_c4_g3_i1	zdhhc20	Chr02	154680256	154680256	3.436795618	0.663740003
TRINITY_DN132840_c4_g4_i1	cnst-like	Chr05	40817526	40817526	1.088992225	0.609471677
TRINITY_DN132840_c4_g5_i1	NA	NA	NA	NA	2.319612346	0.634890921
TRINITY_DN132840_c4_g6_i1	NA	NA	NA	NA	5.773481795	0.404122649
TRINITY_DN132840_c4_g7_i1	NA	NA	NA	NA	1.196175425	1.05085426
TRINITY_DN132840_c4_g8_i1	NA	NA	NA	NA	3.827630982	0.658570922
TRINITY_DN132840_c6_g3_i1	NA	NA	NA	NA	0.292970418	0.372859609
TRINITY_DN132841_c3_g1_i1	gtf2a1	Chr08	62586720	62586720	1.726596915	0.187814797
TRINITY_DN132841_c3_g3_i6	NA	NA	NA	NA	4.97862839	-0.816101735
TRINITY_DN132841_c4_g2_i1	NA	NA	NA	NA	1.28089551	0.355343202
TRINITY_DN132842_c1_g1_i1	NA	NA	NA	NA	2.468439391	-1.80521238
TRINITY_DN132844_c0_g2_i1	NA	NA	NA	NA	1.857283562	-0.374875375
TRINITY_DN132844_c0_g3_i1	NA	NA	NA	NA	0.60044782	-0.561523208
TRINITY_DN132844_c0_g8_i1	NA	NA	NA	NA	0.140123312	-0.723100567
TRINITY_DN132846_c6_g3_i2	pim1	Chr04	126438343	126438343	4.060922184	-1.111246441
TRINITY_DN132847_c1_g5_i6	NA	NA	NA	NA	6.764104212	0.196988053
TRINITY_DN132848_c0_g1_i1	asb6	Chr08	4616278	4616278	0.12749659	0.507861421
TRINITY_DN132849_c0_g1_i1	NA	NA	NA	NA	5.309414521	-0.45199723
TRINITY_DN132849_c2_g5_i1	Xetrov90028738m	scaffold_42	916253	916253	0.847230447	-0.23091109
TRINITY_DN132849_c3_g1_i4	NA	NA	NA	NA	3.589937265	-2.946737003
TRINITY_DN132849_c4_g1_i15	znf131	Chr01	182108399	182108399	3.487570531	0.636208132
TRINITY_DN132850_c0_g1_i1	NA	NA	NA	NA	1.030571506	-0.103368439
TRINITY_DN132850_c1_g1_i2	NA	NA	NA	NA	2.240332449	1.296007392
TRINITY_DN132851_c0_g1_i1	avd.2	Chr10	36014201	36014201	3.589108384	0.435396811
TRINITY_DN132851_c1_g1_i3	NA	NA	NA	NA	0.143705385	-0.041262013
TRINITY_DN132851_c2_g2_i1	NA	NA	NA	NA	2.97386181	0.37972463
TRINITY_DN132851_c3_g3_i1	akap17a	Chr02	34581836	34581836	4.641346382	-1.629399538
TRINITY_DN132851_c3_g4_i1	kptn	Chr08	58749270	58749270	3.673751614	0.010503926
TRINITY_DN132851_c3_g5_i1	NA	NA	NA	NA	2.978258051	0.029374756
TRINITY_DN132852_c0_g1_i4	atl3	Chr04	41135917	41135917	1.067244456	0.515354364
TRINITY_DN132852_c1_g1_i1	NA	NA	NA	NA	3.843035003	0.580733718
TRINITY_DN132854_c0_g2_i2	flvcr1	Chr05	10547385	10547385	1.756437913	-2.235064159
TRINITY_DN132855_c1_g3_i4	Xetrov90027433m	scaffold_24	350840	350840	1.629477959	0.539409419
TRINITY_DN132855_c1_g4_i1	NA	NA	NA	NA	1.319119957	-2.312632009
TRINITY_DN132857_c0_g2_i1	prdm15	Chr02	5690038	5690038	1.691020537	0.357460085
TRINITY_DN132857_c1_g2_i1	rab20	Chr02	113621696	113621696	3.685788939	0.199854282
TRINITY_DN132858_c0_g7_i1	higd1c	Chr02	138856064	138856064	2.976754225	0.463084792
TRINITY_DN132859_c11_g2_i2	NA	NA	NA	NA	3.302796201	-0.332221323
TRINITY_DN132859_c7_g1_i1	far1	Chr04	8115536	8115536	0.729821863	0.98257865
TRINITY_DN132860_c0_g1_i1	NA	NA	NA	NA	3.307020779	0.63942568
TRINITY_DN132862_c6_g3_i2	senp7	Chr02	101593514	101593514	3.179818783	-0.269303643
TRINITY_DN132863_c1_g1_i1	NA	NA	NA	NA	5.459476874	-0.163117721
TRINITY_DN132863_c1_g2_i1	NA	NA	NA	NA	3.465915033	-0.863514583
TRINITY_DN132863_c3_g1_i2	NA	NA	NA	NA	4.226017236	0.55801146
TRINITY_DN132863_c4_g1_i1	NA	NA	NA	NA	4.133642824	-0.533366467
TRINITY_DN132864_c0_g3_i1	NA	NA	NA	NA	4.610847918	-1.289610498
TRINITY_DN132865_c2_g4_i12	Xetrov90025689m	Chr10	39232384	39232384	3.736255272	-1.370024722
TRINITY_DN132866_c0_g1_i1	lasp1	Chr10	3688057	3688057	5.197318208	-0.142297813
TRINITY_DN132868_c3_g1_i6	NA	NA	NA	NA	3.443059048	0.770053602
TRINITY_DN132869_c0_g1_i1	NA	NA	NA	NA	5.271828578	-2.505705659
TRINITY_DN132870_c0_g2_i3	traf4	Chr02	26614532	26614532	1.361127652	0.043823585
TRINITY_DN132871_c1_g1_i1	NA	NA	NA	NA	3.753718526	-0.484175819
TRINITY_DN132871_c2_g2_i2	NA	NA	NA	NA	4.396033994	-0.214249957
TRINITY_DN132872_c5_g3_i5	NA	NA	NA	NA	4.349575157	-2.396742885
TRINITY_DN132872_c6_g3_i1	gpd2	Chr09	69289280	69289280	5.848875851	-1.859143156
TRINITY_DN132873_c0_g10_i1	NA	NA	NA	NA	6.438461933	0.129663903
TRINITY_DN132873_c0_g4_i7	NA	NA	NA	NA	1.877748254	0.030989379
TRINITY_DN132874_c0_g1_i1	NA	NA	NA	NA	5.99965728	-0.286404188
TRINITY_DN132875_c1_g3_i2	NA	NA	NA	NA	3.329180043	0.397067729
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	6.912555022	-1.477907893
TRINITY_DN132877_c4_g1_i3	NA	NA	NA	NA	1.270058047	0.864485804
TRINITY_DN132878_c0_g3_i1	kin	Chr03	74178431	74178431	4.238919354	-1.528587847
TRINITY_DN132879_c5_g7_i1	NA	NA	NA	NA	3.599999568	-0.185504176
TRINITY_DN132880_c5_g1_i1	NA	NA	NA	NA	3.051970003	0.620037874
TRINITY_DN132880_c6_g1_i2	NA	NA	NA	NA	0.112968401	0.209581523
TRINITY_DN132881_c5_g2_i1	NA	NA	NA	NA	3.644643075	0.334454415
TRINITY_DN132882_c6_g1_i1	NA	NA	NA	NA	3.184002891	-1.785370547
TRINITY_DN132882_c8_g2_i1	NA	NA	NA	NA	4.894653413	-3.065017005
TRINITY_DN132883_c2_g1_i1	LOC101730429	Chr01	5360742	5360742	3.014700622	0.605629376
TRINITY_DN132883_c2_g3_i1	NA	NA	NA	NA	4.767532745	0.504381178
TRINITY_DN132884_c2_g4_i2	NA	NA	NA	NA	4.255977691	0.468014765
TRINITY_DN132884_c3_g6_i1	NA	NA	NA	NA	3.184165003	-0.562670559
TRINITY_DN132885_c0_g1_i1	zdhhc3	Chr06	63692947	63692947	5.725760258	0.480164145
TRINITY_DN132885_c0_g3_i1	NA	NA	NA	NA	3.459668642	-1.624001048
TRINITY_DN132885_c0_g4_i1	tmed6	Chr04	62283887	62283887	1.162927143	-3.213471655
TRINITY_DN132885_c0_g7_i1	ehbp1-like	Chr05	28285275	28285275	4.870230761	0.158904137
TRINITY_DN132886_c3_g1_i10	NA	NA	NA	NA	3.59103546	-0.132619447
TRINITY_DN132887_c0_g1_i4	LOC100497272	Chr10	39136672	39136672	0.459788511	0.999319048
TRINITY_DN132887_c1_g1_i2	NA	NA	NA	NA	3.477830026	-0.737131183
TRINITY_DN132887_c2_g1_i1	tex12	Chr07	74053815	74053815	0.449071726	0.239288978
TRINITY_DN132887_c4_g1_i6	NA	NA	NA	NA	3.496661039	-1.348651633
TRINITY_DN132887_c4_g2_i1	lrrc24	scaffold_6775	642	642	6.509404345	-1.850623771
TRINITY_DN132888_c0_g1_i1	NA	NA	NA	NA	4.296885608	0.419411935
TRINITY_DN132889_c4_g3_i6	NA	NA	NA	NA	5.649007381	-0.453602078
TRINITY_DN132891_c5_g2_i1	NA	NA	NA	NA	1.20491436	-0.23260023
TRINITY_DN132891_c7_g2_i3	acp2	Chr04	7415420	7415420	3.727464436	-2.18783975
TRINITY_DN132892_c0_g2_i3	NA	NA	NA	NA	2.094771111	0.748667717
TRINITY_DN132892_c1_g4_i2	NA	NA	NA	NA	2.995549171	0.028187737
TRINITY_DN132892_c2_g1_i2	glt1d1	Chr01	150293256	150293256	6.040564116	-0.446383376
TRINITY_DN132893_c1_g1_i5	NA	NA	NA	NA	3.303202905	0.497047513
TRINITY_DN132896_c9_g1_i2	NA	NA	NA	NA	1.438799334	0.305646822
TRINITY_DN132898_c1_g1_i1	NA	NA	NA	NA	3.48534311	-0.386723939
TRINITY_DN132898_c6_g3_i2	NA	NA	NA	NA	5.499567527	-0.801622979
TRINITY_DN132899_c0_g1_i4	NA	NA	NA	NA	3.990879036	-1.081012782
TRINITY_DN132900_c0_g3_i3	NA	NA	NA	NA	4.954293108	-0.449992578
TRINITY_DN132901_c0_g1_i2	tppp3	Chr04	51907928	51907928	5.730129155	0.475787042
TRINITY_DN132903_c2_g1_i4	akirin1	Chr02	54768838	54768838	1.090971603	0.43851916
TRINITY_DN132903_c2_g4_i4	tmx2	Chr07	58504699	58504699	3.10430958	0.009342195
TRINITY_DN132903_c3_g1_i3	NA	NA	NA	NA	0.238617521	-0.24236615
TRINITY_DN132905_c0_g2_i3	LOC100498371-like	Chr08	77177085	77177085	2.105839938	-0.928384804
TRINITY_DN132905_c2_g2_i1	NA	NA	NA	NA	1.007399689	-1.011088852
TRINITY_DN132906_c0_g1_i1	NA	NA	NA	NA	4.955159706	0.677222828
TRINITY_DN132906_c0_g4_i8	NA	NA	NA	NA	9.726801469	0.678184182
TRINITY_DN132908_c6_g1_i3	Xetrov90018470m	Chr07	67990916	67990916	0.493828726	1.117167731
TRINITY_DN132910_c0_g1_i1	NA	NA	NA	NA	4.786781239	-0.386258471
TRINITY_DN132911_c0_g1_i1	itfg1	Chr04	25358192	25358192	7.026728077	0.096921258
TRINITY_DN132912_c0_g1_i1	NA	NA	NA	NA	0.178742251	0.003962332
TRINITY_DN132912_c2_g1_i1	NA	NA	NA	NA	1.15296308	0.402889335
TRINITY_DN132912_c5_g2_i1	pkr3	Chr05	52096715	52096715	0.608316231	0.231099554
TRINITY_DN132912_c5_g4_i2	NA	NA	NA	NA	5.102915578	0.696819336
TRINITY_DN132912_c5_g5_i1	NA	NA	NA	NA	1.346895977	0.306517127
TRINITY_DN132914_c0_g1_i2	NA	NA	NA	NA	3.795165134	-2.392081472
TRINITY_DN132915_c0_g1_i6	NA	NA	NA	NA	0.895793653	1.579449688
TRINITY_DN132916_c1_g1_i2	NA	NA	NA	NA	3.251876879	-1.075230719
TRINITY_DN132916_c3_g1_i2	NA	NA	NA	NA	3.123345486	0.854363968
TRINITY_DN132916_c4_g1_i2	tdo2	Chr01	44561624	44561624	4.021026413	0.285850433
TRINITY_DN132917_c2_g2_i1	NA	NA	NA	NA	1.605926718	0.915133521
TRINITY_DN132917_c3_g1_i2	NA	NA	NA	NA	3.864971972	-2.227852993
TRINITY_DN132917_c4_g2_i4	LOC100145763	Chr05	120417235	120417235	3.562058684	-0.649463674
TRINITY_DN132918_c0_g3_i1	NA	NA	NA	NA	2.910019728	0.593203505
TRINITY_DN132919_c4_g3_i1	snx19	Chr07	47323976	47323976	1.417040357	0.281526308
TRINITY_DN132920_c0_g2_i3	NA	NA	NA	NA	2.452619578	0.215876912
TRINITY_DN132922_c3_g2_i1	siah2	Chr05	114901357	114901357	2.164055762	0.971684267
TRINITY_DN132923_c1_g4_i2	NA	NA	NA	NA	1.598669746	-0.801443181
TRINITY_DN132924_c1_g1_i2	aftph	Chr05	29044261	29044261	2.67204663	-0.407659017
TRINITY_DN132925_c2_g7_i1	NA	NA	NA	NA	2.011271065	0.00928616
TRINITY_DN132926_c2_g1_i2	Xetrov90023056m	Chr09	8313229	8313229	3.465643346	0.590709394
TRINITY_DN132926_c2_g2_i1	NA	NA	NA	NA	1.726914814	0.345151225
TRINITY_DN132927_c0_g2_i6	NA	NA	NA	NA	1.998998689	0.888558673
TRINITY_DN132929_c12_g7_i1	NA	NA	NA	NA	0.590931953	-0.670317593
TRINITY_DN132931_c0_g2_i1	NA	NA	NA	NA	1.699954174	-0.200438617
TRINITY_DN132931_c1_g1_i6	NA	NA	NA	NA	5.178273303	-0.516082327
TRINITY_DN132932_c0_g4_i1	fam83c	Chr10	6181365	6181365	0.857133604	0.151669367
TRINITY_DN132933_c3_g3_i2	NA	NA	NA	NA	7.407040075	0.410861439
TRINITY_DN132934_c0_g1_i2	NA	NA	NA	NA	5.939427488	0.807225252
TRINITY_DN132935_c1_g2_i10	NA	NA	NA	NA	7.188992883	0.545142163
TRINITY_DN132937_c1_g1_i3	NA	NA	NA	NA	1.358402335	-0.064118205
TRINITY_DN132937_c1_g2_i2	NA	NA	NA	NA	0.988818283	0.723889226
TRINITY_DN132938_c0_g6_i1	ddx27	Chr03	131222064	131222064	4.262011349	-1.117556472
TRINITY_DN132941_c0_g4_i1	NA	NA	NA	NA	1.66705793	0.348619777
TRINITY_DN132941_c0_g6_i1	NA	NA	NA	NA	4.771439619	0.300227141
TRINITY_DN132942_c0_g1_i5	NA	NA	NA	NA	3.94688642	-0.30183111
TRINITY_DN132943_c0_g5_i8	NA	NA	NA	NA	4.14030371	-0.823053768
TRINITY_DN132943_c0_g6_i1	ggct	Chr06	72883850	72883850	1.125723353	-1.464335283
TRINITY_DN132945_c1_g2_i2	NA	NA	NA	NA	3.577289796	0.334554656
TRINITY_DN132947_c0_g1_i4	NA	NA	NA	NA	2.366133883	-0.622210255
TRINITY_DN132947_c0_g2_i8	keap1	Chr03	127293989	127293989	3.07083348	0.783032005
TRINITY_DN132948_c2_g1_i2	NA	NA	NA	NA	3.093140956	1.581106863
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	NA	5.833110217	-0.154615653
TRINITY_DN132950_c0_g1_i1	NA	NA	NA	NA	3.596484779	1.041416973
TRINITY_DN132950_c0_g2_i1	Xetrov90004061m	Chr02	10200798	10200798	3.02580015	0.171263182
TRINITY_DN132950_c0_g3_i1	NA	NA	NA	NA	0.397638198	-0.41030969
TRINITY_DN132950_c0_g4_i1	pop5-like	Chr01	143273044	143273044	0.192587727	8.424844749
TRINITY_DN132951_c0_g1_i2	NA	NA	NA	NA	4.426449604	0.017336884
TRINITY_DN132952_c3_g3_i2	NA	NA	NA	NA	3.429160594	-0.134317026
TRINITY_DN132952_c3_g5_i1	NA	NA	NA	NA	0.808807184	0.886004056
TRINITY_DN132953_c7_g4_i1	NA	NA	NA	NA	4.937410433	0.540822514
TRINITY_DN132954_c5_g2_i3	fen1	Chr04	14025339	14025339	5.450954724	0.335560779
TRINITY_DN132955_c2_g2_i7	NA	NA	NA	NA	5.153319754	-0.073992976
TRINITY_DN132955_c2_g4_i1	itga11	Chr03	116446174	116446174	7.822706888	0.646754197
TRINITY_DN132956_c3_g1_i1	NA	NA	NA	NA	3.95344165	0.045603917
TRINITY_DN132956_c5_g1_i3	NA	NA	NA	NA	5.595284001	-0.888371171
TRINITY_DN132956_c6_g1_i1	NA	NA	NA	NA	0.484985396	1.207835713
TRINITY_DN132956_c6_g2_i1	NA	NA	NA	NA	1.875256135	0.250978009
TRINITY_DN132956_c6_g3_i2	NA	NA	NA	NA	1.814901152	-0.428180261
TRINITY_DN132957_c0_g3_i2	NA	NA	NA	NA	7.165116246	-0.685423193
TRINITY_DN132960_c2_g1_i3	NA	NA	NA	NA	4.168235886	-2.103840578
TRINITY_DN132960_c3_g1_i1	NA	NA	NA	NA	5.973726508	0.725137194
TRINITY_DN132960_c3_g2_i2	man1c1	Chr02	85368356	85368356	3.367143498	0.558602792
TRINITY_DN132961_c2_g1_i1	tekt4	Chr09	13412898	13412898	5.385340026	0.510186131
TRINITY_DN132961_c3_g1_i1	NA	NA	NA	NA	2.572162718	-0.245030099
TRINITY_DN132962_c0_g4_i2	NA	NA	NA	NA	3.487431358	0.340354559
TRINITY_DN132963_c0_g5_i1	NA	NA	NA	NA	1.349428246	0.635488026
TRINITY_DN132963_c0_g7_i1	NA	NA	NA	NA	2.687373957	0.584855681
TRINITY_DN132963_c1_g3_i4	NA	NA	NA	NA	4.606746078	-0.364274158
TRINITY_DN132963_c1_g4_i2	aldh8a1	Chr05	34673287	34673287	4.743305268	-0.610514961
TRINITY_DN132964_c1_g3_i6	NA	NA	NA	NA	1.992208525	-0.372686403
TRINITY_DN132964_c1_g4_i3	NA	NA	NA	NA	1.119690042	0.183358477
TRINITY_DN132966_c0_g1_i2	fosl1	Chr04	37884416	37884416	0.931669892	0.968072798
TRINITY_DN132966_c0_g3_i1	NA	NA	NA	NA	4.194639359	-0.67953675
TRINITY_DN132966_c1_g1_i4	NA	NA	NA	NA	4.902103901	-1.308838566
TRINITY_DN132967_c4_g1_i1	NA	NA	NA	NA	2.895363648	-0.095418907
TRINITY_DN132968_c1_g2_i1	LOC100490310	Chr02	146504622	146504622	2.619526038	0.564526789
TRINITY_DN132968_c1_g5_i1	NA	NA	NA	NA	2.607421741	0.62576864
TRINITY_DN132969_c0_g2_i1	NA	NA	NA	NA	5.484986717	-0.573956352
TRINITY_DN132973_c4_g5_i4	NA	NA	NA	NA	4.310086606	-0.869760941
TRINITY_DN132974_c4_g2_i9	NA	NA	NA	NA	2.821176508	-0.127548393
TRINITY_DN132975_c0_g1_i1	NA	NA	NA	NA	4.939320949	-0.187076501
TRINITY_DN132976_c1_g5_i2	NA	NA	NA	NA	4.674755499	-1.845372044
TRINITY_DN132976_c4_g2_i4	musk	Chr01	103510401	103510401	4.607034903	-0.185952335
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	NA	6.582539109	-0.099943202
TRINITY_DN132978_c0_g1_i2	NA	NA	NA	NA	2.290843951	-0.284795732
TRINITY_DN132980_c1_g1_i1	NA	NA	NA	NA	1.98293384	0.692925766
TRINITY_DN132980_c2_g1_i2	NA	NA	NA	NA	4.139255513	-1.181566731
TRINITY_DN132981_c0_g1_i6	NA	NA	NA	NA	3.352557367	-0.50061264
TRINITY_DN132981_c0_g2_i2	vps37d	Chr02	37241008	37241008	1.509678888	-0.84529617
TRINITY_DN132982_c3_g1_i2	NA	NA	NA	NA	0.884582458	0.320695337
TRINITY_DN132983_c0_g1_i1	NA	NA	NA	NA	6.148200453	-1.93166192
TRINITY_DN132984_c1_g1_i2	NA	NA	NA	NA	2.585365753	0.47707092
TRINITY_DN132986_c0_g3_i10	tagap	Chr05	67224111	67224111	4.803196292	-0.631995837
TRINITY_DN132987_c0_g2_i2	mrpl1	Chr01	91224097	91224097	3.089755895	0.757069592
TRINITY_DN132988_c1_g1_i2	NA	NA	NA	NA	5.249202546	-0.319236886
TRINITY_DN132991_c1_g4_i1	LOC100488420	Chr07	110560941	110560941	3.264628876	-0.326586368
TRINITY_DN132992_c4_g1_i1	NA	NA	NA	NA	1.378177686	-0.188914578
TRINITY_DN132993_c1_g1_i1	NA	NA	NA	NA	4.44402302	1.121383948
TRINITY_DN132993_c2_g1_i2	tlr5-like.1	Chr05	5713594	5713594	1.625201672	0.956412997
TRINITY_DN132993_c3_g12_i1	lgals3	Chr08	84391789	84391789	1.515208547	0.482051523
TRINITY_DN132993_c3_g1_i1	dbr1	Chr09	50126535	50126535	0.812175951	-0.743183254
TRINITY_DN132993_c3_g2_i1	NA	NA	NA	NA	0.456547039	0.454051496
TRINITY_DN132993_c3_g6_i2	pnpla6	Chr08	300125	300125	2.95245	-0.081289037
TRINITY_DN132995_c1_g1_i1	c1orf27-like	Chr04	109348226	109348226	3.666929733	0.280915305
TRINITY_DN132995_c1_g2_i5	c15orf57	Chr08	94676599	94676599	0.878388511	-0.195400405
TRINITY_DN132995_c1_g3_i1	NA	NA	NA	NA	4.292674328	0.32084045
TRINITY_DN132996_c4_g2_i1	NA	NA	NA	NA	3.333571359	0.247400898
TRINITY_DN132998_c0_g1_i1	NA	NA	NA	NA	1.911510399	0.794139463
TRINITY_DN132998_c2_g2_i2	NA	NA	NA	NA	3.494773089	0.533340648
TRINITY_DN132999_c0_g1_i3	NA	NA	NA	NA	3.694392503	-0.640482956
TRINITY_DN133000_c0_g1_i3	NA	NA	NA	NA	1.224627304	0.028091159
TRINITY_DN133001_c0_g1_i1	NA	NA	NA	NA	2.519573459	1.682664147
TRINITY_DN133002_c6_g5_i3	NA	NA	NA	NA	3.745810771	-2.735930459
TRINITY_DN133003_c3_g1_i1	naga	Chr09	31895589	31895589	0.639728913	0.559462765
TRINITY_DN133003_c7_g3_i1	NA	NA	NA	NA	0.136541849	0.276701149
TRINITY_DN133004_c0_g5_i6	NA	NA	NA	NA	9.863039164	0.409814798
TRINITY_DN133005_c2_g1_i1	NA	NA	NA	NA	4.265732913	0.512077898
TRINITY_DN133005_c2_g3_i6	NA	NA	NA	NA	5.002479305	0.823647174
TRINITY_DN133007_c1_g1_i4	NA	NA	NA	NA	1.872621515	-0.376701902
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	NA	6.117366356	-0.067559213
TRINITY_DN133009_c6_g1_i1	NA	NA	NA	NA	1.862412513	0.067542024
TRINITY_DN133010_c0_g1_i2	nrsn1	Chr06	31313716	31313716	2.586592417	0.602904979
TRINITY_DN133010_c0_g3_i1	NA	NA	NA	NA	3.889340597	0.405789454
TRINITY_DN133010_c0_g4_i5	NA	NA	NA	NA	7.120205917	0.205937285
TRINITY_DN133010_c1_g1_i3	NA	NA	NA	NA	8.915167669	-0.828066687
TRINITY_DN133011_c0_g1_i4	NA	NA	NA	NA	6.233218269	-0.102368672
TRINITY_DN133012_c3_g5_i1	NA	NA	NA	NA	0.19436962	-0.522316655
TRINITY_DN133013_c0_g1_i4	prrc2c	Chr04	97512493	97512493	3.676768055	-0.538388342
TRINITY_DN133014_c4_g1_i3	mmp14	Chr01	127876910	127876910	0.04010262	-0.367915676
TRINITY_DN133014_c5_g1_i1	NA	NA	NA	NA	5.92189743	0.056271185
TRINITY_DN133014_c5_g4_i7	NA	NA	NA	NA	7.854383632	-9.97E-05
TRINITY_DN133015_c11_g4_i1	tspan32	Chr04	13040934	13040934	1.853257874	1.114928463
TRINITY_DN133015_c7_g1_i1	NA	NA	NA	NA	5.178773052	0.125158659
TRINITY_DN133016_c0_g1_i1	NA	NA	NA	NA	6.377412065	-0.810762738
TRINITY_DN133016_c0_g2_i2	plxna3	scaffold_247	221479	221479	3.002362159	0.922522592
TRINITY_DN133017_c1_g1_i4	NA	NA	NA	NA	6.543945969	0.083470197
TRINITY_DN133018_c1_g1_i4	NA	NA	NA	NA	4.221832434	-2.643933383
TRINITY_DN133018_c1_g2_i1	NA	NA	NA	NA	4.855174131	0.351995946
TRINITY_DN133020_c0_g1_i1	NA	NA	NA	NA	1.739636514	0.357432856
TRINITY_DN133020_c2_g2_i3	NA	NA	NA	NA	2.913144338	-0.015310376
TRINITY_DN133020_c3_g1_i5	NA	NA	NA	NA	3.017970037	0.547514854
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	NA	3.041264137	0.033610807
TRINITY_DN133022_c0_g1_i7	NA	NA	NA	NA	6.809382994	-0.154083343
