gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.XXliver	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN133510_c3_g4_i3	NA	NA	NA	NA	0.399162782	0.399162782	unbias	0.245626752	G43_M_mean	0.101	0.1638	1.6219
TRINITY_DN133511_c4_g2_i1	NA	NA	NA	NA	0.286133978	0.286133978	unbias	0.72527875	Brain_mean	0.0996	0.1289	1.2937
TRINITY_DN133519_c5_g1_i7	adamts13	scaffold_620	115892	115892	0.289249294	0.289249294	unbias	0.400901634	Brain_mean	0.1018	0.1188	1.1669
TRINITY_DN133528_c1_g1_i3	NA	NA	NA	NA	-0.070700768	0.070700768	unbias	0.400533164	Brain_mean	0.1513	0.1875	1.2391
TRINITY_DN133529_c0_g1_i3	NA	NA	NA	NA	0.76218482	0.76218482	unbias	0.347245542	G43_M_mean	0.0824	0.1489	1.8069
TRINITY_DN133530_c1_g2_i1	NA	NA	NA	NA	0.010047232	0.010047232	unbias	0.373251467	Ovary_mean	0.0685	0.1099	1.606
TRINITY_DN133531_c8_g13_i6	NA	NA	NA	NA	-0.175689661	0.175689661	unbias	0.319484531	Ovary_mean	0.0346	0.0493	1.4233
TRINITY_DN133533_c1_g1_i4	NA	NA	NA	NA	0.632096432	0.632096432	unbias	0.256903472	G23_mean	0.1528	0.1973	1.2916
TRINITY_DN133534_c2_g6_i1	NA	NA	NA	NA	0.520459543	0.520459543	unbias	0.644694682	Liver_mean	0.0431	0.0641	1.4874
TRINITY_DN133539_c0_g1_i1	NA	NA	NA	NA	0.770983192	0.770983192	unbias	0.471502814	Ovary_mean	0.0363	0.0591	1.6258
TRINITY_DN133541_c1_g1_i4	NA	NA	NA	NA	0.118885565	0.118885565	unbias	0.135731999	Testis_mean	0.1633	0.2318	1.4193
TRINITY_DN133543_c6_g1_i3	ccdc82-like	Chr02	161125555	161125555	-0.38631099	0.38631099	unbias	0.229935792	Ovary_mean	0.0248	0.0403	1.6263
TRINITY_DN133549_c7_g2_i2	dhdds	Chr02	51700887	51700887	-0.334597768	0.334597768	unbias	0.448248016	Ovary_mean	0.0509	0.0974	1.9151
TRINITY_DN133553_c1_g2_i1	NA	NA	NA	NA	0.124908645	0.124908645	unbias	0.440326825	G27_mean	0.0883	0.1443	1.6345
TRINITY_DN133555_c0_g3_i9	NA	NA	NA	NA	0.165410953	0.165410953	unbias	0.18936066	G43_M_mean	0.0542	0.084	1.5508
TRINITY_DN133563_c2_g1_i1	NA	NA	NA	NA	-1.418467612	1.418467612	unbias	0.697533607	Ovary_mean	0.1241	0.1976	1.5924
TRINITY_DN133566_c0_g1_i1	NA	NA	NA	NA	-0.464613016	0.464613016	unbias	0.600435812	Ovary_mean	0.0866	0.1536	1.7731
TRINITY_DN133568_c1_g3_i2	NA	NA	NA	NA	0.54486709	0.54486709	unbias	0.248920651	Ovary_mean	0.1577	0.2338	1.4823
TRINITY_DN133569_c3_g2_i2	NA	NA	NA	NA	0.446309032	0.446309032	unbias	0.411827813	Ovary_mean	0.0713	0.1284	1.8005
TRINITY_DN133570_c0_g1_i3	NA	NA	NA	NA	-0.306918992	0.306918992	unbias	0.264156237	G43_F_mean	0.0943	0.0864	0.9153
TRINITY_DN133572_c0_g1_i1	NA	NA	NA	NA	0.070776171	0.070776171	unbias	0.569409578	Ovary_mean	0.1557	0.222	1.4255
TRINITY_DN133575_c2_g1_i3	NA	NA	NA	NA	1.158797709	1.158797709	unbias	0.564702691	G23_mean	0.0359	0.0475	1.3211
TRINITY_DN133582_c8_g1_i2	NA	NA	NA	NA	-0.333822128	0.333822128	unbias	0.28366049	Ovary_mean	0.1872	0.2347	1.2537
TRINITY_DN133583_c0_g1_i3	NA	NA	NA	NA	0.704414086	0.704414086	unbias	0.185975579	G23_mean	0.0415	0.0628	1.5125
TRINITY_DN133588_c4_g3_i1	larp1b	Chr01	54760979	54760979	-0.276983852	0.276983852	unbias	0.641981138	Ovary_mean	0.154	0.2506	1.6275
TRINITY_DN133589_c0_g1_i1	NA	NA	NA	NA	-0.021883011	0.021883011	unbias	0.214013896	Ovary_mean	0.0254	0.0384	1.5099
TRINITY_DN133591_c2_g19_i1	plcxd1	Chr02	111487556	111487556	0.093890785	0.093890785	unbias	0.349984942	Ovary_mean	0.1378	0.1934	1.4037
TRINITY_DN133592_c2_g3_i4	NA	NA	NA	NA	-0.602769968	0.602769968	unbias	0.327632919	Ovary_mean	0.015	0.0216	1.4456
TRINITY_DN133594_c0_g2_i3	NA	NA	NA	NA	-1.363294852	1.363294852	unbias	0.229453212	G43_M_mean	0.1063	0.1332	1.2529
TRINITY_DN133595_c5_g1_i1	NA	NA	NA	NA	-0.038039469	0.038039469	unbias	0.433623174	Ovary_mean	0.0723	0.1259	1.7413
TRINITY_DN133596_c0_g1_i1	NA	NA	NA	NA	-0.103042684	0.103042684	unbias	0.633655758	Ovary_mean	0.0703	0.084	1.1943
TRINITY_DN133597_c0_g2_i1	cpt1a	Chr07	110009730	110009730	-0.704501145	0.704501145	unbias	0.113625835	Ovary_mean	0.0642	0.0462	0.7204
TRINITY_DN133599_c1_g4_i3	NA	NA	NA	NA	0.682021052	0.682021052	unbias	0.274941239	Brain_mean	0.0305	0.0415	1.3603
TRINITY_DN133600_c2_g1_i2	slc39a8-like	Chr01	64337744	64337744	0.15888593	0.15888593	unbias	0.314081249	Brain_mean	0.1247	0.2139	1.7146
TRINITY_DN133604_c1_g1_i1	NA	NA	NA	NA	-0.019750959	0.019750959	unbias	0.551161058	Brain_mean	0.0377	0.0452	1.2
TRINITY_DN133605_c8_g1_i2	NA	NA	NA	NA	0.895374347	0.895374347	unbias	0.169506801	Ovary_mean	0.1044	0.2036	1.9504
TRINITY_DN133606_c1_g1_i8	NA	NA	NA	NA	0.365312585	0.365312585	unbias	0.282424677	Liver_mean	0.0354	0.0599	1.6948
TRINITY_DN133613_c0_g1_i1	NA	NA	NA	NA	-0.101119523	0.101119523	unbias	0.262967347	G46_F_mean	0.1277	0.2435	1.9067
TRINITY_DN133614_c2_g1_i2	NA	NA	NA	NA	-0.013541372	0.013541372	unbias	0.183851122	Testis_mean	0.1171	0.1609	1.3732
TRINITY_DN133616_c0_g1_i1	NA	NA	NA	NA	-0.464798475	0.464798475	unbias	0.639584071	Liver_mean	0.1033	0.1611	1.5588
TRINITY_DN133629_c1_g1_i1	NA	NA	NA	NA	-0.16227451	0.16227451	unbias	0.391489279	G43_M_mean	0.049	0.0852	1.7382
TRINITY_DN133629_c2_g3_i2	NA	NA	NA	NA	0.028131463	0.028131463	unbias	0.404389714	Brain_mean	0.1277	0.2174	1.7025
TRINITY_DN133633_c4_g1_i9	NA	NA	NA	NA	0.086879584	0.086879584	unbias	0.284977262	Testis_mean	0.0035	0.0034	0.9905
TRINITY_DN133638_c8_g1_i1	NA	NA	NA	NA	0.253454711	0.253454711	unbias	0.337391049	Brain_mean	0.0155	0.0266	1.7212
TRINITY_DN133643_c0_g1_i3	NA	NA	NA	NA	0.530943997	0.530943997	unbias	0.598021054	G43_M_mean	0.0812	0.1555	1.916
TRINITY_DN133645_c1_g2_i5	NA	NA	NA	NA	-0.800368649	0.800368649	unbias	0.452735936	G46_F_mean	0.125	0.2136	1.7088
TRINITY_DN133650_c1_g3_i5	egf	Chr01	59053863	59053863	-0.165517117	0.165517117	unbias	0.690071607	Ovary_mean	0.2417	0.4765	1.9717
TRINITY_DN133651_c2_g3_i2	NA	NA	NA	NA	0.536578106	0.536578106	unbias	0.094941568	G27_mean	0.0882	0.1436	1.629
TRINITY_DN133651_c2_g4_i1	NA	NA	NA	NA	0.271393679	0.271393679	unbias	0.368440765	Brain_mean	0.1162	0.1217	1.0471
TRINITY_DN133651_c3_g1_i2	NA	NA	NA	NA	0.37390543	0.37390543	unbias	0.589964418	Brain_mean	0.118	0.1439	1.2198
TRINITY_DN133653_c0_g2_i3	NA	NA	NA	NA	-0.682290591	0.682290591	unbias	0.459317158	Ovary_mean	0.0669	0.091	1.3607
TRINITY_DN133657_c2_g6_i2	NA	NA	NA	NA	-0.31996848	0.31996848	unbias	0.428241127	Brain_mean	0.1214	0.1386	1.1415
TRINITY_DN133663_c0_g1_i1	ccz1b	Chr09	19791836	19791836	0.52440137	0.52440137	unbias	0.380922048	Liver_mean	0.0439	0.042	0.9546
TRINITY_DN133666_c1_g1_i1	sirt3.2	Chr03	12609991	12609991	-0.25587989	0.25587989	unbias	0.403438406	Ovary_mean	0.0706	0.0773	1.0951
TRINITY_DN133666_c1_g2_i2	NA	NA	NA	NA	0.152379046	0.152379046	unbias	0.33941597	Ovary_mean	0.1021	0.1563	1.5301
TRINITY_DN133674_c2_g1_i3	NA	NA	NA	NA	0.231518868	0.231518868	unbias	0.232237341	Testis_mean	0.1623	0.1468	0.9043
TRINITY_DN133680_c0_g1_i1	ankrd35	Chr08	116894260	116894260	-0.341227117	0.341227117	unbias	0.141588415	Ovary_mean	0.0309	0.0573	1.8528
TRINITY_DN133680_c1_g3_i1	exosc7	Chr06	63674675	63674675	0.077673645	0.077673645	unbias	0.28269428	Brain_mean	0.0709	0.0571	0.8047
TRINITY_DN133682_c0_g2_i3	NA	NA	NA	NA	0.091671668	0.091671668	unbias	0.229646619	Ovary_mean	0.0228	0.0373	1.6331
TRINITY_DN133683_c0_g1_i1	NA	NA	NA	NA	0.277715287	0.277715287	unbias	0.583592811	G43_M_mean	0.1297	0.1888	1.4557
TRINITY_DN133685_c0_g1_i2	NA	NA	NA	NA	-0.275957626	0.275957626	unbias	0.7820548	Brain_mean	0.1164	0.1829	1.5718
TRINITY_DN133687_c1_g1_i1	NA	NA	NA	NA	0.94505263	0.94505263	unbias	0.430926885	G23_mean	0.0202	0.0339	1.68
TRINITY_DN133687_c4_g5_i4	LOC101731070	scaffold_632	41832	41832	-0.494436855	0.494436855	unbias	0.586354652	Ovary_mean	0.1004	0.1924	1.9174
TRINITY_DN133691_c3_g1_i1	NA	NA	NA	NA	-0.474654377	0.474654377	unbias	0.714486703	Brain_mean	0.0364	0.0357	0.9817
TRINITY_DN133692_c2_g1_i1	NA	NA	NA	NA	0.369329493	0.369329493	unbias	0.48890954	Liver_mean	0.3774	0.4997	1.3242
TRINITY_DN133698_c1_g2_i2	NA	NA	NA	NA	0.382264494	0.382264494	unbias	0.308206475	Testis_mean	0.0359	0.0594	1.6541
TRINITY_DN133702_c0_g6_i4	NA	NA	NA	NA	0.56929693	0.56929693	unbias	0.10755608	Testis_mean	0.0066	0.0052	0.785
TRINITY_DN133703_c1_g5_i6	brd7	Chr04	46328769	46328769	0.294710783	0.294710783	unbias	0.389794163	Ovary_mean	0.1297	0.2141	1.6515
TRINITY_DN133712_c0_g7_i4	NA	NA	NA	NA	-0.019851828	0.019851828	unbias	0.368886292	Brain_mean	0.0115	0.0185	1.6122
TRINITY_DN133715_c2_g2_i3	iqgap1-like.1	Chr03	96927798	96927798	-0.406100259	0.406100259	unbias	0.22938583	Ovary_mean	0.1267	0.1935	1.5276
TRINITY_DN133716_c6_g1_i2	NA	NA	NA	NA	-0.483818703	0.483818703	unbias	0.561290258	G46_M_mean	0.0934	0.1647	1.7636
TRINITY_DN133717_c1_g5_i4	NA	NA	NA	NA	-0.057523571	0.057523571	unbias	0.35046075	Ovary_mean	0.022	0.0328	1.4933
TRINITY_DN133718_c3_g2_i1	NA	NA	NA	NA	1.057689397	1.057689397	unbias	0.256762154	Liver_mean	0.1327	0.2069	1.559
TRINITY_DN133719_c0_g1_i3	LOC101732337	Chr03	5791497	5791497	0.201445816	0.201445816	unbias	0.560636297	Brain_mean	0.0542	0.0836	1.5417
TRINITY_DN133722_c0_g4_i1	NA	NA	NA	NA	-0.323748011	0.323748011	unbias	0.379125635	Brain_mean	0.0441	0.0515	1.1686
TRINITY_DN133722_c0_g8_i2	NA	NA	NA	NA	0.262135609	0.262135609	unbias	0.391405718	Ovary_mean	0.1674	0.1632	0.9749
TRINITY_DN133731_c6_g2_i3	crls1	Chr05	21082532	21082532	0.0980059	0.0980059	unbias	0.355996769	Ovary_mean	0.0274	0.0428	1.5606
TRINITY_DN133732_c1_g2_i3	NA	NA	NA	NA	-0.480918895	0.480918895	unbias	0.835698498	Brain_mean	0.027	0.0284	1.0542
TRINITY_DN133737_c5_g1_i1	NA	NA	NA	NA	0.201740647	0.201740647	unbias	0.647578389	Ovary_mean	0.0869	0.0786	0.9038
TRINITY_DN133741_c0_g2_i7	NA	NA	NA	NA	0.614184208	0.614184208	unbias	0.428343491	G27_mean	0.0856	0.1696	1.9804
TRINITY_DN133747_c0_g3_i2	NA	NA	NA	NA	-0.44188975	0.44188975	unbias	0.276841622	Brain_mean	0.0163	0.0142	0.8709
TRINITY_DN133747_c2_g1_i1	NA	NA	NA	NA	-0.04449033	0.04449033	unbias	0.329220332	Ovary_mean	0.0259	0.0414	1.5955
TRINITY_DN133749_c2_g1_i2	ppp1r26-like	scaffold_606	46255	46255	-0.225674038	0.225674038	unbias	0.197070948	Ovary_mean	0.0473	0.0689	1.4572
TRINITY_DN133751_c3_g3_i1	NA	NA	NA	NA	-0.364556934	0.364556934	unbias	0.390025817	Ovary_mean	0.098	0.184	1.8776
TRINITY_DN133757_c0_g2_i2	NA	NA	NA	NA	0.048733384	0.048733384	unbias	0.27633017	Brain_mean	0.1372	0.2191	1.5974
TRINITY_DN133763_c3_g1_i3	LOC100491267	Chr01	182067360	182067360	0.600900066	0.600900066	unbias	0.240795531	G23_mean	0.0644	0.0956	1.4846
TRINITY_DN133767_c0_g3_i1	NA	NA	NA	NA	0.311375761	0.311375761	unbias	0.150403204	G23_mean	0.0357	0.0516	1.446
TRINITY_DN133769_c10_g3_i1	NA	NA	NA	NA	-0.207579123	0.207579123	unbias	0.201414147	G23_mean	0.0207	0.0233	1.1244
TRINITY_DN133769_c11_g6_i1	tmem158	Chr06	63602201	63602201	0.56479619	0.56479619	unbias	0.187843776	G27_mean	0.0851	0.1229	1.4438
TRINITY_DN133771_c0_g1_i1	NA	NA	NA	NA	0.150854852	0.150854852	unbias	0.247855978	Ovary_mean	0.1078	0.1922	1.7831
TRINITY_DN133773_c6_g2_i1	NA	NA	NA	NA	0.816126397	0.816126397	unbias	0.545128051	Brain_mean	0.1641	0.3247	1.9781
TRINITY_DN133780_c6_g1_i4	Xetrov90028091m	scaffold_327	84525	84525	0.06461678	0.06461678	unbias	0.28975261	Testis_mean	0.0898	0.1072	1.1932
TRINITY_DN133784_c4_g2_i2	NA	NA	NA	NA	-0.121892135	0.121892135	unbias	0.369770269	Ovary_mean	0.0408	0.0664	1.6273
TRINITY_DN133787_c2_g3_i2	mfhas1	Chr01	91463462	91463462	0.177608143	0.177608143	unbias	0.20785896	Ovary_mean	0.1343	0.1962	1.4608
TRINITY_DN133790_c10_g2_i2	NA	NA	NA	NA	0.171736007	0.171736007	unbias	0.49924925	Brain_mean	0.0819	0.1073	1.3104
TRINITY_DN133791_c4_g6_i1	NA	NA	NA	NA	0.814299388	0.814299388	unbias	0.459851832	Brain_mean	0.0677	0.0856	1.2641
TRINITY_DN133792_c0_g2_i1	NA	NA	NA	NA	0.753766546	0.753766546	unbias	0.666465499	Ovary_mean	0.0762	0.145	1.902
TRINITY_DN133800_c0_g1_i3	dusp1	Chr03	32247850	32247850	-0.311499408	0.311499408	unbias	0.638955729	Brain_mean	0.054	0.0989	1.8318
TRINITY_DN133809_c0_g1_i2	NA	NA	NA	NA	-0.171877037	0.171877037	unbias	0.212710477	Brain_mean	0.0658	0.072	1.0944
TRINITY_DN133809_c1_g10_i4	NA	NA	NA	NA	-0.066369675	0.066369675	unbias	0.302632134	Brain_mean	0.1146	0.1354	1.1815
TRINITY_DN133809_c1_g9_i4	NA	NA	NA	NA	0.444427045	0.444427045	unbias	0.378305348	Testis_mean	0.037	0.0615	1.6627
TRINITY_DN133816_c1_g1_i1	NA	NA	NA	NA	0.170781223	0.170781223	unbias	0.187531796	Testis_mean	0.0457	0.0668	1.4605
TRINITY_DN133819_c0_g3_i1	enc1.2	Chr01	84244041	84244041	0.091346397	0.091346397	unbias	0.418376396	G23_mean	0.1129	0.1424	1.2616
TRINITY_DN133821_c6_g2_i2	NA	NA	NA	NA	-0.047297772	0.047297772	unbias	0.403508564	G27_mean	0.2093	0.2677	1.2787
TRINITY_DN133821_c8_g2_i1	NA	NA	NA	NA	-0.061375071	0.061375071	unbias	0.394455494	G27_mean	0.0585	0.1013	1.7337
TRINITY_DN133826_c11_g1_i2	NA	NA	NA	NA	-0.210460507	0.210460507	unbias	0.537451841	Ovary_mean	0.0789	0.1156	1.4647
TRINITY_DN133827_c4_g1_i2	NA	NA	NA	NA	-0.932985565	0.932985565	unbias	0.418131344	Brain_mean	0.1368	0.2529	1.8492
TRINITY_DN133832_c0_g10_i1	NA	NA	NA	NA	0.155480619	0.155480619	unbias	0.412465136	G23_mean	0.0518	0.0794	1.5327
TRINITY_DN133832_c0_g5_i5	NA	NA	NA	NA	0.08323368	0.08323368	unbias	0.267239269	Brain_mean	0.0632	0.1	1.5826
TRINITY_DN133833_c3_g1_i5	NA	NA	NA	NA	0.085342436	0.085342436	unbias	0.718713149	Brain_mean	0.0096	0.0107	1.1091
TRINITY_DN133839_c1_g2_i4	NA	NA	NA	NA	-0.338147321	0.338147321	unbias	0.534670331	Ovary_mean	0.1554	0.1324	0.8517
TRINITY_DN133848_c9_g2_i5	NA	NA	NA	NA	-0.191567444	0.191567444	unbias	0.27144571	G23_mean	0.0365	0.0491	1.3432
TRINITY_DN133851_c1_g1_i8	NA	NA	NA	NA	-0.601190238	0.601190238	unbias	0.223871036	G23_mean	0.0909	0.1364	1.5
TRINITY_DN133851_c2_g1_i1	NA	NA	NA	NA	-0.259281632	0.259281632	unbias	0.275772429	Ovary_mean	0.0098	0.0184	1.8741
TRINITY_DN133854_c3_g1_i2	NA	NA	NA	NA	-0.922760432	0.922760432	unbias	0.586643097	Ovary_mean	0.0484	0.0683	1.4127
TRINITY_DN133855_c0_g1_i1	NA	NA	NA	NA	-0.415693944	0.415693944	unbias	0.213236328	Ovary_mean	0.0125	0.0211	1.6877
TRINITY_DN133857_c0_g1_i4	NA	NA	NA	NA	0.153881481	0.153881481	unbias	0.421906325	Brain_mean	0.0704	0.0996	1.4147
TRINITY_DN133859_c1_g1_i1	NA	NA	NA	NA	-0.361018434	0.361018434	unbias	0.410438422	Ovary_mean	0.04	0.0676	1.6926
TRINITY_DN133864_c7_g2_i2	prl.2	Chr07	104827826	104827826	-0.171873866	0.171873866	unbias	0.346948089	Ovary_mean	0.0604	0.0737	1.2212
TRINITY_DN133866_c1_g3_i9	NA	NA	NA	NA	-0.054729476	0.054729476	unbias	0.283813094	Ovary_mean	0.0224	0.0336	1.5002
TRINITY_DN133873_c1_g1_i2	NA	NA	NA	NA	-1.056757239	1.056757239	unbias	0.661461351	Ovary_mean	0.0688	0.1155	1.6793
TRINITY_DN133877_c1_g1_i1	ak1	Chr08	2452531	2452531	-0.12742053	0.12742053	unbias	0.693103827	G43_M_mean	0.0949	0.1649	1.7374
TRINITY_DN133886_c1_g1_i2	NA	NA	NA	NA	-0.154850491	0.154850491	unbias	0.500405153	Brain_mean	0.0153	0.0217	1.4241
TRINITY_DN133889_c1_g9_i1	NA	NA	NA	NA	0.537946269	0.537946269	unbias	0.593282304	G43_M_mean	0.3158	0.4633	1.4672
TRINITY_DN133893_c1_g1_i2	NA	NA	NA	NA	-0.213503254	0.213503254	unbias	0.386407321	G23_mean	0.0754	0.121	1.6049
TRINITY_DN133894_c0_g1_i1	NA	NA	NA	NA	-3.281658857	3.281658857	female	0.449752065	G23_mean	0.0502	0.073	1.4543
TRINITY_DN133897_c1_g2_i1	tmem141	scaffold_678	28124	28124	-0.275908647	0.275908647	unbias	0.38705275	Ovary_mean	0.0396	0.0577	1.4562
TRINITY_DN133898_c0_g1_i1	NA	NA	NA	NA	-0.32377463	0.32377463	unbias	0.501023313	Brain_mean	0.0586	0.0848	1.4463
TRINITY_DN133899_c4_g2_i1	NA	NA	NA	NA	0.150931442	0.150931442	unbias	0.563587549	G46_M_mean	0.0246	0.0447	1.8141
TRINITY_DN133900_c1_g3_i3	LOC100488420	Chr07	110560941	110560941	1.531464961	1.531464961	unbias	0.587992096	Liver_mean	0.0342	0.0643	1.8831
TRINITY_DN133911_c4_g9_i1	NA	NA	NA	NA	1.2300306	1.2300306	male	0.401976939	Brain_mean	0.1092	0.1716	1.5713
TRINITY_DN133916_c0_g2_i1	NA	NA	NA	NA	-0.061627432	0.061627432	unbias	0.329328068	Ovary_mean	0.0367	0.0715	1.9475
TRINITY_DN133918_c0_g1_i1	slc25a16	Chr07	30450891	30450891	0.339566448	0.339566448	unbias	0.245796968	Brain_mean	0.0525	0.065	1.2376
TRINITY_DN133919_c5_g3_i1	sept7-like	Chr06	81363530	81363530	0.092871768	0.092871768	unbias	0.494126174	Ovary_mean	0.0235	0.0426	1.8089
TRINITY_DN133926_c0_g2_i3	NA	NA	NA	NA	0.412245753	0.412245753	unbias	0.546895346	Brain_mean	0.1251	0.2216	1.772
TRINITY_DN133927_c0_g2_i4	aacs	Chr01	151434368	151434368	-0.122542849	0.122542849	unbias	0.379821197	Brain_mean	0.0356	0.038	1.067
TRINITY_DN133927_c1_g2_i3	btaf1-like.1	Chr07	17540425	17540425	-0.467550235	0.467550235	unbias	0.237767775	G23_mean	0.0871	0.1416	1.626
TRINITY_DN133929_c5_g3_i4	NA	NA	NA	NA	1.641314983	1.641314983	unbias	0.30424745	G27_mean	0.0705	0.1273	1.8065
TRINITY_DN133932_c1_g3_i1	NA	NA	NA	NA	0.383405486	0.383405486	unbias	0.190136142	Ovary_mean	0.1651	0.3098	1.8757
TRINITY_DN133933_c5_g7_i2	NA	NA	NA	NA	0.56323168	0.56323168	unbias	0.487028514	Brain_mean	0.0397	0.0584	1.4709
TRINITY_DN133938_c0_g2_i1	NA	NA	NA	NA	0.172651763	0.172651763	unbias	0.517827701	Ovary_mean	0.1491	0.2401	1.6104
TRINITY_DN133945_c1_g4_i1	scel-like	Chr02	122671865	122671865	0.746456555	0.746456555	unbias	0.454636093	Ovary_mean	0.0406	0.061	1.5004
TRINITY_DN133946_c3_g2_i1	NA	NA	NA	NA	-0.875738399	0.875738399	unbias	0.484171752	Brain_mean	0.0199	0.0251	1.2618
TRINITY_DN133949_c2_g1_i1	NA	NA	NA	NA	-0.039972929	0.039972929	unbias	0.34301099	Ovary_mean	0.0215	0.0326	1.5175
TRINITY_DN133954_c0_g2_i5	NA	NA	NA	NA	-0.116289283	0.116289283	unbias	0.583816684	Brain_mean	0.0292	0.0403	1.381
TRINITY_DN133955_c2_g1_i1	NA	NA	NA	NA	0.1136822	0.1136822	unbias	0.663547503	G23_mean	0.049	0.0821	1.6753
TRINITY_DN133957_c0_g1_i1	fgfr1op2	scaffold_1518	1038	1038	0.354477354	0.354477354	unbias	0.486506375	Ovary_mean	0.0387	0.0381	0.9839
TRINITY_DN133957_c1_g2_i2	cnnm3-like	Chr03	109009418	109009418	0.279495444	0.279495444	unbias	0.677505611	Ovary_mean	0.1278	0.2515	1.9688
TRINITY_DN133959_c0_g2_i8	NA	NA	NA	NA	-0.229459418	0.229459418	unbias	0.367990052	Brain_mean	0.0194	0.0257	1.3247
TRINITY_DN133963_c0_g1_i7	NA	NA	NA	NA	-0.514901637	0.514901637	unbias	0.361117521	G23_mean	0.1498	0.2629	1.7548
TRINITY_DN133964_c1_g4_i2	lcat	Chr04	28554684	28554684	0.361912053	0.361912053	unbias	0.403667875	Ovary_mean	0.0834	0.1603	1.9227
TRINITY_DN133971_c0_g2_i1	mcam-like	Chr07	85953457	85953457	0.075272134	0.075272134	unbias	0.116658508	Testis_mean	0.058	0.065	1.1215
TRINITY_DN133976_c1_g2_i6	NA	NA	NA	NA	0.064102888	0.064102888	unbias	0.446961229	Ovary_mean	0.0197	0.0328	1.66
TRINITY_DN133987_c1_g2_i2	NA	NA	NA	NA	0.314905406	0.314905406	unbias	0.558197758	Testis_mean	0.1581	0.2143	1.3551
TRINITY_DN133991_c3_g2_i2	Xetrov90011857m	Chr04	83477567	83477567	0.66554193	0.66554193	unbias	0.136766811	G27_mean	0.037	0.0607	1.6414
TRINITY_DN133992_c10_g1_i2	NA	NA	NA	NA	0.296120547	0.296120547	unbias	0.414734032	Brain_mean	0.0578	0.0878	1.5175
TRINITY_DN133994_c4_g2_i1	NA	NA	NA	NA	0.117659164	0.117659164	unbias	0.137226782	G43_M_mean	0.1163	0.1857	1.5963
TRINITY_DN133996_c3_g8_i2	c9orf156	Chr01	95342010	95342010	-0.659900575	0.659900575	unbias	0.462745771	Ovary_mean	0.0819	0.15	1.8328
TRINITY_DN134000_c4_g2_i1	NA	NA	NA	NA	0.13966028	0.13966028	unbias	0.423857211	G46_M_mean	0.2866	0.5151	1.7976
TRINITY_DN134002_c4_g7_i3	NA	NA	NA	NA	0.255209001	0.255209001	unbias	0.378561537	Ovary_mean	0.0597	0.0825	1.3819
TRINITY_DN134008_c0_g3_i1	NA	NA	NA	NA	0.430908807	0.430908807	unbias	0.282415654	Brain_mean	0.1065	0.1117	1.049
TRINITY_DN134010_c12_g2_i1	NA	NA	NA	NA	0.820414863	0.820414863	unbias	0.285936114	Testis_mean	0.0111	0.0195	1.754
TRINITY_DN134012_c6_g2_i5	NA	NA	NA	NA	-0.061567746	0.061567746	unbias	0.350628586	Brain_mean	0.0611	0.0914	1.4946
TRINITY_DN134012_c7_g2_i6	NA	NA	NA	NA	0.214809941	0.214809941	unbias	0.579079928	Brain_mean	0.0432	0.0347	0.8027
TRINITY_DN134017_c3_g3_i1	NA	NA	NA	NA	-0.511255443	0.511255443	unbias	0.256751453	G43_M_mean	0.0309	0.0569	1.8453
TRINITY_DN134019_c0_g1_i4	NA	NA	NA	NA	-0.028740852	0.028740852	unbias	0.355973996	Testis_mean	0.1605	0.2802	1.7463
TRINITY_DN134021_c1_g2_i4	NA	NA	NA	NA	-0.063070973	0.063070973	unbias	0.368587219	Brain_mean	0.0303	0.0282	0.9301
TRINITY_DN134022_c4_g3_i1	NA	NA	NA	NA	-0.216563727	0.216563727	unbias	0.402074458	Ovary_mean	0.0946	0.1328	1.405
TRINITY_DN134024_c1_g2_i1	NA	NA	NA	NA	0.250697443	0.250697443	unbias	0.528668463	Brain_mean	0.0544	0.0886	1.6295
TRINITY_DN134025_c0_g1_i2	psmg2	Chr06	88396592	88396592	-0.58324871	0.58324871	unbias	0.362828775	Brain_mean	0.1878	0.2643	1.4071
TRINITY_DN134025_c1_g2_i2	NA	NA	NA	NA	-1.366148964	1.366148964	unbias	0.392584763	Brain_mean	0.0484	0.0936	1.933
TRINITY_DN134026_c0_g3_i4	NA	NA	NA	NA	-0.071627073	0.071627073	unbias	0.412990484	Brain_mean	0.07	0.0682	0.9743
TRINITY_DN134031_c5_g1_i1	NA	NA	NA	NA	0.110923876	0.110923876	unbias	0.626184951	Ovary_mean	0.0717	0.0807	1.126
TRINITY_DN134034_c2_g1_i2	NA	NA	NA	NA	0.288269286	0.288269286	unbias	0.28508731	Ovary_mean	0.0596	0.0877	1.4716
TRINITY_DN134037_c0_g1_i3	ppp1r14c	Chr05	39489099	39489099	-0.031688366	0.031688366	unbias	0.498589873	Ovary_mean	0.0907	0.1624	1.7897
TRINITY_DN134045_c1_g7_i1	NA	NA	NA	NA	0.725343716	0.725343716	unbias	0.785847717	Brain_mean	0.0835	0.1172	1.4038
TRINITY_DN134053_c5_g1_i1	fam210a	Chr06	87945160	87945160	0.806678469	0.806678469	unbias	0.416172568	Brain_mean	0.0501	0.0688	1.3745
TRINITY_DN134054_c8_g8_i3	NA	NA	NA	NA	0.394132158	0.394132158	unbias	0.455259397	Liver_mean	0.1734	0.2194	1.2654
