gid	gname	chr	start	end	logFC.XYliver.XXliver	bias
TRINITY_DN133503_c0_g2_i3	tmem55a	Chr06	111742449	111742449	-0.061922401	unbias
TRINITY_DN133504_c2_g1_i1	NA	NA	NA	NA	0.027726008	unbias
TRINITY_DN133504_c3_g1_i9	NA	NA	NA	NA	-1.170191696	unbias
TRINITY_DN133509_c2_g1_i2	NA	NA	NA	NA	1.066659203	unbias
TRINITY_DN133510_c3_g4_i3	NA	NA	NA	NA	0.399162782	unbias
TRINITY_DN133510_c3_g5_i3	NA	NA	NA	NA	0.779921364	unbias
TRINITY_DN133511_c3_g1_i1	NA	NA	NA	NA	-0.066346029	unbias
TRINITY_DN133511_c4_g2_i1	NA	NA	NA	NA	0.286133978	unbias
TRINITY_DN133513_c0_g2_i4	NA	NA	NA	NA	-0.053842476	unbias
TRINITY_DN133514_c3_g1_i1	NA	NA	NA	NA	-0.11141263	unbias
TRINITY_DN133514_c4_g2_i3	NA	NA	NA	NA	-0.909467878	unbias
TRINITY_DN133514_c5_g1_i1	NA	NA	NA	NA	0.096182108	unbias
TRINITY_DN133515_c1_g1_i2	NA	NA	NA	NA	0.876764804	unbias
TRINITY_DN133518_c2_g2_i5	cdhr2	Chr03	37945525	37945525	-0.269191481	unbias
TRINITY_DN133519_c4_g1_i1	NA	NA	NA	NA	-0.237189332	unbias
TRINITY_DN133519_c5_g1_i7	adamts13	scaffold_620	115892	115892	0.289249294	unbias
TRINITY_DN133521_c0_g1_i6	NA	NA	NA	NA	-0.266766965	unbias
TRINITY_DN133521_c0_g2_i1	NA	NA	NA	NA	0.112462384	unbias
TRINITY_DN133522_c3_g5_i2	NA	NA	NA	NA	-0.085568339	unbias
TRINITY_DN133526_c0_g3_i4	NA	NA	NA	NA	0.630475209	unbias
TRINITY_DN133526_c0_g5_i3	NA	NA	NA	NA	-0.047964622	unbias
TRINITY_DN133527_c2_g3_i2	NA	NA	NA	NA	0.49870764	unbias
TRINITY_DN133528_c1_g1_i3	NA	NA	NA	NA	-0.070700768	unbias
TRINITY_DN133529_c0_g1_i3	NA	NA	NA	NA	0.76218482	unbias
TRINITY_DN133530_c1_g2_i1	NA	NA	NA	NA	0.010047232	unbias
TRINITY_DN133530_c2_g1_i1	NA	NA	NA	NA	-0.2491268	unbias
TRINITY_DN133531_c8_g13_i6	NA	NA	NA	NA	-0.175689661	unbias
TRINITY_DN133533_c1_g1_i4	NA	NA	NA	NA	0.632096432	unbias
TRINITY_DN133533_c1_g4_i1	NA	NA	NA	NA	-0.107223431	unbias
TRINITY_DN133534_c1_g1_i1	NA	NA	NA	NA	-0.617161323	unbias
TRINITY_DN133534_c2_g6_i1	NA	NA	NA	NA	0.520459543	unbias
TRINITY_DN133534_c2_g9_i5	NA	NA	NA	NA	-0.224381752	unbias
TRINITY_DN133535_c5_g1_i2	NA	NA	NA	NA	-0.237521588	unbias
TRINITY_DN133536_c2_g1_i1	NA	NA	NA	NA	-0.312720235	unbias
TRINITY_DN133538_c2_g1_i1	NA	NA	NA	NA	-0.188676898	unbias
TRINITY_DN133538_c7_g1_i6	LOC496913-like	Chr02	62548925	62548925	-0.192696281	unbias
TRINITY_DN133539_c0_g1_i1	NA	NA	NA	NA	0.770983192	unbias
TRINITY_DN133540_c1_g1_i2	NA	NA	NA	NA	-0.013779107	unbias
TRINITY_DN133541_c1_g1_i4	NA	NA	NA	NA	0.118885565	unbias
TRINITY_DN133543_c6_g1_i3	ccdc82-like	Chr02	161125555	161125555	-0.38631099	unbias
TRINITY_DN133544_c1_g2_i1	NA	NA	NA	NA	0.384756283	unbias
TRINITY_DN133546_c5_g5_i2	tgm2	Chr10	30935185	30935185	0.136497024	unbias
TRINITY_DN133549_c7_g2_i2	dhdds	Chr02	51700887	51700887	-0.334597768	unbias
TRINITY_DN133551_c0_g1_i1	NA	NA	NA	NA	0.2318517	unbias
TRINITY_DN133553_c1_g2_i1	NA	NA	NA	NA	0.124908645	unbias
TRINITY_DN133555_c0_g3_i9	NA	NA	NA	NA	0.165410953	unbias
TRINITY_DN133558_c1_g1_i2	LOC101730890-like	Chr08	80750655	80750655	-0.012130532	unbias
TRINITY_DN133558_c1_g2_i1	NA	NA	NA	NA	-0.12768759	unbias
TRINITY_DN133559_c1_g1_i1	NA	NA	NA	NA	-0.218318277	unbias
TRINITY_DN133559_c1_g2_i1	NA	NA	NA	NA	-0.165936506	unbias
TRINITY_DN133559_c1_g6_i1	NA	NA	NA	NA	-0.296633943	unbias
TRINITY_DN133560_c0_g1_i1	NA	NA	NA	NA	-0.634380148	unbias
TRINITY_DN133560_c0_g2_i1	znf385c	Chr10	2319644	2319644	-0.681534481	unbias
TRINITY_DN133562_c1_g1_i2	NA	NA	NA	NA	-0.058674462	unbias
TRINITY_DN133563_c2_g1_i1	NA	NA	NA	NA	-1.418467612	unbias
TRINITY_DN133563_c2_g2_i1	lyl1	Chr03	128647055	128647055	-0.208601425	unbias
TRINITY_DN133564_c3_g1_i1	hhatl	Chr06	2571833	2571833	-1.461795854	unbias
TRINITY_DN133564_c4_g6_i4	NA	NA	NA	NA	-0.105995198	unbias
TRINITY_DN133566_c0_g1_i1	NA	NA	NA	NA	-0.464613016	unbias
TRINITY_DN133567_c0_g2_i4	NA	NA	NA	NA	-0.281540262	unbias
TRINITY_DN133567_c0_g4_i2	NA	NA	NA	NA	0.609814222	unbias
TRINITY_DN133568_c1_g3_i2	NA	NA	NA	NA	0.54486709	unbias
TRINITY_DN133569_c3_g2_i2	NA	NA	NA	NA	0.446309032	unbias
TRINITY_DN133570_c0_g1_i3	NA	NA	NA	NA	-0.306918992	unbias
TRINITY_DN133571_c0_g1_i2	NA	NA	NA	NA	-0.605525927	unbias
TRINITY_DN133572_c0_g1_i1	NA	NA	NA	NA	0.070776171	unbias
TRINITY_DN133573_c2_g3_i1	NA	NA	NA	NA	-1.114645946	unbias
TRINITY_DN133573_c2_g4_i1	arl6ip6-like	Chr09	70571951	70571951	-0.708035106	unbias
TRINITY_DN133573_c2_g5_i1	akt1s1	Chr07	103301661	103301661	0.194923245	unbias
TRINITY_DN133574_c0_g2_i1	rbp4	Chr07	27750305	27750305	-0.170975841	unbias
TRINITY_DN133575_c2_g1_i3	NA	NA	NA	NA	1.158797709	unbias
TRINITY_DN133577_c0_g2_i2	tmem51	Chr07	77809682	77809682	0.739512826	unbias
TRINITY_DN133577_c1_g2_i1	NA	NA	NA	NA	0.091776525	unbias
TRINITY_DN133577_c1_g4_i3	NA	NA	NA	NA	0.480984732	unbias
TRINITY_DN133577_c2_g1_i17	NA	NA	NA	NA	0.779918589	unbias
TRINITY_DN133578_c2_g2_i2	txndc15-like	Chr03	17073386	17073386	0.106368611	unbias
TRINITY_DN133580_c3_g5_i2	LOC100489423	Chr04	35460428	35460428	-0.060068213	unbias
TRINITY_DN133582_c8_g1_i2	NA	NA	NA	NA	-0.333822128	unbias
TRINITY_DN133582_c9_g9_i2	alg6	Chr04	78434093	78434093	-0.726822256	unbias
TRINITY_DN133583_c0_g1_i3	NA	NA	NA	NA	0.704414086	unbias
TRINITY_DN133584_c1_g4_i2	NA	NA	NA	NA	0.248634342	unbias
TRINITY_DN133584_c1_g5_i2	ppp1r36	Chr08	80632057	80632057	0.212353868	unbias
TRINITY_DN133587_c0_g2_i3	nrde2	Chr08	65684380	65684380	-0.047465507	unbias
TRINITY_DN133588_c4_g3_i1	larp1b	Chr01	54760979	54760979	-0.276983852	unbias
TRINITY_DN133588_c8_g1_i2	NA	NA	NA	NA	-0.472518526	unbias
TRINITY_DN133589_c0_g1_i1	NA	NA	NA	NA	-0.021883011	unbias
TRINITY_DN133589_c0_g2_i1	NA	NA	NA	NA	-0.38237987	unbias
TRINITY_DN133591_c2_g19_i1	plcxd1	Chr02	111487556	111487556	0.093890785	unbias
TRINITY_DN133592_c2_g1_i1	NA	NA	NA	NA	-0.23051978	unbias
TRINITY_DN133592_c2_g3_i4	NA	NA	NA	NA	-0.602769968	unbias
TRINITY_DN133593_c0_g1_i1	NA	NA	NA	NA	0.496077959	unbias
TRINITY_DN133593_c1_g1_i1	NA	NA	NA	NA	0.316543069	unbias
TRINITY_DN133594_c0_g2_i3	NA	NA	NA	NA	-1.363294852	unbias
TRINITY_DN133594_c1_g2_i3	NA	NA	NA	NA	0.390492617	unbias
TRINITY_DN133594_c2_g2_i1	NA	NA	NA	NA	0.077026581	unbias
TRINITY_DN133595_c5_g1_i1	NA	NA	NA	NA	-0.038039469	unbias
TRINITY_DN133595_c5_g3_i2	NA	NA	NA	NA	-0.374554747	unbias
TRINITY_DN133596_c0_g1_i1	NA	NA	NA	NA	-0.103042684	unbias
TRINITY_DN133596_c0_g2_i1	NA	NA	NA	NA	0.026361649	unbias
TRINITY_DN133597_c0_g2_i1	cpt1a	Chr07	110009730	110009730	-0.704501145	unbias
TRINITY_DN133598_c0_g1_i1	NA	NA	NA	NA	-0.161899486	unbias
TRINITY_DN133599_c1_g4_i3	NA	NA	NA	NA	0.682021052	unbias
TRINITY_DN133600_c2_g1_i2	slc39a8-like	Chr01	64337744	64337744	0.15888593	unbias
TRINITY_DN133600_c3_g1_i4	NA	NA	NA	NA	0.054302665	unbias
TRINITY_DN133602_c7_g1_i1	NA	NA	NA	NA	0.27862587	unbias
TRINITY_DN133604_c1_g1_i1	NA	NA	NA	NA	-0.019750959	unbias
TRINITY_DN133605_c8_g1_i2	NA	NA	NA	NA	0.895374347	unbias
TRINITY_DN133606_c1_g1_i8	NA	NA	NA	NA	0.365312585	unbias
TRINITY_DN133606_c1_g2_i2	NA	NA	NA	NA	-0.104734076	unbias
TRINITY_DN133606_c1_g3_i1	NA	NA	NA	NA	1.171664883	unbias
TRINITY_DN133610_c2_g1_i3	NA	NA	NA	NA	-0.576059573	unbias
TRINITY_DN133611_c0_g1_i1	NA	NA	NA	NA	-0.704570947	unbias
TRINITY_DN133611_c1_g3_i4	NA	NA	NA	NA	-1.427748226	unbias
TRINITY_DN133612_c1_g1_i1	NA	NA	NA	NA	-0.983521651	unbias
TRINITY_DN133613_c0_g1_i1	NA	NA	NA	NA	-0.101119523	unbias
TRINITY_DN133614_c1_g2_i4	NA	NA	NA	NA	-0.055492874	unbias
TRINITY_DN133614_c2_g1_i2	NA	NA	NA	NA	-0.013541372	unbias
TRINITY_DN133614_c2_g2_i1	brip1	Chr02	87718623	87718623	1.047870035	unbias
TRINITY_DN133615_c4_g1_i2	NA	NA	NA	NA	-0.364659689	unbias
TRINITY_DN133615_c4_g2_i1	NA	NA	NA	NA	0.031676762	unbias
TRINITY_DN133616_c0_g1_i1	NA	NA	NA	NA	-0.464798475	unbias
TRINITY_DN133618_c1_g4_i2	notum	Chr10	18486349	18486349	1.063339209	unbias
TRINITY_DN133618_c1_g8_i1	NA	NA	NA	NA	1.561936945	unbias
TRINITY_DN133619_c5_g1_i1	NA	NA	NA	NA	-0.58177911	unbias
TRINITY_DN133619_c5_g2_i1	NA	NA	NA	NA	0.504500223	unbias
TRINITY_DN133621_c0_g1_i5	NA	NA	NA	NA	0.302012039	unbias
TRINITY_DN133622_c0_g1_i6	NA	NA	NA	NA	-0.452297266	unbias
TRINITY_DN133623_c3_g1_i1	NA	NA	NA	NA	0.335612545	unbias
TRINITY_DN133623_c5_g1_i2	NA	NA	NA	NA	-0.553075829	unbias
TRINITY_DN133624_c1_g2_i2	NA	NA	NA	NA	-0.415760709	unbias
TRINITY_DN133625_c2_g2_i1	NA	NA	NA	NA	-0.074857031	unbias
TRINITY_DN133626_c2_g5_i1	NA	NA	NA	NA	0.069513158	unbias
TRINITY_DN133628_c3_g1_i4	taf5	Chr07	20372799	20372799	-0.127910053	unbias
TRINITY_DN133629_c1_g1_i1	NA	NA	NA	NA	-0.16227451	unbias
TRINITY_DN133629_c1_g2_i1	NA	NA	NA	NA	-0.266743169	unbias
TRINITY_DN133629_c2_g3_i2	NA	NA	NA	NA	0.028131463	unbias
TRINITY_DN133630_c0_g1_i2	NA	NA	NA	NA	0.220976831	unbias
TRINITY_DN133631_c0_g1_i4	LOC100490846	scaffold_232	241920	241920	-0.174561418	unbias
TRINITY_DN133633_c4_g1_i9	NA	NA	NA	NA	0.086879584	unbias
TRINITY_DN133634_c5_g3_i3	NA	NA	NA	NA	-0.417030598	unbias
TRINITY_DN133636_c1_g3_i1	NA	NA	NA	NA	0.228237943	unbias
TRINITY_DN133638_c8_g1_i1	NA	NA	NA	NA	0.253454711	unbias
TRINITY_DN133642_c0_g1_i1	serpinc1	Chr04	87912474	87912474	0.310988885	unbias
TRINITY_DN133643_c0_g1_i3	NA	NA	NA	NA	0.530943997	unbias
TRINITY_DN133645_c1_g2_i5	NA	NA	NA	NA	-0.800368649	unbias
TRINITY_DN133646_c0_g1_i1	mapkap1	Chr08	9977070	9977070	-0.767923186	unbias
TRINITY_DN133646_c0_g2_i4	NA	NA	NA	NA	-0.535691237	unbias
TRINITY_DN133646_c0_g3_i4	NA	NA	NA	NA	-0.906156493	unbias
TRINITY_DN133647_c1_g1_i2	Xetrov90012724m	Chr04	123649722	123649722	0.093513824	unbias
TRINITY_DN133650_c1_g3_i5	egf	Chr01	59053863	59053863	-0.165517117	unbias
TRINITY_DN133651_c2_g2_i1	NA	NA	NA	NA	-0.349525518	unbias
TRINITY_DN133651_c2_g3_i2	NA	NA	NA	NA	0.536578106	unbias
TRINITY_DN133651_c2_g4_i1	NA	NA	NA	NA	0.271393679	unbias
TRINITY_DN133651_c3_g1_i2	NA	NA	NA	NA	0.37390543	unbias
TRINITY_DN133653_c0_g2_i3	NA	NA	NA	NA	-0.682290591	unbias
TRINITY_DN133653_c0_g4_i1	NA	NA	NA	NA	-0.325895665	unbias
TRINITY_DN133654_c5_g3_i1	NA	NA	NA	NA	0.507915657	unbias
TRINITY_DN133655_c12_g2_i5	zmym4	Chr02	56393008	56393008	-0.664399763	unbias
TRINITY_DN133655_c14_g1_i2	nupl1	Chr02	153352451	153352451	0.172402266	unbias
TRINITY_DN133656_c5_g6_i1	NA	NA	NA	NA	0.285211387	unbias
TRINITY_DN133657_c2_g6_i2	NA	NA	NA	NA	-0.31996848	unbias
TRINITY_DN133657_c3_g1_i1	NA	NA	NA	NA	0.40473248	unbias
TRINITY_DN133658_c3_g1_i1	scnm1	Chr08	114695436	114695436	0.61270704	unbias
TRINITY_DN133658_c5_g1_i1	NA	NA	NA	NA	0.435443665	unbias
TRINITY_DN133660_c1_g2_i3	NA	NA	NA	NA	-0.07315824	unbias
TRINITY_DN133661_c0_g1_i6	NA	NA	NA	NA	-1.281213914	unbias
TRINITY_DN133661_c0_g2_i1	NA	NA	NA	NA	-1.022143733	unbias
TRINITY_DN133661_c0_g3_i1	NA	NA	NA	NA	-1.177340268	unbias
TRINITY_DN133662_c0_g4_i19	NA	NA	NA	NA	0.61508509	unbias
TRINITY_DN133663_c0_g1_i1	ccz1b	Chr09	19791836	19791836	0.52440137	unbias
TRINITY_DN133664_c3_g1_i1	NA	NA	NA	NA	-0.701840805	unbias
TRINITY_DN133666_c1_g1_i1	sirt3.2	Chr03	12609991	12609991	-0.25587989	unbias
TRINITY_DN133666_c1_g2_i2	NA	NA	NA	NA	0.152379046	unbias
TRINITY_DN133669_c1_g2_i6	NA	NA	NA	NA	-0.246652789	unbias
TRINITY_DN133671_c0_g4_i1	NA	NA	NA	NA	-0.421830998	unbias
TRINITY_DN133674_c2_g1_i3	NA	NA	NA	NA	0.231518868	unbias
TRINITY_DN133675_c6_g2_i1	vamp1	Chr05	124638898	124638898	-0.502620632	unbias
TRINITY_DN133680_c0_g1_i1	ankrd35	Chr08	116894260	116894260	-0.341227117	unbias
TRINITY_DN133680_c0_g3_i1	NA	NA	NA	NA	-1.399931273	unbias
TRINITY_DN133680_c1_g1_i1	NA	NA	NA	NA	0.222892944	unbias
TRINITY_DN133680_c1_g3_i1	exosc7	Chr06	63674675	63674675	0.077673645	unbias
TRINITY_DN133680_c2_g1_i1	amelx	Chr02	103190732	103190732	-0.198407093	unbias
TRINITY_DN133682_c0_g2_i3	NA	NA	NA	NA	0.091671668	unbias
TRINITY_DN133682_c1_g1_i3	spcs3	Chr01	38518783	38518783	0.139137063	unbias
TRINITY_DN133683_c0_g1_i1	NA	NA	NA	NA	0.277715287	unbias
TRINITY_DN133685_c0_g1_i2	NA	NA	NA	NA	-0.275957626	unbias
TRINITY_DN133687_c1_g1_i1	NA	NA	NA	NA	0.94505263	unbias
TRINITY_DN133687_c4_g2_i2	NA	NA	NA	NA	-0.113013109	unbias
TRINITY_DN133687_c4_g5_i4	LOC101731070	scaffold_632	41832	41832	-0.494436855	unbias
TRINITY_DN133688_c2_g4_i10	NA	NA	NA	NA	1.104455835	unbias
TRINITY_DN133689_c1_g3_i5	NA	NA	NA	NA	-1.01560754	unbias
TRINITY_DN133689_c1_g4_i11	NA	NA	NA	NA	-0.279358848	unbias
TRINITY_DN133690_c1_g1_i2	gdf9	Chr03	28400241	28400241	-0.583072262	unbias
TRINITY_DN133690_c2_g1_i1	NA	NA	NA	NA	-0.267914437	unbias
TRINITY_DN133691_c2_g1_i1	NA	NA	NA	NA	-0.217005786	unbias
TRINITY_DN133691_c3_g1_i1	NA	NA	NA	NA	-0.474654377	unbias
TRINITY_DN133692_c2_g1_i1	NA	NA	NA	NA	0.369329493	unbias
TRINITY_DN133692_c2_g3_i2	sh2b3	Chr01	154541262	154541262	0.584957703	unbias
TRINITY_DN133692_c2_g4_i1	NA	NA	NA	NA	-0.64562447	unbias
TRINITY_DN133693_c1_g1_i1	NA	NA	NA	NA	-0.223455593	unbias
TRINITY_DN133694_c3_g1_i1	NA	NA	NA	NA	-0.454243901	unbias
TRINITY_DN133698_c1_g1_i3	NA	NA	NA	NA	-0.029347863	unbias
TRINITY_DN133698_c1_g2_i2	NA	NA	NA	NA	0.382264494	unbias
TRINITY_DN133700_c5_g1_i1	NA	NA	NA	NA	-0.203793065	unbias
TRINITY_DN133702_c0_g6_i4	NA	NA	NA	NA	0.56929693	unbias
TRINITY_DN133703_c1_g3_i1	NA	NA	NA	NA	-0.240152679	unbias
TRINITY_DN133703_c1_g4_i3	NA	NA	NA	NA	0.096650375	unbias
TRINITY_DN133703_c1_g5_i6	brd7	Chr04	46328769	46328769	0.294710783	unbias
TRINITY_DN133705_c0_g1_i6	NA	NA	NA	NA	0.116365115	unbias
TRINITY_DN133707_c3_g5_i2	ift57	Chr02	100006051	100006051	0.005528024	unbias
TRINITY_DN133711_c2_g6_i1	NA	NA	NA	NA	-0.094397984	unbias
TRINITY_DN133711_c3_g1_i3	NA	NA	NA	NA	-0.004843371	unbias
TRINITY_DN133712_c0_g7_i4	NA	NA	NA	NA	-0.019851828	unbias
TRINITY_DN133713_c0_g2_i2	NA	NA	NA	NA	0.602979609	unbias
TRINITY_DN133713_c0_g3_i1	NA	NA	NA	NA	-0.630112083	unbias
TRINITY_DN133714_c0_g2_i2	NA	NA	NA	NA	-0.116519423	unbias
TRINITY_DN133714_c0_g5_i8	NA	NA	NA	NA	0.379659967	unbias
TRINITY_DN133714_c0_g7_i2	prpf3	Chr08	107074048	107074048	0.099077995	unbias
TRINITY_DN133715_c2_g2_i3	iqgap1-like.1	Chr03	96927798	96927798	-0.406100259	unbias
TRINITY_DN133716_c6_g1_i2	NA	NA	NA	NA	-0.483818703	unbias
TRINITY_DN133717_c1_g5_i4	NA	NA	NA	NA	-0.057523571	unbias
TRINITY_DN133718_c3_g2_i1	NA	NA	NA	NA	1.057689397	unbias
TRINITY_DN133718_c5_g2_i1	LOC101732964	Chr07	8651045	8651045	0.841678854	unbias
TRINITY_DN133719_c0_g1_i3	LOC101732337	Chr03	5791497	5791497	0.201445816	unbias
TRINITY_DN133721_c0_g1_i1	LOC100493636-like	Chr03	9703397	9703397	-0.775597216	unbias
TRINITY_DN133722_c0_g4_i1	NA	NA	NA	NA	-0.323748011	unbias
TRINITY_DN133722_c0_g5_i1	NA	NA	NA	NA	-0.464172096	unbias
TRINITY_DN133722_c0_g8_i2	NA	NA	NA	NA	0.262135609	unbias
TRINITY_DN133730_c1_g3_i2	itprip	scaffold_438	46896	46896	0.025370815	unbias
TRINITY_DN133731_c6_g2_i3	crls1	Chr05	21082532	21082532	0.0980059	unbias
TRINITY_DN133732_c1_g2_i3	NA	NA	NA	NA	-0.480918895	unbias
TRINITY_DN133734_c2_g4_i6	NA	NA	NA	NA	0.182385831	unbias
TRINITY_DN133736_c0_g1_i9	armc8	Chr09	50956541	50956541	0.779377976	unbias
TRINITY_DN133737_c5_g1_i1	NA	NA	NA	NA	0.201740647	unbias
TRINITY_DN133737_c7_g1_i2	NA	NA	NA	NA	0.23484592	unbias
TRINITY_DN133738_c1_g7_i2	NA	NA	NA	NA	0.967672	unbias
TRINITY_DN133741_c0_g2_i7	NA	NA	NA	NA	0.614184208	unbias
TRINITY_DN133742_c0_g1_i3	NA	NA	NA	NA	0.026594539	unbias
TRINITY_DN133744_c0_g1_i3	NA	NA	NA	NA	0.586672663	unbias
TRINITY_DN133745_c0_g2_i1	NA	NA	NA	NA	-0.667437479	unbias
TRINITY_DN133746_c0_g3_i2	NA	NA	NA	NA	0.263673127	unbias
TRINITY_DN133747_c0_g3_i2	NA	NA	NA	NA	-0.44188975	unbias
TRINITY_DN133747_c1_g1_i3	NA	NA	NA	NA	-0.939552125	unbias
TRINITY_DN133747_c2_g1_i1	NA	NA	NA	NA	-0.04449033	unbias
TRINITY_DN133747_c2_g5_i2	NA	NA	NA	NA	0.327830386	unbias
TRINITY_DN133747_c3_g1_i1	NA	NA	NA	NA	0.017174684	unbias
TRINITY_DN133749_c2_g1_i2	ppp1r26-like	scaffold_606	46255	46255	-0.225674038	unbias
TRINITY_DN133750_c2_g2_i4	myo1e.1	Chr03	89165448	89165448	-0.090292818	unbias
TRINITY_DN133751_c3_g3_i1	NA	NA	NA	NA	-0.364556934	unbias
TRINITY_DN133751_c3_g6_i4	NA	NA	NA	NA	-0.568997702	unbias
TRINITY_DN133753_c5_g7_i1	NA	NA	NA	NA	-0.555930595	unbias
TRINITY_DN133754_c0_g1_i1	NA	NA	NA	NA	-0.087320869	unbias
TRINITY_DN133757_c0_g2_i2	NA	NA	NA	NA	0.048733384	unbias
TRINITY_DN133758_c1_g6_i4	NA	NA	NA	NA	0.043441839	unbias
TRINITY_DN133761_c3_g1_i6	NA	NA	NA	NA	-0.127351224	unbias
TRINITY_DN133762_c0_g1_i3	NA	NA	NA	NA	-0.489110887	unbias
TRINITY_DN133763_c3_g1_i3	LOC100491267	Chr01	182067360	182067360	0.600900066	unbias
TRINITY_DN133764_c2_g1_i2	NA	NA	NA	NA	-0.345814505	unbias
TRINITY_DN133764_c3_g1_i1	LOC100485201-like	scaffold_1468	4225	4225	0.132123319	unbias
TRINITY_DN133767_c0_g3_i1	NA	NA	NA	NA	0.311375761	unbias
TRINITY_DN133767_c0_g4_i3	NA	NA	NA	NA	-0.338982714	unbias
TRINITY_DN133769_c10_g3_i1	NA	NA	NA	NA	-0.207579123	unbias
TRINITY_DN133769_c11_g6_i1	tmem158	Chr06	63602201	63602201	0.56479619	unbias
TRINITY_DN133769_c11_g8_i1	cptp	Chr07	69936849	69936849	0.286637512	unbias
TRINITY_DN133770_c0_g3_i3	NA	NA	NA	NA	0.606216499	unbias
TRINITY_DN133771_c0_g1_i1	NA	NA	NA	NA	0.150854852	unbias
TRINITY_DN133772_c0_g1_i1	NA	NA	NA	NA	0.168894446	unbias
TRINITY_DN133772_c1_g1_i4	NA	NA	NA	NA	-0.341204606	unbias
TRINITY_DN133773_c4_g1_i1	flvcr2	Chr08	61249794	61249794	-0.530780539	unbias
TRINITY_DN133773_c6_g2_i1	NA	NA	NA	NA	0.816126397	unbias
TRINITY_DN133777_c0_g2_i2	NA	NA	NA	NA	-0.291459023	unbias
TRINITY_DN133779_c1_g4_i2	NA	NA	NA	NA	-0.412693425	unbias
TRINITY_DN133780_c6_g1_i4	Xetrov90028091m	scaffold_327	84525	84525	0.06461678	unbias
TRINITY_DN133782_c0_g1_i1	NA	NA	NA	NA	0.369845854	unbias
TRINITY_DN133783_c0_g2_i1	NA	NA	NA	NA	0.110595653	unbias
TRINITY_DN133784_c4_g2_i2	NA	NA	NA	NA	-0.121892135	unbias
TRINITY_DN133784_c5_g2_i3	NA	NA	NA	NA	0.067226753	unbias
TRINITY_DN133787_c2_g3_i2	mfhas1	Chr01	91463462	91463462	0.177608143	unbias
TRINITY_DN133788_c2_g1_i1	cln8-like	Chr05	112366894	112366894	-3.251547767	unbias
TRINITY_DN133788_c2_g2_i2	NA	NA	NA	NA	-0.054249317	unbias
TRINITY_DN133789_c3_g1_i3	tmem53	Chr04	83170778	83170778	0.67974504	unbias
TRINITY_DN133789_c3_g3_i1	NA	NA	NA	NA	1.628392231	unbias
TRINITY_DN133790_c10_g2_i2	NA	NA	NA	NA	0.171736007	unbias
TRINITY_DN133791_c4_g6_i1	NA	NA	NA	NA	0.814299388	unbias
TRINITY_DN133792_c0_g2_i1	NA	NA	NA	NA	0.753766546	unbias
TRINITY_DN133795_c4_g5_i1	NA	NA	NA	NA	-0.556895175	unbias
TRINITY_DN133796_c2_g2_i3	gpr162	Chr07	1376006	1376006	0.453668908	unbias
TRINITY_DN133796_c2_g4_i1	NA	NA	NA	NA	-0.987478877	unbias
TRINITY_DN133797_c1_g2_i2	NA	NA	NA	NA	-0.407096628	unbias
TRINITY_DN133797_c1_g3_i3	NA	NA	NA	NA	-0.114926752	unbias
TRINITY_DN133798_c0_g1_i2	fancd2	Chr04	114224326	114224326	-0.225674381	unbias
TRINITY_DN133799_c0_g3_i2	NA	NA	NA	NA	0.897034638	unbias
TRINITY_DN133800_c0_g1_i3	dusp1	Chr03	32247850	32247850	-0.311499408	unbias
TRINITY_DN133801_c3_g2_i3	NA	NA	NA	NA	-0.678679052	unbias
TRINITY_DN133803_c0_g2_i3	psmc2	Chr03	68236426	68236426	0.123558039	unbias
TRINITY_DN133804_c2_g1_i1	NA	NA	NA	NA	-0.248033207	unbias
TRINITY_DN133804_c8_g2_i1	NA	NA	NA	NA	-0.651543445	unbias
TRINITY_DN133805_c2_g1_i1	NA	NA	NA	NA	0.332216232	unbias
TRINITY_DN133806_c6_g1_i1	NA	NA	NA	NA	-0.276779	unbias
TRINITY_DN133808_c0_g1_i2	NA	NA	NA	NA	-0.213411291	unbias
TRINITY_DN133809_c0_g1_i2	NA	NA	NA	NA	-0.171877037	unbias
TRINITY_DN133809_c1_g10_i4	NA	NA	NA	NA	-0.066369675	unbias
TRINITY_DN133809_c1_g15_i1	NA	NA	NA	NA	-0.252621901	unbias
TRINITY_DN133809_c1_g9_i4	NA	NA	NA	NA	0.444427045	unbias
TRINITY_DN133810_c1_g3_i11	NA	NA	NA	NA	-0.34751203	unbias
TRINITY_DN133816_c1_g1_i1	NA	NA	NA	NA	0.170781223	unbias
TRINITY_DN133818_c1_g1_i2	acsm3	Chr09	18465747	18465747	0.279615968	unbias
TRINITY_DN133819_c0_g2_i3	apeh	Chr04	115525919	115525919	-0.459665634	unbias
TRINITY_DN133819_c0_g3_i1	enc1.2	Chr01	84244041	84244041	0.091346397	unbias
TRINITY_DN133820_c2_g1_i2	nipal3	Chr02	55286764	55286764	-0.553027996	unbias
TRINITY_DN133820_c3_g1_i1	NA	NA	NA	NA	0.688355921	unbias
TRINITY_DN133821_c0_g1_i1	NA	NA	NA	NA	0.020498752	unbias
TRINITY_DN133821_c10_g4_i2	NA	NA	NA	NA	0.902548847	unbias
TRINITY_DN133821_c6_g2_i2	NA	NA	NA	NA	-0.047297772	unbias
TRINITY_DN133821_c8_g2_i1	NA	NA	NA	NA	-0.061375071	unbias
TRINITY_DN133823_c0_g3_i1	mrc1	Chr06	20023070	20023070	0.233652036	unbias
