gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue
TRINITY_DN134907_c3_g4_i2	NA	NA	NA	NA	-0.126358087	0.126358087	unbias	0.512695787	Liver_mean
TRINITY_DN134908_c5_g1_i3	sipa1l2	Chr05	61387243	61387243	-0.959145081	0.959145081	unbias	0.222567058	Brain_mean
TRINITY_DN134910_c0_g2_i3	NA	NA	NA	NA	0.449575357	0.449575357	unbias	0.286373824	Ovary_mean
TRINITY_DN134910_c0_g3_i1	NA	NA	NA	NA	-0.689207607	0.689207607	unbias	0.532378573	Testis_mean
TRINITY_DN134911_c4_g1_i3	NA	NA	NA	NA	-0.762408452	0.762408452	unbias	0.223758884	G23_mean
TRINITY_DN134911_c5_g1_i2	NA	NA	NA	NA	-0.411402255	0.411402255	unbias	0.324946184	G43_M_mean
TRINITY_DN134913_c0_g10_i3	NA	NA	NA	NA	-0.469308563	0.469308563	unbias	0.335708667	Ovary_mean
TRINITY_DN134915_c0_g1_i2	NA	NA	NA	NA	0.186259401	0.186259401	unbias	0.29698631	Testis_mean
TRINITY_DN134916_c1_g5_i2	NA	NA	NA	NA	0.669153925	0.669153925	unbias	0.377895727	Brain_mean
TRINITY_DN134917_c8_g1_i14	mpc1	Chr05	58910263	58910263	-0.453457532	0.453457532	unbias	0.41275344	Brain_mean
TRINITY_DN134919_c13_g8_i1	sos1	Chr05	53150453	53150453	-0.937010159	0.937010159	unbias	0.4679229	Brain_mean
TRINITY_DN134920_c8_g1_i1	LOC100494705-like	Chr03	5814946	5814946	-0.688679525	0.688679525	unbias	0.527493105	Liver_mean
TRINITY_DN134922_c4_g1_i5	NA	NA	NA	NA	0.564792584	0.564792584	unbias	0.183578803	G31_mean
TRINITY_DN134924_c0_g2_i1	NA	NA	NA	NA	0.760170171	0.760170171	unbias	0.511269222	G43_M_mean
TRINITY_DN134925_c0_g2_i5	NA	NA	NA	NA	-0.154099276	0.154099276	unbias	0.37942603	Ovary_mean
TRINITY_DN134926_c1_g1_i7	NA	NA	NA	NA	0.030015264	0.030015264	unbias	0.182885695	Ovary_mean
TRINITY_DN134927_c3_g8_i3	NA	NA	NA	NA	0.469306346	0.469306346	unbias	0.145829759	G31_mean
TRINITY_DN134928_c3_g1_i2	NA	NA	NA	NA	0.251448804	0.251448804	unbias	0.340337522	Brain_mean
TRINITY_DN134929_c0_g1_i2	NA	NA	NA	NA	0.721260943	0.721260943	unbias	0.482230278	Brain_mean
TRINITY_DN134929_c0_g2_i1	haus8	Chr01	99918670	99918670	0.266029339	0.266029339	unbias	0.104743765	Testis_mean
TRINITY_DN134929_c0_g5_i1	NA	NA	NA	NA	0.232989673	0.232989673	unbias	0.164256512	Testis_mean
TRINITY_DN134930_c10_g1_i1	NA	NA	NA	NA	-0.162720574	0.162720574	unbias	0.733820717	Liver_mean
TRINITY_DN134931_c2_g1_i1	NA	NA	NA	NA	-2.13006612	2.13006612	unbias	0.645674545	G43_M_mean
TRINITY_DN134932_c0_g1_i3	twsg2	Chr01	127451015	127451015	-0.237056182	0.237056182	unbias	0.284121897	Ovary_mean
TRINITY_DN134933_c0_g1_i2	NA	NA	NA	NA	0.147387722	0.147387722	unbias	0.31870155	Ovary_mean
TRINITY_DN134933_c1_g1_i2	NA	NA	NA	NA	0.610193273	0.610193273	unbias	0.591674818	Ovary_mean
TRINITY_DN134934_c4_g1_i2	NA	NA	NA	NA	0.306004576	0.306004576	unbias	0.264528828	Ovary_mean
TRINITY_DN134935_c0_g2_i1	ppard	Chr02	77328531	77328531	-4.798901095	4.798901095	female	0.446001048	G46_F_mean
TRINITY_DN134938_c6_g1_i2	NA	NA	NA	NA	-0.125959993	0.125959993	unbias	0.508702891	Liver_mean
TRINITY_DN134940_c0_g4_i10	NA	NA	NA	NA	0.6743243	0.6743243	unbias	0.631925347	Brain_mean
TRINITY_DN134941_c5_g5_i1	NA	NA	NA	NA	0.067841304	0.067841304	unbias	0.399307822	Ovary_mean
TRINITY_DN134944_c1_g1_i4	NA	NA	NA	NA	0.468921395	0.468921395	unbias	0.444981115	Brain_mean
TRINITY_DN134944_c3_g2_i1	NA	NA	NA	NA	-0.815913204	0.815913204	unbias	0.590449419	G43_F_mean
TRINITY_DN134944_c4_g2_i1	NA	NA	NA	NA	-0.147502534	0.147502534	unbias	0.445131358	Ovary_mean
TRINITY_DN134944_c4_g3_i1	NA	NA	NA	NA	0.303833299	0.303833299	unbias	0.498297656	Ovary_mean
TRINITY_DN134946_c10_g1_i5	NA	NA	NA	NA	-0.567297067	0.567297067	unbias	0.620051072	Brain_mean
TRINITY_DN134946_c4_g2_i1	NA	NA	NA	NA	0.106521903	0.106521903	unbias	0.334261921	Ovary_mean
TRINITY_DN134946_c8_g2_i4	NA	NA	NA	NA	0.199148261	0.199148261	unbias	0.58566955	Liver_mean
TRINITY_DN134947_c0_g1_i3	NA	NA	NA	NA	0.486627527	0.486627527	unbias	0.569232309	Brain_mean
TRINITY_DN134948_c4_g1_i1	NA	NA	NA	NA	-0.118750081	0.118750081	unbias	0.398562864	G43_M_mean
TRINITY_DN134948_c4_g3_i1	NA	NA	NA	NA	1.050637975	1.050637975	unbias	0.420963634	G46_M_mean
TRINITY_DN134948_c4_g7_i1	NA	NA	NA	NA	0.38698228	0.38698228	unbias	0.472977875	G43_M_mean
TRINITY_DN134949_c1_g1_i3	NA	NA	NA	NA	-0.56050525	0.56050525	unbias	0.326480259	G43_F_mean
TRINITY_DN134949_c2_g1_i1	ndufs8	Chr07	61047671	61047671	-0.705300803	0.705300803	unbias	0.382036464	Ovary_mean
TRINITY_DN134951_c5_g3_i1	NA	NA	NA	NA	-0.58691246	0.58691246	unbias	0.683963952	Ovary_mean
TRINITY_DN134952_c0_g1_i2	NA	NA	NA	NA	-1.117773707	1.117773707	unbias	0.138995954	Ovary_mean
TRINITY_DN134952_c0_g3_i1	NA	NA	NA	NA	-0.538624598	0.538624598	unbias	0.115368707	Ovary_mean
TRINITY_DN134952_c1_g2_i7	NA	NA	NA	NA	-0.018532907	0.018532907	unbias	0.268794311	G43_M_mean
TRINITY_DN134952_c1_g3_i1	NA	NA	NA	NA	0.525115077	0.525115077	unbias	0.30387511	G23_mean
TRINITY_DN134955_c0_g1_i2	stk24	Chr02	117967178	117967178	0.511479169	0.511479169	unbias	0.400213366	Testis_mean
TRINITY_DN134960_c2_g1_i1	NA	NA	NA	NA	-0.684097641	0.684097641	unbias	0.411575378	G23_mean
TRINITY_DN134960_c2_g2_i1	NA	NA	NA	NA	-0.213754992	0.213754992	unbias	0.737515975	G46_M_mean
TRINITY_DN134961_c2_g5_i1	LOC100486434-like	Chr09	4553521	4553521	0.29574244	0.29574244	unbias	0.192861811	Ovary_mean
TRINITY_DN134962_c1_g1_i5	NA	NA	NA	NA	-0.14455684	0.14455684	unbias	0.423721584	G46_M_mean
TRINITY_DN134963_c2_g3_i1	NA	NA	NA	NA	-1.089831832	1.089831832	unbias	0.497291061	G43_F_mean
TRINITY_DN134964_c0_g2_i1	ift46-like	Chr07	85650024	85650024	-0.244285239	0.244285239	unbias	0.530553783	Ovary_mean
TRINITY_DN134964_c0_g4_i1	NA	NA	NA	NA	-0.822123996	0.822123996	unbias	0.450358334	Ovary_mean
TRINITY_DN134965_c0_g1_i4	NA	NA	NA	NA	0.632700897	0.632700897	unbias	0.207591184	Brain_mean
TRINITY_DN134966_c0_g2_i2	NA	NA	NA	NA	0.053093901	0.053093901	unbias	0.510837486	Ovary_mean
TRINITY_DN134968_c1_g1_i1	NA	NA	NA	NA	-0.184162151	0.184162151	unbias	0.114341971	G46_F_mean
TRINITY_DN134970_c0_g1_i1	LOC100488928	Chr09	13065883	13065883	-0.09973487	0.09973487	unbias	0.374706561	Testis_mean
TRINITY_DN134973_c0_g4_i1	NA	NA	NA	NA	-0.072075445	0.072075445	unbias	0.096100629	Testis_mean
TRINITY_DN134974_c0_g1_i1	NA	NA	NA	NA	0.952546006	0.952546006	unbias	0.37760357	G27_mean
TRINITY_DN134975_c1_g1_i2	NA	NA	NA	NA	-0.059849282	0.059849282	unbias	0.410781946	Brain_mean
TRINITY_DN134976_c6_g9_i1	NA	NA	NA	NA	0.389473953	0.389473953	unbias	0.239180371	Ovary_mean
TRINITY_DN134980_c1_g1_i1	NA	NA	NA	NA	-0.681050509	0.681050509	unbias	0.504488136	Ovary_mean
TRINITY_DN134980_c3_g1_i1	NA	NA	NA	NA	0.397830443	0.397830443	unbias	0.701608689	Brain_mean
TRINITY_DN134981_c0_g2_i3	NA	NA	NA	NA	0.121342586	0.121342586	unbias	0.144128495	Ovary_mean
TRINITY_DN134981_c1_g1_i1	NA	NA	NA	NA	-0.424107213	0.424107213	unbias	0.344596531	Testis_mean
TRINITY_DN134982_c4_g2_i4	ogdh	Chr03	107912282	107912282	0.621350776	0.621350776	unbias	0.212790754	Ovary_mean
TRINITY_DN134982_c6_g1_i2	NA	NA	NA	NA	-0.716961771	0.716961771	unbias	0.418254694	Brain_mean
TRINITY_DN134982_c7_g1_i1	NA	NA	NA	NA	0.061861373	0.061861373	unbias	0.73667003	Ovary_mean
TRINITY_DN134983_c4_g2_i1	NA	NA	NA	NA	-1.207955598	1.207955598	unbias	0.165681808	G43_F_mean
TRINITY_DN134983_c5_g7_i2	NA	NA	NA	NA	-0.613964961	0.613964961	unbias	0.182885953	Testis_mean
TRINITY_DN134984_c0_g1_i1	NA	NA	NA	NA	-1.592601424	1.592601424	unbias	0.53496871	G46_M_mean
TRINITY_DN134985_c2_g2_i1	reep4	Chr03	119292551	119292551	0.728053606	0.728053606	unbias	0.399926412	Ovary_mean
TRINITY_DN134986_c0_g1_i1	NA	NA	NA	NA	0.434385028	0.434385028	unbias	0.245519942	Ovary_mean
TRINITY_DN134986_c0_g2_i3	NA	NA	NA	NA	-0.126878935	0.126878935	unbias	0.432174832	Brain_mean
TRINITY_DN134987_c2_g1_i2	NA	NA	NA	NA	0.30839045	0.30839045	unbias	0.283968748	Ovary_mean
TRINITY_DN134987_c3_g1_i5	bivm	Chr02	116085354	116085354	0.361568074	0.361568074	unbias	0.402017405	Brain_mean
TRINITY_DN134988_c5_g3_i3	LOC733841	Chr10	2907670	2907670	-0.035225905	0.035225905	unbias	0.216082363	G27_mean
TRINITY_DN134990_c3_g4_i1	NA	NA	NA	NA	0.133131994	0.133131994	unbias	0.474075942	Ovary_mean
TRINITY_DN134991_c2_g2_i1	NA	NA	NA	NA	0.370728047	0.370728047	unbias	0.6387833	Brain_mean
TRINITY_DN134992_c0_g1_i1	NA	NA	NA	NA	-0.540559369	0.540559369	unbias	0.300785342	Ovary_mean
TRINITY_DN134992_c0_g2_i5	NA	NA	NA	NA	-0.108399368	0.108399368	unbias	0.205969792	Ovary_mean
TRINITY_DN134993_c0_g1_i5	NA	NA	NA	NA	0.018339819	0.018339819	unbias	0.534262597	G43_F_mean
TRINITY_DN134994_c0_g2_i4	NA	NA	NA	NA	-0.393925959	0.393925959	unbias	0.190679646	Liver_mean
TRINITY_DN134994_c0_g3_i1	NA	NA	NA	NA	-0.336066396	0.336066396	unbias	0.178179569	G43_F_mean
TRINITY_DN134996_c1_g2_i1	znf507	Chr04	21520780	21520780	-0.007285696	0.007285696	unbias	0.486005808	Testis_mean
TRINITY_DN134997_c1_g4_i1	NA	NA	NA	NA	0.494662397	0.494662397	unbias	0.333431321	G23_mean
TRINITY_DN134998_c0_g3_i2	NA	NA	NA	NA	0.284810493	0.284810493	unbias	0.561130111	G46_M_mean
TRINITY_DN134999_c0_g1_i1	hccs-like	Chr04	91591413	91591413	0.124686885	0.124686885	unbias	0.244325073	G46_M_mean
TRINITY_DN134_c0_g1_i1	NA	NA	NA	NA	-0.261859348	0.261859348	unbias	0.401909501	G43_M_mean
TRINITY_DN135000_c10_g1_i1	txlng-like	Chr02	90841200	90841200	-0.2498005	0.2498005	unbias	0.136725091	Brain_mean
TRINITY_DN135001_c1_g4_i3	NA	NA	NA	NA	0.578114402	0.578114402	unbias	0.561151512	Ovary_mean
TRINITY_DN135003_c0_g2_i4	NA	NA	NA	NA	0.011616851	0.011616851	unbias	0.23322643	G43_M_mean
TRINITY_DN135004_c7_g2_i1	NA	NA	NA	NA	0.642236503	0.642236503	unbias	0.615148412	Ovary_mean
TRINITY_DN135005_c2_g1_i2	NA	NA	NA	NA	-0.426953969	0.426953969	unbias	0.683872516	Brain_mean
TRINITY_DN135006_c1_g1_i1	NA	NA	NA	NA	-0.114471689	0.114471689	unbias	0.155535542	G23_mean
TRINITY_DN135009_c0_g3_i1	NA	NA	NA	NA	-0.125203664	0.125203664	unbias	0.25210143	G23_mean
TRINITY_DN135010_c2_g1_i4	NA	NA	NA	NA	-0.057375813	0.057375813	unbias	0.401163544	Liver_mean
TRINITY_DN135010_c3_g1_i1	NA	NA	NA	NA	0.45456728	0.45456728	unbias	0.717030954	Brain_mean
TRINITY_DN135012_c0_g2_i1	apc2	Chr01	80479519	80479519	-0.457165796	0.457165796	unbias	0.377889138	Ovary_mean
TRINITY_DN135013_c0_g1_i1	NA	NA	NA	NA	0.001926299	0.001926299	unbias	0.478200108	Ovary_mean
TRINITY_DN135013_c1_g1_i6	NA	NA	NA	NA	-0.325886651	0.325886651	unbias	0.346469152	Ovary_mean
TRINITY_DN135013_c1_g2_i1	LOC101734438	scaffold_2326	2835	2835	-0.822153644	0.822153644	unbias	0.428640734	Ovary_mean
TRINITY_DN135014_c3_g1_i2	NA	NA	NA	NA	-1.918956674	1.918956674	unbias	0.219280361	Ovary_mean
TRINITY_DN135015_c6_g5_i1	NA	NA	NA	NA	-0.741679066	0.741679066	unbias	0.31426504	Ovary_mean
TRINITY_DN135015_c6_g6_i1	NA	NA	NA	NA	-0.005614933	0.005614933	unbias	0.306087776	Brain_mean
TRINITY_DN135015_c7_g11_i1	NA	NA	NA	NA	-0.84332961	0.84332961	unbias	0.44947728	G43_M_mean
TRINITY_DN135016_c3_g1_i3	NA	NA	NA	NA	0.56086789	0.56086789	unbias	0.44057255	Brain_mean
TRINITY_DN135017_c0_g1_i3	nat8b-like	Chr01	9901794	9901794	0.983098953	0.983098953	unbias	0.321611651	Brain_mean
TRINITY_DN135017_c0_g2_i3	NA	NA	NA	NA	0.30599383	0.30599383	unbias	0.166920773	G27_mean
TRINITY_DN135020_c1_g4_i3	NA	NA	NA	NA	-0.075759376	0.075759376	unbias	0.378907325	Ovary_mean
TRINITY_DN135021_c0_g1_i5	NA	NA	NA	NA	0.147141811	0.147141811	unbias	0.30513337	Brain_mean
TRINITY_DN135023_c0_g1_i4	NA	NA	NA	NA	-0.091277274	0.091277274	unbias	0.456681534	Brain_mean
TRINITY_DN135024_c0_g1_i1	NA	NA	NA	NA	-0.585728785	0.585728785	unbias	0.19722085	G43_F_mean
TRINITY_DN135024_c5_g2_i2	NA	NA	NA	NA	-0.124435585	0.124435585	unbias	0.319083502	Testis_mean
TRINITY_DN135024_c6_g1_i1	NA	NA	NA	NA	-0.41115585	0.41115585	unbias	0.397964686	Brain_mean
TRINITY_DN135024_c6_g2_i7	NA	NA	NA	NA	0.010681393	0.010681393	unbias	0.321481385	G43_M_mean
TRINITY_DN135027_c9_g2_i1	btbd17	Chr10	23486223	23486223	1.219117803	1.219117803	unbias	0.139387591	G46_M_mean
TRINITY_DN135029_c1_g1_i9	irak1	Chr08	12201914	12201914	0.13453933	0.13453933	unbias	0.185371028	G46_M_mean
TRINITY_DN135030_c0_g1_i3	NA	NA	NA	NA	0.733885575	0.733885575	unbias	0.668818792	Brain_mean
TRINITY_DN135032_c0_g4_i1	NA	NA	NA	NA	-0.580078833	0.580078833	unbias	0.222954336	G43_F_mean
TRINITY_DN135033_c2_g1_i1	NA	NA	NA	NA	0.354602232	0.354602232	unbias	0.228690658	Ovary_mean
TRINITY_DN135034_c4_g2_i1	NA	NA	NA	NA	-0.794095906	0.794095906	unbias	0.194347512	G23_mean
TRINITY_DN135035_c1_g2_i1	card14	Chr10	19349383	19349383	0.934325961	0.934325961	unbias	0.514768021	Liver_mean
TRINITY_DN135035_c1_g3_i1	NA	NA	NA	NA	0.271897783	0.271897783	unbias	0.486450494	Liver_mean
TRINITY_DN135036_c1_g1_i1	NA	NA	NA	NA	-0.632361263	0.632361263	unbias	0.118313132	G23_mean
TRINITY_DN135036_c1_g4_i1	agbl2	Chr04	7974693	7974693	0.173680243	0.173680243	unbias	0.516568391	Ovary_mean
TRINITY_DN135037_c6_g3_i7	NA	NA	NA	NA	0.313643001	0.313643001	unbias	0.467494091	Brain_mean
TRINITY_DN135038_c3_g2_i1	NA	NA	NA	NA	0.18098649	0.18098649	unbias	0.263526687	Brain_mean
TRINITY_DN135040_c2_g1_i2	NA	NA	NA	NA	-0.091396339	0.091396339	unbias	0.174601069	Testis_mean
TRINITY_DN135040_c2_g2_i1	NA	NA	NA	NA	-0.992460132	0.992460132	unbias	0.332721777	Ovary_mean
TRINITY_DN135040_c5_g1_i1	six4	Chr08	82097505	82097505	-0.282386391	0.282386391	unbias	0.591952317	Ovary_mean
TRINITY_DN135041_c2_g6_i4	NA	NA	NA	NA	0.518001839	0.518001839	unbias	0.531692933	G43_M_mean
TRINITY_DN135042_c5_g1_i1	LOC100494514	Chr05	106403450	106403450	-0.565288855	0.565288855	unbias	0.189894057	G46_F_mean
TRINITY_DN135043_c1_g1_i2	NA	NA	NA	NA	-0.419439757	0.419439757	unbias	0.318333161	Ovary_mean
TRINITY_DN135043_c3_g1_i2	NA	NA	NA	NA	0.13065954	0.13065954	unbias	0.378787427	G46_M_mean
TRINITY_DN135048_c12_g2_i1	NA	NA	NA	NA	0.333607559	0.333607559	unbias	0.445003666	Brain_mean
TRINITY_DN135049_c4_g1_i1	mxd1	Chr03	111953768	111953768	0.737000918	0.737000918	unbias	0.527358324	Ovary_mean
TRINITY_DN135049_c6_g1_i2	NA	NA	NA	NA	-0.448614851	0.448614851	unbias	0.225421321	G23_mean
TRINITY_DN135050_c0_g1_i1	NA	NA	NA	NA	-2.171660173	2.171660173	unbias	0.543285112	Ovary_mean
TRINITY_DN135050_c0_g2_i1	NA	NA	NA	NA	-0.433063754	0.433063754	unbias	0.174262365	Brain_mean
TRINITY_DN135052_c0_g2_i5	NA	NA	NA	NA	2.54058638	2.54058638	unbias	0.609412319	G27_mean
TRINITY_DN135053_c0_g2_i2	prkacb	Chr04	29797286	29797286	0.460142843	0.460142843	unbias	0.385650263	Brain_mean
TRINITY_DN135055_c2_g3_i1	NA	NA	NA	NA	0.320756369	0.320756369	unbias	0.596087951	Liver_mean
TRINITY_DN135058_c4_g10_i1	slc16a7	Chr03	53593983	53593983	-0.749751624	0.749751624	unbias	0.20618385	Ovary_mean
TRINITY_DN135058_c4_g17_i2	NA	NA	NA	NA	-1.174161316	1.174161316	unbias	0.492172182	Ovary_mean
TRINITY_DN135058_c4_g6_i1	NA	NA	NA	NA	-1.084029556	1.084029556	unbias	0.357633755	G23_mean
TRINITY_DN135059_c1_g1_i2	NA	NA	NA	NA	-1.109947546	1.109947546	unbias	0.286959478	Ovary_mean
TRINITY_DN135060_c1_g2_i12	NA	NA	NA	NA	-0.467397043	0.467397043	unbias	0.466454054	Brain_mean
TRINITY_DN135060_c1_g3_i1	NA	NA	NA	NA	-0.415590489	0.415590489	unbias	0.706779454	Liver_mean
TRINITY_DN135062_c1_g1_i2	NA	NA	NA	NA	0.503779068	0.503779068	unbias	0.223450501	Ovary_mean
TRINITY_DN135063_c4_g1_i1	NA	NA	NA	NA	-0.346958018	0.346958018	unbias	0.429736669	Ovary_mean
TRINITY_DN135064_c0_g1_i1	NA	NA	NA	NA	-0.46047982	0.46047982	unbias	0.200509586	Brain_mean
TRINITY_DN135065_c0_g1_i7	NA	NA	NA	NA	0.288878844	0.288878844	unbias	0.404616849	G27_mean
TRINITY_DN135066_c3_g1_i4	NA	NA	NA	NA	-0.22582574	0.22582574	unbias	0.491360386	Brain_mean
TRINITY_DN135067_c6_g1_i6	NA	NA	NA	NA	0.285878837	0.285878837	unbias	0.125049241	Brain_mean
TRINITY_DN135067_c7_g2_i5	NA	NA	NA	NA	0.212023543	0.212023543	unbias	0.261631092	Brain_mean
TRINITY_DN135068_c0_g3_i4	mrps6	Chr02	10232067	10232067	0.142512582	0.142512582	unbias	0.330479504	Ovary_mean
TRINITY_DN135069_c0_g1_i1	ube2i	Chr09	22917092	22917092	-0.554147534	0.554147534	unbias	0.588525087	Liver_mean
TRINITY_DN135071_c1_g2_i2	NA	NA	NA	NA	0.366690834	0.366690834	unbias	0.235901317	Testis_mean
TRINITY_DN135072_c3_g6_i1	NA	NA	NA	NA	1.048204887	1.048204887	unbias	0.539268426	Brain_mean
TRINITY_DN135072_c5_g3_i6	NA	NA	NA	NA	0.142735005	0.142735005	unbias	0.462440279	Brain_mean
TRINITY_DN135074_c2_g1_i2	NA	NA	NA	NA	-0.66449396	0.66449396	unbias	0.253081123	G23_mean
TRINITY_DN135074_c3_g2_i4	LOC100127794	Chr03	77201236	77201236	-0.423271615	0.423271615	unbias	0.135557315	G23_mean
TRINITY_DN135074_c4_g1_i3	pcmtd2	Chr10	575954	575954	-0.133711132	0.133711132	unbias	0.198480344	G46_F_mean
TRINITY_DN135075_c0_g2_i2	NA	NA	NA	NA	-0.314195234	0.314195234	unbias	0.523079063	Brain_mean
TRINITY_DN135076_c4_g3_i1	usp32	Chr02	88973066	88973066	1.314402413	1.314402413	unbias	0.653477393	Liver_mean
TRINITY_DN135078_c3_g2_i3	NA	NA	NA	NA	-0.29917386	0.29917386	unbias	0.216106058	Brain_mean
TRINITY_DN135078_c4_g5_i1	NA	NA	NA	NA	-0.316342975	0.316342975	unbias	0.46887374	Brain_mean
TRINITY_DN135078_c4_g6_i2	NA	NA	NA	NA	0.511460095	0.511460095	unbias	0.266663724	Brain_mean
TRINITY_DN135079_c1_g4_i4	NA	NA	NA	NA	0.164571256	0.164571256	unbias	0.287567723	Brain_mean
TRINITY_DN135080_c0_g1_i2	NA	NA	NA	NA	0.304278141	0.304278141	unbias	0.277905717	G27_mean
TRINITY_DN135082_c3_g2_i3	grk1	Chr02	112230797	112230797	-0.434625332	0.434625332	unbias	0.95211888	Brain_mean
TRINITY_DN135082_c3_g3_i1	NA	NA	NA	NA	0.053350991	0.053350991	unbias	0.295750528	Ovary_mean
TRINITY_DN135083_c1_g1_i1	NA	NA	NA	NA	-0.42695731	0.42695731	unbias	0.358824694	G43_M_mean
TRINITY_DN135084_c0_g1_i3	NA	NA	NA	NA	-0.043205909	0.043205909	unbias	0.477279334	Ovary_mean
TRINITY_DN135085_c0_g5_i1	NA	NA	NA	NA	-0.697312849	0.697312849	unbias	0.531672945	Testis_mean
TRINITY_DN135087_c0_g1_i1	NA	NA	NA	NA	-0.329397532	0.329397532	unbias	0.257054256	Brain_mean
TRINITY_DN135089_c3_g1_i1	NA	NA	NA	NA	-1.437686847	1.437686847	unbias	0.543493557	Brain_mean
TRINITY_DN135089_c4_g1_i1	commd10	Chr01	163212991	163212991	0.194166332	0.194166332	unbias	0.448837372	Brain_mean
TRINITY_DN135090_c2_g7_i2	NA	NA	NA	NA	0.482648104	0.482648104	unbias	0.36923958	G46_M_mean
TRINITY_DN135090_c3_g1_i7	NA	NA	NA	NA	0.197652021	0.197652021	unbias	0.156485639	G43_M_mean
TRINITY_DN135092_c0_g1_i1	NA	NA	NA	NA	-0.237591893	0.237591893	unbias	0.537921682	G43_M_mean
TRINITY_DN135095_c6_g3_i3	NA	NA	NA	NA	-0.866081075	0.866081075	unbias	0.244902523	Brain_mean
TRINITY_DN135096_c3_g2_i1	them4-like	scaffold_514	94572	94572	0.724259305	0.724259305	unbias	0.578731828	Testis_mean
TRINITY_DN135097_c0_g3_i1	celf5	Chr01	102178619	102178619	-0.083398458	0.083398458	unbias	0.525074968	Brain_mean
TRINITY_DN135098_c1_g4_i3	NA	NA	NA	NA	-0.465626313	0.465626313	unbias	0.437924535	Testis_mean
TRINITY_DN135099_c3_g1_i1	NA	NA	NA	NA	-0.150194789	0.150194789	unbias	0.143389314	Testis_mean
TRINITY_DN135100_c1_g1_i8	NA	NA	NA	NA	0.203497563	0.203497563	unbias	0.228864554	Ovary_mean
TRINITY_DN135100_c1_g8_i1	cdc40	Chr05	74458972	74458972	-0.153819006	0.153819006	unbias	0.172170818	Testis_mean
TRINITY_DN135100_c2_g2_i4	NA	NA	NA	NA	0.499641503	0.499641503	unbias	0.215006648	G23_mean
TRINITY_DN135100_c2_g4_i1	NA	NA	NA	NA	0.585459649	0.585459649	unbias	0.220439372	G23_mean
TRINITY_DN135102_c0_g1_i1	NA	NA	NA	NA	0.120136673	0.120136673	unbias	0.2740689	G43_F_mean
TRINITY_DN135103_c0_g1_i2	NA	NA	NA	NA	-0.260069907	0.260069907	unbias	0.608594438	Brain_mean
TRINITY_DN135104_c0_g1_i2	NA	NA	NA	NA	0.185126269	0.185126269	unbias	0.351565202	Brain_mean
TRINITY_DN135105_c1_g2_i3	NA	NA	NA	NA	-0.807286655	0.807286655	unbias	0.264862863	Ovary_mean
TRINITY_DN135106_c10_g2_i1	NA	NA	NA	NA	-0.438390737	0.438390737	unbias	0.365867256	Brain_mean
TRINITY_DN135113_c7_g6_i1	ndufs4-like	Chr01	179478784	179478784	-0.694142747	0.694142747	unbias	0.242412735	Brain_mean
TRINITY_DN135116_c3_g2_i1	NA	NA	NA	NA	-0.111319377	0.111319377	unbias	0.20775318	Liver_mean
TRINITY_DN135121_c0_g2_i2	NA	NA	NA	NA	0.682207041	0.682207041	unbias	0.646792711	Ovary_mean
TRINITY_DN135123_c1_g2_i12	aurka	scaffold_113	346610	346610	0.076269688	0.076269688	unbias	0.311203846	Ovary_mean
TRINITY_DN135124_c0_g4_i4	vash1	Chr08	61378966	61378966	-0.349064305	0.349064305	unbias	0.397804799	G46_M_mean
TRINITY_DN135125_c3_g4_i9	NA	NA	NA	NA	-0.347707636	0.347707636	unbias	0.227084947	Testis_mean
TRINITY_DN135126_c4_g1_i1	NA	NA	NA	NA	0.509128876	0.509128876	unbias	0.076168747	Testis_mean
TRINITY_DN135127_c7_g1_i2	egr1	Chr03	38781215	38781215	-0.010694156	0.010694156	unbias	0.337987412	Brain_mean
TRINITY_DN135127_c9_g1_i3	NA	NA	NA	NA	-1.798628365	1.798628365	female	0.422871013	G43_M_mean
TRINITY_DN135127_c9_g2_i1	NA	NA	NA	NA	-0.346415942	0.346415942	unbias	0.348446635	G23_mean
TRINITY_DN135128_c0_g5_i7	NA	NA	NA	NA	0.099057276	0.099057276	unbias	0.408118319	Brain_mean
TRINITY_DN135129_c0_g4_i2	NA	NA	NA	NA	-0.246540165	0.246540165	unbias	0.254105051	G23_mean
TRINITY_DN135129_c1_g2_i6	NA	NA	NA	NA	-0.436103544	0.436103544	unbias	0.374528417	Brain_mean
TRINITY_DN135130_c8_g1_i4	NA	NA	NA	NA	0.260116716	0.260116716	unbias	0.532936405	Ovary_mean
TRINITY_DN135131_c7_g1_i1	NA	NA	NA	NA	-0.604551716	0.604551716	unbias	0.126791587	G43_F_mean
TRINITY_DN135131_c8_g2_i1	slc6a4-like	Chr02	24241145	24241145	-0.002340122	0.002340122	unbias	0.111564646	Testis_mean
TRINITY_DN135134_c0_g1_i3	NA	NA	NA	NA	-0.24838952	0.24838952	unbias	0.536609921	Brain_mean
TRINITY_DN135135_c3_g2_i1	nfe2l1	Chr10	4731799	4731799	-0.143549076	0.143549076	unbias	0.611066814	Ovary_mean
TRINITY_DN135136_c0_g4_i3	NA	NA	NA	NA	0.690650776	0.690650776	unbias	0.437110161	Ovary_mean
TRINITY_DN135137_c1_g1_i5	NA	NA	NA	NA	0.231121901	0.231121901	unbias	0.348304608	Ovary_mean
