gid	gname	chr	start	end	logFC.XY43.XX43	abslogFC.XY43.XX43	bias	tau	tissue
TRINITY_DN136328_c5_g4_i1	exosc10	Chr07	39739331	39739331	0.199042569	0.199042569	unbias	0.673398456	Brain_mean
TRINITY_DN136330_c1_g1_i2	NA	NA	NA	NA	-0.679703703	0.679703703	unbias	0.505848512	Ovary_mean
TRINITY_DN136331_c0_g2_i3	NA	NA	NA	NA	0.327157942	0.327157942	unbias	0.477374782	Liver_mean
TRINITY_DN136331_c0_g3_i1	NA	NA	NA	NA	-0.180483392	0.180483392	unbias	0.445295047	Liver_mean
TRINITY_DN136334_c3_g1_i1	LOC100487782	Chr01	90567902	90567902	0.201168892	0.201168892	unbias	0.644959352	Liver_mean
TRINITY_DN136337_c2_g1_i1	NA	NA	NA	NA	-0.268127915	0.268127915	unbias	0.249708042	G43_F_mean
TRINITY_DN136338_c2_g1_i1	NA	NA	NA	NA	-0.171896377	0.171896377	unbias	0.116113111	G43_M_mean
TRINITY_DN136338_c5_g1_i1	NA	NA	NA	NA	-0.127801634	0.127801634	unbias	0.415367365	Brain_mean
TRINITY_DN136338_c8_g3_i1	NA	NA	NA	NA	-0.239539249	0.239539249	unbias	0.455080551	Brain_mean
TRINITY_DN136339_c3_g3_i1	NA	NA	NA	NA	0.033474128	0.033474128	unbias	0.210586329	G46_M_mean
TRINITY_DN136341_c3_g1_i2	NA	NA	NA	NA	-0.043094663	0.043094663	unbias	0.297327449	Ovary_mean
TRINITY_DN136342_c1_g1_i3	NA	NA	NA	NA	0.155088644	0.155088644	unbias	0.283906781	Brain_mean
TRINITY_DN136343_c2_g1_i1	NA	NA	NA	NA	-0.651912177	0.651912177	unbias	0.353277547	G43_F_mean
TRINITY_DN136344_c2_g1_i1	NA	NA	NA	NA	-0.082132751	0.082132751	unbias	0.452984438	Ovary_mean
TRINITY_DN136346_c0_g2_i3	LOC101733140	Chr04	14965134	14965134	0.377222882	0.377222882	unbias	0.432170729	G43_M_mean
TRINITY_DN136348_c3_g2_i4	NA	NA	NA	NA	0.359588234	0.359588234	unbias	0.518152656	Ovary_mean
TRINITY_DN136349_c3_g1_i2	NA	NA	NA	NA	0.095643781	0.095643781	unbias	0.06159673	Ovary_mean
TRINITY_DN136349_c4_g2_i2	bag4-like	Chr03	121892087	121892087	-0.311307695	0.311307695	unbias	0.258544075	Ovary_mean
TRINITY_DN136350_c0_g1_i6	NA	NA	NA	NA	0.829628404	0.829628404	unbias	0.618354254	Testis_mean
TRINITY_DN136351_c5_g2_i1	Xetrov90030464m	scaffold_786	45098	45098	-1.890454394	1.890454394	unbias	0.64698075	G31_mean
TRINITY_DN136351_c5_g7_i1	slc8a2	Chr08	58782764	58782764	-0.587727988	0.587727988	unbias	0.424711336	Brain_mean
TRINITY_DN136352_c2_g1_i1	NA	NA	NA	NA	-1.822172748	1.822172748	unbias	0.733313017	G46_M_mean
TRINITY_DN136352_c3_g1_i3	NA	NA	NA	NA	-0.84388612	0.84388612	unbias	0.489457373	G31_mean
TRINITY_DN136352_c4_g1_i1	spata5-like	Chr01	56387734	56387734	-0.944473087	0.944473087	unbias	0.68137214	G43_F_mean
TRINITY_DN136352_c5_g1_i2	NA	NA	NA	NA	0.934818322	0.934818322	unbias	0.642893187	G27_mean
TRINITY_DN136352_c5_g2_i6	NA	NA	NA	NA	0.432528615	0.432528615	unbias	0.644395527	G31_mean
TRINITY_DN136352_c5_g4_i1	NA	NA	NA	NA	0.774043504	0.774043504	unbias	0.728511036	G27_mean
TRINITY_DN136352_c5_g5_i4	NA	NA	NA	NA	0.6587516	0.6587516	unbias	0.503385168	G46_M_mean
TRINITY_DN136353_c2_g4_i1	tepp	Chr04	27898344	27898344	0.252066348	0.252066348	unbias	0.788413492	Ovary_mean
TRINITY_DN136354_c1_g1_i3	LOC101731651	scaffold_135	53302	53302	0.931997546	0.931997546	unbias	0.479610701	Brain_mean
TRINITY_DN136355_c2_g1_i2	NA	NA	NA	NA	0.40394143	0.40394143	unbias	0.301504248	G43_M_mean
TRINITY_DN136357_c0_g1_i1	NA	NA	NA	NA	-0.086455401	0.086455401	unbias	0.502562273	G43_M_mean
TRINITY_DN136357_c1_g2_i3	NA	NA	NA	NA	0.371399305	0.371399305	unbias	0.195226116	Brain_mean
TRINITY_DN136357_c1_g5_i1	NA	NA	NA	NA	-1.041475542	1.041475542	unbias	0.368863213	G43_F_mean
TRINITY_DN136358_c4_g2_i4	chpt1	Chr03	39508311	39508311	-0.021533731	0.021533731	unbias	0.32944257	Brain_mean
TRINITY_DN136359_c11_g1_i1	NA	NA	NA	NA	0.943291604	0.943291604	unbias	0.418817903	Brain_mean
TRINITY_DN136359_c11_g6_i1	NA	NA	NA	NA	0.425765811	0.425765811	unbias	0.617902568	Brain_mean
TRINITY_DN136360_c2_g1_i1	NA	NA	NA	NA	-0.12554963	0.12554963	unbias	0.502165839	Brain_mean
TRINITY_DN136364_c7_g4_i1	NA	NA	NA	NA	0.402009933	0.402009933	unbias	0.427950839	Brain_mean
TRINITY_DN136365_c1_g2_i4	NA	NA	NA	NA	-0.756496967	0.756496967	unbias	0.574805412	Liver_mean
TRINITY_DN136365_c1_g4_i1	emc1	scaffold_378	85207	85207	-1.077759127	1.077759127	unbias	0.654067685	Liver_mean
TRINITY_DN136365_c1_g5_i1	NA	NA	NA	NA	0.657067448	0.657067448	unbias	0.65658037	G46_M_mean
TRINITY_DN136367_c4_g1_i2	NA	NA	NA	NA	-0.672824655	0.672824655	unbias	0.353661107	G43_F_mean
TRINITY_DN136367_c5_g1_i2	NA	NA	NA	NA	0.956971753	0.956971753	unbias	0.617520293	Brain_mean
TRINITY_DN136369_c0_g1_i1	commd4	Chr03	85530247	85530247	-0.481309013	0.481309013	unbias	0.392531136	Ovary_mean
TRINITY_DN136370_c4_g3_i1	NA	NA	NA	NA	-0.222680981	0.222680981	unbias	0.580495398	Brain_mean
TRINITY_DN136372_c3_g2_i1	tdgf1.3	Chr01	124302024	124302024	-0.306162434	0.306162434	unbias	0.099405334	Testis_mean
TRINITY_DN136372_c4_g1_i1	NA	NA	NA	NA	-0.116895787	0.116895787	unbias	0.120139149	G23_mean
TRINITY_DN136373_c2_g1_i3	ccng2	Chr01	94888895	94888895	-0.353053258	0.353053258	unbias	0.06769495	G27_mean
TRINITY_DN136373_c3_g1_i3	fbxl12	Chr03	125633549	125633549	0.959690807	0.959690807	unbias	0.20777785	Brain_mean
TRINITY_DN136373_c4_g7_i5	phkg1	Chr02	94190300	94190300	-0.21995821	0.21995821	unbias	0.22752726	G43_M_mean
TRINITY_DN136373_c4_g8_i1	Xetrov90002548m	Chr01	129276645	129276645	-1.180063903	1.180063903	unbias	0.429407605	G43_F_mean
TRINITY_DN136374_c4_g1_i3	NA	NA	NA	NA	0.019403399	0.019403399	unbias	0.192698307	G23_mean
TRINITY_DN136374_c5_g4_i2	NA	NA	NA	NA	0.207126122	0.207126122	unbias	0.341194136	Brain_mean
TRINITY_DN136375_c6_g1_i1	clip3	Chr08	59331849	59331849	-0.074503934	0.074503934	unbias	0.459722179	Brain_mean
TRINITY_DN136377_c0_g1_i5	NA	NA	NA	NA	0.716333166	0.716333166	unbias	0.344580878	Brain_mean
TRINITY_DN136380_c2_g3_i16	NA	NA	NA	NA	0.056604101	0.056604101	unbias	0.385142415	Brain_mean
TRINITY_DN136381_c0_g2_i1	cdkl5-like	Chr02	36799736	36799736	-0.21792778	0.21792778	unbias	0.560449443	Ovary_mean
TRINITY_DN136381_c0_g3_i4	NA	NA	NA	NA	0.61494189	0.61494189	unbias	0.54001263	Ovary_mean
TRINITY_DN136382_c2_g1_i3	yeats4	Chr03	49475863	49475863	0.56427607	0.56427607	unbias	0.689225718	Brain_mean
TRINITY_DN136383_c0_g1_i1	dpy19l4-like	Chr06	115669394	115669394	-0.530000994	0.530000994	unbias	0.701632125	Brain_mean
TRINITY_DN136383_c2_g2_i1	NA	NA	NA	NA	-0.502782285	0.502782285	unbias	0.428816131	Testis_mean
TRINITY_DN136384_c0_g1_i1	NA	NA	NA	NA	-0.00739006	0.00739006	unbias	0.617000106	Brain_mean
TRINITY_DN136384_c2_g2_i1	NA	NA	NA	NA	-0.198777655	0.198777655	unbias	0.563210484	Testis_mean
TRINITY_DN136384_c2_g3_i1	NA	NA	NA	NA	-0.085744209	0.085744209	unbias	0.623510635	Brain_mean
TRINITY_DN136385_c5_g1_i2	NA	NA	NA	NA	0.453786958	0.453786958	unbias	0.498775464	Brain_mean
TRINITY_DN136387_c5_g1_i10	NA	NA	NA	NA	0.190581195	0.190581195	unbias	0.351986715	Testis_mean
TRINITY_DN136387_c7_g1_i1	idua	Chr01	90466017	90466017	0.822816818	0.822816818	unbias	0.482666712	Testis_mean
TRINITY_DN136389_c4_g4_i1	creb1	Chr09	41527183	41527183	0.180217823	0.180217823	unbias	0.603582624	Brain_mean
TRINITY_DN136390_c2_g2_i1	pdp1	Chr06	112778804	112778804	0.13188952	0.13188952	unbias	0.151970566	G23_mean
TRINITY_DN136390_c3_g11_i2	pcif1	Chr10	16388005	16388005	0.315094655	0.315094655	unbias	0.319943704	G43_M_mean
TRINITY_DN136390_c3_g1_i1	NA	NA	NA	NA	-0.688679772	0.688679772	unbias	0.738437624	G43_F_mean
TRINITY_DN136390_c3_g2_i1	NA	NA	NA	NA	-0.156918096	0.156918096	unbias	0.502164296	G43_F_mean
TRINITY_DN136391_c5_g1_i1	LOC100170420	Chr01	103850735	103850735	0.020168734	0.020168734	unbias	0.239375961	G27_mean
TRINITY_DN136394_c9_g1_i1	NA	NA	NA	NA	-0.176147764	0.176147764	unbias	0.210630955	G43_M_mean
TRINITY_DN136398_c3_g2_i4	NA	NA	NA	NA	0.609627475	0.609627475	unbias	0.244362872	Ovary_mean
TRINITY_DN136400_c1_g1_i6	NA	NA	NA	NA	0.124462442	0.124462442	unbias	0.260484856	G46_F_mean
TRINITY_DN136402_c1_g1_i1	NA	NA	NA	NA	-0.181880181	0.181880181	unbias	0.156153415	Ovary_mean
TRINITY_DN136406_c4_g1_i1	NA	NA	NA	NA	-0.662816668	0.662816668	unbias	0.244870339	Liver_mean
TRINITY_DN136406_c5_g1_i4	NA	NA	NA	NA	0.527895845	0.527895845	unbias	0.277436294	G27_mean
TRINITY_DN136406_c5_g2_i1	NA	NA	NA	NA	-0.23342341	0.23342341	unbias	0.23817388	Brain_mean
TRINITY_DN136407_c5_g1_i3	NA	NA	NA	NA	0.75116798	0.75116798	unbias	0.4956858	Liver_mean
TRINITY_DN136410_c0_g1_i4	NA	NA	NA	NA	0.129849794	0.129849794	unbias	0.400248572	G23_mean
TRINITY_DN136412_c0_g6_i2	nfatc3	Chr04	44095675	44095675	0.038640242	0.038640242	unbias	0.311575369	Ovary_mean
TRINITY_DN136412_c0_g7_i1	tceb3	Chr02	86631751	86631751	-0.352795801	0.352795801	unbias	0.319964924	Ovary_mean
TRINITY_DN136412_c0_g8_i1	NA	NA	NA	NA	0.227224873	0.227224873	unbias	0.250186422	Testis_mean
TRINITY_DN136412_c0_g9_i2	NA	NA	NA	NA	-0.05718749	0.05718749	unbias	0.472167289	Ovary_mean
TRINITY_DN136412_c1_g2_i4	NA	NA	NA	NA	0.387243212	0.387243212	unbias	0.109233684	G46_M_mean
TRINITY_DN136416_c9_g5_i1	NA	NA	NA	NA	-0.818445607	0.818445607	unbias	0.40006123	G27_mean
TRINITY_DN136417_c0_g1_i2	NA	NA	NA	NA	0.827414852	0.827414852	unbias	0.369048593	Liver_mean
TRINITY_DN136417_c1_g2_i1	NA	NA	NA	NA	0.426904397	0.426904397	unbias	0.404656576	Liver_mean
TRINITY_DN136418_c2_g1_i1	NA	NA	NA	NA	-0.349655538	0.349655538	unbias	0.392939711	G43_F_mean
TRINITY_DN136418_c2_g3_i1	NA	NA	NA	NA	-0.416522244	0.416522244	unbias	0.596539367	G43_F_mean
TRINITY_DN136419_c2_g3_i3	copg1	Chr04	125199839	125199839	-0.280409073	0.280409073	unbias	0.263913145	G43_F_mean
TRINITY_DN136421_c0_g1_i2	NA	NA	NA	NA	0.222429665	0.222429665	unbias	0.28152365	G27_mean
TRINITY_DN136422_c3_g1_i2	NA	NA	NA	NA	-0.64643124	0.64643124	unbias	0.316574325	G43_F_mean
TRINITY_DN136424_c0_g2_i3	NA	NA	NA	NA	-0.243171595	0.243171595	unbias	0.470579329	G27_mean
TRINITY_DN136425_c0_g4_i2	NA	NA	NA	NA	-0.081393094	0.081393094	unbias	0.381034201	Ovary_mean
TRINITY_DN136425_c0_g6_i1	gpr135	Chr08	82735680	82735680	-0.203774868	0.203774868	unbias	0.383195132	Ovary_mean
TRINITY_DN136426_c1_g2_i4	NA	NA	NA	NA	0.068575454	0.068575454	unbias	0.244714185	G23_mean
TRINITY_DN136426_c2_g2_i1	NA	NA	NA	NA	0.501944579	0.501944579	unbias	0.469388245	Liver_mean
TRINITY_DN136429_c4_g2_i1	NA	NA	NA	NA	-0.03582215	0.03582215	unbias	0.3491833	G27_mean
TRINITY_DN136429_c4_g4_i2	NA	NA	NA	NA	1.043230893	1.043230893	unbias	0.23721862	Ovary_mean
TRINITY_DN136432_c1_g1_i2	ctsg	Chr01	130426359	130426359	0.489233088	0.489233088	unbias	0.677831903	Brain_mean
TRINITY_DN136432_c2_g1_i1	NA	NA	NA	NA	0.387163001	0.387163001	unbias	0.579147232	Brain_mean
TRINITY_DN136432_c2_g2_i3	LOC100485348	scaffold_2534	672	672	0.287586086	0.287586086	unbias	0.459185551	Brain_mean
TRINITY_DN136432_c2_g4_i1	Xetrov90002803m	Chr01	139222545	139222545	0.283775625	0.283775625	unbias	0.576715931	Brain_mean
TRINITY_DN136434_c0_g2_i1	NA	NA	NA	NA	-0.358157989	0.358157989	unbias	0.3038492	G43_F_mean
TRINITY_DN136439_c1_g1_i1	NA	NA	NA	NA	1.296890809	1.296890809	unbias	0.594640649	G27_mean
TRINITY_DN136439_c1_g3_i1	NA	NA	NA	NA	0.376462357	0.376462357	unbias	0.527111254	G27_mean
TRINITY_DN136439_c1_g4_i1	NA	NA	NA	NA	0.234193219	0.234193219	unbias	0.142269344	Brain_mean
TRINITY_DN136441_c0_g5_i2	tdrd7	Chr01	95091536	95091536	-0.083157962	0.083157962	unbias	0.267053736	Ovary_mean
TRINITY_DN136441_c1_g1_i2	NA	NA	NA	NA	0.708763092	0.708763092	unbias	0.65424565	Brain_mean
TRINITY_DN136445_c16_g1_i1	tmed1	Chr03	128049225	128049225	-0.409203197	0.409203197	unbias	0.478378155	Liver_mean
TRINITY_DN136448_c0_g5_i4	tmem52	Chr07	71282633	71282633	0.375481341	0.375481341	unbias	0.664464776	Brain_mean
TRINITY_DN136448_c0_g6_i1	NA	NA	NA	NA	0.354131348	0.354131348	unbias	0.493197619	Brain_mean
TRINITY_DN136451_c4_g3_i1	NA	NA	NA	NA	0.110706021	0.110706021	unbias	0.750315427	Brain_mean
TRINITY_DN136453_c1_g1_i1	NA	NA	NA	NA	1.841304763	1.841304763	unbias	0.532289845	G23_mean
TRINITY_DN136454_c5_g6_i2	znf414	Chr01	83053518	83053518	-0.328819304	0.328819304	unbias	0.278879482	Brain_mean
TRINITY_DN136457_c10_g1_i5	NA	NA	NA	NA	0.481897393	0.481897393	unbias	0.699173121	Brain_mean
TRINITY_DN136457_c2_g1_i1	rptor	Chr10	18906946	18906946	0.841088741	0.841088741	unbias	0.571604306	Brain_mean
TRINITY_DN136458_c4_g1_i5	NA	NA	NA	NA	-0.519081254	0.519081254	unbias	0.42244177	Ovary_mean
TRINITY_DN136458_c4_g3_i1	NA	NA	NA	NA	-0.053924335	0.053924335	unbias	0.517252529	Brain_mean
TRINITY_DN136459_c3_g1_i1	NA	NA	NA	NA	-0.078766453	0.078766453	unbias	0.265807533	G43_M_mean
TRINITY_DN136459_c7_g2_i1	sh3bgrl2	Chr05	79476897	79476897	-0.361349756	0.361349756	unbias	0.133034989	G23_mean
TRINITY_DN136464_c10_g4_i1	NA	NA	NA	NA	0.125744205	0.125744205	unbias	0.438870953	Brain_mean
TRINITY_DN136464_c5_g1_i2	NA	NA	NA	NA	0.458482035	0.458482035	unbias	0.343925887	Brain_mean
TRINITY_DN136466_c8_g1_i2	NA	NA	NA	NA	-0.156246263	0.156246263	unbias	0.407577091	Liver_mean
TRINITY_DN136467_c6_g5_i1	idnk	Chr01	121865844	121865844	-0.013410228	0.013410228	unbias	0.393264948	Brain_mean
TRINITY_DN136468_c2_g2_i2	NA	NA	NA	NA	-0.137279948	0.137279948	unbias	0.649757538	G27_mean
TRINITY_DN136469_c4_g1_i3	NA	NA	NA	NA	0.212356583	0.212356583	unbias	0.27478641	G43_M_mean
TRINITY_DN136470_c8_g8_i1	NA	NA	NA	NA	-0.215786107	0.215786107	unbias	0.284071865	Ovary_mean
TRINITY_DN136472_c0_g3_i1	NA	NA	NA	NA	-0.050812018	0.050812018	unbias	0.543882851	Liver_mean
TRINITY_DN136472_c0_g4_i2	NA	NA	NA	NA	0.288637224	0.288637224	unbias	0.499735746	Liver_mean
TRINITY_DN136477_c5_g1_i4	hrh3	Chr10	1175200	1175200	-0.113363029	0.113363029	unbias	0.414467642	Ovary_mean
TRINITY_DN136479_c2_g1_i1	NA	NA	NA	NA	-0.047027231	0.047027231	unbias	0.516028712	G43_M_mean
TRINITY_DN136479_c9_g6_i2	NA	NA	NA	NA	-0.840303195	0.840303195	unbias	0.511484913	Ovary_mean
TRINITY_DN136480_c0_g2_i1	NA	NA	NA	NA	0.379651234	0.379651234	unbias	0.288874162	Brain_mean
TRINITY_DN136483_c3_g1_i1	NA	NA	NA	NA	-0.718840104	0.718840104	unbias	0.326135261	G31_mean
TRINITY_DN136486_c0_g1_i2	NA	NA	NA	NA	-0.399837844	0.399837844	unbias	0.34729023	Ovary_mean
TRINITY_DN136486_c0_g2_i1	NA	NA	NA	NA	-0.191807532	0.191807532	unbias	0.455485745	Ovary_mean
TRINITY_DN136486_c1_g1_i2	NA	NA	NA	NA	0.042867317	0.042867317	unbias	0.737758385	Brain_mean
TRINITY_DN136486_c2_g1_i8	lin28b	Chr05	77843451	77843451	-0.15496714	0.15496714	unbias	0.612195611	Brain_mean
TRINITY_DN136486_c2_g2_i1	NA	NA	NA	NA	0.179072525	0.179072525	unbias	0.672115585	Brain_mean
TRINITY_DN136488_c1_g26_i1	qars	Chr04	126327937	126327937	-0.490861858	0.490861858	unbias	0.445899955	G23_mean
TRINITY_DN136488_c1_g27_i1	NA	NA	NA	NA	-0.734226762	0.734226762	unbias	0.496685482	G23_mean
TRINITY_DN136488_c1_g32_i1	irf6.2	Chr05	80381766	80381766	-0.322621383	0.322621383	unbias	0.453052603	G23_mean
TRINITY_DN136492_c9_g5_i1	NA	NA	NA	NA	-0.075770759	0.075770759	unbias	0.262940087	Brain_mean
TRINITY_DN136493_c3_g3_i13	Xetrov90006066m	Chr02	122924889	122924889	0.287362709	0.287362709	unbias	0.615583776	Brain_mean
TRINITY_DN136495_c5_g4_i1	NA	NA	NA	NA	-0.312916954	0.312916954	unbias	0.106565417	G43_F_mean
TRINITY_DN136496_c6_g1_i1	NA	NA	NA	NA	-0.369830538	0.369830538	unbias	0.61993501	Ovary_mean
TRINITY_DN136497_c6_g1_i1	NA	NA	NA	NA	0.702738387	0.702738387	unbias	0.534215544	Ovary_mean
TRINITY_DN136498_c4_g1_i4	NA	NA	NA	NA	-0.155465113	0.155465113	unbias	0.342080055	Brain_mean
TRINITY_DN136500_c5_g4_i6	NA	NA	NA	NA	-0.351009467	0.351009467	unbias	0.293826308	Ovary_mean
TRINITY_DN136501_c3_g2_i1	NA	NA	NA	NA	-0.489099938	0.489099938	unbias	0.574095496	Brain_mean
TRINITY_DN136504_c5_g1_i2	kiaa1467	Chr04	104061121	104061121	-0.43172688	0.43172688	unbias	0.147631868	G27_mean
TRINITY_DN136506_c0_g2_i1	NA	NA	NA	NA	0.056080783	0.056080783	unbias	0.539741296	Brain_mean
TRINITY_DN136507_c0_g1_i4	NA	NA	NA	NA	0.112694451	0.112694451	unbias	0.216536986	G31_mean
TRINITY_DN136509_c10_g1_i1	cyp21a2.1	Chr08	54181985	54181985	0.033058213	0.033058213	unbias	0.588740591	Ovary_mean
TRINITY_DN136510_c1_g2_i2	NA	NA	NA	NA	0.301740936	0.301740936	unbias	0.376299007	Brain_mean
TRINITY_DN136510_c2_g1_i1	NA	NA	NA	NA	0.167517397	0.167517397	unbias	0.587808737	Testis_mean
TRINITY_DN136513_c0_g2_i1	NA	NA	NA	NA	-0.455848964	0.455848964	unbias	0.523749941	Ovary_mean
TRINITY_DN136520_c3_g1_i1	NA	NA	NA	NA	-0.518823249	0.518823249	unbias	0.422704027	G43_F_mean
TRINITY_DN136521_c0_g1_i1	NA	NA	NA	NA	0.085359768	0.085359768	unbias	0.327553423	G27_mean
TRINITY_DN136521_c1_g3_i1	NA	NA	NA	NA	0.54936993	0.54936993	unbias	0.722238392	Brain_mean
TRINITY_DN136525_c2_g1_i1	ubl7	Chr03	83237845	83237845	0.780938419	0.780938419	unbias	0.489593773	Ovary_mean
TRINITY_DN136525_c2_g3_i2	NA	NA	NA	NA	-0.051159494	0.051159494	unbias	0.321837011	Brain_mean
TRINITY_DN136525_c2_g5_i1	NA	NA	NA	NA	0.873739576	0.873739576	unbias	0.484083375	Ovary_mean
TRINITY_DN136526_c4_g4_i1	NA	NA	NA	NA	-0.789723306	0.789723306	unbias	0.618908836	Ovary_mean
TRINITY_DN136529_c1_g1_i7	NA	NA	NA	NA	-0.741838468	0.741838468	unbias	0.479250223	Ovary_mean
TRINITY_DN136529_c1_g2_i1	nav1	Chr02	76858874	76858874	-0.576614441	0.576614441	unbias	0.544306103	Ovary_mean
TRINITY_DN136530_c3_g1_i2	NA	NA	NA	NA	0.055184981	0.055184981	unbias	0.582006678	Brain_mean
TRINITY_DN136530_c4_g3_i1	NA	NA	NA	NA	0.25043267	0.25043267	unbias	0.384893263	Brain_mean
TRINITY_DN136531_c4_g14_i2	NA	NA	NA	NA	-0.169064464	0.169064464	unbias	0.348103644	G27_mean
TRINITY_DN136531_c4_g1_i1	NA	NA	NA	NA	-0.146258303	0.146258303	unbias	0.188474628	G46_M_mean
TRINITY_DN136532_c1_g3_i2	NA	NA	NA	NA	-0.076804764	0.076804764	unbias	0.392531085	Brain_mean
TRINITY_DN136532_c2_g2_i2	NA	NA	NA	NA	-0.436804235	0.436804235	unbias	0.630748134	Brain_mean
TRINITY_DN136533_c5_g1_i1	NA	NA	NA	NA	-0.499926	0.499926	unbias	0.347969102	G27_mean
TRINITY_DN136533_c5_g2_i2	NA	NA	NA	NA	-0.337052677	0.337052677	unbias	0.255229135	G27_mean
TRINITY_DN136534_c4_g1_i1	NA	NA	NA	NA	0.166405186	0.166405186	unbias	0.441917894	Ovary_mean
TRINITY_DN136534_c4_g5_i1	smad2	Chr01	192659496	192659496	-0.440697179	0.440697179	unbias	0.344408996	Ovary_mean
TRINITY_DN136537_c1_g1_i1	LOC100487252	Chr05	48451092	48451092	0.346470792	0.346470792	unbias	0.562707181	Brain_mean
TRINITY_DN136538_c0_g1_i1	NA	NA	NA	NA	-0.766440088	0.766440088	unbias	0.458322688	Brain_mean
TRINITY_DN136538_c1_g1_i3	NA	NA	NA	NA	-0.135649642	0.135649642	unbias	0.250635396	G43_M_mean
TRINITY_DN136539_c9_g1_i2	NA	NA	NA	NA	-0.026086898	0.026086898	unbias	0.509275443	Ovary_mean
TRINITY_DN136540_c4_g1_i1	exosc9	Chr01	57467351	57467351	-0.225909706	0.225909706	unbias	0.314688042	G23_mean
TRINITY_DN136540_c6_g1_i3	NA	NA	NA	NA	0.184865106	0.184865106	unbias	0.414348739	G23_mean
TRINITY_DN136541_c2_g1_i1	cdkl2	Chr01	70029629	70029629	0.070491016	0.070491016	unbias	0.547651766	Brain_mean
TRINITY_DN136541_c2_g2_i1	NA	NA	NA	NA	-0.254727617	0.254727617	unbias	0.221473387	Brain_mean
TRINITY_DN136541_c2_g3_i1	NA	NA	NA	NA	-0.138644092	0.138644092	unbias	0.360195255	G23_mean
TRINITY_DN136541_c3_g1_i1	NA	NA	NA	NA	0.055546519	0.055546519	unbias	0.387149043	Ovary_mean
TRINITY_DN136542_c1_g3_i1	NA	NA	NA	NA	-0.278411406	0.278411406	unbias	0.577262003	Liver_mean
TRINITY_DN136544_c2_g1_i3	NA	NA	NA	NA	0.314415589	0.314415589	unbias	0.427247358	Brain_mean
TRINITY_DN136544_c3_g4_i1	NA	NA	NA	NA	-0.384292896	0.384292896	unbias	0.162181877	G23_mean
TRINITY_DN136544_c3_g5_i1	NA	NA	NA	NA	0.148888498	0.148888498	unbias	0.404735797	G46_M_mean
TRINITY_DN136544_c3_g6_i1	NA	NA	NA	NA	-0.504183173	0.504183173	unbias	0.592930996	G46_M_mean
TRINITY_DN136544_c4_g1_i3	LOC100489073	Chr06	85890134	85890134	0.005695601	0.005695601	unbias	0.480127255	G27_mean
TRINITY_DN136549_c11_g1_i2	NA	NA	NA	NA	0.416795088	0.416795088	unbias	0.553986096	Brain_mean
TRINITY_DN136549_c13_g4_i2	NA	NA	NA	NA	-0.218956603	0.218956603	unbias	0.115557355	G23_mean
TRINITY_DN136550_c2_g1_i1	NA	NA	NA	NA	0.138318079	0.138318079	unbias	0.354793467	Brain_mean
TRINITY_DN136550_c2_g4_i1	NA	NA	NA	NA	-0.445699845	0.445699845	unbias	0.317938764	Brain_mean
TRINITY_DN136550_c2_g5_i2	NA	NA	NA	NA	0.339893946	0.339893946	unbias	0.225374173	Ovary_mean
TRINITY_DN136551_c1_g1_i3	NA	NA	NA	NA	0.642482095	0.642482095	unbias	0.544379995	Brain_mean
TRINITY_DN136551_c1_g2_i1	zbtb25	Chr08	80733422	80733422	0.868041455	0.868041455	unbias	0.664307762	Brain_mean
TRINITY_DN136553_c11_g5_i1	LOC100496398-like	Chr08	17621717	17621717	-0.245877824	0.245877824	unbias	0.222938567	G46_M_mean
TRINITY_DN136559_c6_g1_i1	phospho1-like	Chr10	10371564	10371564	0.326124957	0.326124957	unbias	0.155123389	Brain_mean
TRINITY_DN136560_c7_g1_i1	NA	NA	NA	NA	-0.263897996	0.263897996	unbias	0.1976946	Testis_mean
TRINITY_DN136561_c3_g4_i2	gldn	Chr03	92692994	92692994	-0.033423177	0.033423177	unbias	0.499325533	Liver_mean
TRINITY_DN136561_c3_g5_i1	NA	NA	NA	NA	-0.018439165	0.018439165	unbias	0.311496287	G46_M_mean
TRINITY_DN136562_c1_g3_i2	NA	NA	NA	NA	0.651047391	0.651047391	unbias	0.861423658	Brain_mean
TRINITY_DN136562_c2_g1_i1	NA	NA	NA	NA	-0.292300479	0.292300479	unbias	0.633946938	Brain_mean
TRINITY_DN136562_c2_g4_i1	fbxo34	Chr08	84329818	84329818	0.741823653	0.741823653	unbias	0.598906894	Brain_mean
TRINITY_DN136562_c2_g5_i1	NA	NA	NA	NA	0.567820106	0.567820106	unbias	0.677333959	Brain_mean
TRINITY_DN136563_c4_g2_i3	NA	NA	NA	NA	-0.608730392	0.608730392	unbias	0.449239812	Brain_mean
TRINITY_DN136563_c5_g1_i2	NA	NA	NA	NA	-0.207229357	0.207229357	unbias	0.611322806	Brain_mean
TRINITY_DN136563_c6_g1_i3	NA	NA	NA	NA	-0.376545132	0.376545132	unbias	0.50744395	Brain_mean
TRINITY_DN136564_c14_g8_i1	NA	NA	NA	NA	-0.057495553	0.057495553	unbias	0.458304138	Ovary_mean
TRINITY_DN136565_c2_g1_i2	LOC100485797-like	Chr06	134767664	134767664	0.439754849	0.439754849	unbias	0.304953124	Testis_mean
TRINITY_DN136565_c2_g3_i4	larp4	Chr02	140195215	140195215	0.177835633	0.177835633	unbias	0.246230588	G46_M_mean
