gid	gname	chr	start	end	logFC.XY43.XX43
TRINITY_DN133593_c1_g1_i1	hs2st1	Chr04	96449348	96449348	0.385226719
TRINITY_DN133594_c0_g2_i3	NA	NA	NA	NA	0.135817286
TRINITY_DN133594_c1_g2_i3	NA	NA	NA	NA	0.094138516
TRINITY_DN133594_c2_g2_i1	rgs9bp	Chr10	16566157	16566157	0.168762136
TRINITY_DN133595_c5_g1_i1	NA	NA	NA	NA	-0.031107644
TRINITY_DN133595_c5_g3_i2	NA	NA	NA	NA	0.22848937
TRINITY_DN133596_c0_g1_i1	NA	NA	NA	NA	0.132020757
TRINITY_DN133596_c0_g2_i1	NA	NA	NA	NA	1.027528149
TRINITY_DN133597_c0_g2_i1	NA	NA	NA	NA	0.256992914
TRINITY_DN133598_c0_g1_i1	ppp1r3c.2	Chr03	119934945	119934945	-0.040450804
TRINITY_DN133599_c1_g4_i3	scmh1	Chr02	52910601	52910601	0.155627814
TRINITY_DN133600_c0_g1_i1	NA	NA	NA	NA	-0.280524249
TRINITY_DN133600_c0_g2_i1	NA	NA	NA	NA	-0.170930329
TRINITY_DN133600_c2_g1_i2	NA	NA	NA	NA	-0.124884604
TRINITY_DN133600_c3_g1_i4	NA	NA	NA	NA	-0.167993545
TRINITY_DN133602_c7_g1_i1	NA	NA	NA	NA	0.464097341
TRINITY_DN133604_c0_g1_i1	NA	NA	NA	NA	-0.089380153
TRINITY_DN133604_c1_g1_i1	ca5b	Chr04	68234606	68234606	-0.017785543
TRINITY_DN133605_c8_g1_i2	NA	NA	NA	NA	-0.342435067
TRINITY_DN133606_c1_g1_i8	aoah	Chr06	81177629	81177629	0.251727085
TRINITY_DN133607_c5_g1_i1	NA	NA	NA	NA	-0.482054844
TRINITY_DN133609_c0_g1_i1	slc10a3	Chr08	8071956	8071956	0.227489035
TRINITY_DN133610_c2_g1_i3	NA	NA	NA	NA	-0.186620927
TRINITY_DN133611_c0_g1_i1	NA	NA	NA	NA	-0.350842783
TRINITY_DN133611_c1_g3_i4	abcb9	Chr01	152805475	152805475	-0.042857804
TRINITY_DN133612_c1_g1_i1	NA	NA	NA	NA	0.100982086
TRINITY_DN133613_c0_g1_i1	NA	NA	NA	NA	0.051037131
TRINITY_DN133614_c1_g2_i4	NA	NA	NA	NA	0.396129724
TRINITY_DN133614_c2_g1_i2	NA	NA	NA	NA	0.358349325
TRINITY_DN133614_c2_g2_i1	NA	NA	NA	NA	-0.143596833
TRINITY_DN133615_c4_g2_i1	NA	NA	NA	NA	-0.383095805
TRINITY_DN133616_c0_g1_i1	NA	NA	NA	NA	0.613536083
TRINITY_DN133618_c1_g4_i2	utp15	Chr01	166491083	166491083	-0.727881001
TRINITY_DN133618_c1_g8_i1	NA	NA	NA	NA	-0.210152384
TRINITY_DN133619_c5_g1_i1	NA	NA	NA	NA	0.486499526
TRINITY_DN133619_c5_g2_i1	NA	NA	NA	NA	0.596966597
TRINITY_DN133621_c0_g1_i5	Xetrov90014827m	Chr05	121515993	121515993	0.913046022
TRINITY_DN133622_c0_g1_i6	NA	NA	NA	NA	-0.275982317
TRINITY_DN133623_c3_g1_i1	ctsb	scaffold_13	841559	841559	0.094816493
TRINITY_DN133623_c5_g1_i2	NA	NA	NA	NA	0.351323508
TRINITY_DN133624_c1_g2_i2	LOC100496521	Chr10	32502377	32502377	-0.151276438
TRINITY_DN133625_c2_g2_i1	NA	NA	NA	NA	-0.161790737
TRINITY_DN133626_c2_g5_i1	NA	NA	NA	NA	0.511951958
TRINITY_DN133626_c3_g1_i2	NA	NA	NA	NA	0.286121984
TRINITY_DN133627_c2_g4_i1	NA	NA	NA	NA	-0.048415828
TRINITY_DN133627_c3_g2_i9	NA	NA	NA	NA	0.53380661
TRINITY_DN133628_c3_g1_i4	NA	NA	NA	NA	0.199094621
TRINITY_DN133629_c1_g1_i1	NA	NA	NA	NA	-0.078055371
TRINITY_DN133629_c1_g2_i1	NA	NA	NA	NA	-0.309973401
TRINITY_DN133629_c2_g3_i2	cldn12	Chr06	20943002	20943002	0.478230636
TRINITY_DN133630_c0_g1_i2	NA	NA	NA	NA	-0.319709316
TRINITY_DN133631_c0_g1_i4	NA	NA	NA	NA	0.118959151
TRINITY_DN133631_c0_g2_i1	NA	NA	NA	NA	0.377479339
TRINITY_DN133632_c2_g7_i15	NA	NA	NA	NA	-0.055923378
TRINITY_DN133633_c4_g1_i9	NA	NA	NA	NA	-0.349143776
TRINITY_DN133634_c5_g3_i3	LOC100037903	Chr05	48792444	48792444	-0.246656062
TRINITY_DN133635_c0_g2_i9	NA	NA	NA	NA	0.421674688
TRINITY_DN133636_c1_g2_i5	NA	NA	NA	NA	0.208429168
TRINITY_DN133636_c1_g3_i1	NA	NA	NA	NA	0.207892442
TRINITY_DN133638_c8_g1_i1	twf2	Chr04	117798541	117798541	0.293103734
TRINITY_DN133642_c0_g1_i1	NA	NA	NA	NA	0.0934777
TRINITY_DN133643_c0_g1_i3	NA	NA	NA	NA	0.744447334
TRINITY_DN133645_c1_g2_i5	NA	NA	NA	NA	-0.269317563
TRINITY_DN133646_c0_g1_i1	NA	NA	NA	NA	-0.253681252
TRINITY_DN133646_c0_g2_i4	poc1b	Chr03	45574243	45574243	0.764311701
TRINITY_DN133646_c0_g3_i4	msl1	scaffold_39	388806	388806	0.25306131
TRINITY_DN133647_c1_g1_i2	NA	NA	NA	NA	0.259476655
TRINITY_DN133650_c1_g3_i5	NA	NA	NA	NA	-0.097176104
TRINITY_DN133651_c2_g2_i1	tusc2	Chr04	116802640	116802640	0.190534602
TRINITY_DN133651_c2_g3_i2	NA	NA	NA	NA	-0.416163465
TRINITY_DN133651_c2_g4_i1	Xetrov90016436m	Chr06	75975318	75975318	-0.335327855
TRINITY_DN133651_c3_g1_i2	NA	NA	NA	NA	0.623700632
TRINITY_DN133652_c0_g18_i1	NA	NA	NA	NA	0.124806167
TRINITY_DN133652_c0_g3_i1	NA	NA	NA	NA	0.470835668
TRINITY_DN133653_c0_g2_i3	NA	NA	NA	NA	-0.068766337
TRINITY_DN133653_c0_g4_i1	NA	NA	NA	NA	0.443239452
TRINITY_DN133654_c5_g3_i1	NA	NA	NA	NA	-0.321483804
TRINITY_DN133655_c12_g2_i5	kif5c	Chr09	71905221	71905221	0.159421944
TRINITY_DN133655_c14_g1_i2	NA	NA	NA	NA	1.18421856
TRINITY_DN133656_c5_g6_i1	NA	NA	NA	NA	-0.271325717
TRINITY_DN133657_c2_g1_i6	NA	NA	NA	NA	0.817539408
TRINITY_DN133657_c2_g6_i2	NA	NA	NA	NA	0.190197362
TRINITY_DN133657_c2_g7_i1	zfyve27	Chr07	25374245	25374245	0.668143594
TRINITY_DN133657_c3_g1_i1	NA	NA	NA	NA	-0.135876585
TRINITY_DN133658_c3_g1_i1	NA	NA	NA	NA	0.522403386
TRINITY_DN133658_c5_g1_i1	NA	NA	NA	NA	0.697899099
TRINITY_DN133658_c6_g2_i4	NA	NA	NA	NA	-0.530220129
TRINITY_DN133660_c1_g2_i3	NA	NA	NA	NA	0.165630968
TRINITY_DN133661_c0_g1_i6	NA	NA	NA	NA	-0.244381858
TRINITY_DN133662_c0_g4_i19	acsbg2	Chr01	82950824	82950824	0.071486244
TRINITY_DN133663_c0_g1_i1	lipa	Chr07	4536482	4536482	0.148444973
TRINITY_DN133664_c3_g1_i1	NA	NA	NA	NA	-0.648903105
TRINITY_DN133666_c1_g1_i1	NA	NA	NA	NA	-0.015858178
TRINITY_DN133666_c1_g2_i2	NA	NA	NA	NA	-0.015308673
TRINITY_DN133668_c1_g1_i2	rin1	Chr04	37342193	37342193	-0.168433272
TRINITY_DN133668_c2_g1_i1	NA	NA	NA	NA	-0.043228143
TRINITY_DN133669_c1_g2_i6	NA	NA	NA	NA	0.17029597
TRINITY_DN133671_c0_g4_i1	NA	NA	NA	NA	-0.323092593
TRINITY_DN133672_c0_g2_i2	NA	NA	NA	NA	0.056642575
TRINITY_DN133673_c0_g1_i2	NA	NA	NA	NA	0.30106852
TRINITY_DN133674_c2_g1_i3	igdcc3	Chr03	117606209	117606209	0.315365941
TRINITY_DN133674_c2_g2_i1	zc3h10	Chr02	134369885	134369885	-0.581584012
TRINITY_DN133674_c2_g3_i2	NA	NA	NA	NA	0.062755542
TRINITY_DN133675_c5_g1_i2	NA	NA	NA	NA	-0.093212335
TRINITY_DN133675_c6_g2_i1	NA	NA	NA	NA	-0.19818809
TRINITY_DN133677_c1_g1_i1	NA	NA	NA	NA	0.941023574
TRINITY_DN133677_c2_g1_i5	NA	NA	NA	NA	0.143341518
TRINITY_DN133680_c0_g1_i1	NA	NA	NA	NA	-0.313469244
TRINITY_DN133680_c0_g3_i1	NA	NA	NA	NA	0.72988555
TRINITY_DN133680_c1_g1_i1	NA	NA	NA	NA	-0.107263478
TRINITY_DN133680_c1_g3_i1	NA	NA	NA	NA	0.208987309
TRINITY_DN133680_c2_g1_i1	NA	NA	NA	NA	0.125649959
TRINITY_DN133682_c0_g2_i3	clspn	Chr02	56069746	56069746	0.119630335
TRINITY_DN133682_c1_g1_i3	sfrp2	Chr01	45713108	45713108	-0.494155581
TRINITY_DN133683_c0_g1_i1	NA	NA	NA	NA	0.779079998
TRINITY_DN133683_c0_g2_i6	adam17	Chr05	133919760	133919760	-0.051436361
TRINITY_DN133684_c0_g2_i4	lefty	Chr05	4538716	4538716	1.023767764
TRINITY_DN133685_c0_g1_i2	NA	NA	NA	NA	0.230559709
TRINITY_DN133687_c1_g1_i1	NA	NA	NA	NA	-0.062932594
TRINITY_DN133687_c4_g2_i2	NA	NA	NA	NA	0.294418494
TRINITY_DN133687_c4_g5_i4	NA	NA	NA	NA	0.062502631
TRINITY_DN133688_c2_g4_i10	NA	NA	NA	NA	-0.309364829
TRINITY_DN133689_c1_g3_i5	NA	NA	NA	NA	-0.326147676
TRINITY_DN133689_c1_g4_i11	mat2a	Chr03	108673606	108673606	-0.204386842
TRINITY_DN133690_c1_g1_i2	NA	NA	NA	NA	0.695450591
TRINITY_DN133690_c2_g1_i1	NA	NA	NA	NA	0.567755984
TRINITY_DN133690_c3_g2_i2	NA	NA	NA	NA	0.776562938
TRINITY_DN133691_c2_g1_i1	NA	NA	NA	NA	-0.408091868
TRINITY_DN133691_c3_g1_i1	NA	NA	NA	NA	0.454208712
TRINITY_DN133692_c2_g1_i1	NA	NA	NA	NA	-0.195452696
TRINITY_DN133692_c2_g3_i2	NA	NA	NA	NA	-0.796443855
TRINITY_DN133692_c2_g4_i1	NA	NA	NA	NA	-0.476849312
TRINITY_DN133693_c1_g1_i1	NA	NA	NA	NA	0.587365474
TRINITY_DN133694_c3_g1_i1	NA	NA	NA	NA	0.127160138
TRINITY_DN133694_c3_g3_i2	NA	NA	NA	NA	-0.08156244
TRINITY_DN133698_c1_g1_i3	NA	NA	NA	NA	-0.274031404
TRINITY_DN133698_c1_g2_i2	NA	NA	NA	NA	0.667594819
TRINITY_DN133700_c5_g1_i1	NA	NA	NA	NA	-0.08333112
TRINITY_DN133701_c1_g1_i1	NA	NA	NA	NA	0.59153333
TRINITY_DN133702_c0_g6_i4	NA	NA	NA	NA	-0.063062242
TRINITY_DN133703_c1_g3_i1	NA	NA	NA	NA	-0.919332751
TRINITY_DN133703_c1_g4_i3	NA	NA	NA	NA	0.144650271
TRINITY_DN133703_c1_g5_i6	NA	NA	NA	NA	-0.10467851
TRINITY_DN133705_c0_g1_i6	NA	NA	NA	NA	0.176223366
TRINITY_DN133707_c3_g2_i2	NA	NA	NA	NA	-0.273002378
TRINITY_DN133707_c3_g5_i2	NA	NA	NA	NA	-0.000756342
TRINITY_DN133708_c1_g2_i1	NA	NA	NA	NA	0.943467685
TRINITY_DN133709_c7_g5_i1	NA	NA	NA	NA	-0.00794348
TRINITY_DN133710_c3_g1_i1	NA	NA	NA	NA	-0.402620898
TRINITY_DN133710_c3_g2_i4	vezt	Chr03	47324988	47324988	0.402976242
TRINITY_DN133711_c2_g6_i1	NA	NA	NA	NA	0.556129063
TRINITY_DN133711_c3_g1_i3	NA	NA	NA	NA	-0.21748838
TRINITY_DN133712_c0_g7_i4	pacsin1	Chr02	60934185	60934185	0.062927112
TRINITY_DN133713_c0_g2_i2	nrg3	Chr07	42982881	42982881	0.26468853
TRINITY_DN133713_c0_g3_i1	LOC100485992	Chr02	32812457	32812457	0.251138386
TRINITY_DN133714_c0_g2_i2	NA	NA	NA	NA	0.026300525
TRINITY_DN133714_c0_g5_i8	NA	NA	NA	NA	0.426445787
TRINITY_DN133714_c0_g7_i2	mysm1	Chr04	76796649	76796649	0.40741478
TRINITY_DN133715_c2_g2_i3	NA	NA	NA	NA	0.002467275
TRINITY_DN133716_c6_g1_i2	NA	NA	NA	NA	-0.106834848
TRINITY_DN133717_c1_g5_i4	NA	NA	NA	NA	0.10426494
TRINITY_DN133718_c3_g2_i1	NA	NA	NA	NA	0.638119616
TRINITY_DN133718_c5_g2_i1	NA	NA	NA	NA	-0.84681091
TRINITY_DN133719_c0_g1_i3	NA	NA	NA	NA	0.326060593
TRINITY_DN133720_c1_g7_i2	NA	NA	NA	NA	0.818186197
TRINITY_DN133721_c0_g1_i1	mrpl14	scaffold_5560	2308	2308	0.29312142
TRINITY_DN133722_c0_g4_i1	dyrk1a.2	Chr07	114616856	114616856	0.218664042
TRINITY_DN133722_c0_g5_i1	NA	NA	NA	NA	0.859214825
TRINITY_DN133722_c0_g8_i2	NA	NA	NA	NA	-0.026218556
TRINITY_DN133726_c0_g4_i1	NA	NA	NA	NA	0.439877444
TRINITY_DN133730_c1_g3_i2	NA	NA	NA	NA	0.347383973
TRINITY_DN133731_c6_g2_i3	NA	NA	NA	NA	0.791857542
TRINITY_DN133732_c1_g2_i3	traf3ip1	Chr09	55587915	55587915	0.087774181
TRINITY_DN133734_c2_g3_i1	NA	NA	NA	NA	-0.625102463
TRINITY_DN133734_c2_g4_i6	NA	NA	NA	NA	-0.192849499
TRINITY_DN133735_c0_g1_i9	gltscr2	Chr08	58557290	58557290	0.137621402
TRINITY_DN133735_c0_g2_i5	NA	NA	NA	NA	0.315545761
TRINITY_DN133736_c0_g1_i9	NA	NA	NA	NA	-0.366489782
TRINITY_DN133737_c7_g1_i2	pou3f2	Chr05	86011691	86011691	0.410524483
TRINITY_DN133738_c0_g3_i1	slc25a36	Chr05	120036239	120036239	-0.201263818
TRINITY_DN133738_c1_g7_i2	NA	NA	NA	NA	0.514128711
TRINITY_DN133741_c0_g2_i7	NA	NA	NA	NA	0.039007761
TRINITY_DN133742_c0_g1_i3	NA	NA	NA	NA	0.178508934
TRINITY_DN133744_c0_g1_i3	NA	NA	NA	NA	0.669164473
TRINITY_DN133745_c0_g1_i1	NA	NA	NA	NA	0.161397982
TRINITY_DN133745_c0_g2_i1	LOC100487071	Chr07	74007168	74007168	-0.131423622
TRINITY_DN133746_c0_g3_i2	NA	NA	NA	NA	0.104365537
TRINITY_DN133747_c0_g3_i2	c19orf12	Chr04	23317962	23317962	-0.096445381
TRINITY_DN133747_c1_g1_i3	NA	NA	NA	NA	0.286202289
TRINITY_DN133747_c2_g1_i1	NA	NA	NA	NA	-0.129488413
TRINITY_DN133747_c2_g5_i2	NA	NA	NA	NA	-0.011292485
TRINITY_DN133747_c3_g1_i1	Xetrov90012900m	Chr05	54703	54703	-0.237929531
TRINITY_DN133749_c0_g1_i5	NA	NA	NA	NA	0.284195312
TRINITY_DN133749_c0_g2_i1	NA	NA	NA	NA	-0.141879143
TRINITY_DN133749_c1_g2_i2	NA	NA	NA	NA	0.260921422
TRINITY_DN133749_c1_g3_i1	NA	NA	NA	NA	0.774428608
TRINITY_DN133749_c2_g1_i2	NA	NA	NA	NA	0.514066726
TRINITY_DN133750_c2_g2_i4	NA	NA	NA	NA	-0.24924328
TRINITY_DN133751_c3_g3_i1	chmp6	Chr10	18862402	18862402	-0.019644642
TRINITY_DN133751_c3_g6_i4	NA	NA	NA	NA	0.014783854
TRINITY_DN133753_c5_g7_i1	NA	NA	NA	NA	-0.121337178
TRINITY_DN133754_c0_g1_i1	LOC100486838	Chr04	104784787	104784787	-0.013550712
TRINITY_DN133757_c0_g2_i2	NA	NA	NA	NA	0.355692838
TRINITY_DN133758_c1_g6_i4	acy3	Chr02	89816169	89816169	-0.023280385
TRINITY_DN133759_c2_g1_i4	LOC100125030	Chr09	15085895	15085895	1.138268887
TRINITY_DN133761_c3_g1_i6	NA	NA	NA	NA	-0.839534147
TRINITY_DN133762_c0_g1_i3	NA	NA	NA	NA	-0.237974159
TRINITY_DN133763_c2_g2_i1	capn13	Chr05	3180802	3180802	0.748033766
TRINITY_DN133763_c3_g1_i3	cnga4	scaffold_174	316413	316413	0.284208511
TRINITY_DN133764_c1_g1_i1	lmod1-like	Chr02	49143392	49143392	-0.084831464
TRINITY_DN133764_c2_g1_i2	NA	NA	NA	NA	-0.283352791
TRINITY_DN133764_c3_g1_i1	NA	NA	NA	NA	-0.008620164
TRINITY_DN133765_c0_g1_i5	NA	NA	NA	NA	0.172588927
TRINITY_DN133766_c0_g1_i3	NA	NA	NA	NA	-0.279749339
TRINITY_DN133767_c0_g3_i1	NA	NA	NA	NA	-0.116721324
TRINITY_DN133767_c0_g4_i3	NA	NA	NA	NA	0.538146111
TRINITY_DN133769_c10_g3_i1	NA	NA	NA	NA	0.0275695
TRINITY_DN133769_c11_g6_i1	NA	NA	NA	NA	0.019430191
TRINITY_DN133769_c11_g8_i1	NA	NA	NA	NA	-1.664460455
TRINITY_DN133770_c0_g3_i3	NA	NA	NA	NA	0.676219468
TRINITY_DN133771_c0_g1_i1	NA	NA	NA	NA	0.148777459
TRINITY_DN133772_c0_g1_i1	fam181a-like	Chr08	67054407	67054407	-0.066634654
TRINITY_DN133772_c1_g1_i4	NA	NA	NA	NA	-0.131913714
TRINITY_DN133772_c1_g2_i1	slc25a19	Chr10	34246741	34246741	0.468677468
TRINITY_DN133773_c4_g1_i1	NA	NA	NA	NA	-0.378743117
TRINITY_DN133773_c6_g2_i1	NA	NA	NA	NA	0.530581689
TRINITY_DN133776_c1_g1_i3	NA	NA	NA	NA	-0.0924303
TRINITY_DN133777_c0_g2_i2	NA	NA	NA	NA	0.092611852
TRINITY_DN133779_c1_g3_i3	NA	NA	NA	NA	0.184669906
TRINITY_DN133779_c1_g4_i2	NA	NA	NA	NA	0.1311335
TRINITY_DN133780_c4_g1_i1	NA	NA	NA	NA	0.169026281
TRINITY_DN133780_c6_g1_i4	NA	NA	NA	NA	0.577099512
TRINITY_DN133781_c0_g1_i1	NA	NA	NA	NA	-0.575373817
TRINITY_DN133782_c0_g1_i1	NA	NA	NA	NA	0.350183386
TRINITY_DN133783_c0_g2_i1	NA	NA	NA	NA	0.289763959
TRINITY_DN133784_c4_g2_i2	gna11	Chr01	102471306	102471306	-0.098481041
TRINITY_DN133784_c5_g2_i3	dennd4a	Chr03	117409938	117409938	-0.036748255
TRINITY_DN133786_c3_g1_i1	NA	NA	NA	NA	-0.280231644
TRINITY_DN133786_c3_g8_i1	NA	NA	NA	NA	0.644892451
TRINITY_DN133786_c4_g4_i4	NA	NA	NA	NA	0.262736435
TRINITY_DN133787_c2_g3_i2	NA	NA	NA	NA	-0.146870604
TRINITY_DN133788_c2_g2_i2	NA	NA	NA	NA	0.271188104
TRINITY_DN133789_c3_g1_i3	NA	NA	NA	NA	0.276897892
TRINITY_DN133789_c3_g3_i1	LOC100495634	Chr05	137663597	137663597	0.939249615
TRINITY_DN133790_c10_g2_i2	NA	NA	NA	NA	0.282412461
TRINITY_DN133791_c4_g6_i1	NA	NA	NA	NA	0.75554232
TRINITY_DN133791_c4_g7_i1	NA	NA	NA	NA	0.859283661
TRINITY_DN133792_c0_g2_i1	NA	NA	NA	NA	-0.623563096
TRINITY_DN133793_c1_g4_i1	NA	NA	NA	NA	0.121732217
TRINITY_DN133795_c2_g1_i1	NA	NA	NA	NA	0.447930424
TRINITY_DN133795_c4_g5_i1	cacng7	Chr07	108251132	108251132	-0.633017601
TRINITY_DN133796_c0_g1_i1	NA	NA	NA	NA	0.59715297
TRINITY_DN133796_c2_g2_i3	grm3	Chr03	71474382	71474382	-0.09158694
TRINITY_DN133796_c2_g4_i1	NA	NA	NA	NA	-1.334562953
TRINITY_DN133797_c1_g2_i2	NA	NA	NA	NA	0.00953179
TRINITY_DN133797_c1_g3_i3	NA	NA	NA	NA	0.292323279
TRINITY_DN133798_c0_g1_i2	NA	NA	NA	NA	0.364784318
TRINITY_DN133799_c0_g3_i2	ncam2	Chr02	15447151	15447151	-0.197372706
TRINITY_DN133799_c1_g2_i1	armc6	Chr01	102124597	102124597	0.417112712
TRINITY_DN133800_c0_g1_i3	NA	NA	NA	NA	0.308495165
TRINITY_DN133801_c3_g2_i3	NA	NA	NA	NA	-0.026479226
TRINITY_DN133803_c0_g2_i3	vsnl1	Chr05	137595301	137595301	0.263863122
TRINITY_DN133804_c2_g1_i1	NA	NA	NA	NA	-0.157350732
TRINITY_DN133804_c8_g2_i1	NA	NA	NA	NA	-0.346975306
TRINITY_DN133805_c2_g1_i1	NA	NA	NA	NA	0.38736071
TRINITY_DN133806_c6_g1_i1	NA	NA	NA	NA	-0.354503656
TRINITY_DN133808_c0_g1_i2	slc25a37	Chr03	107022815	107022815	-0.866476929
TRINITY_DN133809_c0_g1_i2	NA	NA	NA	NA	0.554331786
TRINITY_DN133809_c1_g10_i4	NA	NA	NA	NA	0.611789999
TRINITY_DN133809_c1_g15_i1	NA	NA	NA	NA	0.123378587
TRINITY_DN133809_c1_g9_i4	NA	NA	NA	NA	0.726179968
TRINITY_DN133810_c1_g3_i11	NA	NA	NA	NA	0.343531863
TRINITY_DN133813_c1_g1_i1	mecp2	Chr08	12296351	12296351	0.431321246
TRINITY_DN133815_c6_g5_i1	NA	NA	NA	NA	-0.179156667
TRINITY_DN133816_c1_g1_i1	NA	NA	NA	NA	-0.084734447
TRINITY_DN133816_c2_g3_i2	NA	NA	NA	NA	-0.642488094
TRINITY_DN133818_c1_g1_i2	musk	Chr01	103510401	103510401	0.324438774
TRINITY_DN133819_c0_g3_i1	cog8	Chr04	62273214	62273214	0.400648423
TRINITY_DN133820_c2_g1_i2	NA	NA	NA	NA	-0.440074325
TRINITY_DN133820_c3_g1_i1	NA	NA	NA	NA	-0.543700402
TRINITY_DN133821_c0_g1_i1	NA	NA	NA	NA	-0.313546678
TRINITY_DN133821_c10_g4_i2	NA	NA	NA	NA	-0.287411963
TRINITY_DN133821_c6_g2_i2	NA	NA	NA	NA	0.522016869
TRINITY_DN133821_c8_g2_i1	NA	NA	NA	NA	-0.10357299
TRINITY_DN133821_c9_g3_i1	rp2	Chr02	111413276	111413276	0.810386501
TRINITY_DN133823_c0_g1_i1	NA	NA	NA	NA	-4.974799251
TRINITY_DN133823_c0_g2_i1	NA	NA	NA	NA	-4.91699593
TRINITY_DN133824_c1_g3_i1	NA	NA	NA	NA	-0.534214958
TRINITY_DN133824_c2_g2_i2	slc44a5	Chr04	70850326	70850326	-0.111228372
TRINITY_DN133826_c11_g1_i2	NA	NA	NA	NA	0.044204644
TRINITY_DN133827_c4_g1_i2	NA	NA	NA	NA	0.59200821
TRINITY_DN133829_c2_g2_i4	LOC100498157	Chr09	9090158	9090158	-0.23454383
TRINITY_DN133831_c1_g2_i1	NA	NA	NA	NA	-0.083608864
TRINITY_DN133831_c1_g5_i1	NA	NA	NA	NA	-0.00171497
TRINITY_DN133832_c0_g10_i1	NA	NA	NA	NA	-0.407872369
TRINITY_DN133832_c0_g5_i5	NA	NA	NA	NA	0.438848904
TRINITY_DN133833_c3_g1_i5	NA	NA	NA	NA	0.420170099
TRINITY_DN133834_c5_g1_i1	NA	NA	NA	NA	-0.161019945
TRINITY_DN133835_c0_g1_i1	NA	NA	NA	NA	-0.503747752
TRINITY_DN133836_c2_g2_i2	NA	NA	NA	NA	-0.152224478
TRINITY_DN133838_c0_g1_i1	LOC100492951-like	Chr04	34782247	34782247	0.588823206
TRINITY_DN133838_c0_g2_i2	NA	NA	NA	NA	0.490509596
TRINITY_DN133838_c0_g3_i1	NA	NA	NA	NA	0.740954297
TRINITY_DN133839_c0_g1_i1	xylb-like	Chr06	6571841	6571841	-0.084133719
TRINITY_DN133839_c1_g2_i4	NA	NA	NA	NA	-0.136575486
TRINITY_DN133840_c0_g2_i1	NA	NA	NA	NA	0.132156794
TRINITY_DN133840_c1_g1_i1	NA	NA	NA	NA	-0.440416308
TRINITY_DN133840_c1_g2_i1	NA	NA	NA	NA	-0.669808444
TRINITY_DN133840_c2_g2_i2	NA	NA	NA	NA	-0.152417707
TRINITY_DN133840_c2_g4_i1	NA	NA	NA	NA	-0.138460253
TRINITY_DN133841_c0_g2_i1	NA	NA	NA	NA	-0.024068298
TRINITY_DN133842_c3_g1_i1	rmi2	Chr09	31546165	31546165	0.603041284
TRINITY_DN133844_c0_g1_i3	NA	NA	NA	NA	0.264096944
TRINITY_DN133848_c1_g2_i1	NA	NA	NA	NA	-0.348684186
TRINITY_DN133848_c9_g2_i5	NA	NA	NA	NA	0.268579434
TRINITY_DN133851_c1_g1_i8	NA	NA	NA	NA	0.119415239
TRINITY_DN133851_c2_g1_i1	NA	NA	NA	NA	-0.042478968
TRINITY_DN133851_c2_g2_i2	NA	NA	NA	NA	-0.052040154
TRINITY_DN133852_c4_g1_i1	NA	NA	NA	NA	-0.474495386
TRINITY_DN133853_c5_g1_i2	NA	NA	NA	NA	0.282154576
TRINITY_DN133853_c6_g4_i1	sytl1	Chr02	52130200	52130200	-1.15393596
TRINITY_DN133854_c2_g1_i1	NA	NA	NA	NA	-0.561672727
TRINITY_DN133854_c3_g1_i2	ints12	Chr01	63084985	63084985	-0.250783528
TRINITY_DN133855_c0_g1_i1	NA	NA	NA	NA	0.164345272
TRINITY_DN133857_c0_g1_i4	NA	NA	NA	NA	0.171445927
TRINITY_DN133859_c1_g1_i1	acp2	Chr04	7415420	7415420	-0.15577537
TRINITY_DN133860_c2_g2_i5	NA	NA	NA	NA	-0.024321268
TRINITY_DN133862_c0_g1_i2	NA	NA	NA	NA	-0.383073489
TRINITY_DN133862_c1_g2_i1	NA	NA	NA	NA	0.01585939
TRINITY_DN133863_c0_g3_i3	NA	NA	NA	NA	0.147819828
TRINITY_DN133864_c7_g2_i2	NA	NA	NA	NA	0.112193428
TRINITY_DN133865_c5_g1_i1	NA	NA	NA	NA	-0.516474761
TRINITY_DN133865_c5_g2_i1	NA	NA	NA	NA	-0.532055432
TRINITY_DN133865_c8_g2_i4	NA	NA	NA	NA	-0.153970021
TRINITY_DN133866_c1_g3_i9	NA	NA	NA	NA	-0.202312673
TRINITY_DN133866_c1_g4_i4	NA	NA	NA	NA	0.517296367
TRINITY_DN133866_c2_g2_i1	fbxl14-like	scaffold_98	57147	57147	-0.302741797
TRINITY_DN133867_c4_g1_i2	kcnq5-like	Chr05	92432085	92432085	-0.110637939
TRINITY_DN133868_c1_g1_i1	myo1e.1	Chr03	89165448	89165448	0.050674136
TRINITY_DN133869_c1_g3_i1	NA	NA	NA	NA	0.175458867
TRINITY_DN133869_c1_g5_i9	NA	NA	NA	NA	-0.290181121
TRINITY_DN133870_c1_g1_i6	NA	NA	NA	NA	-0.043802777
TRINITY_DN133871_c1_g1_i1	lum	Chr03	46064718	46064718	-0.018351764
TRINITY_DN133872_c1_g1_i2	NA	NA	NA	NA	0.504606462
TRINITY_DN133873_c0_g2_i5	syt17	Chr09	26801482	26801482	0.66502042
TRINITY_DN133873_c0_g3_i1	NA	NA	NA	NA	0.892963877
TRINITY_DN133873_c1_g1_i2	nat8l	Chr01	12374500	12374500	0.083470248
TRINITY_DN133874_c8_g2_i1	NA	NA	NA	NA	-0.199168302
TRINITY_DN133876_c0_g1_i2	slc7a14	Chr05	107616897	107616897	0.506780421
