gid	gname	chr	start	end	logFC.XY43.XX43	
TRINITY_DN135986_c0_g1_i1	NA	NA	NA	NA	0.026187458	unbias
TRINITY_DN135986_c0_g2_i1	NA	NA	NA	NA	-0.107935406	unbias
TRINITY_DN135986_c1_g1_i2	NA	NA	NA	NA	-0.118745289	unbias
TRINITY_DN135988_c4_g1_i1	NA	NA	NA	NA	-0.212273785	unbias
TRINITY_DN135989_c1_g1_i4	NA	NA	NA	NA	-0.225107404	unbias
TRINITY_DN135989_c2_g1_i1	LOC100485784-like	Chr03	129195330	129195330	-0.495550107	unbias
TRINITY_DN135989_c2_g3_i1	stx2	Chr01	149277828	149277828	1.013183401	unbias
TRINITY_DN135989_c3_g1_i2	NA	NA	NA	NA	1.019126619	unbias
TRINITY_DN135989_c3_g6_i1	NA	NA	NA	NA	0.200419333	unbias
TRINITY_DN135991_c0_g5_i11	NA	NA	NA	NA	0.069823845	unbias
TRINITY_DN135993_c0_g2_i6	NA	NA	NA	NA	-0.038955158	unbias
TRINITY_DN135994_c1_g1_i5	NA	NA	NA	NA	1.015799332	unbias
TRINITY_DN135996_c0_g1_i6	NA	NA	NA	NA	0.484432546	unbias
TRINITY_DN135997_c0_g1_i1	tor3a	Chr04	89677098	89677098	-0.449582803	unbias
TRINITY_DN135997_c1_g1_i2	mex3b	Chr03	96355019	96355019	0.296972091	unbias
TRINITY_DN135998_c1_g3_i1	NA	NA	NA	NA	-0.151308793	unbias
TRINITY_DN135999_c1_g1_i1	NA	NA	NA	NA	0.253298844	unbias
TRINITY_DN135999_c2_g7_i2	pea15	Chr08	114916010	114916010	-0.368778091	unbias
TRINITY_DN135999_c2_g9_i12	NA	NA	NA	NA	0.009470191	unbias
TRINITY_DN136000_c1_g1_i2	chml	Chr08	41844053	41844053	-0.088792199	unbias
TRINITY_DN136000_c2_g4_i1	NA	NA	NA	NA	0.188245188	unbias
TRINITY_DN136003_c1_g1_i1	NA	NA	NA	NA	0.039952963	unbias
TRINITY_DN136003_c2_g2_i1	NA	NA	NA	NA	0.599853375	unbias
TRINITY_DN136005_c1_g1_i1	NA	NA	NA	NA	0.129289376	unbias
TRINITY_DN136006_c6_g1_i4	NA	NA	NA	NA	-0.37631693	unbias
TRINITY_DN136007_c0_g1_i1	NA	NA	NA	NA	0.635556511	unbias
TRINITY_DN136007_c1_g1_i3	fank1	Chr07	16641039	16641039	0.084727762	unbias
TRINITY_DN136012_c1_g1_i5	NA	NA	NA	NA	0.305533715	unbias
TRINITY_DN136014_c1_g1_i1	reep6	Chr01	80453085	80453085	0.046461558	unbias
TRINITY_DN136015_c0_g1_i7	NA	NA	NA	NA	0.029135689	unbias
TRINITY_DN136015_c0_g2_i1	best4	Chr04	72664083	72664083	-0.001456846	unbias
TRINITY_DN136016_c2_g1_i1	NA	NA	NA	NA	-0.662251008	unbias
TRINITY_DN136018_c3_g2_i1	NA	NA	NA	NA	-0.383419476	unbias
TRINITY_DN136018_c4_g2_i7	NA	NA	NA	NA	-0.202304002	unbias
TRINITY_DN136021_c0_g1_i1	NA	NA	NA	NA	-0.284621454	unbias
TRINITY_DN136021_c1_g2_i1	NA	NA	NA	NA	0.542753621	unbias
TRINITY_DN136021_c1_g3_i1	NA	NA	NA	NA	0.1184864	unbias
TRINITY_DN136023_c4_g1_i1	NA	NA	NA	NA	-0.576082039	unbias
TRINITY_DN136023_c6_g1_i1	NA	NA	NA	NA	-0.466394026	unbias
TRINITY_DN136024_c4_g1_i2	NA	NA	NA	NA	0.39882528	unbias
TRINITY_DN136026_c0_g1_i9	NA	NA	NA	NA	0.609540631	unbias
TRINITY_DN136026_c0_g2_i1	NA	NA	NA	NA	2.408356873	unbias
TRINITY_DN136027_c5_g1_i1	LOC100498160	Chr04	91233051	91233051	0.335433267	unbias
TRINITY_DN136028_c0_g2_i1	NA	NA	NA	NA	0.534681033	unbias
TRINITY_DN136030_c2_g3_i1	cops3	Chr09	9996949	9996949	-0.213812195	unbias
TRINITY_DN136030_c7_g2_i1	NA	NA	NA	NA	-0.243747347	unbias
TRINITY_DN136031_c3_g1_i2	NA	NA	NA	NA	-0.293973536	unbias
TRINITY_DN136031_c5_g1_i4	NA	NA	NA	NA	0.256702303	unbias
TRINITY_DN136031_c6_g1_i4	NA	NA	NA	NA	0.347832393	unbias
TRINITY_DN136034_c0_g1_i4	NA	NA	NA	NA	-1.0216147	unbias
TRINITY_DN136035_c8_g11_i1	NA	NA	NA	NA	0.146937716	unbias
TRINITY_DN136035_c9_g7_i3	NA	NA	NA	NA	-0.527117647	unbias
TRINITY_DN136036_c1_g1_i1	NA	NA	NA	NA	0.287775556	unbias
TRINITY_DN136037_c0_g2_i3	NA	NA	NA	NA	0.129430446	unbias
TRINITY_DN136037_c0_g3_i3	NA	NA	NA	NA	0.362831077	unbias
TRINITY_DN136037_c0_g4_i1	stc1-like	Chr03	106930538	106930538	-0.59030118	unbias
TRINITY_DN136039_c0_g4_i3	NA	NA	NA	NA	0.084418775	unbias
TRINITY_DN136041_c5_g2_i3	NA	NA	NA	NA	-0.064948533	unbias
TRINITY_DN136045_c0_g1_i1	NA	NA	NA	NA	0.808281981	unbias
TRINITY_DN136046_c0_g2_i4	wnt2b	Chr02	73927513	73927513	0.073306962	unbias
TRINITY_DN136048_c3_g1_i1	NA	NA	NA	NA	-0.112589096	unbias
TRINITY_DN136048_c3_g2_i1	NA	NA	NA	NA	-2.770358479	unbias
TRINITY_DN136049_c1_g1_i2	NA	NA	NA	NA	0.158412853	unbias
TRINITY_DN136050_c1_g2_i1	fancl	Chr05	26554559	26554559	0.265121555	unbias
TRINITY_DN136050_c2_g4_i1	NA	NA	NA	NA	-0.07334558	unbias
TRINITY_DN136050_c3_g1_i13	myo1c-like	Chr02	39563371	39563371	0.244918826	unbias
TRINITY_DN136052_c0_g1_i3	NA	NA	NA	NA	0.054637354	unbias
TRINITY_DN136052_c0_g2_i1	map2k4	Chr10	38344912	38344912	-0.266929092	unbias
TRINITY_DN136052_c0_g3_i1	LOC100487259	Chr04	14618583	14618583	-0.253958792	unbias
TRINITY_DN136052_c1_g1_i3	NA	NA	NA	NA	0.570375775	unbias
TRINITY_DN136053_c0_g6_i1	osgep	Chr01	130602379	130602379	-0.019656255	unbias
TRINITY_DN136053_c0_g7_i2	NA	NA	NA	NA	0.969595408	unbias
TRINITY_DN136054_c1_g1_i2	NA	NA	NA	NA	-0.55882968	unbias
TRINITY_DN136055_c0_g1_i2	txndc11	Chr09	31813859	31813859	-1.469495633	unbias
TRINITY_DN136055_c0_g2_i1	NA	NA	NA	NA	-1.103752637	unbias
TRINITY_DN136056_c7_g1_i1	NA	NA	NA	NA	0.393103098	unbias
TRINITY_DN136056_c8_g2_i1	NA	NA	NA	NA	0.613407675	unbias
TRINITY_DN136056_c8_g3_i1	NA	NA	NA	NA	-0.154976498	unbias
TRINITY_DN136057_c0_g1_i1	col9a1	Chr05	91131433	91131433	0.446975865	unbias
TRINITY_DN136057_c4_g2_i1	NA	NA	NA	NA	-0.007380873	unbias
TRINITY_DN136058_c1_g3_i1	NA	NA	NA	NA	-1.448174077	unbias
TRINITY_DN136058_c1_g5_i2	ccdc149-like	Chr01	21049873	21049873	0.097337594	unbias
TRINITY_DN136059_c1_g3_i1	NA	NA	NA	NA	-1.071910047	unbias
TRINITY_DN136059_c1_g4_i1	NA	NA	NA	NA	-0.939712492	unbias
TRINITY_DN136060_c0_g1_i1	NA	NA	NA	NA	0.486915365	unbias
TRINITY_DN136061_c8_g1_i2	LOC100497330-like	Chr02	147305019	147305019	-0.060470857	unbias
TRINITY_DN136062_c3_g2_i1	NA	NA	NA	NA	-0.145161339	unbias
TRINITY_DN136063_c1_g1_i1	NA	NA	NA	NA	0.153177648	unbias
TRINITY_DN136063_c1_g2_i1	NA	NA	NA	NA	0.122112831	unbias
TRINITY_DN136065_c3_g2_i2	NA	NA	NA	NA	0.084679657	unbias
TRINITY_DN136067_c0_g1_i1	NA	NA	NA	NA	0.408707573	unbias
TRINITY_DN136067_c0_g2_i4	NA	NA	NA	NA	0.197385465	unbias
TRINITY_DN136068_c3_g12_i1	NA	NA	NA	NA	-0.251854076	unbias
TRINITY_DN136068_c3_g2_i1	larp6-like.1	Chr01	82566090	82566090	-0.134521089	unbias
TRINITY_DN136068_c3_g6_i1	NA	NA	NA	NA	0.167782519	unbias
TRINITY_DN136069_c4_g3_i1	NA	NA	NA	NA	0.50152851	unbias
TRINITY_DN136069_c4_g5_i1	ptbp3	Chr01	95962064	95962064	-1.012163204	unbias
TRINITY_DN136070_c7_g1_i1	NA	NA	NA	NA	-0.346708976	unbias
TRINITY_DN136070_c9_g1_i1	LOC101732086	Chr07	63913995	63913995	0.084796266	unbias
TRINITY_DN136070_c9_g2_i1	NA	NA	NA	NA	1.154945936	unbias
TRINITY_DN136071_c0_g1_i1	NA	NA	NA	NA	-0.162420528	unbias
TRINITY_DN136071_c1_g1_i5	NA	NA	NA	NA	0.58707461	unbias
TRINITY_DN136073_c1_g1_i3	NA	NA	NA	NA	0.160972442	unbias
TRINITY_DN136075_c3_g2_i3	NA	NA	NA	NA	0.197305701	unbias
TRINITY_DN136077_c9_g5_i3	NA	NA	NA	NA	-0.396665963	unbias
TRINITY_DN136079_c1_g2_i5	NA	NA	NA	NA	0.394769339	unbias
TRINITY_DN136080_c10_g6_i1	NA	NA	NA	NA	0.526819652	unbias
TRINITY_DN136080_c7_g1_i2	NA	NA	NA	NA	-0.703465462	unbias
TRINITY_DN136082_c6_g9_i1	dusp9	Chr08	3428297	3428297	-0.555912236	unbias
TRINITY_DN136084_c3_g3_i1	NA	NA	NA	NA	0.031667635	unbias
TRINITY_DN136085_c1_g2_i1	NA	NA	NA	NA	-0.269452386	unbias
TRINITY_DN136085_c2_g4_i2	NA	NA	NA	NA	-0.247646768	unbias
TRINITY_DN136086_c0_g1_i1	NA	NA	NA	NA	0.467840034	unbias
TRINITY_DN136086_c0_g3_i2	NA	NA	NA	NA	0.33926062	unbias
TRINITY_DN136086_c0_g4_i1	NA	NA	NA	NA	-0.157845537	unbias
TRINITY_DN136087_c3_g4_i2	f2	Chr04	4968822	4968822	0.284845912	unbias
TRINITY_DN136088_c0_g2_i1	rab31	Chr06	89534480	89534480	0.415734779	unbias
TRINITY_DN136088_c0_g3_i1	NA	NA	NA	NA	0.034337426	unbias
TRINITY_DN136088_c0_g4_i1	NA	NA	NA	NA	0.21666594	unbias
TRINITY_DN136089_c6_g1_i1	NA	NA	NA	NA	-0.051299564	unbias
TRINITY_DN136091_c7_g1_i1	NA	NA	NA	NA	-0.343938199	unbias
TRINITY_DN136091_c8_g2_i1	NA	NA	NA	NA	-0.217153119	unbias
TRINITY_DN136091_c9_g1_i1	NA	NA	NA	NA	0.094640137	unbias
TRINITY_DN136093_c0_g1_i6	LOC100488277	scaffold_305	146479	146479	0.055334916	unbias
TRINITY_DN136094_c1_g5_i1	josd1	Chr04	110074531	110074531	0.716887551	unbias
TRINITY_DN136095_c5_g1_i1	NA	NA	NA	NA	0.157597817	unbias
TRINITY_DN136095_c6_g1_i1	NA	NA	NA	NA	-0.063602366	unbias
TRINITY_DN136095_c7_g1_i1	NA	NA	NA	NA	-0.840692112	unbias
TRINITY_DN136096_c0_g1_i1	NA	NA	NA	NA	0.389819058	unbias
TRINITY_DN136096_c1_g2_i1	rsbn1l	Chr03	68752572	68752572	0.226193428	unbias
TRINITY_DN136097_c2_g1_i2	NA	NA	NA	NA	0.081316142	unbias
TRINITY_DN136097_c2_g6_i5	NA	NA	NA	NA	0.467522983	unbias
TRINITY_DN136098_c4_g2_i1	NA	NA	NA	NA	1.074540958	unbias
TRINITY_DN1360_c0_g1_i1	kmt2c	Chr06	7027410	7027410	0.620174474	unbias
TRINITY_DN136100_c0_g1_i2	NA	NA	NA	NA	0.124017264	unbias
TRINITY_DN136100_c1_g3_i1	NA	NA	NA	NA	-0.131570902	unbias
TRINITY_DN136100_c2_g1_i1	NA	NA	NA	NA	0.645697965	unbias
TRINITY_DN136100_c3_g1_i2	NA	NA	NA	NA	-0.017759697	unbias
TRINITY_DN136102_c1_g2_i1	NA	NA	NA	NA	0.393539889	unbias
TRINITY_DN136103_c2_g2_i1	NA	NA	NA	NA	0.028456915	unbias
TRINITY_DN136104_c0_g1_i7	LOC100496745	Chr04	8081563	8081563	-0.044374529	unbias
TRINITY_DN136105_c2_g1_i1	NA	NA	NA	NA	-0.367295905	unbias
TRINITY_DN136107_c0_g1_i2	NA	NA	NA	NA	0.263155078	unbias
TRINITY_DN136108_c0_g1_i1	NA	NA	NA	NA	-0.808728018	unbias
TRINITY_DN136109_c1_g11_i1	atp6v1a	scaffold_85	18929	18929	0.119167235	unbias
TRINITY_DN136109_c1_g14_i1	NA	NA	NA	NA	0.116916919	unbias
TRINITY_DN136109_c1_g16_i1	NA	NA	NA	NA	0.557337754	unbias
TRINITY_DN136109_c1_g4_i1	NA	NA	NA	NA	-0.234661669	unbias
TRINITY_DN136109_c1_g9_i1	NA	NA	NA	NA	0.361318565	unbias
TRINITY_DN136112_c0_g1_i2	NA	NA	NA	NA	0.703659921	unbias
TRINITY_DN136114_c1_g5_i1	NA	NA	NA	NA	-0.375356367	unbias
TRINITY_DN136115_c0_g1_i2	NA	NA	NA	NA	0.296120857	unbias
TRINITY_DN136115_c2_g1_i6	NA	NA	NA	NA	-0.398968581	unbias
TRINITY_DN136115_c2_g3_i2	NA	NA	NA	NA	0.499695724	unbias
TRINITY_DN136116_c2_g2_i3	NA	NA	NA	NA	-0.043157952	unbias
TRINITY_DN136117_c2_g2_i1	znf423	Chr04	46965827	46965827	-0.099549771	unbias
TRINITY_DN136118_c3_g2_i3	gpr12-like	Chr02	152707010	152707010	-0.189412681	unbias
TRINITY_DN136119_c4_g13_i9	NA	NA	NA	NA	0.914609054	unbias
TRINITY_DN136119_c4_g1_i2	smndc1	scaffold_76	36861	36861	0.713926892	unbias
TRINITY_DN136119_c4_g5_i12	npnt-like	Chr01	62944999	62944999	0.423168663	unbias
TRINITY_DN136120_c6_g1_i1	NA	NA	NA	NA	0.102607348	unbias
TRINITY_DN136120_c7_g1_i1	NA	NA	NA	NA	-0.158483977	unbias
TRINITY_DN136122_c7_g6_i1	NA	NA	NA	NA	0.180021003	unbias
TRINITY_DN136123_c0_g1_i1	ube2u	Chr04	78861440	78861440	-0.612835031	unbias
TRINITY_DN136124_c0_g1_i1	NA	NA	NA	NA	0.215089564	unbias
TRINITY_DN136124_c10_g1_i1	LOC100493838-like	Chr02	30395779	30395779	-0.160774039	unbias
TRINITY_DN136124_c7_g2_i1	NA	NA	NA	NA	0.371674715	unbias
TRINITY_DN136124_c9_g1_i1	NA	NA	NA	NA	0.112633248	unbias
TRINITY_DN136125_c3_g1_i1	chst4	Chr08	50452950	50452950	0.120126737	unbias
TRINITY_DN136125_c3_g2_i2	NA	NA	NA	NA	0.177201235	unbias
TRINITY_DN136126_c0_g1_i1	NA	NA	NA	NA	0.289662139	unbias
TRINITY_DN136127_c0_g1_i1	NA	NA	NA	NA	0.291299136	unbias
TRINITY_DN136127_c0_g2_i8	igf2bp3	Chr06	34734211	34734211	0.477031872	unbias
TRINITY_DN136128_c0_g3_i1	NA	NA	NA	NA	1.192978844	unbias
TRINITY_DN136128_c0_g4_i1	NA	NA	NA	NA	-0.4522731	unbias
TRINITY_DN136129_c3_g8_i1	NA	NA	NA	NA	-0.369468259	unbias
TRINITY_DN136131_c2_g3_i1	NA	NA	NA	NA	-0.482177166	unbias
TRINITY_DN136131_c3_g2_i7	NA	NA	NA	NA	-0.554977687	unbias
TRINITY_DN136132_c9_g1_i1	chodl	Chr02	16223230	16223230	-0.638473628	unbias
TRINITY_DN136134_c4_g7_i1	NA	NA	NA	NA	-0.378205045	unbias
TRINITY_DN136135_c1_g2_i1	NA	NA	NA	NA	-0.339388147	unbias
TRINITY_DN136135_c1_g4_i2	NA	NA	NA	NA	0.161153524	unbias
TRINITY_DN136137_c2_g4_i2	NA	NA	NA	NA	0.012048666	unbias
TRINITY_DN136143_c5_g2_i1	abca1	Chr01	107795208	107795208	0.098582173	unbias
TRINITY_DN136143_c5_g5_i5	NA	NA	NA	NA	0.294822962	unbias
TRINITY_DN136143_c7_g2_i1	NA	NA	NA	NA	-0.233394208	unbias
TRINITY_DN136144_c9_g2_i1	hdac5	Chr10	14106312	14106312	-0.198115663	unbias
TRINITY_DN136144_c9_g4_i3	NA	NA	NA	NA	1.013997994	unbias
TRINITY_DN136145_c2_g11_i2	LOC100486705	Chr06	4999391	4999391	0.094891131	unbias
TRINITY_DN136145_c2_g6_i4	LOC100495023	Chr03	5649079	5649079	0.379217368	unbias
TRINITY_DN136146_c6_g3_i1	NA	NA	NA	NA	0.391741164	unbias
TRINITY_DN136147_c0_g1_i5	NA	NA	NA	NA	-0.127622949	unbias
TRINITY_DN136148_c1_g3_i3	NA	NA	NA	NA	-0.577715035	unbias
TRINITY_DN136148_c1_g6_i1	NA	NA	NA	NA	-0.434229588	unbias
TRINITY_DN136148_c2_g13_i1	NA	NA	NA	NA	-0.753064708	unbias
TRINITY_DN136149_c0_g2_i1	NA	NA	NA	NA	-0.587851255	unbias
TRINITY_DN136150_c3_g1_i2	NA	NA	NA	NA	0.417862885	unbias
TRINITY_DN136152_c0_g2_i2	Xetrov90017467m	Chr07	5809242	5809242	0.319144883	unbias
TRINITY_DN136154_c1_g3_i1	NA	NA	NA	NA	0.067893369	unbias
TRINITY_DN136157_c1_g2_i1	NA	NA	NA	NA	0.306883429	unbias
TRINITY_DN136157_c2_g1_i2	prelid1	Chr03	36721668	36721668	0.285587493	unbias
TRINITY_DN136158_c6_g3_i1	NA	NA	NA	NA	0.145363964	unbias
TRINITY_DN136159_c0_g1_i1	fabp7	Chr05	68391417	68391417	0.453197722	unbias
TRINITY_DN136159_c1_g1_i2	NA	NA	NA	NA	0.550042592	unbias
TRINITY_DN136159_c2_g2_i1	NA	NA	NA	NA	-0.050614826	unbias
TRINITY_DN136159_c2_g3_i1	NA	NA	NA	NA	-0.454734303	unbias
TRINITY_DN136162_c10_g4_i1	NA	NA	NA	NA	-0.259385004	unbias
TRINITY_DN136162_c10_g7_i1	NA	NA	NA	NA	-0.994689555	unbias
TRINITY_DN136163_c1_g1_i1	NA	NA	NA	NA	-0.044898559	unbias
TRINITY_DN136163_c1_g2_i1	lrfn3	Chr08	55062161	55062161	0.014656359	unbias
TRINITY_DN136164_c1_g3_i1	NA	NA	NA	NA	0.301760762	unbias
TRINITY_DN136165_c4_g1_i1	NA	NA	NA	NA	-1.229875885	unbias
TRINITY_DN136166_c0_g1_i2	NA	NA	NA	NA	0.537660009	unbias
TRINITY_DN136167_c0_g1_i1	NA	NA	NA	NA	-0.725134838	unbias
TRINITY_DN136169_c1_g1_i2	NA	NA	NA	NA	0.446898787	unbias
TRINITY_DN136170_c8_g10_i10	sulf2	Chr10	28835463	28835463	0.546291414	unbias
TRINITY_DN136170_c8_g9_i1	NA	NA	NA	NA	0.27222121	unbias
TRINITY_DN136172_c0_g1_i1	NA	NA	NA	NA	0.286631975	unbias
TRINITY_DN136172_c0_g2_i1	NA	NA	NA	NA	-0.189644573	unbias
TRINITY_DN136172_c1_g1_i3	NA	NA	NA	NA	0.754009923	unbias
TRINITY_DN136173_c2_g2_i1	NA	NA	NA	NA	-0.816969809	unbias
TRINITY_DN136173_c2_g3_i1	NA	NA	NA	NA	0.01603455	unbias
TRINITY_DN136174_c0_g1_i4	NA	NA	NA	NA	0.309186372	unbias
TRINITY_DN136175_c0_g1_i4	NA	NA	NA	NA	0.305528274	unbias
TRINITY_DN136176_c0_g1_i4	NA	NA	NA	NA	0.795931329	unbias
TRINITY_DN136178_c3_g1_i2	NA	NA	NA	NA	-0.062469556	unbias
TRINITY_DN136179_c0_g4_i5	NA	NA	NA	NA	0.105889236	unbias
TRINITY_DN136180_c0_g1_i2	fam5b	Chr04	88941363	88941363	0.404570109	unbias
TRINITY_DN136180_c1_g4_i4	LOC100145141	Chr04	87312261	87312261	0.060277842	unbias
TRINITY_DN136181_c5_g6_i1	NA	NA	NA	NA	-0.447439572	unbias
TRINITY_DN136182_c0_g2_i3	NA	NA	NA	NA	0.088064227	unbias
TRINITY_DN136183_c1_g3_i6	pcmt1	Chr05	66855371	66855371	0.051146865	unbias
TRINITY_DN136183_c1_g4_i3	LOC100485839	Chr04	129827549	129827549	-0.483984318	unbias
TRINITY_DN136184_c3_g1_i2	NA	NA	NA	NA	0.095226534	unbias
TRINITY_DN136186_c1_g1_i9	NA	NA	NA	NA	-0.02100485	unbias
TRINITY_DN136188_c1_g1_i1	NA	NA	NA	NA	0.346850589	unbias
TRINITY_DN136189_c1_g1_i5	mlph	Chr09	55329506	55329506	-1.102271704	unbias
TRINITY_DN136189_c1_g3_i2	NA	NA	NA	NA	-1.476724837	unbias
TRINITY_DN136190_c9_g1_i4	NA	NA	NA	NA	0.918115867	unbias
TRINITY_DN136190_c9_g5_i1	NA	NA	NA	NA	1.15739792	unbias
TRINITY_DN136192_c0_g1_i7	NA	NA	NA	NA	0.080900121	unbias
TRINITY_DN136194_c0_g2_i1	apoo	Chr02	38797043	38797043	-0.312229193	unbias
TRINITY_DN136194_c0_g3_i1	cdkn1a	Chr02	67900893	67900893	0.354280668	unbias
TRINITY_DN136196_c3_g1_i3	NA	NA	NA	NA	0.210244748	unbias
TRINITY_DN136200_c5_g6_i1	hddc3	Chr08	19667760	19667760	-0.097429177	unbias
TRINITY_DN136200_c5_g8_i1	NA	NA	NA	NA	-0.123548318	unbias
TRINITY_DN136201_c7_g1_i2	LOC733765	Chr04	117484940	117484940	0.06011136	unbias
TRINITY_DN136201_c8_g1_i1	NA	NA	NA	NA	0.170366176	unbias
TRINITY_DN136202_c0_g1_i2	chst14	Chr08	94516753	94516753	-0.753918333	unbias
TRINITY_DN136203_c0_g1_i2	NA	NA	NA	NA	0.12865013	unbias
TRINITY_DN136206_c2_g3_i5	NA	NA	NA	NA	0.473817987	unbias
TRINITY_DN136206_c3_g1_i3	NA	NA	NA	NA	0.010020152	unbias
TRINITY_DN136207_c10_g1_i1	NA	NA	NA	NA	-0.167445264	unbias
TRINITY_DN136207_c10_g2_i1	NA	NA	NA	NA	0.324794987	unbias
TRINITY_DN136207_c10_g5_i2	NA	NA	NA	NA	0.170426388	unbias
TRINITY_DN136208_c0_g1_i3	ccdc132-like	Chr06	23900764	23900764	0.109161373	unbias
TRINITY_DN136212_c0_g1_i2	snta1	Chr10	33414924	33414924	0.277723493	unbias
TRINITY_DN136212_c1_g1_i1	kdelr1	Chr09	19416397	19416397	0.481792227	unbias
TRINITY_DN136212_c1_g2_i6	NA	NA	NA	NA	-0.143304334	unbias
TRINITY_DN136212_c1_g3_i1	ppapdc2	Chr04	109088322	109088322	0.122309699	unbias
TRINITY_DN136212_c1_g6_i1	NA	NA	NA	NA	0.114258005	unbias
TRINITY_DN136212_c1_g7_i1	NA	NA	NA	NA	-0.005241091	unbias
TRINITY_DN136213_c2_g1_i6	tmem50b	Chr02	10542361	10542361	-0.451063091	unbias
TRINITY_DN136213_c2_g2_i1	NA	NA	NA	NA	-0.364427466	unbias
TRINITY_DN136214_c2_g1_i2	snx9	Chr05	41898515	41898515	-0.260598856	unbias
TRINITY_DN136214_c3_g4_i2	NA	NA	NA	NA	0.014591391	unbias
TRINITY_DN136215_c0_g1_i1	omp	scaffold_414	117151	117151	-0.312896416	unbias
TRINITY_DN136216_c2_g1_i1	ptgr2	Chr08	85428706	85428706	-1.040866929	unbias
TRINITY_DN136216_c2_g2_i1	NA	NA	NA	NA	3.22436331	unbias
TRINITY_DN136216_c4_g4_i3	NA	NA	NA	NA	0.074173756	unbias
TRINITY_DN136216_c5_g2_i2	NA	NA	NA	NA	-0.262345635	unbias
TRINITY_DN136216_c6_g1_i1	NA	NA	NA	NA	-0.041962625	unbias
TRINITY_DN136219_c0_g1_i5	LOC100496006	Chr01	130992669	130992669	0.092016971	unbias
TRINITY_DN136220_c5_g10_i1	NA	NA	NA	NA	-0.279835869	unbias
TRINITY_DN136220_c5_g6_i1	NA	NA	NA	NA	-0.711994547	unbias
TRINITY_DN136220_c5_g7_i1	NA	NA	NA	NA	-0.459247439	unbias
TRINITY_DN136221_c4_g1_i1	NA	NA	NA	NA	0.172190288	unbias
TRINITY_DN136222_c2_g1_i1	Xetrov90005644m	Chr02	95068274	95068274	0.015856288	unbias
TRINITY_DN136222_c2_g3_i3	NA	NA	NA	NA	0.906346986	unbias
TRINITY_DN136223_c3_g4_i1	NA	NA	NA	NA	-0.394411079	unbias
TRINITY_DN136227_c3_g1_i1	NA	NA	NA	NA	0.637693896	unbias
TRINITY_DN136228_c0_g2_i1	NA	NA	NA	NA	0.716551586	unbias
TRINITY_DN136228_c3_g1_i1	NA	NA	NA	NA	0.001492894	unbias
TRINITY_DN136228_c5_g1_i1	NA	NA	NA	NA	-0.568548997	unbias
TRINITY_DN136228_c5_g3_i1	NA	NA	NA	NA	-0.294416446	unbias
TRINITY_DN136228_c6_g2_i3	NA	NA	NA	NA	0.032604596	unbias
TRINITY_DN136229_c7_g2_i1	NA	NA	NA	NA	0.377224142	unbias
TRINITY_DN136231_c3_g1_i1	stxbp4	Chr10	17032200	17032200	0.128792581	unbias
TRINITY_DN136232_c0_g1_i1	LOC100496145	Chr05	103544076	103544076	0.198664514	unbias
TRINITY_DN136232_c1_g2_i1	NA	NA	NA	NA	-0.072272126	unbias
TRINITY_DN136232_c2_g1_i2	NA	NA	NA	NA	-0.094110414	unbias
TRINITY_DN136233_c6_g1_i3	nkiras2	Chr10	2283277	2283277	-0.708657345	unbias
TRINITY_DN136233_c7_g1_i1	fam89a-like	Chr05	55443219	55443219	-0.283531851	unbias
TRINITY_DN136233_c9_g1_i1	NA	NA	NA	NA	-0.472391197	unbias
TRINITY_DN136234_c11_g1_i1	gprc5a	Chr04	106090661	106090661	-0.459435352	unbias
TRINITY_DN136236_c0_g2_i6	NA	NA	NA	NA	0.610172994	unbias
TRINITY_DN136237_c11_g3_i4	NA	NA	NA	NA	-0.255502811	unbias
TRINITY_DN136237_c11_g5_i1	NA	NA	NA	NA	1.116649105	unbias
TRINITY_DN136238_c7_g16_i1	NA	NA	NA	NA	0.814345211	unbias
TRINITY_DN136240_c10_g1_i1	abi1	Chr06	16683660	16683660	0.584720521	unbias
TRINITY_DN136241_c3_g1_i3	NA	NA	NA	NA	0.825056857	unbias
TRINITY_DN136242_c3_g2_i6	lmbr1l	Chr02	133257109	133257109	-0.275169985	unbias
TRINITY_DN136242_c5_g1_i2	cenpk	Chr01	175050370	175050370	0.706283483	unbias
TRINITY_DN136246_c2_g1_i1	NA	NA	NA	NA	-0.274722385	unbias
TRINITY_DN136246_c2_g2_i1	rab3gap1	Chr09	79014539	79014539	-0.566633517	unbias
TRINITY_DN136246_c2_g3_i1	NA	NA	NA	NA	-0.45119978	unbias
TRINITY_DN136246_c2_g4_i31	NA	NA	NA	NA	0.13649218	unbias
TRINITY_DN136246_c2_g5_i1	NA	NA	NA	NA	-0.399815332	unbias
TRINITY_DN136246_c2_g6_i1	NA	NA	NA	NA	-0.142182247	unbias
TRINITY_DN136246_c3_g3_i2	LOC100496101	scaffold_7723	725	725	-0.810023021	unbias
TRINITY_DN136247_c3_g2_i9	morn5	Chr08	16207588	16207588	0.15442479	unbias
TRINITY_DN136248_c3_g2_i1	Xetrov90012608m	Chr04	117691328	117691328	-0.105123395	unbias
TRINITY_DN136249_c1_g1_i2	NA	NA	NA	NA	0.164917247	unbias
TRINITY_DN136249_c1_g2_i4	NA	NA	NA	NA	-0.245434698	unbias
TRINITY_DN136252_c11_g2_i1	NA	NA	NA	NA	-1.260468338	unbias
