G23	F-bias	23_F-bias		TRINITY_DN114651_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN124678_c1_g4_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN121063_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN120962_c4_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN136080_c10_g6_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN112910_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN133599_c1_g4_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN135090_c2_g7_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN129264_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134623_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN135249_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124465_c2_g1_i8			
Gonad	M-bias	Go_M-bias		TRINITY_DN135280_c3_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129376_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133857_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN132158_c1_g2_i9			
Gonad	M-bias	Go_M-bias		TRINITY_DN135788_c4_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN133971_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131490_c2_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN110867_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127225_c3_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN131425_c1_g3_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN123520_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN136686_c3_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN117910_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123916_c1_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN124538_c2_g7_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN117892_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN120101_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123296_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN115114_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN119920_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135815_c9_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127487_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN120878_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN129608_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN126968_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133927_c1_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN136024_c4_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN126969_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN122919_c1_g3_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN124619_c2_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135665_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN111618_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN125650_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123639_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN111247_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133322_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129273_c5_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135596_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134146_c2_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN122213_c2_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132954_c5_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN131584_c0_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN133356_c6_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN133052_c1_g4_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN126582_c1_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN134810_c1_g7_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN134800_c12_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123612_c1_g1_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN124063_c2_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN132772_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN125280_c2_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN116599_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132181_c6_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127182_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127870_c2_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN111361_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN121680_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127919_c0_g2_i9			
Gonad	M-bias	Go_M-bias		TRINITY_DN129589_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133651_c2_g4_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132968_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133314_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN114398_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN119634_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN44493_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127993_c2_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127193_c5_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN112160_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122345_c2_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131583_c4_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN123988_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129514_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN121490_c3_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN131503_c1_g3_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN129856_c1_g1_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN130477_c2_g3_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135409_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135997_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN136295_c5_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128156_c1_g2_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN134731_c1_g3_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN132003_c1_g9_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131083_c3_g5_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN131362_c1_g9_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN121924_c0_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130059_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131598_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN114841_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133827_c4_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128412_c3_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN121119_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124041_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN124535_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN117528_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN125942_c2_g3_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN133663_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN120110_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130941_c4_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133119_c1_g3_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN106100_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN114599_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123426_c1_g2_i8			
Gonad	M-bias	Go_M-bias		TRINITY_DN131292_c2_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124896_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127525_c2_g1_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN130976_c0_g2_i8			
Gonad	M-bias	Go_M-bias		TRINITY_DN130816_c5_g1_i9			
Gonad	M-bias	Go_M-bias		TRINITY_DN120580_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN121980_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN113064_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN61744_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133832_c0_g10_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135807_c3_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN133643_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN133157_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122162_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127471_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132601_c0_g7_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN126476_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN114311_c0_g4_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN131182_c0_g1_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN116837_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124281_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN106733_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN136350_c0_g1_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN131265_c3_g7_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN129888_c13_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133528_c1_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN134357_c5_g3_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN131403_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN96186_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122712_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN117073_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN125697_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN120978_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135104_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128434_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127320_c1_g3_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130295_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123491_c0_g2_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN133140_c4_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129335_c5_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131868_c0_g11_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128982_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129680_c1_g2_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN127286_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN117689_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN130790_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN110732_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN132767_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129195_c4_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN119869_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130580_c2_g7_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN127084_c1_g6_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135721_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123342_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130174_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130555_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN129643_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN134524_c3_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN121821_c2_g4_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123392_c3_g4_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN132863_c3_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130966_c6_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130959_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135445_c7_g3_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN124484_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN124020_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN130708_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135079_c1_g4_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN114090_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132098_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN113473_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN126089_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130259_c2_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN112672_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133130_c1_g3_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN133809_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN116806_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132317_c2_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN124916_c1_g3_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN130517_c0_g6_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN124548_c5_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN126831_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN131479_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123549_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130963_c1_g3_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN132415_c1_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN121406_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128887_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131559_c1_g5_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN95737_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN116139_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134071_c2_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124784_c6_g7_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN171004_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN125329_c1_g4_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131611_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122664_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132975_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122227_c2_g5_i35			
Gonad	M-bias	Go_M-bias		TRINITY_DN122487_c2_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133162_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN132380_c4_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN95788_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124355_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN115584_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127054_c2_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN125679_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127087_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN105721_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN111446_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN126694_c2_g4_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN179433_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127386_c0_g1_i14			
Gonad	M-bias	Go_M-bias		TRINITY_DN133702_c0_g6_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN135898_c2_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN125598_c6_g15_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128082_c2_g8_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN126857_c3_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128317_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN112759_c0_g4_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128668_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135484_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN132133_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN115069_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134895_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN123319_c3_g3_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN119972_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130862_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129590_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN104173_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132061_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134258_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123620_c11_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134219_c1_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN128713_c4_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN123534_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN81535_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128838_c2_g8_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN86129_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN110705_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134222_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122168_c1_g1_i9			
Gonad	M-bias	Go_M-bias		TRINITY_DN134748_c9_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN112614_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134152_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127637_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129858_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123998_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN125841_c2_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN133946_c3_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128821_c6_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN44500_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131332_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN132274_c3_g1_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN111231_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135964_c2_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128479_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133719_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN127680_c4_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN131896_c3_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN119965_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN136112_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN125554_c0_g1_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN115289_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN121547_c0_g1_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN123011_c1_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123883_c0_g1_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN117149_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127245_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN133039_c0_g1_i7			
Gonad	M-bias	Go_M-bias		TRINITY_DN121155_c0_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN119189_c1_g1_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN128762_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN109692_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130818_c2_g2_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN126151_c3_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN107761_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133614_c2_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN124415_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN123268_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123063_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN130262_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN136540_c6_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN128441_c2_g2_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN125527_c2_g7_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128783_c5_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN123469_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN113795_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN112434_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN129989_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN135449_c8_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN119304_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135318_c2_g1_i19			
Gonad	M-bias	Go_M-bias		TRINITY_DN123166_c4_g6_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131370_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN126957_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN129744_c0_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127119_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN134988_c7_g3_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN120069_c0_g1_i5			
Gonad	M-bias	Go_M-bias		TRINITY_DN123178_c0_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN102500_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122882_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130307_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN127055_c1_g7_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123814_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130832_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN122384_c0_g3_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN128119_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135489_c0_g4_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN126794_c5_g2_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN133457_c1_g5_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131947_c7_g4_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN122066_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN130682_c0_g1_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN126550_c3_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124268_c4_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN124789_c0_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN113676_c0_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128303_c0_g2_i10			
Gonad	M-bias	Go_M-bias		TRINITY_DN131236_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN134746_c1_g7_i4			
Gonad	M-bias	Go_M-bias		TRINITY_DN125828_c2_g4_i6			
Gonad	M-bias	Go_M-bias		TRINITY_DN111210_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128124_c7_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN119206_c2_g1_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN131514_c1_g2_i3			
Gonad	M-bias	Go_M-bias		TRINITY_DN129535_c6_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN95920_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN120702_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN125761_c2_g6_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN123254_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN132221_c1_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN113610_c0_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN128372_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127713_c2_g2_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131358_c1_g3_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN133604_c1_g1_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN123138_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135234_c3_g3_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN130385_c1_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN121364_c0_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN135347_c3_g1_i2			
Gonad	M-bias	Go_M-bias		TRINITY_DN127208_c2_g8_i1			
Gonad	M-bias	Go_M-bias		TRINITY_DN131881_c0_g1_i6			
