gid	gene name	chr	start	end
TRINITY_DN130980_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN130980_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN130980_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN130962_c1_g3_i2	NA	NA	NA	NA
TRINITY_DN130929_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN130929_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN130929_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN130906_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN130945_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN130945_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN130945_c0_g16_i1	NA	NA	NA	NA
TRINITY_DN130945_c0_g17_i1	NA	NA	NA	NA
TRINITY_DN130945_c0_g21_i1	NA	NA	NA	NA
TRINITY_DN130902_c0_g6_i1	NA	NA	NA	NA
TRINITY_DN130992_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN130914_c0_g1_i5	NA	NA	NA	NA
TRINITY_DN130921_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN130921_c7_g2_i1	NA	NA	NA	NA
TRINITY_DN130961_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN130961_c3_g1_i5	NA	NA	NA	NA
TRINITY_DN130999_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN130933_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN130933_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN130933_c7_g1_i2	NA	NA	NA	NA
TRINITY_DN130933_c7_g5_i6	NA	NA	NA	NA
TRINITY_DN130965_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN130965_c2_g1_i4	NA	NA	NA	NA
TRINITY_DN130955_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN130955_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN130941_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN130941_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN130941_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN130967_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN130942_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN130942_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN130942_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN130900_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN199703_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199751_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199773_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199779_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199797_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199717_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199784_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199718_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199757_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199792_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199763_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199736_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199745_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199793_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199762_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199728_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199774_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199733_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN199790_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113284_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113244_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN113244_c0_g5_i1	NA	NA	NA	NA
TRINITY_DN113292_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN113247_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113268_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113233_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113233_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113216_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113269_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113229_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113274_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113274_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113272_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113272_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113239_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN113239_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113271_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113238_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113238_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN113253_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113222_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113263_c0_g1_i4	NA	NA	NA	NA
TRINITY_DN113249_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN113282_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN113293_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113262_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113262_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113262_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN113259_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN113294_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN113215_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155672_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155614_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155664_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155605_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155653_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155608_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155673_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155619_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155670_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155629_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155613_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155686_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155604_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155656_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155621_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155646_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155675_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155616_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155618_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155687_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155623_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167267_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167212_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167276_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167214_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167214_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN167292_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167205_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167231_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167220_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167270_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167200_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167271_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167249_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167258_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167285_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167277_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN167232_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180820_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180837_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180843_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180871_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180887_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180803_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180882_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180822_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180850_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180895_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180839_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180828_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180815_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180827_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180889_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180821_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180802_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180848_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180892_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180869_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180835_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180877_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180805_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180860_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180856_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN180854_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155428_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155460_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155449_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155406_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155486_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155497_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155407_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155434_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155479_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155433_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155411_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155437_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155413_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155418_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155408_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155480_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN155489_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128820_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN128865_c2_g2_i5	NA	NA	NA	NA
TRINITY_DN128865_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN128894_c0_g4_i2	NA	NA	NA	NA
TRINITY_DN128834_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128839_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN128893_c1_g2_i6	NA	NA	NA	NA
TRINITY_DN128863_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN128863_c0_g3_i2	NA	NA	NA	NA
TRINITY_DN128863_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN128842_c0_g1_i8	NA	NA	NA	NA
TRINITY_DN128842_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128812_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN128812_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN128812_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN128812_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN128882_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN128882_c5_g3_i1	NA	NA	NA	NA
TRINITY_DN128882_c5_g4_i1	NA	NA	NA	NA
TRINITY_DN128852_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128852_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128824_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN128824_c9_g1_i1	NA	NA	NA	NA
TRINITY_DN128846_c0_g1_i5	NA	NA	NA	NA
TRINITY_DN128853_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN128829_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN128829_c4_g4_i2	NA	NA	NA	NA
TRINITY_DN128814_c5_g1_i5	NA	NA	NA	NA
TRINITY_DN128814_c7_g5_i2	NA	NA	NA	NA
TRINITY_DN128814_c7_g11_i1	NA	NA	NA	NA
TRINITY_DN128858_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128861_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN128861_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN128825_c1_g1_i6	NA	NA	NA	NA
TRINITY_DN128803_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN128870_c0_g1_i6	NA	NA	NA	NA
TRINITY_DN128847_c0_g1_i11	NA	NA	NA	NA
TRINITY_DN128889_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128889_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN128821_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN128873_c3_g4_i1	NA	NA	NA	NA
TRINITY_DN128873_c3_g7_i1	NA	NA	NA	NA
TRINITY_DN128808_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128808_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g5_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g6_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g7_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g8_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g10_i1	NA	NA	NA	NA
TRINITY_DN128811_c0_g11_i1	NA	NA	NA	NA
TRINITY_DN128841_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN128866_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128866_c1_g2_i3	NA	NA	NA	NA
TRINITY_DN128866_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN128866_c1_g6_i1	NA	NA	NA	NA
TRINITY_DN128836_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128899_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN128867_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN128874_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN128874_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN128875_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN128891_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g4_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g5_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g6_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g8_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g9_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g10_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g11_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g12_i1	NA	NA	NA	NA
TRINITY_DN128891_c2_g13_i1	NA	NA	NA	NA
TRINITY_DN128891_c3_g1_i7	NA	NA	NA	NA
TRINITY_DN128810_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN128810_c1_g6_i1	NA	NA	NA	NA
TRINITY_DN128810_c1_g5_i4	NA	NA	NA	NA
TRINITY_DN128876_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128844_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128884_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN128884_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN128884_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN128822_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN128817_c0_g2_i8	NA	NA	NA	NA
TRINITY_DN128815_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN128837_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN128837_c4_g2_i2	NA	NA	NA	NA
TRINITY_DN128883_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN128823_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN128823_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN128823_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN128830_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128830_c1_g2_i5	NA	NA	NA	NA
TRINITY_DN128818_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128818_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN128818_c3_g2_i2	NA	NA	NA	NA
TRINITY_DN128818_c3_g4_i1	NA	NA	NA	NA
TRINITY_DN128818_c3_g6_i1	NA	NA	NA	NA
TRINITY_DN128898_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN128896_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128871_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN128892_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN128838_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128838_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN128838_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN128838_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN128838_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN128838_c2_g10_i1	NA	NA	NA	NA
TRINITY_DN128838_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN128859_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN128868_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128868_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128868_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN128879_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN128832_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN128849_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128849_c0_g4_i3	NA	NA	NA	NA
TRINITY_DN128831_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN128831_c2_g3_i5	NA	NA	NA	NA
TRINITY_DN128801_c0_g1_i3	NA	NA	NA	NA
TRINITY_DN128886_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN128886_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN128886_c5_g2_i3	NA	NA	NA	NA
TRINITY_DN128886_c5_g3_i1	NA	NA	NA	NA
TRINITY_DN128804_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN128856_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN128856_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN128809_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN112267_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112267_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112231_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112239_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112239_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112251_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112212_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112243_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112243_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112243_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN112241_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112287_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112245_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112245_c0_g3_i2	NA	NA	NA	NA
TRINITY_DN112245_c0_g5_i1	NA	NA	NA	NA
TRINITY_DN112217_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112291_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112235_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112207_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112207_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112216_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112201_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112263_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN112260_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN112226_c0_g2_i2	NA	NA	NA	NA
TRINITY_DN112236_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112280_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112232_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112232_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN112282_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN112282_c1_g4_i1	NA	NA	NA	NA
TRINITY_DN112277_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN112238_c0_g6_i1	NA	NA	NA	NA
TRINITY_DN112264_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112264_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN112264_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN112278_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN112224_c0_g1_i6	NA	NA	NA	NA
TRINITY_DN112279_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161895_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161808_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161888_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161863_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161843_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161856_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161890_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161861_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161870_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161838_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161858_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161821_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN161810_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187615_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187625_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187647_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187607_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187665_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187639_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187678_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187675_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187613_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187658_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187627_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187664_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN187648_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162210_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162216_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162289_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162236_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162291_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162254_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162259_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162237_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN162224_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106181_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106181_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN106146_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106104_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106180_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106164_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106179_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106174_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN106185_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106196_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106128_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106100_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106183_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106109_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106109_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN106109_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN106178_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106190_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106190_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN106190_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN106117_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN106163_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106163_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN106125_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106155_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN106110_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106123_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN106123_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN106132_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN106124_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN157379_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157311_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157367_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157368_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157330_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157358_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157373_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157377_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157310_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157355_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157327_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157390_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157399_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157393_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157394_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN157309_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165927_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165937_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165991_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165985_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165978_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165936_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165934_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165994_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165994_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN165994_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN165994_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN165988_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165975_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165972_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165941_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165942_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165921_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN165992_c0_g1_i1	NA	NA	NA	NA
