gid	gname	chr	start	end	logCPM	logFC.XYbrain.XXbrain	PV.XYbrain.XXbrain	FDR.XYbrain.XXbrain	stage 
TRINITY_DN128335_c3_g2_i1	mycl	Chr02	86787902	86787902	6.099950568	-1.924300281	3.89963E-10	5.6687E-09	G46
TRINITY_DN128346_c0_g1_i2	LOC101730754	Chr10	34169479	34169479	1.825977762	-1.498534353	0.004686434	0.016235195	G46
TRINITY_DN128348_c7_g1_i1	chordc1	Chr02	164270752	164270752	4.979098149	-1.578957286	2.12236E-08	2.49238E-07	G46
TRINITY_DN128351_c2_g1_i3	igfbp1	Chr06	67730452	67730452	6.330446832	1.065836922	0.001688804	0.007024928	G46
TRINITY_DN128356_c6_g1_i1	36585	scaffold_33	1409464	1409464	2.618840725	-2.496713957	0.00173805	0.007193616	G46
TRINITY_DN128365_c2_g2_i1	abhd4	Chr01	128927750	128927750	4.374912629	1.220315977	0.000554321	0.002730235	G46
TRINITY_DN128374_c0_g17_i2	pbk	Chr05	145204457	145204457	6.700251094	-2.616407118	5.22233E-17	1.47445E-15	G46
TRINITY_DN128382_c1_g1_i5	egfl7	scaffold_148	74019	74019	3.507004622	1.201893231	0.003922354	0.014134928	G46
TRINITY_DN128408_c3_g7_i3	slc39a10	Chr09	46395065	46395065	7.368201275	-2.060153666	2.09996E-15	5.21692E-14	G46
TRINITY_DN128417_c4_g4_i2	scnm1	Chr08	114695436	114695436	3.882390992	-2.845083177	3.68904E-12	6.62487E-11	G46
TRINITY_DN128419_c0_g2_i2	tada1	Chr04	96857867	96857867	5.770680945	-1.537186996	1.07887E-09	1.5072E-08	G46
TRINITY_DN128422_c6_g7_i4	slc7a7	Chr01	128252906	128252906	4.440656603	1.116833001	0.004709049	0.016293096	G46
TRINITY_DN128424_c0_g2_i1	tdgf1.1	Chr01	124436144	124436144	1.797836814	-9.717730852	5.32317E-13	1.0604E-11	G46
TRINITY_DN128425_c0_g1_i1	cse1l	Chr10	29826243	29826243	6.978746002	-1.265951384	6.16915E-06	4.93762E-05	G46
TRINITY_DN128427_c0_g2_i2	dusp5	scaffold_401	102144	102144	5.728845287	-2.003486513	1.3573E-12	2.57051E-11	G46
TRINITY_DN128429_c0_g1_i1	snx18	Chr01	179119289	179119289	4.078360136	-1.04215582	0.007112712	0.022670512	G46
TRINITY_DN128445_c0_g1_i1	siglec15	Chr01	193182992	193182992	2.295529287	-1.858490702	0.008616191	0.026435928	G46
TRINITY_DN128450_c0_g1_i7	ano8-like	Chr01	101240545	101240545	2.930748511	-1.091662495	0.011519547	0.033319647	G46
TRINITY_DN128459_c0_g4_i1	Xetrov90003661m	Chr01	184914620	184914620	0.100560407	2.186594024	0.011243816	0.032636193	G46
TRINITY_DN128462_c1_g2_i4	LOC100498609	Chr07	116324568	116324568	4.626841313	-1.96048893	0.000239346	0.001323727	G46
TRINITY_DN128466_c0_g1_i1	bach1	Chr02	12416636	12416636	2.636573313	-2.498669222	7.36016E-08	7.94115E-07	G46
TRINITY_DN128483_c5_g2_i2	ltv1	Chr05	67330898	67330898	6.690196692	-1.187034843	3.09804E-06	2.63236E-05	G46
TRINITY_DN128505_c1_g1_i4	prdx2	scaffold_185	164402	164402	7.661743843	-1.818856624	2.59037E-11	4.26065E-10	G46
TRINITY_DN128513_c1_g2_i6	etnppl	Chr01	57862643	57862643	7.682244929	1.365207202	5.32748E-05	0.000346689	G46
TRINITY_DN128527_c0_g1_i3	recql	scaffold_2665	1152	1152	4.679489658	-1.623997009	1.09118E-05	8.28361E-05	G46
TRINITY_DN128544_c0_g2_i1	mios	scaffold_73	1451290	1451290	6.179836916	-1.845139018	2.28238E-09	3.07278E-08	G46
TRINITY_DN128547_c6_g2_i3	krt17	Chr10	1815204	1815204	9.587032131	1.092520932	0.010020066	0.029808034	G46
TRINITY_DN128560_c0_g1_i1	LOC101731768	Chr03	78159009	78159009	5.734028882	-1.943746024	3.53507E-13	7.14788E-12	G46
TRINITY_DN128575_c1_g3_i1	MGC89174	Chr04	97675890	97675890	3.723123163	1.396321534	0.003504221	0.012856379	G46
TRINITY_DN128579_c0_g1_i4	LOC100495369	Chr08	44143618	44143618	4.726500254	-1.184918265	8.16746E-05	0.000509318	G46
TRINITY_DN128587_c0_g1_i3	pdk4	scaffold_73	349617	349617	4.570248427	2.115490687	1.087E-06	9.80943E-06	G46
TRINITY_DN128589_c4_g2_i2	LOC100036665	Chr03	129774814	129774814	5.980285439	-7.409544737	9.58857E-63	1.30562E-60	G46
TRINITY_DN128595_c0_g6_i1	cdt1	Chr04	60886810	60886810	8.200244355	-5.4192884	1.3934E-56	1.68413E-54	G46
TRINITY_DN128620_c0_g1_i1	Xetrov90010898m	Chr04	34354285	34354285	1.125503535	1.857742099	0.006787149	0.021792846	G46
TRINITY_DN128626_c1_g1_i3	rpa1	Chr02	28428042	28428042	7.403492213	-1.00655698	0.00014164	0.000833035	G46
TRINITY_DN128627_c3_g3_i1	uprt-like	Chr08	26339534	26339534	5.111977513	-1.482590555	1.81736E-06	1.59457E-05	G46
TRINITY_DN128634_c0_g1_i1	nipsnap1	Chr01	132381492	132381492	5.907463243	-1.36427278	5.45634E-08	6.00142E-07	G46
TRINITY_DN128638_c0_g1_i2	zpax	Chr05	137914324	137914324	9.059709579	-9.009423883	4.50868E-50	4.66345E-48	G46
TRINITY_DN128639_c1_g2_i3	fbxo30	Chr05	52158037	52158037	5.763597258	-1.616161014	1.68056E-09	2.29414E-08	G46
TRINITY_DN128639_c3_g3_i1	sult1b1	scaffold_783	53568	53568	5.766355746	1.742896841	3.04117E-05	0.000209436	G46
TRINITY_DN128652_c2_g1_i3	wdr45b	scaffold_370	55144	55144	5.98969045	-1.117061808	0.00322205	0.012001244	G46
TRINITY_DN128660_c0_g1_i3	dao	Chr01	138056255	138056255	7.385227589	1.60431479	5.26881E-05	0.000343494	G46
TRINITY_DN128683_c0_g1_i2	atp12a-like.1	Chr05	19690899	19690899	6.685451466	4.838682556	0.001268303	0.005523187	G46
TRINITY_DN128686_c3_g1_i1	magoh	Chr04	87017059	87017059	6.367262798	-1.202859162	6.28868E-07	5.90806E-06	G46
TRINITY_DN128690_c1_g3_i2	mybbp1a	Chr02	97182868	97182868	7.585195632	-1.995552737	1.07357E-14	2.5381E-13	G46
TRINITY_DN128701_c3_g1_i1	ndrg2	Chr01	131181710	131181710	10.51190582	1.000089695	0.014934328	0.040763401	G46
TRINITY_DN128711_c0_g1_i4	tbc1d24.1	Chr09	15993247	15993247	5.905384038	-2.217613651	1.65607E-17	4.92109E-16	G46
TRINITY_DN128731_c4_g1_i1	esf1	Chr05	33325858	33325858	6.381725496	-1.227213784	4.51855E-07	4.35928E-06	G46
TRINITY_DN128731_c5_g7_i1	adal	Chr03	88227924	88227924	4.819613136	1.091613113	0.000789211	0.003699149	G46
TRINITY_DN128751_c0_g2_i1	alyref	Chr10	19931870	19931870	7.078634348	-1.181606271	4.95217E-05	0.000325019	G46
TRINITY_DN128755_c0_g2_i5	slc35a5	Chr02	68738774	68738774	5.075563275	-1.408629145	4.04771E-07	3.92972E-06	G46
TRINITY_DN128781_c0_g4_i2	rragd	Chr05	83034450	83034450	5.303055773	1.196398437	0.000182387	0.001043581	G46
TRINITY_DN128783_c5_g1_i3	LOC733778	Chr04	113477703	113477703	8.547701363	1.193450561	0.00016008	0.000929792	G46
TRINITY_DN128790_c6_g6_i5	wtap	Chr05	54316099	54316099	6.430936938	-1.046002672	3.12886E-05	0.000214924	G46
TRINITY_DN128804_c0_g1_i2	ppm1h	Chr03	42487006	42487006	2.592694068	-2.177412036	3.50874E-07	3.45005E-06	G46
TRINITY_DN128807_c0_g1_i1	ccdc148-like	Chr09	68667585	68667585	2.90548069	-1.798689612	1.74679E-05	0.000126363	G46
TRINITY_DN128813_c2_g3_i1	LOC101730736	Chr10	14919585	14919585	7.990228343	1.324077562	6.91882E-06	5.48054E-05	G46
TRINITY_DN128838_c0_g1_i1	slc25a43	Chr08	38440495	38440495	1.486808741	-1.416254046	0.006581112	0.021342483	G46
TRINITY_DN128845_c0_g1_i1	inpp5e-like	Chr02	81879378	81879378	5.178738684	-1.797192263	3.05618E-07	3.02163E-06	G46
TRINITY_DN128854_c0_g1_i2	ptger4	Chr01	183158052	183158052	4.198040317	1.259791147	0.00042042	0.002155602	G46
TRINITY_DN128858_c0_g1_i1	cdc40	Chr05	74458972	74458972	6.206362389	-1.454718026	4.77962E-09	6.17962E-08	G46
TRINITY_DN128881_c4_g2_i1	dazl	Chr01	177485028	177485028	4.76358495	-2.998555563	7.07643E-19	2.29973E-17	G46
TRINITY_DN128885_c0_g1_i1	LOC100490929-like.2	Chr03	121486111	121486111	2.307873212	1.374071815	0.002848539	0.010842794	G46
TRINITY_DN128887_c0_g1_i1	flt4	Chr03	9835265	9835265	2.909035194	1.173269275	0.010664524	0.031325019	G46
TRINITY_DN128891_c1_g1_i1	LOC100145141	Chr04	87312261	87312261	3.716384748	-1.04588974	0.00223179	0.008849012	G46
TRINITY_DN128898_c3_g5_i2	klf15.2	Chr02	65032340	65032340	3.141845359	-1.448952221	0.001170811	0.005146879	G46
TRINITY_DN128899_c4_g1_i2	LOC101734185	scaffold_69	804040	804040	5.270712699	-1.855780425	3.16783E-10	4.64256E-09	G46
TRINITY_DN128905_c8_g2_i1	thumpd1	Chr09	28489263	28489263	3.230911845	-1.346339036	0.00268451	0.010316998	G46
TRINITY_DN128911_c0_g1_i2	gfra1	Chr07	541836	541836	6.763049871	1.230379988	5.87981E-05	0.000378409	G46
TRINITY_DN128913_c0_g2_i1	xpo6	Chr09	15170055	15170055	6.749900192	-1.987799578	3.09561E-11	5.05303E-10	G46
TRINITY_DN128945_c0_g4_i1	LOC779553-like	Chr09	10465105	10465105	1.970734911	-1.176546597	0.012780733	0.036008996	G46
TRINITY_DN128951_c3_g3_i6	LOC733842	scaffold_208	322583	322583	6.759633912	-1.39458247	1.78677E-06	1.569E-05	G46
TRINITY_DN128951_c3_g4_i7	znf250	scaffold_208	306580	306580	4.462199321	-1.080469153	0.008120023	0.025288677	G46
TRINITY_DN128955_c5_g1_i1	rbpms	Chr01	90124737	90124737	4.588630401	1.40887157	1.35229E-05	9.99769E-05	G46
TRINITY_DN128960_c2_g2_i7	slc6a15-like	Chr03	44108412	44108412	4.694606712	-1.367873275	0.00190127	0.007761654	G46
TRINITY_DN128965_c5_g2_i1	bard1	Chr09	53270740	53270740	4.697316302	-2.660262012	1.1263E-16	3.11456E-15	G46
TRINITY_DN128972_c3_g1_i2	mpp6	Chr06	34140440	34140440	3.977174266	-1.795748196	1.02922E-06	9.33501E-06	G46
TRINITY_DN128980_c0_g1_i1	gtpbp1	Chr04	110045658	110045658	4.577848482	1.141089873	0.005772646	0.019183302	G46
TRINITY_DN128981_c1_g4_i1	LOC101731262	Chr03	6166722	6166722	3.949147776	-2.786342304	1.97256E-13	4.10422E-12	G46
TRINITY_DN128983_c1_g1_i5	pkmyt1	Chr09	7140134	7140134	5.917075622	-2.34677276	9.00379E-16	2.35654E-14	G46
TRINITY_DN128991_c5_g5_i3	tbl3	Chr09	11124965	11124965	6.092026336	-1.271591921	1.1893E-05	8.90282E-05	G46
TRINITY_DN128994_c2_g4_i1	exoc6b-like	Chr01	8355256	8355256	4.863112931	-1.513113148	7.04975E-07	6.57712E-06	G46
TRINITY_DN128999_c1_g2_i3	mettl16	Chr02	43412457	43412457	4.536845569	-1.222346883	9.1091E-05	0.000562495	G46
TRINITY_DN129001_c0_g2_i2	mfsd1-like	Chr05	103861131	103861131	2.555569645	-1.426228922	0.001199626	0.005252085	G46
TRINITY_DN129004_c0_g3_i2	gch1	Chr08	74519377	74519377	4.940958605	1.334047348	6.90679E-05	0.000436524	G46
TRINITY_DN129005_c2_g2_i2	usp3	Chr03	81805358	81805358	5.087071336	-2.62218749	1.60698E-18	5.12945E-17	G46
TRINITY_DN129009_c1_g1_i3	rps19bp1	Chr04	110695928	110695928	5.688576278	-3.624376138	5.19971E-39	4.33591E-37	G46
TRINITY_DN129009_c2_g3_i1	LOC100486585	Chr01	8181594	8181594	2.408209235	1.102066889	0.017729509	0.046859048	G46
TRINITY_DN129016_c3_g1_i2	LOC100145748	Chr07	106345024	106345024	6.185073983	-1.518237357	3.3606E-09	4.41539E-08	G46
TRINITY_DN129017_c1_g1_i1	Xetrov90020984m	Chr08	57553355	57553355	6.495303587	1.694625941	1.44239E-09	1.98158E-08	G46
TRINITY_DN129027_c1_g2_i4	ptpn12	Chr03	68678015	68678015	6.608478751	-1.028545708	3.15072E-05	0.000215636	G46
TRINITY_DN129034_c7_g7_i3	LOC100495163	Chr02	44152639	44152639	4.244979465	1.188422267	0.000584945	0.002858815	G46
TRINITY_DN129036_c2_g1_i4	Xetrov90029208m	scaffold_50	792029	792029	1.628094428	1.538712871	0.010992769	0.032063237	G46
TRINITY_DN129036_c2_g2_i4	lsm14b	Chr10	1126573	1126573	8.376182451	-1.345084096	5.10133E-06	4.1635E-05	G46
TRINITY_DN129053_c2_g2_i1	cst7	Chr05	49502668	49502668	2.38284864	-3.394930274	9.90378E-05	0.000604968	G46
TRINITY_DN129058_c1_g1_i1	riok2	Chr01	173291748	173291748	6.518008157	-1.516264052	6.98416E-10	9.92452E-09	G46
TRINITY_DN129061_c0_g2_i1	snrpb	Chr10	14418618	14418618	7.278732913	-1.377717067	3.7746E-06	3.15733E-05	G46
TRINITY_DN129065_c3_g2_i2	hpgd	Chr01	39025088	39025088	5.227971659	1.89300187	3.01572E-08	3.44375E-07	G46
TRINITY_DN129069_c0_g2_i1	mogat1-like.2	Chr05	121687760	121687760	5.242785859	-2.151556625	7.01999E-15	1.67437E-13	G46
TRINITY_DN129081_c0_g1_i1	Xetrov90027761m	scaffold_278	285924	285924	4.423887535	-2.103767179	1.63094E-06	1.44158E-05	G46
TRINITY_DN129106_c0_g6_i7	tat	Chr04	63536360	63536360	6.592395787	1.024232315	0.005039505	0.01716048	G46
TRINITY_DN129107_c0_g1_i2	mfn1	Chr05	95124786	95124786	5.195270655	-1.348519491	3.51551E-05	0.000237689	G46
TRINITY_DN129116_c0_g1_i3	foxr1	Chr07	85608552	85608552	5.390887839	-8.97059244	1.38208E-89	4.68775E-87	G46
TRINITY_DN129121_c4_g14_i1	pop1-like	Chr06	114278966	114278966	2.032280035	-1.311750482	0.004703196	0.016283321	G46
TRINITY_DN129125_c0_g4_i1	Xetrov90015490m	Chr06	3513978	3513978	2.299367364	1.275140951	0.005203253	0.017639898	G46
TRINITY_DN129128_c4_g1_i5	irf9	Chr01	127143348	127143348	6.644039627	1.310804348	1.16804E-06	1.04792E-05	G46
TRINITY_DN129140_c0_g5_i6	ankrd17	scaffold_51	499953	499953	8.510414649	-1.05047967	0.000202683	0.001142694	G46
TRINITY_DN129140_c0_g6_i2	spaca5-like.2	Chr10	10577050	10577050	1.185642989	1.452530367	0.017420509	0.046167137	G46
TRINITY_DN129142_c4_g1_i1	appl2	Chr03	40808601	40808601	5.320858495	-1.787487305	1.92327E-09	2.59908E-08	G46
TRINITY_DN129158_c1_g1_i4	pim1	Chr04	126438343	126438343	5.699706638	1.228393527	4.63313E-05	0.000305758	G46
TRINITY_DN129160_c1_g1_i1	desi2	Chr05	54665011	54665011	1.126095475	-1.49313995	0.012381584	0.035160692	G46
TRINITY_DN129162_c4_g5_i5	ccdc102a	Chr04	28198371	28198371	3.229963884	1.112195814	0.005942014	0.019649015	G46
TRINITY_DN129165_c2_g1_i1	chst2	Chr05	116625886	116625886	6.000032532	-1.883875589	3.06505E-10	4.51035E-09	G46
TRINITY_DN129167_c6_g1_i1	slc2a8	scaffold_19	44736	44736	4.739575394	-1.159601983	0.000282859	0.001531308	G46
TRINITY_DN129177_c1_g2_i1	Xetrov90025892m	scaffold_112	27631	27631	3.953163503	-2.032448125	1.00145E-08	1.23966E-07	G46
TRINITY_DN129178_c2_g1_i1	gale	Chr02	86611038	86611038	6.170941281	-1.293452501	1.83086E-07	1.85623E-06	G46
TRINITY_DN129190_c3_g1_i1	kif20b-like	Chr07	28134900	28134900	6.401985738	-2.13744115	1.2987E-14	3.0304E-13	G46
TRINITY_DN129197_c1_g1_i2	tcaim	Chr06	73768399	73768399	3.182419157	-1.062281997	0.018753363	0.048999253	G46
TRINITY_DN129218_c0_g1_i9	c1orf159	Chr07	79028585	79028585	4.052148534	-2.254089992	3.08828E-09	4.08715E-08	G46
TRINITY_DN129231_c0_g1_i3	traf2	scaffold_678	44629	44629	3.895526119	-1.24078304	0.000244138	0.001346768	G46
TRINITY_DN129243_c2_g1_i1	LOC100497390	Chr02	48094178	48094178	4.218496966	-4.249834278	9.28346E-16	2.42384E-14	G46
TRINITY_DN129248_c0_g1_i4	arhgef18-like	Chr01	84157660	84157660	3.271528433	-1.65736584	2.25408E-05	0.000159311	G46
TRINITY_DN129268_c0_g1_i2	bglap2	Chr04	117957392	117957392	5.504552216	1.296801997	0.003300223	0.012241551	G46
TRINITY_DN129270_c0_g2_i5	zranb3-like.1	Chr09	78928235	78928235	5.343288696	-3.513424235	1.61901E-30	1.03665E-28	G46
TRINITY_DN129273_c5_g6_i1	pspc1	Chr02	155611940	155611940	6.179427765	-1.062221033	2.82188E-05	0.00019546	G46
TRINITY_DN129285_c0_g1_i3	adad2	Chr08	60667612	60667612	3.24368178	-4.433030286	7.35767E-20	2.50464E-18	G46
TRINITY_DN129289_c0_g1_i19	LOC100497042	scaffold_2045	258	258	5.813472373	2.213917324	3.78139E-08	4.25486E-07	G46
TRINITY_DN129293_c1_g2_i1	LOC100488610	Chr01	41360546	41360546	6.384370288	-2.072282463	3.40847E-17	9.77731E-16	G46
TRINITY_DN129315_c0_g2_i1	sema4d	Chr01	125685068	125685068	5.534885172	-1.025675689	7.7332E-05	0.00048505	G46
TRINITY_DN129334_c0_g3_i1	LOC100494383	Chr02	43636713	43636713	2.837448685	-2.326695783	1.24908E-07	1.30577E-06	G46
TRINITY_DN129335_c5_g1_i1	nfe2l2	Chr09	60569577	60569577	8.200516344	1.048647094	0.000375991	0.001958613	G46
TRINITY_DN129338_c2_g9_i1	pla2g15-like	Chr04	44065599	44065599	5.139603351	-1.806979755	5.25162E-11	8.39402E-10	G46
TRINITY_DN129342_c0_g1_i2	LOC101733160	Chr03	80890150	80890150	2.395597766	1.267356793	0.008028456	0.025032494	G46
TRINITY_DN129344_c3_g4_i22	tnpo3	Chr03	78106634	78106634	8.171536514	-1.006979099	0.00022878	0.001273803	G46
TRINITY_DN129350_c3_g1_i4	adh1b	Chr01	65302152	65302152	9.904286854	1.167914371	0.006932159	0.022196963	G46
TRINITY_DN129361_c4_g3_i2	ggnbp2	Chr02	64060624	64060624	8.075708642	-1.542973091	1.02166E-08	1.26322E-07	G46
TRINITY_DN129366_c0_g3_i1	ereg	scaffold_51	58295	58295	4.565181299	1.173918732	0.001437703	0.006141926	G46
TRINITY_DN129373_c3_g2_i1	plekhm3	Chr09	41301635	41301635	2.277557882	-1.730125236	0.000767199	0.003618046	G46
TRINITY_DN129378_c1_g1_i1	cd36	Chr03	69540028	69540028	1.400158036	-2.11847237	0.000747235	0.003539414	G46
TRINITY_DN129401_c5_g1_i1	c2	Chr08	53840616	53840616	7.276052264	1.037337781	0.001462664	0.006223842	G46
TRINITY_DN129407_c2_g1_i1	ficd	Chr01	133833076	133833076	3.740175244	1.014187355	0.005967838	0.019716227	G46
TRINITY_DN129408_c6_g1_i1	LOC100486434-like	Chr09	4553521	4553521	3.390844985	1.19046532	0.004473549	0.015680071	G46
TRINITY_DN129412_c0_g1_i2	LOC101731830	Chr10	389306	389306	3.462392385	1.062407596	0.004981999	0.017018535	G46
TRINITY_DN129414_c0_g1_i4	sgip1	Chr04	79670205	79670205	4.729871605	-1.691378091	5.38455E-07	5.12581E-06	G46
TRINITY_DN129425_c0_g3_i1	vkorc1l1	Chr02	94109142	94109142	0.743519249	-1.689345669	0.006712146	0.021636966	G46
TRINITY_DN129428_c0_g1_i1	c1orf131	Chr05	39592334	39592334	5.14222361	-1.939739131	2.37812E-11	3.94166E-10	G46
TRINITY_DN129437_c2_g2_i1	tmem67	Chr06	112747394	112747394	3.87160205	-1.457078378	0.000432194	0.002208602	G46
TRINITY_DN129440_c9_g2_i2	tsen34-like	Chr07	106925491	106925491	4.276069887	-1.179416524	0.000183039	0.001045645	G46
TRINITY_DN129466_c1_g3_i1	Xetrov90027396m	scaffold_2361	160	160	5.752948269	-3.040040128	1.69557E-23	7.15263E-22	G46
TRINITY_DN129466_c1_g5_i1	LOC100487104-like	Chr03	38537096	38537096	4.988994992	-8.792749299	1.33025E-69	2.27135E-67	G46
TRINITY_DN129467_c0_g1_i1	trpc4ap	Chr10	34496073	34496073	2.586867315	-1.855321156	1.85971E-05	0.000133901	G46
TRINITY_DN129474_c1_g1_i2	uggt2	Chr02	118770833	118770833	4.297309586	-2.788931108	1.90861E-15	4.76357E-14	G46
TRINITY_DN129486_c1_g1_i4	kif3c-like	scaffold_226	197031	197031	1.880738855	-2.609484003	8.98338E-07	8.21022E-06	G46
TRINITY_DN129488_c0_g1_i2	cep85	Chr02	51532337	51532337	5.6901778	-3.48602572	4.40769E-36	3.41105E-34	G46
TRINITY_DN129497_c2_g1_i1	LOC100487453-like	Chr01	65072502	65072502	4.292150985	1.000737874	0.007073624	0.022578923	G46
TRINITY_DN129499_c0_g1_i2	hsph1	Chr02	151034388	151034388	5.695140772	-2.808320053	2.73376E-23	1.13104E-21	G46
TRINITY_DN129503_c1_g1_i2	mtf1	Chr02	57938225	57938225	5.098200503	-1.078098103	9.28104E-05	0.000571472	G46
TRINITY_DN129519_c3_g2_i1	c17orf53-like	Chr10	14162484	14162484	4.577742321	-2.063923317	5.77881E-09	7.35653E-08	G46
TRINITY_DN129524_c0_g1_i5	cfap97	Chr01	35359086	35359086	5.08211146	-1.103766912	5.74256E-05	0.000370562	G46
TRINITY_DN129546_c2_g1_i2	fbxo15	scaffold_21	1768020	1768020	2.871203717	-2.241641393	4.75967E-07	4.57141E-06	G46
TRINITY_DN129561_c4_g1_i11	tdo2	Chr01	44561624	44561624	7.435360711	1.005643438	0.010130566	0.03008683	G46
TRINITY_DN129561_c4_g2_i1	cdyl	Chr06	50445598	50445598	4.825274517	-1.724198637	2.93653E-08	3.36762E-07	G46
TRINITY_DN129581_c0_g1_i5	eif2b1	Chr01	152378996	152378996	5.13061073	-1.992940913	5.98771E-13	1.184E-11	G46
TRINITY_DN129593_c0_g1_i1	rpap2	Chr04	94357528	94357528	5.188563753	-1.764032271	9.18638E-10	1.28837E-08	G46
TRINITY_DN129605_c3_g2_i1	gc	scaffold_51	1327764	1327764	8.858624723	1.101569501	0.002288815	0.009045108	G46
TRINITY_DN129622_c1_g1_i1	pskh1	Chr04	46018550	46018550	4.288803937	-1.480437638	2.64824E-06	2.27533E-05	G46
TRINITY_DN129638_c0_g1_i3	glmn	Chr04	94401105	94401105	5.214115207	-1.103130175	6.30469E-05	0.000402012	G46
TRINITY_DN129643_c0_g1_i2	dock8	Chr01	116644276	116644276	3.34817505	1.278280774	0.001521719	0.006447078	G46
TRINITY_DN129648_c0_g1_i3	medag	Chr02	151131503	151131503	5.267697423	1.429354318	0.000432646	0.002209862	G46
TRINITY_DN129649_c3_g1_i3	caprin2	Chr03	2411898	2411898	7.621337103	-8.467647834	2.26226E-66	3.47644E-64	G46
TRINITY_DN129651_c0_g4_i5	LOC394444	Chr03	134065551	134065551	8.446712157	-8.519606786	8.73281E-61	1.15974E-58	G46
TRINITY_DN129659_c2_g1_i2	kcng2	Chr06	28686578	28686578	2.291524173	-1.923170597	0.000144992	0.000849961	G46
TRINITY_DN129661_c1_g6_i1	adam7	Chr03	106738513	106738513	4.343165049	1.42170477	0.000124219	0.000740287	G46
TRINITY_DN129671_c1_g5_i2	pqlc1.2	Chr04	64993806	64993806	5.664400177	1.174388597	0.000105564	0.000639028	G46
TRINITY_DN129671_c1_g9_i1	hla-drb1	Chr08	51404035	51404035	5.820515769	2.0639154	4.76426E-07	4.57173E-06	G46
TRINITY_DN129674_c0_g1_i1	mastl	Chr06	16642354	16642354	5.869780528	-3.6403844	1.50505E-28	8.43219E-27	G46
TRINITY_DN129675_c0_g1_i1	tlr6	Chr01	26251596	26251596	3.43599893	1.32665678	0.003170406	0.011847966	G46
TRINITY_DN129687_c0_g1_i3	tada2a	Chr02	50260165	50260165	5.653230026	-1.171242676	3.64776E-06	3.06315E-05	G46
TRINITY_DN129688_c2_g3_i1	tp53rk	Chr10	29411151	29411151	3.215518288	-1.893407441	0.000619308	0.00300356	G46
TRINITY_DN129690_c6_g3_i2	noc3l	Chr07	29346897	29346897	6.114659738	-1.934536328	1.36675E-13	2.89983E-12	G46
TRINITY_DN129692_c1_g1_i2	wipf3-like	Chr06	31562967	31562967	4.276566283	1.327272509	0.001342628	0.005795605	G46
TRINITY_DN129699_c2_g5_i1	ppp1cc	Chr01	154318388	154318388	8.752998662	-1.078332774	0.000263117	0.001435998	G46
TRINITY_DN129702_c4_g2_i1	LOC100492389	Chr07	96675013	96675013	5.215595073	-1.729967218	2.73115E-08	3.1455E-07	G46
TRINITY_DN129719_c1_g1_i2	rgl2	Chr08	51026940	51026940	6.544340677	-1.332763002	3.77577E-07	3.69236E-06	G46
TRINITY_DN129727_c0_g1_i1	tceb3	Chr02	86631751	86631751	4.37973175	-1.788053713	0.000133158	0.000787019	G46
TRINITY_DN129730_c0_g1_i2	LOC100036702	Chr01	110127078	110127078	5.58913552	-7.205620596	2.47589E-76	5.12176E-74	G46
TRINITY_DN129741_c0_g5_i1	wdr89	Chr08	81155649	81155649	4.324891986	-1.394052459	1.99214E-05	0.000142768	G46
TRINITY_DN129754_c0_g2_i2	mrps35	Chr03	1899229	1899229	6.099285521	-1.628387116	4.15398E-10	6.02215E-09	G46
TRINITY_DN129765_c1_g6_i4	LOC100487567-like	Chr01	69722063	69722063	7.352108534	-1.102442933	0.000325183	0.001726552	G46
TRINITY_DN129781_c0_g1_i1	rnaseh2a	scaffold_185	178657	178657	5.454957677	-1.79326921	3.43139E-11	5.55896E-10	G46
TRINITY_DN129787_c3_g1_i1	lsm12	Chr10	14060133	14060133	6.544466097	-2.464030593	3.59993E-17	1.02991E-15	G46
TRINITY_DN129806_c7_g1_i1	efnb2	Chr02	114968756	114968756	5.245581678	1.003463147	0.000881537	0.004057637	G46
TRINITY_DN129818_c0_g1_i1	nol6	Chr01	194735632	194735632	5.535352568	-1.408129521	2.62758E-06	2.25939E-05	G46
TRINITY_DN129822_c0_g1_i2	myos-like	Chr07	97690799	97690799	5.397013072	1.050292786	0.000373749	0.001948822	G46
TRINITY_DN129825_c0_g1_i1	map3k14	Chr10	6770711	6770711	3.417885817	1.037437988	0.006669457	0.021544548	G46
TRINITY_DN129825_c1_g2_i1	rcsd1	Chr02	2035466	2035466	2.424455826	1.599496289	0.001297492	0.005625605	G46
TRINITY_DN129827_c5_g2_i1	cldn4	Chr02	38090824	38090824	8.220284552	1.258319327	0.000570056	0.002800042	G46
TRINITY_DN129836_c0_g2_i1	aldh1a3-like	Chr03	105666646	105666646	4.528223732	1.785450445	3.8917E-07	3.78724E-06	G46
TRINITY_DN129845_c2_g19_i2	fam69a	Chr04	94147043	94147043	5.480882277	-1.619381057	5.87907E-10	8.42093E-09	G46
TRINITY_DN129848_c0_g1_i1	trhr2	Chr04	69138391	69138391	3.593380433	-4.51797414	7.21988E-08	7.80545E-07	G46
TRINITY_DN129860_c0_g3_i1	amdhd1	Chr03	47684352	47684352	6.09317958	-1.121130251	2.447E-05	0.000171593	G46
TRINITY_DN129868_c0_g1_i1	fem1b	Chr03	116484220	116484220	4.630469598	-1.58488499	0.000240744	0.001330771	G46
