gid	gname	chr	logFC.XY43.XX43	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN133416_c2_g2_i2	myt1l	Chr05	-0.13367508	0.523455962	Brain_mean	unbias	0.0915	0.1804	1.972	Rana_brain
TRINITY_DN133425_c9_g1_i1	NA	NA	-0.065803295	0.502515302	Brain_mean	unbias	0.0342	0.0387	1.1315	Rana_brain
TRINITY_DN133456_c2_g1_i4	NA	NA	-0.001225305	0.392120847	Brain_mean	unbias	0.1364	0.1891	1.3871	Rana_brain
TRINITY_DN133462_c5_g1_i4	NA	NA	0.105598226	0.175844031	Brain_mean	unbias	0.0398	0.0521	1.3089	Rana_brain
TRINITY_DN133466_c6_g1_i2	NA	NA	-0.135424829	0.416766871	Brain_mean	unbias	0.1494	0.1727	1.1559	Rana_brain
TRINITY_DN133481_c0_g2_i6	NA	NA	0.117568881	0.436263	Brain_mean	unbias	0.1569	0.1334	0.8506	Rana_brain
TRINITY_DN133483_c0_g1_i1	NA	NA	-0.133775679	0.601258778	Brain_mean	unbias	0.0809	0.1338	1.6532	Rana_brain
TRINITY_DN133485_c1_g9_i5	nox4	Chr02	0.011833432	0.052006308	G43_F_mean	unbias	0.0408	0.0334	0.8186	Rana_brain
TRINITY_DN133493_c3_g2_i1	NA	NA	-0.118875017	0.223475529	Ovary_mean	unbias	0.0509	0.0446	0.8753	Rana_brain
TRINITY_DN133495_c3_g4_i2	NA	NA	0.05810289	0.35995692	Liver_mean	unbias	0.1039	0.1653	1.5913	Rana_brain
TRINITY_DN133501_c1_g3_i3	dtwd1	Chr03	0.240740592	0.242363809	G23_mean	unbias	0.0407	0.0666	1.6357	Rana_brain
TRINITY_DN133509_c2_g1_i2	NA	NA	0.256993236	0.448956151	Brain_mean	unbias	0.0562	0.0592	1.0532	Rana_brain
TRINITY_DN133510_c3_g4_i3	NA	NA	0.020504743	0.245626752	G43_M_mean	unbias	0.101	0.1638	1.6219	Rana_brain
TRINITY_DN133511_c4_g2_i1	NA	NA	-0.001635465	0.72527875	Brain_mean	unbias	0.0996	0.1289	1.2937	Rana_brain
TRINITY_DN133543_c6_g1_i3	ppme1	scaffold_314	0.410461659	0.229935792	Ovary_mean	unbias	0.0248	0.0403	1.6263	Rana_brain
TRINITY_DN133555_c0_g3_i9	NA	NA	-0.090280169	0.18936066	G43_M_mean	unbias	0.0542	0.084	1.5508	Rana_brain
TRINITY_DN133569_c3_g2_i2	NA	NA	0.202277441	0.411827813	Ovary_mean	unbias	0.0713	0.1284	1.8005	Rana_brain
TRINITY_DN133582_c8_g1_i2	sos1	Chr05	-0.218893454	0.28366049	Ovary_mean	unbias	0.1872	0.2347	1.2537	Rana_brain
TRINITY_DN133583_c0_g1_i3	NA	NA	0.258752981	0.185975579	G23_mean	unbias	0.0415	0.0628	1.5125	Rana_brain
TRINITY_DN133589_c0_g1_i1	NA	NA	-0.12111186	0.214013896	Ovary_mean	unbias	0.0254	0.0384	1.5099	Rana_brain
TRINITY_DN133594_c0_g2_i3	NA	NA	-0.203962549	0.229453212	G43_M_mean	unbias	0.1063	0.1332	1.2529	Rana_brain
TRINITY_DN133597_c0_g2_i1	NA	NA	0.06741198	0.113625835	Ovary_mean	unbias	0.0642	0.0462	0.7204	Rana_brain
TRINITY_DN133600_c2_g1_i2	NA	NA	0.187412841	0.314081249	Brain_mean	unbias	0.1247	0.2139	1.7146	Rana_brain
TRINITY_DN133605_c8_g1_i2	NA	NA	0.098680808	0.169506801	Ovary_mean	unbias	0.1044	0.2036	1.9504	Rana_brain
TRINITY_DN133629_c1_g1_i1	NA	NA	-0.04248926	0.391489279	G43_M_mean	unbias	0.049	0.0852	1.7382	Rana_brain
TRINITY_DN133638_c8_g1_i1	des.1	Chr09	0.04406886	0.337391049	Brain_mean	unbias	0.0155	0.0266	1.7212	Rana_brain
TRINITY_DN133651_c2_g3_i2	rmnd1-like	Chr03	0.044768762	0.094941568	G27_mean	unbias	0.0882	0.1436	1.629	Rana_brain
TRINITY_DN133651_c3_g1_i2	LOC100327245	Chr08	0.101584668	0.589964418	Brain_mean	unbias	0.118	0.1439	1.2198	Rana_brain
TRINITY_DN133680_c0_g1_i1	irak1	Chr08	0.227361998	0.141588415	Ovary_mean	unbias	0.0309	0.0573	1.8528	Rana_brain
TRINITY_DN133680_c1_g3_i1	NA	NA	-0.00504079	0.28269428	Brain_mean	unbias	0.0709	0.0571	0.8047	Rana_brain
TRINITY_DN133687_c1_g1_i1	NA	NA	0.152107053	0.430926885	G23_mean	unbias	0.0202	0.0339	1.68	Rana_brain
TRINITY_DN133722_c0_g8_i2	NA	NA	-0.231542343	0.391405718	Ovary_mean	unbias	0.1674	0.1632	0.9749	Rana_brain
TRINITY_DN133741_c0_g2_i7	NA	NA	0.10121966	0.428343491	G27_mean	unbias	0.0856	0.1696	1.9804	Rana_brain
TRINITY_DN133747_c0_g3_i2	NA	NA	0.0551525	0.276841622	Brain_mean	unbias	0.0163	0.0142	0.8709	Rana_brain
TRINITY_DN133749_c2_g1_i2	NA	NA	0.035668635	0.197070948	Ovary_mean	unbias	0.0473	0.0689	1.4572	Rana_brain
TRINITY_DN133751_c3_g3_i1	NA	NA	-0.058889596	0.390025817	Ovary_mean	unbias	0.098	0.184	1.8776	Rana_brain
TRINITY_DN133763_c3_g1_i3	igfbpl1	Chr01	0.277048431	0.240795531	G23_mean	unbias	0.0644	0.0956	1.4846	Rana_brain
TRINITY_DN133767_c0_g3_i1	NA	NA	0.006969919	0.150403204	G23_mean	unbias	0.0357	0.0516	1.446	Rana_brain
TRINITY_DN133769_c10_g3_i1	NA	NA	0.02372938	0.201414147	G23_mean	unbias	0.0207	0.0233	1.1244	Rana_brain
TRINITY_DN133769_c11_g6_i1	NA	NA	-0.131682525	0.187843776	G27_mean	unbias	0.0851	0.1229	1.4438	Rana_brain
TRINITY_DN133771_c0_g1_i1	NA	NA	-0.075748548	0.247855978	Ovary_mean	unbias	0.1078	0.1922	1.7831	Rana_brain
TRINITY_DN133787_c2_g3_i2	irg1-like.1	Chr02	-0.085423941	0.20785896	Ovary_mean	unbias	0.1343	0.1962	1.4608	Rana_brain
TRINITY_DN133809_c1_g10_i4	NA	NA	-0.061859235	0.302632134	Brain_mean	unbias	0.1146	0.1354	1.1815	Rana_brain
TRINITY_DN133821_c6_g2_i2	LOC101731055	Chr07	0.020704773	0.403508564	G27_mean	unbias	0.2093	0.2677	1.2787	Rana_brain
TRINITY_DN133821_c8_g2_i1	NA	NA	-0.436554463	0.394455494	G27_mean	unbias	0.0585	0.1013	1.7337	Rana_brain
TRINITY_DN133832_c0_g5_i5	prcc	Chr08	0.170945557	0.267239269	Brain_mean	unbias	0.0632	0.1	1.5826	Rana_brain
TRINITY_DN133848_c9_g2_i5	NA	NA	0.12115063	0.27144571	G23_mean	unbias	0.0365	0.0491	1.3432	Rana_brain
TRINITY_DN133851_c1_g1_i8	NA	NA	-0.394892857	0.223871036	G23_mean	unbias	0.0909	0.1364	1.5	Rana_brain
TRINITY_DN133866_c1_g3_i9	NA	NA	-0.144303709	0.283813094	Ovary_mean	unbias	0.0224	0.0336	1.5002	Rana_brain
TRINITY_DN133897_c1_g2_i1	NA	NA	1.097764088	0.38705275	Ovary_mean	unbias	0.0396	0.0577	1.4562	Rana_brain
TRINITY_DN133916_c0_g2_i1	NA	NA	0.088939839	0.329328068	Ovary_mean	unbias	0.0367	0.0715	1.9475	Rana_brain
TRINITY_DN133926_c0_g2_i3	LOC100487425-like	Chr04	-0.135236894	0.546895346	Brain_mean	unbias	0.1251	0.2216	1.772	Rana_brain
TRINITY_DN133927_c0_g2_i4	NA	NA	0.028665841	0.379821197	Brain_mean	unbias	0.0356	0.038	1.067	Rana_brain
TRINITY_DN133957_c0_g1_i1	NA	NA	-0.373528989	0.486506375	Ovary_mean	unbias	0.0387	0.0381	0.9839	Rana_brain
TRINITY_DN133959_c0_g2_i8	NA	NA	0.039642171	0.367990052	Brain_mean	unbias	0.0194	0.0257	1.3247	Rana_brain
TRINITY_DN133991_c3_g2_i2	cdc40	Chr05	0.04058575	0.136766811	G27_mean	unbias	0.037	0.0607	1.6414	Rana_brain
TRINITY_DN133994_c4_g2_i1	NA	NA	-0.017487337	0.137226782	G43_M_mean	unbias	0.1163	0.1857	1.5963	Rana_brain
TRINITY_DN134000_c4_g2_i1	slc39a3	Chr01	0.096215976	0.423857211	G46_M_mean	unbias	0.2866	0.5151	1.7976	Rana_brain
TRINITY_DN134012_c6_g2_i5	NA	NA	0.071357919	0.350628586	Brain_mean	unbias	0.0611	0.0914	1.4946	Rana_brain
TRINITY_DN134012_c7_g2_i6	NA	NA	0.238475689	0.579079928	Brain_mean	unbias	0.0432	0.0347	0.8027	Rana_brain
TRINITY_DN134017_c3_g3_i1	NA	NA	-0.068562875	0.256751453	G43_M_mean	unbias	0.0309	0.0569	1.8453	Rana_brain
TRINITY_DN134021_c1_g2_i4	timm50	Chr08	0.026417991	0.368587219	Brain_mean	unbias	0.0303	0.0282	0.9301	Rana_brain
TRINITY_DN134025_c1_g2_i2	NA	NA	0.038214115	0.392584763	Brain_mean	unbias	0.0484	0.0936	1.933	Rana_brain
TRINITY_DN134056_c3_g4_i3	NA	NA	0.088938195	0.369224913	Ovary_mean	unbias	0.0446	0.0802	1.798	Rana_brain
TRINITY_DN134058_c0_g1_i11	NA	NA	-0.082478442	0.363939726	Brain_mean	unbias	0.0783	0.1434	1.8311	Rana_brain
TRINITY_DN134102_c3_g2_i1	NA	NA	-0.055433506	0.408824377	Brain_mean	unbias	0.0501	0.0596	1.1893	Rana_brain
TRINITY_DN134109_c0_g3_i3	NA	NA	0.598142328	0.186393961	G23_mean	unbias	0.0297	0.0556	1.8715	Rana_brain
TRINITY_DN134120_c0_g4_i12	NA	NA	-0.082084809	0.377872454	Brain_mean	unbias	0.0213	0.0284	1.3296	Rana_brain
TRINITY_DN134122_c6_g1_i1	NA	NA	-0.232519772	0.317595378	Brain_mean	unbias	0.0504	0.0941	1.8657	Rana_brain
TRINITY_DN134147_c3_g2_i1	NA	NA	0.040304892	0.363680954	G43_M_mean	unbias	0.0924	0.1653	1.7877	Rana_brain
TRINITY_DN134148_c3_g3_i1	NA	NA	-0.169778902	0.226526446	Ovary_mean	unbias	0.1031	0.1609	1.5603	Rana_brain
TRINITY_DN134156_c10_g2_i4	NA	NA	0.003929658	0.187583551	Brain_mean	unbias	0.0747	0.1487	1.9912	Rana_brain
TRINITY_DN134158_c0_g1_i3	NA	NA	-0.120795994	0.292386592	Ovary_mean	unbias	0.0245	0.0383	1.5638	Rana_brain
TRINITY_DN134197_c7_g2_i4	akap14-like	Chr08	0.136546997	0.112694245	G23_mean	unbias	0.0713	0.0979	1.3725	Rana_brain
TRINITY_DN134209_c5_g3_i2	ppp6r2-like	Chr03	-0.067561313	0.321133298	Ovary_mean	unbias	0.101	0.1573	1.5569	Rana_brain
TRINITY_DN134237_c0_g2_i1	NA	NA	0.055503894	0.21704185	Ovary_mean	unbias	0.1001	0.1115	1.1142	Rana_brain
TRINITY_DN134243_c5_g2_i1	NA	NA	0.036793281	0.750318313	Brain_mean	unbias	0.0115	0.0204	1.7712	Rana_brain
TRINITY_DN134253_c0_g1_i9	atp5c1	Chr03	-0.037267706	0.346302742	Brain_mean	unbias	0.0762	0.1224	1.6055	Rana_brain
TRINITY_DN134287_c0_g1_i1	NA	NA	-0.191793489	0.321032214	Ovary_mean	unbias	0.1093	0.1887	1.7273	Rana_brain
TRINITY_DN134320_c1_g4_i1	NA	NA	-0.036881663	0.417333449	Ovary_mean	unbias	0.2076	0.3488	1.6802	Rana_brain
TRINITY_DN134349_c4_g7_i1	NA	NA	-0.047393857	0.062362611	Testis_mean	unbias	0.0838	0.1233	1.4709	Rana_brain
TRINITY_DN134399_c4_g2_i2	NA	NA	0.139799452	0.269574565	Ovary_mean	unbias	0.0534	0.0763	1.4291	Rana_brain
TRINITY_DN134400_c0_g2_i4	kiaa0100-like	Chr02	-0.034743918	0.220786568	Brain_mean	unbias	0.0136	0.0205	1.5152	Rana_brain
TRINITY_DN134410_c0_g2_i3	rtn4ip1	Chr05	-0.097050563	0.183563464	G27_mean	unbias	0.0796	0.1498	1.882	Rana_brain
TRINITY_DN134419_c0_g1_i3	NA	NA	0.065480004	0.228334489	Brain_mean	unbias	0.0539	0.0631	1.1718	Rana_brain
TRINITY_DN134421_c3_g2_i3	NA	NA	-0.073324692	0.489671497	Ovary_mean	unbias	0.0173	0.0211	1.2166	Rana_brain
TRINITY_DN134442_c4_g4_i2	zcchc11	Chr04	-0.03792548	0.314916235	Ovary_mean	unbias	0.0072	0.006	0.8303	Rana_brain
TRINITY_DN134444_c1_g1_i2	NA	NA	-0.393457926	0.74450675	Brain_mean	unbias	0.079	0.1092	1.3815	Rana_brain
TRINITY_DN134450_c4_g1_i2	NA	NA	0.069598237	0.227677134	G23_mean	unbias	0.0273	0.0498	1.8215	Rana_brain
TRINITY_DN134453_c2_g1_i11	NA	NA	-0.099210564	0.719488783	Brain_mean	unbias	0.0142	0.0117	0.8275	Rana_brain
TRINITY_DN134455_c1_g1_i6	pah	Chr03	0.079436057	0.081870959	G27_mean	unbias	0.0293	0.0339	1.1552	Rana_brain
TRINITY_DN134460_c0_g1_i5	NA	NA	-0.051312457	0.51211165	Brain_mean	unbias	0.013	0.0078	0.5988	Rana_brain
TRINITY_DN134460_c1_g1_i1	NA	NA	0.161158806	0.734237394	Brain_mean	unbias	0.0494	0.0689	1.3934	Rana_brain
TRINITY_DN134468_c2_g1_i1	NA	NA	-0.339415601	0.218019959	G31_mean	unbias	0.2789	0.5082	1.8224	Rana_brain
TRINITY_DN134485_c8_g1_i1	eif5	Chr08	-0.002079108	0.242493451	Brain_mean	unbias	0.0157	0.0163	1.0356	Rana_brain
TRINITY_DN134489_c4_g1_i1	NA	NA	0.137657717	0.313333427	Brain_mean	unbias	0.0432	0.0431	0.9983	Rana_brain
TRINITY_DN134489_c4_g2_i3	NA	NA	0.211740976	0.656633651	Brain_mean	unbias	0.0777	0.0655	0.8427	Rana_brain
TRINITY_DN134490_c0_g1_i3	Xetrov90015754m	Chr06	0.642152136	0.193977559	G23_mean	unbias	0.0699	0.1016	1.4522	Rana_brain
TRINITY_DN134500_c0_g1_i1	NA	NA	0.019349123	0.348657016	Brain_mean	unbias	0.0543	0.065	1.1968	Rana_brain
TRINITY_DN134505_c1_g3_i1	NA	NA	0.136481433	0.24363141	Ovary_mean	unbias	0.0521	0.0622	1.1935	Rana_brain
TRINITY_DN134514_c0_g1_i2	NA	NA	-0.367861014	0.518355322	Ovary_mean	unbias	0.139	0.1792	1.2895	Rana_brain
TRINITY_DN134518_c0_g1_i1	NA	NA	0.063467515	0.173764604	Brain_mean	unbias	0.036	0.0657	1.8256	Rana_brain
TRINITY_DN134519_c0_g1_i3	NA	NA	-0.1049112	0.319163328	G27_mean	unbias	0.2266	0.2194	0.9682	Rana_brain
TRINITY_DN134519_c1_g6_i6	NA	NA	0.064541651	0.331212211	Ovary_mean	unbias	0.1341	0.2351	1.7531	Rana_brain
TRINITY_DN134521_c1_g1_i1	nat16	scaffold_48	0.472724221	0.462346622	G27_mean	unbias	0.0566	0.0816	1.4424	Rana_brain
TRINITY_DN134527_c2_g1_i1	wwtr1	Chr05	0.061458616	0.311193117	Liver_mean	unbias	0.066	0.0758	1.1489	Rana_brain
TRINITY_DN134529_c3_g1_i2	NA	NA	0.19649658	0.385445486	G27_mean	unbias	0.0602	0.085	1.4114	Rana_brain
TRINITY_DN134533_c0_g2_i6	NA	NA	0.05093758	0.224603635	G23_mean	unbias	0.0748	0.112	1.4972	Rana_brain
TRINITY_DN134535_c3_g1_i4	NA	NA	-0.026100522	0.060740835	G43_F_mean	unbias	0.0237	0.0257	1.0825	Rana_brain
TRINITY_DN134542_c1_g3_i2	NA	NA	0.111081145	0.594821467	Brain_mean	unbias	0.0701	0.1346	1.9193	Rana_brain
TRINITY_DN134556_c5_g1_i1	xpnpep3	Chr04	-0.179722261	0.442365585	Ovary_mean	unbias	0.1191	0.1659	1.3928	Rana_brain
TRINITY_DN134567_c2_g3_i2	NA	NA	0.157961196	0.247706343	Ovary_mean	unbias	0.1122	0.1797	1.6023	Rana_brain
TRINITY_DN134584_c5_g1_i1	NA	NA	-0.101017718	0.817465334	Brain_mean	unbias	0.0511	0.0698	1.364	Rana_brain
TRINITY_DN134595_c0_g1_i2	NA	NA	0.180879249	0.290555841	Testis_mean	unbias	0.098	0.1398	1.4272	Rana_brain
TRINITY_DN134607_c1_g3_i5	NA	NA	0.12716256	0.433717358	Brain_mean	unbias	0.0215	0.0286	1.3303	Rana_brain
TRINITY_DN134608_c3_g5_i2	NA	NA	0.146866394	0.12732373	Brain_mean	unbias	0.0642	0.1043	1.6241	Rana_brain
TRINITY_DN134620_c2_g1_i1	npy2r-like.2	Chr03	0.288605275	0.405394123	Liver_mean	unbias	0.0607	0.0732	1.2066	Rana_brain
TRINITY_DN134624_c1_g6_i1	NA	NA	0.001199553	0.740593804	Brain_mean	unbias	0.021	0.0221	1.0502	Rana_brain
TRINITY_DN134630_c1_g1_i1	NA	NA	-0.379619772	0.60287132	Brain_mean	unbias	0.1284	0.1652	1.2868	Rana_brain
TRINITY_DN134638_c4_g1_i1	gkap1	Chr01	0.010200723	0.487749519	Brain_mean	unbias	0.0942	0.135	1.433	Rana_brain
TRINITY_DN134638_c5_g1_i2	LOC100493336	Chr09	-0.094786313	0.276411268	Brain_mean	unbias	0.1792	0.2355	1.3145	Rana_brain
TRINITY_DN134642_c6_g2_i1	NA	NA	0.099830658	0.429629859	Brain_mean	unbias	0.0167	0.0258	1.5413	Rana_brain
TRINITY_DN134648_c0_g1_i1	mthfr	Chr07	0.2957582	0.532998359	Ovary_mean	unbias	0.123	0.1863	1.5151	Rana_brain
TRINITY_DN134651_c6_g4_i2	NA	NA	-0.15452074	0.434766963	Brain_mean	unbias	0.0969	0.1799	1.8573	Rana_brain
TRINITY_DN134672_c3_g2_i1	NA	NA	-0.021722504	0.450361769	Brain_mean	unbias	0.1245	0.1307	1.05	Rana_brain
TRINITY_DN134676_c2_g2_i2	NA	NA	0.150870875	0.300504351	Brain_mean	unbias	0.0722	0.1019	1.411	Rana_brain
TRINITY_DN134691_c0_g1_i1	NA	NA	-0.474748098	0.467419206	Brain_mean	unbias	0.0447	0.0809	1.8104	Rana_brain
TRINITY_DN134714_c3_g1_i2	echdc3-like	Chr03	-0.002501482	0.24384507	Brain_mean	unbias	0.032	0.0489	1.5295	Rana_brain
TRINITY_DN134717_c3_g1_i3	arr3	Chr08	0.511493811	0.411278959	Brain_mean	unbias	0.1522	0.1645	1.0807	Rana_brain
TRINITY_DN134726_c2_g5_i2	NA	NA	-0.098824108	0.334301209	Brain_mean	unbias	0.0946	0.0931	0.984	Rana_brain
TRINITY_DN134735_c2_g3_i2	tec	Chr01	0.208243331	0.391006979	G27_mean	unbias	0.0719	0.0542	0.7541	Rana_brain
TRINITY_DN134735_c4_g2_i4	ccdc64b	Chr09	-0.155581926	0.493436966	G23_mean	unbias	0.0961	0.0965	1.0036	Rana_brain
TRINITY_DN134774_c1_g2_i2	sars	Chr02	0.798300512	0.381697843	Liver_mean	unbias	0.1943	0.383	1.9714	Rana_brain
TRINITY_DN134781_c1_g12_i2	NA	NA	0.036067705	0.107021197	G27_mean	unbias	0.0357	0.0463	1.2969	Rana_brain
TRINITY_DN134789_c0_g2_i6	uggt1-like	Chr05	0.322507653	0.565838308	G23_mean	unbias	0.0749	0.1349	1.8018	Rana_brain
TRINITY_DN134790_c1_g1_i4	NA	NA	-0.162168502	0.190135194	G43_M_mean	unbias	0.0758	0.1134	1.4949	Rana_brain
TRINITY_DN134802_c8_g5_i2	NA	NA	0.198971259	0.208788467	G23_mean	unbias	0.064	0.1233	1.9269	Rana_brain
TRINITY_DN134824_c3_g6_i5	plxnd1	Chr04	-0.166036211	0.501112623	Ovary_mean	unbias	0.0794	0.1548	1.9479	Rana_brain
TRINITY_DN134829_c6_g2_i1	NA	NA	0.411723377	0.673632101	Brain_mean	unbias	0.0244	0.0462	1.8943	Rana_brain
TRINITY_DN134835_c6_g3_i1	NA	NA	-0.595644136	0.375395681	Liver_mean	unbias	0.0622	0.1196	1.9248	Rana_brain
TRINITY_DN134844_c1_g6_i1	NA	NA	-0.035308951	0.536601922	Brain_mean	unbias	0.0469	0.0893	1.9049	Rana_brain
TRINITY_DN134850_c2_g14_i1	NA	NA	0.189769245	0.221668362	Brain_mean	unbias	0.0826	0.1317	1.5939	Rana_brain
TRINITY_DN134873_c3_g2_i6	NA	NA	0.052095228	0.524614128	Brain_mean	unbias	0.2053	0.345	1.6807	Rana_brain
TRINITY_DN134877_c3_g1_i4	NA	NA	-1.48115506	0.567431617	Liver_mean	unbias	0.037	0.0685	1.8516	Rana_brain
TRINITY_DN134890_c1_g1_i1	NA	NA	-0.100296883	0.714703178	Brain_mean	unbias	0.0797	0.1194	1.4982	Rana_brain
TRINITY_DN134915_c0_g1_i2	NA	NA	0.034726309	0.29698631	Testis_mean	unbias	0.1256	0.1816	1.4459	Rana_brain
TRINITY_DN134924_c0_g2_i1	NA	NA	-0.436926688	0.511269222	G43_M_mean	unbias	0.2134	0.3664	1.7169	Rana_brain
TRINITY_DN134984_c0_g1_i1	NA	NA	-0.1029923	0.53496871	G46_M_mean	unbias	0.1267	0.2206	1.7406	Rana_brain
TRINITY_DN134987_c3_g1_i5	NA	NA	-0.13553044	0.402017405	Brain_mean	unbias	0.0505	0.0809	1.6017	Rana_brain
TRINITY_DN134998_c0_g3_i2	NA	NA	0.162762984	0.561130111	G46_M_mean	unbias	0.1289	0.2311	1.793	Rana_brain
TRINITY_DN135015_c6_g6_i1	cyth2	Chr10	0.057059084	0.306087776	Brain_mean	unbias	0.035	0.0409	1.1689	Rana_brain
TRINITY_DN135033_c2_g1_i1	NA	NA	0.065859768	0.228690658	Ovary_mean	unbias	0.0481	0.0533	1.1078	Rana_brain
TRINITY_DN135037_c6_g3_i7	LOC100485932	Chr05	0.121786379	0.467494091	Brain_mean	unbias	0.0056	0.0088	1.57	Rana_brain
TRINITY_DN135038_c3_g2_i1	NA	NA	-0.058058488	0.263526687	Brain_mean	unbias	0.008	0.0067	0.8483	Rana_brain
TRINITY_DN135062_c1_g1_i2	NA	NA	0.132403552	0.223450501	Ovary_mean	unbias	0.0258	0.0413	1.6004	Rana_brain
TRINITY_DN135063_c4_g1_i1	LOC100488348	Chr01	-0.030144492	0.429736669	Ovary_mean	unbias	0.0392	0.0704	1.7965	Rana_brain
TRINITY_DN135097_c0_g3_i1	gbe1-like	Chr02	-0.050654649	0.525074968	Brain_mean	unbias	0.0296	0.0399	1.3457	Rana_brain
TRINITY_DN135129_c0_g4_i2	NA	NA	-0.03004532	0.254105051	G23_mean	unbias	0.0085	0.0118	1.3859	Rana_brain
TRINITY_DN135150_c2_g1_i1	NA	NA	0.343091011	0.572806613	Brain_mean	unbias	0.0996	0.1559	1.5647	Rana_brain
TRINITY_DN135168_c1_g1_i7	NA	NA	0.201910535	0.364256219	G46_M_mean	unbias	0.0811	0.1298	1.6018	Rana_brain
TRINITY_DN135208_c0_g1_i4	NA	NA	0.237941631	0.230897332	G46_M_mean	unbias	0.0966	0.1687	1.747	Rana_brain
TRINITY_DN135210_c0_g3_i3	NA	NA	-0.3350889	0.296756624	G23_mean	unbias	0.082	0.1138	1.3882	Rana_brain
TRINITY_DN135216_c1_g1_i3	NA	NA	-0.156715565	0.411139179	Brain_mean	unbias	0.0766	0.078	1.0185	Rana_brain
TRINITY_DN135246_c1_g3_i4	spcs3	Chr01	0.013677526	0.395425709	Brain_mean	unbias	0.1593	0.1934	1.2139	Rana_brain
TRINITY_DN135247_c0_g4_i2	NA	NA	0.075453221	0.25686473	Ovary_mean	unbias	0.0478	0.0542	1.1354	Rana_brain
TRINITY_DN135255_c1_g1_i2	NA	NA	-0.019021191	0.203277271	Brain_mean	unbias	0.0031	0.0052	1.6533	Rana_brain
TRINITY_DN135270_c0_g2_i2	anxa1-like.1	Chr01	0.029043048	0.524920951	Brain_mean	unbias	0.0842	0.1228	1.4581	Rana_brain
TRINITY_DN135274_c8_g3_i1	NA	NA	-0.107330428	0.420585656	Liver_mean	unbias	0.1988	0.3216	1.6178	Rana_brain
TRINITY_DN135275_c0_g8_i2	dpt	Chr02	0.116541898	0.435138751	Ovary_mean	unbias	0.0292	0.0411	1.4091	Rana_brain
TRINITY_DN135276_c4_g1_i4	NA	NA	-0.014499382	0.382506516	Brain_mean	unbias	0.0418	0.0504	1.2061	Rana_brain
TRINITY_DN135300_c3_g1_i2	NA	NA	0.416782621	0.581599569	Liver_mean	unbias	0.0839	0.1229	1.4644	Rana_brain
TRINITY_DN135308_c2_g5_i1	NA	NA	-0.232833534	0.370191565	Brain_mean	unbias	0.0799	0.1413	1.7674	Rana_brain
TRINITY_DN135311_c1_g1_i4	NA	NA	-0.108635103	0.465374076	Brain_mean	unbias	0.0733	0.1128	1.538	Rana_brain
TRINITY_DN135322_c0_g2_i1	NA	NA	-0.074735385	0.296322204	Brain_mean	unbias	0.0347	0.0408	1.1753	Rana_brain
TRINITY_DN135324_c0_g1_i3	NA	NA	-0.050682993	0.38884522	Ovary_mean	unbias	0.0667	0.1156	1.732	Rana_brain
TRINITY_DN135333_c1_g3_i1	NA	NA	-0.256858126	0.716103667	Brain_mean	unbias	0.0246	0.0233	0.9475	Rana_brain
TRINITY_DN135337_c5_g4_i2	NA	NA	-0.042747009	0.082911822	G27_mean	unbias	0.1236	0.13	1.0517	Rana_brain
TRINITY_DN135346_c0_g1_i2	tmem98	Chr10	-0.071929843	0.702446636	Brain_mean	unbias	0.0634	0.0667	1.0519	Rana_brain
TRINITY_DN135388_c0_g1_i1	LOC100487311-like	Chr08	0.415406936	0.484551755	Brain_mean	unbias	0.0385	0.0409	1.063	Rana_brain
TRINITY_DN135395_c0_g1_i7	NA	NA	0.027836661	0.671879991	Brain_mean	unbias	0.0235	0.0288	1.2276	Rana_brain
TRINITY_DN135424_c2_g12_i1	NA	NA	-0.18196706	0.265373061	Ovary_mean	unbias	0.0759	0.0915	1.2057	Rana_brain
TRINITY_DN135426_c7_g1_i1	NA	NA	0.039905414	0.208646883	Ovary_mean	unbias	0.0829	0.1372	1.6544	Rana_brain
TRINITY_DN135447_c0_g1_i1	NA	NA	0.217025324	0.266973338	G23_mean	unbias	0.0467	0.0602	1.2894	Rana_brain
TRINITY_DN135454_c0_g10_i2	NA	NA	-0.197622259	0.26215251	Ovary_mean	unbias	0.0644	0.1188	1.8446	Rana_brain
TRINITY_DN135491_c5_g1_i2	NA	NA	0.057325936	0.314275841	Brain_mean	unbias	0.1117	0.1308	1.1706	Rana_brain
TRINITY_DN135499_c8_g1_i2	NA	NA	0.12190883	0.459683114	Ovary_mean	unbias	0.0476	0.0674	1.4151	Rana_brain
TRINITY_DN135508_c5_g1_i1	irf2bp2	Chr05	0.074316523	0.371430798	Ovary_mean	unbias	0.0726	0.0912	1.2567	Rana_brain
TRINITY_DN135511_c9_g3_i2	NA	NA	0.015847869	0.186357835	Ovary_mean	unbias	0.001	0.0007	0.6854	Rana_brain
TRINITY_DN135515_c5_g1_i1	NA	NA	-0.256667975	0.226398291	G43_M_mean	unbias	0.1519	0.2169	1.4281	Rana_brain
TRINITY_DN135520_c6_g7_i1	c9orf117	Chr04	-0.038247407	0.624604725	Brain_mean	unbias	0.0103	0.0158	1.532	Rana_brain
TRINITY_DN135523_c2_g3_i1	NA	NA	-0.063393959	0.323602601	Brain_mean	unbias	0.1301	0.2457	1.8885	Rana_brain
TRINITY_DN135527_c0_g2_i2	NA	NA	0.066587529	0.527577954	Testis_mean	unbias	0.1844	0.2689	1.4581	Rana_brain
