gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	ID	tau	tissue
TRINITY_DN135860_c1_g1_i3	NA	NA	NA	NA	4.639326387	-1.001037101	0.000700619	0.004968478	TRINITY_DN135860_c1_g1_i3	0.275879329727046	Ovary_mean
TRINITY_DN135870_c1_g2_i5	NA	NA	NA	NA	3.709982827	-1.251636061	0.000333331	0.002589725	TRINITY_DN135870_c1_g2_i5	0.459250394739138	Ovary_mean
TRINITY_DN135882_c0_g2_i1	ide	Chr07	17348073	17348073	5.06005331	-1.805004908	5.85E-10	1.20E-08	TRINITY_DN135882_c0_g2_i1	0.536938380883555	Ovary_mean
TRINITY_DN135909_c0_g1_i1	syt16-like	Chr08	81613253	81613253	2.177439726	-1.541713567	0.000202038	0.001638178	TRINITY_DN135909_c0_g1_i1	0.364185365566052	Ovary_mean
TRINITY_DN135914_c0_g2_i1	schip1	Chr05	103619819	103619819	3.819495291	-9.545379962	3.78E-37	4.68E-35	TRINITY_DN135914_c0_g2_i1	0.905054976112857	Ovary_mean
TRINITY_DN135947_c1_g1_i1	NA	NA	NA	NA	4.977707095	-6.371199466	3.98E-13	1.18E-11	TRINITY_DN135947_c1_g1_i1	0.812153667961549	Ovary_mean
TRINITY_DN135948_c0_g1_i3	NA	NA	NA	NA	7.170545897	-1.072674669	0.002288553	0.014041525	TRINITY_DN135948_c0_g1_i3	0.217817000954665	Ovary_mean
TRINITY_DN135954_c9_g4_i1	NA	NA	NA	NA	4.546763011	-1.870839798	2.36E-08	3.90E-07	TRINITY_DN135954_c9_g4_i1	0.320251405077625	Ovary_mean
TRINITY_DN135954_c9_g5_i1	NA	NA	NA	NA	1.405170336	-2.33662518	7.98E-05	0.000710357	TRINITY_DN135954_c9_g5_i1	0.56029107961887	Testis_mean
TRINITY_DN135958_c0_g1_i1	NA	NA	NA	NA	4.34942764	-1.541330036	1.99E-06	2.45E-05	TRINITY_DN135958_c0_g1_i1	0.374124141836427	Testis_mean
TRINITY_DN135961_c4_g1_i1	NA	NA	NA	NA	6.851778446	-1.708590841	1.86E-07	2.70E-06	TRINITY_DN135961_c4_g1_i1	0.289801704350971	Ovary_mean
TRINITY_DN135970_c0_g1_i2	pus7	Chr03	67530666	67530666	3.77261172	-3.872188037	8.57E-19	4.27E-17	TRINITY_DN135970_c0_g1_i2	0.625495210910506	Ovary_mean
TRINITY_DN135986_c0_g2_i1	NA	NA	NA	NA	2.064440446	-2.713648755	2.42E-07	3.46E-06	TRINITY_DN135986_c0_g2_i1	0.743421371968661	Ovary_mean
TRINITY_DN135986_c1_g1_i2	LOC100486779	Chr05	124407944	124407944	2.780791728	-1.229459008	0.001636012	0.010494797	TRINITY_DN135986_c1_g1_i2	0.544659672506416	Ovary_mean
TRINITY_DN135989_c2_g1_i1	NA	NA	NA	NA	3.310051043	-1.691875525	1.85E-05	0.000188506	TRINITY_DN135989_c2_g1_i1	0.353646981540849	G46_F_mean
TRINITY_DN135997_c0_g1_i1	NA	NA	NA	NA	3.570183396	-1.172492144	0.00116365	0.007770442	TRINITY_DN135997_c0_g1_i1	0.427701577785033	Ovary_mean
TRINITY_DN135998_c1_g3_i1	NA	NA	NA	NA	0.506564712	-1.385218288	0.008163576	0.04078681	TRINITY_DN135998_c1_g3_i1	0.421694874341297	G46_F_mean
TRINITY_DN135999_c2_g7_i2	LOC101731170	Chr03	131687981	131687981	3.807186405	-2.257880615	8.71E-11	2.02E-09	TRINITY_DN135999_c2_g7_i2	0.511307904179543	Ovary_mean
TRINITY_DN136015_c0_g2_i1	NA	NA	NA	NA	1.39849329	-2.253965247	5.82E-05	0.000537711	TRINITY_DN136015_c0_g2_i1	0.543005323341643	Ovary_mean
TRINITY_DN136018_c4_g2_i7	NA	NA	NA	NA	4.075170295	-2.036929995	6.47E-10	1.32E-08	TRINITY_DN136018_c4_g2_i7	0.412107583666434	Ovary_mean
TRINITY_DN136034_c0_g1_i4	NA	NA	NA	NA	2.838580486	-3.214131941	6.06E-12	1.58E-10	TRINITY_DN136034_c0_g1_i4	0.733694188288167	Ovary_mean
TRINITY_DN136034_c0_g2_i1	znf319	Chr04	27889132	27889132	0.861587525	-3.26369169	2.60E-05	0.000256757	TRINITY_DN136034_c0_g2_i1	0.731669209176609	Ovary_mean
TRINITY_DN136036_c1_g1_i1	NA	NA	NA	NA	4.210434136	-2.354138336	1.05E-12	3.02E-11	TRINITY_DN136036_c1_g1_i1	0.554670712503603	Ovary_mean
TRINITY_DN136036_c1_g2_i2	NA	NA	NA	NA	0.459423329	-2.303842851	0.000203416	0.001648275	TRINITY_DN136036_c1_g2_i2	0.831935286210103	Ovary_mean
TRINITY_DN136052_c0_g1_i3	NA	NA	NA	NA	3.772309019	-2.228566327	5.90E-10	1.21E-08	TRINITY_DN136052_c0_g1_i3	0.584914319543947	Ovary_mean
TRINITY_DN136052_c0_g2_i1	NA	NA	NA	NA	3.450953014	-2.372054355	4.52E-10	9.47E-09	TRINITY_DN136052_c0_g2_i1	0.547671020839427	Ovary_mean
TRINITY_DN136052_c0_g3_i1	NA	NA	NA	NA	2.555358474	-1.782685367	7.31E-06	8.04E-05	TRINITY_DN136052_c0_g3_i1	0.509348598366859	Ovary_mean
TRINITY_DN136054_c1_g1_i2	Xetrov90028034m	scaffold_316	172984	172984	3.37927069	-3.830313544	1.24E-15	4.71E-14	TRINITY_DN136054_c1_g1_i2	0.684258680160619	Ovary_mean
TRINITY_DN136054_c1_g2_i1	NA	NA	NA	NA	2.092453076	-5.204091717	5.09E-19	2.57E-17	TRINITY_DN136054_c1_g2_i1	0.758842596494766	Ovary_mean
TRINITY_DN136055_c0_g1_i2	NA	NA	NA	NA	5.882187758	-5.182679652	1.21E-39	1.68E-37	TRINITY_DN136055_c0_g1_i2	0.650456720178256	Testis_mean
TRINITY_DN136055_c0_g2_i1	tnrc6b-like	Chr04	111289037	111289037	1.411177529	-3.7893793	1.13E-11	2.86E-10	TRINITY_DN136055_c0_g2_i1	0.591393776746435	Testis_mean
TRINITY_DN136061_c8_g1_i2	NA	NA	NA	NA	3.612544378	-1.769045543	5.89E-05	0.000542602	TRINITY_DN136061_c8_g1_i2	0.506845194666505	Brain_mean
TRINITY_DN136063_c1_g1_i1	NA	NA	NA	NA	5.611935177	-2.141482767	4.95E-12	1.30E-10	TRINITY_DN136063_c1_g1_i1	0.319252301359711	Ovary_mean
TRINITY_DN136063_c1_g2_i1	NA	NA	NA	NA	6.057958931	-1.175305385	0.000445681	0.003333053	TRINITY_DN136063_c1_g2_i1	0.261312391294133	Testis_mean
TRINITY_DN136102_c1_g2_i1	NA	NA	NA	NA	5.690085785	-1.019565728	0.0012595	0.008314766	TRINITY_DN136102_c1_g2_i1	0.405095780507158	Testis_mean
TRINITY_DN136119_c4_g5_i12	csrp1	Chr02	76975644	76975644	1.321915385	-1.325587851	0.004193235	0.023422953	TRINITY_DN136119_c4_g5_i12	0.521821532794403	Brain_mean
TRINITY_DN136128_c0_g4_i1	NA	NA	NA	NA	4.264576138	-2.064157276	2.26E-10	4.94E-09	TRINITY_DN136128_c0_g4_i1	0.392835278871998	Ovary_mean
TRINITY_DN136143_c5_g5_i5	NA	NA	NA	NA	4.080522849	-1.789044094	1.56E-07	2.29E-06	TRINITY_DN136143_c5_g5_i5	0.462488405311858	Ovary_mean
TRINITY_DN136144_c9_g5_i1	NA	NA	NA	NA	0.202941961	-2.238056917	0.000177452	0.001458268	TRINITY_DN136144_c9_g5_i1	0.665665652647896	Liver_mean
TRINITY_DN136157_c1_g2_i1	NA	NA	NA	NA	3.954750125	-2.001573454	1.88E-07	2.72E-06	TRINITY_DN136157_c1_g2_i1	0.478575145278751	Ovary_mean
TRINITY_DN136158_c6_g3_i1	NA	NA	NA	NA	5.265365482	-2.280689695	2.56E-14	8.54E-13	TRINITY_DN136158_c6_g3_i1	0.468327536996613	Ovary_mean
TRINITY_DN136163_c1_g1_i1	NA	NA	NA	NA	3.340585274	-2.180836385	1.41E-08	2.43E-07	TRINITY_DN136163_c1_g1_i1	0.605931927874815	Ovary_mean
TRINITY_DN136167_c0_g1_i1	camlg-like	Chr03	17159051	17159051	5.696467817	-4.202184784	2.33E-32	2.50E-30	TRINITY_DN136167_c0_g1_i1	0.72244081969884	Ovary_mean
TRINITY_DN136180_c0_g1_i2	NA	NA	NA	NA	4.155143652	-2.051967236	2.92E-09	5.53E-08	TRINITY_DN136180_c0_g1_i2	0.435275584040444	Ovary_mean
TRINITY_DN136182_c0_g2_i3	Xetrov90021170m	Chr08	62609795	62609795	4.31372284	-1.188360733	0.001267239	0.008354797	TRINITY_DN136182_c0_g2_i3	0.293752048180544	G46_F_mean
TRINITY_DN136189_c1_g1_i5	mtrf1	Chr02	129102323	129102323	2.292192802	-4.748772168	1.15E-19	6.06E-18	TRINITY_DN136189_c1_g1_i5	0.531181141074107	Testis_mean
TRINITY_DN136189_c1_g3_i2	NA	NA	NA	NA	4.202363195	-4.377582895	1.38E-18	6.74E-17	TRINITY_DN136189_c1_g3_i2	0.528174353473798	Testis_mean
TRINITY_DN136194_c0_g2_i1	NA	NA	NA	NA	3.956683273	-1.032428313	0.003663129	0.020949805	TRINITY_DN136194_c0_g2_i1	0.462917290300747	Testis_mean
TRINITY_DN136200_c5_g6_i1	NA	NA	NA	NA	3.571142678	-2.409038141	1.74E-10	3.87E-09	TRINITY_DN136200_c5_g6_i1	0.607401353402155	Ovary_mean
TRINITY_DN136213_c2_g1_i6	NA	NA	NA	NA	3.003442444	-1.257485067	0.000734585	0.005185758	TRINITY_DN136213_c2_g1_i6	0.286999932137127	Testis_mean
TRINITY_DN136213_c2_g2_i1	NA	NA	NA	NA	1.635804991	-1.45486857	0.001833186	0.011575059	TRINITY_DN136213_c2_g2_i1	0.249219653564711	Ovary_mean
TRINITY_DN136216_c2_g1_i1	NA	NA	NA	NA	4.056252145	-1.322571197	0.006587697	0.034101616	TRINITY_DN136216_c2_g1_i1	0.248363914667315	Testis_mean
TRINITY_DN136221_c4_g1_i1	NA	NA	NA	NA	5.641591552	-1.117823726	0.000157189	0.001306817	TRINITY_DN136221_c4_g1_i1	0.337449674464663	Ovary_mean
TRINITY_DN136232_c1_g2_i1	NA	NA	NA	NA	3.674295222	-1.639865119	2.85E-06	3.41E-05	TRINITY_DN136232_c1_g2_i1	0.584568980482315	Ovary_mean
TRINITY_DN136237_c11_g5_i1	NA	NA	NA	NA	7.251093308	-2.076336637	0.00680188	0.035007364	TRINITY_DN136237_c11_g5_i1	0.677768356976366	G31_mean
TRINITY_DN136252_c8_g2_i1	NA	NA	NA	NA	4.493739289	-4.177366707	6.05E-31	6.13E-29	TRINITY_DN136252_c8_g2_i1	0.652825122979846	Ovary_mean
TRINITY_DN136257_c1_g4_i6	NA	NA	NA	NA	2.623592273	-1.503113281	0.000149516	0.001251371	TRINITY_DN136257_c1_g4_i6	0.408028066618946	Ovary_mean
TRINITY_DN136301_c4_g11_i2	NA	NA	NA	NA	1.379629217	-1.363702666	0.003411831	0.019757251	TRINITY_DN136301_c4_g11_i2	0.290645353457803	Testis_mean
TRINITY_DN136301_c4_g26_i1	gal.2	Chr07	104595194	104595194	1.768897518	-1.30319535	0.002525573	0.015326108	TRINITY_DN136301_c4_g26_i1	0.294558634316056	Testis_mean
TRINITY_DN136330_c1_g1_i2	NA	NA	NA	NA	4.727365271	-4.025645425	9.65E-26	7.34E-24	TRINITY_DN136330_c1_g1_i2	0.505848511671677	Ovary_mean
TRINITY_DN136341_c3_g1_i2	NA	NA	NA	NA	4.18019108	-1.247882945	6.68E-05	0.000605989	TRINITY_DN136341_c3_g1_i2	0.297327449430593	Ovary_mean
TRINITY_DN136344_c2_g1_i1	NA	NA	NA	NA	4.466610341	-2.450049448	7.22E-14	2.29E-12	TRINITY_DN136344_c2_g1_i1	0.45298443830745	Ovary_mean
TRINITY_DN136353_c2_g4_i1	NA	NA	NA	NA	3.344958577	-1.841325932	1.39E-06	1.76E-05	TRINITY_DN136353_c2_g4_i1	0.788413491547198	Ovary_mean
TRINITY_DN136381_c0_g2_i1	NA	NA	NA	NA	2.01600035	-1.803739495	0.000425778	0.003199558	TRINITY_DN136381_c0_g2_i1	0.5604494426226	Ovary_mean
TRINITY_DN136381_c0_g3_i4	NA	NA	NA	NA	4.184558436	-1.350272672	0.00011957	0.001021653	TRINITY_DN136381_c0_g3_i4	0.540012629581213	Ovary_mean
TRINITY_DN136384_c1_g1_i1	NA	NA	NA	NA	0.078185185	-1.785167323	0.001580566	0.010160027	TRINITY_DN136384_c1_g1_i1	0.775611473458585	Brain_mean
TRINITY_DN136406_c5_g2_i1	NA	NA	NA	NA	6.089083272	-1.098856282	0.000308588	0.002414965	TRINITY_DN136406_c5_g2_i1	0.238173879746724	Brain_mean
TRINITY_DN136425_c0_g4_i2	NA	NA	NA	NA	2.324389948	-1.350367101	0.000635021	0.004568234	TRINITY_DN136425_c0_g4_i2	0.381034200643911	Ovary_mean
TRINITY_DN136425_c0_g6_i1	rbm34	Chr10	3802487	3802487	3.005465398	-1.068120654	0.00346212	0.020002023	TRINITY_DN136425_c0_g6_i1	0.383195131580779	Ovary_mean
TRINITY_DN136470_c8_g8_i1	NA	NA	NA	NA	4.965700142	-1.651352109	1.01E-07	1.53E-06	TRINITY_DN136470_c8_g8_i1	0.284071865321551	Ovary_mean
TRINITY_DN136479_c9_g6_i2	NA	NA	NA	NA	1.332816469	-1.972156167	8.13E-05	0.000722165	TRINITY_DN136479_c9_g6_i2	0.511484912782634	Ovary_mean
TRINITY_DN136486_c0_g2_i1	NA	NA	NA	NA	2.443741685	-2.342139834	4.55E-07	6.23E-06	TRINITY_DN136486_c0_g2_i1	0.455485744940807	Ovary_mean
TRINITY_DN136496_c6_g1_i1	NA	NA	NA	NA	2.623232518	-3.761735518	1.81E-17	8.00E-16	TRINITY_DN136496_c6_g1_i1	0.619935010445786	Ovary_mean
TRINITY_DN136509_c10_g1_i1	NA	NA	NA	NA	4.850547037	-2.485455148	1.23E-15	4.66E-14	TRINITY_DN136509_c10_g1_i1	0.588740591120532	Ovary_mean
TRINITY_DN136525_c2_g1_i1	osbpl6-like	Chr09	59061971	59061971	2.186937152	-1.509681173	0.000869733	0.006012201	TRINITY_DN136525_c2_g1_i1	0.489593772750747	Ovary_mean
TRINITY_DN136525_c2_g5_i1	NA	NA	NA	NA	3.065228682	-2.299607054	3.10E-07	4.35E-06	TRINITY_DN136525_c2_g5_i1	0.484083375478217	Ovary_mean
TRINITY_DN136526_c4_g4_i1	NA	NA	NA	NA	5.361025495	-4.57870979	2.02E-40	2.95E-38	TRINITY_DN136526_c4_g4_i1	0.618908835962285	Ovary_mean
TRINITY_DN136529_c1_g1_i7	NA	NA	NA	NA	9.969811479	-6.027423597	2.44E-30	2.38E-28	TRINITY_DN136529_c1_g1_i7	0.479250222878723	Ovary_mean
TRINITY_DN136529_c1_g2_i1	NA	NA	NA	NA	6.793448631	-5.443477404	3.28E-36	3.92E-34	TRINITY_DN136529_c1_g2_i1	0.544306102904559	Ovary_mean
TRINITY_DN136541_c2_g3_i1	NA	NA	NA	NA	0.952343327	-1.999427233	0.001198166	0.007968921	TRINITY_DN136541_c2_g3_i1	0.360195255366107	G23_mean
TRINITY_DN136563_c5_g1_i2	NA	NA	NA	NA	3.145177528	-4.122383735	3.13E-20	1.72E-18	TRINITY_DN136563_c5_g1_i2	0.611322806411373	Brain_mean
TRINITY_DN136564_c14_g8_i1	recql4	scaffold_857	1078	1078	4.87431778	-2.081817329	1.78E-10	3.95E-09	TRINITY_DN136564_c14_g8_i1	0.458304138347905	Ovary_mean
TRINITY_DN136585_c0_g1_i3	NA	NA	NA	NA	3.73921333	-1.205471973	0.000517737	0.003811359	TRINITY_DN136585_c0_g1_i3	0.533835136970307	Ovary_mean
TRINITY_DN136609_c4_g1_i3	NA	NA	NA	NA	5.521568368	-1.313633284	2.67E-05	0.00026292	TRINITY_DN136609_c4_g1_i3	0.286781318702956	Ovary_mean
TRINITY_DN136615_c4_g4_i1	NA	NA	NA	NA	6.168981679	-1.389227648	9.92E-06	0.000106559	TRINITY_DN136615_c4_g4_i1	0.352154384462396	Ovary_mean
TRINITY_DN136663_c13_g1_i1	fmo3	Chr04	97624423	97624423	6.936171715	-12.28218665	4.00E-97	1.66E-93	TRINITY_DN136663_c13_g1_i1	0.832391742487457	Ovary_mean
TRINITY_DN136670_c26_g1_i1	NA	NA	NA	NA	2.722961116	-2.127948172	1.22E-06	1.56E-05	TRINITY_DN136670_c26_g1_i1	0.524697908308817	Ovary_mean
TRINITY_DN136699_c6_g5_i2	NA	NA	NA	NA	1.573020613	-10.45009409	2.38E-21	1.39E-19	TRINITY_DN136699_c6_g5_i2	0.93829106880494	Ovary_mean
TRINITY_DN136699_c6_g7_i1	gstt1-like.1	Chr01	144513755	144513755	1.185068515	-3.912764152	3.02E-11	7.34E-10	TRINITY_DN136699_c6_g7_i1	0.890318563972714	Ovary_mean
TRINITY_DN136713_c11_g1_i2	NA	NA	NA	NA	1.54753211	-2.362837193	1.11E-06	1.44E-05	TRINITY_DN136713_c11_g1_i2	0.344868970807722	Testis_mean
TRINITY_DN136725_c7_g1_i1	NA	NA	NA	NA	3.645191049	-1.218358715	0.000421483	0.003176097	TRINITY_DN136725_c7_g1_i1	0.302746279527967	Testis_mean
TRINITY_DN136745_c34_g3_i2	NA	NA	NA	NA	3.461914088	-1.970373538	4.14E-08	6.64E-07	TRINITY_DN136745_c34_g3_i2	0.387509668491013	Ovary_mean
TRINITY_DN13815_c0_g2_i1	NA	NA	NA	NA	0.990049424	-2.160495457	0.00119618	0.007957837	TRINITY_DN13815_c0_g2_i1	0.54558869028958	Ovary_mean
TRINITY_DN13821_c0_g2_i1	NA	NA	NA	NA	2.716136147	-1.194984587	0.004702542	0.025760182	TRINITY_DN13821_c0_g2_i1	0.326532712333275	Testis_mean
TRINITY_DN139195_c0_g1_i1	rgma	Chr03	102577849	102577849	1.328840881	-1.298969948	0.006194183	0.032394446	TRINITY_DN139195_c0_g1_i1	0.342939330074946	G46_F_mean
TRINITY_DN140343_c0_g1_i1	kiaa1524	Chr02	100067652	100067652	0.343015474	-4.41198045	4.04E-11	9.67E-10	TRINITY_DN140343_c0_g1_i1	0.821146536125104	Ovary_mean
TRINITY_DN14037_c0_g1_i1	gatm	Chr03	95148390	95148390	5.348845226	-2.091483785	2.41E-12	6.59E-11	TRINITY_DN14037_c0_g1_i1	0.33223323509057	Ovary_mean
TRINITY_DN141154_c0_g1_i1	NA	NA	NA	NA	1.676266087	-2.011319495	0.006157691	0.032244168	TRINITY_DN141154_c0_g1_i1	0.379695660303116	Ovary_mean
TRINITY_DN14300_c0_g2_i1	NA	NA	NA	NA	3.996694297	-2.42346391	4.02E-13	1.20E-11	TRINITY_DN14300_c0_g2_i1	0.50805085898771	Ovary_mean
TRINITY_DN145884_c0_g1_i1	NA	NA	NA	NA	2.660637182	-1.283228066	0.000697211	0.004947126	TRINITY_DN145884_c0_g1_i1	0.288983354513698	G46_F_mean
TRINITY_DN149060_c0_g1_i1	NA	NA	NA	NA	0.002230396	-2.05084071	0.010006428	0.048328878	TRINITY_DN149060_c0_g1_i1	0.566284200084729	Testis_mean
TRINITY_DN151109_c0_g1_i1	NA	NA	NA	NA	4.721923831	-1.772728371	2.97E-09	5.60E-08	TRINITY_DN151109_c0_g1_i1	0.339212345525193	Ovary_mean
TRINITY_DN151167_c0_g2_i1	NA	NA	NA	NA	1.439999823	-1.628558137	0.001407355	0.009150375	TRINITY_DN151167_c0_g2_i1	0.489737869254811	G46_F_mean
TRINITY_DN151548_c0_g1_i1	c12orf45	Chr03	40721242	40721242	6.391170494	-10.39733586	7.02E-89	5.84E-86	TRINITY_DN151548_c0_g1_i1	0.843164394610993	Ovary_mean
TRINITY_DN151741_c0_g1_i1	NA	NA	NA	NA	4.738147567	-13.6230719	3.81E-83	2.44E-80	TRINITY_DN151741_c0_g1_i1	0.86721288366513	Ovary_mean
TRINITY_DN152467_c0_g1_i1	NA	NA	NA	NA	2.871922556	-1.815385522	1.38E-06	1.75E-05	TRINITY_DN152467_c0_g1_i1	0.493665067900933	Ovary_mean
TRINITY_DN159629_c0_g1_i1	LOC100485269	Chr03	112449968	112449968	0.666066883	-9.51033551	2.62E-18	1.25E-16	TRINITY_DN159629_c0_g1_i1	0.868469943544895	Ovary_mean
TRINITY_DN16069_c0_g1_i1	NA	NA	NA	NA	0.280582675	-2.037840513	0.001757547	0.011153941	TRINITY_DN16069_c0_g1_i1	0.656220229975087	Ovary_mean
TRINITY_DN164868_c0_g1_i1	NA	NA	NA	NA	5.389057204	-2.266215329	0.00118928	0.007916154	TRINITY_DN164868_c0_g1_i1	0.756595705406898	G31_mean
TRINITY_DN164909_c0_g1_i1	NA	NA	NA	NA	7.138243042	-8.391223661	1.85E-46	3.10E-44	TRINITY_DN164909_c0_g1_i1	0.731569053375156	Ovary_mean
TRINITY_DN165014_c0_g1_i1	NA	NA	NA	NA	5.796573147	-1.539091091	0.000346472	0.002675347	TRINITY_DN165014_c0_g1_i1	0.666221790365781	Ovary_mean
TRINITY_DN165190_c0_g1_i1	NA	NA	NA	NA	4.66486348	-10.89538132	2.24E-75	9.82E-73	TRINITY_DN165190_c0_g1_i1	0.842662576657083	Ovary_mean
TRINITY_DN165645_c0_g1_i1	NA	NA	NA	NA	2.803741952	-2.514273202	3.61E-10	7.68E-09	TRINITY_DN165645_c0_g1_i1	0.457165472499475	Ovary_mean
TRINITY_DN166265_c0_g1_i1	NA	NA	NA	NA	0.276136547	-2.28050602	0.000311275	0.002432174	TRINITY_DN166265_c0_g1_i1	0.429184547625224	G27_mean
TRINITY_DN166349_c0_g1_i1	pm20d1	Chr02	65204198	65204198	1.039221389	-6.394327987	3.09E-15	1.13E-13	TRINITY_DN166349_c0_g1_i1	0.850245376583672	G46_F_mean
TRINITY_DN166410_c0_g1_i1	NA	NA	NA	NA	3.218671071	-4.195605595	1.74E-22	1.10E-20	TRINITY_DN166410_c0_g1_i1	0.686391103560614	Ovary_mean
TRINITY_DN167771_c0_g1_i1	ksr1	Chr02	101293314	101293314	0.653768051	-2.559392076	1.51E-05	0.000156933	TRINITY_DN167771_c0_g1_i1	0.519671327714964	Ovary_mean
TRINITY_DN168935_c0_g1_i1	NA	NA	NA	NA	1.361347223	-1.28977945	0.008167143	0.040796457	TRINITY_DN168935_c0_g1_i1	0.349171935775603	Ovary_mean
TRINITY_DN17174_c0_g1_i1	NA	NA	NA	NA	2.43088403	-5.728014284	5.22E-28	4.60E-26	TRINITY_DN17174_c0_g1_i1	0.865146451454695	Ovary_mean
TRINITY_DN17632_c0_g1_i1	NA	NA	NA	NA	3.30461871	-1.183514823	0.001734388	0.011026603	TRINITY_DN17632_c0_g1_i1	0.362260083456634	Ovary_mean
TRINITY_DN179317_c0_g1_i1	Xetrov90012209m	Chr04	102030167	102030167	4.189109307	-1.42777216	6.78E-05	0.00061334	TRINITY_DN179317_c0_g1_i1	0.439086900992757	Ovary_mean
TRINITY_DN179608_c0_g1_i1	amfr	Chr04	54247525	54247525	1.941078079	-1.325438124	0.003157715	0.018500484	TRINITY_DN179608_c0_g1_i1	0.378715880275447	Ovary_mean
TRINITY_DN179676_c0_g1_i1	NA	NA	NA	NA	4.993192104	-1.459108137	1.91E-06	2.37E-05	TRINITY_DN179676_c0_g1_i1	0.344036383416695	Ovary_mean
TRINITY_DN180067_c0_g1_i1	NA	NA	NA	NA	1.061956791	-2.361874162	0.001660133	0.010627664	TRINITY_DN180067_c0_g1_i1	0.741674885679075	G27_mean
TRINITY_DN181076_c0_g1_i1	NA	NA	NA	NA	3.503310808	-4.788743062	6.20E-25	4.42E-23	TRINITY_DN181076_c0_g1_i1	0.781772069612558	Ovary_mean
TRINITY_DN18217_c1_g1_i1	NA	NA	NA	NA	4.816220533	-1.196553961	6.10E-05	0.000559153	TRINITY_DN18217_c1_g1_i1	0.332000976145725	Ovary_mean
TRINITY_DN18341_c0_g1_i1	casq1	Chr08	114836960	114836960	0.492495153	-1.431103806	0.008823727	0.043430866	TRINITY_DN18341_c0_g1_i1	0.318342827350009	G46_F_mean
TRINITY_DN184690_c0_g1_i1	NA	NA	NA	NA	2.799853146	-1.434456342	0.00027673	0.002181391	TRINITY_DN184690_c0_g1_i1	0.27505432625316	G46_F_mean
TRINITY_DN18737_c0_g1_i1	NA	NA	NA	NA	2.493585323	-1.711106599	0.001833871	0.011576455	TRINITY_DN18737_c0_g1_i1	0.697991615257805	G27_mean
TRINITY_DN2050_c0_g1_i1	NA	NA	NA	NA	2.702880117	-2.222192825	2.64E-07	3.75E-06	TRINITY_DN2050_c0_g1_i1	0.558415843651128	Ovary_mean
TRINITY_DN207462_c0_g1_i1	NA	NA	NA	NA	2.760420695	-1.304417926	0.002725183	0.016338649	TRINITY_DN207462_c0_g1_i1	0.529212523313345	Ovary_mean
TRINITY_DN207920_c0_g1_i1	NA	NA	NA	NA	3.083589217	-1.438655197	0.000127312	0.001080401	TRINITY_DN207920_c0_g1_i1	0.474696361851701	Testis_mean
TRINITY_DN208442_c0_g1_i1	morf4l1	Chr03	116099861	116099861	1.648008736	-2.571483325	7.16E-08	1.11E-06	TRINITY_DN208442_c0_g1_i1	0.627582890130682	Ovary_mean
TRINITY_DN208554_c0_g1_i1	NA	NA	NA	NA	6.285689591	-11.37191644	3.57E-92	3.87E-89	TRINITY_DN208554_c0_g1_i1	0.779861152343956	Ovary_mean
TRINITY_DN209501_c0_g1_i1	NA	NA	NA	NA	6.246560824	-2.233185032	6.03E-11	1.42E-09	TRINITY_DN209501_c0_g1_i1	0.265110201834879	Ovary_mean
TRINITY_DN209603_c0_g1_i1	NA	NA	NA	NA	5.536205928	-1.894473664	7.19E-10	1.46E-08	TRINITY_DN209603_c0_g1_i1	0.462769957914399	Ovary_mean
TRINITY_DN209718_c0_g1_i1	NA	NA	NA	NA	5.379831448	-1.556185429	3.25E-06	3.82E-05	TRINITY_DN209718_c0_g1_i1	0.235568565562855	Ovary_mean
TRINITY_DN214148_c0_g1_i1	NA	NA	NA	NA	2.06139721	-1.728999741	0.000228061	0.001830139	TRINITY_DN214148_c0_g1_i1	0.531141526878425	G23_mean
TRINITY_DN21737_c0_g1_i1	NA	NA	NA	NA	1.023723335	-3.338342671	4.84E-09	8.96E-08	TRINITY_DN21737_c0_g1_i1	0.574361749920965	Ovary_mean
TRINITY_DN219526_c0_g1_i1	NA	NA	NA	NA	1.090797307	-2.235299817	2.22E-05	0.000222219	TRINITY_DN219526_c0_g1_i1	0.463721522963116	G46_F_mean
TRINITY_DN22400_c0_g2_i1	NA	NA	NA	NA	2.99564396	-1.526634757	9.42E-05	0.000825888	TRINITY_DN22400_c0_g2_i1	0.452036156268596	Ovary_mean
TRINITY_DN22908_c0_g1_i1	NA	NA	NA	NA	1.732695147	-1.269597139	0.00679483	0.034978299	TRINITY_DN22908_c0_g1_i1	0.70701414152472	Ovary_mean
TRINITY_DN23317_c0_g1_i1	NA	NA	NA	NA	2.560383386	-2.533752334	3.82E-08	6.15E-07	TRINITY_DN23317_c0_g1_i1	0.672916075791117	G46_F_mean
TRINITY_DN23385_c0_g2_i1	NA	NA	NA	NA	3.1994612	-2.801422705	4.43E-07	6.07E-06	TRINITY_DN23385_c0_g2_i1	0.710299616505726	Ovary_mean
TRINITY_DN25151_c0_g2_i1	NA	NA	NA	NA	0.652961238	-2.968254399	5.26E-06	5.99E-05	TRINITY_DN25151_c0_g2_i1	0.808710147043231	Ovary_mean
TRINITY_DN25500_c0_g1_i1	NA	NA	NA	NA	1.015550753	-2.128851917	0.000119926	0.001024342	TRINITY_DN25500_c0_g1_i1	0.62140902535985	Ovary_mean
