chr	chrid	trans	dNdS	dN	dS				
Auto	Auto	TRINITY_DN131327_c3_g5_i1	0.0212	0.0352	1.6615				
Auto	Auto	TRINITY_DN126577_c0_g1_i1	0.0886	0.1473	1.6618				
Auto	Auto	TRINITY_DN114294_c0_g1_i1	0.0956	0.1588	1.662				
Auto	Auto	TRINITY_DN135130_c8_g1_i4	0.1365	0.2269	1.6621				
Auto	Auto	TRINITY_DN111236_c0_g1_i1	0.0342	0.0568	1.6622				
Auto	Auto	TRINITY_DN134144_c0_g1_i1	0.1131	0.1879	1.6622				
Auto	Auto	TRINITY_DN121291_c0_g1_i1	0.1908	0.3173	1.6624				
Auto	Auto	TRINITY_DN132047_c3_g1_i4	0.0335	0.0557	1.6627				
Auto	Auto	TRINITY_DN133809_c1_g9_i4	0.037	0.0615	1.6627				
Auto	Auto	TRINITY_DN121395_c0_g2_i1	0.0442	0.0736	1.6627				
Auto	Auto	TRINITY_DN25542_c0_g2_i1	0.0591	0.0984	1.663				
Auto	Auto	TRINITY_DN134219_c1_g1_i3	0.131	0.2178	1.6633				
Auto	Auto	TRINITY_DN128585_c8_g2_i1	0.0616	0.1025	1.6636				
Auto	Auto	TRINITY_DN119888_c0_g1_i1	0.0804	0.1337	1.6636				
Auto	Auto	TRINITY_DN130726_c0_g1_i1	0.0812	0.1351	1.6636				
Auto	Auto	TRINITY_DN121738_c1_g1_i3	0.1461	0.243	1.6639				
Auto	Auto	TRINITY_DN127370_c1_g7_i1	0.1243	0.2069	1.664				
Auto	Auto	TRINITY_DN124148_c0_g1_i3	0.0707	0.1178	1.6646				
Auto	Auto	TRINITY_DN81535_c0_g1_i1	0.0206	0.0342	1.6648				
Auto	Auto	TRINITY_DN134451_c0_g1_i4	0.0764	0.1272	1.665				
Auto	Auto	TRINITY_DN128003_c1_g1_i4	0.104	0.1732	1.6651				
Auto	Auto	TRINITY_DN120753_c3_g1_i2	0.0981	0.1633	1.6659				
Auto	Auto	TRINITY_DN129204_c7_g5_i1	0.0421	0.0702	1.6661				
Auto	Auto	TRINITY_DN136242_c3_g2_i6	0.1002	0.1669	1.6661				
Auto	Auto	TRINITY_DN126946_c0_g5_i1	0.032	0.0533	1.6668				
Auto	Auto	TRINITY_DN130527_c2_g1_i1	0.0914	0.1523	1.6668				
Auto	Auto	TRINITY_DN125098_c0_g1_i4	0.1363	0.2272	1.667				
Auto	Auto	TRINITY_DN136183_c1_g3_i6	0.0259	0.0432	1.6678				
Auto	Auto	TRINITY_DN111122_c0_g2_i3	0.078	0.1301	1.668				
Auto	Auto	TRINITY_DN109864_c0_g1_i1	0.0612	0.102	1.6682				
Auto	Auto	TRINITY_DN105060_c0_g2_i3	0.0429	0.0716	1.6683				
Auto	Auto	TRINITY_DN127570_c3_g1_i2	0.0307	0.0512	1.6685				
Auto	Auto	TRINITY_DN119822_c0_g1_i1	0.0615	0.1026	1.6689				
Auto	Auto	TRINITY_DN124826_c0_g1_i1	0.1666	0.2781	1.669				
Auto	Auto	TRINITY_DN126891_c4_g1_i3	0.0949	0.1583	1.6691				
Auto	Auto	TRINITY_DN129012_c0_g1_i4	0.0954	0.1592	1.6691				
Auto	Auto	TRINITY_DN113045_c0_g1_i2	0.1113	0.1858	1.6696				
Auto	Auto	TRINITY_DN113475_c0_g1_i2	0.0068	0.0114	1.6698				
Auto	Auto	TRINITY_DN119394_c0_g1_i1	0.1469	0.2453	1.6698				
Auto	Auto	TRINITY_DN132512_c0_g2_i1	0.2092	0.3494	1.67				
Auto	Auto	TRINITY_DN119257_c0_g1_i1	0.001	0.0017	1.6701				
Auto	Auto	TRINITY_DN124427_c8_g1_i1	0.0884	0.1476	1.6702				
Auto	Auto	TRINITY_DN122961_c6_g7_i3	0.1375	0.2297	1.6702				
Auto	Auto	TRINITY_DN131986_c3_g1_i2	0.0511	0.0853	1.6703				
Auto	Auto	TRINITY_DN135526_c5_g1_i1	0.138	0.2305	1.6705				
Auto	Auto	TRINITY_DN130177_c4_g1_i1	0.0513	0.0857	1.6709				
Auto	Auto	TRINITY_DN133243_c1_g2_i1	0.0949	0.1587	1.6716				
Auto	Auto	TRINITY_DN132243_c0_g2_i1	0.0172	0.0288	1.6717				
Auto	Auto	TRINITY_DN123654_c2_g1_i6	0.0291	0.0487	1.6717				
Auto	Auto	TRINITY_DN125631_c1_g2_i3	0.0458	0.0766	1.6718				
Auto	Auto	TRINITY_DN132063_c0_g1_i2	0.0179	0.0299	1.6721				
Auto	Auto	TRINITY_DN125971_c0_g1_i2	0.039	0.0653	1.6722				
Auto	Auto	TRINITY_DN124067_c1_g2_i3	0.0586	0.098	1.6722				
Auto	Auto	TRINITY_DN122242_c0_g1_i1	0.0862	0.1441	1.6723				
Auto	Auto	TRINITY_DN125147_c0_g1_i3	0.0445	0.0744	1.6725				
Auto	Auto	TRINITY_DN122100_c0_g1_i3	0.0612	0.1023	1.6725				
Auto	Auto	TRINITY_DN127773_c3_g1_i1	0.1027	0.1717	1.6725				
Auto	Auto	TRINITY_DN96922_c0_g1_i1	0.0515	0.0861	1.6726				
Auto	Auto	TRINITY_DN129377_c0_g2_i2	0.0544	0.091	1.6726				
Auto	Auto	TRINITY_DN122949_c0_g1_i1	0.0345	0.0577	1.6727				
Auto	Auto	TRINITY_DN122487_c2_g1_i1	0.094	0.1573	1.6731				
Auto	Auto	TRINITY_DN96186_c0_g2_i1	0.095	0.1589	1.6734				
Auto	Auto	TRINITY_DN127665_c2_g1_i2	0.0336	0.0562	1.6735				
Auto	Auto	TRINITY_DN121866_c0_g1_i1	0.1398	0.234	1.6742				
Auto	Auto	TRINITY_DN132732_c0_g2_i2	0.1726	0.289	1.6743				
Auto	Auto	TRINITY_DN128531_c4_g1_i1	0.0662	0.1109	1.6745				
Auto	Auto	TRINITY_DN122072_c1_g3_i3	0.1256	0.2103	1.6745				
Auto	Auto	TRINITY_DN124355_c0_g1_i2	0.1514	0.2534	1.6746				
Auto	Auto	TRINITY_DN129389_c1_g1_i2	0.0905	0.1515	1.6747				
Auto	Auto	TRINITY_DN127186_c5_g6_i1	0.122	0.2043	1.6748				
Auto	Auto	TRINITY_DN125132_c1_g2_i5	0.0223	0.0374	1.6751				
Auto	Auto	TRINITY_DN134396_c4_g2_i1	0.1151	0.1928	1.6755				
Auto	Auto	TRINITY_DN121378_c0_g1_i1	0.1616	0.2708	1.6756				
Auto	Auto	TRINITY_DN132236_c0_g2_i2	0.0536	0.0899	1.6767				
Auto	Auto	TRINITY_DN131362_c1_g9_i1	0.0747	0.1252	1.6767				
Auto	Auto	TRINITY_DN117348_c0_g1_i1	0.1006	0.1687	1.6768				
Auto	Auto	TRINITY_DN119507_c0_g1_i1	0.2632	0.4413	1.6768				
Auto	Auto	TRINITY_DN105440_c0_g1_i1	0.05	0.0838	1.6769				
Auto	Auto	TRINITY_DN123527_c2_g5_i1	0.1025	0.1719	1.6769				
Auto	Auto	TRINITY_DN134220_c0_g1_i1	0.0513	0.0861	1.6773				
Auto	Auto	TRINITY_DN97859_c0_g1_i1	0.1571	0.2635	1.6773				
Auto	Auto	TRINITY_DN123251_c6_g3_i2	0.1331	0.2233	1.6774				
Auto	Auto	TRINITY_DN135280_c4_g2_i1	0.0073	0.0122	1.6776				
Auto	Auto	TRINITY_DN129754_c0_g2_i2	0.1176	0.1973	1.6776				
Auto	Auto	TRINITY_DN121729_c0_g1_i1	0.0203	0.034	1.6778				
Auto	Auto	TRINITY_DN123697_c0_g1_i1	0.1779	0.2986	1.678				
Auto	Auto	TRINITY_DN91485_c0_g1_i1	0.2894	0.4858	1.6785				
Auto	Auto	TRINITY_DN126034_c3_g1_i2	0.025	0.042	1.6789				
Auto	Auto	TRINITY_DN111590_c0_g1_i1	0.0636	0.1067	1.6789				
Auto	Auto	TRINITY_DN135662_c0_g1_i1	0.0722	0.1213	1.6791				
Auto	Auto	TRINITY_DN128304_c0_g1_i4	0.118	0.1982	1.6791				
Auto	Auto	TRINITY_DN126082_c3_g1_i1	0.0568	0.0954	1.6793				
Auto	Auto	TRINITY_DN127636_c7_g1_i1	0.0864	0.1452	1.6799				
Auto	Auto	TRINITY_DN133687_c1_g1_i1	0.0202	0.0339	1.68				
Auto	Auto	TRINITY_DN116272_c0_g1_i1	0.0196	0.0329	1.6802				
Auto	Auto	TRINITY_DN134320_c1_g4_i1	0.2076	0.3488	1.6802				
Auto	Auto	TRINITY_DN123190_c0_g1_i1	0.1317	0.2212	1.6804				
Auto	Auto	TRINITY_DN134873_c3_g2_i6	0.2053	0.345	1.6807				
Auto	Auto	TRINITY_DN130096_c4_g6_i2	0.0341	0.0574	1.6809				
Auto	Auto	TRINITY_DN128923_c0_g2_i1	0.1085	0.1824	1.6813				
Auto	Auto	TRINITY_DN69512_c0_g1_i2	0.1234	0.2075	1.6814				
Auto	Auto	TRINITY_DN115770_c0_g1_i2	0.0555	0.0933	1.6816				
Auto	Auto	TRINITY_DN46159_c0_g1_i1	0.206	0.3464	1.6818				
Auto	Auto	TRINITY_DN110102_c0_g2_i3	0.0216	0.0363	1.6819				
Auto	Auto	TRINITY_DN118925_c0_g1_i1	0.0675	0.1135	1.682				
Auto	Auto	TRINITY_DN135765_c8_g1_i4	0.0767	0.1291	1.682				
Auto	Auto	TRINITY_DN126528_c2_g1_i3	0.0103	0.0174	1.6823				
Auto	Auto	TRINITY_DN130089_c0_g3_i3	0.0778	0.1309	1.6824				
Auto	Auto	TRINITY_DN122374_c1_g5_i1	0.0872	0.1467	1.6824				
Auto	Auto	TRINITY_DN87480_c0_g1_i1	0.0843	0.1418	1.6829				
Auto	Auto	TRINITY_DN129106_c0_g6_i7	0.0433	0.0729	1.683				
Auto	Auto	TRINITY_DN106392_c0_g2_i2	0.0667	0.1122	1.683				
Auto	Auto	TRINITY_DN127361_c15_g1_i3	0.0686	0.1155	1.683				
Auto	Auto	TRINITY_DN116368_c0_g1_i2	0.1645	0.277	1.6831				
Auto	Auto	TRINITY_DN116389_c0_g1_i1	0.086	0.1448	1.6835				
Auto	Auto	TRINITY_DN119585_c0_g1_i1	0.0211	0.0356	1.684				
Auto	Auto	TRINITY_DN123710_c0_g1_i1	0.0959	0.1615	1.684				
Auto	Auto	TRINITY_DN128829_c2_g1_i2	0.1028	0.1732	1.684				
Auto	Auto	TRINITY_DN125834_c4_g1_i1	0.0959	0.1616	1.6841				
Auto	Auto	TRINITY_DN130260_c5_g1_i2	0.1383	0.2329	1.6842				
Auto	Auto	TRINITY_DN82724_c0_g1_i1	0.0073	0.0123	1.6849				
Auto	Auto	TRINITY_DN134521_c1_g12_i3	0.0298	0.0502	1.6849				
Auto	Auto	TRINITY_DN114379_c0_g2_i1	0.0831	0.1401	1.6852				
Auto	Auto	TRINITY_DN129823_c3_g4_i2	0.1603	0.2702	1.6852				
Auto	Auto	TRINITY_DN44408_c0_g1_i1	0.0734	0.1236	1.6854				
Auto	Auto	TRINITY_DN132003_c1_g9_i1	0.0792	0.1335	1.6854				
Auto	Auto	TRINITY_DN132015_c0_g2_i2	0.0684	0.1153	1.6856				
Auto	Auto	TRINITY_DN129711_c1_g4_i4	0.1703	0.2872	1.6857				
Auto	Auto	TRINITY_DN131721_c0_g2_i1	0.026	0.0439	1.686				
Auto	Auto	TRINITY_DN126268_c0_g2_i1	0.1234	0.2081	1.6868				
Auto	Auto	TRINITY_DN170036_c0_g1_i1	0.0053	0.009	1.687				
Auto	Auto	TRINITY_DN131508_c1_g11_i1	0.1367	0.2306	1.6872				
Auto	Auto	TRINITY_DN133855_c0_g1_i1	0.0125	0.0211	1.6877				
Auto	Auto	TRINITY_DN125892_c0_g1_i1	0.1038	0.1752	1.6877				
Auto	Auto	TRINITY_DN102539_c0_g1_i1	0.1183	0.1998	1.6879				
Auto	Auto	TRINITY_DN112088_c0_g1_i1	0.1219	0.2058	1.6879				
Auto	Auto	TRINITY_DN119817_c0_g1_i1	0.1175	0.1984	1.6882				
Auto	Auto	TRINITY_DN124238_c0_g1_i1	0.077	0.13	1.6883				
Auto	Auto	TRINITY_DN135268_c2_g1_i9	0.0244	0.0412	1.6892				
Auto	Auto	TRINITY_DN112272_c0_g1_i1	0.2092	0.3533	1.6892				
Auto	Auto	TRINITY_DN120845_c0_g1_i1	0.0393	0.0664	1.6893				
Auto	Auto	TRINITY_DN128395_c2_g2_i1	0.0258	0.0436	1.6896				
Auto	Auto	TRINITY_DN123804_c0_g1_i1	0.0513	0.0868	1.6902				
Auto	Auto	TRINITY_DN98114_c0_g1_i1	0.1304	0.2204	1.6902				
Auto	Auto	TRINITY_DN116835_c0_g1_i1	0.0601	0.1017	1.6907				
Auto	Auto	TRINITY_DN132141_c1_g1_i2	0.0961	0.1624	1.6907				
Auto	Auto	TRINITY_DN118437_c0_g1_i1	0.2338	0.3954	1.6907				
Auto	Auto	TRINITY_DN120856_c0_g1_i2	0.0938	0.1586	1.6908				
Auto	Auto	TRINITY_DN105601_c0_g1_i1	0.0889	0.1503	1.6911				
Auto	Auto	TRINITY_DN46317_c0_g1_i1	0.0149	0.0253	1.6912				
Auto	Auto	TRINITY_DN125814_c0_g3_i3	0.1196	0.2023	1.6912				
Auto	Auto	TRINITY_DN126078_c0_g1_i1	0.189	0.3196	1.6912				
Auto	Auto	TRINITY_DN131313_c9_g2_i9	0.0275	0.0465	1.6913				
Auto	Auto	TRINITY_DN122985_c0_g1_i4	0.1344	0.2273	1.6914				
Auto	Auto	TRINITY_DN102288_c0_g1_i1	0.1168	0.1976	1.6917				
Auto	Auto	TRINITY_DN131991_c1_g1_i2	0.0288	0.0487	1.6918				
Auto	Auto	TRINITY_DN105074_c0_g4_i1	0.0429	0.0726	1.6918				
Auto	Auto	TRINITY_DN117754_c0_g1_i4	0.1175	0.1989	1.692				
Auto	Auto	TRINITY_DN115084_c0_g1_i1	0.1397	0.2365	1.6924				
Auto	Auto	TRINITY_DN130592_c2_g2_i4	0.0833	0.141	1.6925				
Auto	Auto	TRINITY_DN133859_c1_g1_i1	0.04	0.0676	1.6926				
Auto	Auto	TRINITY_DN135572_c0_g1_i1	0.0716	0.1212	1.6927				
Auto	Auto	TRINITY_DN132479_c0_g1_i8	0.1606	0.2718	1.6927				
Auto	Auto	TRINITY_DN124492_c0_g1_i1	0.1169	0.1979	1.6929				
Auto	Auto	TRINITY_DN94658_c0_g3_i1	0.0974	0.165	1.6937				
Auto	Auto	TRINITY_DN136028_c0_g2_i1	0.0798	0.1352	1.6938				
Auto	Auto	TRINITY_DN129299_c4_g4_i8	0.0811	0.1373	1.6939				
Auto	Auto	TRINITY_DN126638_c0_g1_i3	0.0504	0.0853	1.6941				
Auto	Auto	TRINITY_DN135428_c3_g2_i1	0.0934	0.1583	1.6943				
Auto	Auto	TRINITY_DN129027_c1_g2_i4	0.079	0.1339	1.6945				
Auto	Auto	TRINITY_DN133606_c1_g1_i8	0.0354	0.0599	1.6948				
Auto	Auto	TRINITY_DN112796_c0_g1_i1	0.113	0.1915	1.6948				
Auto	Auto	TRINITY_DN128891_c2_g3_i1	0.1306	0.2213	1.6952				
Auto	Auto	TRINITY_DN130529_c4_g2_i2	0.1366	0.2316	1.6953				
Auto	Auto	TRINITY_DN131438_c3_g2_i2	0.0606	0.1028	1.6954				
Auto	Auto	TRINITY_DN132061_c3_g1_i3	0.0498	0.0845	1.6962				
Auto	Auto	TRINITY_DN117125_c0_g1_i1	0.0591	0.1002	1.6963				
Auto	Auto	TRINITY_DN120626_c2_g4_i1	0.0814	0.138	1.6963				
Auto	Auto	TRINITY_DN127485_c0_g1_i3	0.0943	0.16	1.6965				
Auto	Auto	TRINITY_DN133183_c0_g1_i1	0.1118	0.1897	1.6966				
Auto	Auto	TRINITY_DN130345_c0_g3_i1	0.09	0.1527	1.6971				
Auto	Auto	TRINITY_DN52793_c0_g2_i1	0.2025	0.3438	1.6974				
Auto	Auto	TRINITY_DN125329_c1_g4_i1	0.0564	0.0958	1.6975				
Auto	Auto	TRINITY_DN133034_c0_g8_i2	0.0914	0.1552	1.6976				
Auto	Auto	TRINITY_DN128838_c2_g8_i1	0.0415	0.0705	1.6981				
Auto	Auto	TRINITY_DN130414_c0_g2_i1	0.0921	0.1564	1.6981				
Auto	Auto	TRINITY_DN103157_c0_g1_i2	0.0471	0.0801	1.6985				
Auto	Auto	TRINITY_DN125891_c2_g4_i1	0.0898	0.1526	1.6986				
Auto	Auto	TRINITY_DN134115_c0_g2_i1	0.1441	0.2448	1.6986				
Auto	Auto	TRINITY_DN132168_c0_g1_i4	0.0444	0.0755	1.6988				
Auto	Auto	TRINITY_DN115208_c0_g2_i1	0.0644	0.1094	1.6991				
Auto	Auto	TRINITY_DN113047_c0_g1_i1	0.1012	0.1719	1.6991				
Auto	Auto	TRINITY_DN44160_c0_g1_i1	0.1171	0.1991	1.6992				
Auto	Auto	TRINITY_DN134415_c0_g1_i7	0.0203	0.0345	1.6993				
Auto	Auto	TRINITY_DN119772_c0_g2_i1	0.1076	0.1828	1.6993				
Auto	Auto	TRINITY_DN131812_c1_g1_i2	0.0349	0.0592	1.6995				
Auto	Auto	TRINITY_DN115746_c0_g1_i1	0.0578	0.0982	1.7002				
Auto	Auto	TRINITY_DN129320_c1_g2_i1	0.0529	0.09	1.7007				
Auto	Auto	TRINITY_DN131890_c0_g1_i1	0.0747	0.127	1.7009				
Auto	Auto	TRINITY_DN129471_c5_g2_i1	0.258	0.4389	1.701				
Auto	Auto	TRINITY_DN119014_c0_g2_i1	0.0795	0.1353	1.7014				
Auto	Auto	TRINITY_DN115584_c0_g1_i1	0.0552	0.094	1.7015				
Auto	Auto	TRINITY_DN132119_c0_g1_i1	0.1221	0.2078	1.7015				
Auto	Auto	TRINITY_DN123703_c0_g1_i1	0.0484	0.0824	1.7021				
Auto	Auto	TRINITY_DN131451_c3_g1_i4	0.1847	0.3143	1.7021				
Auto	Auto	TRINITY_DN128441_c1_g1_i1	0.0508	0.0865	1.7022				
Auto	Auto	TRINITY_DN130424_c0_g1_i4	0.0986	0.1678	1.7023				
Auto	Auto	TRINITY_DN108949_c2_g1_i2	0.0157	0.0268	1.7025				
Auto	Auto	TRINITY_DN133629_c2_g3_i2	0.1277	0.2174	1.7025				
Auto	Auto	TRINITY_DN120208_c0_g1_i2	0.0735	0.1252	1.7027				
Auto	Auto	TRINITY_DN123638_c0_g1_i1	0.1288	0.2193	1.7027				
Auto	Auto	TRINITY_DN121052_c0_g1_i2	0.1011	0.1722	1.7029				
Auto	Auto	TRINITY_DN125075_c2_g3_i1	0.0385	0.0656	1.7031				
Auto	Auto	TRINITY_DN123618_c0_g1_i3	0.1282	0.2184	1.7032				
Auto	Auto	TRINITY_DN134584_c7_g2_i1	0.0757	0.1289	1.7035				
Auto	Auto	TRINITY_DN135689_c0_g1_i1	0.141	0.2403	1.7039				
Auto	Auto	TRINITY_DN104789_c0_g1_i1	0.0323	0.0551	1.704				
Auto	Auto	TRINITY_DN126307_c1_g2_i2	0.1372	0.2338	1.704				
Auto	Auto	TRINITY_DN123383_c0_g1_i2	0.0469	0.0799	1.7044				
Auto	Auto	TRINITY_DN129939_c4_g1_i15	0.1198	0.2042	1.7049				
Auto	Auto	TRINITY_DN122628_c3_g3_i1	0.0369	0.063	1.705				
Auto	Auto	TRINITY_DN104396_c0_g1_i1	0.1073	0.1829	1.705				
Auto	Auto	TRINITY_DN134575_c4_g1_i1	0.0315	0.0538	1.7052				
Auto	Auto	TRINITY_DN123953_c1_g2_i2	0.0732	0.1247	1.7052				
Auto	Auto	TRINITY_DN126328_c0_g1_i1	0.0898	0.1532	1.7054				
Auto	Auto	TRINITY_DN89284_c0_g3_i1	0.1418	0.2418	1.7057				
Auto	Auto	TRINITY_DN132634_c3_g2_i1	0.1671	0.2851	1.706				
Auto	Auto	TRINITY_DN120824_c0_g2_i4	0.1	0.1707	1.7063				
Auto	Auto	TRINITY_DN118484_c0_g1_i1	0.1081	0.1845	1.7063				
Auto	Auto	TRINITY_DN125797_c1_g1_i2	0.0541	0.0923	1.7064				
Auto	Auto	TRINITY_DN111579_c0_g1_i1	0.0705	0.1203	1.7064				
Auto	Auto	TRINITY_DN125230_c0_g1_i1	0.0812	0.1386	1.7064				
Auto	Auto	TRINITY_DN131075_c3_g1_i5	0.0271	0.0463	1.7068				
Auto	Auto	TRINITY_DN126542_c1_g4_i5	0.0076	0.0131	1.707				
Auto	Auto	TRINITY_DN115837_c0_g3_i2	0.192	0.3277	1.7072				
Auto	Auto	TRINITY_DN122654_c7_g8_i1	0.0848	0.1448	1.7073				
Auto	Auto	TRINITY_DN126630_c4_g2_i1	0.0651	0.1111	1.7075				
Auto	Auto	TRINITY_DN128224_c1_g1_i2	0.0917	0.1565	1.7075				
Auto	Auto	TRINITY_DN113813_c0_g1_i1	0.062	0.106	1.7077				
Auto	Auto	TRINITY_DN132771_c1_g1_i1	0.0993	0.1695	1.7078				
Auto	Auto	TRINITY_DN131622_c1_g6_i1	0.0465	0.0794	1.7079				
Auto	Auto	TRINITY_DN102400_c0_g1_i1	0.0704	0.1202	1.7079				
Auto	Auto	TRINITY_DN124185_c0_g1_i1	0.1475	0.252	1.708				
Auto	Auto	TRINITY_DN132182_c4_g1_i3	0.1658	0.2833	1.7081				
Auto	Auto	TRINITY_DN126899_c2_g1_i1	0.1762	0.3009	1.7082				
Auto	Auto	TRINITY_DN122676_c4_g6_i2	0.0642	0.1097	1.7083				
Auto	Auto	TRINITY_DN122676_c4_g8_i4	0.0468	0.0799	1.7084				
Auto	Auto	TRINITY_DN134226_c0_g2_i2	0.0688	0.1176	1.7087				
Auto	Auto	TRINITY_DN214148_c0_g1_i1	0.2773	0.4739	1.7087				
Auto	Auto	TRINITY_DN133645_c1_g2_i5	0.125	0.2136	1.7088				
Auto	Auto	TRINITY_DN126278_c3_g10_i1	0.0093	0.0159	1.7092				
Auto	Auto	TRINITY_DN133914_c2_g2_i4	0.1893	0.3235	1.7094				
Auto	Auto	TRINITY_DN126447_c0_g1_i1	0.1231	0.2104	1.7095				
Auto	Auto	TRINITY_DN127605_c5_g1_i1	0.0302	0.0517	1.7096				
Auto	Auto	TRINITY_DN118986_c0_g1_i1	0.0439	0.0751	1.7108				
Auto	Auto	TRINITY_DN119498_c1_g1_i2	0.0336	0.0574	1.711				
Auto	Auto	TRINITY_DN108997_c0_g1_i1	0.0581	0.0995	1.711				
Auto	Auto	TRINITY_DN132034_c1_g4_i11	0.072	0.1231	1.7114				
Auto	Auto	TRINITY_DN128039_c0_g1_i2	0.1332	0.228	1.7115				
Auto	Auto	TRINITY_DN133190_c0_g1_i1	0.1209	0.2069	1.7116				
Auto	Auto	TRINITY_DN123654_c3_g1_i2	0.1067	0.1827	1.7117				
Auto	Auto	TRINITY_DN117602_c0_g2_i1	0.056	0.0959	1.7119				
Auto	Auto	TRINITY_DN122731_c0_g2_i1	0.0692	0.1185	1.7119				
Auto	Auto	TRINITY_DN120989_c0_g1_i2	0.0695	0.1189	1.7119				
Auto	Auto	TRINITY_DN23309_c0_g1_i1	0.031	0.0531	1.712				
Auto	Auto	TRINITY_DN129183_c1_g1_i1	0.0423	0.0725	1.712				
Auto	Auto	TRINITY_DN127842_c2_g3_i1	0.0062	0.0106	1.7128				
Auto	Auto	TRINITY_DN121027_c6_g3_i2	0.0802	0.1373	1.7129				
Auto	Auto	TRINITY_DN132098_c0_g3_i1	0.0319	0.0546	1.7132				
Auto	Auto	TRINITY_DN135387_c1_g1_i1	0.1938	0.3321	1.7135				
Auto	Auto	TRINITY_DN120404_c0_g1_i1	0.0109	0.0186	1.7137				
Auto	Auto	TRINITY_DN113893_c0_g2_i1	0.0446	0.0764	1.7138				
Auto	Auto	TRINITY_DN129712_c2_g8_i1	0.0721	0.1235	1.7138				
Auto	Auto	TRINITY_DN122308_c0_g2_i4	0.0654	0.1121	1.7139				
Auto	Auto	TRINITY_DN120234_c0_g1_i1	0.0978	0.1676	1.7141				
Auto	Auto	TRINITY_DN125044_c1_g5_i2	0.0487	0.0835	1.7142				
Auto	Auto	TRINITY_DN132899_c0_g1_i4	0.0948	0.1625	1.7144				
Auto	Auto	TRINITY_DN128783_c5_g1_i3	0.218	0.3738	1.7145				
Auto	Auto	TRINITY_DN115827_c0_g3_i1	0.0733	0.1257	1.7146				
Auto	Auto	TRINITY_DN133600_c2_g1_i2	0.1247	0.2139	1.7146				
Auto	Auto	TRINITY_DN114848_c0_g1_i2	0.1053	0.1806	1.7147				
Auto	Auto	TRINITY_DN126534_c3_g1_i1	0.1322	0.2268	1.7149				
Auto	Auto	TRINITY_DN132143_c2_g1_i3	0.0998	0.1711	1.715				
Auto	Auto	TRINITY_DN100835_c0_g1_i1	0.1253	0.2148	1.715				
Auto	Auto	TRINITY_DN131116_c0_g3_i27	0.0579	0.0993	1.7151				
Auto	Auto	TRINITY_DN121951_c0_g1_i1	0.1088	0.1867	1.7152				
Auto	Auto	TRINITY_DN117306_c0_g1_i1	0.0319	0.0547	1.7154				
Auto	Auto	TRINITY_DN132412_c0_g4_i2	0.0357	0.0613	1.7157				
Auto	Auto	TRINITY_DN125607_c0_g1_i1	0.0691	0.1186	1.7157				
Auto	Auto	TRINITY_DN118389_c0_g1_i1	0.0156	0.0267	1.7158				
Auto	Auto	TRINITY_DN134288_c4_g9_i1	0.0415	0.0711	1.7162				
Auto	Auto	TRINITY_DN129661_c1_g6_i1	0.1847	0.3169	1.7162				
Auto	Auto	TRINITY_DN135715_c0_g5_i1	0.1469	0.2521	1.7164				
Auto	Auto	TRINITY_DN120778_c0_g1_i5	0.0092	0.0158	1.7165				
Auto	Auto	TRINITY_DN132650_c6_g5_i5	0.0574	0.0985	1.7166				
Auto	Auto	TRINITY_DN134482_c0_g4_i3	0.0874	0.15	1.7167				
Auto	Auto	TRINITY_DN134924_c0_g2_i1	0.2134	0.3664	1.7169				
Auto	Auto	TRINITY_DN126894_c0_g1_i4	0.1792	0.3077	1.7173				
Auto	Auto	TRINITY_DN123239_c0_g1_i2	0.027	0.0464	1.7174				
Auto	Auto	TRINITY_DN134910_c0_g2_i3	0.056	0.0961	1.7177				
Auto	Auto	TRINITY_DN126919_c0_g4_i1	0.0814	0.1399	1.7177				
Auto	Auto	TRINITY_DN110153_c0_g1_i1	0.0679	0.1167	1.7178				
Auto	Auto	TRINITY_DN128689_c0_g1_i4	0.0761	0.1307	1.7178				
Auto	Auto	TRINITY_DN125794_c0_g2_i2	0.0471	0.0809	1.7182				
Auto	Auto	TRINITY_DN134392_c8_g1_i1	0.1014	0.1742	1.7182				
Auto	Auto	TRINITY_DN134152_c0_g1_i1	0.1235	0.2122	1.7184				
Auto	Auto	TRINITY_DN132249_c1_g2_i4	0.1657	0.2848	1.7186				
Auto	Auto	TRINITY_DN125156_c0_g2_i2	0.1774	0.3049	1.7189				
Auto	Auto	TRINITY_DN136221_c4_g1_i1	0.0592	0.1018	1.719				
Auto	Auto	TRINITY_DN135651_c3_g4_i1	0.0769	0.1322	1.7195				
Auto	Auto	TRINITY_DN132348_c0_g1_i1	0.06	0.1032	1.7197				
Auto	Auto	TRINITY_DN130232_c0_g1_i1	0.0887	0.1526	1.7199				
Auto	Auto	TRINITY_DN130204_c0_g1_i4	0.1037	0.1783	1.72				
Auto	Auto	TRINITY_DN130506_c1_g6_i2	0.1196	0.2058	1.72				
Auto	Auto	TRINITY_DN130035_c0_g1_i1	0.0646	0.1111	1.7202				
Auto	Auto	TRINITY_DN54783_c0_g1_i1	0.2663	0.458	1.7202				
Auto	Auto	TRINITY_DN135114_c0_g1_i1	0.0413	0.0711	1.7205				
Auto	Auto	TRINITY_DN129063_c0_g2_i1	0.0884	0.1521	1.7211				
Auto	Auto	TRINITY_DN132599_c0_g1_i3	0.202	0.3476	1.7211				
