ID	A10FB	A10MB	A12FB	A15FB	A15MB	A16FB	A16MB	A17FB	A17MB	A8MB
TRINITY_DN81317_c1_g1_i2	45	13	12	17	13	20	13	17	5	5.76133
TRINITY_DN65131_c0_g1_i1	16	18	19	17	32	23	19	20	12	20
TRINITY_DN66164_c0_g1_i1	13.3422	18.9905	15.0548	8.45279	29.6223	17.5774	31.4953	22.5094	14.8352	17.2481
TRINITY_DN94613_c2_g1_i3	1296.2	1444.72	1491.25	1401.66	2796.63	2111.17	1108.92	1697.15	1558.85	1573.9
TRINITY_DN92812_c7_g2_i1	31	21	23	16	25	14	23	46	15	13
TRINITY_DN83985_c3_g1_i1	121	130.405	82.0415	97	216	118.045	119	134.947	111.22	158.549
TRINITY_DN82441_c0_g1_i1	1	0	1	2	3	28	1	3	3	0
TRINITY_DN93697_c2_g1_i1	1	0	0	0	0	1	0	0	1	0
TRINITY_DN65350_c0_g1_i1	14	15	11	6	12	9	15	12	13	9
TRINITY_DN89056_c2_g1_i8	1055.42	980.267	924.322	991.863	1602.13	1476.81	982.737	954.069	851.341	732.158
TRINITY_DN83583_c3_g5_i1	25.9093	21.9353	13.5632	17	29.8104	31	20.2405	26.6395	24	16.6069
TRINITY_DN79624_c0_g1_i6	75	13.2433	26	38	65	58.5411	55	35	9.19193	61.2651
TRINITY_DN2729_c0_g2_i1	2.01389	28.1744	4.02283	8	80.1317	32	26	11.0161	18.1349	1
TRINITY_DN88985_c0_g1_i1	0	0	1	2	1	0	0	1	1	1
TRINITY_DN88281_c7_g3_i1	137.308	139.457	237	197	365.847	207.176	156.923	226.618	212	163
TRINITY_DN76158_c0_g1_i1	11	11	9	8	32	10	7	11	22	9
TRINITY_DN92752_c5_g1_i1	12	14	7	8	16	6.39429	5	12	17	12
TRINITY_DN70866_c0_g1_i1	82	89	75	50	113	114	58	86	154	87
TRINITY_DN82146_c5_g1_i1	22	3	7	9	23	47	23	15	8	14
TRINITY_DN84890_c0_g1_i1	9	6	12	16	5	16	5	10	8	11
TRINITY_DN81839_c4_g1_i1	33	32	28	32	40	43	38	46	26	29
TRINITY_DN84476_c4_g3_i2	847	1261	1174	1096	1839	785	984	1073	849	1298
TRINITY_DN85203_c1_g6_i1	20	18	37	0	32	17	10	43	14	3
TRINITY_DN94498_c0_g2_i1	55	53	58	48	95	72	35	60	45	73
TRINITY_DN91745_c1_g1_i6	240	264	213	259	390	346	247	219	185	311
TRINITY_DN84165_c0_g2_i1	22	17	36	30	64	24	12	26	46	16
TRINITY_DN83440_c1_g3_i2	0	0	1	0	0	0	0	0	0	0
TRINITY_DN77412_c0_g2_i1	6	0	0	0	14	1	1	4	2	11
TRINITY_DN47583_c0_g1_i1	0	0	0	0	0	0	0	0	0	0
TRINITY_DN48717_c0_g1_i1	26	29	25.2827	29	69	20.1808	27	27	34	15
TRINITY_DN105610_c0_g1_i1	17	13	18	20	29	28	13	22	25	17
TRINITY_DN90660_c0_g1_i1	170	175	176	154.866	242	245	121.813	205.888	252	211.796
TRINITY_DN90088_c1_g5_i1	15	9	19	23	38	18	12	36	30	22
TRINITY_DN92106_c1_g2_i1	535	623	681	701	1276	901	640	621	748	776
TRINITY_DN93374_c0_g2_i3	98.0853	21.4905	22.6024	33.1135	49.1814	40.1494	34.8876	19.3016	19.1289	32.172
TRINITY_DN85019_c3_g1_i4	0	19	4	7	10	8	5	2	0	3
TRINITY_DN50018_c0_g1_i1	4	2	6	2	3.03441	2	3	2	0	0
TRINITY_DN88747_c4_g2_i2	1	51	32	93	54	101	2	73	64	2
TRINITY_DN83661_c0_g1_i1	325	349	288	227	518	410	303	358	273	278
TRINITY_DN77651_c0_g1_i1	139.688	230.664	157.895	191.474	244.466	286.308	159.657	217.96	221.467	169.278
TRINITY_DN74578_c0_g1_i1	311	293	152	196	290	298	176	146	145	173
TRINITY_DN71727_c0_g1_i1	58	27	51	38	97	69	43.5786	56	46	47
TRINITY_DN86137_c0_g3_i1	149	214	143	200	263	204	129	82	157	96
TRINITY_DN77632_c0_g1_i1	31	61	49	50	102	45	36	76	118	60
TRINITY_DN80237_c0_g1_i1	21	34	34	39	82	55	21	51	51	33
TRINITY_DN89366_c3_g2_i3	176	57	89	50.132	150	59	34	47	74	206
TRINITY_DN93240_c0_g2_i2	69	51.45	61.2327	100	134	99.8073	52.2877	81.2503	80.2671	54
TRINITY_DN88829_c1_g1_i1	26	20	26	35	44	33	23	21	27	23
TRINITY_DN71923_c0_g1_i1	87	77	87	99	74	132	94	54	82	15
TRINITY_DN67405_c0_g1_i1	38.0167	59.0754	45.1034	45.1081	86.0318	67.0273	35.261	35.0396	17.0576	41.0176
TRINITY_DN93041_c3_g1_i3	78	46	33	67	118	61	43	33	60	98
TRINITY_DN77150_c1_g4_i1	16	16	32	29	19	30	12	35	26	20
TRINITY_DN70691_c0_g1_i1	4	17	4	18	51	2	5	2	8	40
TRINITY_DN116122_c0_g1_i1	8	15	9	4	10	7	18	29	7	6
TRINITY_DN11742_c0_g1_i1	25.0073	22.0148	50.0492	38	68.0214	32.0177	24.0127	48.2201	30.051	40.0799
TRINITY_DN60410_c0_g1_i1	3	2	0	2	0	0	1	0	1	0
TRINITY_DN89630_c0_g1_i1	8	17	12	6	15	19	12	8	21	13
TRINITY_DN72748_c0_g2_i1	0	3	0	1	5	8	7	5	4	3
TRINITY_DN67986_c0_g1_i2	35.0171	52.0222	42.0624	32.0178	62.0388	35.0339	37	46	32	46
TRINITY_DN91178_c3_g1_i1	4281	2275	2227	2198	4190	3613	2242	2450	1786	3349
TRINITY_DN80591_c1_g2_i1	809.248	759.646	613.477	696.961	1216.65	863.558	669.765	949.257	793.911	729.094
TRINITY_DN52261_c0_g2_i1	0	0	0	0	0	3	1	3	0	2
TRINITY_DN86992_c3_g3_i2	190.27	232	377	312.648	444	429.359	198.199	280.339	282.329	265
TRINITY_DN87205_c1_g5_i1	5	12	12	6	18	12	9	10	20	17
TRINITY_DN81817_c0_g1_i2	33	65.1914	59	34	61.3085	43.2315	30	64.1632	65	55
TRINITY_DN92555_c0_g2_i1	168	210	106	118	278	202.772	177	206	144	114.75
TRINITY_DN94567_c3_g1_i5	313.021	609.748	465.128	349.011	737.518	346.154	665.419	286.02	286.854	572.289
TRINITY_DN77142_c1_g5_i1	24	42	48	45	133	37	62	43	56	42
TRINITY_DN88650_c0_g1_i1	981	1368	1491	1100	2081	2117	1284	1974	1490	1421
TRINITY_DN81727_c4_g2_i2	82.8328	69	75.8657	57.8089	75	96.4425	45	68.1447	63.5406	68
TRINITY_DN77560_c0_g1_i2	18	47	29	38	66.6571	46.3138	32	68.4052	28	42
TRINITY_DN83499_c0_g1_i1	47	46	51	38	50	54	46	72	35	41
TRINITY_DN76751_c0_g1_i1	360	429.25	344.007	494.796	863.054	479.86	469	535.55	489	368.516
TRINITY_DN87800_c1_g1_i1	245	200.257	182.421	248	307.687	249.203	141.425	211.063	195.571	194.423
TRINITY_DN66506_c0_g1_i1	4	4	2	3	3	9	6	3	5	6
TRINITY_DN53489_c0_g4_i1	6	9	6	18	15	14	16	8	6	14
TRINITY_DN84928_c9_g5_i2	92.9899	74.5923	96.4974	83.7641	164.026	117.447	88.7011	94.7585	104.02	73.4087
TRINITY_DN77381_c0_g1_i1	70.5272	83	67	77	135	127.532	55.4599	84	48	67
TRINITY_DN57073_c0_g3_i1	7	10	30	25	41	19	21	25	15	25
TRINITY_DN77704_c0_g1_i1	492	484	429	437	759	578	557	477	484	455
TRINITY_DN77588_c0_g2_i2	41	63	63	20	58	38	31	57	55	45.3
TRINITY_DN32055_c0_g1_i1	1	17	9	21	0	0	31	24	29	1
TRINITY_DN83955_c0_g1_i1	15.9779	22	7.49084	15	30	22	4	11.631	14	18
TRINITY_DN87427_c1_g3_i1	21	22	22	14	37	27	18	22	27	30
TRINITY_DN38990_c0_g1_i1	5	13	6	16	22	13	6	22	6	5
TRINITY_DN81210_c0_g2_i1	18	25	19	32	50	18	30	29	21	19
TRINITY_DN85433_c4_g2_i1	113	195	99	97	201	129	161	112	142	95
TRINITY_DN87348_c3_g2_i2	1300.72	1808.97	1621.54	1388.13	2629.11	1854.19	1007.35	2170.53	1941.07	1866.85
TRINITY_DN80065_c0_g1_i2	43	50	45	43	76	65.4265	32	76.5379	72	54.4684
TRINITY_DN83723_c0_g1_i1	19	19	10	14	31.7634	14	14	10	14	18
TRINITY_DN63341_c0_g1_i1	0	0	0	0	0	0	0	0	0	2
TRINITY_DN81652_c3_g1_i1	60	79	110	62	129	93	83	85	63	88
TRINITY_DN74828_c0_g1_i2	136	91	170	165	153	206	203	201	138	170
TRINITY_DN65547_c0_g1_i4	18	16	30	26	37	48	18	22	19	19
TRINITY_DN82374_c0_g1_i3	222.193	265.279	222.479	189.086	386.74	282.891	192.506	266.755	297.229	154.849
TRINITY_DN75173_c0_g1_i2	6	6	10	13	12	5	8	6	2	1
TRINITY_DN86444_c2_g4_i1	41.9037	75.5443	61.4649	84.0213	151.379	92.5169	59.0468	65.1557	65.3587	45.409
TRINITY_DN77464_c0_g1_i2	621.748	630.33	581.789	532.014	877.016	799.485	545.987	514.364	502.308	470.052
TRINITY_DN82331_c3_g1_i3	40.3376	26.4963	21.9251	50.4072	53.6362	51.1651	17	36.26	66.5183	31.0419
TRINITY_DN79672_c0_g1_i1	1025	1298	1264	1342	2400	1977	1373	1452	1157	1196
TRINITY_DN92858_c0_g1_i2	238.401	321.594	453.457	575.28	833.932	141.281	646.212	342.732	287.738	472.215
TRINITY_DN57782_c0_g1_i1	1.00791	2.0104	2.02038	1.00988	1.00311	10.0715	0	0	0	2.02865
TRINITY_DN81116_c3_g1_i1	422.755	444.876	579.763	451.764	989.336	639.816	420.492	412.467	395.647	863.584
TRINITY_DN74884_c0_g1_i1	8	21	27	31	41	25	15	18	28	19
TRINITY_DN81351_c1_g1_i2	191	196	180	194	251	236	175	152	119	160
TRINITY_DN72855_c0_g2_i1	22.2733	30.3463	15	21.2861	39	45	20	36.325	13	18.5928
TRINITY_DN88357_c3_g2_i1	22	5	100	54	58	21	19	95	16	81
TRINITY_DN2437_c0_g1_i1	15.1394	7.35267	2.08207	4.15289	25.724	34.9656	1.46385	27.3787	3	27.36
TRINITY_DN84801_c4_g5_i1	466	444	328	325	537	602	469	345	415	358
TRINITY_DN90157_c0_g1_i2	285	355	345	307	774	379	283	459	448	477
TRINITY_DN94282_c4_g2_i1	28	35.4084	38	38	83	59	30	52	47	44
TRINITY_DN73445_c0_g1_i1	43	42	32.3302	37	58	71.3484	64	57	28	52.5616
TRINITY_DN85366_c3_g4_i2	58	50	55	59.5736	84.5657	66	47.356	68.4682	70.4072	60.2672
TRINITY_DN90769_c3_g1_i3	112	91	113.564	131	258	137	119	132	128	105
TRINITY_DN82105_c3_g4_i1	74	38	64	44	131	82	76	73	57	46
TRINITY_DN77999_c0_g1_i1	1	0	0	0	0	0	0	0	0	0
TRINITY_DN92073_c1_g3_i1	147	133	142	170	410	214	186	139	120	181
TRINITY_DN93508_c0_g1_i1	167.751	166.755	39	151	63.7418	609.133	100	269.85	125	70.6817
TRINITY_DN71269_c1_g1_i1	36.6413	25.1336	33.0576	40.2953	84.5537	55.6945	35.952	42.3047	46.0085	34.8157
TRINITY_DN79547_c0_g2_i1	44.8745	45	42	35.7117	60	54.3047	68.992	28.7541	30	43
TRINITY_DN55816_c0_g1_i1	39	1.73702	25	3.1524	15.5526	4.00369	2.93196	0	26.8624	31
TRINITY_DN112700_c0_g1_i1	73.1072	98.7892	80.2103	69.3814	124.158	106.76	98.2461	138.258	90.3567	97.505
TRINITY_DN87814_c0_g3_i1	3	13	4.00308	3.00232	6.00849	1.00128	4.00357	1.00193	3.00717	2
TRINITY_DN71037_c0_g1_i1	8	16	10	7	8	6	6	10	14	23
TRINITY_DN82157_c4_g4_i1	42	22	28	30	36	35	15	24	22	23
TRINITY_DN72042_c0_g1_i2	21	14	29	29	20	25	18	24	10	40
TRINITY_DN78232_c0_g2_i1	35	34	50	36	69	66	34	48	80	57
TRINITY_DN93404_c0_g1_i1	192	305	224	209	347	244	191	268	232	245.763
TRINITY_DN70431_c0_g2_i1	26	9	12	11	13	13	10	21	11	18
TRINITY_DN81880_c2_g4_i3	344.619	383	414.633	417.403	581	460.361	336	589.125	504	396
TRINITY_DN76984_c0_g1_i2	0	0	1	0	4	3	0	1	1	0
TRINITY_DN84320_c1_g3_i2	40	42	50	44	70	49	26	80	50	65
TRINITY_DN82710_c5_g9_i1	32.1836	73.1532	81.4187	54.2928	169.312	58.2733	76.048	112.169	81.1488	80.2563
TRINITY_DN91147_c3_g1_i3	300.767	575.911	671.214	480.349	1354.12	905.569	650.305	815.584	438.985	356.585
TRINITY_DN81877_c0_g1_i1	71	48	54	37	97	60	36	29	33	121
TRINITY_DN84799_c1_g3_i2	36.2174	35.1626	30.0584	19.1247	81.6271	27.1085	43.3972	21.242	71.1829	46.4483
TRINITY_DN51189_c0_g1_i1	12	26	33	43	72	26	15	28	25	27
TRINITY_DN77078_c0_g1_i1	74.897	120.156	124.83	114.925	198.94	190.226	51.3529	138.974	55.2206	65.2094
TRINITY_DN82965_c0_g1_i1	8	2	6	5	2	2	0	5	3	3
TRINITY_DN89287_c7_g1_i1	9	20	17	16	38	16	11	21	14	15
TRINITY_DN93223_c5_g1_i2	571	665	687	712	981	1040	630	817	708	715
TRINITY_DN91361_c5_g1_i1	33	17	14	13	20	20	25	25	12	24.4876
TRINITY_DN74383_c0_g2_i8	336	322	270	365	411	571	347	337	296	266
TRINITY_DN81405_c0_g1_i1	445	459	502	407	586	641	343.294	609	550	619
TRINITY_DN94636_c7_g2_i1	10.1047	13.4366	16.9566	20.5572	33.6042	30.6027	10.6035	37.2982	33.7802	19.6244
TRINITY_DN88848_c1_g3_i1	9.3972	6.40967	13.5858	16.2472	29.18	19.1971	16.6238	17.3449	5.10612	20.9447
TRINITY_DN90345_c0_g4_i1	26	13	14	4	18	6	1	9	30	15.5354
TRINITY_DN91860_c0_g1_i1	19	17	18	12	33	13	24	13	28	16
TRINITY_DN76407_c0_g1_i1	91.5044	138.743	138.896	133.086	305.58	71.5902	108.094	108.796	120.588	110.299
TRINITY_DN91362_c3_g1_i1	11.1531	14	11.3357	16.2051	25.6302	28.1899	22.5359	18.5249	19.2257	27
TRINITY_DN91264_c2_g1_i2	258.348	238.39	196.865	164.458	346.749	304.303	250.573	192.046	126.644	192.458
TRINITY_DN92807_c1_g9_i1	27	35	50	27	59	28	34	33	29	40
TRINITY_DN90525_c0_g2_i1	43	54	63	51	69	46	69	64	70	110
TRINITY_DN72725_c0_g2_i1	4	5	3	4	8	6	4	4	6	1
TRINITY_DN68716_c0_g2_i1	13	20	20	17	17	16	12	19	18	13
TRINITY_DN79272_c0_g1_i2	11.0275	16.0342	9	16	41.2374	25.3319	12.7135	10	8.07633	13.1346
TRINITY_DN93259_c0_g5_i2	28	72	47.6842	47	89	57	71	40	52	47
TRINITY_DN90556_c4_g1_i1	44.4166	92.0088	24.8535	26.0501	78.6531	23.8126	54.8096	46.4181	43.0407	70.4299
TRINITY_DN82622_c1_g3_i1	80	76	94	66	98	85	64	131	100	82
TRINITY_DN93617_c7_g2_i3	173.901	130.241	119.913	153.534	239.8	128.393	147.953	185.089	236.047	164.988
TRINITY_DN93256_c1_g1_i1	5.50599	2.306	4.68182	5.64055	9.1061	4.59784	9.22459	7.23505	1.13105	7.53786
TRINITY_DN77316_c0_g1_i2	74	86	102	97	156	115	75	77	67	84
TRINITY_DN61254_c0_g1_i1	2	2	2	3	4	3	0	3	1	4
TRINITY_DN81052_c3_g5_i1	46	27.063	44	39	74	48	37.0657	45.0558	72	43
TRINITY_DN63257_c0_g1_i1	81	90.8083	86	99.8559	170	97	67	107	172	119
TRINITY_DN87198_c0_g1_i2	21	32	24	24	21	54	24	41	17	15
TRINITY_DN89266_c5_g1_i1	189.298	270.36	272.003	248.909	511.422	446.539	252.665	252.053	252.526	207.918
TRINITY_DN62655_c0_g1_i1	2	7	11	3	14	4	1	5	4	14
TRINITY_DN85227_c0_g1_i1	232	234	362	426	570	353	274	500	303	361
TRINITY_DN93262_c3_g1_i1	175	180	212	158	290	209	168	243	196	203
TRINITY_DN88178_c2_g1_i2	60.2991	67.2681	100	80	146.587	117.039	69.3134	98	91.2475	77
TRINITY_DN88482_c1_g1_i1	86	118	122.136	104	211	199	111	169.43	109	182
TRINITY_DN82358_c1_g4_i2	16.2784	22.4878	31.0685	25	128.489	39.1558	33	47.0864	43.0763	76
TRINITY_DN78714_c0_g1_i2	65	108	81	77	365	67	54	196	61	88
TRINITY_DN88656_c2_g1_i2	305	439	288	303	588	569	224	196	221	327
TRINITY_DN89476_c0_g2_i2	3.02217	9.22672	3.0647	13.1734	18.4047	5.03131	3.01391	8.13989	1.05274	9.17213
TRINITY_DN72619_c0_g1_i1	64	64	70	67	56	86	30	89	104	69
TRINITY_DN86605_c2_g1_i1	28.65	13.3581	25.5046	22.7298	50.2444	37.8151	15.8565	21.9524	41.6179	23.722
TRINITY_DN90874_c0_g1_i1	95	116	96	108	211	115	86	129	125	133
TRINITY_DN90488_c0_g1_i3	83.8219	122	73.586	110.244	171.184	120.333	91.7017	163.634	75	96.0918
TRINITY_DN77800_c0_g1_i1	25	29	18.5149	13	31	17	15	30	26	19
TRINITY_DN90083_c3_g3_i1	18.3306	14.3528	32.5264	40	30.2784	18.1519	14.2188	27.2643	32.622	24.2049
TRINITY_DN26106_c0_g1_i1	57	33	43	26	44	57	53	49	29	23
TRINITY_DN87341_c0_g2_i1	95.6924	185.031	605.272	306.878	747.517	243.943	205.576	296.381	115.13	249.227
TRINITY_DN87507_c0_g6_i1	79	68	56	63	92	94	32	47	85	88
TRINITY_DN80770_c1_g4_i1	16	37.5423	34.3406	17	58.1769	42.1115	47.2992	50.9134	39	77.5867
TRINITY_DN33541_c0_g1_i1	25	7	13	5	19	10	13	12	15	17
TRINITY_DN80260_c5_g2_i1	415.481	412.351	375.616	350.117	726.186	600.859	363.968	532.511	578.714	421.796
TRINITY_DN48100_c0_g1_i1	23	45	15	29	43	18	17	10	23	23
TRINITY_DN87752_c0_g1_i1	487	506	675	841	1451	864	675	767	609	603
TRINITY_DN91281_c5_g2_i1	160.93	178.056	176.232	168.179	275.635	206.614	112.11	210.48	147.126	161.734
TRINITY_DN86188_c5_g1_i1	3	2	3	13	150	25	5	5	3	34
TRINITY_DN87312_c0_g1_i3	35	19	21	25	36	45.3578	18	33	25.3102	39
TRINITY_DN59024_c0_g1_i1	10.3165	24.7892	18.5599	27.996	33.6801	31.6939	19.5581	30.8112	22.5907	14.4197
TRINITY_DN71422_c1_g1_i1	0	2	0	0	6	0	0	0	0	0
TRINITY_DN86474_c1_g1_i1	48	28	40	36	63	50	32	50	44	42
TRINITY_DN82146_c7_g4_i1	20	37	33	16	38	29	27	30	23	23
TRINITY_DN86091_c6_g6_i2	124.673	134.684	118.575	84	169.9	170.171	73	113	151.639	149
TRINITY_DN86782_c2_g4_i1	170.711	149.438	111	114.357	185.327	160.77	94.3687	172.682	120.308	145.072
TRINITY_DN84486_c5_g3_i7	23	23	15	16	12	23	10	17	11	21
TRINITY_DN46722_c0_g3_i1	23	22	35	29	59	34	31	35	42	30
TRINITY_DN62157_c0_g2_i1	6.43584	3	2	2	8.224	3	6	2.05315	10	13
TRINITY_DN82156_c0_g1_i1	16	2	9	2	10	19	6	10	16	23
TRINITY_DN71282_c0_g2_i1	13	16	8	28	48	18	24	32	18	24
TRINITY_DN86016_c2_g1_i1	287	343	446	443	919	394	326	419	576	421
TRINITY_DN75787_c0_g1_i1	0	0	0	2	1	2	0	2	1	0
TRINITY_DN94307_c1_g1_i1	17	282	46	64	32	4	88	20	27	5
TRINITY_DN85912_c0_g1_i1	18	23	23	11	29	39	24	20	25	36
TRINITY_DN85661_c1_g2_i2	58.5984	37	49	30.3716	64.2607	41	21.0401	31.157	23.0361	34.8764
TRINITY_DN84520_c1_g4_i1	4	0	3	2.96186	0.98603	0	0	3.91576	2	3
TRINITY_DN89340_c1_g1_i2	16	28	13	13	59	15	28	21	34	19
TRINITY_DN85986_c0_g1_i3	114	170.881	133.159	157	294.254	171.445	110	195.08	147	183
TRINITY_DN69825_c1_g1_i1	67	119	149	89	145	74	70	195	124	104
TRINITY_DN527_c0_g1_i1	11	24	22	20	47	18	22	29	22	12
TRINITY_DN68215_c0_g1_i1	38	46	30	23	21	38	35	72	45	36
TRINITY_DN91006_c1_g4_i1	82	94	76	124	179	124	75	95	91	78
TRINITY_DN83515_c1_g1_i1	102	91	116.829	88.9007	197.782	116.503	59	114	94.4176	63.3
TRINITY_DN64178_c0_g1_i1	45	46	30	22	44	56	25	59	63	69
TRINITY_DN95395_c0_g1_i1	19.4927	8.81749	88.3077	21.8572	27.9397	24.7801	9.93224	60.8842	48.2989	20.6889
TRINITY_DN86995_c1_g1_i1	58.3645	37.9254	87.8313	34.7968	81.7248	65.6504	38.4184	48.011	64.5774	47.2976
TRINITY_DN70071_c0_g1_i1	145	159	130	159	145	160	79	123	124	121
TRINITY_DN2354_c0_g1_i1	42	9	115	37	4	2	2	116	1	0
TRINITY_DN94416_c4_g1_i3	16.2441	25.7853	11.9033	14.2861	38.555	22.4743	13.476	12.9174	14.4025	18.5781
TRINITY_DN91699_c0_g1_i1	58	54	49	42	54	42	49	70	45	29
TRINITY_DN76713_c0_g4_i1	1.63042	0	0	0	0	0	5.38373	2.05465	0	1.63568
TRINITY_DN87190_c1_g1_i1	2541	2516	2638	2312	4486	3401	1925	2674	2536	3101
TRINITY_DN83956_c3_g1_i2	39	30	26	26	43	30	16	39	37	48
TRINITY_DN79398_c0_g1_i1	12	9	7	6	18	14	3	6	10	8
TRINITY_DN86094_c0_g1_i1	106.021	105.052	85.0296	80	208	118.016	91.0197	112.014	112.048	168.031
TRINITY_DN82121_c0_g2_i3	105	55	53	98	88	79	104	81	56	107
TRINITY_DN87579_c3_g2_i5	96.8982	64.0838	77.237	78.3161	136.464	97.5408	76	102.272	84.4365	84.5072
TRINITY_DN89947_c3_g4_i1	22.201	29.3773	21.5705	21.0948	30.5273	23.3903	16	22.1089	14.3013	21.3992
TRINITY_DN91910_c0_g1_i2	313	293	309	245	641	308	231	306	380	536
TRINITY_DN77467_c0_g1_i1	1686	1794	1445	1577	2656	2352	1938	1773	1264	1629
TRINITY_DN93430_c2_g1_i1	60	29.0927	57.151	31.5222	102.206	51	22	24.068	74.6163	36
TRINITY_DN75371_c0_g1_i1	19	18	32	25	34	33	25	36	34	22
TRINITY_DN85004_c3_g1_i1	38	27	65	47	82	63	18	52	25	64
TRINITY_DN86769_c0_g1_i1	14213	20631	21304	14460	34053	24333	21625	23087	16969	15511
TRINITY_DN62154_c0_g1_i1	7	6	11	7	39	7	5	4	7	26
TRINITY_DN81815_c2_g1_i1	23	48	35	39	142	66	62	59	108	46
TRINITY_DN78063_c0_g1_i1	5.28296	8.28471	18.97	11.336	48.9565	14.1341	12.3581	13.6131	26.631	21.595
TRINITY_DN92334_c0_g2_i1	5	2	0	5	4	0.0559878	0.10215	2	0	3.12863
TRINITY_DN86876_c1_g3_i2	153.766	147.568	170.255	156.993	333.023	222.844	143.738	243.67	160.168	152.843
TRINITY_DN90270_c3_g1_i1	0	0	0	1	0	2	1	2	0	3
TRINITY_DN81239_c0_g2_i2	324	358	673	507	1253	456	334	567	454	491
TRINITY_DN94449_c2_g1_i5	0	6	3	0	1	5	0	1	0	4
TRINITY_DN89104_c0_g4_i1	0	0	0	3.48727	1.76092	1.67601	0	1.27491	0	0
TRINITY_DN45986_c0_g1_i1	24.625	10.7425	24.2122	26.4242	3.0535	21.1721	17.5874	34.1488	36.4946	17.5067
TRINITY_DN92454_c1_g1_i2	6	2	2	3	0	0	1	2	1	4
TRINITY_DN65878_c0_g1_i1	6	5	3	2	10	6	3	10	3.2235	3
TRINITY_DN80513_c0_g1_i1	18	40	53	81	88	69	59	68	49	26
TRINITY_DN7890_c0_g1_i1	10	8	10	7	29	16	9	11	24	17
TRINITY_DN89446_c1_g3_i1	390	441	335	347	742	516	355	416	571	397
TRINITY_DN78643_c0_g1_i1	80	57	59	34	102	67	36	73	72	63
TRINITY_DN84212_c0_g1_i1	12	9	29	17	46	12	21	30	21	6
TRINITY_DN90588_c6_g6_i1	48	40.4587	37	28.4027	39.3067	37	29	37	19	31
TRINITY_DN74631_c0_g4_i1	25	11	11	13	61	17	15	11	13	34
TRINITY_DN79951_c4_g1_i3	1969	2079	1664	1427	2829	2762	2122	1846	1269	1507
TRINITY_DN93049_c0_g3_i1	1	4	1	3	3	2	1	0	2	5
TRINITY_DN93016_c2_g1_i2	98.6984	62	67	64	155.389	91	45	81.721	75	85.3884
TRINITY_DN56576_c0_g1_i2	1	0	0	0	0	0	0	0	0	0
TRINITY_DN78993_c2_g1_i2	49	44	54	55	81	76	70	59	62	49
TRINITY_DN83321_c0_g1_i1	163	125	109	171	233	105	193	142	125	183
TRINITY_DN75274_c0_g1_i1	27	38	25	29	41	29	29	23	22	34
TRINITY_DN85379_c3_g3_i1	64	77	54	59	104	69	97	55	59	75
TRINITY_DN84189_c0_g1_i1	432	383	280	303	514	589	413	326	304	381
TRINITY_DN66575_c0_g1_i1	2	4	1	5	0	2	2	4	3	1
TRINITY_DN93717_c0_g1_i1	15	14	24	32	50	25	27	20	30	26
TRINITY_DN48141_c0_g1_i1	5	3	3	1	8	4	0	6	1	6
TRINITY_DN86348_c9_g1_i1	50.444	51.3878	76	75.9771	147.544	67.479	51.1022	124.959	93.991	68.8238
TRINITY_DN90271_c8_g5_i1	50.8519	49	50	54	119.411	69	50.868	57.9569	60	55
TRINITY_DN75436_c1_g1_i1	82	47	67	90	149	94	65	94	89	59
TRINITY_DN84244_c0_g5_i1	4.06149	6.0712	2.26695	2.08377	5.36989	2.5511	2.00618	9.1679	4.31187	4.07426
TRINITY_DN91046_c0_g2_i2	981.227	1130.58	1081.45	1097.29	2079.75	1417.52	756.426	1187.06	1370.27	1383.26
TRINITY_DN85001_c2_g6_i3	233	132	187	206	399	218	134	152	133	218
TRINITY_DN76555_c0_g1_i1	406	456	382	397	717	636	447	433	409	442
TRINITY_DN92011_c5_g1_i2	87.8018	57.5012	91.5504	87.2428	128.85	112.952	62.9998	123.943	76.4836	75.7771
TRINITY_DN41487_c0_g2_i1	41.9286	58.7573	41.8714	29.2712	88.3656	56.8582	38.6472	64.3994	65.6583	37.5548
TRINITY_DN94040_c2_g1_i1	132.779	159.546	162.068	138.554	196.402	180.423	120.077	205.457	146.007	131.916
TRINITY_DN90023_c2_g1_i2	24.2613	29	22	16.2196	33	23	20	33	9	28
TRINITY_DN84672_c0_g1_i1	121	86	103	128	670	139	82	100	72	534
TRINITY_DN86908_c0_g4_i1	25	25	26	34	37	34	26	51	15	21
TRINITY_DN93715_c6_g6_i1	60.9295	29.9108	33.9322	52	38	66	26	65	23.89	48
TRINITY_DN80313_c0_g2_i1	166	174	159	165	306	231	168	204	159	155
TRINITY_DN80924_c0_g1_i1	79	69	74	105.622	110	100	49	85	113	130
TRINITY_DN82385_c2_g4_i3	38	32.151	12.0451	27	49	35	23.2597	35.2256	55	38.17
TRINITY_DN60894_c0_g1_i1	9	1	0	1	4	5	0	3	1	7
TRINITY_DN81750_c0_g2_i1	84	121	117	93	179	139	43	146	96	71
TRINITY_DN80053_c0_g1_i1	81	93	59	71	109	165	68	94	85	84
TRINITY_DN69476_c0_g1_i1	29	23.3386	23	19.9794	30.4002	18	16.3694	32	25	26
TRINITY_DN71169_c1_g2_i1	2	1	5	6	5	8	6	8	5	3
TRINITY_DN88348_c0_g1_i1	30	45	41	32	94	76	36	39	43	53
TRINITY_DN80214_c0_g1_i1	122	160	152	204	240	282	181	229	154	130
