gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN132299_c1_g1_i4	LOC100486844	Chr01	0.242926582	0.682766939	Brain_mean	unbias
TRINITY_DN132302_c0_g5_i3	NA	NA	0.688587894	0.381930546	Brain_mean	unbias
TRINITY_DN132303_c2_g2_i1	NA	NA	0.977461354	0.700088752	G43_M_mean	unbias
TRINITY_DN132303_c2_g3_i3	NA	NA	0.136626065	0.545319687	G43_M_mean	unbias
TRINITY_DN132303_c2_g5_i1	NA	NA	-0.914360566	0.73093776	G46_F_mean	unbias
TRINITY_DN132305_c4_g1_i1	NA	NA	0.568813698	0.174519866	Brain_mean	unbias
TRINITY_DN132305_c5_g2_i2	NA	NA	0.354899757	0.204398516	Brain_mean	unbias
TRINITY_DN132305_c5_g3_i1	NA	NA	0.732615692	0.520837933	Brain_mean	unbias
TRINITY_DN132306_c1_g2_i2	NA	NA	-1.654740206	0.611312319	G31_mean	unbias
TRINITY_DN132308_c10_g5_i2	gla	Chr08	0.755314895	0.200428653	G43_M_mean	unbias
TRINITY_DN132309_c1_g4_i1	NA	NA	-0.099440964	0.356211971	Testis_mean	unbias
TRINITY_DN132312_c6_g1_i1	ankrd60-like	Chr05	0.116652212	0.292607822	Brain_mean	unbias
TRINITY_DN132312_c6_g2_i1	tcte1	Chr05	-0.011280027	0.192978252	Brain_mean	unbias
TRINITY_DN132313_c0_g1_i1	NA	NA	0.168968224	0.490529513	Brain_mean	unbias
TRINITY_DN132314_c2_g6_i1	NA	NA	-0.964691129	0.439733432	Brain_mean	unbias
TRINITY_DN132314_c2_g7_i2	NA	NA	-0.358941123	0.790219543	Brain_mean	unbias
TRINITY_DN132317_c1_g1_i4	NA	NA	-0.091362453	0.59052913	Brain_mean	unbias
TRINITY_DN132317_c2_g2_i3	LOC100145443	scaffold_208	0.506877965	0.331260173	G43_M_mean	unbias
TRINITY_DN132319_c0_g16_i1	cwc15	Chr02	0.486122206	0.319149895	G46_M_mean	unbias
TRINITY_DN132319_c0_g1_i1	pccb	Chr05	0.532803118	0.286063734	G46_M_mean	unbias
TRINITY_DN132320_c0_g1_i1	clock	Chr01	0.849033488	0.484201843	G43_M_mean	unbias
TRINITY_DN132321_c0_g1_i5	NA	NA	0.857031378	0.354105726	Brain_mean	unbias
TRINITY_DN132322_c0_g1_i3	NA	NA	0.370065377	0.133202669	G43_M_mean	unbias
TRINITY_DN132328_c0_g3_i1	NA	NA	0.249229215	0.717105567	Brain_mean	unbias
TRINITY_DN132328_c1_g1_i1	NA	NA	-0.047846708	0.432773682	Ovary_mean	unbias
TRINITY_DN132329_c0_g1_i2	NA	NA	0.476968354	0.564298736	Liver_mean	unbias
TRINITY_DN132330_c3_g7_i1	NA	NA	0.787329966	0.737727179	Brain_mean	unbias
TRINITY_DN132331_c1_g1_i5	NA	NA	0.10194846	0.32759042	Brain_mean	unbias
TRINITY_DN132332_c0_g3_i1	NA	NA	0.728200213	0.486077043	G43_F_mean	unbias
TRINITY_DN132332_c0_g4_i1	NA	NA	0.92637098	0.378529184	G43_F_mean	unbias
TRINITY_DN132332_c0_g5_i9	rfesd-like	Chr01	0.210056587	0.153452059	G43_M_mean	unbias
TRINITY_DN132332_c1_g1_i1	ing3	Chr03	0.171490055	0.192429952	Brain_mean	unbias
TRINITY_DN132333_c0_g1_i1	NA	NA	0.647989329	0.422709541	G46_M_mean	unbias
TRINITY_DN132334_c4_g1_i1	ankrd65	Chr07	0.24797378	0.116605844	Ovary_mean	unbias
TRINITY_DN132334_c4_g3_i1	NA	NA	0.154919407	0.124031717	Ovary_mean	unbias
TRINITY_DN132334_c4_g5_i1	NA	NA	0.270000307	0.387228391	G23_mean	unbias
TRINITY_DN132334_c4_g7_i1	NA	NA	0.06416342	0.160051201	Ovary_mean	unbias
TRINITY_DN132335_c4_g1_i1	NA	NA	0.43895329	0.373002905	G43_M_mean	unbias
TRINITY_DN132337_c0_g2_i1	NA	NA	0.205783655	0.532453308	G43_F_mean	unbias
TRINITY_DN132337_c1_g6_i2	NA	NA	0.514632762	0.249250105	Brain_mean	unbias
TRINITY_DN132338_c1_g1_i1	ttll7	Chr04	-0.046028582	0.147518796	G23_mean	unbias
TRINITY_DN132338_c1_g2_i1	NA	NA	0.055948407	0.099990168	G23_mean	unbias
TRINITY_DN132338_c1_g5_i2	cyb5r2	Chr04	0.489819924	0.295004801	Brain_mean	unbias
TRINITY_DN132340_c2_g2_i1	NA	NA	0.421756544	0.39799977	Liver_mean	unbias
TRINITY_DN132340_c3_g2_i3	NA	NA	0.276456383	0.145526672	Brain_mean	unbias
TRINITY_DN132340_c4_g2_i2	NA	NA	0.387468492	0.143570116	Liver_mean	unbias
TRINITY_DN132341_c7_g1_i2	Xetrov90009752m	Chr03	0.160196957	0.520129377	Brain_mean	unbias
TRINITY_DN132342_c0_g1_i4	NA	NA	0.698221608	0.374471353	Brain_mean	unbias
TRINITY_DN132346_c0_g1_i1	NA	NA	0.684811438	0.534359779	Brain_mean	unbias
TRINITY_DN132347_c0_g1_i1	Xetrov90014671m	Chr05	0.645539028	0.439614366	G43_M_mean	unbias
TRINITY_DN132347_c2_g2_i1	NA	NA	0.577921338	0.282245608	G43_M_mean	unbias
TRINITY_DN132347_c3_g1_i3	NA	NA	-0.177848763	0.229884506	G23_mean	unbias
TRINITY_DN132348_c2_g1_i1	dus2	Chr04	0.144069345	0.654334743	G46_F_mean	unbias
TRINITY_DN132348_c2_g2_i2	NA	NA	0.758914008	0.530185407	G43_M_mean	unbias
TRINITY_DN132348_c3_g6_i1	NA	NA	-0.683145556	0.307216824	G46_F_mean	unbias
TRINITY_DN132349_c0_g1_i1	NA	NA	0.574268063	0.480712591	Liver_mean	unbias
TRINITY_DN132350_c0_g1_i1	NA	NA	0.652269666	0.411007849	Brain_mean	unbias
TRINITY_DN132350_c2_g2_i3	nsf	Chr10	0.156641813	0.509833946	Brain_mean	unbias
TRINITY_DN132350_c2_g3_i1	NA	NA	0.11453532	0.535987569	Brain_mean	unbias
TRINITY_DN132351_c10_g1_i3	LOC100485993	Chr01	0.2494938	0.646954474	Brain_mean	unbias
TRINITY_DN132352_c1_g3_i2	sh3glb1	Chr04	0.334645296	0.302861444	G43_M_mean	unbias
TRINITY_DN132352_c1_g4_i1	crybb3	Chr01	-0.238869717	0.202855218	Ovary_mean	unbias
TRINITY_DN132352_c1_g5_i2	slc45a1	Chr07	0.687549063	0.14895548	G27_mean	unbias
TRINITY_DN132354_c5_g1_i1	NA	NA	0.564216787	0.180413913	G31_mean	unbias
TRINITY_DN132354_c7_g4_i5	NA	NA	-0.143964207	0.300490242	Brain_mean	unbias
TRINITY_DN132355_c6_g1_i3	bri3bp	Chr01	-0.092503945	0.227218182	Ovary_mean	unbias
TRINITY_DN132355_c6_g2_i1	NA	NA	0.878600895	0.614731686	Liver_mean	unbias
TRINITY_DN132356_c0_g1_i2	NA	NA	0.381859268	0.488108181	G43_M_mean	unbias
TRINITY_DN132357_c2_g1_i1	NA	NA	0.870287411	0.77187053	G46_M_mean	unbias
TRINITY_DN132357_c3_g2_i4	NA	NA	1.07084314	0.284929499	G46_M_mean	unbias
TRINITY_DN132358_c0_g1_i1	ada.2	Chr10	0.354556087	0.509833763	G31_mean	unbias
TRINITY_DN132358_c1_g1_i2	NA	NA	0.439174818	0.358229827	Brain_mean	unbias
TRINITY_DN132359_c3_g4_i1	NA	NA	0.375094021	0.650256105	Brain_mean	unbias
TRINITY_DN132360_c0_g1_i3	NA	NA	0.153428558	0.46753046	G27_mean	unbias
TRINITY_DN132360_c0_g3_i2	nr4a2	Chr09	0.248411232	0.384064013	G31_mean	unbias
TRINITY_DN132361_c0_g1_i24	sh2d1a	Chr08	0.268779747	0.220112512	Testis_mean	unbias
TRINITY_DN132362_c3_g1_i1	NA	NA	0.621879528	0.549069279	G31_mean	unbias
TRINITY_DN132363_c0_g1_i2	ppie-like	Chr02	0.316728539	0.655591651	Brain_mean	unbias
TRINITY_DN132363_c0_g3_i2	NA	NA	-1.249995894	0.526967256	Testis_mean	unbias
TRINITY_DN132364_c2_g1_i2	iffo1-like	Chr07	0.813105208	0.287582085	G23_mean	unbias
TRINITY_DN132365_c2_g1_i2	NA	NA	0.370260781	0.188127755	G43_M_mean	unbias
TRINITY_DN132366_c0_g2_i1	NA	NA	0.618896104	0.42656953	Ovary_mean	unbias
TRINITY_DN132367_c2_g2_i3	NA	NA	0.278146012	0.706980746	Brain_mean	unbias
TRINITY_DN132368_c6_g4_i2	fahd2a	Chr03	0.582662993	0.274248378	G23_mean	unbias
TRINITY_DN132369_c3_g2_i2	NA	NA	0.043938474	0.416169812	Brain_mean	unbias
TRINITY_DN132371_c3_g3_i1	NA	NA	-0.09590934	0.368636749	Ovary_mean	unbias
TRINITY_DN132371_c3_g4_i1	nfyc	Chr02	-0.298597269	0.850635754	G46_F_mean	unbias
TRINITY_DN132371_c4_g1_i1	NA	NA	0.27731181	0.411914063	G43_M_mean	unbias
TRINITY_DN132371_c4_g2_i1	NA	NA	0.185622551	0.204652711	Brain_mean	unbias
TRINITY_DN132374_c1_g2_i2	NA	NA	-0.912755459	0.583681809	Ovary_mean	unbias
TRINITY_DN132375_c3_g1_i3	NA	NA	-0.111473973	0.229783401	Testis_mean	unbias
TRINITY_DN132376_c0_g1_i2	pdhb	scaffold_87	-0.172435225	0.120874163	Ovary_mean	unbias
TRINITY_DN132378_c0_g1_i1	NA	NA	-0.132151961	0.595363385	Brain_mean	unbias
TRINITY_DN132379_c2_g10_i1	NA	NA	0.997759724	0.302254025	G46_M_mean	unbias
TRINITY_DN132380_c4_g1_i2	NA	NA	0.510212375	0.576967222	Brain_mean	unbias
TRINITY_DN132381_c5_g2_i1	NA	NA	0.860129668	0.278018365	G43_M_mean	unbias
TRINITY_DN132382_c0_g1_i4	neurl3	Chr03	0.168959787	0.324044221	G31_mean	unbias
TRINITY_DN132385_c4_g2_i2	NA	NA	0.301023226	0.268632502	G43_F_mean	unbias
TRINITY_DN132386_c2_g1_i1	NA	NA	0.220522985	0.211387567	G43_M_mean	unbias
TRINITY_DN132386_c3_g1_i4	NA	NA	0.745327958	0.768709503	Liver_mean	unbias
TRINITY_DN132388_c0_g3_i1	LOC100496857-like	Chr08	0.556533691	0.314961249	Brain_mean	unbias
TRINITY_DN132388_c0_g6_i3	NA	NA	-0.686078425	0.41435469	Ovary_mean	unbias
TRINITY_DN132389_c2_g4_i1	NA	NA	-0.02088922	0.08504167	Ovary_mean	unbias
TRINITY_DN132392_c3_g2_i2	NA	NA	0.223665217	0.154285107	G43_F_mean	unbias
TRINITY_DN132392_c3_g3_i1	LOC100489521	Chr01	0.119778543	0.204694696	Ovary_mean	unbias
TRINITY_DN132393_c0_g2_i3	NA	NA	-0.520259179	0.277891687	Ovary_mean	unbias
TRINITY_DN132395_c1_g2_i8	mkks	Chr05	0.544835159	0.345237663	G23_mean	unbias
TRINITY_DN132396_c1_g1_i7	NA	NA	-0.053677167	0.316365335	Brain_mean	unbias
TRINITY_DN132401_c7_g1_i1	NA	NA	-0.400620143	0.228004753	G31_mean	unbias
TRINITY_DN132402_c3_g1_i1	NA	NA	0.060261776	0.644898309	Brain_mean	unbias
TRINITY_DN132403_c1_g2_i1	NA	NA	0.164849636	0.691145356	Brain_mean	unbias
TRINITY_DN132404_c1_g1_i10	NA	NA	0.527895799	0.591207668	Brain_mean	unbias
TRINITY_DN132408_c0_g1_i3	NA	NA	-0.707718951	0.308278873	Ovary_mean	unbias
TRINITY_DN132410_c0_g2_i1	NA	NA	0.714471313	0.428320315	G43_M_mean	unbias
TRINITY_DN132410_c0_g4_i1	NA	NA	-0.149051422	0.564766677	Brain_mean	unbias
TRINITY_DN132411_c0_g1_i1	cd93	Chr05	0.830783366	0.494790377	Brain_mean	unbias
TRINITY_DN132411_c1_g2_i1	NA	NA	0.374520081	0.597281216	Brain_mean	unbias
TRINITY_DN132412_c0_g4_i2	NA	NA	-0.167384086	0.082915087	Ovary_mean	unbias
TRINITY_DN132412_c0_g6_i1	NA	NA	0.089119169	0.367278848	Brain_mean	unbias
TRINITY_DN132413_c0_g1_i3	NA	NA	0.180602732	0.781859483	Brain_mean	unbias
TRINITY_DN132415_c1_g2_i1	NA	NA	0.433425796	0.05854719	G23_mean	unbias
TRINITY_DN132416_c1_g1_i1	NA	NA	1.200061016	0.501116221	G43_M_mean	unbias
TRINITY_DN132416_c2_g1_i5	NA	NA	-0.716053144	0.411685483	Ovary_mean	unbias
TRINITY_DN132417_c0_g1_i1	NA	NA	0.042744412	0.623346521	Brain_mean	unbias
TRINITY_DN132422_c3_g1_i1	NA	NA	0.398355493	0.154755322	G23_mean	unbias
TRINITY_DN132424_c3_g1_i1	NA	NA	0.606014686	0.594409618	Liver_mean	unbias
TRINITY_DN132424_c4_g1_i1	NA	NA	0.215309152	0.209229188	G43_M_mean	unbias
TRINITY_DN132424_c5_g1_i2	NA	NA	-0.008617227	0.417600601	Ovary_mean	unbias
TRINITY_DN132426_c4_g3_i1	NA	NA	-0.217095816	0.301503721	Brain_mean	unbias
TRINITY_DN132427_c1_g1_i1	NA	NA	0.842844686	0.849677445	Brain_mean	unbias
TRINITY_DN132429_c0_g1_i3	NA	NA	0.473188023	0.793228327	Brain_mean	unbias
TRINITY_DN132430_c0_g1_i3	NA	NA	0.030592888	0.360803762	G23_mean	unbias
TRINITY_DN132431_c3_g1_i3	LOC100487128	Chr05	-0.435388411	0.545903532	Ovary_mean	unbias
TRINITY_DN132431_c6_g1_i1	NA	NA	0.380378993	0.288169838	G43_F_mean	unbias
TRINITY_DN132432_c4_g1_i1	LOC100489792	Chr02	-0.240925943	0.451928878	Brain_mean	unbias
TRINITY_DN132437_c0_g1_i3	NA	NA	0.24705119	0.474660873	G43_F_mean	unbias
TRINITY_DN132437_c1_g1_i4	NA	NA	0.256573718	0.476862094	G23_mean	unbias
TRINITY_DN132438_c0_g1_i2	NA	NA	0.19061285	0.641250362	Brain_mean	unbias
TRINITY_DN132439_c5_g1_i1	NA	NA	-0.014470091	0.23016552	G43_F_mean	unbias
TRINITY_DN132439_c5_g9_i1	NA	NA	0.811251215	0.265783601	G46_M_mean	unbias
TRINITY_DN132440_c0_g1_i4	NA	NA	0.359447736	0.26609632	Testis_mean	unbias
TRINITY_DN132441_c0_g2_i1	LOC100489788-like	Chr06	0.753511154	0.309960248	G46_M_mean	unbias
TRINITY_DN132441_c0_g3_i1	NA	NA	0.837845894	0.292670465	G46_M_mean	unbias
TRINITY_DN132442_c1_g1_i1	mcl1	Chr08	-1.114052841	0.402111002	G23_mean	unbias
TRINITY_DN132442_c2_g1_i2	NA	NA	-0.40728666	0.336152578	Brain_mean	unbias
TRINITY_DN132442_c3_g2_i2	NA	NA	0.084563189	0.546651202	Brain_mean	unbias
TRINITY_DN132443_c1_g1_i1	NA	NA	0.646617396	0.399969176	G46_M_mean	unbias
TRINITY_DN132443_c2_g2_i1	NA	NA	-0.206786526	0.189224011	G27_mean	unbias
TRINITY_DN132446_c1_g7_i1	nkx3-2	Chr01	0.346487994	0.194261927	G43_M_mean	unbias
TRINITY_DN132447_c0_g2_i1	LOC100490274	Chr08	0.057699804	0.117362918	G23_mean	unbias
TRINITY_DN132448_c1_g1_i3	gpr37	Chr03	0.459962397	0.290105872	G46_M_mean	unbias
TRINITY_DN132448_c1_g2_i7	NA	NA	0.037931436	0.236121798	Brain_mean	unbias
TRINITY_DN132449_c1_g1_i1	NA	NA	0.419938495	0.343523614	Brain_mean	unbias
TRINITY_DN132449_c1_g2_i1	NA	NA	0.585817515	0.397820046	Brain_mean	unbias
TRINITY_DN132449_c2_g1_i1	NA	NA	-0.000996349	0.34877117	G43_M_mean	unbias
TRINITY_DN132450_c11_g11_i1	LOC100494418	scaffold_1841	0.481533033	0.256217627	Brain_mean	unbias
TRINITY_DN132451_c3_g1_i1	hsd17b7	Chr04	0.506544558	0.466651637	G23_mean	unbias
TRINITY_DN132451_c3_g7_i1	NA	NA	1.19205937	0.404452771	G43_M_mean	unbias
TRINITY_DN132453_c0_g1_i1	NA	NA	0.360318327	0.089003003	Testis_mean	unbias
TRINITY_DN132453_c0_g2_i1	NA	NA	0.372858241	0.195805309	Testis_mean	unbias
TRINITY_DN132453_c0_g5_i1	mctp1	Chr01	0.81596285	0.503913017	Brain_mean	unbias
TRINITY_DN132454_c5_g2_i1	ppp2r5e	Chr08	0.122617906	0.377996745	G23_mean	unbias
TRINITY_DN132454_c7_g2_i2	NA	NA	-0.620851388	0.54295171	Brain_mean	unbias
TRINITY_DN132457_c0_g2_i2	NA	NA	0.773296812	0.676205656	Brain_mean	unbias
TRINITY_DN132458_c0_g2_i2	NA	NA	0.289940384	0.536256773	Brain_mean	unbias
TRINITY_DN132463_c2_g1_i2	NA	NA	0.318154153	0.647404717	Brain_mean	unbias
TRINITY_DN132463_c2_g2_i1	LOC101732086	Chr07	0.355157348	0.807053672	Brain_mean	unbias
TRINITY_DN132463_c3_g1_i2	NA	NA	0.292156529	0.539277897	G27_mean	unbias
TRINITY_DN132465_c3_g2_i4	NA	NA	0.115404122	0.373037316	G23_mean	unbias
TRINITY_DN132467_c0_g1_i1	NA	NA	0.948413501	0.577825463	Brain_mean	unbias
TRINITY_DN132467_c0_g2_i3	NA	NA	0.786385868	0.861713019	Brain_mean	unbias
TRINITY_DN132468_c5_g1_i2	NA	NA	-0.526093091	0.135359514	Ovary_mean	unbias
TRINITY_DN132468_c7_g1_i2	NA	NA	0.49741881	0.654678353	G43_F_mean	unbias
TRINITY_DN132469_c0_g1_i1	llgl2	Chr10	0.421989661	0.404876333	G43_F_mean	unbias
TRINITY_DN132469_c2_g1_i1	LOC100491797	Chr03	0.858624052	0.38212138	G43_F_mean	unbias
TRINITY_DN132471_c5_g1_i2	jph3	Chr04	-0.150338392	0.257559278	G43_M_mean	unbias
TRINITY_DN132471_c5_g3_i1	r3hdm1-like	Chr09	-0.154964017	0.524223112	Brain_mean	unbias
TRINITY_DN132471_c7_g1_i4	cog3	Chr02	0.716894561	0.510267808	Brain_mean	unbias
TRINITY_DN132473_c0_g3_i1	NA	NA	-0.086396556	0.194127322	G23_mean	unbias
TRINITY_DN132473_c0_g5_i5	NA	NA	0.859213871	0.285861465	Liver_mean	unbias
TRINITY_DN132475_c2_g1_i3	NA	NA	0.558794657	0.667915406	Liver_mean	unbias
TRINITY_DN132475_c4_g1_i2	NA	NA	-0.680118022	0.305102814	Ovary_mean	unbias
TRINITY_DN132476_c6_g1_i2	NA	NA	0.224208984	0.161841209	Brain_mean	unbias
TRINITY_DN132476_c6_g2_i1	LOC100492550	Chr01	0.147599428	0.308366764	G43_F_mean	unbias
TRINITY_DN132477_c1_g1_i1	NA	NA	0.618689757	0.262618152	G43_M_mean	unbias
TRINITY_DN132478_c0_g2_i2	NA	NA	0.788622441	0.591485321	Liver_mean	unbias
TRINITY_DN132478_c0_g3_i1	NA	NA	0.187557076	0.570398841	Brain_mean	unbias
TRINITY_DN132479_c0_g1_i8	NA	NA	0.548358525	0.325605837	Liver_mean	unbias
TRINITY_DN132482_c0_g1_i10	NA	NA	0.405066802	0.293239178	Brain_mean	unbias
TRINITY_DN132483_c2_g1_i2	NA	NA	0.075457956	0.240778517	Ovary_mean	unbias
TRINITY_DN132483_c3_g1_i1	NA	NA	-0.014138028	0.150273371	G43_F_mean	unbias
TRINITY_DN132485_c2_g2_i9	NA	NA	0.81615476	0.408628766	G27_mean	unbias
TRINITY_DN132487_c0_g2_i3	NA	NA	0.598599302	0.473484769	G43_F_mean	unbias
TRINITY_DN132489_c1_g4_i1	NA	NA	-0.095879732	0.420749993	G43_M_mean	unbias
TRINITY_DN132489_c2_g3_i3	NA	NA	-1.145365418	0.708605222	Ovary_mean	unbias
TRINITY_DN132492_c0_g1_i1	NA	NA	-0.050205762	0.094332518	G27_mean	unbias
TRINITY_DN132492_c0_g2_i2	NA	NA	0.677394675	0.276080703	G43_M_mean	unbias
TRINITY_DN132493_c1_g1_i1	NA	NA	-0.117313884	0.474156373	G43_M_mean	unbias
TRINITY_DN132493_c4_g9_i3	NA	NA	0.594808583	0.281588654	G43_F_mean	unbias
TRINITY_DN132494_c2_g1_i2	LOC100495715	scaffold_569	-0.368935611	0.455725018	Brain_mean	unbias
TRINITY_DN132494_c2_g3_i3	NA	NA	0.548619693	0.222395963	G27_mean	unbias
TRINITY_DN132494_c2_g6_i3	NA	NA	0.791411972	0.47799629	G43_M_mean	unbias
TRINITY_DN132495_c2_g2_i2	NA	NA	-0.524515058	0.247085441	Testis_mean	unbias
TRINITY_DN132497_c3_g1_i1	NA	NA	-0.402424289	0.469287406	Ovary_mean	unbias
TRINITY_DN132498_c2_g6_i1	NA	NA	1.490082033	0.721108598	G27_mean	unbias
TRINITY_DN132499_c0_g1_i6	rap2c	Chr08	0.87239525	0.466491928	G27_mean	unbias
TRINITY_DN132499_c0_g3_i1	NA	NA	0.816237689	0.393325821	G43_M_mean	unbias
TRINITY_DN132501_c4_g2_i1	NA	NA	0.400133967	0.178624706	G43_M_mean	unbias
TRINITY_DN132501_c5_g2_i1	NA	NA	-0.024454699	0.350645903	Brain_mean	unbias
TRINITY_DN132501_c5_g3_i1	NA	NA	0.421700943	0.10735577	G27_mean	unbias
TRINITY_DN132501_c6_g2_i2	arhgef18-like	Chr01	-0.299101245	0.203164892	Ovary_mean	unbias
TRINITY_DN132502_c2_g1_i5	NA	NA	0.132434755	0.267490413	Brain_mean	unbias
TRINITY_DN132503_c1_g2_i7	NA	NA	-0.239966066	0.299802253	Ovary_mean	unbias
TRINITY_DN132504_c0_g1_i5	NA	NA	-0.217525109	0.498353292	Brain_mean	unbias
TRINITY_DN132505_c2_g1_i1	NA	NA	0.687755662	0.622092848	Brain_mean	unbias
TRINITY_DN132507_c3_g1_i2	NA	NA	-0.097688071	0.630026928	Testis_mean	unbias
TRINITY_DN132507_c3_g2_i1	NA	NA	-0.461044565	0.534651792	Testis_mean	unbias
TRINITY_DN132507_c3_g3_i2	NA	NA	-0.467745455	0.425383788	Testis_mean	unbias
TRINITY_DN132508_c1_g1_i4	NA	NA	-0.39057708	0.678699581	G27_mean	unbias
TRINITY_DN132508_c1_g2_i1	NA	NA	-0.217895454	0.259751881	Ovary_mean	unbias
TRINITY_DN132513_c0_g1_i1	NA	NA	-0.576007951	0.431874834	Ovary_mean	unbias
TRINITY_DN132516_c3_g2_i3	NA	NA	0.708951928	0.434458045	G43_F_mean	unbias
TRINITY_DN132517_c0_g1_i3	NA	NA	0.476033118	0.380955416	Brain_mean	unbias
TRINITY_DN132519_c0_g3_i5	NA	NA	-0.220243988	0.526136525	Brain_mean	unbias
TRINITY_DN132520_c5_g1_i1	NA	NA	1.153334078	0.719216914	Liver_mean	unbias
TRINITY_DN132520_c9_g3_i2	NA	NA	0.40498818	0.328271013	Brain_mean	unbias
TRINITY_DN132521_c2_g2_i2	NA	NA	0.604810899	0.698803374	G46_M_mean	unbias
TRINITY_DN132522_c1_g4_i2	NA	NA	-0.346117806	0.301281426	Ovary_mean	unbias
TRINITY_DN132526_c0_g1_i3	NA	NA	-0.077063647	0.780533203	Brain_mean	unbias
TRINITY_DN132527_c4_g4_i2	NA	NA	-0.221820263	0.682634754	Brain_mean	unbias
TRINITY_DN132528_c0_g1_i1	NA	NA	0.146721717	0.208795104	Brain_mean	unbias
TRINITY_DN132528_c3_g2_i1	NA	NA	0.66182384	0.207973976	Liver_mean	unbias
TRINITY_DN132529_c0_g1_i1	NA	NA	0.48134264	0.259712085	Testis_mean	unbias
TRINITY_DN132530_c6_g5_i1	NA	NA	-1.132849406	0.509056737	Ovary_mean	unbias
TRINITY_DN132532_c0_g2_i1	fam181a-like	Chr08	0.554632696	0.590754311	Testis_mean	unbias
TRINITY_DN132532_c0_g3_i1	NA	NA	-0.094653079	0.312391392	Testis_mean	unbias
TRINITY_DN132533_c5_g1_i1	NA	NA	-0.325497452	0.420364497	Brain_mean	unbias
TRINITY_DN132533_c5_g5_i1	NA	NA	0.861908017	0.640453967	Brain_mean	unbias
TRINITY_DN132534_c3_g1_i1	NA	NA	0.326923763	0.230344236	Brain_mean	unbias
TRINITY_DN132535_c6_g1_i4	NA	NA	0.916864055	0.547260609	Brain_mean	unbias
TRINITY_DN132536_c6_g3_i1	veph1	Chr05	0.731676549	0.309718404	G43_M_mean	unbias
TRINITY_DN132536_c6_g5_i1	NA	NA	1.241860923	0.34897325	G46_M_mean	unbias
TRINITY_DN132537_c1_g7_i2	NA	NA	-0.139432316	0.081655623	G23_mean	unbias
TRINITY_DN132538_c0_g3_i1	NA	NA	0.310821043	0.728766312	Brain_mean	unbias
TRINITY_DN132542_c0_g1_i1	NA	NA	1.132844863	0.49271281	G46_M_mean	unbias
TRINITY_DN132542_c0_g2_i2	NA	NA	0.314220764	0.400271822	G43_M_mean	unbias
TRINITY_DN132543_c1_g2_i1	NA	NA	-1.276790127	0.6782569	Brain_mean	unbias
TRINITY_DN132543_c1_g7_i1	clcn6-like	Chr07	-0.207793555	0.338177176	Testis_mean	unbias
TRINITY_DN132545_c0_g4_i1	lhb	Chr07	0.211165192	0.261993148	G31_mean	unbias
TRINITY_DN132545_c1_g2_i2	tomm70a	Chr02	0.987397437	0.346926895	Testis_mean	unbias
TRINITY_DN132547_c1_g11_i1	synpo2l	Chr07	0.747295747	0.232511507	Brain_mean	unbias
TRINITY_DN132547_c1_g7_i1	NA	NA	0.467260593	0.27415591	G43_M_mean	unbias
TRINITY_DN132547_c1_g8_i2	NA	NA	0.527092477	0.505748693	Brain_mean	unbias
TRINITY_DN132549_c3_g1_i2	NA	NA	0.09668168	0.669585949	Brain_mean	unbias
TRINITY_DN132549_c3_g3_i1	NA	NA	0.035375699	0.637386558	Brain_mean	unbias
TRINITY_DN132550_c2_g2_i3	NA	NA	-0.331941368	0.119690225	Ovary_mean	unbias
TRINITY_DN132550_c2_g3_i2	napepld-like	Chr03	-0.559861233	0.46156879	Ovary_mean	unbias
TRINITY_DN132553_c1_g3_i1	NA	NA	-0.044087582	0.090490377	G43_F_mean	unbias
TRINITY_DN132553_c1_g4_i2	NA	NA	0.443498674	0.429518446	Liver_mean	unbias
TRINITY_DN132553_c1_g6_i14	map2k6	Chr10	-0.173528071	0.15644149	G46_F_mean	unbias
TRINITY_DN132554_c1_g2_i2	NA	NA	0.285567534	0.248112795	Brain_mean	unbias
TRINITY_DN132557_c5_g3_i1	NA	NA	0.724159917	0.401941972	G43_F_mean	unbias
TRINITY_DN132558_c3_g1_i1	NA	NA	0.052702037	0.49962743	Brain_mean	unbias
TRINITY_DN132558_c4_g2_i2	NA	NA	0.048499726	0.275639131	Ovary_mean	unbias
TRINITY_DN132560_c1_g3_i1	zmym4	Chr02	-0.30176211	0.72571439	G46_F_mean	unbias
TRINITY_DN132560_c1_g5_i1	NA	NA	0.571844186	0.533650972	G27_mean	unbias
TRINITY_DN132560_c1_g8_i3	slc25a46	Chr01	0.607955118	0.4333822	G46_M_mean	unbias
TRINITY_DN132561_c1_g2_i3	itga7-like	Chr02	0.545094299	0.459952811	G43_M_mean	unbias
TRINITY_DN132561_c2_g3_i3	NA	NA	0.145799426	0.22869752	G23_mean	unbias
TRINITY_DN132562_c0_g2_i3	NA	NA	0.067664835	0.140433807	Brain_mean	unbias
TRINITY_DN132563_c3_g2_i1	NA	NA	0.044299595	0.21422697	Brain_mean	unbias
TRINITY_DN132563_c3_g5_i3	NA	NA	0.14081513	0.323484708	Brain_mean	unbias
TRINITY_DN132564_c3_g10_i1	NA	NA	0.240541441	0.314209106	G43_M_mean	unbias
TRINITY_DN132564_c4_g11_i7	LOC100489687-like	Chr07	-0.104218193	0.28068992	G23_mean	unbias
