gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN132587_c0_g1_i1	NA	NA	NA	NA	1.305053554	1.305053554	male	0.566393459	Brain_mmean	0.0681	0.1012	1.4877
TRINITY_DN132590_c0_g1_i5	NA	NA	NA	NA	-0.415691733	0.415691733	unbias	0.298796105	Brain_fmean	0.0543	0.0964	1.7751
TRINITY_DN132591_c7_g5_i1	NA	NA	NA	NA	0.659747335	0.659747335	unbias	0.439913665	G23_fmean	0.1758	0.3291	1.8724
TRINITY_DN132595_c0_g1_i1	LOC100495427-like	Chr07	22352090	22352090	-0.390096794	0.390096794	unbias	0.339811982	G46_M_mean	0.2213	0.3654	1.6514
TRINITY_DN132599_c0_g1_i3	NA	NA	NA	NA	0.260604433	0.260604433	unbias	0.408076599	Brain_fmean	0.202	0.3476	1.7211
TRINITY_DN132600_c0_g8_i1	NA	NA	NA	NA	2.40941118	2.40941118	male	0.066370172	Testis_mean	0.0057	0.0076	1.3268
TRINITY_DN132601_c0_g1_i15	NA	NA	NA	NA	-2.879658074	2.879658074	female	0.393078877	Ovary_mean	0.0535	0.0872	1.6286
TRINITY_DN132601_c0_g7_i4	NA	NA	NA	NA	1.611995356	1.611995356	male	0.889849509	Brain_fmean	0.0801	0.1287	1.6077
TRINITY_DN132606_c3_g1_i3	rassf7	Chr04	39550251	39550251	-1.420123742	1.420123742	female	0.554083236	Ovary_mean	0.1187	0.2084	1.755
TRINITY_DN132611_c0_g3_i1	NA	NA	NA	NA	1.133816113	1.133816113	male	0.452268994	Testis_mean	0.0413	0.0641	1.5534
TRINITY_DN132622_c5_g3_i4	NA	NA	NA	NA	1.261662377	1.261662377	male	0.35316352	Testis_mean	0.0793	0.1269	1.6007
TRINITY_DN132624_c0_g1_i1	rpe	Chr09	50112103	50112103	-5.46545864	5.46545864	female	0.633139407	Ovary_mean	0.0315	0.0533	1.6925
TRINITY_DN132624_c1_g1_i2	LOC100489254	Chr04	97719573	97719573	2.596956244	2.596956244	male	0.343227863	Brain_mmean	0.0586	0.0919	1.5681
TRINITY_DN132625_c0_g2_i13	NA	NA	NA	NA	2.858812991	2.858812991	male	0.468312433	Brain_mmean	0.0531	0.0665	1.2529
TRINITY_DN132628_c0_g1_i2	ccdc65	Chr02	132838548	132838548	-1.007442642	1.007442642	female	0.479452069	Ovary_mean	0.0705	0.1408	1.9986
TRINITY_DN132628_c1_g1_i2	NA	NA	NA	NA	0.225279563	0.225279563	unbias	0.273849558	Brain_fmean	0.0418	0.065	1.5565
TRINITY_DN132629_c1_g1_i2	NA	NA	NA	NA	0.343307086	0.343307086	unbias	0.265947102	G23_fmean	0.0679	0.1278	1.8826
TRINITY_DN132634_c3_g2_i1	NA	NA	NA	NA	-0.058619405	0.058619405	unbias	0.69693215	G46_M_mean	0.1671	0.2851	1.706
TRINITY_DN132634_c3_g4_i2	NA	NA	NA	NA	-1.360839263	1.360839263	female	0.821213981	Ovary_mean	0.0451	0.087	1.9275
TRINITY_DN132635_c2_g4_i2	NA	NA	NA	NA	-1.577770406	1.577770406	female	0.404011311	Ovary_mean	0.023	0.0353	1.5383
TRINITY_DN132643_c1_g5_i2	NA	NA	NA	NA	0.521351824	0.521351824	unbias	0.543611448	Ovary_mean	0.1995	0.3628	1.8192
TRINITY_DN132644_c5_g1_i1	NA	NA	NA	NA	-0.127552548	0.127552548	unbias	0.236860224	Ovary_mean	0.0668	0.0829	1.2402
TRINITY_DN132644_c6_g1_i3	NA	NA	NA	NA	-1.620527788	1.620527788	female	0.569170457	Ovary_mean	0.0221	0.0291	1.3199
TRINITY_DN132644_c7_g3_i4	NA	NA	NA	NA	6.163438732	6.163438732	male	0.625863305	Brain_mmean	0.1072	0.0746	0.6961
TRINITY_DN132650_c6_g5_i5	NA	NA	NA	NA	0.496255936	0.496255936	unbias	0.277774708	Ovary_mean	0.0574	0.0985	1.7166
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	NA	-0.139749296	0.139749296	unbias	0.273004653	Ovary_mean	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	NA	NA	NA	NA	0.508967381	0.508967381	unbias	0.588563184	Brain_fmean	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	NA	-0.108469362	0.108469362	unbias	0.740110777	Brain_fmean	0.0316	0.0581	1.8389
TRINITY_DN132667_c0_g1_i1	NA	NA	NA	NA	4.008944429	4.008944429	male	0.905660273	Brain_fmean	0.0389	0.0575	1.4771
TRINITY_DN132667_c0_g6_i1	mgat1	Chr08	50431706	50431706	0.318271482	0.318271482	unbias	0.382013865	Ovary_mean	0.0217	0.0331	1.5287
TRINITY_DN132667_c0_g7_i3	NA	NA	NA	NA	1.095210692	1.095210692	male	0.308302041	Brain_fmean	0.0588	0.1021	1.7356
TRINITY_DN132667_c0_g8_i1	LOC101734664	Chr01	152353361	152353361	-1.38774245	1.38774245	female	0.859761685	Ovary_mean	0.3302	0.4614	1.3974
TRINITY_DN132669_c0_g1_i1	NA	NA	NA	NA	0.394267873	0.394267873	unbias	0.404930599	Ovary_mean	0.0777	0.0868	1.1176
TRINITY_DN132670_c0_g3_i1	LOC101732467	Chr01	185384431	185384431	2.976599948	2.976599948	male	0.817017078	Brain_fmean	0.057	0.0684	1.1999
TRINITY_DN132671_c4_g1_i3	NA	NA	NA	NA	-1.03125814	1.03125814	female	0.391190695	Ovary_mean	0.0999	0.1214	1.2145
TRINITY_DN132678_c0_g2_i1	NA	NA	NA	NA	0.369006056	0.369006056	unbias	0.158668675	Ovary_mean	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	NA	0.743455842	0.743455842	unbias	0.560118107	G46_M_mean	0.0775	0.0894	1.1542
TRINITY_DN132681_c0_g1_i2	NA	NA	NA	NA	-1.630540405	1.630540405	female	0.502252617	Ovary_mean	0.1197	0.1464	1.2228
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	NA	-0.176156105	0.176156105	unbias	0.159848831	G23_fmean	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	NA	NA	NA	NA	0.724163646	0.724163646	unbias	0.491722512	Brain_mmean	0.0146	0.0201	1.3781
TRINITY_DN132696_c0_g3_i1	NA	NA	NA	NA	-0.818501196	0.818501196	unbias	0.534887695	Brain_fmean	0.1208	0.2245	1.859
TRINITY_DN132703_c8_g1_i1	NA	NA	NA	NA	-1.278237839	1.278237839	female	0.635851753	Ovary_mean	0.106	0.1985	1.873
TRINITY_DN132708_c6_g3_i1	LOC100496633-like	Chr01	177562673	177562673	2.248964917	2.248964917	male	0.588698073	Liver_fmean	0.0937	0.1594	1.7017
TRINITY_DN132709_c3_g2_i1	dnajc17	Chr08	94885511	94885511	-0.520370624	0.520370624	unbias	0.644799509	G23_mmean	0.1048	0.1632	1.5569
TRINITY_DN132709_c3_g8_i2	NA	NA	NA	NA	-1.544515488	1.544515488	female	0.479015442	Ovary_mean	0.0756	0.0925	1.2241
TRINITY_DN132717_c3_g1_i4	NA	NA	NA	NA	-1.579724837	1.579724837	female	0.565178295	Ovary_mean	0.0561	0.0826	1.4719
TRINITY_DN132719_c0_g1_i3	NA	NA	NA	NA	0.247237669	0.247237669	unbias	0.169695204	Brain_fmean	0.0715	0.0334	0.467
TRINITY_DN132722_c2_g5_i3	NA	NA	NA	NA	3.092376888	3.092376888	male	0.691014701	Brain_mmean	0.1657	0.2367	1.4284
TRINITY_DN132727_c1_g2_i3	NA	NA	NA	NA	-2.260245476	2.260245476	female	0.598167404	Ovary_mean	0.1359	0.1492	1.0979
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	NA	-0.935309414	0.935309414	unbias	0.443686228	Ovary_mean	0.0847	0.1318	1.5573
TRINITY_DN132732_c0_g2_i2	NA	NA	NA	NA	-2.388957715	2.388957715	female	0.56019762	Ovary_mean	0.1726	0.289	1.6743
TRINITY_DN132748_c0_g1_i1	NA	NA	NA	NA	4.032703634	4.032703634	male	0.888634069	Brain_mmean	0.0293	0.0424	1.4489
TRINITY_DN132751_c3_g1_i2	NA	NA	NA	NA	0.878653857	0.878653857	unbias	0.509921717	Brain_mmean	0.1113	0.2058	1.8489
TRINITY_DN132753_c0_g1_i1	NA	NA	NA	NA	2.771097221	2.771097221	male	0.646531397	Brain_fmean	0.0597	0.0828	1.3865
TRINITY_DN132755_c6_g1_i1	NA	NA	NA	NA	-1.629087266	1.629087266	female	0.539013219	Ovary_mean	0.1034	0.1712	1.6567
TRINITY_DN132756_c0_g2_i4	NA	NA	NA	NA	0.073181726	0.073181726	unbias	0.601505469	G23_fmean	0.0275	0.044	1.6023
TRINITY_DN132758_c3_g1_i1	NA	NA	NA	NA	0.473976235	0.473976235	unbias	0.263808517	Brain_mmean	0.0235	0.0339	1.4405
TRINITY_DN132762_c1_g1_i6	NA	NA	NA	NA	0.889168224	0.889168224	unbias	0.753245253	Brain_mmean	0.063	0.0847	1.3448
TRINITY_DN132762_c3_g1_i5	NA	NA	NA	NA	-0.29160685	0.29160685	unbias	0.369260316	Ovary_mean	0.081	0.0844	1.0415
TRINITY_DN132763_c3_g1_i2	NA	NA	NA	NA	2.324816249	2.324816249	male	0.647653285	Brain_mmean	0.0872	0.1387	1.5905
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	NA	1.272193461	1.272193461	unbias	0.462548629	Brain_mmean	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	NA	-0.900384597	0.900384597	unbias	0.486202053	Ovary_mean	0.0768	0.1042	1.3569
TRINITY_DN132767_c0_g1_i1	NA	NA	NA	NA	1.637161999	1.637161999	male	0.298573821	G43_M_mean	0.1032	0.1459	1.4133
TRINITY_DN132771_c1_g1_i1	NA	NA	NA	NA	-1.09744705	1.09744705	female	0.392040086	Ovary_mean	0.0993	0.1695	1.7078
TRINITY_DN132772_c0_g1_i4	NA	NA	NA	NA	1.495765755	1.495765755	male	0.767454949	Brain_fmean	0.0895	0.1126	1.2576
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	NA	1.019558552	1.019558552	unbias	0.360370344	Brain_mmean	0.1578	0.2389	1.5143
TRINITY_DN132776_c2_g1_i1	NA	NA	NA	NA	-1.351666204	1.351666204	female	0.303178693	Ovary_mean	0.0304	0.0429	1.412
TRINITY_DN132782_c0_g1_i7	NA	NA	NA	NA	1.393284119	1.393284119	male	0.535050293	Brain_mmean	0.1599	0.2834	1.7727
TRINITY_DN132782_c2_g1_i2	NA	NA	NA	NA	-0.324515622	0.324515622	unbias	0.558965849	Brain_mmean	0.0733	0.1263	1.7228
TRINITY_DN132791_c0_g2_i1	NA	NA	NA	NA	1.269691696	1.269691696	male	0.650283746	Brain_mmean	0.0417	0.0751	1.802
TRINITY_DN132803_c2_g1_i12	znf526	Chr07	99014188	99014188	-2.614479005	2.614479005	female	0.527754654	Ovary_mean	0.1006	0.1603	1.5926
TRINITY_DN132809_c9_g3_i1	NA	NA	NA	NA	5.002881903	5.002881903	male	0.656437748	Testis_mean	0.0937	0.1456	1.5543
TRINITY_DN132817_c1_g1_i3	tax1bp1	Chr06	32525315	32525315	-2.439319125	2.439319125	female	0.809421454	Ovary_mean	0.0301	0.054	1.7908
TRINITY_DN132818_c0_g2_i3	socs5	Chr05	16154213	16154213	-0.405816445	0.405816445	unbias	0.163912555	Ovary_mean	0.0502	0.0494	0.9838
TRINITY_DN132820_c4_g1_i2	Xetrov90013897m	Chr05	62833399	62833399	0.947993412	0.947993412	unbias	0.496140323	Brain_fmean	0.0957	0.075	0.7839
TRINITY_DN132820_c6_g1_i4	lamp5	Chr05	22420624	22420624	1.988935461	1.988935461	male	0.598479299	Brain_mmean	0.0819	0.0986	1.203
TRINITY_DN132820_c6_g2_i1	NA	NA	NA	NA	2.549604083	2.549604083	male	0.618378545	Brain_fmean	0.0704	0.0875	1.2431
TRINITY_DN132825_c3_g1_i6	NA	NA	NA	NA	-0.031907737	0.031907737	unbias	0.298750025	Ovary_mean	0.1072	0.2019	1.8831
TRINITY_DN132826_c2_g1_i8	NA	NA	NA	NA	2.666646929	2.666646929	male	0.361677787	Brain_mmean	0.037	0.0546	1.4774
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	NA	-0.072065029	0.072065029	unbias	0.277419786	Brain_fmean	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	NA	-0.903478283	0.903478283	unbias	0.470173474	Ovary_mean	0.0716	0.1411	1.9707
TRINITY_DN132830_c9_g3_i5	NA	NA	NA	NA	-2.7160872	2.7160872	female	0.642690648	Ovary_mean	0.0802	0.1433	1.7879
TRINITY_DN132832_c1_g1_i15	NA	NA	NA	NA	1.379636271	1.379636271	male	0.545716681	Brain_fmean	0.0597	0.084	1.4062
TRINITY_DN132832_c1_g5_i6	Xetrov90012485m	Chr04	113014916	113014916	0.357767749	0.357767749	unbias	0.219980541	Brain_mmean	0.0349	0.0379	1.0871
TRINITY_DN132835_c1_g1_i1	NA	NA	NA	NA	0.070195685	0.070195685	unbias	0.823496657	Brain_fmean	0.0202	0.0212	1.0495
TRINITY_DN132837_c1_g2_i2	NA	NA	NA	NA	-1.582271043	1.582271043	female	0.650563719	Ovary_mean	0.0345	0.0653	1.8956
TRINITY_DN132837_c1_g8_i1	NA	NA	NA	NA	-3.121059816	3.121059816	female	0.453191945	G43_F_mean	0.0509	0.0729	1.4302
TRINITY_DN132842_c1_g1_i1	NA	NA	NA	NA	-2.040202542	2.040202542	female	0.670821491	Ovary_mean	0.0729	0.1003	1.3765
TRINITY_DN132848_c0_g1_i1	ncapd3	Chr07	49509701	49509701	1.200628961	1.200628961	unbias	0.917290768	Brain_fmean	0.0404	0.0514	1.272
TRINITY_DN132851_c3_g3_i1	ssr3	Chr05	104919562	104919562	-2.403200713	2.403200713	female	0.507179307	Ovary_mean	0.1234	0.2356	1.9096
TRINITY_DN132851_c3_g4_i1	NA	NA	NA	NA	0.033060218	0.033060218	unbias	0.420665004	Brain_fmean	0.1387	0.1955	1.409
TRINITY_DN132854_c0_g2_i2	NA	NA	NA	NA	-1.960747064	1.960747064	female	0.644540388	Ovary_mean	0.094	0.0656	0.6977
TRINITY_DN132863_c3_g1_i2	NA	NA	NA	NA	1.651525176	1.651525176	male	0.415877713	Brain_fmean	0.0071	0.0115	1.6317
TRINITY_DN132871_c1_g1_i1	NA	NA	NA	NA	0.428005093	0.428005093	unbias	0.39019547	G23_fmean	0.0754	0.1229	1.6302
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	-5.696249734	5.696249734	female	0.447925012	Ovary_mean	0.1836	0.2842	1.548
TRINITY_DN132879_c5_g7_i1	NA	NA	NA	NA	1.177224425	1.177224425	male	0.303426468	G23_mmean	0.0659	0.1268	1.9243
TRINITY_DN132882_c6_g1_i1	NA	NA	NA	NA	0.618044147	0.618044147	unbias	0.488522157	Testis_mean	0.2396	0.3879	1.619
TRINITY_DN132882_c8_g2_i1	eif4a3	Chr05	39198031	39198031	-2.524424326	2.524424326	female	0.633825719	Ovary_mean	0.0657	0.0842	1.282
TRINITY_DN132884_c3_g6_i1	NA	NA	NA	NA	1.254000125	1.254000125	male	0.320987271	G23_mmean	0.0265	0.0517	1.9531
TRINITY_DN132887_c1_g1_i2	NA	NA	NA	NA	-1.661575734	1.661575734	female	0.50382325	Ovary_mean	0.0286	0.0383	1.3396
TRINITY_DN132887_c4_g2_i1	xylt1	Chr09	27227494	27227494	-0.149296105	0.149296105	unbias	0.292437699	G23_mmean	0.0292	0.0537	1.8381
TRINITY_DN132888_c0_g1_i1	c11orf73	Chr02	165515965	165515965	2.282418083	2.282418083	male	0.423563791	Brain_fmean	0.0481	0.0431	0.8952
TRINITY_DN132891_c7_g2_i3	NA	NA	NA	NA	-3.50659001	3.50659001	female	0.63517261	Ovary_mean	0.0279	0.0283	1.015
TRINITY_DN132892_c2_g1_i2	NA	NA	NA	NA	0.452932407	0.452932407	unbias	0.150908171	Ovary_mean	0.0725	0.1305	1.8013
TRINITY_DN132899_c0_g1_i4	LOC100495450	Chr01	145712746	145712746	-1.666992996	1.666992996	female	0.441690833	Ovary_mean	0.0948	0.1625	1.7144
TRINITY_DN132900_c0_g3_i3	NA	NA	NA	NA	0.24368528	0.24368528	unbias	0.55704661	Brain_mmean	0.0335	0.0406	1.2135
TRINITY_DN132905_c2_g2_i1	ints7	Chr05	10968498	10968498	-0.20704479	0.20704479	unbias	0.780622365	Brain_fmean	0.0309	0.0383	1.2385
TRINITY_DN132906_c0_g4_i8	NA	NA	NA	NA	3.21585599	3.21585599	male	0.483389818	Liver_mmean	0.0205	0.0324	1.5818
TRINITY_DN132917_c2_g2_i1	NA	NA	NA	NA	2.016010735	2.016010735	male	0.589822274	G23_mmean	0.126	0.2024	1.6062
TRINITY_DN132917_c4_g2_i4	NA	NA	NA	NA	0.099702178	0.099702178	unbias	0.455143212	Brain_fmean	0.0937	0.1218	1.2995
TRINITY_DN132918_c0_g3_i1	slc35f2	Chr02	156939799	156939799	3.847188475	3.847188475	male	0.377949239	Brain_mmean	0.1592	0.2119	1.3306
TRINITY_DN132922_c3_g2_i1	NA	NA	NA	NA	3.765293643	3.765293643	male	0.722178217	Brain_mmean	0.0421	0.0573	1.3606
TRINITY_DN132934_c0_g1_i2	LOC100487518	Chr07	61255585	61255585	-0.390844073	0.390844073	unbias	0.256801575	G43_M_mean	0.0526	0.0758	1.4408
TRINITY_DN132942_c0_g1_i5	NA	NA	NA	NA	1.784202379	1.784202379	unbias	0.312790502	Testis_mean	0.1217	0.2165	1.7795
TRINITY_DN132943_c0_g5_i8	NA	NA	NA	NA	-1.663001508	1.663001508	female	0.583491123	Brain_mmean	0.0182	0.0197	1.0854
TRINITY_DN132947_c0_g1_i4	fyttd1	Chr05	110643190	110643190	-0.856678351	0.856678351	unbias	0.464363249	Ovary_mean	0.1366	0.255	1.8669
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	NA	0.287924543	0.287924543	unbias	0.249393036	Brain_fmean	0.0341	0.0457	1.3397
TRINITY_DN132951_c0_g1_i2	esd	Chr02	131288037	131288037	0.419230061	0.419230061	unbias	0.430950694	Brain_mmean	0.0263	0.0504	1.9115
TRINITY_DN132954_c5_g2_i3	NA	NA	NA	NA	1.493435359	1.493435359	male	0.383299005	Brain_fmean	0.0572	0.0835	1.4615
TRINITY_DN132956_c5_g1_i3	foxb2	Chr01	119952909	119952909	-1.523571624	1.523571624	female	0.306368327	Ovary_mean	0.0559	0.0905	1.6206
TRINITY_DN132960_c3_g1_i1	LOC100490493	Chr08	104648917	104648917	-1.036352511	1.036352511	female	0.266167808	G43_M_mean	0.1112	0.2091	1.881
TRINITY_DN132961_c3_g1_i1	NA	NA	NA	NA	0.777507527	0.777507527	unbias	0.453391424	Brain_mmean	0.0572	0.0879	1.5365
TRINITY_DN132963_c1_g4_i2	NA	NA	NA	NA	-1.025571631	1.025571631	female	0.306895545	Ovary_mean	0.0717	0.1161	1.6197
TRINITY_DN132968_c1_g1_i1	LOC100496628-like	Chr08	43710702	43710702	1.528653798	1.528653798	male	0.744474347	Brain_mmean	0.16	0.1217	0.7607
TRINITY_DN132969_c0_g2_i1	myo15a-like.1	Chr05	67620050	67620050	-3.83919215	3.83919215	female	0.490281951	Ovary_mean	0.0963	0.1058	1.0995
TRINITY_DN132974_c4_g2_i9	NA	NA	NA	NA	0.44818494	0.44818494	unbias	0.473002899	Brain_fmean	0.0608	0.0705	1.1597
TRINITY_DN132975_c0_g1_i1	NA	NA	NA	NA	1.713204873	1.713204873	male	0.233986953	Testis_mean	0.0547	0.0978	1.79
TRINITY_DN132976_c1_g5_i2	NA	NA	NA	NA	-2.842556999	2.842556999	female	0.54952112	Ovary_mean	0.127	0.145	1.1417
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	NA	0.225808218	0.225808218	unbias	0.152982054	Brain_mmean	0.0232	0.0332	1.4336
TRINITY_DN132980_c2_g1_i2	NA	NA	NA	NA	-0.358260418	0.358260418	unbias	0.212824744	Ovary_mean	0.0523	0.0821	1.568
TRINITY_DN132986_c0_g3_i10	NA	NA	NA	NA	-1.842547414	1.842547414	female	0.468574862	Brain_mmean	0.0452	0.0427	0.9444
TRINITY_DN132991_c1_g4_i1	NA	NA	NA	NA	-1.321000873	1.321000873	female	0.519927718	Brain_mmean	0.0493	0.0717	1.4545
TRINITY_DN132995_c1_g2_i5	NA	NA	NA	NA	0.11307172	0.11307172	unbias	0.827307146	Brain_fmean	0.0492	0.0909	1.8481
TRINITY_DN133002_c6_g5_i3	NA	NA	NA	NA	-1.01941671	1.01941671	female	0.412726782	Ovary_mean	0.059	0.0607	1.028
TRINITY_DN133005_c2_g1_i1	NA	NA	NA	NA	0.107821299	0.107821299	unbias	0.534117103	G43_M_mean	0.0287	0.056	1.95
TRINITY_DN133007_c1_g1_i4	NA	NA	NA	NA	-0.454123366	0.454123366	unbias	0.532621952	Ovary_mean	0.0747	0.1172	1.5705
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	NA	-0.274321551	0.274321551	unbias	0.23662931	Brain_mmean	0.0342	0.0442	1.2937
TRINITY_DN133011_c0_g1_i4	NA	NA	NA	NA	1.386024407	1.386024407	male	0.384811705	Brain_fmean	0.0378	0.0509	1.3465
TRINITY_DN133014_c5_g4_i7	LOC100145084	scaffold_547	1712	1712	-0.132090429	0.132090429	unbias	0.281428433	Brain_mmean	0.0831	0.1002	1.2051
TRINITY_DN133015_c7_g1_i1	NA	NA	NA	NA	3.165154475	3.165154475	male	0.576891359	Brain_mmean	0.0023	0.0022	0.9342
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	NA	1.050032909	1.050032909	unbias	0.75246815	Brain_fmean	0.0486	0.0585	1.2034
TRINITY_DN133029_c0_g2_i7	NA	NA	NA	NA	-1.363172025	1.363172025	female	0.617722905	G46_M_mean	0.2417	0.4369	1.8074
TRINITY_DN133031_c0_g1_i3	NA	NA	NA	NA	0.511565267	0.511565267	unbias	0.264726928	Brain_mmean	0.1639	0.2678	1.6343
TRINITY_DN133032_c0_g2_i1	slc34a2	scaffold_69	696363	696363	0.369470939	0.369470939	unbias	0.227019701	Brain_mmean	0.0567	0.0795	1.4025
TRINITY_DN133036_c1_g2_i2	NA	NA	NA	NA	0.545876817	0.545876817	unbias	0.316921306	Testis_mean	0.0855	0.1083	1.2661
TRINITY_DN133039_c0_g1_i7	NA	NA	NA	NA	1.797296625	1.797296625	male	0.486459419	Brain_mmean	0.106	0.1731	1.6334
TRINITY_DN133045_c7_g3_i1	NA	NA	NA	NA	-1.932430479	1.932430479	female	0.615042718	Ovary_mean	0.1325	0.2618	1.9758
TRINITY_DN133052_c1_g4_i1	NA	NA	NA	NA	1.500174374	1.500174374	male	0.371955416	G23_mmean	0.0821	0.1239	1.5101
TRINITY_DN133053_c7_g1_i2	NA	NA	NA	NA	-2.005848209	2.005848209	female	0.647765231	Ovary_mean	0.0723	0.1402	1.9396
TRINITY_DN133054_c3_g2_i1	osbp2	Chr01	157896055	157896055	0.853369975	0.853369975	unbias	0.590861124	Brain_fmean	0.102	0.155	1.5193
TRINITY_DN133058_c0_g1_i3	NA	NA	NA	NA	2.736159376	2.736159376	male	0.59720701	G31_mmean	0.1587	0.3082	1.9421
TRINITY_DN133061_c1_g1_i3	NA	NA	NA	NA	2.465001959	2.465001959	male	0.37213324	Brain_fmean	0.2014	0.2641	1.3115
TRINITY_DN133062_c0_g4_i13	NA	NA	NA	NA	0.403236592	0.403236592	unbias	0.431304596	Brain_mmean	0.162	0.3051	1.8834
TRINITY_DN133073_c1_g4_i1	NA	NA	NA	NA	2.416197193	2.416197193	male	0.875972785	Brain_fmean	0.0393	0.0557	1.416
TRINITY_DN133075_c0_g1_i1	NA	NA	NA	NA	3.369448011	3.369448011	male	0.663783594	Testis_mean	0.0521	0.0724	1.3901
TRINITY_DN133080_c7_g9_i1	NA	NA	NA	NA	-13.96605638	13.96605638	female	0.962242015	Ovary_mean	0.1893	0.356	1.8809
TRINITY_DN133088_c5_g1_i1	NA	NA	NA	NA	-0.153028997	0.153028997	unbias	0.264160065	Brain_fmean	0.0657	0.0778	1.1834
TRINITY_DN133089_c1_g2_i1	rab35	Chr01	142942379	142942379	2.180310377	2.180310377	male	0.64679223	Brain_mmean	0.1397	0.1644	1.1762
TRINITY_DN133096_c5_g1_i1	ccdc85b	Chr04	37863394	37863394	-0.056199498	0.056199498	unbias	0.452249296	Brain_mmean	0.1108	0.0815	0.7357
TRINITY_DN133096_c6_g3_i1	NA	NA	NA	NA	3.041872404	3.041872404	male	0.573686307	Brain_mmean	0.0468	0.0926	1.9804
TRINITY_DN133101_c2_g1_i1	mab21l1	Chr02	149494813	149494813	1.410332692	1.410332692	male	0.293314686	Brain_fmean	0.111	0.1265	1.1394
TRINITY_DN133102_c0_g2_i1	skiv2l	Chr08	53806244	53806244	-0.77395178	0.77395178	unbias	0.490789788	Ovary_mean	0.0708	0.0808	1.1414
TRINITY_DN133104_c0_g3_i2	NA	NA	NA	NA	-0.045140899	0.045140899	unbias	0.306321258	Ovary_mean	0.0276	0.0524	1.8961
TRINITY_DN133105_c0_g2_i3	NA	NA	NA	NA	0.204158434	0.204158434	unbias	0.273111032	Liver_mmean	0.0493	0.0763	1.5463
TRINITY_DN133113_c0_g1_i5	agpat3	scaffold_724	1289	1289	0.709276594	0.709276594	unbias	0.253880005	Brain_mmean	0.0505	0.0579	1.1464
TRINITY_DN133113_c0_g2_i2	spef1	Chr01	9437248	9437248	-0.266940023	0.266940023	unbias	0.530768946	Brain_mmean	0.0251	0.0382	1.5227
TRINITY_DN133114_c1_g1_i2	NA	NA	NA	NA	-3.576856764	3.576856764	female	0.76871404	Ovary_mean	0.0819	0.0997	1.2177
TRINITY_DN133119_c1_g3_i2	NA	NA	NA	NA	1.568859525	1.568859525	male	0.471089698	Brain_fmean	0.0281	0.0513	1.8257
TRINITY_DN133121_c3_g2_i1	Xetrov90016749m	Chr06	96743932	96743932	1.276405709	1.276405709	male	0.274429507	Brain_mmean	0.0027	0.0023	0.8728
TRINITY_DN133121_c5_g1_i3	NA	NA	NA	NA	-1.226805484	1.226805484	female	0.862354373	Brain_mmean	0.0891	0.1619	1.8177
TRINITY_DN133127_c3_g1_i1	NA	NA	NA	NA	-0.668007375	0.668007375	unbias	0.380789949	Brain_mmean	0.0515	0.0655	1.2719
TRINITY_DN133127_c3_g3_i4	ptprg	Chr04	133474570	133474570	0.626248718	0.626248718	unbias	0.407283633	Brain_mmean	0.0399	0.0629	1.5776
TRINITY_DN133129_c1_g1_i2	NA	NA	NA	NA	0.180529498	0.180529498	unbias	0.264971057	Ovary_mean	0.0095	0.0183	1.9353
TRINITY_DN133130_c1_g2_i2	fam98a	Chr08	59051944	59051944	3.013857004	3.013857004	male	0.339038915	Brain_mmean	0.0535	0.0497	0.9303
TRINITY_DN133130_c1_g3_i4	NA	NA	NA	NA	1.677943988	1.677943988	male	0.460093811	Brain_mmean	0.0244	0.0283	1.1591
TRINITY_DN133130_c2_g1_i2	NA	NA	NA	NA	-0.430117759	0.430117759	unbias	0.278644603	Ovary_mean	0.1424	0.2378	1.6698
TRINITY_DN133132_c2_g1_i1	NA	NA	NA	NA	2.372290941	2.372290941	male	0.595719498	Brain_fmean	0.2159	0.2515	1.1651
TRINITY_DN133133_c0_g2_i1	NA	NA	NA	NA	-1.133168948	1.133168948	female	0.483342975	Ovary_mean	0.0894	0.123	1.3763
TRINITY_DN133140_c4_g1_i1	NA	NA	NA	NA	1.640211304	1.640211304	male	0.268589487	G23_fmean	0.0299	0.0408	1.3645
