gid	gname	chr	start	end	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	bias	tau	tissue
TRINITY_DN38205_c0_g1_i1	NA	NA	NA	NA	1.473930417	1.473930417	male	0.42304613	Testis_mean
TRINITY_DN38244_c0_g2_i1	zc3hc1	Chr03	77311568	77311568	2.91533829	2.91533829	male	0.430413091	G43_F_mean
TRINITY_DN38261_c0_g1_i1	NA	NA	NA	NA	0.481688395	0.481688395	unbias	0.135625905	Testis_mean
TRINITY_DN38356_c0_g2_i1	NA	NA	NA	NA	1.057116385	1.057116385	unbias	0.323348329	G43_M_mean
TRINITY_DN38476_c0_g1_i1	LOC100488277	scaffold_305	146479	146479	1.379233721	1.379233721	male	0.566384225	Liver_fmean
TRINITY_DN38682_c0_g2_i1	NA	NA	NA	NA	0.055545388	0.055545388	unbias	0.468316113	Brain_mmean
TRINITY_DN38800_c0_g1_i1	NA	NA	NA	NA	2.158723906	2.158723906	male	0.197301843	Liver_fmean
TRINITY_DN38807_c0_g1_i1	LOC101733619	Chr01	112765436	112765436	-0.041117946	0.041117946	unbias	0.212839123	Brain_fmean
TRINITY_DN39540_c0_g2_i1	NA	NA	NA	NA	-1.116976556	1.116976556	unbias	0.569628628	G43_F_mean
TRINITY_DN39782_c0_g1_i1	NA	NA	NA	NA	-0.867769395	0.867769395	unbias	0.574824827	Ovary_mean
TRINITY_DN40100_c0_g1_i1	NA	NA	NA	NA	0.408969776	0.408969776	unbias	0.347647792	Ovary_mean
TRINITY_DN40482_c0_g2_i1	prlh	Chr06	63154083	63154083	-1.213346308	1.213346308	female	0.251088802	Ovary_mean
TRINITY_DN40580_c0_g1_i1	NA	NA	NA	NA	0.63638872	0.63638872	unbias	0.278530835	Brain_mmean
TRINITY_DN4063_c0_g1_i1	far1	Chr04	8115536	8115536	2.463291809	2.463291809	male	0.581851944	G46_M_mean
TRINITY_DN40767_c0_g1_i1	NA	NA	NA	NA	-8.054330803	8.054330803	female	0.41448218	Ovary_mean
TRINITY_DN40878_c0_g1_i1	NA	NA	NA	NA	-1.488815039	1.488815039	female	0.474999546	Ovary_mean
TRINITY_DN41598_c0_g1_i1	NA	NA	NA	NA	2.227962674	2.227962674	male	0.441214791	Brain_mmean
TRINITY_DN41677_c0_g1_i1	NA	NA	NA	NA	0.153978537	0.153978537	unbias	0.334812961	Brain_mmean
TRINITY_DN41677_c0_g2_i1	NA	NA	NA	NA	-1.725102968	1.725102968	unbias	0.374255151	G46_M_mean
TRINITY_DN41875_c0_g2_i1	piwil3	scaffold_414	158880	158880	-0.68465797	0.68465797	unbias	0.213642403	Brain_mmean
TRINITY_DN41970_c0_g1_i1	NA	NA	NA	NA	-0.868517903	0.868517903	unbias	0.86520924	Ovary_mean
TRINITY_DN42052_c0_g1_i1	NA	NA	NA	NA	0.144588856	0.144588856	unbias	0.578272511	Brain_fmean
TRINITY_DN42098_c0_g2_i1	NA	NA	NA	NA	0.470428983	0.470428983	unbias	0.285293376	Liver_fmean
TRINITY_DN42142_c0_g1_i1	NA	NA	NA	NA	-0.688543375	0.688543375	unbias	0.525586757	Brain_mmean
TRINITY_DN42221_c0_g1_i1	NA	NA	NA	NA	-6.389067706	6.389067706	female	1.013515743	Ovary_mean
TRINITY_DN42272_c0_g2_i1	metrnl	scaffold_103	384234	384234	-0.624857538	0.624857538	unbias	0.411506297	Ovary_mean
TRINITY_DN42494_c0_g1_i1	NA	NA	NA	NA	0.659206157	0.659206157	unbias	0.250620506	Brain_mmean
TRINITY_DN4253_c0_g1_i1	NA	NA	NA	NA	-1.074813183	1.074813183	female	0.408065681	Ovary_mean
TRINITY_DN42968_c0_g1_i1	NA	NA	NA	NA	-0.447705584	0.447705584	unbias	0.342338968	Brain_fmean
TRINITY_DN43320_c0_g1_i1	NA	NA	NA	NA	0.237657291	0.237657291	unbias	0.418651237	G46_M_mean
TRINITY_DN43471_c0_g1_i1	NA	NA	NA	NA	-1.502689481	1.502689481	female	0.546357807	Ovary_mean
TRINITY_DN43625_c0_g1_i1	hyal2	Chr04	116749535	116749535	-5.246164398	5.246164398	female	0.448276662	Ovary_mean
TRINITY_DN43625_c0_g2_i1	NA	NA	NA	NA	-5.44581887	5.44581887	female	0.706910504	Ovary_mean
TRINITY_DN43685_c0_g1_i1	commd8	Chr01	29313103	29313103	2.180264122	2.180264122	male	0.273999778	G46_M_mean
TRINITY_DN43691_c0_g1_i1	btbd2	Chr01	83969265	83969265	-4.658146576	4.658146576	female	1.014590356	Ovary_mean
TRINITY_DN43827_c0_g1_i1	NA	NA	NA	NA	-2.673510521	2.673510521	female	0.81539513	Ovary_mean
TRINITY_DN43901_c0_g2_i1	NA	NA	NA	NA	0.065031796	0.065031796	unbias	0.249736305	G23_fmean
TRINITY_DN43919_c0_g1_i1	NA	NA	NA	NA	-0.420009697	0.420009697	unbias	0.57689946	Brain_fmean
TRINITY_DN43922_c0_g2_i1	eif2b5	Chr05	110836467	110836467	2.635779148	2.635779148	male	0.577799474	Testis_mean
TRINITY_DN43959_c0_g1_i1	NA	NA	NA	NA	0.31958898	0.31958898	unbias	0.235330718	Ovary_mean
TRINITY_DN43965_c0_g1_i1	NA	NA	NA	NA	0.592876061	0.592876061	unbias	0.191486725	G23_fmean
TRINITY_DN4398_c0_g1_i1	NA	NA	NA	NA	1.344180758	1.344180758	unbias	0.513977895	Brain_mmean
TRINITY_DN44004_c1_g1_i1	NA	NA	NA	NA	-2.326761738	2.326761738	female	0.540237019	Ovary_mean
TRINITY_DN44030_c0_g1_i1	NA	NA	NA	NA	-1.283493052	1.283493052	female	0.430367094	Brain_fmean
TRINITY_DN44076_c0_g1_i1	NA	NA	NA	NA	-0.637914352	0.637914352	unbias	0.41330991	Ovary_mean
TRINITY_DN44076_c0_g2_i1	NA	NA	NA	NA	-2.154521568	2.154521568	female	0.407098399	Ovary_mean
TRINITY_DN44160_c0_g1_i1	NA	NA	NA	NA	1.101835106	1.101835106	male	0.500965158	G43_M_mean
TRINITY_DN44216_c1_g1_i1	rbfox2	Chr04	105231997	105231997	-0.666477977	0.666477977	unbias	0.282223254	Ovary_mean
TRINITY_DN44241_c0_g1_i1	NA	NA	NA	NA	-0.064932523	0.064932523	unbias	0.307525913	G43_M_mean
TRINITY_DN44442_c0_g1_i1	NA	NA	NA	NA	0.122147132	0.122147132	unbias	0.249722979	G23_fmean
TRINITY_DN44493_c0_g1_i1	NA	NA	NA	NA	1.533978006	1.533978006	male	0.663639048	Brain_mmean
TRINITY_DN44500_c0_g1_i1	LOC100486222	Chr01	35569041	35569041	1.812759384	1.812759384	male	0.569631286	Liver_mmean
TRINITY_DN44521_c0_g2_i1	usp12	Chr02	152619084	152619084	0.534709641	0.534709641	unbias	0.703786714	Ovary_mean
TRINITY_DN44661_c0_g1_i1	NA	NA	NA	NA	0.143851549	0.143851549	unbias	0.522847372	Brain_mmean
TRINITY_DN44677_c0_g2_i1	gale	Chr02	86611038	86611038	-7.934258716	7.934258716	female	1.051643479	Ovary_mean
TRINITY_DN44943_c0_g2_i1	zdhhc15	Chr08	26308882	26308882	-4.746593316	4.746593316	female	0.734829924	Liver_fmean
TRINITY_DN44948_c0_g1_i1	NA	NA	NA	NA	-1.00024552	1.00024552	female	0.371663153	Brain_mmean
TRINITY_DN44962_c0_g2_i1	NA	NA	NA	NA	-1.225527491	1.225527491	female	0.552845983	Ovary_mean
TRINITY_DN44990_c0_g1_i1	NA	NA	NA	NA	-4.906310054	4.906310054	female	0.905025931	Ovary_mean
TRINITY_DN45056_c0_g2_i1	NA	NA	NA	NA	-1.733282605	1.733282605	female	0.542528262	Ovary_mean
TRINITY_DN45107_c0_g1_i1	NA	NA	NA	NA	-9.159391307	9.159391307	female	0.979057858	Ovary_mean
TRINITY_DN45107_c0_g2_i1	thumpd1	Chr09	28489263	28489263	-8.196272957	8.196272957	female	0.958705769	Ovary_mean
TRINITY_DN45169_c0_g1_i1	rab11a	Chr03	117367989	117367989	0.789188492	0.789188492	unbias	0.558722834	G23_mmean
TRINITY_DN45169_c0_g2_i1	NA	NA	NA	NA	-0.698923091	0.698923091	unbias	0.460692769	G46_M_mean
TRINITY_DN45270_c0_g1_i1	NA	NA	NA	NA	3.134151942	3.134151942	male	0.969604613	Testis_mean
TRINITY_DN45300_c0_g1_i1	acy3	Chr02	89816169	89816169	-2.73336435	2.73336435	female	0.203864104	G27_mmean
TRINITY_DN4550_c0_g1_i1	LOC100497952-like.2	Chr08	19282452	19282452	1.181178944	1.181178944	male	0.254983062	Brain_mmean
TRINITY_DN45542_c0_g1_i1	LOC100493952-like	Chr03	34853155	34853155	-9.199429651	9.199429651	female	0.89665621	Ovary_mean
TRINITY_DN45589_c0_g1_i1	NA	NA	NA	NA	-0.503812652	0.503812652	unbias	0.238371862	Brain_fmean
TRINITY_DN45916_c0_g2_i1	NA	NA	NA	NA	1.931989347	1.931989347	male	0.573610104	Brain_fmean
TRINITY_DN46159_c0_g1_i1	NA	NA	NA	NA	3.104480194	3.104480194	male	0.409666898	Liver_fmean
TRINITY_DN46317_c0_g1_i1	NA	NA	NA	NA	0.395396075	0.395396075	unbias	0.190334788	Brain_mmean
TRINITY_DN46337_c0_g1_i1	NA	NA	NA	NA	0.100554148	0.100554148	unbias	0.239849495	Liver_fmean
TRINITY_DN46343_c0_g1_i1	mgp-like	Chr04	117966634	117966634	-0.362540275	0.362540275	unbias	0.550913413	Brain_fmean
TRINITY_DN46345_c0_g1_i1	NA	NA	NA	NA	-1.475463234	1.475463234	female	0.701327122	Ovary_mean
TRINITY_DN46401_c0_g1_i1	Xetrov90002939m	Chr01	144645843	144645843	-1.503146458	1.503146458	female	0.482830494	Ovary_mean
TRINITY_DN46430_c0_g1_i1	NA	NA	NA	NA	-3.328210477	3.328210477	female	0.994598019	Ovary_mean
TRINITY_DN46534_c0_g1_i1	bmp2k	Chr01	75889780	75889780	0.316262321	0.316262321	unbias	0.41661281	G46_M_mean
TRINITY_DN46752_c0_g1_i1	NA	NA	NA	NA	-0.50940498	0.50940498	unbias	0.330630016	G43_F_mean
TRINITY_DN46758_c0_g2_i1	NA	NA	NA	NA	-0.439820951	0.439820951	unbias	0.303839247	Ovary_mean
TRINITY_DN4678_c0_g1_i1	epn1	Chr09	12582955	12582955	-0.685727389	0.685727389	unbias	0.357634225	Ovary_mean
TRINITY_DN4708_c0_g1_i1	NA	NA	NA	NA	0.133641299	0.133641299	unbias	0.172296131	Brain_fmean
TRINITY_DN47170_c0_g1_i1	NA	NA	NA	NA	0.783128167	0.783128167	unbias	0.413042932	Brain_fmean
TRINITY_DN47286_c0_g1_i1	NA	NA	NA	NA	1.687645463	1.687645463	male	0.171737664	G23_fmean
TRINITY_DN47294_c0_g1_i1	NA	NA	NA	NA	-0.475034177	0.475034177	unbias	0.398809886	Brain_mmean
TRINITY_DN47360_c0_g1_i1	nfe2l3	Chr06	33468942	33468942	-6.676843424	6.676843424	female	0.951211373	Ovary_mean
TRINITY_DN47666_c0_g1_i1	NA	NA	NA	NA	-2.149506239	2.149506239	female	0.774478742	Ovary_mean
TRINITY_DN47669_c0_g1_i1	myo6-like	Chr05	82476622	82476622	-1.268498474	1.268498474	female	0.332583242	Ovary_mean
TRINITY_DN47678_c0_g1_i1	rab32	Chr05	38153940	38153940	-0.629862609	0.629862609	unbias	0.319091751	G43_M_mean
TRINITY_DN47771_c0_g1_i1	NA	NA	NA	NA	-2.319855854	2.319855854	female	0.832570431	Ovary_mean
TRINITY_DN47986_c0_g1_i1	NA	NA	NA	NA	-2.981238846	2.981238846	female	0.944429694	Ovary_mean
TRINITY_DN48018_c0_g2_i1	med11	Chr01	82744308	82744308	-0.059758397	0.059758397	unbias	0.508897358	Brain_mmean
TRINITY_DN48250_c0_g1_i1	NA	NA	NA	NA	-0.425902106	0.425902106	unbias	0.53388604	G43_M_mean
TRINITY_DN48367_c0_g2_i1	med8	Chr04	75081934	75081934	6.285310742	6.285310742	male	0.849419549	Brain_fmean
TRINITY_DN48371_c0_g1_i1	NA	NA	NA	NA	0.403227551	0.403227551	unbias	0.553348505	G31_mmean
TRINITY_DN48484_c0_g1_i1	Xetrov90006124m	Chr02	129202544	129202544	-0.222657023	0.222657023	unbias	0.51227675	G23_mmean
TRINITY_DN48605_c0_g2_i1	NA	NA	NA	NA	-2.344798273	2.344798273	female	0.603721153	Ovary_mean
TRINITY_DN48650_c0_g2_i1	NA	NA	NA	NA	-1.298321252	1.298321252	female	0.511027103	Ovary_mean
TRINITY_DN48665_c0_g1_i1	NA	NA	NA	NA	0.067064517	0.067064517	unbias	0.371352094	Brain_mmean
TRINITY_DN48675_c0_g1_i1	trank1	Chr06	69352363	69352363	-1.396671509	1.396671509	female	0.469438181	Ovary_mean
TRINITY_DN48710_c0_g1_i1	NA	NA	NA	NA	-11.73568699	11.73568699	female	0.96899761	Ovary_mean
TRINITY_DN48969_c0_g2_i1	NA	NA	NA	NA	-1.149006113	1.149006113	female	0.451472658	Ovary_mean
TRINITY_DN49006_c0_g2_i1	NA	NA	NA	NA	0.070371206	0.070371206	unbias	0.233947319	Ovary_mean
TRINITY_DN4903_c0_g2_i1	NA	NA	NA	NA	-3.6594944	3.6594944	female	0.865788828	Ovary_mean
TRINITY_DN49077_c0_g1_i1	Xetrov90012724m	Chr04	123649722	123649722	-6.335505915	6.335505915	female	0.97221993	Ovary_mean
TRINITY_DN49194_c0_g2_i1	f5	Chr02	68653653	68653653	-0.532372174	0.532372174	unbias	0.355736929	Brain_mmean
TRINITY_DN49251_c0_g1_i1	NA	NA	NA	NA	-0.902859007	0.902859007	unbias	0.592999994	Brain_mmean
TRINITY_DN49255_c0_g1_i1	NA	NA	NA	NA	0.961539306	0.961539306	unbias	0.229839713	G43_F_mean
TRINITY_DN49260_c0_g1_i1	NA	NA	NA	NA	3.017295021	3.017295021	male	0.726127198	Brain_mmean
TRINITY_DN49322_c0_g1_i1	NA	NA	NA	NA	-0.651159504	0.651159504	unbias	0.182854646	Brain_mmean
TRINITY_DN49356_c0_g1_i1	NA	NA	NA	NA	0.031490489	0.031490489	unbias	0.336840549	Brain_mmean
TRINITY_DN4952_c0_g1_i1	NA	NA	NA	NA	0.407535386	0.407535386	unbias	0.426804031	Brain_fmean
TRINITY_DN49737_c0_g1_i1	NA	NA	NA	NA	-1.364566934	1.364566934	unbias	0.434654697	Ovary_mean
TRINITY_DN50143_c0_g2_i1	NA	NA	NA	NA	0.489814047	0.489814047	unbias	0.313344886	G43_F_mean
TRINITY_DN50186_c0_g2_i1	NA	NA	NA	NA	1.285059271	1.285059271	unbias	0.246168491	Brain_mmean
TRINITY_DN50226_c0_g1_i1	NA	NA	NA	NA	1.057105313	1.057105313	unbias	0.460238205	Testis_mean
TRINITY_DN50226_c0_g2_i1	NA	NA	NA	NA	1.387390239	1.387390239	unbias	0.340802886	G23_mmean
TRINITY_DN50244_c0_g1_i1	NA	NA	NA	NA	-0.1085151	0.1085151	unbias	0.326523515	Brain_fmean
TRINITY_DN50469_c0_g2_i1	NA	NA	NA	NA	0.29314199	0.29314199	unbias	0.40162497	Brain_fmean
TRINITY_DN5056_c0_g1_i1	cdk5r1	Chr10	6692474	6692474	1.788668242	1.788668242	male	0.161916842	G43_M_mean
TRINITY_DN51117_c0_g1_i1	NA	NA	NA	NA	0.048364161	0.048364161	unbias	0.5288149	Brain_mmean
TRINITY_DN51181_c0_g2_i1	NA	NA	NA	NA	-0.608407222	0.608407222	unbias	0.281728281	G23_fmean
TRINITY_DN51234_c0_g2_i1	NA	NA	NA	NA	1.060321509	1.060321509	unbias	0.424522655	Brain_mmean
TRINITY_DN51310_c0_g2_i1	NA	NA	NA	NA	-0.37442237	0.37442237	unbias	0.77607675	Liver_fmean
TRINITY_DN51506_c0_g1_i1	NA	NA	NA	NA	0.765417843	0.765417843	unbias	0.469462587	Brain_mmean
TRINITY_DN51801_c0_g1_i1	NA	NA	NA	NA	2.940004794	2.940004794	male	0.477749588	Brain_fmean
TRINITY_DN52039_c0_g2_i1	cmpk2	Chr05	132823496	132823496	0.842416286	0.842416286	unbias	0.259763476	G43_F_mean
TRINITY_DN52067_c0_g1_i1	LOC100494476	Chr06	115491063	115491063	0.515885351	0.515885351	unbias	0.256364367	Testis_mean
TRINITY_DN52170_c0_g1_i1	NA	NA	NA	NA	0.763528857	0.763528857	unbias	0.398869768	Brain_fmean
TRINITY_DN52244_c0_g1_i1	NA	NA	NA	NA	-0.068646325	0.068646325	unbias	0.666330851	Ovary_mean
TRINITY_DN52364_c0_g1_i1	NA	NA	NA	NA	0.752253789	0.752253789	unbias	0.478084121	Brain_mmean
TRINITY_DN52427_c0_g1_i1	NA	NA	NA	NA	0.61415688	0.61415688	unbias	0.325496972	Brain_mmean
TRINITY_DN52775_c0_g1_i1	slc4a1ap	Chr05	1670008	1670008	1.210428914	1.210428914	male	0.209986546	G43_M_mean
TRINITY_DN52793_c0_g2_i1	NA	NA	NA	NA	-2.565069755	2.565069755	female	0.837612221	G46_F_mean
TRINITY_DN53184_c0_g1_i1	Xetrov90007767m	Chr03	38353746	38353746	0.281122552	0.281122552	unbias	0.391259201	Brain_mmean
TRINITY_DN53233_c0_g2_i1	NA	NA	NA	NA	0.430533272	0.430533272	unbias	0.585990722	Brain_mmean
TRINITY_DN53506_c0_g1_i1	NA	NA	NA	NA	-1.612910184	1.612910184	female	0.785180276	Ovary_mean
TRINITY_DN53602_c0_g1_i1	fbxo34	Chr08	84329818	84329818	-0.527753799	0.527753799	unbias	0.38775449	Brain_mmean
TRINITY_DN53802_c0_g1_i1	NA	NA	NA	NA	-2.469498076	2.469498076	female	0.628711811	Ovary_mean
TRINITY_DN54775_c0_g1_i1	NA	NA	NA	NA	-0.691003458	0.691003458	unbias	0.265916553	G23_mmean
TRINITY_DN54895_c0_g1_i1	NA	NA	NA	NA	1.413780003	1.413780003	male	0.371131785	Brain_mmean
TRINITY_DN54895_c0_g2_i1	NA	NA	NA	NA	-1.244681978	1.244681978	unbias	0.325581285	Brain_fmean
TRINITY_DN54980_c0_g1_i1	trpc5	Chr08	30736338	30736338	1.744925491	1.744925491	male	0.397104174	Liver_fmean
TRINITY_DN55058_c0_g1_i1	NA	NA	NA	NA	-1.552430807	1.552430807	female	0.290871987	G27_mmean
TRINITY_DN55232_c0_g1_i1	spr	Chr01	10753033	10753033	0.752210367	0.752210367	unbias	0.794328971	G43_M_mean
TRINITY_DN55232_c0_g2_i1	LOC100495090	scaffold_48	547735	547735	-1.743749306	1.743749306	female	0.754647064	G46_F_mean
TRINITY_DN5593_c0_g2_i1	NA	NA	NA	NA	-0.632083299	0.632083299	unbias	0.452836087	G46_F_mean
TRINITY_DN5698_c0_g1_i1	fam49a	Chr05	137216553	137216553	0.225036995	0.225036995	unbias	0.646814289	Brain_mmean
TRINITY_DN57161_c0_g1_i1	NA	NA	NA	NA	0.867250755	0.867250755	unbias	0.173548201	Brain_mmean
TRINITY_DN57864_c0_g2_i1	NA	NA	NA	NA	1.55103993	1.55103993	male	0.273539783	Brain_fmean
TRINITY_DN57905_c0_g1_i1	NA	NA	NA	NA	-0.038844509	0.038844509	unbias	0.500343484	Ovary_mean
TRINITY_DN57905_c0_g2_i1	cdyl2	Chr04	55427916	55427916	-5.47117383	5.47117383	female	1.00298655	Ovary_mean
TRINITY_DN58501_c0_g1_i1	nppa	Chr07	54183211	54183211	2.248943158	2.248943158	unbias	0.8279719	Brain_fmean
TRINITY_DN58501_c0_g2_i1	NA	NA	NA	NA	3.122596061	3.122596061	male	0.433423388	Brain_mmean
TRINITY_DN58689_c0_g1_i1	fam53c-like	Chr03	38562130	38562130	-0.16353043	0.16353043	unbias	0.504799911	Ovary_mean
TRINITY_DN59305_c0_g1_i1	NA	NA	NA	NA	1.027630098	1.027630098	unbias	0.297921024	G43_F_mean
TRINITY_DN59349_c0_g1_i1	NA	NA	NA	NA	-0.125700696	0.125700696	unbias	0.886241451	Ovary_mean
TRINITY_DN59364_c0_g1_i1	tfap2d	scaffold_13	1782126	1782126	0.717700539	0.717700539	unbias	0.320622863	G23_fmean
TRINITY_DN59560_c0_g1_i1	NA	NA	NA	NA	-1.033732983	1.033732983	unbias	0.42934805	Brain_fmean
TRINITY_DN59560_c0_g2_i1	NA	NA	NA	NA	-0.319617159	0.319617159	unbias	0.257433703	Brain_mmean
TRINITY_DN5956_c0_g1_i1	fmn1	Chr08	90211080	90211080	-0.472831908	0.472831908	unbias	0.863066793	Ovary_mean
TRINITY_DN59703_c0_g1_i1	NA	NA	NA	NA	-0.262897462	0.262897462	unbias	0.205509306	G43_M_mean
TRINITY_DN60146_c0_g1_i1	NA	NA	NA	NA	0.147677802	0.147677802	unbias	0.336631994	G43_F_mean
TRINITY_DN60182_c0_g1_i1	NA	NA	NA	NA	-1.379566618	1.379566618	unbias	0.437516736	Brain_mmean
TRINITY_DN60233_c0_g2_i1	NA	NA	NA	NA	-2.456051752	2.456051752	female	0.936390786	Ovary_mean
TRINITY_DN60448_c0_g1_i1	NA	NA	NA	NA	0.55758757	0.55758757	unbias	0.343020925	Brain_mmean
TRINITY_DN60497_c0_g1_i1	NA	NA	NA	NA	2.082023096	2.082023096	male	0.424901853	Brain_mmean
TRINITY_DN60580_c0_g1_i1	NA	NA	NA	NA	-2.225762181	2.225762181	female	0.435290309	Ovary_mean
TRINITY_DN6060_c0_g1_i1	NA	NA	NA	NA	-3.52285989	3.52285989	female	0.784345809	G46_M_mean
TRINITY_DN60923_c0_g1_i1	NA	NA	NA	NA	-0.011369185	0.011369185	unbias	0.364781248	Brain_fmean
TRINITY_DN60932_c0_g2_i1	NA	NA	NA	NA	5.476985746	5.476985746	male	1.008407294	Testis_mean
TRINITY_DN60934_c0_g1_i1	NA	NA	NA	NA	-0.711450558	0.711450558	unbias	0.72708774	Ovary_mean
TRINITY_DN61224_c0_g1_i1	NA	NA	NA	NA	-1.476105129	1.476105129	female	0.377525309	Ovary_mean
TRINITY_DN61368_c0_g1_i1	NA	NA	NA	NA	1.884039647	1.884039647	male	0.322796959	G23_mmean
TRINITY_DN61452_c0_g1_i1	ahsg	Chr05	98026600	98026600	1.699443492	1.699443492	male	0.443904426	Brain_mmean
TRINITY_DN61677_c0_g1_i1	osgep	Chr01	130602379	130602379	-4.402232057	4.402232057	female	0.674429682	G27_mmean
TRINITY_DN61728_c0_g1_i1	NA	NA	NA	NA	-0.0380062	0.0380062	unbias	0.385737988	Brain_fmean
TRINITY_DN61744_c0_g2_i1	NA	NA	NA	NA	1.586486142	1.586486142	male	0.445794007	Brain_fmean
TRINITY_DN61756_c0_g1_i1	NA	NA	NA	NA	0.74380911	0.74380911	unbias	0.483205873	Brain_mmean
TRINITY_DN61844_c0_g2_i1	LOC100490428-like	Chr05	121921042	121921042	-3.683704189	3.683704189	female	0.706279933	Liver_fmean
TRINITY_DN61933_c0_g1_i1	enc1.2	Chr01	84244041	84244041	0.421616607	0.421616607	unbias	0.143965788	G43_M_mean
TRINITY_DN62023_c0_g1_i1	atrip	Chr04	113492134	113492134	0.90569102	0.90569102	unbias	0.532975382	Brain_mmean
TRINITY_DN62101_c0_g1_i1	NA	NA	NA	NA	0.227743013	0.227743013	unbias	0.115583977	G23_mmean
TRINITY_DN62273_c0_g1_i1	NA	NA	NA	NA	0.546914291	0.546914291	unbias	0.391579742	Liver_fmean
TRINITY_DN62368_c0_g3_i1	slc35e4-like	Chr01	157860181	157860181	-1.015200647	1.015200647	unbias	0.69082875	Brain_fmean
TRINITY_DN62383_c0_g1_i1	NA	NA	NA	NA	0.7560345	0.7560345	unbias	0.76577975	Brain_fmean
TRINITY_DN62385_c0_g2_i1	NA	NA	NA	NA	-0.498751801	0.498751801	unbias	0.655266831	Brain_mmean
TRINITY_DN62712_c0_g1_i1	NA	NA	NA	NA	-3.626456327	3.626456327	female	0.921433906	Ovary_mean
TRINITY_DN62712_c0_g2_i1	map6	Chr02	169611801	169611801	-2.780557572	2.780557572	female	0.888142836	Ovary_mean
TRINITY_DN62962_c0_g2_i1	NA	NA	NA	NA	-4.603499372	4.603499372	female	0.582168708	Ovary_mean
TRINITY_DN62982_c0_g1_i1	hoxb5	Chr10	5080375	5080375	1.072802731	1.072802731	unbias	0.4150196	G43_M_mean
TRINITY_DN6308_c0_g1_i1	NA	NA	NA	NA	1.291586661	1.291586661	male	0.557161347	Brain_mmean
TRINITY_DN63095_c0_g1_i1	NA	NA	NA	NA	0.435292539	0.435292539	unbias	0.61300528	Brain_fmean
TRINITY_DN63183_c0_g1_i1	NA	NA	NA	NA	4.532690615	4.532690615	male	1.015373191	Testis_mean
TRINITY_DN63296_c0_g2_i1	NA	NA	NA	NA	1.243428741	1.243428741	male	0.326494959	Testis_mean
TRINITY_DN63315_c0_g1_i1	wnt10b	Chr02	132965801	132965801	-0.129929545	0.129929545	unbias	0.245097375	G46_F_mean
TRINITY_DN63315_c0_g2_i1	NA	NA	NA	NA	-0.100518802	0.100518802	unbias	0.279108394	Brain_fmean
TRINITY_DN63422_c0_g1_i1	NA	NA	NA	NA	-0.100509566	0.100509566	unbias	0.445143818	Ovary_mean
TRINITY_DN63422_c0_g2_i1	NA	NA	NA	NA	2.004439722	2.004439722	male	0.374008794	Testis_mean
TRINITY_DN63467_c0_g1_i1	NA	NA	NA	NA	0.76975744	0.76975744	unbias	0.372080879	Brain_mmean
TRINITY_DN63583_c0_g1_i1	adamts13	scaffold_620	115892	115892	0.245741764	0.245741764	unbias	0.546544596	G46_M_mean
TRINITY_DN63601_c0_g2_i1	NA	NA	NA	NA	0.910153486	0.910153486	unbias	0.507007301	Brain_fmean
TRINITY_DN63640_c0_g1_i1	NA	NA	NA	NA	-2.765506397	2.765506397	female	0.8910372	Ovary_mean
TRINITY_DN63832_c0_g1_i1	NA	NA	NA	NA	-2.026156612	2.026156612	female	0.545912324	Ovary_mean
TRINITY_DN63832_c0_g2_i1	NA	NA	NA	NA	1.375469539	1.375469539	male	0.31761155	Testis_mean
TRINITY_DN63854_c0_g1_i1	NA	NA	NA	NA	2.895337945	2.895337945	male	0.515890513	G31_mmean
TRINITY_DN63993_c0_g2_i1	NA	NA	NA	NA	0.368267771	0.368267771	unbias	0.694987439	G46_M_mean
TRINITY_DN64165_c0_g1_i1	NA	NA	NA	NA	0.884411709	0.884411709	unbias	0.813426123	Brain_fmean
TRINITY_DN64637_c0_g1_i1	NA	NA	NA	NA	-1.445576857	1.445576857	female	0.506362297	Ovary_mean
TRINITY_DN64817_c0_g1_i1	NA	NA	NA	NA	-3.251465592	3.251465592	female	1.028237432	Ovary_mean
TRINITY_DN64920_c0_g1_i1	NA	NA	NA	NA	-0.379083766	0.379083766	unbias	0.197139945	G43_F_mean
TRINITY_DN64949_c0_g1_i1	NA	NA	NA	NA	-1.93550069	1.93550069	female	0.923589407	Ovary_mean
TRINITY_DN65101_c0_g1_i1	NA	NA	NA	NA	0.634906027	0.634906027	unbias	0.466818361	G43_M_mean
TRINITY_DN65347_c0_g1_i1	NA	NA	NA	NA	-3.537261381	3.537261381	female	0.94679138	Ovary_mean
TRINITY_DN6537_c0_g1_i1	NA	NA	NA	NA	-0.35762309	0.35762309	unbias	0.309718187	Liver_fmean
TRINITY_DN65473_c0_g1_i1	NA	NA	NA	NA	2.267836408	2.267836408	male	0.415684268	Brain_fmean
TRINITY_DN654_c0_g1_i1	lpp	Chr05	100250293	100250293	-1.351949395	1.351949395	unbias	0.286557938	Brain_fmean
TRINITY_DN654_c0_g2_i1	NA	NA	NA	NA	-0.405988365	0.405988365	unbias	0.225163525	G43_M_mean
TRINITY_DN65569_c0_g1_i3	NA	NA	NA	NA	0.419037665	0.419037665	unbias	0.460878352	Brain_mmean
