gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN127874_c6_g4_i6	NA	NA	-2.087145763	0.614924023	Brain_mean	female	0.0311	0.0486	1.5637	G46
TRINITY_DN127876_c3_g2_i2	Xetrov90007040m	Chr03	-1.109201443	0.469071706	Ovary_mean	female	0.0466	0.0613	1.3154	G46
TRINITY_DN127929_c1_g1_i2	uqcrfs1	Chr04	-4.758407285	0.571023925	Ovary_mean	female	0.143	0.2425	1.6955	G46
TRINITY_DN127932_c0_g1_i2	NA	NA	-1.635396964	0.401084797	Ovary_mean	female	0.0537	0.0811	1.5118	G46
TRINITY_DN128016_c3_g2_i5	Xetrov90014462m	Chr05	-1.849372646	0.521270564	Ovary_mean	female	0.0478	0.0644	1.346	G46
TRINITY_DN128018_c0_g5_i1	NA	NA	-1.165727463	0.410663099	Ovary_mean	female	0.1688	0.2597	1.5384	G46
TRINITY_DN128032_c3_g1_i2	gab2	Chr02	-1.164264454	0.453569319	Ovary_mean	female	0.0675	0.1288	1.9078	G46
TRINITY_DN128038_c3_g1_i6	lrp2bp	Chr01	-2.65643457	0.362747357	Ovary_mean	female	0.0895	0.1242	1.3879	G46
TRINITY_DN128099_c4_g2_i2	NA	NA	-4.503384249	0.711309352	Ovary_mean	female	0.1	0.158	1.5798	G46
TRINITY_DN128113_c3_g3_i1	NA	NA	-1.623425365	0.510374515	Ovary_mean	female	0.0197	0.0173	0.8787	G46
TRINITY_DN128135_c2_g5_i1	NA	NA	-1.221092726	0.408357691	Ovary_mean	female	0.047	0.0482	1.0266	G46
TRINITY_DN128182_c0_g2_i4	pmp2	Chr06	-2.294511475	0.60671081	Ovary_mean	female	0.1506	0.2485	1.6498	G46
TRINITY_DN128224_c1_g1_i2	NA	NA	-1.261197942	0.315394347	Ovary_mean	female	0.0917	0.1565	1.7075	G46
TRINITY_DN128225_c1_g1_i1	f2	Chr04	-2.429404013	0.745987904	Ovary_mean	female	0.0114	0.0109	0.9524	G46
TRINITY_DN128247_c5_g9_i3	NA	NA	-3.170760706	0.45550341	Ovary_mean	female	0.1751	0.2781	1.5883	G46
TRINITY_DN128259_c0_g1_i1	jup	Chr10	-4.02183781	0.708799919	Ovary_mean	female	0.1485	0.2303	1.5511	G46
TRINITY_DN128268_c2_g2_i1	NA	NA	-2.949852964	0.613903401	Ovary_mean	female	0.0128	0.0179	1.4028	G46
TRINITY_DN128274_c4_g1_i4	NA	NA	-2.311030025	0.506283457	Ovary_mean	female	0.0976	0.1359	1.3925	G46
TRINITY_DN128276_c0_g1_i2	focad	Chr01	-2.444192101	0.584486166	Ovary_mean	female	0.0297	0.0452	1.5245	G46
TRINITY_DN128282_c6_g2_i1	NA	NA	-3.64396096	0.656215739	Ovary_mean	female	0.0719	0.1069	1.4862	G46
TRINITY_DN128285_c6_g3_i4	spint2	Chr08	-2.651003644	0.453501049	Ovary_mean	female	0.0505	0.0889	1.76	G46
TRINITY_DN128313_c7_g1_i2	lrrc57	Chr08	-2.755954547	0.754685847	Ovary_mean	female	0.1104	0.1744	1.5794	G46
TRINITY_DN128322_c0_g6_i10	NA	NA	-1.868129239	0.692304099	Ovary_mean	female	0.1315	0.2149	1.6339	G46
TRINITY_DN128356_c6_g1_i1	NA	NA	-2.552091319	0.67623024	Brain_mean	female	0.0581	0.0768	1.3215	G46
TRINITY_DN128390_c3_g1_i1	tmem19	Chr03	-1.287637078	0.4581437	Ovary_mean	female	0.1535	0.2467	1.6074	G46
TRINITY_DN128408_c3_g7_i3	NA	NA	-2.329064393	0.40569598	Ovary_mean	female	0.1106	0.1981	1.7915	G46
TRINITY_DN128427_c0_g2_i2	NA	NA	-2.587128091	0.619739555	Ovary_mean	female	0.07	0.1127	1.6099	G46
TRINITY_DN128428_c0_g3_i2	NA	NA	-1.190811399	0.680459585	Ovary_mean	female	0.2434	0.3636	1.4938	G46
TRINITY_DN128429_c0_g1_i1	NA	NA	-1.322250253	0.577292123	Ovary_mean	female	0.0417	0.0776	1.8587	G46
TRINITY_DN128450_c0_g1_i7	NA	NA	-1.362331459	0.61852448	Ovary_mean	female	0.0621	0.0782	1.2584	G46
TRINITY_DN128544_c0_g2_i1	NA	NA	-2.111358255	0.457463419	Ovary_mean	female	0.0277	0.0501	1.8092	G46
TRINITY_DN128560_c0_g1_i1	NA	NA	-2.192880405	0.571830762	Ovary_mean	female	0.1552	0.2573	1.6574	G46
TRINITY_DN128627_c3_g3_i1	NA	NA	-1.791087828	0.411563316	Ovary_mean	female	0.0197	0.0303	1.5403	G46
TRINITY_DN128639_c1_g2_i3	NA	NA	-1.970357311	0.464980043	Ovary_mean	female	0.0832	0.1594	1.9164	G46
TRINITY_DN128652_c2_g1_i3	cacna1a-like	Chr03	-1.398267698	0.443836448	Ovary_mean	female	0.006	0.0089	1.4652	G46
TRINITY_DN128684_c3_g2_i2	NA	NA	-1.051026657	0.571785268	Ovary_mean	female	0.0613	0.1065	1.7357	G46
TRINITY_DN128703_c7_g2_i2	NA	NA	-1.154964042	0.443615144	Ovary_mean	female	0.045	0.09	1.9992	G46
TRINITY_DN128755_c0_g2_i5	NA	NA	-1.670422601	0.493311125	Ovary_mean	female	0.0682	0.1326	1.9432	G46
TRINITY_DN128761_c2_g4_i2	NA	NA	-1.186281015	0.513911888	Ovary_mean	female	0.0538	0.0745	1.384	G46
TRINITY_DN128790_c6_g6_i5	NA	NA	-1.309975442	0.371422168	Ovary_mean	female	0.0538	0.0573	1.0649	G46
TRINITY_DN128838_c0_g1_i1	NA	NA	-1.997260894	0.792592626	Ovary_mean	female	0.0985	0.1463	1.4859	G46
TRINITY_DN128858_c0_g1_i1	NA	NA	-1.71204528	0.494844724	Ovary_mean	female	0.0452	0.0675	1.494	G46
TRINITY_DN128880_c4_g1_i2	NA	NA	-1.421291314	0.41961078	Ovary_mean	female	0.1042	0.2052	1.9698	G46
TRINITY_DN128899_c4_g1_i2	NA	NA	-2.107413875	0.519157489	Ovary_mean	female	0.0489	0.0879	1.7958	G46
TRINITY_DN128960_c2_g2_i7	NA	NA	-1.595150449	0.539655695	Brain_mean	female	0.0432	0.0515	1.192	G46
TRINITY_DN128972_c3_g1_i2	NA	NA	-2.082605197	0.601645944	Ovary_mean	female	0.0249	0.046	1.8476	G46
TRINITY_DN129001_c0_g2_i2	NA	NA	-1.677420793	0.754112856	Ovary_mean	female	0.0379	0.0509	1.3439	G46
TRINITY_DN129005_c2_g2_i2	NA	NA	-2.87680694	0.584075001	Ovary_mean	female	0.0393	0.0489	1.2439	G46
TRINITY_DN129027_c1_g2_i4	NA	NA	-1.29229525	0.440014669	Ovary_mean	female	0.079	0.1339	1.6945	G46
TRINITY_DN129069_c0_g2_i1	NA	NA	-2.398841112	0.567886946	Ovary_mean	female	0.0674	0.1084	1.6078	G46
TRINITY_DN129105_c1_g1_i2	NA	NA	-1.386874896	0.682335896	Ovary_mean	female	0.0575	0.0603	1.0485	G46
TRINITY_DN129141_c5_g2_i3	NA	NA	-1.253824825	0.317975659	G23_mean	female	0.0712	0.0906	1.273	G46
TRINITY_DN129142_c4_g1_i1	NA	NA	-2.044970082	0.598921888	Ovary_mean	female	0.0752	0.1003	1.3328	G46
TRINITY_DN129160_c1_g1_i1	NA	NA	-1.830992387	0.689313448	Ovary_mean	female	0.024	0.0311	1.2959	G46
TRINITY_DN129165_c2_g1_i1	NA	NA	-2.152211017	0.44963861	Ovary_mean	female	0.0236	0.0408	1.7255	G46
TRINITY_DN129177_c1_g2_i1	ogdh	Chr03	-2.618932672	0.718489532	Ovary_mean	female	0.1253	0.1855	1.4803	G46
TRINITY_DN129197_c1_g1_i2	iqca1	Chr09	-1.338401225	0.673681547	Ovary_mean	female	0.1027	0.1781	1.7337	G46
TRINITY_DN129218_c0_g1_i9	NA	NA	-2.525288432	0.573429983	Ovary_mean	female	0.1907	0.2449	1.2845	G46
TRINITY_DN129243_c2_g1_i1	NA	NA	-4.625508962	0.781605795	Ovary_mean	female	0.1177	0.2323	1.9726	G46
TRINITY_DN129273_c5_g6_i1	cyct	Chr09	-1.321545968	0.27600935	G23_mean	female	0.0446	0.0504	1.1288	G46
TRINITY_DN129293_c1_g2_i1	NA	NA	-2.347919867	0.522452556	Ovary_mean	female	0.3599	0.4654	1.2932	G46
TRINITY_DN129315_c0_g2_i1	NA	NA	-1.268055235	0.471110534	Ovary_mean	female	0.1453	0.2016	1.3874	G46
TRINITY_DN129338_c2_g9_i1	NA	NA	-2.063980246	0.463620135	Ovary_mean	female	0.0694	0.1262	1.8195	G46
TRINITY_DN129343_c0_g2_i1	NA	NA	-1.234603531	0.443551903	Ovary_mean	female	0.0438	0.0696	1.5863	G46
TRINITY_DN129361_c4_g3_i2	NA	NA	-2.039425416	0.349586809	Ovary_mean	female	0.1139	0.1818	1.5959	G46
TRINITY_DN129466_c1_g5_i1	NA	NA	-8.978338407	0.856463847	Ovary_mean	female	0.2196	0.2445	1.1132	G46
TRINITY_DN129469_c0_g2_i4	LOC100492389	Chr07	-1.089054605	0.398891826	Ovary_mean	female	0.1466	0.17	1.1599	G46
TRINITY_DN129474_c1_g1_i2	NA	NA	-3.04538736	0.646961339	Ovary_mean	female	0.0693	0.1159	1.6738	G46
TRINITY_DN129486_c1_g1_i4	NA	NA	-2.032652312	0.865154618	Brain_mean	female	0.0248	0.0429	1.7327	G46
TRINITY_DN129499_c0_g1_i2	NA	NA	-3.066380162	0.597582899	Ovary_mean	female	0.0766	0.1314	1.7167	G46
TRINITY_DN129503_c1_g1_i2	NA	NA	-1.367830326	0.53269445	Ovary_mean	female	0.1101	0.1858	1.687	G46
TRINITY_DN129505_c0_g2_i3	irf3	Chr07	-1.017340378	0.354468266	Ovary_mean	female	0.0278	0.0382	1.3753	G46
TRINITY_DN129519_c3_g2_i1	NA	NA	-2.625182374	0.608159056	Ovary_mean	female	0.1917	0.3372	1.7585	G46
TRINITY_DN129561_c4_g2_i1	NA	NA	-2.185482584	0.591019486	Ovary_mean	female	0.0413	0.0642	1.5552	G46
TRINITY_DN129581_c0_g1_i5	NA	NA	-2.240227085	0.442304405	Ovary_mean	female	0.0441	0.0682	1.5481	G46
TRINITY_DN129593_c0_g1_i1	trappc8	Chr06	-2.016144648	0.536268618	Ovary_mean	female	0.137	0.2636	1.9234	G46
TRINITY_DN129596_c3_g3_i3	NA	NA	-1.203194289	0.49992493	Ovary_mean	female	0.1205	0.1763	1.4639	G46
TRINITY_DN129638_c0_g1_i3	NA	NA	-1.353364477	0.455787627	Ovary_mean	female	0.1206	0.1936	1.6049	G46
TRINITY_DN129659_c2_g1_i2	NA	NA	-2.15243009	0.693716976	Brain_mean	female	0.0316	0.035	1.1074	G46
TRINITY_DN129674_c0_g1_i1	NA	NA	-3.904367235	0.667162984	Ovary_mean	female	0.1468	0.2373	1.616	G46
TRINITY_DN129719_c1_g1_i2	NA	NA	-1.603328436	0.419436962	Ovary_mean	female	0.1406	0.2184	1.5527	G46
TRINITY_DN129754_c0_g2_i2	NA	NA	-1.902150588	0.431475697	Ovary_mean	female	0.1176	0.1973	1.6776	G46
TRINITY_DN129765_c1_g6_i4	nxph2	Chr09	-1.365034519	0.428055678	Ovary_mean	female	0.0595	0.0886	1.4901	G46
TRINITY_DN129774_c0_g2_i2	NA	NA	-1.066630437	0.279827122	Testis_mean	female	0.0714	0.094	1.3165	G46
TRINITY_DN129781_c0_g1_i1	aplf	Chr05	-2.066486199	0.482545567	Ovary_mean	female	0.0682	0.1175	1.7235	G46
TRINITY_DN129787_c3_g1_i1	NA	NA	-2.735689308	0.381630361	Ovary_mean	female	0.0601	0.0742	1.2345	G46
TRINITY_DN129845_c2_g19_i2	NA	NA	-1.885687985	0.49372077	Ovary_mean	female	0.0556	0.0767	1.3784	G46
TRINITY_DN129860_c0_g3_i1	NA	NA	-1.377044302	0.511691596	Ovary_mean	female	0.0369	0.0728	1.9754	G46
TRINITY_DN129880_c2_g1_i1	NA	NA	-3.212258648	0.694242821	Ovary_mean	female	0.1399	0.2557	1.8283	G46
TRINITY_DN129884_c4_g1_i1	NA	NA	-1.695446151	0.482772197	Brain_mean	female	0.0383	0.0405	1.059	G46
TRINITY_DN129923_c0_g2_i3	NA	NA	-2.90809944	0.602031954	Ovary_mean	female	0.1994	0.3585	1.7977	G46
TRINITY_DN129928_c3_g2_i2	cbx6	Chr04	-3.233728753	0.683018614	Ovary_mean	female	0.0475	0.0714	1.5032	G46
TRINITY_DN129929_c2_g2_i1	NA	NA	-1.366794637	0.55931104	Ovary_mean	female	0.0897	0.1316	1.4673	G46
TRINITY_DN129939_c4_g1_i15	NA	NA	-2.554418034	0.604999072	Ovary_mean	female	0.1198	0.2042	1.7049	G46
TRINITY_DN129942_c2_g2_i2	sptlc3-like	Chr05	-2.830771577	0.704923096	Ovary_mean	female	0.119	0.1839	1.546	G46
TRINITY_DN129986_c2_g2_i1	tm6sf1	Chr03	-2.049293092	0.483661533	Ovary_mean	female	0.0487	0.0866	1.7778	G46
TRINITY_DN130024_c2_g3_i1	asmtl	Chr02	-1.439604901	0.409816	Ovary_mean	female	0.0307	0.031	1.01	G46
TRINITY_DN130035_c0_g1_i1	NA	NA	-1.827350717	0.450935795	Testis_mean	female	0.0646	0.1111	1.7202	G46
TRINITY_DN130037_c1_g4_i6	rassf4	Chr07	-2.135140314	0.683681269	Ovary_mean	female	0.1968	0.3125	1.588	G46
TRINITY_DN130084_c0_g2_i2	NA	NA	-1.641096726	0.650083895	Brain_mean	female	0.0575	0.088	1.5307	G46
TRINITY_DN130090_c8_g4_i5	NA	NA	-1.433043258	0.526176749	Brain_mean	female	0.152	0.1611	1.0597	G46
TRINITY_DN130112_c8_g1_i3	NA	NA	-1.456742731	0.370994378	Ovary_mean	female	0.0233	0.0118	0.5064	G46
TRINITY_DN130140_c4_g1_i3	NA	NA	-1.532816097	0.649927787	Ovary_mean	female	0.0518	0.0667	1.2872	G46
TRINITY_DN130143_c0_g1_i2	NA	NA	-1.30215887	0.353147794	Ovary_mean	female	0.0742	0.1133	1.528	G46
TRINITY_DN130185_c2_g4_i3	cideb	Chr02	-1.305734939	0.32971872	Ovary_mean	female	0.0335	0.0471	1.4075	G46
TRINITY_DN130202_c0_g1_i3	NA	NA	-3.511848535	0.632626416	Ovary_mean	female	0.1341	0.2566	1.9136	G46
TRINITY_DN130211_c0_g1_i4	NA	NA	-3.550882965	0.557462758	Ovary_mean	female	0.0564	0.0937	1.6607	G46
TRINITY_DN130227_c9_g1_i1	NA	NA	-2.456077966	0.725830979	Ovary_mean	female	0.0404	0.0408	1.0093	G46
TRINITY_DN130232_c0_g1_i1	NA	NA	-1.315938149	0.372501407	Testis_mean	female	0.0887	0.1526	1.7199	G46
TRINITY_DN130280_c0_g1_i1	NA	NA	-2.754248164	0.573772635	Ovary_mean	female	0.1031	0.1689	1.6374	G46
TRINITY_DN130346_c1_g1_i2	NA	NA	-2.18334052	0.373876204	Ovary_mean	female	0.0312	0.0347	1.1133	G46
TRINITY_DN130392_c1_g5_i1	znf740	Chr02	-1.049403299	0.491547684	Ovary_mean	female	0.0235	0.0334	1.4223	G46
TRINITY_DN130406_c0_g1_i1	hsd17b11	Chr01	-1.599528243	0.479694422	Ovary_mean	female	0.1097	0.161	1.4684	G46
TRINITY_DN130414_c0_g2_i1	gabarapl1-like	Chr07	-1.088046281	0.60909116	G27_mean	female	0.0921	0.1564	1.6981	G46
TRINITY_DN130420_c0_g3_i7	NA	NA	-2.073231778	0.32688881	Ovary_mean	female	0.1303	0.1878	1.4409	G46
TRINITY_DN130437_c2_g7_i4	NA	NA	-1.674651445	0.462046408	Ovary_mean	female	0.0963	0.1434	1.4889	G46
TRINITY_DN130498_c1_g3_i1	phlda2	Chr07	-2.00556517	0.492003625	Ovary_mean	female	0.0094	0.0092	0.9787	G46
TRINITY_DN130505_c1_g1_i3	NA	NA	-1.47893878	0.492665327	Ovary_mean	female	0.0855	0.1612	1.8853	G46
TRINITY_DN130511_c0_g2_i2	ankrd39	Chr03	-3.16960888	0.590686461	Ovary_mean	female	0.0633	0.085	1.3419	G46
TRINITY_DN130525_c4_g3_i17	NA	NA	-1.736591747	0.409742169	Ovary_mean	female	0.039	0.0474	1.2156	G46
TRINITY_DN130553_c2_g5_i1	NA	NA	-1.951610103	0.6200274	Ovary_mean	female	0.1527	0.2918	1.9107	G46
TRINITY_DN130559_c0_g1_i3	kif20b-like	Chr07	-1.948360446	0.521735419	Ovary_mean	female	0.1306	0.1525	1.1675	G46
TRINITY_DN130562_c0_g1_i2	NA	NA	-1.348423406	0.386558216	Ovary_mean	female	0.0285	0.0408	1.4316	G46
TRINITY_DN130577_c0_g2_i5	amotl1	Chr02	-9.646941047	0.893391746	Ovary_mean	female	0.2551	0.4968	1.9476	G46
TRINITY_DN130591_c1_g6_i2	NA	NA	-2.414910754	0.82012155	Brain_mean	female	0.0208	0.0255	1.2309	G46
TRINITY_DN130592_c2_g2_i4	NA	NA	-1.608083906	0.470074615	Ovary_mean	female	0.0833	0.141	1.6925	G46
TRINITY_DN130596_c3_g3_i1	NA	NA	-1.417357046	0.348944654	Ovary_mean	female	0.0747	0.0935	1.2521	G46
TRINITY_DN130597_c4_g6_i7	pcmt1	Chr05	-1.178969265	0.355196279	Ovary_mean	female	0.0246	0.0277	1.1302	G46
TRINITY_DN130600_c2_g1_i2	gpr132	Chr08	-2.955343447	0.568386148	Ovary_mean	female	0.0569	0.1117	1.9631	G46
TRINITY_DN130616_c1_g1_i3	NA	NA	-1.067328101	0.625768459	Ovary_mean	female	0.0882	0.169	1.9171	G46
TRINITY_DN130667_c0_g1_i5	NA	NA	-2.7309902	0.564846897	Ovary_mean	female	0.0296	0.0419	1.4153	G46
TRINITY_DN130708_c1_g2_i5	ido1	Chr03	-2.105907677	0.424021007	Ovary_mean	female	0.0554	0.0917	1.654	G46
TRINITY_DN130709_c2_g1_i1	fgf7	Chr03	-3.124995514	0.69694375	Ovary_mean	female	0.0296	0.0239	0.8089	G46
TRINITY_DN130730_c9_g1_i3	NA	NA	-1.226640313	0.607320834	Ovary_mean	female	0.0758	0.1006	1.3281	G46
TRINITY_DN130751_c0_g4_i5	NA	NA	-1.723058872	0.457243243	Ovary_mean	female	0.025	0.0289	1.1567	G46
TRINITY_DN130763_c0_g2_i1	NA	NA	-1.058418379	0.352561339	Ovary_mean	female	0.0605	0.109	1.8013	G46
TRINITY_DN130785_c3_g2_i1	LOC100497421-like	Chr01	-2.486988799	0.515566913	Ovary_mean	female	0.0273	0.031	1.1359	G46
TRINITY_DN130789_c2_g1_i1	NA	NA	-1.759768082	0.420233711	Ovary_mean	female	0.0257	0.0339	1.3184	G46
TRINITY_DN130848_c0_g1_i4	NA	NA	-2.320031627	0.610696489	Ovary_mean	female	0.138	0.2163	1.5678	G46
TRINITY_DN130861_c0_g1_i1	slc35a5	Chr02	-2.429787995	0.694138346	Ovary_mean	female	0.0776	0.0886	1.1423	G46
TRINITY_DN130866_c2_g2_i1	NA	NA	-1.351285806	0.415411806	Ovary_mean	female	0.0416	0.054	1.3	G46
TRINITY_DN130873_c6_g6_i1	NA	NA	-2.170254477	0.422229983	Ovary_mean	female	0.0122	0.0242	1.9833	G46
TRINITY_DN130930_c1_g1_i1	NA	NA	-1.502465007	0.380529653	Ovary_mean	female	0.0445	0.0703	1.5817	G46
TRINITY_DN130947_c1_g6_i1	NA	NA	-1.913455312	0.35736876	G27_mean	female	0.0653	0.1131	1.7319	G46
TRINITY_DN130955_c0_g1_i1	NA	NA	-5.623354882	0.775816885	Ovary_mean	female	0.0731	0.085	1.163	G46
TRINITY_DN130962_c1_g2_i12	NA	NA	-2.62098576	0.546475027	Brain_mean	female	0.0093	0.0082	0.8901	G46
TRINITY_DN130970_c0_g3_i2	LOC100495271	Chr07	-2.015229103	0.846386359	Brain_mean	female	0.0547	0.0669	1.2246	G46
TRINITY_DN130994_c0_g1_i1	NA	NA	-2.612900283	0.495476949	Ovary_mean	female	0.0445	0.0714	1.6046	G46
TRINITY_DN131011_c0_g1_i2	NA	NA	-2.642456475	0.736062124	Ovary_mean	female	0.1207	0.1436	1.1899	G46
TRINITY_DN131033_c3_g1_i5	LOC100494754	Chr10	-2.426871348	0.687719949	Ovary_mean	female	0.2199	0.2353	1.07	G46
TRINITY_DN131042_c0_g1_i2	NA	NA	-1.226744266	0.44056304	Ovary_mean	female	0.0404	0.0728	1.7995	G46
TRINITY_DN131067_c2_g1_i4	NA	NA	-2.340736293	0.618666236	Ovary_mean	female	0.0548	0.0984	1.7969	G46
TRINITY_DN131068_c1_g7_i3	kcmf1	Chr01	-1.100841982	0.345702858	Ovary_mean	female	0.1024	0.1132	1.1051	G46
TRINITY_DN131080_c0_g1_i2	NA	NA	-1.417811056	0.400824892	Ovary_mean	female	0.1682	0.2727	1.6211	G46
TRINITY_DN131085_c8_g2_i1	NA	NA	-1.968362522	0.656218618	Ovary_mean	female	0.0889	0.119	1.3385	G46
TRINITY_DN131142_c0_g4_i1	NA	NA	-1.496710676	0.54090321	Ovary_mean	female	0.2038	0.3855	1.8922	G46
TRINITY_DN131150_c0_g3_i3	sh2d4b	Chr07	-3.080420934	0.650801601	Ovary_mean	female	0.2554	0.4198	1.6438	G46
TRINITY_DN131157_c1_g4_i5	NA	NA	-3.980743137	0.613791638	Brain_mean	female	0.0251	0.0345	1.3737	G46
TRINITY_DN131160_c3_g1_i12	mrpl23	Chr04	-2.052179191	0.665106107	Brain_mean	female	0.0913	0.1647	1.8046	G46
TRINITY_DN131191_c4_g2_i6	NA	NA	-1.684146786	0.518098214	Ovary_mean	female	0.1066	0.116	1.0878	G46
TRINITY_DN131198_c0_g1_i3	NA	NA	-3.851690209	0.729306983	Ovary_mean	female	0.0334	0.0497	1.4912	G46
TRINITY_DN131201_c5_g3_i7	NA	NA	-2.508127952	0.588427056	Ovary_mean	female	0.0598	0.0698	1.1675	G46
TRINITY_DN131222_c0_g2_i4	NA	NA	-3.458835724	0.5228844	Ovary_mean	female	0.0858	0.1244	1.4499	G46
TRINITY_DN131239_c0_g1_i1	NA	NA	-1.928244452	0.539269932	Ovary_mean	female	0.1373	0.1621	1.1806	G46
TRINITY_DN131244_c1_g1_i2	srsf3	Chr02	-2.159434058	0.712027173	Ovary_mean	female	0.1051	0.175	1.6647	G46
TRINITY_DN131258_c0_g1_i1	NA	NA	-4.768956958	0.785584858	Ovary_mean	female	0.0391	0.0677	1.7336	G46
TRINITY_DN131263_c0_g2_i5	NA	NA	-1.340490864	0.508833247	Ovary_mean	female	0.1376	0.1846	1.3416	G46
TRINITY_DN131272_c0_g3_i1	NA	NA	-1.951897457	0.467441237	Ovary_mean	female	0.0501	0.0763	1.5213	G46
TRINITY_DN131289_c0_g1_i1	irx5	Chr04	-1.468219975	0.499534618	Ovary_mean	female	0.1371	0.2179	1.5887	G46
TRINITY_DN131292_c0_g1_i3	NA	NA	-1.192944019	0.530356469	Ovary_mean	female	0.0213	0.0258	1.2123	G46
TRINITY_DN131333_c1_g1_i2	NA	NA	-2.183366116	0.63499528	Ovary_mean	female	0.2269	0.3095	1.3641	G46
TRINITY_DN131362_c1_g1_i3	NA	NA	-1.290022918	0.423501016	Ovary_mean	female	0.0469	0.0709	1.5122	G46
TRINITY_DN131370_c0_g1_i1	NA	NA	-6.112949347	0.767099057	Testis_mean	female	0.101	0.1977	1.9572	G46
TRINITY_DN131392_c0_g1_i2	NA	NA	-1.466248398	0.497500984	Ovary_mean	female	0.1317	0.1429	1.0847	G46
TRINITY_DN131397_c0_g2_i1	NA	NA	-2.89859025	0.467899058	Ovary_mean	female	0.0638	0.0967	1.5157	G46
TRINITY_DN131402_c3_g2_i1	znf534	Chr08	-1.59473183	0.676032367	Ovary_mean	female	0.0996	0.1408	1.4138	G46
TRINITY_DN131403_c3_g1_i1	Xetrov90012451m	Chr04	-1.834751198	0.668282179	Testis_mean	female	0.0678	0.0675	0.995	G46
TRINITY_DN131419_c0_g1_i1	NA	NA	-1.772342025	0.307211889	Ovary_mean	female	0.0173	0.0205	1.1852	G46
TRINITY_DN131451_c1_g1_i1	NA	NA	-2.296720291	0.543941685	Ovary_mean	female	0.019	0.0368	1.9346	G46
TRINITY_DN131471_c2_g2_i1	NA	NA	-2.014942389	0.606595159	Ovary_mean	female	0.1064	0.2129	2	G46
TRINITY_DN131487_c9_g3_i1	NA	NA	-3.327766932	0.6519397	Ovary_mean	female	0.1055	0.1931	1.8296	G46
TRINITY_DN131492_c6_g1_i2	NA	NA	-4.522730192	0.532489509	Ovary_mean	female	0.0631	0.1039	1.646	G46
TRINITY_DN131496_c5_g1_i2	NA	NA	-2.157031687	0.388819842	Ovary_mean	female	0.0418	0.076	1.8157	G46
TRINITY_DN131516_c0_g1_i2	NA	NA	-2.491749819	0.481278297	Ovary_mean	female	0.1188	0.2167	1.8233	G46
TRINITY_DN131534_c0_g1_i1	NA	NA	-1.220458083	0.722483105	Ovary_mean	female	0.0824	0.1204	1.4613	G46
TRINITY_DN131601_c5_g1_i1	NA	NA	-3.137171206	0.610224508	Ovary_mean	female	0.0421	0.0491	1.165	G46
TRINITY_DN131624_c0_g1_i4	NA	NA	-1.609997418	0.680459452	Brain_mean	female	0.0586	0.0992	1.6926	G46
TRINITY_DN131641_c0_g3_i2	NA	NA	-1.020799633	0.540746377	Ovary_mean	female	0.0184	0.0325	1.7666	G46
TRINITY_DN131673_c2_g5_i2	cpamd8	Chr01	-1.71586583	0.522294065	Ovary_mean	female	0.1156	0.1816	1.5714	G46
TRINITY_DN131711_c1_g1_i3	NA	NA	-1.684279519	0.515551066	Ovary_mean	female	0.0765	0.1255	1.6403	G46
TRINITY_DN131787_c2_g1_i1	NA	NA	-3.304034981	0.764497131	Ovary_mean	female	0.1177	0.2331	1.9801	G46
TRINITY_DN131806_c3_g2_i1	LOC100491219-like	Chr05	-1.685646248	0.549397517	Ovary_mean	female	0.1332	0.2121	1.5917	G46
TRINITY_DN131809_c9_g1_i2	NA	NA	-2.469739956	0.556281579	Ovary_mean	female	0.0105	0.0198	1.886	G46
TRINITY_DN131819_c1_g4_i2	NA	NA	-1.545761213	0.550245768	Ovary_mean	female	0.0039	0.0036	0.9191	G46
TRINITY_DN131823_c4_g5_i1	NA	NA	-1.319523243	0.569963969	Ovary_mean	female	0.1455	0.237	1.6293	G46
TRINITY_DN131826_c4_g2_i1	NA	NA	-2.682496452	0.651267317	Ovary_mean	female	0.0512	0.0747	1.4584	G46
TRINITY_DN131864_c2_g5_i1	NA	NA	-1.832386866	0.364903436	Ovary_mean	female	0.1672	0.3178	1.9008	G46
TRINITY_DN131869_c0_g1_i1	NA	NA	-2.69735685	0.53716345	Ovary_mean	female	0.126	0.1829	1.452	G46
TRINITY_DN131885_c2_g5_i1	she-like	scaffold_627	-1.883664544	0.512841075	Ovary_mean	female	0.0377	0.0518	1.3723	G46
TRINITY_DN131896_c2_g2_i3	NA	NA	-1.233079322	0.518363357	Ovary_mean	female	0.1273	0.1644	1.2918	G46
TRINITY_DN131905_c3_g3_i7	LOC100485348	scaffold_2534	-1.368760779	0.633048527	Brain_mean	female	0.0982	0.0872	0.8877	G46
TRINITY_DN131927_c5_g1_i2	NA	NA	-2.632090687	0.547880395	Ovary_mean	female	0.1068	0.1655	1.5495	G46
TRINITY_DN131939_c2_g8_i2	NA	NA	-3.455843239	0.559877345	Ovary_mean	female	0.0356	0.0585	1.6449	G46
TRINITY_DN131945_c1_g5_i4	NA	NA	-1.259187686	0.494511733	Ovary_mean	female	0.0845	0.1218	1.441	G46
TRINITY_DN131986_c2_g1_i1	NA	NA	-1.184560722	0.642207197	Ovary_mean	female	0.0717	0.1004	1.3996	G46
