gid	direction	gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias
TRINITY_DN63832_c0_g1_i1	female	TRINITY_DN63832_c0_g1_i1	Xetrov90028445m	scaffold_384	-4.047190307	0.536299252	Ovary_mean	female
TRINITY_DN67021_c0_g1_i1	female	TRINITY_DN67021_c0_g1_i1	NA	NA	-1.729295469	0.436116135	G46_F_mean	female
TRINITY_DN67240_c0_g1_i1	female	TRINITY_DN67240_c0_g1_i1	NA	NA	-2.750738583	0.405093284	G46_F_mean	female
TRINITY_DN67679_c0_g1_i1	female	TRINITY_DN67679_c0_g1_i1	NA	NA	-2.780555115	0.664133294	Ovary_mean	female
TRINITY_DN67822_c0_g2_i1	female	TRINITY_DN67822_c0_g2_i1	NA	NA	-3.215783066	0.744688062	Ovary_mean	female
TRINITY_DN68190_c0_g1_i1	female	TRINITY_DN68190_c0_g1_i1	NA	NA	-1.722327113	0.341249737	Ovary_mean	female
TRINITY_DN69029_c0_g1_i1	female	TRINITY_DN69029_c0_g1_i1	NA	NA	-3.327103351	0.606623242	Ovary_mean	female
TRINITY_DN69092_c0_g1_i1	female	TRINITY_DN69092_c0_g1_i1	tes	Chr03	-1.671349934	0.540915268	Ovary_mean	female
TRINITY_DN69236_c0_g1_i1	female	TRINITY_DN69236_c0_g1_i1	NA	NA	-1.837973007	0.370870184	Ovary_mean	female
TRINITY_DN69434_c0_g2_i1	female	TRINITY_DN69434_c0_g2_i1	NA	NA	-10.08495166	0.873029422	Ovary_mean	female
TRINITY_DN69456_c0_g1_i2	female	TRINITY_DN69456_c0_g1_i2	NA	NA	-12.0777447	0.831705858	Ovary_mean	female
TRINITY_DN69456_c0_g2_i1	female	TRINITY_DN69456_c0_g2_i1	NA	NA	-9.300172125	0.851683354	Ovary_mean	female
TRINITY_DN72469_c0_g1_i1	female	TRINITY_DN72469_c0_g1_i1	kiaa1715	Chr09	-1.257512778	0.351627788	G23_mean	female
TRINITY_DN72899_c0_g1_i1	female	TRINITY_DN72899_c0_g1_i1	NA	NA	-2.450375923	0.379762861	Ovary_mean	female
TRINITY_DN73171_c0_g1_i1	female	TRINITY_DN73171_c0_g1_i1	NA	NA	-1.572602582	0.399004138	Ovary_mean	female
TRINITY_DN73574_c0_g2_i1	female	TRINITY_DN73574_c0_g2_i1	NA	NA	-3.394816682	0.448972237	Ovary_mean	female
TRINITY_DN74421_c0_g1_i1	female	TRINITY_DN74421_c0_g1_i1	NA	NA	-3.047586592	0.867852925	Ovary_mean	female
TRINITY_DN74421_c0_g3_i1	female	TRINITY_DN74421_c0_g3_i1	NA	NA	-2.647789187	0.873057779	Ovary_mean	female
TRINITY_DN74428_c0_g1_i1	female	TRINITY_DN74428_c0_g1_i1	NA	NA	-12.55346993	0.829234532	G46_F_mean	female
TRINITY_DN74851_c0_g1_i1	female	TRINITY_DN74851_c0_g1_i1	NA	NA	-2.394469231	0.738322196	Ovary_mean	female
TRINITY_DN75302_c0_g2_i1	female	TRINITY_DN75302_c0_g2_i1	NA	NA	-12.04477145	0.847883472	Ovary_mean	female
TRINITY_DN77366_c0_g1_i1	female	TRINITY_DN77366_c0_g1_i1	NA	NA	-1.536392398	0.502065984	Ovary_mean	female
TRINITY_DN78309_c0_g2_i1	female	TRINITY_DN78309_c0_g2_i1	NA	NA	-1.557067996	0.5670873	Ovary_mean	female
TRINITY_DN78607_c0_g1_i1	female	TRINITY_DN78607_c0_g1_i1	NA	NA	-1.918212648	0.510138204	Ovary_mean	female
TRINITY_DN79145_c1_g1_i1	female	TRINITY_DN79145_c1_g1_i1	NA	NA	-4.162656212	0.81020068	Ovary_mean	female
TRINITY_DN79303_c0_g1_i1	female	TRINITY_DN79303_c0_g1_i1	NA	NA	-6.840947463	0.889936596	Ovary_mean	female
TRINITY_DN79505_c0_g1_i1	female	TRINITY_DN79505_c0_g1_i1	NA	NA	-4.675327817	0.744877567	Ovary_mean	female
TRINITY_DN79738_c0_g1_i1	female	TRINITY_DN79738_c0_g1_i1	NA	NA	-10.63061029	0.868637355	G46_F_mean	female
TRINITY_DN80346_c0_g3_i1	female	TRINITY_DN80346_c0_g3_i1	NA	NA	-1.612354387	0.473391315	Ovary_mean	female
TRINITY_DN80690_c2_g2_i1	female	TRINITY_DN80690_c2_g2_i1	NA	NA	-3.098729251	0.697731716	Ovary_mean	female
TRINITY_DN81198_c0_g1_i2	female	TRINITY_DN81198_c0_g1_i2	NA	NA	-2.073782711	0.462025465	Ovary_mean	female
TRINITY_DN81421_c0_g2_i1	female	TRINITY_DN81421_c0_g2_i1	NA	NA	-2.086537845	0.502188389	Ovary_mean	female
TRINITY_DN82182_c0_g1_i1	female	TRINITY_DN82182_c0_g1_i1	NA	NA	-4.746248675	0.781130008	Ovary_mean	female
TRINITY_DN83270_c0_g1_i1	female	TRINITY_DN83270_c0_g1_i1	LOC101731749	Chr04	-12.21851828	0.816230812	Ovary_mean	female
TRINITY_DN83270_c0_g2_i1	female	TRINITY_DN83270_c0_g2_i1	NA	NA	-13.16881241	0.877683389	Ovary_mean	female
TRINITY_DN84774_c0_g1_i1	female	TRINITY_DN84774_c0_g1_i1	Xetrov90008553m	Chr03	-1.453242136	0.607453663	Ovary_mean	female
TRINITY_DN84979_c0_g1_i1	female	TRINITY_DN84979_c0_g1_i1	NA	NA	-2.736790822	0.334541713	Ovary_mean	female
TRINITY_DN85639_c0_g1_i2	female	TRINITY_DN85639_c0_g1_i2	NA	NA	-3.180269208	0.613175305	Ovary_mean	female
TRINITY_DN85639_c0_g2_i1	female	TRINITY_DN85639_c0_g2_i1	NA	NA	-4.195783401	0.85936662	Ovary_mean	female
TRINITY_DN86402_c1_g1_i1	female	TRINITY_DN86402_c1_g1_i1	NA	NA	-1.218035202	0.302901141	Ovary_mean	female
TRINITY_DN86565_c0_g1_i1	female	TRINITY_DN86565_c0_g1_i1	NA	NA	-1.551258125	0.425832419	Ovary_mean	female
TRINITY_DN86639_c0_g1_i1	female	TRINITY_DN86639_c0_g1_i1	NA	NA	-1.538243289	0.71790395	Ovary_mean	female
TRINITY_DN87009_c0_g2_i1	female	TRINITY_DN87009_c0_g2_i1	NA	NA	-3.622655208	0.549752484	Ovary_mean	female
TRINITY_DN87383_c0_g1_i1	female	TRINITY_DN87383_c0_g1_i1	NA	NA	-3.185785508	0.510979433	Ovary_mean	female
TRINITY_DN878_c0_g1_i1	female	TRINITY_DN878_c0_g1_i1	NA	NA	-1.807219043	0.689200523	Ovary_mean	female
TRINITY_DN89374_c0_g2_i1	female	TRINITY_DN89374_c0_g2_i1	NA	NA	-3.649105492	0.473979778	Ovary_mean	female
TRINITY_DN89464_c0_g1_i1	female	TRINITY_DN89464_c0_g1_i1	NA	NA	-1.120960411	0.343626518	Ovary_mean	female
TRINITY_DN90058_c0_g2_i2	female	TRINITY_DN90058_c0_g2_i2	NA	NA	-2.877673761	0.59716314	Ovary_mean	female
TRINITY_DN91264_c0_g1_i2	female	TRINITY_DN91264_c0_g1_i2	csnk1g3	Chr01	-3.685362227	0.628317788	Ovary_mean	female
TRINITY_DN91510_c0_g1_i1	female	TRINITY_DN91510_c0_g1_i1	NA	NA	-1.004477334	0.343672265	Ovary_mean	female
TRINITY_DN91515_c0_g3_i1	female	TRINITY_DN91515_c0_g3_i1	NA	NA	-2.905260326	0.704626769	Ovary_mean	female
TRINITY_DN91852_c0_g1_i1	female	TRINITY_DN91852_c0_g1_i1	NA	NA	-10.22641091	0.914554483	Ovary_mean	female
TRINITY_DN9222_c0_g1_i1	female	TRINITY_DN9222_c0_g1_i1	dyrk3	Chr02	-10.93332083	0.906683984	Ovary_mean	female
TRINITY_DN92285_c0_g1_i1	female	TRINITY_DN92285_c0_g1_i1	NA	NA	-11.65052315	0.865061582	Ovary_mean	female
TRINITY_DN92463_c0_g1_i2	female	TRINITY_DN92463_c0_g1_i2	NA	NA	-1.84842253	0.421953755	Ovary_mean	female
TRINITY_DN92573_c0_g1_i1	female	TRINITY_DN92573_c0_g1_i1	NA	NA	-1.338750405	0.351621156	Ovary_mean	female
TRINITY_DN92629_c0_g4_i1	female	TRINITY_DN92629_c0_g4_i1	NA	NA	-2.775946276	0.719542328	Ovary_mean	female
TRINITY_DN93558_c0_g2_i1	female	TRINITY_DN93558_c0_g2_i1	NA	NA	-6.685550727	0.644594235	Ovary_mean	female
TRINITY_DN93605_c0_g1_i1	female	TRINITY_DN93605_c0_g1_i1	NA	NA	-3.050293386	0.669030809	Ovary_mean	female
TRINITY_DN94143_c0_g2_i1	female	TRINITY_DN94143_c0_g2_i1	NA	NA	-1.701809665	0.638060023	Ovary_mean	female
TRINITY_DN94293_c0_g1_i1	female	TRINITY_DN94293_c0_g1_i1	NA	NA	-1.882958281	0.330437727	Ovary_mean	female
TRINITY_DN94938_c0_g2_i1	female	TRINITY_DN94938_c0_g2_i1	NA	NA	-3.7950897	0.745481216	Ovary_mean	female
TRINITY_DN95685_c0_g1_i1	female	TRINITY_DN95685_c0_g1_i1	NA	NA	-3.926585672	0.59681618	Ovary_mean	female
TRINITY_DN95890_c0_g1_i1	female	TRINITY_DN95890_c0_g1_i1	NA	NA	-6.835551662	0.682672379	Ovary_mean	female
TRINITY_DN95955_c0_g1_i1	female	TRINITY_DN95955_c0_g1_i1	colq-like	Chr06	-3.108740249	0.434932961	Ovary_mean	female
TRINITY_DN96008_c0_g1_i1	female	TRINITY_DN96008_c0_g1_i1	NA	NA	-5.509868152	0.721723117	Ovary_mean	female
TRINITY_DN96200_c0_g1_i1	female	TRINITY_DN96200_c0_g1_i1	NA	NA	-2.142606193	0.558846727	Ovary_mean	female
TRINITY_DN96300_c0_g1_i2	female	TRINITY_DN96300_c0_g1_i2	NA	NA	-1.965082691	0.520778216	Brain_mean	female
TRINITY_DN96567_c0_g1_i1	female	TRINITY_DN96567_c0_g1_i1	NA	NA	-11.10002577	0.923671615	Ovary_mean	female
TRINITY_DN96624_c0_g3_i2	female	TRINITY_DN96624_c0_g3_i2	NA	NA	-2.394186023	0.469915019	Ovary_mean	female
TRINITY_DN96639_c0_g1_i2	female	TRINITY_DN96639_c0_g1_i2	acox1	Chr10	-2.428534881	0.492494349	Ovary_mean	female
TRINITY_DN96802_c0_g1_i1	female	TRINITY_DN96802_c0_g1_i1	NA	NA	-3.891181377	0.736107639	Ovary_mean	female
TRINITY_DN96806_c0_g2_i1	female	TRINITY_DN96806_c0_g2_i1	NA	NA	-6.66872194	0.887085247	Ovary_mean	female
TRINITY_DN97036_c0_g2_i1	female	TRINITY_DN97036_c0_g2_i1	NA	NA	-1.703960406	0.41731458	Ovary_mean	female
TRINITY_DN97228_c0_g1_i1	female	TRINITY_DN97228_c0_g1_i1	NA	NA	-9.02133385	0.900732124	Ovary_mean	female
TRINITY_DN97559_c0_g1_i1	female	TRINITY_DN97559_c0_g1_i1	NA	NA	-5.120863738	0.733267972	Ovary_mean	female
TRINITY_DN97677_c0_g1_i1	female	TRINITY_DN97677_c0_g1_i1	NA	NA	-1.301724248	0.353568171	Ovary_mean	female
TRINITY_DN97717_c0_g2_i1	female	TRINITY_DN97717_c0_g2_i1	thoc5	Chr01	-10.62541274	0.897359096	Ovary_mean	female
TRINITY_DN97753_c0_g1_i1	female	TRINITY_DN97753_c0_g1_i1	NA	NA	-11.62479257	0.857934612	Ovary_mean	female
TRINITY_DN97753_c0_g2_i1	female	TRINITY_DN97753_c0_g2_i1	NA	NA	-12.43522336	0.897745019	Ovary_mean	female
TRINITY_DN97773_c0_g1_i1	female	TRINITY_DN97773_c0_g1_i1	zc4h2	Chr08	-1.87977312	0.502973141	Ovary_mean	female
TRINITY_DN98050_c0_g1_i1	female	TRINITY_DN98050_c0_g1_i1	NA	NA	-1.680221045	0.521359585	Ovary_mean	female
TRINITY_DN98334_c0_g1_i1	female	TRINITY_DN98334_c0_g1_i1	LOC101733991	Chr07	-6.799960919	0.916137143	Ovary_mean	female
TRINITY_DN98399_c0_g1_i1	female	TRINITY_DN98399_c0_g1_i1	NA	NA	-1.123115907	0.419326526	Ovary_mean	female
TRINITY_DN98498_c0_g1_i1	female	TRINITY_DN98498_c0_g1_i1	NA	NA	-2.094743725	0.48776538	Ovary_mean	female
TRINITY_DN98655_c0_g1_i1	female	TRINITY_DN98655_c0_g1_i1	NA	NA	-8.559606979	0.861882739	Ovary_mean	female
TRINITY_DN98815_c0_g2_i1	female	TRINITY_DN98815_c0_g2_i1	NA	NA	-11.0227728	0.807228053	Ovary_mean	female
TRINITY_DN98835_c0_g3_i1	female	TRINITY_DN98835_c0_g3_i1	fbxo8	Chr01	-3.439751299	0.465365965	Ovary_mean	female
TRINITY_DN98838_c0_g1_i2	female	TRINITY_DN98838_c0_g1_i2	Xetrov90026124m	scaffold_13	-6.551062744	0.779195715	Ovary_mean	female
TRINITY_DN98982_c0_g1_i2	female	TRINITY_DN98982_c0_g1_i2	kpna1	scaffold_327	-4.882112446	0.749688775	Ovary_mean	female
TRINITY_DN98982_c0_g2_i1	female	TRINITY_DN98982_c0_g2_i1	NA	NA	-10.54847502	0.894088069	Ovary_mean	female
TRINITY_DN99075_c0_g1_i2	female	TRINITY_DN99075_c0_g1_i2	ubn2	Chr04	-2.129117954	0.575486055	Ovary_mean	female
TRINITY_DN99366_c0_g1_i1	female	TRINITY_DN99366_c0_g1_i1	gata1	scaffold_1716	-5.93939376	0.694947015	Ovary_mean	female
TRINITY_DN99366_c0_g2_i1	female	TRINITY_DN99366_c0_g2_i1	NA	NA	-6.00120693	0.64424962	Ovary_mean	female
TRINITY_DN99798_c0_g2_i1	female	TRINITY_DN99798_c0_g2_i1	NA	NA	-6.120181697	0.878425609	Ovary_mean	female
TRINITY_DN99798_c0_g3_i1	female	TRINITY_DN99798_c0_g3_i1	NA	NA	-5.564193773	0.880606956	Ovary_mean	female
TRINITY_DN99989_c0_g2_i2	female	TRINITY_DN99989_c0_g2_i2	NA	NA	-1.696653123	0.331780899	Ovary_mean	female
TRINITY_DN101728_c0_g2_i1	male	TRINITY_DN101728_c0_g2_i1	NA	NA	1.109236347	0.42239493	G43_F_mean	male
TRINITY_DN103284_c0_g1_i2	male	TRINITY_DN103284_c0_g1_i2	rnf207	Chr07	1.958950458	0.404689827	Liver_mean	male
TRINITY_DN105039_c0_g1_i1	male	TRINITY_DN105039_c0_g1_i1	nphp1	Chr05	1.040594215	0.436348038	G43_M_mean	male
TRINITY_DN105870_c0_g1_i1	male	TRINITY_DN105870_c0_g1_i1	NA	NA	1.508291642	0.313183404	G43_M_mean	male
TRINITY_DN106256_c0_g3_i3	male	TRINITY_DN106256_c0_g3_i3	NA	NA	1.312675387	0.669676207	Liver_mean	male
TRINITY_DN108162_c0_g1_i1	male	TRINITY_DN108162_c0_g1_i1	NA	NA	2.254950409	0.780175414	G46_M_mean	male
TRINITY_DN109035_c0_g1_i1	male	TRINITY_DN109035_c0_g1_i1	LOC100145251	scaffold_51	3.356025597	0.585987352	Brain_mean	male
TRINITY_DN110181_c0_g1_i1	male	TRINITY_DN110181_c0_g1_i1	NA	NA	1.179517213	0.522147345	G43_M_mean	male
TRINITY_DN111011_c1_g2_i1	male	TRINITY_DN111011_c1_g2_i1	NA	NA	2.03821411	0.311980347	Brain_mean	male
TRINITY_DN111757_c0_g1_i1	male	TRINITY_DN111757_c0_g1_i1	hspb2	Chr07	1.176219653	0.63969701	Brain_mean	male
TRINITY_DN112596_c0_g1_i1	male	TRINITY_DN112596_c0_g1_i1	thbs2	Chr05	1.89050594	0.674197051	Brain_mean	male
TRINITY_DN112760_c0_g1_i2	male	TRINITY_DN112760_c0_g1_i2	amotl2-like	Chr05	2.233807449	0.50965567	Brain_mean	male
TRINITY_DN113131_c0_g1_i5	male	TRINITY_DN113131_c0_g1_i5	NA	NA	1.326849138	0.541817522	Testis_mean	male
TRINITY_DN113348_c0_g3_i1	male	TRINITY_DN113348_c0_g3_i1	NA	NA	4.658107381	0.426648559	Testis_mean	male
TRINITY_DN114220_c0_g1_i1	male	TRINITY_DN114220_c0_g1_i1	NA	NA	1.987741858	0.713313718	G46_M_mean	male
TRINITY_DN114439_c1_g1_i1	male	TRINITY_DN114439_c1_g1_i1	NA	NA	1.041153135	0.197017206	Brain_mean	male
TRINITY_DN114644_c0_g2_i1	male	TRINITY_DN114644_c0_g2_i1	NA	NA	1.536158136	0.583353481	Brain_mean	male
TRINITY_DN114818_c0_g1_i1	male	TRINITY_DN114818_c0_g1_i1	zfp36l2	Chr05	2.493433015	0.604371403	G43_M_mean	male
TRINITY_DN115114_c1_g1_i1	male	TRINITY_DN115114_c1_g1_i1	NA	NA	1.157123098	0.289535242	Brain_mean	male
TRINITY_DN115612_c0_g2_i2	male	TRINITY_DN115612_c0_g2_i2	NA	NA	1.146866467	0.524419565	G23_mean	male
TRINITY_DN116299_c0_g1_i2	male	TRINITY_DN116299_c0_g1_i2	NA	NA	1.697401916	0.697394491	G43_M_mean	male
TRINITY_DN116707_c0_g1_i1	male	TRINITY_DN116707_c0_g1_i1	hivep2	Chr05	1.815484837	0.612750935	Liver_mean	male
TRINITY_DN116738_c0_g1_i1	male	TRINITY_DN116738_c0_g1_i1	NA	NA	2.268655319	0.365805447	G46_M_mean	male
TRINITY_DN116761_c0_g1_i4	male	TRINITY_DN116761_c0_g1_i4	NA	NA	1.939431608	0.44752346	Brain_mean	male
TRINITY_DN117156_c0_g1_i1	male	TRINITY_DN117156_c0_g1_i1	NA	NA	1.563337789	0.462609918	G27_mean	male
TRINITY_DN117755_c0_g1_i1	male	TRINITY_DN117755_c0_g1_i1	NA	NA	1.617105717	0.238641668	G43_M_mean	male
TRINITY_DN117870_c0_g5_i2	male	TRINITY_DN117870_c0_g5_i2	NA	NA	3.517749556	0.667411643	Brain_mean	male
TRINITY_DN118540_c0_g2_i1	male	TRINITY_DN118540_c0_g2_i1	NA	NA	1.650625966	0.833440384	Brain_mean	male
TRINITY_DN118731_c3_g2_i1	male	TRINITY_DN118731_c3_g2_i1	NA	NA	1.936358846	0.43249599	Testis_mean	male
TRINITY_DN118899_c0_g1_i1	male	TRINITY_DN118899_c0_g1_i1	tom1	Chr04	1.267238922	0.360524029	G46_M_mean	male
TRINITY_DN119634_c0_g1_i1	male	TRINITY_DN119634_c0_g1_i1	NA	NA	1.100691265	0.660178002	Brain_mean	male
TRINITY_DN120010_c0_g1_i1	male	TRINITY_DN120010_c0_g1_i1	NA	NA	1.180701226	0.538732672	G46_M_mean	male
TRINITY_DN120044_c0_g2_i2	male	TRINITY_DN120044_c0_g2_i2	NA	NA	1.594271585	0.497342224	Liver_mean	male
TRINITY_DN120135_c0_g1_i1	male	TRINITY_DN120135_c0_g1_i1	NA	NA	1.170060416	0.534095316	G23_mean	male
TRINITY_DN120528_c0_g1_i2	male	TRINITY_DN120528_c0_g1_i2	NA	NA	1.314623897	0.619569271	G46_M_mean	male
TRINITY_DN120629_c2_g4_i6	male	TRINITY_DN120629_c2_g4_i6	NA	NA	2.59562233	0.396235097	G46_M_mean	male
TRINITY_DN120714_c0_g1_i1	male	TRINITY_DN120714_c0_g1_i1	NA	NA	1.69834984	0.411997448	Brain_mean	male
TRINITY_DN121065_c0_g1_i2	male	TRINITY_DN121065_c0_g1_i2	NA	NA	1.810841021	0.434981526	Brain_mean	male
TRINITY_DN121490_c3_g1_i3	male	TRINITY_DN121490_c3_g1_i3	NA	NA	1.609327338	0.518447177	Brain_mean	male
TRINITY_DN121524_c0_g1_i2	male	TRINITY_DN121524_c0_g1_i2	NA	NA	1.71767515	0.255346418	G43_M_mean	male
TRINITY_DN121660_c4_g4_i1	male	TRINITY_DN121660_c4_g4_i1	NA	NA	1.722840222	0.549174444	Brain_mean	male
TRINITY_DN121675_c2_g1_i3	male	TRINITY_DN121675_c2_g1_i3	NA	NA	1.616696404	0.51288796	Brain_mean	male
TRINITY_DN121941_c0_g10_i1	male	TRINITY_DN121941_c0_g10_i1	NA	NA	1.03335564	0.279067124	G46_M_mean	male
TRINITY_DN122038_c0_g1_i2	male	TRINITY_DN122038_c0_g1_i2	NA	NA	1.138242624	0.295947665	G46_M_mean	male
TRINITY_DN122162_c1_g1_i2	male	TRINITY_DN122162_c1_g1_i2	NA	NA	1.633334373	0.629989664	G27_mean	male
TRINITY_DN122630_c10_g2_i2	male	TRINITY_DN122630_c10_g2_i2	NA	NA	1.819095807	0.393437132	G31_mean	male
TRINITY_DN122876_c3_g1_i10	male	TRINITY_DN122876_c3_g1_i10	NA	NA	1.175907916	0.180116607	G46_M_mean	male
TRINITY_DN122991_c3_g1_i1	male	TRINITY_DN122991_c3_g1_i1	NA	NA	1.058205544	0.247184477	G23_mean	male
TRINITY_DN123298_c0_g2_i2	male	TRINITY_DN123298_c0_g2_i2	Xetrov90029739m	scaffold_6020	1.547864159	0.7410161	Brain_mean	male
TRINITY_DN123534_c0_g1_i2	male	TRINITY_DN123534_c0_g1_i2	NA	NA	1.149870797	0.350043115	G23_mean	male
TRINITY_DN123549_c0_g1_i2	male	TRINITY_DN123549_c0_g1_i2	LOC100491716	Chr06	1.231623691	0.35063416	G43_M_mean	male
TRINITY_DN123637_c0_g1_i2	male	TRINITY_DN123637_c0_g1_i2	NA	NA	1.266762553	0.441499827	Testis_mean	male
TRINITY_DN123790_c0_g1_i2	male	TRINITY_DN123790_c0_g1_i2	NA	NA	1.809561947	0.529016022	G43_M_mean	male
TRINITY_DN123854_c0_g4_i5	male	TRINITY_DN123854_c0_g4_i5	NA	NA	1.369955748	0.282431905	G46_M_mean	male
TRINITY_DN124076_c2_g2_i3	male	TRINITY_DN124076_c2_g2_i3	zcrb1	Chr03	1.278430152	0.21946504	G46_M_mean	male
TRINITY_DN124099_c3_g1_i1	male	TRINITY_DN124099_c3_g1_i1	NA	NA	1.091243469	0.365513089	G43_M_mean	male
TRINITY_DN124136_c0_g3_i1	male	TRINITY_DN124136_c0_g3_i1	NA	NA	1.718446022	0.670769769	Brain_mean	male
TRINITY_DN124151_c5_g6_i3	male	TRINITY_DN124151_c5_g6_i3	NA	NA	1.692096368	0.709374336	Brain_mean	male
TRINITY_DN124180_c0_g7_i1	male	TRINITY_DN124180_c0_g7_i1	NA	NA	1.241384718	0.533233875	Liver_mean	male
TRINITY_DN124181_c0_g1_i1	male	TRINITY_DN124181_c0_g1_i1	NA	NA	1.189913935	0.635231187	G46_M_mean	male
TRINITY_DN124284_c0_g1_i4	male	TRINITY_DN124284_c0_g1_i4	NA	NA	1.415689879	0.204725379	G46_M_mean	male
TRINITY_DN124412_c0_g5_i9	male	TRINITY_DN124412_c0_g5_i9	ift46-like	Chr07	1.723076022	0.24264952	Brain_mean	male
TRINITY_DN124423_c0_g1_i3	male	TRINITY_DN124423_c0_g1_i3	cited4	Chr02	1.630454644	0.554346	Testis_mean	male
TRINITY_DN124623_c3_g1_i1	male	TRINITY_DN124623_c3_g1_i1	NA	NA	1.353679768	0.440274635	Liver_mean	male
TRINITY_DN124623_c3_g3_i1	male	TRINITY_DN124623_c3_g3_i1	LOC100497319-like	Chr04	1.280289282	0.400943187	Liver_mean	male
TRINITY_DN124728_c6_g7_i1	male	TRINITY_DN124728_c6_g7_i1	NA	NA	8.254258508	0.425108851	Testis_mean	male
TRINITY_DN124731_c3_g1_i2	male	TRINITY_DN124731_c3_g1_i2	fzd7	Chr09	1.234161668	0.355285803	G23_mean	male
TRINITY_DN124744_c0_g1_i1	male	TRINITY_DN124744_c0_g1_i1	NA	NA	1.627698784	0.347562768	G31_mean	male
TRINITY_DN124874_c1_g1_i1	male	TRINITY_DN124874_c1_g1_i1	NA	NA	2.590029401	0.653157944	G27_mean	male
TRINITY_DN125353_c3_g2_i2	male	TRINITY_DN125353_c3_g2_i2	sox17a	Chr06	1.444767492	0.600486751	G43_M_mean	male
TRINITY_DN125466_c11_g2_i1	male	TRINITY_DN125466_c11_g2_i1	NA	NA	1.229426005	0.554726052	Liver_mean	male
TRINITY_DN125503_c0_g1_i1	male	TRINITY_DN125503_c0_g1_i1	NA	NA	1.301308355	0.563732443	Liver_mean	male
TRINITY_DN125609_c0_g1_i2	male	TRINITY_DN125609_c0_g1_i2	NA	NA	1.26832983	0.307100522	G27_mean	male
TRINITY_DN125867_c6_g4_i1	male	TRINITY_DN125867_c6_g4_i1	LOC100498468-like	Chr01	1.096952287	0.725347771	Liver_mean	male
TRINITY_DN125906_c5_g3_i1	male	TRINITY_DN125906_c5_g3_i1	hsd17b10	Chr08	1.567072093	0.497828934	G43_M_mean	male
TRINITY_DN125938_c4_g5_i1	male	TRINITY_DN125938_c4_g5_i1	znf609	Chr03	1.16946871	0.547857199	G46_M_mean	male
TRINITY_DN126091_c1_g2_i1	male	TRINITY_DN126091_c1_g2_i1	NA	NA	1.398890279	0.408172844	G27_mean	male
TRINITY_DN126268_c0_g1_i2	male	TRINITY_DN126268_c0_g1_i2	NA	NA	1.136551586	0.308217875	Liver_mean	male
TRINITY_DN126295_c0_g1_i7	male	TRINITY_DN126295_c0_g1_i7	med8	Chr04	1.18959967	0.457655886	Brain_mean	male
TRINITY_DN126384_c1_g6_i1	male	TRINITY_DN126384_c1_g6_i1	NA	NA	1.247776583	0.474516093	Brain_mean	male
TRINITY_DN126527_c2_g1_i1	male	TRINITY_DN126527_c2_g1_i1	NA	NA	1.352607466	0.340559209	Liver_mean	male
TRINITY_DN126598_c0_g1_i2	male	TRINITY_DN126598_c0_g1_i2	NA	NA	1.220559943	0.371341475	G43_M_mean	male
TRINITY_DN126614_c0_g1_i1	male	TRINITY_DN126614_c0_g1_i1	hoxb6	Chr10	1.49207838	0.544851082	Testis_mean	male
TRINITY_DN126808_c0_g1_i1	male	TRINITY_DN126808_c0_g1_i1	NA	NA	1.483898154	0.573187048	Testis_mean	male
TRINITY_DN126878_c0_g1_i1	male	TRINITY_DN126878_c0_g1_i1	NA	NA	1.27315894	0.544358238	Brain_mean	male
TRINITY_DN126981_c2_g1_i2	male	TRINITY_DN126981_c2_g1_i2	NA	NA	1.054809745	0.509485558	G27_mean	male
TRINITY_DN127245_c0_g1_i2	male	TRINITY_DN127245_c0_g1_i2	NA	NA	1.011107908	0.502696635	Brain_mean	male
TRINITY_DN127347_c4_g6_i1	male	TRINITY_DN127347_c4_g6_i1	cct5	Chr06	1.003125777	0.376833082	G46_M_mean	male
TRINITY_DN127361_c15_g1_i3	male	TRINITY_DN127361_c15_g1_i3	NA	NA	1.368710979	0.643061024	Liver_mean	male
TRINITY_DN127623_c0_g1_i8	male	TRINITY_DN127623_c0_g1_i8	NA	NA	1.434759325	0.246883907	G43_M_mean	male
TRINITY_DN127647_c0_g1_i3	male	TRINITY_DN127647_c0_g1_i3	NA	NA	1.229472736	0.235579024	Testis_mean	male
TRINITY_DN127874_c4_g1_i1	male	TRINITY_DN127874_c4_g1_i1	NA	NA	2.180921477	0.519705576	Testis_mean	male
TRINITY_DN127994_c1_g1_i1	male	TRINITY_DN127994_c1_g1_i1	NA	NA	1.279261287	0.469606755	G27_mean	male
TRINITY_DN127998_c1_g5_i6	male	TRINITY_DN127998_c1_g5_i6	NA	NA	1.926496345	0.235256598	Testis_mean	male
TRINITY_DN128071_c0_g1_i3	male	TRINITY_DN128071_c0_g1_i3	NA	NA	1.065011235	0.463850656	G43_M_mean	male
TRINITY_DN128205_c1_g3_i4	male	TRINITY_DN128205_c1_g3_i4	NA	NA	1.157903786	0.568511623	Brain_mean	male
TRINITY_DN128353_c0_g4_i3	male	TRINITY_DN128353_c0_g4_i3	NA	NA	1.423389707	0.355800406	G46_M_mean	male
TRINITY_DN128490_c0_g1_i4	male	TRINITY_DN128490_c0_g1_i4	NA	NA	1.030842341	0.28314674	G43_M_mean	male
TRINITY_DN128513_c1_g2_i6	male	TRINITY_DN128513_c1_g2_i6	arhgap42	Chr02	1.142107741	0.390900943	Liver_mean	male
