gid	gname	chr	logFC.XY46.XX46	tau	tissue	bias	RBH	TRANS	dNdS	dN	dS
TRINITY_DN132513_c0_g1_i1	NA	NA	-0.576007951	0.431874834	Ovary_mean	unbias	RBH_pair_8651.fa.best.phy	TRINITY_DN132513_c0_g1_i1	0.0614	0.0806	1.3124
TRINITY_DN132519_c0_g3_i5	NA	NA	-0.220243988	0.526136525	Brain_mean	unbias	RBH_pair_8653.fa.best.phy	TRINITY_DN132519_c0_g3_i5	0.0366	0.0424	1.1562
TRINITY_DN132527_c4_g4_i2	NA	NA	-0.221820263	0.682634754	Brain_mean	unbias	RBH_pair_8660.fa.best.phy	TRINITY_DN132527_c4_g4_i2	0.069	0.1299	1.8833
TRINITY_DN132553_c1_g6_i14	map2k6	Chr10	-0.173528071	0.15644149	G46_F_mean	unbias	RBH_pair_8677.fa.best.phy	TRINITY_DN132553_c1_g6_i14	0.0955	0.1403	1.4693
TRINITY_DN132561_c2_g3_i3	NA	NA	0.145799426	0.22869752	G23_mean	unbias	RBH_pair_8680.fa.best.phy	TRINITY_DN132561_c2_g3_i3	0.0416	0.0394	0.9475
TRINITY_DN132562_c0_g2_i3	NA	NA	0.067664835	0.140433807	Brain_mean	unbias	RBH_pair_8681.fa.best.phy	TRINITY_DN132562_c0_g2_i3	0.014	0.0067	0.4777
TRINITY_DN132574_c2_g1_i2	LOC100487453-like	Chr01	-0.005372311	0.415595732	Brain_mean	unbias	RBH_pair_8684.fa.best.phy	TRINITY_DN132574_c2_g1_i2	0.068	0.1355	1.9936
TRINITY_DN132582_c1_g2_i4	NA	NA	0.395513972	0.570785185	Brain_mean	unbias	RBH_pair_8685.fa.best.phy	TRINITY_DN132582_c1_g2_i4	0.0254	0.0335	1.3223
TRINITY_DN132595_c0_g1_i1	NA	NA	0.705641807	0.316982545	G46_M_mean	unbias	RBH_pair_8691.fa.best.phy	TRINITY_DN132595_c0_g1_i1	0.2213	0.3654	1.6514
TRINITY_DN132599_c0_g1_i3	atg4b	Chr05	-0.669263175	0.334100823	Brain_mean	unbias	RBH_pair_8693.fa.best.phy	TRINITY_DN132599_c0_g1_i3	0.202	0.3476	1.7211
TRINITY_DN132628_c1_g1_i2	NA	NA	0.106075389	0.201571911	Brain_mean	unbias	RBH_pair_8713.fa.best.phy	TRINITY_DN132628_c1_g1_i2	0.0418	0.065	1.5565
TRINITY_DN132629_c1_g1_i2	NA	NA	-0.22768087	0.25816497	G23_mean	unbias	RBH_pair_8714.fa.best.phy	TRINITY_DN132629_c1_g1_i2	0.0679	0.1278	1.8826
TRINITY_DN132643_c1_g5_i2	NA	NA	-0.553965573	0.506722048	Ovary_mean	unbias	RBH_pair_8723.fa.best.phy	TRINITY_DN132643_c1_g5_i2	0.1995	0.3628	1.8192
TRINITY_DN132644_c5_g1_i1	NA	NA	-0.300340154	0.226076614	Ovary_mean	unbias	RBH_pair_8725.fa.best.phy	TRINITY_DN132644_c5_g1_i1	0.0668	0.0829	1.2402
TRINITY_DN132650_c6_g5_i5	NA	NA	0.264251187	0.25788075	Ovary_mean	unbias	RBH_pair_8730.fa.best.phy	TRINITY_DN132650_c6_g5_i5	0.0574	0.0985	1.7166
TRINITY_DN132653_c4_g1_i2	NA	NA	-0.29839769	0.246593658	Ovary_mean	unbias	RBH_pair_8732.fa.best.phy	TRINITY_DN132653_c4_g1_i2	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	NA	NA	0.417529934	0.56737536	Brain_mean	unbias	RBH_pair_8733.fa.best.phy	TRINITY_DN132656_c6_g3_i5	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	-0.760118237	0.734320519	Brain_mean	unbias	RBH_pair_8735.fa.best.phy	TRINITY_DN132657_c3_g2_i3	0.0316	0.0581	1.8389
TRINITY_DN132669_c0_g1_i1	NA	NA	-0.283160756	0.403843973	Ovary_mean	unbias	RBH_pair_8741.fa.best.phy	TRINITY_DN132669_c0_g1_i1	0.0777	0.0868	1.1176
TRINITY_DN132678_c0_g2_i1	morn4-like	Chr07	0.079892581	0.148016442	Ovary_mean	unbias	RBH_pair_8748.fa.best.phy	TRINITY_DN132678_c0_g2_i1	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	0.706103811	0.514035211	G46_M_mean	unbias	RBH_pair_8749.fa.best.phy	TRINITY_DN132679_c1_g1_i4	0.0775	0.0894	1.1542
TRINITY_DN132689_c3_g2_i8	NA	NA	-0.579488159	0.14765843	G23_mean	unbias	RBH_pair_8756.fa.best.phy	TRINITY_DN132689_c3_g2_i8	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	pthlh	Chr03	-0.484716335	0.444515688	Brain_mean	unbias	RBH_pair_8757.fa.best.phy	TRINITY_DN132693_c0_g4_i2	0.0146	0.0201	1.3781
TRINITY_DN132719_c0_g1_i3	NA	NA	-0.510152781	0.13949879	Brain_mean	unbias	RBH_pair_8769.fa.best.phy	TRINITY_DN132719_c0_g1_i3	0.0715	0.0334	0.467
TRINITY_DN132728_c0_g1_i5	NA	NA	0.720083531	0.422740359	Ovary_mean	unbias	RBH_pair_8775.fa.best.phy	TRINITY_DN132728_c0_g1_i5	0.0847	0.1318	1.5573
TRINITY_DN132751_c3_g1_i2	NA	NA	0.307700448	0.434241119	Brain_mean	unbias	RBH_pair_8785.fa.best.phy	TRINITY_DN132751_c3_g1_i2	0.1113	0.2058	1.8489
TRINITY_DN132758_c3_g1_i1	NA	NA	0.05044526	0.250094604	Brain_mean	unbias	RBH_pair_8793.fa.best.phy	TRINITY_DN132758_c3_g1_i1	0.0235	0.0339	1.4405
TRINITY_DN132764_c3_g5_i2	NA	NA	-0.020880551	0.455832947	Brain_mean	unbias	RBH_pair_8797.fa.best.phy	TRINITY_DN132764_c3_g5_i2	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	-0.253320505	0.458001452	Ovary_mean	unbias	RBH_pair_8798.fa.best.phy	TRINITY_DN132764_c3_g6_i2	0.0768	0.1042	1.3569
TRINITY_DN132772_c0_g2_i1	NA	NA	0.504872687	0.367444915	Brain_mean	unbias	RBH_pair_8805.fa.best.phy	TRINITY_DN132772_c0_g2_i1	0.1578	0.2389	1.5143
TRINITY_DN132782_c2_g1_i2	NA	NA	-0.344444586	0.517863685	Brain_mean	unbias	RBH_pair_8809.fa.best.phy	TRINITY_DN132782_c2_g1_i2	0.0733	0.1263	1.7228
TRINITY_DN132818_c0_g2_i3	NA	NA	-0.027779241	0.161650489	Ovary_mean	unbias	RBH_pair_8818.fa.best.phy	TRINITY_DN132818_c0_g2_i3	0.0502	0.0494	0.9838
TRINITY_DN132820_c4_g1_i2	nbeal1	Chr09	0.654059612	0.450390684	Brain_mean	unbias	RBH_pair_8820.fa.best.phy	TRINITY_DN132820_c4_g1_i2	0.0957	0.075	0.7839
TRINITY_DN132826_c2_g2_i1	NA	NA	0.192832327	0.23856837	Brain_mean	unbias	RBH_pair_8825.fa.best.phy	TRINITY_DN132826_c2_g2_i1	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	NA	NA	-0.540833072	0.42025866	Ovary_mean	unbias	RBH_pair_8826.fa.best.phy	TRINITY_DN132830_c6_g1_i1	0.0716	0.1411	1.9707
TRINITY_DN132851_c3_g4_i1	kptn	Chr08	0.010503926	0.392341953	Brain_mean	unbias	RBH_pair_8840.fa.best.phy	TRINITY_DN132851_c3_g4_i1	0.1387	0.1955	1.409
TRINITY_DN132871_c1_g1_i1	NA	NA	-0.484175819	0.347789158	Ovary_mean	unbias	RBH_pair_8848.fa.best.phy	TRINITY_DN132871_c1_g1_i1	0.0754	0.1229	1.6302
TRINITY_DN132892_c2_g1_i2	glt1d1	Chr01	-0.446383376	0.142284626	Ovary_mean	unbias	RBH_pair_8864.fa.best.phy	TRINITY_DN132892_c2_g1_i2	0.0725	0.1305	1.8013
TRINITY_DN132900_c0_g3_i3	NA	NA	-0.449992578	0.53257161	Brain_mean	unbias	RBH_pair_8867.fa.best.phy	TRINITY_DN132900_c0_g3_i3	0.0335	0.0406	1.2135
TRINITY_DN132917_c4_g2_i4	LOC100145763	Chr05	-0.649463674	0.393039555	Brain_mean	unbias	RBH_pair_8877.fa.best.phy	TRINITY_DN132917_c4_g2_i4	0.0937	0.1218	1.2995
TRINITY_DN132934_c0_g1_i2	NA	NA	0.807225252	0.254811573	G43_M_mean	unbias	RBH_pair_8881.fa.best.phy	TRINITY_DN132934_c0_g1_i2	0.0526	0.0758	1.4408
TRINITY_DN132942_c0_g1_i5	NA	NA	-0.30183111	0.303179938	Testis_mean	unbias	RBH_pair_8884.fa.best.phy	TRINITY_DN132942_c0_g1_i5	0.1217	0.2165	1.7795
TRINITY_DN132947_c0_g1_i4	NA	NA	-0.622210255	0.42973569	Ovary_mean	unbias	RBH_pair_8886.fa.best.phy	TRINITY_DN132947_c0_g1_i4	0.1366	0.255	1.8669
TRINITY_DN132949_c1_g1_i1	NA	NA	-0.154615653	0.247324278	G23_mean	unbias	RBH_pair_8887.fa.best.phy	TRINITY_DN132949_c1_g1_i1	0.0341	0.0457	1.3397
TRINITY_DN132951_c0_g1_i2	NA	NA	0.017336884	0.379751437	Brain_mean	unbias	RBH_pair_8888.fa.best.phy	TRINITY_DN132951_c0_g1_i2	0.0263	0.0504	1.9115
TRINITY_DN132961_c3_g1_i1	NA	NA	-0.245030099	0.417447569	Brain_mean	unbias	RBH_pair_8895.fa.best.phy	TRINITY_DN132961_c3_g1_i1	0.0572	0.0879	1.5365
TRINITY_DN132974_c4_g2_i9	NA	NA	-0.127548393	0.43668092	Brain_mean	unbias	RBH_pair_8902.fa.best.phy	TRINITY_DN132974_c4_g2_i9	0.0608	0.0705	1.1597
TRINITY_DN132977_c0_g1_i4	NA	NA	-0.099943202	0.147373314	G23_mean	unbias	RBH_pair_8906.fa.best.phy	TRINITY_DN132977_c0_g1_i4	0.0232	0.0332	1.4336
TRINITY_DN133005_c2_g1_i1	NA	NA	0.512077898	0.509276548	G43_M_mean	unbias	RBH_pair_8916.fa.best.phy	TRINITY_DN133005_c2_g1_i1	0.0287	0.056	1.95
TRINITY_DN133007_c1_g1_i4	NA	NA	-0.376701902	0.520546001	Ovary_mean	unbias	RBH_pair_8917.fa.best.phy	TRINITY_DN133007_c1_g1_i4	0.0747	0.1172	1.5705
TRINITY_DN133008_c0_g1_i3	NA	NA	-0.067559213	0.194243069	Ovary_mean	unbias	RBH_pair_8918.fa.best.phy	TRINITY_DN133008_c0_g1_i3	0.0342	0.0442	1.2937
TRINITY_DN133014_c5_g4_i7	NA	NA	-0.0000997	0.257078024	Brain_mean	unbias	RBH_pair_8922.fa.best.phy	TRINITY_DN133014_c5_g4_i7	0.0831	0.1002	1.2051
TRINITY_DN133021_c1_g1_i1	NA	NA	0.033610807	0.758085156	Brain_mean	unbias	RBH_pair_8926.fa.best.phy	TRINITY_DN133021_c1_g1_i1	0.0486	0.0585	1.2034
TRINITY_DN133031_c0_g1_i3	NA	NA	0.914193129	0.1959955	Brain_mean	unbias	RBH_pair_8930.fa.best.phy	TRINITY_DN133031_c0_g1_i3	0.1639	0.2678	1.6343
TRINITY_DN133036_c1_g2_i2	NA	NA	-0.651706329	0.285522435	Testis_mean	unbias	RBH_pair_8934.fa.best.phy	TRINITY_DN133036_c1_g2_i2	0.0855	0.1083	1.2661
TRINITY_DN133062_c0_g4_i13	NA	NA	0.194487523	0.3453138	Brain_mean	unbias	RBH_pair_8952.fa.best.phy	TRINITY_DN133062_c0_g4_i13	0.162	0.3051	1.8834
TRINITY_DN133088_c5_g1_i1	unc119	Chr02	0.058418742	0.202035848	Ovary_mean	unbias	RBH_pair_8959.fa.best.phy	TRINITY_DN133088_c5_g1_i1	0.0657	0.0778	1.1834
TRINITY_DN133096_c5_g1_i1	NA	NA	-0.160165118	0.433494243	Brain_mean	unbias	RBH_pair_8964.fa.best.phy	TRINITY_DN133096_c5_g1_i1	0.1108	0.0815	0.7357
TRINITY_DN133127_c3_g1_i1	NA	NA	-0.132436885	0.353627321	Brain_mean	unbias	RBH_pair_8986.fa.best.phy	TRINITY_DN133127_c3_g1_i1	0.0515	0.0655	1.2719
TRINITY_DN133127_c3_g3_i4	NA	NA	0.214282381	0.361227465	Brain_mean	unbias	RBH_pair_8987.fa.best.phy	TRINITY_DN133127_c3_g3_i4	0.0399	0.0629	1.5776
TRINITY_DN133130_c2_g1_i2	NA	NA	0.32988684	0.251334868	Ovary_mean	unbias	RBH_pair_8991.fa.best.phy	TRINITY_DN133130_c2_g1_i2	0.1424	0.2378	1.6698
TRINITY_DN133142_c0_g1_i3	NA	NA	-0.360119911	0.501513109	Brain_mean	unbias	RBH_pair_8998.fa.best.phy	TRINITY_DN133142_c0_g1_i3	0.2221	0.255	1.148
TRINITY_DN133149_c0_g1_i2	NA	NA	-0.063655305	0.595846589	Brain_mean	unbias	RBH_pair_9000.fa.best.phy	TRINITY_DN133149_c0_g1_i2	0.0492	0.0751	1.528
TRINITY_DN133160_c0_g1_i3	has1	Chr07	0.862711229	0.467916071	G46_M_mean	unbias	RBH_pair_9008.fa.best.phy	TRINITY_DN133160_c0_g1_i3	0.0804	0.1032	1.2839
TRINITY_DN133166_c0_g1_i1	NA	NA	-0.294103669	0.508889863	Brain_mean	unbias	RBH_pair_9011.fa.best.phy	TRINITY_DN133166_c0_g1_i1	0.081	0.1306	1.6124
TRINITY_DN133190_c0_g1_i1	fgf14	Chr02	-0.480900153	0.47503151	Ovary_mean	unbias	RBH_pair_9018.fa.best.phy	TRINITY_DN133190_c0_g1_i1	0.1209	0.2069	1.7116
TRINITY_DN133194_c0_g4_i4	NA	NA	-0.227054862	0.443713652	G23_mean	unbias	RBH_pair_9020.fa.best.phy	TRINITY_DN133194_c0_g4_i4	0.0719	0.1076	1.4975
TRINITY_DN133214_c0_g2_i1	NA	NA	-0.188062866	0.511279062	Brain_mean	unbias	RBH_pair_9033.fa.best.phy	TRINITY_DN133214_c0_g2_i1	0.1031	0.1992	1.9318
TRINITY_DN133254_c2_g1_i2	NA	NA	-0.212233117	0.352670244	Brain_mean	unbias	RBH_pair_9055.fa.best.phy	TRINITY_DN133254_c2_g1_i2	0.0386	0.057	1.4776
TRINITY_DN133255_c3_g4_i7	NA	NA	0.129983281	0.447223855	Brain_mean	unbias	RBH_pair_9057.fa.best.phy	TRINITY_DN133255_c3_g4_i7	0.0597	0.0906	1.5182
TRINITY_DN133257_c2_g1_i1	cox5a	Chr03	0.728029789	0.362795841	G43_F_mean	unbias	RBH_pair_9060.fa.best.phy	TRINITY_DN133257_c2_g1_i1	0.1119	0.1503	1.3427
TRINITY_DN133258_c5_g2_i3	NA	NA	0.560353235	0.556165935	G27_mean	unbias	RBH_pair_9061.fa.best.phy	TRINITY_DN133258_c5_g2_i3	0.0768	0.1374	1.7894
TRINITY_DN133276_c0_g2_i3	NA	NA	0.556027654	0.34005572	Brain_mean	unbias	RBH_pair_9069.fa.best.phy	TRINITY_DN133276_c0_g2_i3	0.0675	0.1012	1.4993
TRINITY_DN133296_c0_g1_i1	NA	NA	-0.296033173	0.287342061	Brain_mean	unbias	RBH_pair_9080.fa.best.phy	TRINITY_DN133296_c0_g1_i1	0.0432	0.0556	1.2859
TRINITY_DN133312_c3_g1_i2	NA	NA	0.384132641	0.405768476	Brain_mean	unbias	RBH_pair_9090.fa.best.phy	TRINITY_DN133312_c3_g1_i2	0.024	0.0244	1.0179
TRINITY_DN133337_c5_g1_i2	NA	NA	0.753240336	0.430275692	G46_M_mean	unbias	RBH_pair_9107.fa.best.phy	TRINITY_DN133337_c5_g1_i2	0.1069	0.1753	1.6391
TRINITY_DN133352_c5_g1_i11	NA	NA	0.436226583	0.165142052	G43_M_mean	unbias	RBH_pair_9115.fa.best.phy	TRINITY_DN133352_c5_g1_i11	0.02	0.0345	1.7284
TRINITY_DN133361_c0_g8_i2	siglec15	Chr01	-0.112505074	0.396935409	Ovary_mean	unbias	RBH_pair_9119.fa.best.phy	TRINITY_DN133361_c0_g8_i2	0.1107	0.1627	1.4707
TRINITY_DN133368_c1_g3_i2	mdm4	scaffold_61	-0.333918715	0.234336213	Brain_mean	unbias	RBH_pair_9124.fa.best.phy	TRINITY_DN133368_c1_g3_i2	0.1104	0.1755	1.5905
TRINITY_DN133373_c1_g1_i2	NA	NA	0.340030144	0.682324622	Brain_mean	unbias	RBH_pair_9125.fa.best.phy	TRINITY_DN133373_c1_g1_i2	0.1171	0.1611	1.3755
TRINITY_DN133392_c2_g3_i1	NA	NA	0.549817339	0.540298154	Ovary_mean	unbias	RBH_pair_9132.fa.best.phy	TRINITY_DN133392_c2_g3_i1	0.0536	0.0981	1.8322
TRINITY_DN133416_c2_g2_i2	NA	NA	0.3985357	0.523455962	Brain_mean	unbias	RBH_pair_9142.fa.best.phy	TRINITY_DN133416_c2_g2_i2	0.0915	0.1804	1.972
TRINITY_DN133425_c9_g1_i1	ttc24	Chr08	0.604985614	0.502515302	Brain_mean	unbias	RBH_pair_9148.fa.best.phy	TRINITY_DN133425_c9_g1_i1	0.0342	0.0387	1.1315
TRINITY_DN133456_c2_g1_i4	fam8a1	Chr06	-0.758163315	0.392120847	Brain_mean	unbias	RBH_pair_9161.fa.best.phy	TRINITY_DN133456_c2_g1_i4	0.1364	0.1891	1.3871
TRINITY_DN133462_c5_g1_i4	adam33	Chr01	0.232179084	0.175844031	Brain_mean	unbias	RBH_pair_9166.fa.best.phy	TRINITY_DN133462_c5_g1_i4	0.0398	0.0521	1.3089
TRINITY_DN133466_c6_g1_i2	NA	NA	0.387432134	0.416766871	Brain_mean	unbias	RBH_pair_9167.fa.best.phy	TRINITY_DN133466_c6_g1_i2	0.1494	0.1727	1.1559
TRINITY_DN133481_c0_g2_i6	NA	NA	-0.119983343	0.436263	Brain_mean	unbias	RBH_pair_9175.fa.best.phy	TRINITY_DN133481_c0_g2_i6	0.1569	0.1334	0.8506
TRINITY_DN133483_c0_g1_i1	NA	NA	-0.253467596	0.601258778	Brain_mean	unbias	RBH_pair_9179.fa.best.phy	TRINITY_DN133483_c0_g1_i1	0.0809	0.1338	1.6532
TRINITY_DN133485_c1_g9_i5	NA	NA	0.105654014	0.052006308	G43_F_mean	unbias	RBH_pair_9182.fa.best.phy	TRINITY_DN133485_c1_g9_i5	0.0408	0.0334	0.8186
TRINITY_DN133493_c3_g2_i1	NA	NA	-0.199002747	0.223475529	Ovary_mean	unbias	RBH_pair_9185.fa.best.phy	TRINITY_DN133493_c3_g2_i1	0.0509	0.0446	0.8753
TRINITY_DN133495_c3_g4_i2	NA	NA	0.700278186	0.35995692	Liver_mean	unbias	RBH_pair_9189.fa.best.phy	TRINITY_DN133495_c3_g4_i2	0.1039	0.1653	1.5913
TRINITY_DN133501_c1_g3_i3	NA	NA	-0.349008562	0.242363809	G23_mean	unbias	RBH_pair_9192.fa.best.phy	TRINITY_DN133501_c1_g3_i3	0.0407	0.0666	1.6357
TRINITY_DN133509_c2_g1_i2	NA	NA	0.22713322	0.448956151	Brain_mean	unbias	RBH_pair_9193.fa.best.phy	TRINITY_DN133509_c2_g1_i2	0.0562	0.0592	1.0532
TRINITY_DN133510_c3_g4_i3	NA	NA	-0.001372561	0.245626752	G43_M_mean	unbias	RBH_pair_9194.fa.best.phy	TRINITY_DN133510_c3_g4_i3	0.101	0.1638	1.6219
TRINITY_DN133511_c4_g2_i1	NA	NA	-0.81073038	0.72527875	Brain_mean	unbias	RBH_pair_9196.fa.best.phy	TRINITY_DN133511_c4_g2_i1	0.0996	0.1289	1.2937
TRINITY_DN133543_c6_g1_i3	NA	NA	-0.468025562	0.229935792	Ovary_mean	unbias	RBH_pair_9214.fa.best.phy	TRINITY_DN133543_c6_g1_i3	0.0248	0.0403	1.6263
TRINITY_DN133555_c0_g3_i9	NA	NA	-0.241524033	0.18936066	G43_M_mean	unbias	RBH_pair_9220.fa.best.phy	TRINITY_DN133555_c0_g3_i9	0.0542	0.084	1.5508
TRINITY_DN133569_c3_g2_i2	tekt1	Chr02	-0.548516438	0.411827813	Ovary_mean	unbias	RBH_pair_9233.fa.best.phy	TRINITY_DN133569_c3_g2_i2	0.0713	0.1284	1.8005
TRINITY_DN133582_c8_g1_i2	NA	NA	-0.650406461	0.28366049	Ovary_mean	unbias	RBH_pair_9237.fa.best.phy	TRINITY_DN133582_c8_g1_i2	0.1872	0.2347	1.2537
TRINITY_DN133583_c0_g1_i3	NA	NA	-0.236888157	0.185975579	G23_mean	unbias	RBH_pair_9239.fa.best.phy	TRINITY_DN133583_c0_g1_i3	0.0415	0.0628	1.5125
TRINITY_DN133589_c0_g1_i1	NA	NA	-0.581989568	0.214013896	Ovary_mean	unbias	RBH_pair_9244.fa.best.phy	TRINITY_DN133589_c0_g1_i1	0.0254	0.0384	1.5099
TRINITY_DN133594_c0_g2_i3	NA	NA	0.483314486	0.229453212	G43_M_mean	unbias	RBH_pair_9249.fa.best.phy	TRINITY_DN133594_c0_g2_i3	0.1063	0.1332	1.2529
TRINITY_DN133597_c0_g2_i1	arhgap33	scaffold_37	0.195255458	0.113625835	Ovary_mean	unbias	RBH_pair_9253.fa.best.phy	TRINITY_DN133597_c0_g2_i1	0.0642	0.0462	0.7204
TRINITY_DN133600_c2_g1_i2	NA	NA	0.223965555	0.314081249	Brain_mean	unbias	RBH_pair_9256.fa.best.phy	TRINITY_DN133600_c2_g1_i2	0.1247	0.2139	1.7146
TRINITY_DN133605_c8_g1_i2	NA	NA	0.018370608	0.169506801	Ovary_mean	unbias	RBH_pair_9259.fa.best.phy	TRINITY_DN133605_c8_g1_i2	0.1044	0.2036	1.9504
TRINITY_DN133629_c1_g1_i1	ldb2	Chr01	0.43182032	0.391489279	G43_M_mean	unbias	RBH_pair_9268.fa.best.phy	TRINITY_DN133629_c1_g1_i1	0.049	0.0852	1.7382
TRINITY_DN133638_c8_g1_i1	NA	NA	0.653684178	0.337391049	Brain_mean	unbias	RBH_pair_9272.fa.best.phy	TRINITY_DN133638_c8_g1_i1	0.0155	0.0266	1.7212
TRINITY_DN133651_c2_g3_i2	NA	NA	-0.019725176	0.094941568	G27_mean	unbias	RBH_pair_9278.fa.best.phy	TRINITY_DN133651_c2_g3_i2	0.0882	0.1436	1.629
TRINITY_DN133651_c3_g1_i2	Xetrov90002329m	Chr01	0.216284736	0.589964418	Brain_mean	unbias	RBH_pair_9280.fa.best.phy	TRINITY_DN133651_c3_g1_i2	0.118	0.1439	1.2198
TRINITY_DN133680_c0_g1_i1	thap5	Chr03	0.227705254	0.141588415	Ovary_mean	unbias	RBH_pair_9294.fa.best.phy	TRINITY_DN133680_c0_g1_i1	0.0309	0.0573	1.8528
TRINITY_DN133680_c1_g3_i1	flii	Chr09	-0.295522327	0.28269428	Brain_mean	unbias	RBH_pair_9295.fa.best.phy	TRINITY_DN133680_c1_g3_i1	0.0709	0.0571	0.8047
TRINITY_DN133687_c1_g1_i1	neurl1b	Chr03	-0.023968788	0.430926885	G23_mean	unbias	RBH_pair_9301.fa.best.phy	TRINITY_DN133687_c1_g1_i1	0.0202	0.0339	1.68
TRINITY_DN133722_c0_g8_i2	gadd45g	Chr01	-0.94411044	0.391405718	Ovary_mean	unbias	RBH_pair_9322.fa.best.phy	TRINITY_DN133722_c0_g8_i2	0.1674	0.1632	0.9749
TRINITY_DN133741_c0_g2_i7	kif2c	Chr04	0.444132668	0.428343491	G27_mean	unbias	RBH_pair_9330.fa.best.phy	TRINITY_DN133741_c0_g2_i7	0.0856	0.1696	1.9804
TRINITY_DN133747_c0_g3_i2	NA	NA	-0.488152949	0.276841622	Brain_mean	unbias	RBH_pair_9332.fa.best.phy	TRINITY_DN133747_c0_g3_i2	0.0163	0.0142	0.8709
TRINITY_DN133749_c2_g1_i2	NA	NA	-0.283623969	0.197070948	Ovary_mean	unbias	RBH_pair_9337.fa.best.phy	TRINITY_DN133749_c2_g1_i2	0.0473	0.0689	1.4572
TRINITY_DN133751_c3_g3_i1	NA	NA	-0.161915145	0.390025817	Ovary_mean	unbias	RBH_pair_9338.fa.best.phy	TRINITY_DN133751_c3_g3_i1	0.098	0.184	1.8776
TRINITY_DN133763_c3_g1_i3	wdfy1-like	Chr05	0.686820155	0.240795531	G23_mean	unbias	RBH_pair_9341.fa.best.phy	TRINITY_DN133763_c3_g1_i3	0.0644	0.0956	1.4846
TRINITY_DN133767_c0_g3_i1	NA	NA	-0.221034542	0.150403204	G23_mean	unbias	RBH_pair_9343.fa.best.phy	TRINITY_DN133767_c0_g3_i1	0.0357	0.0516	1.446
TRINITY_DN133769_c10_g3_i1	ccdc127	Chr06	-0.391775162	0.201414147	G23_mean	unbias	RBH_pair_9344.fa.best.phy	TRINITY_DN133769_c10_g3_i1	0.0207	0.0233	1.1244
TRINITY_DN133769_c11_g6_i1	NA	NA	-0.599542707	0.187843776	G27_mean	unbias	RBH_pair_9345.fa.best.phy	TRINITY_DN133769_c11_g6_i1	0.0851	0.1229	1.4438
TRINITY_DN133771_c0_g1_i1	vps26b	Chr07	-0.7674687	0.247855978	Ovary_mean	unbias	RBH_pair_9346.fa.best.phy	TRINITY_DN133771_c0_g1_i1	0.1078	0.1922	1.7831
TRINITY_DN133787_c2_g3_i2	NA	NA	-0.575433022	0.20785896	Ovary_mean	unbias	RBH_pair_9354.fa.best.phy	TRINITY_DN133787_c2_g3_i2	0.1343	0.1962	1.4608
TRINITY_DN133809_c1_g10_i4	NA	NA	0.300908958	0.302632134	Brain_mean	unbias	RBH_pair_9364.fa.best.phy	TRINITY_DN133809_c1_g10_i4	0.1146	0.1354	1.1815
TRINITY_DN133821_c6_g2_i2	b3gnt5	Chr05	0.857388459	0.403508564	G27_mean	unbias	RBH_pair_9369.fa.best.phy	TRINITY_DN133821_c6_g2_i2	0.2093	0.2677	1.2787
TRINITY_DN133821_c8_g2_i1	garem-like	Chr06	0.248037485	0.394455494	G27_mean	unbias	RBH_pair_9370.fa.best.phy	TRINITY_DN133821_c8_g2_i1	0.0585	0.1013	1.7337
TRINITY_DN133832_c0_g5_i5	NA	NA	-0.100012257	0.267239269	Brain_mean	unbias	RBH_pair_9376.fa.best.phy	TRINITY_DN133832_c0_g5_i5	0.0632	0.1	1.5826
TRINITY_DN133848_c9_g2_i5	NA	NA	-0.071611231	0.27144571	G23_mean	unbias	RBH_pair_9384.fa.best.phy	TRINITY_DN133848_c9_g2_i5	0.0365	0.0491	1.3432
TRINITY_DN133851_c1_g1_i8	NA	NA	-0.321836428	0.223871036	G23_mean	unbias	RBH_pair_9385.fa.best.phy	TRINITY_DN133851_c1_g1_i8	0.0909	0.1364	1.5
TRINITY_DN133866_c1_g3_i9	LOC100486803	scaffold_79	-0.589682229	0.283813094	Ovary_mean	unbias	RBH_pair_9395.fa.best.phy	TRINITY_DN133866_c1_g3_i9	0.0224	0.0336	1.5002
TRINITY_DN133897_c1_g2_i1	ncam2	Chr02	-0.182099689	0.38705275	Ovary_mean	unbias	RBH_pair_9407.fa.best.phy	TRINITY_DN133897_c1_g2_i1	0.0396	0.0577	1.4562
TRINITY_DN133916_c0_g2_i1	NA	NA	-0.596536647	0.329328068	Ovary_mean	unbias	RBH_pair_9418.fa.best.phy	TRINITY_DN133916_c0_g2_i1	0.0367	0.0715	1.9475
TRINITY_DN133926_c0_g2_i3	LOC100487902	Chr08	0.367888046	0.546895346	Brain_mean	unbias	RBH_pair_9423.fa.best.phy	TRINITY_DN133926_c0_g2_i3	0.1251	0.2216	1.772
TRINITY_DN133927_c0_g2_i4	snx10	Chr06	-0.663779035	0.379821197	Brain_mean	unbias	RBH_pair_9424.fa.best.phy	TRINITY_DN133927_c0_g2_i4	0.0356	0.038	1.067
