gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue
TRINITY_DN134834_c0_g3_i2	NA	NA	NA	NA	0.132448873	unbias	0.430573042	Testis_mean
TRINITY_DN134834_c0_g6_i6	NA	NA	NA	NA	-0.658508301	unbias	0.487530887	Brain_fmean
TRINITY_DN134835_c6_g3_i1	NA	NA	NA	NA	-0.595644136	unbias	0.363242956	Liver_fmean
TRINITY_DN134836_c4_g1_i1	hic1	Chr02	27583882	27583882	0.162452631	unbias	0.584146325	G23_fmean
TRINITY_DN134836_c4_g6_i1	NA	NA	NA	NA	-0.734456927	unbias	0.465865594	G23_fmean
TRINITY_DN134837_c3_g1_i1	NA	NA	NA	NA	0.124892458	unbias	0.428414301	Ovary_mean
TRINITY_DN134837_c3_g3_i1	c6orf203	Chr05	76159120	76159120	-0.085609405	unbias	0.31596219	Liver_fmean
TRINITY_DN134837_c3_g4_i1	NA	NA	NA	NA	0.092718737	unbias	0.245260052	Brain_mmean
TRINITY_DN134842_c3_g1_i1	NA	NA	NA	NA	0.103143141	unbias	0.440279506	Brain_mmean
TRINITY_DN134844_c0_g1_i1	NA	NA	NA	NA	-0.312398837	unbias	0.654718629	Ovary_mean
TRINITY_DN134844_c1_g6_i1	NA	NA	NA	NA	-0.035308951	unbias	0.545037377	Brain_mmean
TRINITY_DN134846_c0_g4_i1	NA	NA	NA	NA	0.272098849	unbias	0.491176764	Ovary_mean
TRINITY_DN134846_c1_g1_i2	NA	NA	NA	NA	0.103623467	unbias	0.362079538	Brain_mmean
TRINITY_DN134847_c0_g2_i1	NA	NA	NA	NA	0.180881415	unbias	0.325154244	Brain_mmean
TRINITY_DN134848_c2_g1_i2	NA	NA	NA	NA	-0.116408569	unbias	0.505021463	Brain_fmean
TRINITY_DN134848_c3_g2_i2	NA	NA	NA	NA	-0.072938933	unbias	0.443274457	Ovary_mean
TRINITY_DN134848_c3_g3_i1	lamp2	Chr08	24855484	24855484	-0.075416684	unbias	0.3071892	Ovary_mean
TRINITY_DN134848_c4_g3_i2	trio	Chr06	40238959	40238959	-0.079171204	unbias	0.244943392	G23_fmean
TRINITY_DN134848_c4_g4_i8	gas2l1-like	Chr01	132491960	132491960	0.123100744	unbias	0.631739204	Ovary_mean
TRINITY_DN134849_c5_g1_i2	NA	NA	NA	NA	-0.107554621	unbias	0.832618239	Brain_fmean
TRINITY_DN134850_c2_g14_i1	NA	NA	NA	NA	0.189769245	unbias	0.272117957	Brain_mmean
TRINITY_DN134851_c2_g1_i1	NA	NA	NA	NA	-0.538540653	unbias	0.145041909	Ovary_mean
TRINITY_DN134852_c1_g1_i1	aktip	Chr04	25921420	25921420	0.202089106	unbias	0.218482633	Brain_mmean
TRINITY_DN134853_c3_g2_i1	aldh18a1	Chr07	16903431	16903431	-0.035229237	unbias	0.295762393	Brain_mmean
TRINITY_DN134853_c4_g1_i1	hnrnph1	Chr03	22507704	22507704	-0.183558467	unbias	0.326578946	G43_F_mean
TRINITY_DN134853_c4_g2_i3	NA	NA	NA	NA	0.142262985	unbias	0.105474855	G43_F_mean
TRINITY_DN134853_c5_g2_i1	tardbp-like	Chr07	39629412	39629412	-0.038352724	unbias	0.499007379	G43_M_mean
TRINITY_DN134855_c0_g2_i1	NA	NA	NA	NA	-0.030756576	unbias	0.507556748	Ovary_mean
TRINITY_DN134860_c0_g1_i4	NA	NA	NA	NA	-0.261662599	unbias	0.49957628	Brain_fmean
TRINITY_DN134861_c0_g1_i5	NA	NA	NA	NA	-0.050652338	unbias	0.38838141	Ovary_mean
TRINITY_DN134861_c0_g2_i2	NA	NA	NA	NA	0.516384841	unbias	0.243411719	Liver_fmean
TRINITY_DN134863_c0_g5_i4	NA	NA	NA	NA	-0.096242421	unbias	0.404983675	Brain_fmean
TRINITY_DN134864_c1_g1_i1	NA	NA	NA	NA	-0.911900907	unbias	0.584038341	Ovary_mean
TRINITY_DN134865_c1_g1_i8	NA	NA	NA	NA	-0.16379888	unbias	0.520380868	Brain_fmean
TRINITY_DN134866_c2_g2_i5	NA	NA	NA	NA	-0.00524519	unbias	0.440107035	Liver_fmean
TRINITY_DN134867_c2_g1_i1	gata2	Chr04	124937942	124937942	-0.414414743	unbias	0.597506135	Brain_fmean
TRINITY_DN134869_c4_g1_i4	NA	NA	NA	NA	0.195558472	unbias	0.48866712	Brain_mmean
TRINITY_DN134869_c4_g2_i1	NA	NA	NA	NA	0.22491254	unbias	0.325561161	Brain_mmean
TRINITY_DN134870_c6_g2_i2	slc26a3.2	Chr03	66519257	66519257	-0.190409852	unbias	0.460257947	Ovary_mean
TRINITY_DN134870_c8_g1_i1	umod.3	Chr09	18407352	18407352	-0.137382965	unbias	0.311528388	Ovary_mean
TRINITY_DN134870_c9_g3_i4	NA	NA	NA	NA	0.020211876	unbias	0.400532645	Ovary_mean
TRINITY_DN134871_c0_g1_i2	mb21d2	Chr05	98705903	98705903	0.076417828	unbias	0.357537566	Ovary_mean
TRINITY_DN134871_c0_g3_i2	NA	NA	NA	NA	-0.038573271	unbias	0.745205671	Brain_mmean
TRINITY_DN134871_c1_g2_i1	ocm2	Chr09	19832644	19832644	-0.014119451	unbias	0.489527789	Brain_mmean
TRINITY_DN134871_c2_g2_i4	NA	NA	NA	NA	0.082780266	unbias	0.244590154	Ovary_mean
TRINITY_DN134872_c1_g1_i1	NA	NA	NA	NA	-0.026126581	unbias	0.198658621	G23_mmean
TRINITY_DN134872_c2_g1_i1	vgll3	Chr02	18767405	18767405	0.087047716	unbias	0.24247232	G27_mmean
TRINITY_DN134873_c1_g1_i1	NA	NA	NA	NA	0.044206936	unbias	0.640593097	Brain_fmean
TRINITY_DN134873_c3_g2_i6	NA	NA	NA	NA	0.052095228	unbias	0.580241242	Brain_mmean
TRINITY_DN134873_c3_g3_i8	ipo13	Chr04	73659988	73659988	-0.069959419	unbias	0.552762338	Brain_fmean
TRINITY_DN134874_c0_g2_i5	NA	NA	NA	NA	-0.060180884	unbias	0.434059445	Brain_fmean
TRINITY_DN134876_c3_g1_i3	NA	NA	NA	NA	-0.025931371	unbias	0.36433818	Brain_mmean
TRINITY_DN134877_c2_g1_i1	LOC100127860	Chr01	51606696	51606696	-0.119468293	unbias	0.50248146	Ovary_mean
TRINITY_DN134877_c3_g1_i4	NA	NA	NA	NA	-1.48115506	unbias	0.632092362	Liver_fmean
TRINITY_DN134879_c0_g2_i4	wrap73	Chr07	93279117	93279117	-0.047609647	unbias	0.804289508	Brain_fmean
TRINITY_DN134879_c1_g1_i1	NA	NA	NA	NA	-0.149875264	unbias	0.569433814	Brain_mmean
TRINITY_DN134879_c1_g11_i1	NA	NA	NA	NA	0.135426554	unbias	0.405713822	Brain_mmean
TRINITY_DN134881_c1_g2_i1	LOC100036725	Chr07	964038	964038	-0.019137786	unbias	0.734222397	Brain_mmean
TRINITY_DN134881_c2_g1_i3	NA	NA	NA	NA	-0.409147281	unbias	0.264880421	G46_M_mean
TRINITY_DN134881_c2_g3_i1	NA	NA	NA	NA	0.027629696	unbias	0.335796567	Testis_mean
TRINITY_DN134882_c0_g1_i1	Xetrov90012559m	Chr04	115900474	115900474	-0.047532464	unbias	0.412674526	G46_M_mean
TRINITY_DN134885_c0_g2_i1	flcn	Chr09	10012256	10012256	-0.144090796	unbias	0.759607919	Brain_fmean
TRINITY_DN134885_c1_g1_i1	dync1i2	Chr09	62589053	62589053	0.136055163	unbias	0.375811791	Brain_mmean
TRINITY_DN134886_c0_g1_i2	NA	NA	NA	NA	0.029696675	unbias	0.442677142	Brain_mmean
TRINITY_DN134887_c5_g7_i2	LOC100497895	scaffold_87	356876	356876	-0.290388165	unbias	0.412348617	Ovary_mean
TRINITY_DN134888_c0_g1_i4	Xetrov90014321m	Chr05	91877970	91877970	-0.059396276	unbias	0.089366046	G27_fmean
TRINITY_DN134889_c0_g1_i13	NA	NA	NA	NA	-0.207475665	unbias	0.310983545	Ovary_mean
TRINITY_DN134890_c0_g1_i2	NA	NA	NA	NA	-0.163034341	unbias	0.452447814	Brain_fmean
TRINITY_DN134890_c0_g2_i1	NA	NA	NA	NA	0.097345272	unbias	0.822191489	Brain_mmean
TRINITY_DN134890_c1_g1_i1	NA	NA	NA	NA	-0.100296883	unbias	0.731882539	Brain_fmean
TRINITY_DN134891_c0_g1_i1	eri3	Chr04	82739387	82739387	-0.460630943	unbias	0.756462204	Brain_fmean
TRINITY_DN134891_c1_g1_i2	NA	NA	NA	NA	-0.009269962	unbias	0.318184975	Ovary_mean
TRINITY_DN134891_c2_g1_i1	pten	Chr07	4685147	4685147	-0.088011163	unbias	0.683709417	G43_M_mean
TRINITY_DN134892_c1_g5_i2	NA	NA	NA	NA	0.188666737	unbias	0.61672418	Brain_mmean
TRINITY_DN134893_c1_g2_i4	NA	NA	NA	NA	0.319857246	unbias	0.598180314	Brain_mmean
TRINITY_DN134894_c0_g1_i1	dtwd2	Chr01	162178222	162178222	0.015657262	unbias	0.319766147	Testis_mean
TRINITY_DN134895_c0_g1_i3	NA	NA	NA	NA	-0.001923166	unbias	0.41447208	Brain_fmean
TRINITY_DN134897_c1_g2_i1	NA	NA	NA	NA	0.590905639	unbias	0.243253653	G43_M_mean
TRINITY_DN134897_c1_g3_i2	NA	NA	NA	NA	0.315454984	unbias	0.261057176	G43_M_mean
TRINITY_DN134898_c1_g6_i3	NA	NA	NA	NA	0.16724419	unbias	0.335035709	G43_M_mean
TRINITY_DN134898_c1_g7_i3	NA	NA	NA	NA	0.438635398	unbias	0.481507087	Brain_mmean
TRINITY_DN134898_c1_g8_i1	NA	NA	NA	NA	0.518515371	unbias	0.576877266	Brain_mmean
TRINITY_DN134900_c6_g1_i1	NA	NA	NA	NA	-0.071589312	unbias	0.23264003	G43_F_mean
TRINITY_DN134900_c6_g2_i1	NA	NA	NA	NA	0.029834885	unbias	0.100701167	G23_fmean
TRINITY_DN134900_c6_g3_i2	NA	NA	NA	NA	-0.142924732	unbias	0.328916949	Testis_mean
TRINITY_DN134902_c7_g6_i2	NA	NA	NA	NA	-0.194060023	unbias	0.311645406	G43_M_mean
TRINITY_DN134905_c0_g3_i2	NA	NA	NA	NA	-0.0815015	unbias	0.82888278	Brain_fmean
TRINITY_DN134907_c3_g4_i2	NA	NA	NA	NA	0.477481414	unbias	0.529956477	Liver_fmean
TRINITY_DN134908_c5_g1_i3	NA	NA	NA	NA	-0.137852521	unbias	0.276959646	Brain_fmean
TRINITY_DN134909_c2_g4_i1	NA	NA	NA	NA	0.203229379	unbias	0.37544652	Brain_mmean
TRINITY_DN134909_c2_g6_i1	gcg	Chr09	66984125	66984125	-0.250629863	unbias	0.37379856	Brain_fmean
TRINITY_DN134910_c0_g2_i3	LOC100496038	Chr08	106991256	106991256	-0.120244942	unbias	0.316181226	Ovary_mean
TRINITY_DN134910_c0_g3_i1	NA	NA	NA	NA	0.688772845	unbias	0.579082448	Liver_fmean
TRINITY_DN134911_c4_g1_i3	NA	NA	NA	NA	-0.187995193	unbias	0.264366565	G23_fmean
TRINITY_DN134911_c5_g1_i2	trdmt1	Chr06	20345480	20345480	0.730996324	unbias	0.357155692	Brain_mmean
TRINITY_DN134913_c0_g10_i3	NA	NA	NA	NA	0.004606353	unbias	0.36883124	Ovary_mean
TRINITY_DN134913_c0_g3_i1	NA	NA	NA	NA	0.555374587	unbias	0.437539854	Ovary_mean
TRINITY_DN134915_c0_g1_i2	NA	NA	NA	NA	0.034726309	unbias	0.313769341	Testis_mean
TRINITY_DN134916_c1_g1_i1	rpl3l	Chr09	11155543	11155543	-0.294257577	unbias	0.332731683	G23_mmean
TRINITY_DN134916_c1_g5_i2	LOC100488112	Chr04	38298189	38298189	0.023596621	unbias	0.402280009	Brain_mmean
TRINITY_DN134917_c8_g1_i14	NA	NA	NA	NA	-0.145962372	unbias	0.450370823	Brain_fmean
TRINITY_DN134918_c2_g1_i1	NA	NA	NA	NA	0.368536412	unbias	0.713770992	Ovary_mean
TRINITY_DN134918_c2_g2_i1	NA	NA	NA	NA	0.126300662	unbias	0.589863567	Ovary_mean
TRINITY_DN134918_c3_g1_i1	NA	NA	NA	NA	-0.106193439	unbias	0.575677931	Brain_fmean
TRINITY_DN134918_c3_g2_i1	atl3	Chr04	41135917	41135917	-0.151145118	unbias	0.425895593	Brain_fmean
TRINITY_DN134919_c13_g8_i1	NA	NA	NA	NA	0.047478522	unbias	0.504639978	Brain_mmean
TRINITY_DN134920_c11_g2_i2	NA	NA	NA	NA	-0.059012609	unbias	0.771235544	Brain_fmean
TRINITY_DN134920_c8_g1_i1	NA	NA	NA	NA	-0.257339614	unbias	0.521906694	Liver_fmean
TRINITY_DN134922_c4_g1_i5	NA	NA	NA	NA	-0.283757022	unbias	0.211875271	G31_mmean
TRINITY_DN134924_c0_g2_i1	NA	NA	NA	NA	-0.436926688	unbias	0.555153713	G43_M_mean
TRINITY_DN134925_c0_g2_i5	NA	NA	NA	NA	0.073535418	unbias	0.411331237	Ovary_mean
TRINITY_DN134926_c1_g1_i7	LOC100491440-like	Chr05	123837489	123837489	-0.012720739	unbias	0.211996291	Liver_fmean
TRINITY_DN134927_c3_g8_i3	NA	NA	NA	NA	-0.326757665	unbias	0.237603421	G31_mmean
TRINITY_DN134928_c3_g1_i2	NA	NA	NA	NA	0.26428224	unbias	0.393919655	Brain_mmean
TRINITY_DN134929_c0_g1_i2	NA	NA	NA	NA	-0.161247282	unbias	0.468447976	Brain_fmean
TRINITY_DN134929_c0_g2_i1	NA	NA	NA	NA	-0.095617325	unbias	0.097137754	Testis_mean
TRINITY_DN134929_c0_g5_i1	NA	NA	NA	NA	-0.227510682	unbias	0.152538241	Testis_mean
TRINITY_DN134930_c10_g1_i1	NA	NA	NA	NA	-0.091597039	unbias	0.742564628	Liver_fmean
TRINITY_DN134931_c2_g1_i1	NA	NA	NA	NA	0.248705522	unbias	0.723138394	G43_M_mean
TRINITY_DN134931_c2_g3_i1	NA	NA	NA	NA	0.186590637	unbias	0.763628487	Testis_mean
TRINITY_DN134932_c0_g1_i3	LOC101731153	Chr05	143074895	143074895	0.116194125	unbias	0.306832067	Ovary_mean
TRINITY_DN134933_c0_g1_i2	sez6l	Chr01	140069924	140069924	0.053024235	unbias	0.337340905	Ovary_mean
TRINITY_DN134933_c1_g1_i2	LOC100486838	Chr04	104784787	104784787	0.028436575	unbias	0.615150019	Ovary_mean
TRINITY_DN134934_c4_g1_i2	NA	NA	NA	NA	0.682886274	unbias	0.352276767	Brain_mmean
TRINITY_DN134935_c0_g1_i1	NA	NA	NA	NA	0.240960649	unbias	0.743495071	G23_mmean
TRINITY_DN134935_c0_g2_i1	NA	NA	NA	NA	-0.164083213	unbias	0.469073478	G46_F_mean
TRINITY_DN134939_c9_g1_i1	NA	NA	NA	NA	0.984327752	unbias	0.506351299	G46_M_mean
TRINITY_DN134940_c0_g4_i10	NA	NA	NA	NA	-0.017118918	unbias	0.620094647	Brain_mmean
TRINITY_DN134941_c5_g5_i1	NA	NA	NA	NA	0.089455643	unbias	0.418911501	Ovary_mean
TRINITY_DN134942_c7_g1_i1	NA	NA	NA	NA	-0.333095279	unbias	0.692630397	Ovary_mean
TRINITY_DN134944_c1_g1_i4	med17	Chr02	162546524	162546524	-0.050259498	unbias	0.453119738	Brain_fmean
TRINITY_DN134944_c2_g1_i6	NA	NA	NA	NA	-0.111774083	unbias	0.467469904	Ovary_mean
TRINITY_DN134944_c3_g2_i1	hint2	scaffold_7202	699	699	-0.490125886	unbias	0.636618637	G43_F_mean
TRINITY_DN134944_c4_g3_i1	NA	NA	NA	NA	0.087542538	unbias	0.528452263	Ovary_mean
TRINITY_DN134944_c4_g4_i1	NA	NA	NA	NA	0.156037108	unbias	0.838751419	Brain_mmean
TRINITY_DN134946_c10_g1_i5	kiaa0391	Chr08	89186476	89186476	-0.075855845	unbias	0.627710523	Brain_fmean
TRINITY_DN134946_c4_g2_i1	NA	NA	NA	NA	-0.001700709	unbias	0.346729729	Ovary_mean
TRINITY_DN134946_c8_g2_i4	slc25a21	Chr08	88383533	88383533	-0.273441454	unbias	0.543966874	Liver_fmean
TRINITY_DN134947_c0_g1_i3	NA	NA	NA	NA	0.099003821	unbias	0.589126927	Brain_mmean
TRINITY_DN134948_c4_g1_i1	rab3gap2	Chr05	6870567	6870567	0.072343484	unbias	0.42844195	G43_M_mean
TRINITY_DN134948_c4_g2_i1	NA	NA	NA	NA	1.508262479	unbias	0.781828844	G46_M_mean
TRINITY_DN134948_c4_g3_i1	NA	NA	NA	NA	-0.221136641	unbias	0.471207417	G46_M_mean
TRINITY_DN134948_c4_g6_i1	NA	NA	NA	NA	-0.560568298	unbias	0.705405175	G43_M_mean
TRINITY_DN134948_c4_g7_i1	NA	NA	NA	NA	0.432561513	unbias	0.504754239	G43_M_mean
TRINITY_DN134949_c1_g1_i3	metap2	Chr03	47430082	47430082	-0.436789391	unbias	0.362641937	G43_F_mean
TRINITY_DN134949_c2_g1_i1	srp68-like	Chr10	36383697	36383697	-0.028356002	unbias	0.414097666	Ovary_mean
TRINITY_DN134951_c5_g3_i1	NA	NA	NA	NA	0.030334038	unbias	0.709818011	Ovary_mean
TRINITY_DN134952_c0_g1_i2	NA	NA	NA	NA	-0.2742404	unbias	0.172086484	G27_mmean
TRINITY_DN134952_c0_g3_i1	NA	NA	NA	NA	0.168660575	unbias	0.125751023	Ovary_mean
TRINITY_DN134952_c1_g2_i7	rad17-like	Chr01	167485640	167485640	-0.16862886	unbias	0.297157622	Brain_fmean
TRINITY_DN134952_c1_g3_i1	NA	NA	NA	NA	0.025825611	unbias	0.358940302	Brain_mmean
TRINITY_DN134955_c0_g1_i2	NA	NA	NA	NA	-0.052665471	unbias	0.445883402	Testis_mean
TRINITY_DN134960_c2_g1_i1	NA	NA	NA	NA	-0.184872343	unbias	0.411056984	G23_mmean
TRINITY_DN134960_c2_g2_i1	dctn4	Chr03	5764985	5764985	2.541290323	unbias	0.778754259	G46_M_mean
TRINITY_DN134961_c2_g5_i1	NA	NA	NA	NA	-0.036117424	unbias	0.204631349	Ovary_mean
TRINITY_DN134962_c1_g1_i5	mob2.2	Chr07	109664705	109664705	-0.528607373	unbias	0.426987479	G46_M_mean
TRINITY_DN134963_c2_g1_i1	NA	NA	NA	NA	-0.287975713	unbias	0.344539841	G23_fmean
TRINITY_DN134963_c2_g10_i1	NA	NA	NA	NA	-0.04642156	unbias	0.525773724	G46_M_mean
TRINITY_DN134963_c4_g1_i1	mmp15	Chr04	27674172	27674172	0.320751359	unbias	0.691094515	Brain_mmean
TRINITY_DN134963_c4_g6_i2	NA	NA	NA	NA	0.370358147	unbias	0.45048044	G43_M_mean
TRINITY_DN134963_c4_g7_i1	tmbim1	Chr09	76918149	76918149	-0.441947243	unbias	0.789038113	Brain_fmean
TRINITY_DN134964_c0_g2_i1	NA	NA	NA	NA	0.099160584	unbias	0.574785573	Ovary_mean
TRINITY_DN134964_c0_g4_i1	NA	NA	NA	NA	0.347700952	unbias	0.484204375	Ovary_mean
TRINITY_DN134965_c0_g1_i4	NA	NA	NA	NA	-0.355270595	unbias	0.285331575	Brain_fmean
TRINITY_DN134966_c0_g1_i1	NA	NA	NA	NA	0.053505909	unbias	0.571756562	Ovary_mean
TRINITY_DN134966_c0_g2_i2	NA	NA	NA	NA	0.049834778	unbias	0.559216129	Ovary_mean
TRINITY_DN134968_c1_g1_i1	NA	NA	NA	NA	0.187180238	unbias	0.128338338	G46_F_mean
TRINITY_DN134970_c0_g1_i1	NA	NA	NA	NA	0.263654753	unbias	0.433178649	Testis_mean
TRINITY_DN134973_c0_g4_i1	NA	NA	NA	NA	-0.000358435	unbias	0.089457942	Testis_mean
TRINITY_DN134974_c0_g1_i1	NA	NA	NA	NA	0.309281836	unbias	0.392363665	G27_mmean
TRINITY_DN134975_c1_g1_i2	NA	NA	NA	NA	-0.077778255	unbias	0.428259837	Brain_fmean
TRINITY_DN134976_c6_g9_i1	NA	NA	NA	NA	0.022060631	unbias	0.243081046	Ovary_mean
TRINITY_DN134978_c4_g2_i1	NA	NA	NA	NA	-0.261181683	unbias	0.785306591	Brain_fmean
TRINITY_DN134978_c5_g1_i2	NA	NA	NA	NA	0.24878267	unbias	0.605892529	Brain_mmean
TRINITY_DN134980_c1_g1_i1	tf	Chr05	126433447	126433447	0.071801412	unbias	0.541967395	Ovary_mean
TRINITY_DN134980_c3_g1_i1	NA	NA	NA	NA	-0.309320846	unbias	0.752255677	Brain_fmean
TRINITY_DN134980_c3_g2_i1	NA	NA	NA	NA	-0.250900336	unbias	0.77973792	Brain_fmean
TRINITY_DN134981_c0_g2_i3	lpar6	Chr02	131695144	131695144	-0.211282706	unbias	0.138378299	Ovary_mean
TRINITY_DN134981_c1_g1_i1	NA	NA	NA	NA	0.092716443	unbias	0.368247587	Testis_mean
TRINITY_DN134982_c4_g2_i4	NA	NA	NA	NA	-0.137612961	unbias	0.211300139	Ovary_mean
TRINITY_DN134982_c6_g1_i2	NA	NA	NA	NA	-0.200753685	unbias	0.459391277	Brain_fmean
TRINITY_DN134982_c7_g1_i1	lpcat4	Chr01	130496211	130496211	-0.539524764	unbias	0.762630813	Ovary_mean
TRINITY_DN134983_c4_g2_i1	NA	NA	NA	NA	0.305431679	unbias	0.243578761	Brain_mmean
TRINITY_DN134983_c5_g1_i2	NA	NA	NA	NA	-5.296039	female	0.96104853	Brain_fmean
TRINITY_DN134983_c5_g7_i2	NA	NA	NA	NA	-0.115010521	unbias	0.190153221	Testis_mean
TRINITY_DN134984_c0_g1_i1	NA	NA	NA	NA	-0.1029923	unbias	0.555184844	G46_M_mean
TRINITY_DN134985_c2_g2_i1	NA	NA	NA	NA	0.256809604	unbias	0.410804044	Ovary_mean
TRINITY_DN134986_c0_g1_i1	NA	NA	NA	NA	9.63E-05	unbias	0.261498065	Ovary_mean
TRINITY_DN134986_c0_g2_i3	NA	NA	NA	NA	0.083112888	unbias	0.495985312	Brain_mmean
TRINITY_DN134987_c1_g1_i1	NA	NA	NA	NA	0.485350075	unbias	0.516696014	G46_M_mean
TRINITY_DN134987_c2_g1_i2	NA	NA	NA	NA	0.148255106	unbias	0.290043832	Ovary_mean
TRINITY_DN134987_c3_g1_i5	NA	NA	NA	NA	-0.13553044	unbias	0.444803347	Brain_fmean
TRINITY_DN134988_c5_g3_i3	naa35	Chr01	122534185	122534185	0.225071755	unbias	0.319855437	G31_mmean
TRINITY_DN134988_c7_g3_i5	NA	NA	NA	NA	-0.244961775	unbias	0.751013423	Brain_fmean
TRINITY_DN134990_c3_g4_i1	NA	NA	NA	NA	0.1882101	unbias	0.50120711	Ovary_mean
TRINITY_DN134991_c2_g2_i1	NA	NA	NA	NA	-0.249897159	unbias	0.640120505	Brain_fmean
TRINITY_DN134992_c0_g1_i1	NA	NA	NA	NA	0.128510864	unbias	0.334261819	Ovary_mean
TRINITY_DN134992_c0_g2_i5	oplah	Chr06	135092103	135092103	0.086114593	unbias	0.210217487	Ovary_mean
TRINITY_DN134993_c0_g1_i5	irak4	Chr03	54882354	54882354	-0.136270476	unbias	0.599622244	G43_F_mean
TRINITY_DN134994_c0_g2_i4	NA	NA	NA	NA	0.084526419	unbias	0.291187799	Liver_fmean
TRINITY_DN134994_c0_g3_i1	slx4	Chr09	14814768	14814768	0.071306987	unbias	0.199919714	G43_F_mean
TRINITY_DN134995_c0_g1_i1	NA	NA	NA	NA	-0.578831962	unbias	0.453284919	G31_mmean
TRINITY_DN134995_c0_g2_i1	Xetrov90010336m	Chr04	7800027	7800027	-0.277170992	unbias	0.443827162	G27_mmean
TRINITY_DN134996_c1_g2_i1	NA	NA	NA	NA	-0.065260707	unbias	0.487183306	Testis_mean
TRINITY_DN134997_c1_g4_i1	NA	NA	NA	NA	0.333207676	unbias	0.360637969	G23_mmean
TRINITY_DN134998_c0_g3_i2	NA	NA	NA	NA	0.162762984	unbias	0.633394076	G46_M_mean
TRINITY_DN134999_c0_g1_i1	LOC100489320	scaffold_319	7580	7580	0.603131742	unbias	0.269476374	G27_mmean
TRINITY_DN135000_c10_g1_i1	NA	NA	NA	NA	-0.036187511	unbias	0.184077017	Brain_mmean
TRINITY_DN135000_c7_g1_i1	NA	NA	NA	NA	-0.321071559	unbias	0.863726428	Brain_fmean
TRINITY_DN135000_c9_g2_i2	NA	NA	NA	NA	-0.389722182	unbias	0.365206235	G23_fmean
TRINITY_DN135001_c1_g4_i3	NA	NA	NA	NA	0.070912182	unbias	0.557403811	Ovary_mean
TRINITY_DN135003_c0_g2_i4	NA	NA	NA	NA	0.046847682	unbias	0.25090162	G43_M_mean
TRINITY_DN135004_c7_g2_i1	NA	NA	NA	NA	-0.503408719	unbias	0.635457426	Ovary_mean
TRINITY_DN135005_c2_g1_i2	taf9b	Chr08	44623134	44623134	-0.234689121	unbias	0.662171967	Brain_fmean
TRINITY_DN135006_c1_g1_i1	NA	NA	NA	NA	0.028674907	unbias	0.148857007	G23_mmean
TRINITY_DN135007_c3_g4_i1	NA	NA	NA	NA	0.012465553	unbias	0.529780475	Brain_mmean
TRINITY_DN135008_c3_g1_i1	NA	NA	NA	NA	-0.359529313	unbias	0.322954383	G23_fmean
TRINITY_DN135009_c0_g3_i1	hoxc12	Chr02	142965357	142965357	0.185469674	unbias	0.247802978	G23_fmean
TRINITY_DN135010_c2_g1_i4	ttbk2	Chr08	85547927	85547927	0.239217758	unbias	0.44862972	Liver_fmean
TRINITY_DN135010_c3_g1_i1	NA	NA	NA	NA	-0.071682788	unbias	0.749188997	Brain_fmean
TRINITY_DN135012_c0_g2_i1	NA	NA	NA	NA	-0.298120519	unbias	0.404198617	Ovary_mean
TRINITY_DN135013_c0_g1_i1	NA	NA	NA	NA	-0.080260131	unbias	0.507399837	Ovary_mean
TRINITY_DN135013_c1_g1_i6	NA	NA	NA	NA	-0.287711966	unbias	0.361337248	Ovary_mean
TRINITY_DN135013_c1_g2_i1	NA	NA	NA	NA	0.020491702	unbias	0.47458347	Ovary_mean
TRINITY_DN135014_c3_g1_i2	NA	NA	NA	NA	-0.211756084	unbias	0.233269213	Ovary_mean
TRINITY_DN135015_c5_g1_i3	ube2v2	Chr06	98375445	98375445	0.016547446	unbias	0.449983183	Brain_fmean
TRINITY_DN135015_c6_g5_i1	tmem206	Chr05	10821460	10821460	0.020727728	unbias	0.312362816	Ovary_mean
TRINITY_DN135015_c6_g6_i1	cyth2	Chr10	15271968	15271968	0.057059084	unbias	0.36235218	Brain_mmean
TRINITY_DN135015_c7_g11_i1	NA	NA	NA	NA	-0.208649225	unbias	0.470197573	G43_M_mean
TRINITY_DN135016_c3_g1_i3	NA	NA	NA	NA	-0.001593223	unbias	0.463233587	Brain_mmean
TRINITY_DN135017_c0_g1_i3	NA	NA	NA	NA	0.367917814	unbias	0.38575933	Brain_mmean
TRINITY_DN135017_c0_g2_i3	NA	NA	NA	NA	0.370943205	unbias	0.190771212	Liver_fmean
TRINITY_DN135020_c1_g4_i3	NA	NA	NA	NA	-0.442719791	unbias	0.387144752	Ovary_mean
TRINITY_DN135021_c0_g1_i5	ikbkap	Chr01	75561155	75561155	0.051643475	unbias	0.354509045	Brain_mmean
TRINITY_DN135023_c0_g1_i4	NA	NA	NA	NA	-0.005993116	unbias	0.476990987	Brain_mmean
TRINITY_DN135024_c0_g1_i1	NA	NA	NA	NA	-0.060545973	unbias	0.211105813	G43_F_mean
TRINITY_DN135024_c5_g2_i2	NA	NA	NA	NA	-0.246056286	unbias	0.351007034	Testis_mean
TRINITY_DN135024_c6_g1_i1	NA	NA	NA	NA	0.058261653	unbias	0.433297188	Brain_mmean
TRINITY_DN135024_c6_g2_i7	NA	NA	NA	NA	0.204700887	unbias	0.330705441	G43_M_mean
TRINITY_DN135027_c9_g2_i1	NA	NA	NA	NA	0.198379006	unbias	0.20389751	Brain_mmean
