gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN133821_c8_g2_i1	NA	NA	NA	NA	-0.436554463	unbias	0.378527499	G31_mmean	0.0585	0.1013	1.7337
TRINITY_DN133821_c9_g3_i1	jup	Chr10	2018827	2018827	-0.004799596	unbias	0.469123078	G27_mmean	0.084	0.1537	1.83
TRINITY_DN133826_c11_g1_i2	NA	NA	NA	NA	0.809901285	unbias	0.565240285	Ovary_mean	0.0789	0.1156	1.4647
TRINITY_DN133827_c4_g1_i2	NA	NA	NA	NA	0.100558753	unbias	0.471646604	Brain_mmean	0.1368	0.2529	1.8492
TRINITY_DN133831_c1_g2_i1	NA	NA	NA	NA	1.293488608	unbias	0.571874251	Brain_mmean	0.0804	0.0626	0.7785
TRINITY_DN133832_c0_g10_i1	NA	NA	NA	NA	-0.001012287	unbias	0.39748148	G23_mmean	0.0518	0.0794	1.5327
TRINITY_DN133832_c0_g5_i5	prcc	Chr08	110044917	110044917	0.170945557	unbias	0.324133524	Brain_mmean	0.0632	0.1	1.5826
TRINITY_DN133833_c3_g1_i5	foxa2	Chr05	25797335	25797335	0.024728229	unbias	0.7116958	Brain_mmean	0.0096	0.0107	1.1091
TRINITY_DN133835_c0_g1_i1	NA	NA	NA	NA	-0.127772524	unbias	0.732456904	Brain_fmean	0.226	0.4428	1.9594
TRINITY_DN133839_c1_g2_i4	parp12	scaffold_269	18562	18562	0.0019909	unbias	0.565179172	Ovary_mean	0.1554	0.1324	0.8517
TRINITY_DN133848_c9_g2_i5	NA	NA	NA	NA	0.12115063	unbias	0.301162888	Brain_mmean	0.0365	0.0491	1.3432
TRINITY_DN133851_c1_g1_i8	NA	NA	NA	NA	-0.394892857	unbias	0.229886525	G23_mmean	0.0909	0.1364	1.5
TRINITY_DN133851_c2_g1_i1	NA	NA	NA	NA	-0.058082214	unbias	0.287391131	Ovary_mean	0.0098	0.0184	1.8741
TRINITY_DN133854_c3_g1_i2	NA	NA	NA	NA	-0.305848855	unbias	0.629885297	Ovary_mean	0.0484	0.0683	1.4127
TRINITY_DN133855_c0_g1_i1	NA	NA	NA	NA	0.067804241	unbias	0.2316686	Ovary_mean	0.0125	0.0211	1.6877
TRINITY_DN133857_c0_g1_i4	NA	NA	NA	NA	0.053313818	unbias	0.471397044	Brain_mmean	0.0704	0.0996	1.4147
TRINITY_DN133859_c1_g1_i1	NA	NA	NA	NA	-0.039107716	unbias	0.446186663	Ovary_mean	0.04	0.0676	1.6926
TRINITY_DN133860_c2_g2_i5	NA	NA	NA	NA	-0.090568837	unbias	0.723408721	Brain_fmean	0.0445	0.0831	1.8649
TRINITY_DN133864_c7_g2_i2	gars	scaffold_24	840485	840485	-0.015532981	unbias	0.382970761	Ovary_mean	0.0604	0.0737	1.2212
TRINITY_DN133866_c1_g3_i9	NA	NA	NA	NA	-0.144303709	unbias	0.283971547	Ovary_mean	0.0224	0.0336	1.5002
TRINITY_DN133867_c4_g1_i2	NA	NA	NA	NA	-0.044983157	unbias	0.816265392	Brain_mmean	0.1083	0.1917	1.7701
TRINITY_DN133873_c1_g1_i2	NA	NA	NA	NA	-0.239823171	unbias	0.698260055	Ovary_mean	0.0688	0.1155	1.6793
TRINITY_DN133877_c1_g1_i1	NA	NA	NA	NA	-0.101511678	unbias	0.753331988	G43_M_mean	0.0949	0.1649	1.7374
TRINITY_DN133886_c1_g1_i2	NA	NA	NA	NA	0.097184386	unbias	0.548297012	Brain_mmean	0.0153	0.0217	1.4241
TRINITY_DN133889_c1_g9_i1	LOC100487674-like	Chr01	96530150	96530150	0.264993677	unbias	0.652100524	G43_M_mean	0.3158	0.4633	1.4672
TRINITY_DN133893_c1_g1_i2	NA	NA	NA	NA	0.049328681	unbias	0.37645418	G23_mmean	0.0754	0.121	1.6049
TRINITY_DN133894_c0_g1_i1	copg2	Chr03	77044563	77044563	0.042210518	unbias	0.443334466	G23_mmean	0.0502	0.073	1.4543
TRINITY_DN133897_c1_g2_i1	NA	NA	NA	NA	1.097764088	unbias	0.505311072	Brain_mmean	0.0396	0.0577	1.4562
TRINITY_DN133898_c0_g1_i1	NA	NA	NA	NA	0.438593322	unbias	0.512524381	Brain_mmean	0.0586	0.0848	1.4463
TRINITY_DN133899_c4_g2_i1	NA	NA	NA	NA	-0.714445766	unbias	0.634647793	G46_M_mean	0.0246	0.0447	1.8141
TRINITY_DN133901_c1_g8_i1	iba57	Chr06	2371786	2371786	-0.133259551	unbias	0.89007641	Brain_fmean	0.076	0.1017	1.3373
TRINITY_DN133911_c4_g5_i3	uggt2	Chr02	118770833	118770833	0.77734604	unbias	0.539691061	G43_M_mean	0.0754	0.0589	0.7804
TRINITY_DN133911_c4_g9_i1	NA	NA	NA	NA	0.008930708	unbias	0.440928563	Brain_mmean	0.1092	0.1716	1.5713
TRINITY_DN133915_c1_g1_i6	NA	NA	NA	NA	0.045160946	unbias	0.440907388	Brain_mmean	0.3545	0.2796	0.7888
TRINITY_DN133916_c0_g2_i1	NA	NA	NA	NA	0.088939839	unbias	0.34096421	Ovary_mean	0.0367	0.0715	1.9475
TRINITY_DN133918_c0_g1_i1	NA	NA	NA	NA	-0.13916943	unbias	0.302683687	Brain_fmean	0.0525	0.065	1.2376
TRINITY_DN133919_c5_g3_i1	NA	NA	NA	NA	-0.008022611	unbias	0.526844044	Ovary_mean	0.0235	0.0426	1.8089
TRINITY_DN133921_c11_g2_i2	NA	NA	NA	NA	0.676394602	unbias	0.752336459	Brain_fmean	0.2861	0.2937	1.0266
TRINITY_DN133926_c0_g2_i3	LOC100487425-like	Chr04	41273085	41273085	-0.135236894	unbias	0.572591146	Brain_fmean	0.1251	0.2216	1.772
TRINITY_DN133927_c0_g2_i4	NA	NA	NA	NA	0.028665841	unbias	0.443999729	Brain_mmean	0.0356	0.038	1.067
TRINITY_DN133927_c1_g2_i3	thsd4	Chr03	88728875	88728875	0.077032199	unbias	0.259478715	G23_fmean	0.0871	0.1416	1.626
TRINITY_DN133929_c5_g3_i4	NA	NA	NA	NA	0.210378446	unbias	0.30284005	G27_mmean	0.0705	0.1273	1.8065
TRINITY_DN133932_c1_g3_i1	NA	NA	NA	NA	-0.020681175	unbias	0.18701105	Ovary_mean	0.1651	0.3098	1.8757
TRINITY_DN133933_c5_g7_i2	NA	NA	NA	NA	-0.266869898	unbias	0.458317661	Brain_fmean	0.0397	0.0584	1.4709
TRINITY_DN133938_c0_g2_i1	NA	NA	NA	NA	-0.169107565	unbias	0.545067085	Ovary_mean	0.1491	0.2401	1.6104
TRINITY_DN133945_c1_g4_i1	NA	NA	NA	NA	-0.059471355	unbias	0.470331268	Ovary_mean	0.0406	0.061	1.5004
TRINITY_DN133946_c3_g2_i1	NA	NA	NA	NA	0.130065639	unbias	0.500357599	Brain_mmean	0.0199	0.0251	1.2618
TRINITY_DN133949_c2_g1_i1	NA	NA	NA	NA	0.026782911	unbias	0.368381036	Ovary_mean	0.0215	0.0326	1.5175
TRINITY_DN133954_c0_g2_i5	NA	NA	NA	NA	0.010809872	unbias	0.601314126	Brain_mmean	0.0292	0.0403	1.381
TRINITY_DN133955_c2_g1_i1	abca1	Chr01	107795208	107795208	0.852006376	unbias	0.638607402	G27_mmean	0.049	0.0821	1.6753
TRINITY_DN133957_c0_g1_i1	NA	NA	NA	NA	-0.373528989	unbias	0.50229051	Ovary_mean	0.0387	0.0381	0.9839
TRINITY_DN133957_c1_g2_i2	NA	NA	NA	NA	-0.288936041	unbias	0.722153895	Ovary_mean	0.1278	0.2515	1.9688
TRINITY_DN133959_c0_g2_i8	NA	NA	NA	NA	0.039642171	unbias	0.42213793	Brain_mmean	0.0194	0.0257	1.3247
TRINITY_DN133963_c0_g1_i7	NA	NA	NA	NA	0.105779321	unbias	0.36816256	G23_mmean	0.1498	0.2629	1.7548
TRINITY_DN133964_c1_g4_i2	NA	NA	NA	NA	-0.101457822	unbias	0.430076778	Ovary_mean	0.0834	0.1603	1.9227
TRINITY_DN133971_c0_g2_i1	NA	NA	NA	NA	-0.129750007	unbias	0.109127962	Testis_mean	0.058	0.065	1.1215
TRINITY_DN133975_c0_g2_i2	NA	NA	NA	NA	-0.720891663	unbias	0.536360198	Brain_fmean	0.0804	0.1184	1.472
TRINITY_DN133976_c1_g2_i6	NA	NA	NA	NA	0.186284736	unbias	0.472548593	Ovary_mean	0.0197	0.0328	1.66
TRINITY_DN133976_c2_g2_i1	NA	NA	NA	NA	1.513688472	male 	0.536821245	Brain_mmean	0.0114	0.0109	0.9614
TRINITY_DN133987_c1_g2_i2	NA	NA	NA	NA	0.043550492	unbias	0.57737805	Brain_mmean	0.1581	0.2143	1.3551
TRINITY_DN133991_c3_g2_i2	cdc40	Chr05	74458972	74458972	0.04058575	unbias	0.132981846	G27_mmean	0.037	0.0607	1.6414
TRINITY_DN133992_c10_g1_i2	NA	NA	NA	NA	-0.259467212	unbias	0.461163516	Brain_fmean	0.0578	0.0878	1.5175
TRINITY_DN133994_c4_g2_i1	NA	NA	NA	NA	-0.017487337	unbias	0.149008093	G43_M_mean	0.1163	0.1857	1.5963
TRINITY_DN133996_c3_g8_i2	NA	NA	NA	NA	0.434447958	unbias	0.484500424	Ovary_mean	0.0819	0.15	1.8328
TRINITY_DN134000_c4_g2_i1	slc39a3	Chr01	80297318	80297318	0.096215976	unbias	0.481599091	G46_M_mean	0.2866	0.5151	1.7976
TRINITY_DN134002_c4_g7_i3	NA	NA	NA	NA	-0.144613742	unbias	0.411482053	Ovary_mean	0.0597	0.0825	1.3819
TRINITY_DN134008_c0_g3_i1	asb12.2	Chr08	25321754	25321754	-0.063527986	unbias	0.320907018	Brain_fmean	0.1065	0.1117	1.049
TRINITY_DN134010_c12_g2_i1	NA	NA	NA	NA	0.012425606	unbias	0.30595061	Testis_mean	0.0111	0.0195	1.754
TRINITY_DN134012_c6_g2_i5	NA	NA	NA	NA	0.071357919	unbias	0.392766371	Brain_mmean	0.0611	0.0914	1.4946
TRINITY_DN134012_c7_g2_i6	NA	NA	NA	NA	0.238475689	unbias	0.636916059	Brain_mmean	0.0432	0.0347	0.8027
TRINITY_DN134017_c3_g3_i1	NA	NA	NA	NA	-0.068562875	unbias	0.306546121	G43_M_mean	0.0309	0.0569	1.8453
TRINITY_DN134019_c0_g1_i4	NA	NA	NA	NA	0.008159432	unbias	0.376699638	Testis_mean	0.1605	0.2802	1.7463
TRINITY_DN134020_c1_g2_i3	NA	NA	NA	NA	-0.05480078	unbias	0.628191055	Brain_fmean	0.0183	0.032	1.7479
TRINITY_DN134021_c1_g2_i4	timm50	Chr08	60614958	60614958	0.026417991	unbias	0.417927828	Brain_mmean	0.0303	0.0282	0.9301
TRINITY_DN134022_c4_g3_i1	NA	NA	NA	NA	-0.102977491	unbias	0.427255468	Ovary_mean	0.0946	0.1328	1.405
TRINITY_DN134024_c1_g2_i1	sp1	Chr02	144141220	144141220	-0.224648218	unbias	0.570988053	Brain_fmean	0.0544	0.0886	1.6295
TRINITY_DN134025_c0_g1_i2	NA	NA	NA	NA	0.075282779	unbias	0.408816745	Brain_mmean	0.1878	0.2643	1.4071
TRINITY_DN134025_c1_g2_i2	NA	NA	NA	NA	0.038214115	unbias	0.458853718	Brain_fmean	0.0484	0.0936	1.933
TRINITY_DN134026_c0_g3_i4	NA	NA	NA	NA	-0.02165191	unbias	0.467731824	Brain_mmean	0.07	0.0682	0.9743
TRINITY_DN134031_c5_g1_i1	NA	NA	NA	NA	0.228099104	unbias	0.676344457	Ovary_mean	0.0717	0.0807	1.126
TRINITY_DN134033_c6_g7_i1	NA	NA	NA	NA	-0.280907305	unbias	0.694194726	Ovary_mean	0.0063	0.0117	1.8447
TRINITY_DN134034_c2_g1_i2	ube3d	Chr05	80579662	80579662	-0.063064639	unbias	0.297582598	Ovary_mean	0.0596	0.0877	1.4716
TRINITY_DN134037_c0_g1_i3	NA	NA	NA	NA	-0.132964826	unbias	0.526940789	Ovary_mean	0.0907	0.1624	1.7897
TRINITY_DN134045_c1_g7_i1	hadha	scaffold_36	158711	158711	-0.103014718	unbias	0.777333733	Brain_fmean	0.0835	0.1172	1.4038
TRINITY_DN134053_c4_g1_i1	NA	NA	NA	NA	-0.341908877	unbias	0.447187514	G27_mmean	0.1383	0.1761	1.273
TRINITY_DN134053_c5_g1_i1	NA	NA	NA	NA	0.362220885	unbias	0.471215373	Brain_mmean	0.0501	0.0688	1.3745
TRINITY_DN134054_c8_g8_i3	NA	NA	NA	NA	0.585503588	unbias	0.447412267	Liver_fmean	0.1734	0.2194	1.2654
TRINITY_DN134055_c0_g1_i1	NA	NA	NA	NA	0.066629566	unbias	0.595403404	Ovary_mean	0.0776	0.1214	1.5638
TRINITY_DN134056_c1_g1_i2	NA	NA	NA	NA	0.142362691	unbias	0.460738329	Ovary_mean	0.1314	0.1155	0.8787
TRINITY_DN134056_c3_g4_i3	NA	NA	NA	NA	0.088938195	unbias	0.452653575	Brain_mmean	0.0446	0.0802	1.798
TRINITY_DN134056_c4_g2_i4	NA	NA	NA	NA	-0.113718195	unbias	0.467095179	Ovary_mean	0.0437	0.0624	1.4264
TRINITY_DN134057_c5_g4_i2	NA	NA	NA	NA	0.214425217	unbias	0.655058958	Brain_mmean	0.0859	0.1332	1.5507
TRINITY_DN134058_c0_g1_i11	NA	NA	NA	NA	-0.082478442	unbias	0.413046856	Brain_fmean	0.0783	0.1434	1.8311
TRINITY_DN134066_c0_g3_i3	NA	NA	NA	NA	0.01953429	unbias	0.46701788	Brain_mmean	0.0062	0.0035	0.5641
TRINITY_DN134067_c2_g1_i1	LOC100498221	Chr02	135704111	135704111	0.054927991	unbias	0.573632121	Ovary_mean	0.1048	0.1949	1.8594
TRINITY_DN134069_c1_g2_i2	NA	NA	NA	NA	0.227860704	unbias	0.437512047	Brain_mmean	0.1461	0.2725	1.8658
TRINITY_DN134071_c2_g2_i1	NA	NA	NA	NA	-0.066781167	unbias	0.065079124	Testis_mean	0.0088	0.0143	1.6344
TRINITY_DN134073_c0_g1_i2	NA	NA	NA	NA	-0.085401654	unbias	0.505081311	Ovary_mean	0.1861	0.2906	1.562
TRINITY_DN134074_c0_g5_i2	mlxip	Chr01	153355295	153355295	0.579134033	unbias	0.463986525	Brain_mmean	0.0471	0.0661	1.4026
TRINITY_DN134076_c1_g3_i1	lrp10	Chr01	127923916	127923916	0.172461977	unbias	0.220699683	G23_fmean	0.0037	0.0049	1.3106
TRINITY_DN134080_c3_g1_i1	NA	NA	NA	NA	0.12951933	unbias	0.401730206	G46_M_mean	0.238	0.3564	1.4971
TRINITY_DN134085_c3_g2_i2	NA	NA	NA	NA	0.013223203	unbias	0.401933781	Brain_mmean	0.0394	0.0627	1.5936
TRINITY_DN134088_c4_g4_i1	NA	NA	NA	NA	0.016314066	unbias	0.254714165	Ovary_mean	0.0636	0.0633	0.9963
TRINITY_DN134089_c0_g3_i1	NA	NA	NA	NA	-0.018882653	unbias	0.901916943	Brain_fmean	0.0213	0.0188	0.8839
TRINITY_DN134091_c4_g1_i1	NA	NA	NA	NA	-0.049868761	unbias	0.457426713	Ovary_mean	0.0723	0.1325	1.8316
TRINITY_DN134094_c0_g7_i1	NA	NA	NA	NA	0.012215933	unbias	0.399281276	Ovary_mean	0.0835	0.1643	1.9682
TRINITY_DN134095_c1_g4_i1	NA	NA	NA	NA	-0.177155145	unbias	0.406749785	Ovary_mean	0.0949	0.1742	1.8362
TRINITY_DN134101_c0_g2_i6	NA	NA	NA	NA	-0.092900153	unbias	0.559503398	Brain_fmean	0.1171	0.1707	1.4574
TRINITY_DN134102_c3_g2_i1	NA	NA	NA	NA	-0.055433506	unbias	0.431611484	Brain_fmean	0.0501	0.0596	1.1893
TRINITY_DN134104_c0_g2_i1	spata18-like	Chr03	107714407	107714407	0.444227295	unbias	0.382390175	Testis_mean	0.0806	0.1119	1.3892
TRINITY_DN134109_c0_g3_i3	NA	NA	NA	NA	0.598142328	unbias	0.163997421	G23_fmean	0.0297	0.0556	1.8715
TRINITY_DN134109_c1_g2_i2	NA	NA	NA	NA	0.316088206	unbias	0.633709077	G23_fmean	0.1061	0.1333	1.2562
TRINITY_DN134115_c0_g2_i1	NA	NA	NA	NA	0.041018673	unbias	0.419598031	G23_mmean	0.1441	0.2448	1.6986
TRINITY_DN134120_c0_g4_i12	NA	NA	NA	NA	-0.082084809	unbias	0.407323263	Brain_fmean	0.0213	0.0284	1.3296
TRINITY_DN134122_c6_g1_i1	NA	NA	NA	NA	-0.232519772	unbias	0.382274764	Brain_fmean	0.0504	0.0941	1.8657
TRINITY_DN134124_c1_g1_i1	NA	NA	NA	NA	-0.386649531	unbias	0.578768616	Ovary_mean	0.0707	0.1323	1.8704
TRINITY_DN134126_c1_g2_i1	NA	NA	NA	NA	-0.030250301	unbias	0.793211316	Brain_fmean	0.029	0.0365	1.2607
TRINITY_DN134126_c1_g4_i1	NA	NA	NA	NA	0.451779965	unbias	0.755796236	Brain_mmean	0.0491	0.0411	0.8365
TRINITY_DN134128_c0_g1_i4	NA	NA	NA	NA	-0.014845687	unbias	0.576327582	Ovary_mean	0.0742	0.0685	0.9234
TRINITY_DN134130_c0_g2_i4	NA	NA	NA	NA	0.325080986	unbias	0.626510042	Liver_fmean	0.0509	0.0887	1.7421
TRINITY_DN134132_c0_g7_i11	heatr5b	Chr05	56957349	56957349	-0.154462248	unbias	0.701369231	Brain_fmean	0.0684	0.0992	1.4498
TRINITY_DN134134_c0_g1_i2	NA	NA	NA	NA	-2.162267676	unbias	0.593264062	G27_mmean	0.1531	0.2723	1.7787
TRINITY_DN134142_c5_g1_i2	NA	NA	NA	NA	0.213042777	unbias	0.581199529	Brain_mmean	0.0908	0.1712	1.8853
TRINITY_DN134143_c0_g1_i1	NA	NA	NA	NA	-0.393422684	unbias	0.445484487	G43_M_mean	0.0817	0.1562	1.9133
TRINITY_DN134144_c0_g1_i1	NA	NA	NA	NA	-0.192003486	unbias	0.304617889	Ovary_mean	0.1131	0.1879	1.6622
TRINITY_DN134146_c2_g1_i2	gfm1	Chr05	103937462	103937462	-0.327748159	unbias	0.516724793	Brain_fmean	0.0786	0.141	1.7925
TRINITY_DN134147_c3_g2_i1	NA	NA	NA	NA	0.040304892	unbias	0.385299658	G43_M_mean	0.0924	0.1653	1.7877
TRINITY_DN134148_c3_g3_i1	NA	NA	NA	NA	-0.169778902	unbias	0.222682791	Ovary_mean	0.1031	0.1609	1.5603
TRINITY_DN134156_c10_g2_i4	NA	NA	NA	NA	0.003929658	unbias	0.239191038	Brain_mmean	0.0747	0.1487	1.9912
TRINITY_DN134158_c0_g1_i3	NA	NA	NA	NA	-0.120795994	unbias	0.342564218	Brain_fmean	0.0245	0.0383	1.5638
TRINITY_DN134165_c3_g2_i1	NA	NA	NA	NA	-0.229130103	unbias	0.469644768	Ovary_mean	0.0888	0.1692	1.905
TRINITY_DN134168_c0_g1_i4	NA	NA	NA	NA	-0.124557685	unbias	0.73138274	Brain_fmean	0.0694	0.1113	1.6047
TRINITY_DN134169_c14_g2_i2	LOC100492393-like	Chr06	65717892	65717892	0.074249434	unbias	0.127720253	Liver_fmean	0.0704	0.0835	1.1861
TRINITY_DN134184_c4_g7_i1	NA	NA	NA	NA	-0.008030518	unbias	0.716055865	Brain_fmean	0.0208	0.0154	0.7402
TRINITY_DN134185_c0_g1_i2	NA	NA	NA	NA	0.139211007	unbias	0.717871609	Brain_mmean	0.0391	0.0475	1.214
TRINITY_DN134187_c0_g1_i1	NA	NA	NA	NA	-0.150744301	unbias	0.597746857	Ovary_mean	0.2245	0.4224	1.8811
TRINITY_DN134197_c7_g2_i4	akap14-like	Chr08	38584082	38584082	0.136546997	unbias	0.126186977	G23_mmean	0.0713	0.0979	1.3725
TRINITY_DN134199_c6_g2_i2	NA	NA	NA	NA	0.183885226	unbias	0.17448184	G43_M_mean	0.0346	0.0599	1.733
TRINITY_DN134202_c2_g1_i1	NA	NA	NA	NA	0.190735362	unbias	0.360091059	Ovary_mean	0.043	0.066	1.5357
TRINITY_DN134209_c5_g3_i2	ppp6r2-like	Chr03	79599361	79599361	-0.067561313	unbias	0.316418348	Ovary_mean	0.101	0.1573	1.5569
TRINITY_DN134219_c0_g1_i3	NA	NA	NA	NA	0.48347163	unbias	0.227472721	Ovary_mean	0.0583	0.0956	1.638
TRINITY_DN134219_c1_g1_i3	NA	NA	NA	NA	-0.140884671	unbias	0.597049047	Brain_fmean	0.131	0.2178	1.6633
TRINITY_DN134220_c0_g1_i1	NA	NA	NA	NA	0.097971823	unbias	0.73556402	Brain_mmean	0.0513	0.0861	1.6773
TRINITY_DN134222_c0_g1_i1	NA	NA	NA	NA	-0.010029858	unbias	0.770561747	Brain_fmean	0.0232	0.0312	1.3436
TRINITY_DN134224_c3_g2_i1	pcgf3	Chr01	98517274	98517274	-0.047335077	unbias	0.404035441	Brain_fmean	0.0442	0.0527	1.1921
TRINITY_DN134225_c0_g3_i3	NA	NA	NA	NA	0.094692781	unbias	0.411572521	Ovary_mean	0.1371	0.2421	1.7654
TRINITY_DN134226_c0_g2_i2	NA	NA	NA	NA	-0.002693845	unbias	0.209435755	Brain_fmean	0.0688	0.1176	1.7087
TRINITY_DN134226_c0_g5_i1	NA	NA	NA	NA	0.006110069	unbias	0.91054688	Brain_mmean	0.0711	0.1082	1.5226
TRINITY_DN134228_c2_g1_i1	NA	NA	NA	NA	-0.038117078	unbias	0.261942442	Brain_fmean	0.0027	0.0024	0.874
TRINITY_DN134234_c4_g2_i1	NA	NA	NA	NA	0.281600325	unbias	0.524991564	G23_fmean	0.0162	0.0126	0.7744
TRINITY_DN134235_c0_g2_i2	NA	NA	NA	NA	-0.158365245	unbias	0.815243881	Brain_fmean	0.029	0.0389	1.3429
TRINITY_DN134235_c1_g1_i4	NA	NA	NA	NA	-0.001638148	unbias	0.526556668	Brain_mmean	0.0307	0.0295	0.959
TRINITY_DN134236_c2_g1_i1	NA	NA	NA	NA	0.240049387	unbias	0.405709848	G27_mmean	0.0808	0.1338	1.6565
TRINITY_DN134237_c0_g2_i1	NA	NA	NA	NA	0.055503894	unbias	0.225832176	Ovary_mean	0.1001	0.1115	1.1142
TRINITY_DN134243_c5_g2_i1	NA	NA	NA	NA	0.036793281	unbias	0.761577203	Brain_mmean	0.0115	0.0204	1.7712
TRINITY_DN134253_c0_g1_i9	atp5c1	Chr03	74165467	74165467	-0.037267706	unbias	0.411144656	Brain_mmean	0.0762	0.1224	1.6055
TRINITY_DN134258_c0_g1_i2	NA	NA	NA	NA	-0.08894831	unbias	0.40105689	Liver_fmean	0.0278	0.0513	1.8416
TRINITY_DN134259_c10_g2_i3	NA	NA	NA	NA	0.187261462	unbias	0.331599424	Ovary_mean	0.0599	0.0934	1.5599
TRINITY_DN134275_c2_g1_i1	NA	NA	NA	NA	-0.036975671	unbias	0.306347519	Ovary_mean	0.0825	0.0989	1.1985
TRINITY_DN134283_c1_g2_i1	NA	NA	NA	NA	0.203766494	unbias	0.498345006	G23_mmean	0.1318	0.179	1.358
TRINITY_DN134287_c0_g1_i1	NA	NA	NA	NA	-0.191793489	unbias	0.339493643	Ovary_mean	0.1093	0.1887	1.7273
TRINITY_DN134288_c4_g9_i1	NA	NA	NA	NA	0.184867677	unbias	0.395870035	Testis_mean	0.0415	0.0711	1.7162
TRINITY_DN134299_c0_g1_i2	vdac2	Chr07	57607095	57607095	0.060710338	unbias	0.2351096	G23_fmean	0.0564	0.0822	1.4571
TRINITY_DN134301_c2_g10_i2	NA	NA	NA	NA	0.083733916	unbias	0.360008585	Brain_fmean	0.1371	0.2273	1.6575
TRINITY_DN134306_c7_g2_i3	NA	NA	NA	NA	-0.004472891	unbias	0.275006679	Ovary_mean	0.001	0.0012	1.152
TRINITY_DN134320_c1_g4_i1	NA	NA	NA	NA	-0.036881663	unbias	0.434583411	Ovary_mean	0.2076	0.3488	1.6802
TRINITY_DN134323_c0_g14_i2	ccnk	Chr08	69621088	69621088	0.361915013	unbias	0.544807352	Brain_mmean	0.0267	0.032	1.1987
TRINITY_DN134325_c1_g1_i2	NA	NA	NA	NA	0.095467645	unbias	0.792652606	Brain_mmean	0.0485	0.0625	1.2902
TRINITY_DN134329_c0_g2_i2	NA	NA	NA	NA	0.563926187	unbias	0.520610719	Brain_mmean	0.029	0.0437	1.507
TRINITY_DN134349_c1_g2_i1	NA	NA	NA	NA	0.070610844	unbias	0.639857141	Brain_mmean	0.1079	0.143	1.3254
TRINITY_DN134349_c4_g7_i1	NA	NA	NA	NA	-0.047393857	unbias	0.053908934	Testis_mean	0.0838	0.1233	1.4709
TRINITY_DN134352_c0_g2_i1	LOC100170549	Chr04	127076887	127076887	-0.134456158	unbias	0.558919097	Ovary_mean	0.0092	0.0138	1.4962
TRINITY_DN134354_c1_g1_i2	folr1	scaffold_1043	10484	10484	0.01851134	unbias	0.314133689	G43_M_mean	0.07	0.0746	1.0661
TRINITY_DN134355_c0_g2_i1	NA	NA	NA	NA	0.19997231	unbias	0.242802377	Brain_mmean	0.0498	0.0694	1.3945
TRINITY_DN134357_c5_g3_i5	NA	NA	NA	NA	0.052274499	unbias	0.816598557	Brain_mmean	0.0201	0.0121	0.6023
TRINITY_DN134360_c3_g1_i1	NA	NA	NA	NA	-0.054434657	unbias	0.41289659	Ovary_mean	0.129	0.1585	1.2281
TRINITY_DN134366_c2_g3_i4	NA	NA	NA	NA	0.006062187	unbias	0.211904728	Testis_mean	0.0314	0.0438	1.3922
TRINITY_DN134367_c0_g1_i1	NA	NA	NA	NA	-0.013626679	unbias	0.738999172	Brain_fmean	0.0119	0.0171	1.4362
TRINITY_DN134367_c0_g2_i2	myl7	Chr03	107734534	107734534	-0.134305792	unbias	0.739952168	Brain_fmean	0.1411	0.212	1.5027
TRINITY_DN134368_c1_g1_i1	NA	NA	NA	NA	0.228724319	unbias	0.389681973	G23_fmean	0.0674	0.1277	1.8952
TRINITY_DN134374_c0_g2_i5	NA	NA	NA	NA	-0.050573925	unbias	0.28831009	Brain_fmean	0.0463	0.0784	1.6914
TRINITY_DN134380_c0_g1_i6	NA	NA	NA	NA	-0.133473058	unbias	0.428493138	Brain_fmean	0.129	0.1799	1.3951
TRINITY_DN134391_c1_g4_i4	kiaa0226-like	Chr05	109048885	109048885	-0.047636705	unbias	0.338048555	Brain_fmean	0.136	0.2013	1.4799
TRINITY_DN134392_c8_g1_i1	NA	NA	NA	NA	-0.043037543	unbias	0.135106451	G43_M_mean	0.1014	0.1742	1.7182
TRINITY_DN134394_c0_g1_i2	NA	NA	NA	NA	-0.524632376	unbias	0.515728479	Ovary_mean	0.0996	0.1813	1.8207
TRINITY_DN134396_c4_g2_i1	NA	NA	NA	NA	-0.038086925	unbias	0.466228604	Ovary_mean	0.1151	0.1928	1.6755
TRINITY_DN134399_c4_g2_i2	NA	NA	NA	NA	0.139799452	unbias	0.289562367	Ovary_mean	0.0534	0.0763	1.4291
TRINITY_DN134400_c0_g2_i4	kiaa0100-like	Chr02	26876598	26876598	-0.034743918	unbias	0.268821259	Brain_fmean	0.0136	0.0205	1.5152
TRINITY_DN134400_c0_g3_i3	NA	NA	NA	NA	0.032692487	unbias	0.696959061	Brain_mmean	0.0825	0.0636	0.7703
TRINITY_DN134410_c0_g2_i3	rtn4ip1	Chr05	76244143	76244143	-0.097050563	unbias	0.178527367	G27_mmean	0.0796	0.1498	1.882
TRINITY_DN134414_c0_g1_i9	NA	NA	NA	NA	0.111945484	unbias	0.280711675	Ovary_mean	0.0971	0.1652	1.701
TRINITY_DN134415_c0_g1_i7	NA	NA	NA	NA	-0.143484131	unbias	0.773984547	Brain_fmean	0.0203	0.0345	1.6993
