gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue
TRINITY_DN136373_c3_g1_i3	NA	NA	NA	NA	0.202387506	0.202387506	unbias	0.278265946	Brain_mmean	0.278265946	Brain_mmean
TRINITY_DN136373_c4_g8_i1	frem1	Chr04	77277148	77277148	0.577785045	0.577785045	unbias	0.48460031	G43_F_mean	0.48460031	G43_F_mean
TRINITY_DN136374_c4_g1_i3	NA	NA	NA	NA	0.075876898	0.075876898	unbias	0.184817726	G23_mmean	0.184817726	G23_mmean
TRINITY_DN136374_c5_g4_i2	NA	NA	NA	NA	-0.245664906	0.245664906	unbias	0.389390934	Brain_fmean	0.389390934	Brain_fmean
TRINITY_DN136375_c6_g1_i1	NA	NA	NA	NA	0.330740366	0.330740366	unbias	0.493216227	Brain_fmean	0.493216227	Brain_fmean
TRINITY_DN136377_c0_g1_i5	NA	NA	NA	NA	0.13988766	0.13988766	unbias	0.393568982	Brain_mmean	0.393568982	Brain_mmean
TRINITY_DN136380_c2_g3_i16	NA	NA	NA	NA	-0.074075698	0.074075698	unbias	0.422564229	Brain_mmean	0.422564229	Brain_mmean
TRINITY_DN136381_c0_g2_i1	NA	NA	NA	NA	-0.395967651	0.395967651	unbias	0.590940027	Ovary_mean	0.590940027	Ovary_mean
TRINITY_DN136381_c0_g3_i4	NA	NA	NA	NA	-0.07863282	0.07863282	unbias	0.576943963	Ovary_mean	0.576943963	Ovary_mean
TRINITY_DN136382_c2_g1_i3	NA	NA	NA	NA	0.159182201	0.159182201	unbias	0.700351212	Brain_mmean	0.700351212	Brain_mmean
TRINITY_DN136383_c2_g2_i1	NA	NA	NA	NA	-0.412828315	0.412828315	unbias	0.467488943	Testis_mean	0.467488943	Testis_mean
TRINITY_DN136384_c1_g1_i1	NA	NA	NA	NA	-0.401305503	0.401305503	unbias	0.764897742	Brain_fmean	0.764897742	Brain_fmean
TRINITY_DN136385_c5_g1_i2	LOC100490663	Chr08	104631075	104631075	-0.196560195	0.196560195	unbias	0.489998468	Brain_fmean	0.489998468	Brain_fmean
TRINITY_DN136387_c5_g1_i10	LOC100497301	scaffold_904	24869	24869	-0.483220759	0.483220759	unbias	0.371075878	Testis_mean	0.371075878	Testis_mean
TRINITY_DN136387_c7_g1_i1	NA	NA	NA	NA	0.402250199	0.402250199	unbias	0.521926965	Testis_mean	0.521926965	Testis_mean
TRINITY_DN136389_c4_g4_i1	NA	NA	NA	NA	-0.291817155	0.291817155	unbias	0.621822023	Brain_fmean	0.621822023	Brain_fmean
TRINITY_DN136390_c2_g2_i1	NA	NA	NA	NA	-0.665943826	0.665943826	unbias	0.163063329	G23_mmean	0.163063329	G23_mmean
TRINITY_DN136390_c3_g11_i2	NA	NA	NA	NA	-0.307363782	0.307363782	unbias	0.31747075	G43_M_mean	0.31747075	G43_M_mean
TRINITY_DN136391_c5_g1_i1	NA	NA	NA	NA	-1.166918132	1.166918132	unbias	0.273037222	G27_mmean	0.273037222	G27_mmean
TRINITY_DN136394_c9_g1_i1	NA	NA	NA	NA	-0.294644313	0.294644313	unbias	0.209860782	G43_M_mean	0.209860782	G43_M_mean
TRINITY_DN136398_c3_g2_i4	NA	NA	NA	NA	0.16170511	0.16170511	unbias	0.253094481	G27_mmean	0.253094481	G27_mmean
TRINITY_DN136400_c1_g1_i6	NA	NA	NA	NA	0.029702957	0.029702957	unbias	0.326996739	Brain_fmean	0.326996739	Brain_fmean
TRINITY_DN136406_c4_g1_i1	NA	NA	NA	NA	0.463072568	0.463072568	unbias	0.256578136	Liver_fmean	0.256578136	Liver_fmean
TRINITY_DN136406_c5_g1_i4	srr	Chr02	27407970	27407970	-0.022765177	0.022765177	unbias	0.288291193	G27_mmean	0.288291193	G27_mmean
TRINITY_DN136406_c5_g2_i1	NA	NA	NA	NA	-0.137931864	0.137931864	unbias	0.287656355	Brain_mmean	0.287656355	Brain_mmean
TRINITY_DN136407_c5_g1_i3	NA	NA	NA	NA	0.941698351	0.941698351	unbias	0.514887299	Liver_mmean	0.514887299	Liver_mmean
TRINITY_DN136412_c0_g7_i1	NA	NA	NA	NA	-1.393516821	1.393516821	unbias	0.374347845	Ovary_mean	0.374347845	Ovary_mean
TRINITY_DN136412_c0_g8_i1	NA	NA	NA	NA	0.312887194	0.312887194	unbias	0.285540443	Testis_mean	0.285540443	Testis_mean
TRINITY_DN136412_c0_g9_i2	NA	NA	NA	NA	0.363285713	0.363285713	unbias	0.531698889	Ovary_mean	0.531698889	Ovary_mean
TRINITY_DN136412_c1_g2_i4	flii	Chr09	10197366	10197366	0.04820439	0.04820439	unbias	0.155025518	Brain_mmean	0.155025518	Brain_mmean
TRINITY_DN136417_c0_g1_i2	NA	NA	NA	NA	-0.778366688	0.778366688	unbias	0.38372989	Liver_fmean	0.38372989	Liver_fmean
TRINITY_DN136417_c1_g2_i1	NA	NA	NA	NA	-0.598612591	0.598612591	unbias	0.433561773	Liver_fmean	0.433561773	Liver_fmean
TRINITY_DN136418_c2_g1_i1	NA	NA	NA	NA	0.682110302	0.682110302	unbias	0.462068313	G43_F_mean	0.462068313	G43_F_mean
TRINITY_DN136419_c2_g3_i3	NA	NA	NA	NA	-0.816629936	0.816629936	unbias	0.28227058	G43_F_mean	0.28227058	G43_F_mean
TRINITY_DN136421_c0_g1_i2	NA	NA	NA	NA	0.02956092	0.02956092	unbias	0.296761916	G27_fmean	0.296761916	G27_fmean
TRINITY_DN136422_c3_g1_i2	LOC100497390	Chr02	48094178	48094178	0.116059329	0.116059329	unbias	0.341048727	G43_F_mean	0.341048727	G43_F_mean
TRINITY_DN136424_c0_g2_i3	NA	NA	NA	NA	0.487467057	0.487467057	unbias	0.445228651	G27_mmean	0.445228651	G27_mmean
TRINITY_DN136425_c0_g4_i2	NA	NA	NA	NA	-0.202896901	0.202896901	unbias	0.412826669	Ovary_mean	0.412826669	Ovary_mean
TRINITY_DN136425_c0_g6_i1	NA	NA	NA	NA	-0.50182157	0.50182157	unbias	0.413428914	Ovary_mean	0.413428914	Ovary_mean
TRINITY_DN136426_c1_g2_i4	NA	NA	NA	NA	0.012115911	0.012115911	unbias	0.270770473	G23_fmean	0.270770473	G23_fmean
TRINITY_DN136426_c2_g2_i1	Xetrov90005110m	Chr02	65884773	65884773	0.590358119	0.590358119	unbias	0.445500401	Liver_mmean	0.445500401	Liver_mmean
TRINITY_DN136429_c4_g4_i2	NA	NA	NA	NA	-0.861017063	0.861017063	unbias	0.302664126	Ovary_mean	0.302664126	Ovary_mean
TRINITY_DN136432_c1_g1_i2	cfap97	Chr01	35359086	35359086	0.68234051	0.68234051	unbias	0.667720221	Brain_mmean	0.667720221	Brain_mmean
TRINITY_DN136432_c2_g1_i1	NA	NA	NA	NA	0.234686401	0.234686401	unbias	0.569395018	Brain_fmean	0.569395018	Brain_fmean
TRINITY_DN136432_c2_g2_i3	mst4	Chr08	46230710	46230710	0.124341239	0.124341239	unbias	0.475377195	Brain_mmean	0.475377195	Brain_mmean
TRINITY_DN136432_c2_g4_i1	NA	NA	NA	NA	-0.043606851	0.043606851	unbias	0.579500115	Brain_fmean	0.579500115	Brain_fmean
TRINITY_DN136434_c0_g2_i1	NA	NA	NA	NA	0.34945977	0.34945977	unbias	0.334818993	G43_F_mean	0.334818993	G43_F_mean
TRINITY_DN136439_c1_g4_i1	NA	NA	NA	NA	-0.443251861	0.443251861	unbias	0.188499088	Brain_fmean	0.188499088	Brain_fmean
TRINITY_DN136441_c0_g5_i2	NA	NA	NA	NA	-0.264869459	0.264869459	unbias	0.32098197	Ovary_mean	0.32098197	Ovary_mean
TRINITY_DN136441_c1_g1_i2	hook1	Chr04	77204793	77204793	-1.043969022	1.043969022	unbias	0.697569747	Brain_mmean	0.697569747	Brain_mmean
TRINITY_DN136445_c16_g1_i1	NA	NA	NA	NA	0.789389963	0.789389963	unbias	0.468584551	Liver_fmean	0.468584551	Liver_fmean
TRINITY_DN136447_c0_g1_i6	NA	NA	NA	NA	1.719435955	1.719435955	unbias	0.654886899	Brain_fmean	0.654886899	Brain_fmean
TRINITY_DN136448_c0_g5_i4	NA	NA	NA	NA	-0.04122652	0.04122652	unbias	0.668937139	Brain_mmean	0.668937139	Brain_mmean
TRINITY_DN136448_c0_g6_i1	NA	NA	NA	NA	-0.314852185	0.314852185	unbias	0.518067053	Brain_fmean	0.518067053	Brain_fmean
TRINITY_DN136450_c3_g2_i6	b3gat3	Chr04	41641301	41641301	-0.115475811	0.115475811	unbias	0.710672272	G31_fmean	0.710672272	G31_fmean
TRINITY_DN136454_c5_g6_i2	NA	NA	NA	NA	-0.480191398	0.480191398	unbias	0.31393177	Brain_mmean	0.31393177	Brain_mmean
TRINITY_DN136457_c10_g1_i5	NA	NA	NA	NA	-0.331562062	0.331562062	unbias	0.675435783	Brain_fmean	0.675435783	Brain_fmean
TRINITY_DN136457_c6_g1_i1	NA	NA	NA	NA	-0.883099122	0.883099122	unbias	0.857372861	Brain_fmean	0.857372861	Brain_fmean
TRINITY_DN136458_c4_g1_i5	stk40	Chr02	82113438	82113438	0.903228107	0.903228107	unbias	0.431789642	Ovary_mean	0.431789642	Ovary_mean
TRINITY_DN136458_c4_g3_i1	NA	NA	NA	NA	1.086188227	1.086188227	unbias	0.574245832	Brain_mmean	0.574245832	Brain_mmean
TRINITY_DN136459_c7_g2_i1	NA	NA	NA	NA	-0.350242321	0.350242321	unbias	0.148247229	G23_mmean	0.148247229	G23_mmean
TRINITY_DN136464_c10_g4_i1	NA	NA	NA	NA	-0.094502242	0.094502242	unbias	0.453078217	Brain_fmean	0.453078217	Brain_fmean
TRINITY_DN136464_c5_g1_i2	NA	NA	NA	NA	-0.708259537	0.708259537	unbias	0.410278839	Brain_mmean	0.410278839	Brain_mmean
TRINITY_DN136466_c8_g1_i2	NA	NA	NA	NA	0.836716141	0.836716141	unbias	0.46479788	Liver_mmean	0.46479788	Liver_mmean
TRINITY_DN136467_c6_g5_i1	NA	NA	NA	NA	-0.167764517	0.167764517	unbias	0.439460618	Brain_mmean	0.439460618	Brain_mmean
TRINITY_DN136469_c4_g1_i3	NA	NA	NA	NA	-0.55432808	0.55432808	unbias	0.313245805	G43_M_mean	0.313245805	G43_M_mean
TRINITY_DN136470_c8_g8_i1	NA	NA	NA	NA	-0.27586634	0.27586634	unbias	0.304876467	Ovary_mean	0.304876467	Ovary_mean
TRINITY_DN136472_c0_g3_i1	NA	NA	NA	NA	-0.358572244	0.358572244	unbias	0.52803569	Liver_fmean	0.52803569	Liver_fmean
TRINITY_DN136472_c0_g4_i2	commd8	Chr01	29313103	29313103	0.063030447	0.063030447	unbias	0.481068145	Liver_fmean	0.481068145	Liver_fmean
TRINITY_DN136477_c5_g1_i4	NA	NA	NA	NA	0.089368135	0.089368135	unbias	0.432289756	Ovary_mean	0.432289756	Ovary_mean
TRINITY_DN136480_c0_g2_i1	NA	NA	NA	NA	-0.190805364	0.190805364	unbias	0.349489264	Brain_fmean	0.349489264	Brain_fmean
TRINITY_DN136481_c2_g4_i1	chst7	Chr02	111324143	111324143	-0.732046729	0.732046729	unbias	0.883560545	Liver_fmean	0.883560545	Liver_fmean
TRINITY_DN136483_c3_g1_i1	NA	NA	NA	NA	0.396692529	0.396692529	unbias	0.330333409	G31_mmean	0.330333409	G31_mmean
TRINITY_DN136486_c0_g1_i2	rbbp8nl	Chr10	1512612	1512612	-0.382367631	0.382367631	unbias	0.371302812	Ovary_mean	0.371302812	Ovary_mean
TRINITY_DN136486_c1_g1_i2	reck	Chr06	69993686	69993686	0.326968619	0.326968619	unbias	0.749155228	Brain_fmean	0.749155228	Brain_fmean
TRINITY_DN136488_c1_g14_i1	NA	NA	NA	NA	1.616046641	1.616046641	unbias	0.562684924	Brain_fmean	0.562684924	Brain_fmean
TRINITY_DN136488_c1_g26_i1	NA	NA	NA	NA	-1.248760334	1.248760334	unbias	0.433203563	G23_fmean	0.433203563	G23_fmean
TRINITY_DN136488_c1_g27_i1	NA	NA	NA	NA	-0.865262102	0.865262102	unbias	0.46248749	G23_fmean	0.46248749	G23_fmean
TRINITY_DN136488_c1_g32_i1	NA	NA	NA	NA	0.40521313	0.40521313	unbias	0.432001026	G23_mmean	0.432001026	G23_mmean
TRINITY_DN136492_c9_g5_i1	polr3d	Chr03	119411158	119411158	0.740690653	0.740690653	unbias	0.303719724	Brain_mmean	0.303719724	Brain_mmean
TRINITY_DN136493_c3_g3_i13	NA	NA	NA	NA	-1.014325333	1.014325333	unbias	0.642067907	Brain_fmean	0.642067907	Brain_fmean
TRINITY_DN136495_c5_g4_i1	NA	NA	NA	NA	-0.00198801	0.00198801	unbias	0.115188704	G43_F_mean	0.115188704	G43_F_mean
TRINITY_DN136496_c6_g1_i1	gga1	Chr04	112427002	112427002	-0.072675658	0.072675658	unbias	0.658907308	Ovary_mean	0.658907308	Ovary_mean
TRINITY_DN136497_c6_g1_i1	NA	NA	NA	NA	-0.094690505	0.094690505	unbias	0.531032517	Ovary_mean	0.531032517	Ovary_mean
TRINITY_DN136498_c4_g1_i4	pdik1l	Chr02	51099186	51099186	-0.466995122	0.466995122	unbias	0.378628393	Brain_mmean	0.378628393	Brain_mmean
TRINITY_DN136500_c5_g4_i6	NA	NA	NA	NA	0.385587316	0.385587316	unbias	0.291629512	Ovary_mean	0.291629512	Ovary_mean
TRINITY_DN136504_c5_g1_i2	NA	NA	NA	NA	0.007841648	0.007841648	unbias	0.156489593	Brain_mmean	0.156489593	Brain_mmean
TRINITY_DN136507_c0_g1_i4	c19orf24	Chr01	80980659	80980659	0.134290301	0.134290301	unbias	0.263013729	G31_mmean	0.263013729	G31_mmean
TRINITY_DN136509_c10_g1_i1	NA	NA	NA	NA	-0.407178508	0.407178508	unbias	0.63680974	Ovary_mean	0.63680974	Ovary_mean
TRINITY_DN136510_c1_g2_i2	NA	NA	NA	NA	-0.308083813	0.308083813	unbias	0.391463518	Brain_mmean	0.391463518	Brain_mmean
TRINITY_DN136510_c2_g1_i1	pls3	Chr08	45327315	45327315	-1.102636583	1.102636583	unbias	0.625280493	Brain_mmean	0.625280493	Brain_mmean
TRINITY_DN136513_c0_g2_i1	NA	NA	NA	NA	-0.3247795	0.3247795	unbias	0.519760542	Ovary_mean	0.519760542	Ovary_mean
TRINITY_DN136520_c3_g1_i1	NA	NA	NA	NA	-0.049614522	0.049614522	unbias	0.448314568	G43_F_mean	0.448314568	G43_F_mean
TRINITY_DN136521_c0_g1_i1	NA	NA	NA	NA	0.165974607	0.165974607	unbias	0.302701693	Brain_fmean	0.302701693	Brain_fmean
TRINITY_DN136525_c2_g3_i2	NA	NA	NA	NA	0.621903831	0.621903831	unbias	0.358279444	Brain_fmean	0.358279444	Brain_fmean
TRINITY_DN136526_c4_g4_i1	NA	NA	NA	NA	-0.447821502	0.447821502	unbias	0.670373205	Ovary_mean	0.670373205	Ovary_mean
TRINITY_DN136529_c1_g1_i7	NA	NA	NA	NA	-0.250101656	0.250101656	unbias	0.535226892	Ovary_mean	0.535226892	Ovary_mean
TRINITY_DN136529_c1_g2_i1	topbp1-like	Chr06	71585794	71585794	0.146063255	0.146063255	unbias	0.6124164	Ovary_mean	0.6124164	Ovary_mean
TRINITY_DN136530_c3_g1_i2	NA	NA	NA	NA	0.248540289	0.248540289	unbias	0.658107569	Brain_fmean	0.658107569	Brain_fmean
TRINITY_DN136530_c4_g3_i1	NA	NA	NA	NA	-0.110755602	0.110755602	unbias	0.419238543	Brain_mmean	0.419238543	Brain_mmean
TRINITY_DN136531_c4_g14_i2	ccdc65	Chr02	132838548	132838548	1.034926285	1.034926285	unbias	0.349080997	G27_fmean	0.349080997	G27_fmean
TRINITY_DN136531_c4_g1_i1	NA	NA	NA	NA	-0.027859411	0.027859411	unbias	0.185866472	G46_M_mean	0.185866472	G46_M_mean
TRINITY_DN136532_c1_g3_i2	NA	NA	NA	NA	0.41262827	0.41262827	unbias	0.441090793	Brain_fmean	0.441090793	Brain_fmean
TRINITY_DN136534_c4_g1_i1	NA	NA	NA	NA	-0.500727713	0.500727713	unbias	0.474930805	Ovary_mean	0.474930805	Ovary_mean
TRINITY_DN136538_c1_g1_i3	NA	NA	NA	NA	-0.217707507	0.217707507	unbias	0.284795786	G43_M_mean	0.284795786	G43_M_mean
TRINITY_DN136539_c9_g1_i2	surf6	scaffold_124	244582	244582	-0.302567035	0.302567035	unbias	0.546295562	Ovary_mean	0.546295562	Ovary_mean
TRINITY_DN136540_c4_g1_i1	NA	NA	NA	NA	-0.438785384	0.438785384	unbias	0.324912447	G23_fmean	0.324912447	G23_fmean
TRINITY_DN136540_c6_g1_i3	NA	NA	NA	NA	-0.453118882	0.453118882	unbias	0.367033249	Brain_fmean	0.367033249	Brain_fmean
TRINITY_DN136541_c2_g2_i1	ttbk2	Chr08	85547927	85547927	0.719697421	0.719697421	unbias	0.269723776	Brain_fmean	0.269723776	Brain_fmean
TRINITY_DN136541_c2_g3_i1	gltp	Chr01	138816845	138816845	-0.477647745	0.477647745	unbias	0.355234054	G23_fmean	0.355234054	G23_fmean
TRINITY_DN136541_c3_g1_i1	NA	NA	NA	NA	0.164349301	0.164349301	unbias	0.427377363	Brain_mmean	0.427377363	Brain_mmean
TRINITY_DN136542_c1_g3_i1	NA	NA	NA	NA	0.432686151	0.432686151	unbias	0.644762789	Liver_fmean	0.644762789	Liver_fmean
TRINITY_DN136544_c2_g1_i3	NA	NA	NA	NA	0.08003796	0.08003796	unbias	0.433769298	Brain_mmean	0.433769298	Brain_mmean
TRINITY_DN136544_c3_g4_i1	NA	NA	NA	NA	-0.202698939	0.202698939	unbias	0.166242723	G23_fmean	0.166242723	G23_fmean
TRINITY_DN136544_c3_g5_i1	NA	NA	NA	NA	0.74909678	0.74909678	unbias	0.412093662	G46_M_mean	0.412093662	G46_M_mean
TRINITY_DN136549_c11_g1_i2	NA	NA	NA	NA	0.187114653	0.187114653	unbias	0.570824693	Brain_mmean	0.570824693	Brain_mmean
TRINITY_DN136549_c13_g4_i2	NA	NA	NA	NA	-0.213684508	0.213684508	unbias	0.163553362	Brain_mmean	0.163553362	Brain_mmean
TRINITY_DN136550_c2_g4_i1	NA	NA	NA	NA	0.790898854	0.790898854	unbias	0.385926384	Brain_mmean	0.385926384	Brain_mmean
TRINITY_DN136550_c2_g5_i2	adsl	Chr04	111381918	111381918	0.075332172	0.075332172	unbias	0.224116667	Ovary_mean	0.224116667	Ovary_mean
TRINITY_DN136553_c11_g5_i1	wdr78	Chr04	79812411	79812411	0.279566717	0.279566717	unbias	0.336728181	Brain_mmean	0.336728181	Brain_mmean
TRINITY_DN136559_c6_g1_i1	NA	NA	NA	NA	-0.961582888	0.961582888	unbias	0.219975932	Brain_mmean	0.219975932	Brain_mmean
TRINITY_DN136560_c7_g1_i1	NA	NA	NA	NA	-0.031497566	0.031497566	unbias	0.233128201	Brain_mmean	0.233128201	Brain_mmean
TRINITY_DN136561_c3_g4_i2	rasl10b	Chr02	89552143	89552143	0.345741298	0.345741298	unbias	0.549082305	Liver_fmean	0.549082305	Liver_fmean
TRINITY_DN136561_c3_g5_i1	NA	NA	NA	NA	0.203063354	0.203063354	unbias	0.355550762	Brain_mmean	0.355550762	Brain_mmean
TRINITY_DN136562_c2_g4_i1	osbp2	Chr01	157896055	157896055	-0.190127511	0.190127511	unbias	0.601528683	Brain_fmean	0.601528683	Brain_fmean
TRINITY_DN136562_c2_g5_i1	NA	NA	NA	NA	0.575350755	0.575350755	unbias	0.678563824	Brain_mmean	0.678563824	Brain_mmean
TRINITY_DN136563_c4_g2_i3	NA	NA	NA	NA	-1.158489144	1.158489144	unbias	0.51267186	Brain_fmean	0.51267186	Brain_fmean
TRINITY_DN136564_c14_g8_i1	NA	NA	NA	NA	-0.105807213	0.105807213	unbias	0.480942198	Ovary_mean	0.480942198	Ovary_mean
TRINITY_DN136565_c2_g1_i2	NA	NA	NA	NA	0.77881751	0.77881751	unbias	0.332980624	Testis_mean	0.332980624	Testis_mean
TRINITY_DN136565_c2_g3_i4	NA	NA	NA	NA	0.508916128	0.508916128	unbias	0.26647642	G46_M_mean	0.26647642	G46_M_mean
TRINITY_DN136576_c6_g2_i1	NA	NA	NA	NA	-0.335422387	0.335422387	unbias	0.219578056	Testis_mean	0.219578056	Testis_mean
TRINITY_DN136578_c0_g1_i2	NA	NA	NA	NA	-0.027749445	0.027749445	unbias	0.358226209	G23_mmean	0.358226209	G23_mmean
TRINITY_DN136578_c2_g4_i1	NA	NA	NA	NA	-0.02143544	0.02143544	unbias	0.274363237	G43_M_mean	0.274363237	G43_M_mean
TRINITY_DN136578_c4_g1_i1	NA	NA	NA	NA	-0.789746215	0.789746215	unbias	0.246838089	G23_fmean	0.246838089	G23_fmean
TRINITY_DN136581_c22_g1_i1	NA	NA	NA	NA	0.021740301	0.021740301	unbias	0.250526262	Brain_mmean	0.250526262	Brain_mmean
TRINITY_DN136584_c4_g5_i2	NA	NA	NA	NA	0.121392914	0.121392914	unbias	0.369941423	Ovary_mean	0.369941423	Ovary_mean
TRINITY_DN136584_c5_g1_i1	NA	NA	NA	NA	-0.424204207	0.424204207	unbias	0.382438425	Testis_mean	0.382438425	Testis_mean
TRINITY_DN136585_c0_g1_i3	NA	NA	NA	NA	-0.172483011	0.172483011	unbias	0.575204058	Ovary_mean	0.575204058	Ovary_mean
TRINITY_DN136585_c3_g1_i1	rnf103	Chr01	11428540	11428540	-1.252169279	1.252169279	unbias	0.473829851	Ovary_mean	0.473829851	Ovary_mean
TRINITY_DN136588_c9_g1_i2	NA	NA	NA	NA	-0.317497805	0.317497805	unbias	0.179690828	Brain_mmean	0.179690828	Brain_mmean
TRINITY_DN136591_c8_g2_i1	NA	NA	NA	NA	-1.302229801	1.302229801	unbias	0.721526428	Brain_mmean	0.721526428	Brain_mmean
TRINITY_DN136592_c4_g1_i3	heca	Chr05	65738236	65738236	0.269264603	0.269264603	unbias	0.233049676	Brain_mmean	0.233049676	Brain_mmean
TRINITY_DN136592_c5_g4_i5	NA	NA	NA	NA	0.770476317	0.770476317	unbias	0.2830807	Brain_mmean	0.2830807	Brain_mmean
TRINITY_DN136592_c5_g5_i4	spryd3-like	Chr02	144668228	144668228	0.545534816	0.545534816	unbias	0.232818534	Brain_mmean	0.232818534	Brain_mmean
TRINITY_DN136593_c4_g15_i1	NA	NA	NA	NA	-1.827557596	1.827557596	unbias	0.628950125	Brain_mmean	0.628950125	Brain_mmean
TRINITY_DN136596_c10_g1_i1	NA	NA	NA	NA	0.766296746	0.766296746	unbias	0.135790101	Brain_mmean	0.135790101	Brain_mmean
TRINITY_DN136606_c11_g3_i1	NA	NA	NA	NA	-0.186552093	0.186552093	unbias	0.266434307	Brain_fmean	0.266434307	Brain_fmean
TRINITY_DN136608_c13_g10_i1	NA	NA	NA	NA	0.072686991	0.072686991	unbias	0.269133129	Brain_mmean	0.269133129	Brain_mmean
TRINITY_DN136609_c4_g1_i3	NA	NA	NA	NA	-0.091176184	0.091176184	unbias	0.297881446	Ovary_mean	0.297881446	Ovary_mean
TRINITY_DN136610_c17_g1_i3	anln-like.2	Chr06	81224888	81224888	0.148438461	0.148438461	unbias	0.239097441	Ovary_mean	0.239097441	Ovary_mean
TRINITY_DN136610_c26_g3_i2	NA	NA	NA	NA	-0.253481334	0.253481334	unbias	0.286748304	G43_M_mean	0.286748304	G43_M_mean
TRINITY_DN136610_c27_g1_i1	NA	NA	NA	NA	0.609351649	0.609351649	unbias	0.419909247	G27_mmean	0.419909247	G27_mmean
TRINITY_DN136614_c0_g1_i1	NA	NA	NA	NA	-1.002612521	1.002612521	unbias	0.301673381	Testis_mean	0.301673381	Testis_mean
TRINITY_DN136615_c4_g4_i1	NA	NA	NA	NA	0.330435151	0.330435151	unbias	0.379776833	Ovary_mean	0.379776833	Ovary_mean
TRINITY_DN136618_c14_g1_i1	NA	NA	NA	NA	0.024747938	0.024747938	unbias	0.275823758	Brain_mmean	0.275823758	Brain_mmean
TRINITY_DN136618_c14_g2_i1	NA	NA	NA	NA	0.239625202	0.239625202	unbias	0.372915339	Brain_fmean	0.372915339	Brain_fmean
TRINITY_DN136618_c14_g3_i1	Xetrov90012503m	Chr04	113630267	113630267	-0.230601203	0.230601203	unbias	0.327652569	Brain_mmean	0.327652569	Brain_mmean
TRINITY_DN136618_c14_g4_i1	NA	NA	NA	NA	-0.343204911	0.343204911	unbias	0.202245786	Brain_mmean	0.202245786	Brain_mmean
TRINITY_DN136620_c0_g1_i1	LOC100497505-like	Chr07	41892632	41892632	0.007805959	0.007805959	unbias	0.343670147	Testis_mean	0.343670147	Testis_mean
TRINITY_DN136622_c3_g2_i3	NA	NA	NA	NA	-0.057331286	0.057331286	unbias	0.273187209	Brain_fmean	0.273187209	Brain_fmean
TRINITY_DN136625_c0_g1_i1	NA	NA	NA	NA	-0.249257539	0.249257539	unbias	0.481072613	Liver_fmean	0.481072613	Liver_fmean
TRINITY_DN136625_c0_g2_i1	NA	NA	NA	NA	0.271461917	0.271461917	unbias	0.245385852	Brain_mmean	0.245385852	Brain_mmean
TRINITY_DN136627_c5_g1_i1	NA	NA	NA	NA	0.144753573	0.144753573	unbias	0.431511251	Ovary_mean	0.431511251	Ovary_mean
TRINITY_DN136627_c8_g2_i1	NA	NA	NA	NA	0.028489659	0.028489659	unbias	0.270189043	Brain_mmean	0.270189043	Brain_mmean
TRINITY_DN136628_c4_g1_i1	NA	NA	NA	NA	0.787716238	0.787716238	unbias	0.668166749	Brain_fmean	0.668166749	Brain_fmean
TRINITY_DN136631_c2_g6_i1	NA	NA	NA	NA	-0.37025994	0.37025994	unbias	0.225389587	Ovary_mean	0.225389587	Ovary_mean
TRINITY_DN136631_c2_g7_i1	LOC101734581	Chr06	117136355	117136355	-0.590733333	0.590733333	unbias	0.27758964	G43_M_mean	0.27758964	G43_M_mean
TRINITY_DN136634_c8_g12_i2	NA	NA	NA	NA	-0.302888427	0.302888427	unbias	0.469942695	Brain_mmean	0.469942695	Brain_mmean
TRINITY_DN136635_c14_g2_i1	NA	NA	NA	NA	-0.560487485	0.560487485	unbias	0.177890604	Liver_fmean	0.177890604	Liver_fmean
TRINITY_DN136635_c14_g3_i1	NA	NA	NA	NA	0.323716873	0.323716873	unbias	0.156115854	Brain_fmean	0.156115854	Brain_fmean
TRINITY_DN136637_c5_g3_i3	NA	NA	NA	NA	-0.227384283	0.227384283	unbias	0.522947128	Liver_fmean	0.522947128	Liver_fmean
TRINITY_DN136637_c5_g4_i1	NA	NA	NA	NA	-1.151772225	1.151772225	unbias	0.547828345	Liver_fmean	0.547828345	Liver_fmean
TRINITY_DN136644_c1_g3_i1	NA	NA	NA	NA	0.030496589	0.030496589	unbias	0.287909443	G23_mmean	0.287909443	G23_mmean
TRINITY_DN136646_c17_g1_i1	NA	NA	NA	NA	0.435843467	0.435843467	unbias	0.470841595	Brain_fmean	0.470841595	Brain_fmean
TRINITY_DN136647_c2_g1_i3	NA	NA	NA	NA	0.625119526	0.625119526	unbias	0.440940068	Liver_mmean	0.440940068	Liver_mmean
TRINITY_DN136650_c7_g4_i4	NA	NA	NA	NA	0.718858782	0.718858782	unbias	0.329314903	G31_mmean	0.329314903	G31_mmean
TRINITY_DN136650_c8_g2_i1	NA	NA	NA	NA	-0.150740929	0.150740929	unbias	0.28036071	G43_M_mean	0.28036071	G43_M_mean
TRINITY_DN136653_c14_g2_i1	NA	NA	NA	NA	-0.686169543	0.686169543	unbias	0.272498516	Testis_mean	0.272498516	Testis_mean
TRINITY_DN136656_c12_g1_i2	man1c1	Chr02	85368356	85368356	-0.422573249	0.422573249	unbias	0.276684087	Brain_fmean	0.276684087	Brain_fmean
