gid	gname	chr	start	end	logFC.XYliver.XXliver	abslogFC.XYliver.Xxliver	bias	tau	tissue	tau	tissue	dNdS	dN	dS
TRINITY_DN132340_c5_g3_i1	NA	NA	NA	NA	0.313338784	0.313338784	unbias	0.44742842	Ovary_mean	0.44742842	Ovary_mean	0.0648	0.0986	1.521
TRINITY_DN132341_c7_g1_i2	NA	NA	NA	NA	-0.747922874	0.747922874	unbias	0.565739713	Brain_mmean	0.565739713	Brain_mmean	0.0215	0.0416	1.9365
TRINITY_DN132347_c2_g2_i1	NA	NA	NA	NA	-0.510750671	0.510750671	unbias	0.306149026	G43_M_mean	0.306149026	G43_M_mean	0.0931	0.1609	1.7274
TRINITY_DN132348_c0_g1_i1	NA	NA	NA	NA	0.491895989	0.491895989	unbias	0.302877077	Ovary_mean	0.302877077	Ovary_mean	0.06	0.1032	1.7197
TRINITY_DN132349_c0_g1_i1	NA	NA	NA	NA	0.286038022	0.286038022	unbias	0.474645592	Liver_fmean	0.474645592	Liver_fmean	0.1048	0.1923	1.8354
TRINITY_DN132349_c0_g3_i1	NA	NA	NA	NA	0.167999196	0.167999196	unbias	0.632978933	Brain_mmean	0.632978933	Brain_mmean	0.0971	0.129	1.3286
TRINITY_DN132350_c1_g1_i1	NA	NA	NA	NA	-0.57303904	0.57303904	unbias	0.435681232	Ovary_mean	0.435681232	Ovary_mean	0.0419	0.0591	1.4093
TRINITY_DN132352_c0_g1_i2	NA	NA	NA	NA	-0.361116411	0.361116411	unbias	0.291303436	Ovary_mean	0.291303436	Ovary_mean	0.0221	0.0358	1.6239
TRINITY_DN132354_c5_g1_i1	NA	NA	NA	NA	-0.286583091	0.286583091	unbias	0.208390103	G43_M_mean	0.208390103	G43_M_mean	0.0629	0.0885	1.4084
TRINITY_DN132355_c6_g2_i1	NA	NA	NA	NA	-0.645058012	0.645058012	unbias	0.688108887	Liver_fmean	0.688108887	Liver_fmean	0.1039	0.1767	1.7014
TRINITY_DN132356_c0_g1_i2	NA	NA	NA	NA	-0.497550334	0.497550334	unbias	0.512065498	G43_M_mean	0.512065498	G43_M_mean	0.0559	0.0781	1.3977
TRINITY_DN132363_c0_g1_i2	NA	NA	NA	NA	-0.873605443	0.873605443	unbias	0.644745809	Brain_fmean	0.644745809	Brain_fmean	0.1227	0.1124	0.916
TRINITY_DN132363_c0_g3_i2	NA	NA	NA	NA	-0.101802602	0.101802602	unbias	0.532994034	Testis_mean	0.532994034	Testis_mean	0.0653	0.1162	1.7798
TRINITY_DN132365_c2_g1_i2	LOC100485265	Chr01	131046486	131046486	0.286608861	0.286608861	unbias	0.191127381	G43_M_mean	0.191127381	G43_M_mean	0.0619	0.1188	1.9184
TRINITY_DN132371_c3_g3_i1	NA	NA	NA	NA	-0.9251544	0.9251544	unbias	0.365848953	Ovary_mean	0.365848953	Ovary_mean	0.2485	0.3264	1.3135
TRINITY_DN132374_c1_g2_i2	NA	NA	NA	NA	0.012777998	0.012777998	unbias	0.617942242	Ovary_mean	0.617942242	Ovary_mean	0.1067	0.2047	1.9189
TRINITY_DN132376_c0_g1_i2	slc22a31-like	Chr04	61145578	61145578	0.134428851	0.134428851	unbias	0.175641946	Brain_fmean	0.175641946	Brain_fmean	0.2026	0.3096	1.5282
TRINITY_DN132386_c3_g1_i4	NA	NA	NA	NA	0.218279904	0.218279904	unbias	0.798939543	Liver_fmean	0.798939543	Liver_fmean	0.0852	0.162	1.9018
TRINITY_DN132386_c4_g1_i1	NA	NA	NA	NA	-0.87315755	0.87315755	unbias	0.405860718	Ovary_mean	0.405860718	Ovary_mean	0.0148	0.0126	0.8541
TRINITY_DN132388_c0_g6_i3	nceh1	Chr05	93084095	93084095	0.078037945	0.078037945	unbias	0.439244016	Brain_fmean	0.439244016	Brain_fmean	0.1607	0.2236	1.3916
TRINITY_DN132392_c0_g1_i1	NA	NA	NA	NA	-0.343293323	0.343293323	unbias	0.660648281	Ovary_mean	0.660648281	Ovary_mean	0.1173	0.1835	1.564
TRINITY_DN132392_c3_g2_i2	NA	NA	NA	NA	0.017384679	0.017384679	unbias	0.18534963	G43_F_mean	0.18534963	G43_F_mean	0.0847	0.1627	1.9207
TRINITY_DN132395_c1_g2_i8	NA	NA	NA	NA	0.591764022	0.591764022	unbias	0.323388348	G23_fmean	0.323388348	G23_fmean	0.1157	0.2252	1.9452
TRINITY_DN132408_c0_g1_i3	NA	NA	NA	NA	0.096078928	0.096078928	unbias	0.327622008	Ovary_mean	0.327622008	Ovary_mean	0.0343	0.0513	1.4957
TRINITY_DN132410_c0_g4_i1	NA	NA	NA	NA	0.06484719	0.06484719	unbias	0.593528357	Brain_fmean	0.593528357	Brain_fmean	0.0472	0.0857	1.8171
TRINITY_DN132412_c0_g4_i2	NA	NA	NA	NA	0.654502224	0.654502224	unbias	0.089600574	Brain_fmean	0.089600574	Brain_fmean	0.0357	0.0613	1.7157
TRINITY_DN132414_c10_g2_i8	NA	NA	NA	NA	0.008619201	0.008619201	unbias	0.196482201	G46_M_mean	0.196482201	G46_M_mean	0.0817	0.1277	1.5631
TRINITY_DN132415_c1_g2_i1	NA	NA	NA	NA	0.33852755	0.33852755	unbias	0.053730539	G23_mmean	0.053730539	G23_mmean	0.0081	0.0054	0.6754
TRINITY_DN132416_c1_g1_i1	NA	NA	NA	NA	-0.465678302	0.465678302	unbias	0.561966895	G43_M_mean	0.561966895	G43_M_mean	0.1197	0.1905	1.5913
TRINITY_DN132416_c2_g1_i5	LOC733842	scaffold_208	322583	322583	0.090614452	0.090614452	unbias	0.411311055	Ovary_mean	0.411311055	Ovary_mean	0.0602	0.0866	1.4376
TRINITY_DN132424_c5_g1_i2	NA	NA	NA	NA	-0.28274359	0.28274359	unbias	0.441228365	Ovary_mean	0.441228365	Ovary_mean	0.0369	0.0331	0.8966
TRINITY_DN132432_c4_g1_i1	NA	NA	NA	NA	-0.155911149	0.155911149	unbias	0.485713668	Brain_mmean	0.485713668	Brain_mmean	0.0329	0.0522	1.5851
TRINITY_DN132433_c1_g3_i2	NA	NA	NA	NA	-0.520987967	0.520987967	unbias	0.701807412	Ovary_mean	0.701807412	Ovary_mean	0.1714	0.2379	1.3876
TRINITY_DN132436_c0_g1_i3	NA	NA	NA	NA	-0.356577061	0.356577061	unbias	0.221863503	Testis_mean	0.221863503	Testis_mean	0.0248	0.0377	1.5204
TRINITY_DN132437_c1_g1_i4	NA	NA	NA	NA	0.470305728	0.470305728	unbias	0.455965084	Brain_fmean	0.455965084	Brain_fmean	0.0224	0.021	0.9392
TRINITY_DN132442_c2_g1_i2	NA	NA	NA	NA	0.287056011	0.287056011	unbias	0.373164948	Brain_mmean	0.373164948	Brain_mmean	0.021	0.0364	1.7309
TRINITY_DN132443_c2_g2_i1	ndufs5	Chr02	86345570	86345570	0.73644293	0.73644293	unbias	0.206394226	G27_mmean	0.206394226	G27_mmean	0.042	0.0721	1.7156
TRINITY_DN132449_c1_g2_i1	NA	NA	NA	NA	-0.223683217	0.223683217	unbias	0.426400964	Brain_fmean	0.426400964	Brain_fmean	0.0454	0.0729	1.603
TRINITY_DN132449_c2_g1_i1	NA	NA	NA	NA	-0.339732701	0.339732701	unbias	0.400193161	G43_M_mean	0.400193161	G43_M_mean	0.1024	0.1305	1.2747
TRINITY_DN132455_c0_g1_i2	NA	NA	NA	NA	0.202592013	0.202592013	unbias	0.440209263	Ovary_mean	0.440209263	Ovary_mean	0.0945	0.1028	1.0882
TRINITY_DN132458_c0_g2_i2	NA	NA	NA	NA	0.288755686	0.288755686	unbias	0.591537199	Brain_fmean	0.591537199	Brain_fmean	0.1045	0.1289	1.2333
TRINITY_DN132465_c3_g1_i1	NA	NA	NA	NA	0.953854256	0.953854256	unbias	0.435523423	Brain_mmean	0.435523423	Brain_mmean	0.1115	0.1729	1.5507
TRINITY_DN132471_c5_g1_i2	LOC100170549	Chr04	127076887	127076887	-0.607410434	0.607410434	unbias	0.295824248	G43_M_mean	0.295824248	G43_M_mean	0.1174	0.1781	1.5171
TRINITY_DN132472_c0_g2_i4	ublcp1	Chr03	7098275	7098275	-1.079706486	1.079706486	unbias	0.494519335	Brain_fmean	0.494519335	Brain_fmean	0.0877	0.0933	1.0636
TRINITY_DN132475_c2_g1_i3	birc5.2	Chr10	23134569	23134569	0.5369015	0.5369015	unbias	0.672695972	Liver_fmean	0.672695972	Liver_fmean	0.147	0.2911	1.9806
TRINITY_DN132479_c0_g1_i8	NA	NA	NA	NA	0.961961651	0.961961651	unbias	0.327310491	Liver_mmean	0.327310491	Liver_mmean	0.1606	0.2718	1.6927
TRINITY_DN132485_c2_g2_i9	NA	NA	NA	NA	0.473236682	0.473236682	unbias	0.382870479	G27_mmean	0.382870479	G27_mmean	0.0889	0.1511	1.6998
TRINITY_DN132489_c2_g2_i5	aqp4	Chr06	94800841	94800841	0.338502144	0.338502144	unbias	0.446731249	Ovary_mean	0.446731249	Ovary_mean	0.1207	0.2034	1.6857
TRINITY_DN132492_c0_g1_i1	NA	NA	NA	NA	0.220209556	0.220209556	unbias	0.108348912	Brain_fmean	0.108348912	Brain_fmean	0.0256	0.0413	1.6101
TRINITY_DN132493_c3_g2_i2	NA	NA	NA	NA	-0.21468082	0.21468082	unbias	0.477184617	Ovary_mean	0.477184617	Ovary_mean	0.0252	0.05	1.984
TRINITY_DN132494_c2_g3_i3	NA	NA	NA	NA	0.299218106	0.299218106	unbias	0.214508796	G27_mmean	0.214508796	G27_mmean	0.0726	0.1367	1.8825
TRINITY_DN132502_c2_g1_i5	NA	NA	NA	NA	0.558960651	0.558960651	unbias	0.347215313	Brain_mmean	0.347215313	Brain_mmean	0.0345	0.0458	1.3271
TRINITY_DN132508_c1_g2_i1	NA	NA	NA	NA	-0.131140605	0.131140605	unbias	0.315590982	Brain_mmean	0.315590982	Brain_mmean	0.0352	0.0318	0.9032
TRINITY_DN132513_c0_g1_i1	csnk1d	Chr10	12703607	12703607	0.097876236	0.097876236	unbias	0.425900347	Brain_fmean	0.425900347	Brain_fmean	0.0614	0.0806	1.3124
TRINITY_DN132519_c0_g3_i5	NA	NA	NA	NA	0.812542898	0.812542898	unbias	0.544811207	Brain_fmean	0.544811207	Brain_fmean	0.0366	0.0424	1.1562
TRINITY_DN132522_c0_g2_i1	NA	NA	NA	NA	0.28850874	0.28850874	unbias	0.512563242	Ovary_mean	0.512563242	Ovary_mean	0.058	0.0783	1.3517
TRINITY_DN132524_c0_g1_i3	NA	NA	NA	NA	-0.300279166	0.300279166	unbias	0.37221033	Ovary_mean	0.37221033	Ovary_mean	0.0221	0.0321	1.4495
TRINITY_DN132525_c0_g1_i2	lrfn3	Chr08	55062161	55062161	0.688113994	0.688113994	unbias	0.610510634	Brain_mmean	0.610510634	Brain_mmean	0.0541	0.0827	1.5305
TRINITY_DN132527_c4_g4_i2	NA	NA	NA	NA	-1.33200153	1.33200153	unbias	0.674046542	Brain_fmean	0.674046542	Brain_fmean	0.069	0.1299	1.8833
TRINITY_DN132528_c5_g1_i4	NA	NA	NA	NA	0.144484752	0.144484752	unbias	0.313858224	Ovary_mean	0.313858224	Ovary_mean	0.0043	0.0028	0.6523
TRINITY_DN132529_c0_g1_i1	NA	NA	NA	NA	0.843722488	0.843722488	unbias	0.278144952	Testis_mean	0.278144952	Testis_mean	0.1253	0.1929	1.5395
TRINITY_DN132531_c0_g2_i1	NA	NA	NA	NA	-0.124904313	0.124904313	unbias	0.56585153	Ovary_mean	0.56585153	Ovary_mean	0.0919	0.1628	1.7713
TRINITY_DN132533_c5_g8_i3	NA	NA	NA	NA	-0.176643507	0.176643507	unbias	0.21172456	Brain_fmean	0.21172456	Brain_fmean	0.1032	0.1861	1.8036
TRINITY_DN132544_c0_g2_i1	LOC100492224-like	Chr06	104782354	104782354	-0.250577944	0.250577944	unbias	0.410552027	Ovary_mean	0.410552027	Ovary_mean	0.1011	0.1587	1.57
TRINITY_DN132545_c1_g2_i2	NA	NA	NA	NA	0.204435542	0.204435542	unbias	0.345801937	Brain_fmean	0.345801937	Brain_fmean	0.0441	0.0568	1.2875
TRINITY_DN132547_c1_g4_i1	NA	NA	NA	NA	0.579515524	0.579515524	unbias	0.401758439	Brain_fmean	0.401758439	Brain_fmean	0.1976	0.3196	1.617
TRINITY_DN132553_c1_g6_i14	NA	NA	NA	NA	0.426430482	0.426430482	unbias	0.17070933	G46_F_mean	0.17070933	G46_F_mean	0.0955	0.1403	1.4693
TRINITY_DN132561_c2_g3_i3	NA	NA	NA	NA	0.207226639	0.207226639	unbias	0.246059037	Brain_mmean	0.246059037	Brain_mmean	0.0416	0.0394	0.9475
TRINITY_DN132562_c0_g2_i3	NA	NA	NA	NA	0.090858217	0.090858217	unbias	0.164789974	Brain_fmean	0.164789974	Brain_fmean	0.014	0.0067	0.4777
TRINITY_DN132574_c2_g1_i2	hddc2-like	Chr05	48536852	48536852	0.17834742	0.17834742	unbias	0.487021481	Brain_fmean	0.487021481	Brain_fmean	0.068	0.1355	1.9936
TRINITY_DN132582_c1_g2_i4	NA	NA	NA	NA	-0.291778096	0.291778096	unbias	0.581359397	Brain_fmean	0.581359397	Brain_fmean	0.0254	0.0335	1.3223
TRINITY_DN132585_c0_g2_i1	NA	NA	NA	NA	-0.651291634	0.651291634	unbias	0.315096953	Ovary_mean	0.315096953	Ovary_mean	0.022	0.0182	0.8291
TRINITY_DN132587_c0_g1_i1	NA	NA	NA	NA	-0.086625119	0.086625119	unbias	0.566393459	Brain_mmean	0.566393459	Brain_mmean	0.0681	0.1012	1.4877
TRINITY_DN132590_c0_g1_i5	NA	NA	NA	NA	-0.212309806	0.212309806	unbias	0.298796105	Brain_fmean	0.298796105	Brain_fmean	0.0543	0.0964	1.7751
TRINITY_DN132591_c7_g5_i1	NA	NA	NA	NA	-0.858529283	0.858529283	unbias	0.439913665	G23_fmean	0.439913665	G23_fmean	0.1758	0.3291	1.8724
TRINITY_DN132595_c0_g1_i1	NA	NA	NA	NA	-0.197404623	0.197404623	unbias	0.339811982	G46_M_mean	0.339811982	G46_M_mean	0.2213	0.3654	1.6514
TRINITY_DN132599_c0_g1_i3	NA	NA	NA	NA	-0.250765243	0.250765243	unbias	0.408076599	Brain_fmean	0.408076599	Brain_fmean	0.202	0.3476	1.7211
TRINITY_DN132600_c0_g8_i1	NA	NA	NA	NA	0.111288815	0.111288815	unbias	0.066370172	Testis_mean	0.066370172	Testis_mean	0.0057	0.0076	1.3268
TRINITY_DN132601_c0_g1_i15	NA	NA	NA	NA	0.359220019	0.359220019	unbias	0.393078877	Ovary_mean	0.393078877	Ovary_mean	0.0535	0.0872	1.6286
TRINITY_DN132606_c3_g1_i3	NA	NA	NA	NA	-0.259823187	0.259823187	unbias	0.554083236	Ovary_mean	0.554083236	Ovary_mean	0.1187	0.2084	1.755
TRINITY_DN132611_c0_g3_i1	NA	NA	NA	NA	-0.515181732	0.515181732	unbias	0.452268994	Testis_mean	0.452268994	Testis_mean	0.0413	0.0641	1.5534
TRINITY_DN132618_c0_g1_i4	NA	NA	NA	NA	0.169448572	0.169448572	unbias	0.184764875	Brain_mmean	0.184764875	Brain_mmean	0.0934	0.0935	1.0006
TRINITY_DN132622_c5_g3_i4	NA	NA	NA	NA	-0.251210497	0.251210497	unbias	0.35316352	Testis_mean	0.35316352	Testis_mean	0.0793	0.1269	1.6007
TRINITY_DN132624_c0_g1_i1	Xetrov90022661m	Chr09	2281333	2281333	-0.120237235	0.120237235	unbias	0.633139407	Ovary_mean	0.633139407	Ovary_mean	0.0315	0.0533	1.6925
TRINITY_DN132624_c1_g1_i2	NA	NA	NA	NA	0.353369652	0.353369652	unbias	0.343227863	Brain_mmean	0.343227863	Brain_mmean	0.0586	0.0919	1.5681
TRINITY_DN132625_c0_g2_i13	NA	NA	NA	NA	0.33863834	0.33863834	unbias	0.468312433	Brain_mmean	0.468312433	Brain_mmean	0.0531	0.0665	1.2529
TRINITY_DN132628_c0_g1_i2	NA	NA	NA	NA	0.551247802	0.551247802	unbias	0.479452069	Ovary_mean	0.479452069	Ovary_mean	0.0705	0.1408	1.9986
TRINITY_DN132628_c1_g1_i2	NA	NA	NA	NA	0.419995561	0.419995561	unbias	0.273849558	Brain_fmean	0.273849558	Brain_fmean	0.0418	0.065	1.5565
TRINITY_DN132629_c1_g1_i2	NA	NA	NA	NA	0.875803937	0.875803937	unbias	0.265947102	G23_fmean	0.265947102	G23_fmean	0.0679	0.1278	1.8826
TRINITY_DN132634_c3_g2_i1	NA	NA	NA	NA	-0.605324196	0.605324196	unbias	0.69693215	G46_M_mean	0.69693215	G46_M_mean	0.1671	0.2851	1.706
TRINITY_DN132635_c2_g4_i2	NA	NA	NA	NA	-0.33195655	0.33195655	unbias	0.404011311	Ovary_mean	0.404011311	Ovary_mean	0.023	0.0353	1.5383
TRINITY_DN132640_c0_g1_i1	NA	NA	NA	NA	0.119555725	0.119555725	unbias	0.58975118	Brain_mmean	0.58975118	Brain_mmean	0.0682	0.1114	1.6347
TRINITY_DN132642_c5_g3_i2	NA	NA	NA	NA	-0.123346153	0.123346153	unbias	0.375334646	Ovary_mean	0.375334646	Ovary_mean	0.0732	0.0964	1.3173
TRINITY_DN132643_c1_g5_i2	taf8	Chr02	62361041	62361041	-0.211356515	0.211356515	unbias	0.543611448	Ovary_mean	0.543611448	Ovary_mean	0.1995	0.3628	1.8192
TRINITY_DN132644_c4_g3_i1	NA	NA	NA	NA	0.03328285	0.03328285	unbias	0.232224367	Brain_fmean	0.232224367	Brain_fmean	0.0497	0.033	0.6635
TRINITY_DN132644_c5_g1_i1	NA	NA	NA	NA	-0.178598613	0.178598613	unbias	0.236860224	Ovary_mean	0.236860224	Ovary_mean	0.0668	0.0829	1.2402
TRINITY_DN132644_c6_g1_i3	sema6d	Chr03	93535800	93535800	-0.103057873	0.103057873	unbias	0.569170457	Ovary_mean	0.569170457	Ovary_mean	0.0221	0.0291	1.3199
TRINITY_DN132644_c7_g3_i4	NA	NA	NA	NA	0.408111397	0.408111397	unbias	0.625863305	Brain_mmean	0.625863305	Brain_mmean	0.1072	0.0746	0.6961
TRINITY_DN132650_c6_g5_i5	NA	NA	NA	NA	0.297837224	0.297837224	unbias	0.277774708	Ovary_mean	0.277774708	Ovary_mean	0.0574	0.0985	1.7166
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	NA	0.029114648	0.029114648	unbias	0.273004653	Ovary_mean	0.273004653	Ovary_mean	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	NA	NA	NA	NA	0.238836442	0.238836442	unbias	0.588563184	Brain_fmean	0.588563184	Brain_fmean	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	NA	-0.204522172	0.204522172	unbias	0.740110777	Brain_fmean	0.740110777	Brain_fmean	0.0316	0.0581	1.8389
TRINITY_DN132667_c0_g6_i1	NA	NA	NA	NA	-0.161738121	0.161738121	unbias	0.382013865	Ovary_mean	0.382013865	Ovary_mean	0.0217	0.0331	1.5287
TRINITY_DN132667_c0_g7_i3	nr0b1	Chr02	34997084	34997084	-0.089349698	0.089349698	unbias	0.308302041	Brain_fmean	0.308302041	Brain_fmean	0.0588	0.1021	1.7356
TRINITY_DN132669_c0_g1_i1	lrrd1	Chr06	23371555	23371555	0.481754637	0.481754637	unbias	0.404930599	Ovary_mean	0.404930599	Ovary_mean	0.0777	0.0868	1.1176
TRINITY_DN132671_c4_g1_i3	efna1	scaffold_6807	1018	1018	0.234948021	0.234948021	unbias	0.391190695	Ovary_mean	0.391190695	Ovary_mean	0.0999	0.1214	1.2145
TRINITY_DN132678_c0_g2_i1	NA	NA	NA	NA	0.371459722	0.371459722	unbias	0.158668675	Ovary_mean	0.158668675	Ovary_mean	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	NA	0.097801423	0.097801423	unbias	0.560118107	G46_M_mean	0.560118107	G46_M_mean	0.0775	0.0894	1.1542
TRINITY_DN132681_c0_g1_i2	fam118b	Chr07	88741571	88741571	-0.592956745	0.592956745	unbias	0.502252617	Ovary_mean	0.502252617	Ovary_mean	0.1197	0.1464	1.2228
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	NA	0.058056824	0.058056824	unbias	0.159848831	G23_fmean	0.159848831	G23_fmean	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	e2f6	Chr05	134954204	134954204	0.069158785	0.069158785	unbias	0.491722512	Brain_mmean	0.491722512	Brain_mmean	0.0146	0.0201	1.3781
TRINITY_DN132696_c0_g3_i1	NA	NA	NA	NA	-0.67335681	0.67335681	unbias	0.534887695	Brain_fmean	0.534887695	Brain_fmean	0.1208	0.2245	1.859
TRINITY_DN132703_c8_g1_i1	NA	NA	NA	NA	0.744817154	0.744817154	unbias	0.635851753	Ovary_mean	0.635851753	Ovary_mean	0.106	0.1985	1.873
TRINITY_DN132708_c6_g3_i1	NA	NA	NA	NA	-0.122981949	0.122981949	unbias	0.588698073	Liver_fmean	0.588698073	Liver_fmean	0.0937	0.1594	1.7017
TRINITY_DN132709_c3_g8_i2	NA	NA	NA	NA	-0.073986706	0.073986706	unbias	0.479015442	Ovary_mean	0.479015442	Ovary_mean	0.0756	0.0925	1.2241
TRINITY_DN132717_c3_g1_i4	LOC101730994	Chr07	20533759	20533759	-0.133558197	0.133558197	unbias	0.565178295	Ovary_mean	0.565178295	Ovary_mean	0.0561	0.0826	1.4719
TRINITY_DN132719_c0_g1_i3	NA	NA	NA	NA	-0.398313205	0.398313205	unbias	0.169695204	Brain_fmean	0.169695204	Brain_fmean	0.0715	0.0334	0.467
TRINITY_DN132727_c1_g2_i3	NA	NA	NA	NA	-0.008448281	0.008448281	unbias	0.598167404	Ovary_mean	0.598167404	Ovary_mean	0.1359	0.1492	1.0979
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	NA	-0.172775755	0.172775755	unbias	0.443686228	Ovary_mean	0.443686228	Ovary_mean	0.0847	0.1318	1.5573
TRINITY_DN132731_c1_g1_i2	mecp2	Chr08	12296351	12296351	0.705762904	0.705762904	unbias	0.208745197	Ovary_mean	0.208745197	Ovary_mean	0.0192	0.0238	1.2405
TRINITY_DN132732_c0_g2_i2	NA	NA	NA	NA	-0.512203299	0.512203299	unbias	0.56019762	Ovary_mean	0.56019762	Ovary_mean	0.1726	0.289	1.6743
TRINITY_DN132751_c3_g1_i2	sde2	Chr05	4513000	4513000	0.209439236	0.209439236	unbias	0.509921717	Brain_mmean	0.509921717	Brain_mmean	0.1113	0.2058	1.8489
TRINITY_DN132753_c0_g1_i1	NA	NA	NA	NA	-0.614257846	0.614257846	unbias	0.646531397	Brain_fmean	0.646531397	Brain_fmean	0.0597	0.0828	1.3865
TRINITY_DN132754_c0_g2_i1	NA	NA	NA	NA	-0.102449559	0.102449559	unbias	0.307020797	Ovary_mean	0.307020797	Ovary_mean	0.016	0.0258	1.6157
TRINITY_DN132755_c6_g1_i1	rprc1-like	Chr02	55501486	55501486	0.496491854	0.496491854	unbias	0.539013219	Ovary_mean	0.539013219	Ovary_mean	0.1034	0.1712	1.6567
TRINITY_DN132756_c0_g2_i4	NA	NA	NA	NA	0.691682649	0.691682649	unbias	0.601505469	G23_fmean	0.601505469	G23_fmean	0.0275	0.044	1.6023
TRINITY_DN132757_c0_g1_i3	NA	NA	NA	NA	0.165980074	0.165980074	unbias	0.248582314	Testis_mean	0.248582314	Testis_mean	0.1261	0.1525	1.209
TRINITY_DN132758_c3_g1_i1	NA	NA	NA	NA	0.153661879	0.153661879	unbias	0.263808517	Brain_mmean	0.263808517	Brain_mmean	0.0235	0.0339	1.4405
TRINITY_DN132762_c3_g1_i5	NA	NA	NA	NA	-0.261055992	0.261055992	unbias	0.369260316	Ovary_mean	0.369260316	Ovary_mean	0.081	0.0844	1.0415
TRINITY_DN132763_c3_g1_i2	mri1	Chr03	130097509	130097509	-1.034191526	1.034191526	unbias	0.647653285	Brain_mmean	0.647653285	Brain_mmean	0.0872	0.1387	1.5905
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	NA	-0.024720056	0.024720056	unbias	0.462548629	Brain_mmean	0.462548629	Brain_mmean	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	NA	-0.409561313	0.409561313	unbias	0.486202053	Ovary_mean	0.486202053	Ovary_mean	0.0768	0.1042	1.3569
TRINITY_DN132767_c0_g1_i1	NA	NA	NA	NA	0.462642246	0.462642246	unbias	0.298573821	G43_M_mean	0.298573821	G43_M_mean	0.1032	0.1459	1.4133
TRINITY_DN132771_c1_g1_i1	NA	NA	NA	NA	-0.093709399	0.093709399	unbias	0.392040086	Ovary_mean	0.392040086	Ovary_mean	0.0993	0.1695	1.7078
TRINITY_DN132772_c0_g1_i4	ccnb1	Chr01	173679416	173679416	0.280667957	0.280667957	unbias	0.767454949	Brain_fmean	0.767454949	Brain_fmean	0.0895	0.1126	1.2576
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	NA	0.157314013	0.157314013	unbias	0.360370344	Brain_mmean	0.360370344	Brain_mmean	0.1578	0.2389	1.5143
TRINITY_DN132776_c2_g1_i1	NA	NA	NA	NA	0.222777566	0.222777566	unbias	0.303178693	Ovary_mean	0.303178693	Ovary_mean	0.0304	0.0429	1.412
TRINITY_DN132782_c0_g1_i7	NA	NA	NA	NA	0.149313844	0.149313844	unbias	0.535050293	Brain_mmean	0.535050293	Brain_mmean	0.1599	0.2834	1.7727
TRINITY_DN132782_c1_g1_i2	NA	NA	NA	NA	-0.298699148	0.298699148	unbias	0.307268005	Ovary_mean	0.307268005	Ovary_mean	0.1287	0.1754	1.3634
TRINITY_DN132782_c2_g1_i2	NA	NA	NA	NA	0.701927266	0.701927266	unbias	0.558965849	Brain_mmean	0.558965849	Brain_mmean	0.0733	0.1263	1.7228
TRINITY_DN132791_c0_g2_i1	NA	NA	NA	NA	0.99687174	0.99687174	unbias	0.650283746	Brain_mmean	0.650283746	Brain_mmean	0.0417	0.0751	1.802
TRINITY_DN132803_c2_g1_i12	NA	NA	NA	NA	-0.427651416	0.427651416	unbias	0.527754654	Ovary_mean	0.527754654	Ovary_mean	0.1006	0.1603	1.5926
TRINITY_DN132809_c9_g3_i1	NA	NA	NA	NA	1.045748472	1.045748472	unbias	0.656437748	Testis_mean	0.656437748	Testis_mean	0.0937	0.1456	1.5543
TRINITY_DN132817_c1_g1_i3	NA	NA	NA	NA	-0.776507844	0.776507844	unbias	0.809421454	Ovary_mean	0.809421454	Ovary_mean	0.0301	0.054	1.7908
TRINITY_DN132818_c0_g2_i3	NA	NA	NA	NA	0.032417509	0.032417509	unbias	0.163912555	Ovary_mean	0.163912555	Ovary_mean	0.0502	0.0494	0.9838
TRINITY_DN132819_c2_g2_i4	NA	NA	NA	NA	0.137620961	0.137620961	unbias	0.285520529	Brain_mmean	0.285520529	Brain_mmean	0.0748	0.0988	1.3221
TRINITY_DN132820_c4_g1_i2	NA	NA	NA	NA	-0.773237185	0.773237185	unbias	0.496140323	Brain_fmean	0.496140323	Brain_fmean	0.0957	0.075	0.7839
TRINITY_DN132820_c6_g1_i4	NA	NA	NA	NA	-0.522272589	0.522272589	unbias	0.598479299	Brain_mmean	0.598479299	Brain_mmean	0.0819	0.0986	1.203
TRINITY_DN132820_c6_g2_i1	NA	NA	NA	NA	-1.070606046	1.070606046	unbias	0.618378545	Brain_fmean	0.618378545	Brain_fmean	0.0704	0.0875	1.2431
TRINITY_DN132825_c3_g1_i6	NA	NA	NA	NA	0.303929104	0.303929104	unbias	0.298750025	Ovary_mean	0.298750025	Ovary_mean	0.1072	0.2019	1.8831
TRINITY_DN132826_c2_g1_i8	NA	NA	NA	NA	0.387156622	0.387156622	unbias	0.361677787	Brain_mmean	0.361677787	Brain_mmean	0.037	0.0546	1.4774
