RBH	gid	dnds	dn	ds	gname	chr	start	end
RBH_pair_10431.fa.best.phy	TRINITY_DN136120_c7_g1_i1	0.1453	0.2148	1.4782	zmynd12	Chr07	77967231	77967231
RBH_pair_10434.fa.best.phy	TRINITY_DN136124_c9_g1_i1	0.0525	0.0539	1.0276	Xetrov90004180m	Chr02	21539120	21539120
RBH_pair_10436.fa.best.phy	TRINITY_DN136126_c0_g1_i1	0.0574	0.0822	1.4316	Xetrov90008234m	Chr03	65070466	65070466
RBH_pair_10437.fa.best.phy	TRINITY_DN136127_c0_g2_i8	0.348	0.5504	1.5813	Xetrov90026203m	scaffold_133	43619	43619
RBH_pair_10438.fa.best.phy	TRINITY_DN136128_c0_g3_i1	0.0802	0.1541	1.9226	slc44a4	Chr08	53942568	53942568
RBH_pair_10440.fa.best.phy	TRINITY_DN136143_c5_g5_i5	0.106	0.1146	1.0817	ccnt2	Chr09	79104502	79104502
RBH_pair_10441.fa.best.phy	TRINITY_DN136144_c9_g4_i3	0.0963	0.1289	1.3386	sqle	Chr06	126891201	126891201
RBH_pair_10443.fa.best.phy	TRINITY_DN136152_c0_g2_i2	0.0649	0.1073	1.6543	dopey2	Chr02	9291954	9291954
RBH_pair_10447.fa.best.phy	TRINITY_DN136167_c0_g1_i1	0.136	0.2442	1.7964	espl1-like	Chr02	144316234	144316234
RBH_pair_10448.fa.best.phy	TRINITY_DN136170_c8_g10_i10	0.032	0.0293	0.9155	Xetrov90008345m	Chr03	72064571	72064571
RBH_pair_10449.fa.best.phy	TRINITY_DN136172_c1_g1_i3	0.1469	0.2299	1.5652	znf346	Chr03	36972599	36972599
RBH_pair_10451.fa.best.phy	TRINITY_DN136176_c0_g1_i4	0.0268	0.0408	1.5206	clic4	Chr05	143154926	143154926
RBH_pair_10452.fa.best.phy	TRINITY_DN136180_c0_g1_i2	0.0986	0.1445	1.4662	trmt2a	Chr01	146893038	146893038
RBH_pair_10453.fa.best.phy	TRINITY_DN136183_c1_g3_i6	0.0259	0.0432	1.6678	lgi1	Chr07	27854961	27854961
RBH_pair_10454.fa.best.phy	TRINITY_DN136188_c1_g1_i1	0.0701	0.071	1.0125	ttyh3	Chr09	25720672	25720672
RBH_pair_10456.fa.best.phy	TRINITY_DN136200_c2_g1_i3	0.2467	0.2744	1.1121	pex11a	Chr03	99144981	99144981
RBH_pair_10458.fa.best.phy	TRINITY_DN136201_c7_g1_i2	0.0379	0.0617	1.6287	tbc1d13	Chr08	4337482	4337482
RBH_pair_10459.fa.best.phy	TRINITY_DN136201_c8_g1_i1	0.0879	0.0902	1.0268	commd10	Chr01	163212991	163212991
RBH_pair_10464.fa.best.phy	TRINITY_DN136216_c4_g4_i3	0.0325	0.0395	1.2151	mta2	Chr04	41562432	41562432
RBH_pair_10466.fa.best.phy	TRINITY_DN136221_c4_g1_i1	0.0592	0.1018	1.719	lig3	Chr10	19249878	19249878
RBH_pair_10468.fa.best.phy	TRINITY_DN136229_c7_g2_i1	0.1643	0.3042	1.8512	kiaa1467	Chr04	104061121	104061121
RBH_pair_10469.fa.best.phy	TRINITY_DN136232_c1_g2_i1	0.194	0.3194	1.646	c1orf109	Chr02	81417964	81417964
RBH_pair_10470.fa.best.phy	TRINITY_DN136236_c0_g2_i6	0.0548	0.0432	0.7883	cacnb3	Chr02	132642926	132642926
RBH_pair_10471.fa.best.phy	TRINITY_DN136237_c11_g5_i1	0.0447	0.0683	1.5283	amy2a	Chr04	99744195	99744195
RBH_pair_10472.fa.best.phy	TRINITY_DN136238_c7_g16_i1	0.0719	0.1257	1.7483	LOC594879	Chr01	96973380	96973380
RBH_pair_10473.fa.best.phy	TRINITY_DN136241_c3_g1_i3	0.0741	0.1405	1.8971	c11orf54	Chr02	96455516	96455516
RBH_pair_10474.fa.best.phy	TRINITY_DN136242_c3_g2_i6	0.1002	0.1669	1.6661	emp2	Chr09	30997127	30997127
RBH_pair_10477.fa.best.phy	TRINITY_DN136275_c1_g2_i1	0.0623	0.1056	1.6937	rbm23	Chr01	127947997	127947997
RBH_pair_10478.fa.best.phy	TRINITY_DN136283_c14_g6_i1	0.0477	0.0765	1.6058	aldh1a1	Chr01	118420715	118420715
RBH_pair_10479.fa.best.phy	TRINITY_DN136285_c1_g2_i1	0.0299	0.0593	1.9795	dnah12	scaffold_87	196357	196357
RBH_pair_10480.fa.best.phy	TRINITY_DN136295_c5_g1_i2	0.0137	0.0197	1.4432	gna11	Chr01	102471306	102471306
RBH_pair_10481.fa.best.phy	TRINITY_DN136299_c2_g1_i1	0.1033	0.1357	1.3141	nipal3	Chr02	55286764	55286764
RBH_pair_10482.fa.best.phy	TRINITY_DN136300_c5_g1_i4	0.0666	0.1147	1.722	lpin1	Chr05	135151919	135151919
RBH_pair_10483.fa.best.phy	TRINITY_DN136307_c4_g10_i1	0.1037	0.1418	1.3674	tp53i3	Chr05	141592465	141592465
RBH_pair_10485.fa.best.phy	TRINITY_DN136320_c0_g1_i1	0.2357	0.2997	1.2717	Xetrov90001821m	Chr01	93888493	93888493
RBH_pair_10486.fa.best.phy	TRINITY_DN136344_c2_g1_i1	0.1122	0.1389	1.2382	LOC100491229	Chr07	21385584	21385584
RBH_pair_10487.fa.best.phy	TRINITY_DN136346_c0_g2_i3	0.1113	0.159	1.4283	speg	Chr09	78288753	78288753
RBH_pair_10489.fa.best.phy	TRINITY_DN136349_c3_g1_i2	0.0332	0.0502	1.5124	dnaja2	Chr04	25203795	25203795
RBH_pair_10490.fa.best.phy	TRINITY_DN136350_c0_g1_i6	0.0978	0.1569	1.6045	Xetrov90006807m	Chr02	156776975	156776975
RBH_pair_10491.fa.best.phy	TRINITY_DN136353_c2_g4_i1	0.0534	0.0652	1.2214	rhov	Chr08	95013459	95013459
RBH_pair_10493.fa.best.phy	TRINITY_DN136364_c7_g4_i1	0.0299	0.0411	1.3759	kifap3	Chr04	108205774	108205774
RBH_pair_10494.fa.best.phy	TRINITY_DN136373_c2_g1_i3	0.1277	0.1878	1.4708	atp5h	Chr10	35738663	35738663
RBH_pair_10495.fa.best.phy	TRINITY_DN136381_c0_g3_i4	0.1259	0.2086	1.6574	mov10	Chr02	74100790	74100790
RBH_pair_10496.fa.best.phy	TRINITY_DN136384_c0_g1_i1	0.0443	0.0386	0.8705	sox2	Chr05	95996743	95996743
RBH_pair_10497.fa.best.phy	TRINITY_DN136384_c1_g1_i1	0.0516	0.0649	1.2577	psd3	Chr01	77582054	77582054
RBH_pair_10498.fa.best.phy	TRINITY_DN136385_c5_g1_i2	0.1962	0.3315	1.6895	shroom3	Chr01	94253204	94253204
RBH_pair_10500.fa.best.phy	TRINITY_DN136391_c5_g1_i1	0.1358	0.1731	1.2741	col18a1	Chr09	56441974	56441974
RBH_pair_10501.fa.best.phy	TRINITY_DN136398_c3_g2_i4	0.0215	0.0291	1.3565	gfpt1	Chr03	111623642	111623642
RBH_pair_10506.fa.best.phy	TRINITY_DN136441_c1_g1_i2	0.0289	0.0445	1.5441	Xetrov90027159m	scaffold_210	275632	275632
RBH_pair_10508.fa.best.phy	TRINITY_DN136448_c0_g5_i4	0.0312	0.0327	1.0475	tanc2	Chr10	7622183	7622183
RBH_pair_10510.fa.best.phy	TRINITY_DN136457_c2_g1_i1	0.0763	0.0831	1.0891	c5orf30	Chr01	137228297	137228297
RBH_pair_10512.fa.best.phy	TRINITY_DN136469_c4_g1_i3	0.1922	0.3735	1.9432	f3	Chr04	93311227	93311227
RBH_pair_10514.fa.best.phy	TRINITY_DN136472_c0_g4_i2	0.1072	0.1526	1.4243	fgb	Chr01	45300519	45300519
RBH_pair_10516.fa.best.phy	TRINITY_DN136479_c2_g1_i1	0.0953	0.1868	1.9587	prss35	Chr05	81019542	81019542
RBH_pair_10517.fa.best.phy	TRINITY_DN136486_c1_g1_i2	0.0762	0.1422	1.866	LOC101731678-like	Chr01	15912763	15912763
RBH_pair_10518.fa.best.phy	TRINITY_DN136497_c6_g1_i1	0.0509	0.0639	1.2569	cog3	Chr02	130699358	130699358
RBH_pair_10522.fa.best.phy	TRINITY_DN136526_c4_g4_i1	0.0905	0.127	1.4033	suv39h2	Chr03	71683864	71683864
RBH_pair_10523.fa.best.phy	TRINITY_DN136531_c4_g14_i2	0.1996	0.2724	1.3646	lrrc31	Chr05	107900065	107900065
RBH_pair_10525.fa.best.phy	TRINITY_DN136540_c6_g1_i3	0.0636	0.0991	1.5577	slc16a10	Chr05	74078513	74078513
RBH_pair_10526.fa.best.phy	TRINITY_DN136541_c3_g1_i1	0.1715	0.257	1.4989	znf335-like	Chr10	16337575	16337575
RBH_pair_10528.fa.best.phy	TRINITY_DN136550_c2_g5_i2	0.001	0.0008	0.8168	ldb1	Chr07	23581956	23581956
RBH_pair_10529.fa.best.phy	TRINITY_DN136562_c1_g3_i2	0.052	0.0547	1.0528	cnr1	Chr05	86679889	86679889
RBH_pair_10530.fa.best.phy	TRINITY_DN136563_c5_g1_i2	0.1708	0.3166	1.8531	ca14	Chr08	111966709	111966709
RBH_pair_10531.fa.best.phy	TRINITY_DN136565_c2_g1_i2	0.0756	0.0944	1.2484	olfml3	Chr02	67671613	67671613
RBH_pair_10532.fa.best.phy	TRINITY_DN136568_c12_g3_i2	0.0763	0.0891	1.1669	fam5b	Chr04	88941363	88941363
RBH_pair_10534.fa.best.phy	TRINITY_DN136578_c0_g1_i2	0.0248	0.0267	1.0741	nek6	scaffold_22	733968	733968
RBH_pair_10536.fa.best.phy	TRINITY_DN136584_c4_g5_i2	0.0894	0.1062	1.1879	tdrp	Chr05	111813019	111813019
RBH_pair_10537.fa.best.phy	TRINITY_DN136585_c0_g1_i3	0.0161	0.0235	1.4562	gemin2	Chr08	93765983	93765983
RBH_pair_10538.fa.best.phy	TRINITY_DN136591_c8_g2_i1	0.0611	0.0879	1.4398	cdk5r1	Chr10	6692474	6692474
RBH_pair_10539.fa.best.phy	TRINITY_DN136609_c4_g1_i3	0.087	0.1453	1.6712	rfk	Chr01	119678904	119678904
RBH_pair_10540.fa.best.phy	TRINITY_DN136615_c4_g4_i1	0.0548	0.0746	1.3609	hat1	Chr09	62431326	62431326
RBH_pair_10543.fa.best.phy	TRINITY_DN136634_c8_g12_i2	0.0768	0.1451	1.8889	pros1	Chr02	17674218	17674218
RBH_pair_10545.fa.best.phy	TRINITY_DN136670_c26_g1_i1	0.1814	0.3104	1.7111	wdr73	scaffold_178	1009	1009
RBH_pair_10546.fa.best.phy	TRINITY_DN136686_c3_g1_i2	0.0925	0.1573	1.7012	nxpe3-like	Chr02	98163477	98163477
RBH_pair_10547.fa.best.phy	TRINITY_DN136704_c14_g1_i1	0.0254	0.035	1.3802	atp6v1a	scaffold_85	18929	18929
RBH_pair_10549.fa.best.phy	TRINITY_DN136720_c13_g3_i2	0.0965	0.1364	1.4137	zfyve9	Chr04	86457793	86457793
RBH_pair_10550.fa.best.phy	TRINITY_DN136721_c0_g6_i2	0.0395	0.066	1.6712	ints10-like	Chr01	77111628	77111628
RBH_pair_10553.fa.best.phy	TRINITY_DN136737_c44_g1_i1	0.0348	0.0684	1.9669	dennd6a	scaffold_92	350838	350838
RBH_pair_10554.fa.best.phy	TRINITY_DN136739_c19_g2_i1	0.1341	0.1769	1.3193	c4orf33	Chr01	54475487	54475487
RBH_pair_10555.fa.best.phy	TRINITY_DN136740_c8_g2_i3	0.1309	0.2109	1.6117	pkhd1l1	Chr06	115889946	115889946
RBH_pair_10557.fa.best.phy	TRINITY_DN136805_c0_g1_i1	0.1069	0.1765	1.6522	LOC100494672	Chr03	133812524	133812524
RBH_pair_10560.fa.best.phy	TRINITY_DN136989_c0_g1_i1	0.1363	0.2166	1.5895	n6amt2	Chr02	155934642	155934642
RBH_pair_10562.fa.best.phy	TRINITY_DN137172_c0_g1_i1	0.0506	0.0961	1.8995	skiv2l	Chr08	53806244	53806244
RBH_pair_10568.fa.best.phy	TRINITY_DN137733_c0_g1_i1	0.1241	0.1474	1.1878	mstn.2	Chr09	38969458	38969458
RBH_pair_10575.fa.best.phy	TRINITY_DN138856_c0_g1_i1	0.0508	0.0673	1.3252	ndufv2	Chr06	89344871	89344871
RBH_pair_10581.fa.best.phy	TRINITY_DN139208_c0_g1_i1	0.0867	0.1497	1.7258	cmtm3	Chr04	60470399	60470399
RBH_pair_10586.fa.best.phy	TRINITY_DN140746_c0_g1_i1	0.1283	0.1857	1.4476	m6pr	scaffold_130	746390	746390
RBH_pair_10589.fa.best.phy	TRINITY_DN1411_c0_g2_i1	0.0784	0.1213	1.5458	NA	NA	NA	NA
RBH_pair_10591.fa.best.phy	TRINITY_DN14300_c0_g2_i1	0.0879	0.111	1.2627	nup37	Chr03	39641627	39641627
RBH_pair_10596.fa.best.phy	TRINITY_DN1451_c0_g1_i1	0.0379	0.0503	1.3274	laptm4a	Chr05	139004265	139004265
RBH_pair_10598.fa.best.phy	TRINITY_DN14535_c0_g1_i1	0.2693	0.4456	1.6547	Xetrov90001259m	Chr01	70178425	70178425
RBH_pair_10606.fa.best.phy	TRINITY_DN151017_c0_g1_i1	0.2382	0.3248	1.3639	LOC100489882	scaffold_428	51457	51457
RBH_pair_10618.fa.best.phy	TRINITY_DN152314_c0_g1_i1	0.1026	0.1394	1.3586	foxa4	Chr04	37220467	37220467
RBH_pair_10619.fa.best.phy	TRINITY_DN152373_c0_g1_i1	0.0676	0.1193	1.7631	ltb4r2	Chr01	130063011	130063011
RBH_pair_10620.fa.best.phy	TRINITY_DN152513_c0_g1_i1	0.0348	0.0345	0.9929	pcgf3	Chr01	98517274	98517274
RBH_pair_10624.fa.best.phy	TRINITY_DN152850_c0_g1_i1	0.0901	0.1651	1.8322	msrb2	Chr06	18217461	18217461
RBH_pair_10639.fa.best.phy	TRINITY_DN16306_c0_g2_i1	0.1205	0.1875	1.5564	Xetrov90020821m	Chr08	52630960	52630960
RBH_pair_10640.fa.best.phy	TRINITY_DN16337_c0_g1_i1	0.1255	0.1344	1.0706	LOC100496329	Chr05	24913279	24913279
RBH_pair_10642.fa.best.phy	TRINITY_DN164823_c0_g1_i1	0.1596	0.2246	1.4074	cited4	Chr02	57828267	57828267
RBH_pair_10643.fa.best.phy	TRINITY_DN164841_c0_g1_i1	0.147	0.1203	0.8181	socs1	Chr09	31468729	31468729
RBH_pair_10644.fa.best.phy	TRINITY_DN164861_c0_g1_i1	0.0587	0.1094	1.8637	tusc2	Chr04	116802640	116802640
RBH_pair_10645.fa.best.phy	TRINITY_DN164868_c0_g1_i1	0.1647	0.3107	1.8866	LOC101733966	Chr07	11943677	11943677
RBH_pair_10648.fa.best.phy	TRINITY_DN165070_c0_g1_i1	0.3816	0.6067	1.59	NA	NA	NA	NA
RBH_pair_10652.fa.best.phy	TRINITY_DN165824_c0_g1_i1	0.1818	0.281	1.5457	xgb	Chr08	93917425	93917425
RBH_pair_10653.fa.best.phy	TRINITY_DN16623_c0_g1_i1	0.1177	0.1485	1.2618	cdx2	Chr02	152165496	152165496
RBH_pair_10657.fa.best.phy	TRINITY_DN167007_c0_g1_i1	0.1762	0.2632	1.4935	insl5	Chr04	79799768	79799768
RBH_pair_10658.fa.best.phy	TRINITY_DN1672_c0_g1_i1	0.0577	0.1055	1.8275	svopl	Chr03	1283184	1283184
RBH_pair_10660.fa.best.phy	TRINITY_DN168379_c0_g1_i1	0.1207	0.2047	1.6956	MGC89248	Chr02	135593490	135593490
RBH_pair_10667.fa.best.phy	TRINITY_DN171004_c0_g1_i1	0.0312	0.0517	1.6587	b9d2-like	Chr08	58145601	58145601
RBH_pair_10670.fa.best.phy	TRINITY_DN179265_c0_g1_i1	0.203	0.365	1.7981	Xetrov90002532m	Chr01	129170740	129170740
RBH_pair_10673.fa.best.phy	TRINITY_DN179330_c0_g1_i1	0.2262	0.3045	1.3462	Xetrov90014784m	Chr05	118728492	118728492
RBH_pair_10674.fa.best.phy	TRINITY_DN179433_c0_g1_i1	0.1472	0.2433	1.652	LOC100158544	Chr04	127653170	127653170
RBH_pair_10676.fa.best.phy	TRINITY_DN179456_c0_g1_i1	0.2463	0.4918	1.997	tmigd1	Chr02	24499929	24499929
RBH_pair_10680.fa.best.phy	TRINITY_DN180067_c0_g1_i1	0.207	0.3025	1.4611	cplx3	Chr03	84397775	84397775
RBH_pair_10683.fa.best.phy	TRINITY_DN180631_c0_g1_i1	0.066	0.1296	1.9619	bend7	Chr03	72180664	72180664
RBH_pair_10686.fa.best.phy	TRINITY_DN181467_c0_g1_i1	0.102	0.1823	1.7881	srd5a2	Chr05	40636572	40636572
RBH_pair_10690.fa.best.phy	TRINITY_DN18217_c1_g1_i1	0.1168	0.1688	1.4456	oxa1l	Chr01	128276275	128276275
RBH_pair_10693.fa.best.phy	TRINITY_DN182722_c0_g1_i1	0.0573	0.1116	1.9477	LOC100494896	Chr10	16469023	16469023
RBH_pair_10696.fa.best.phy	TRINITY_DN183714_c0_g1_i1	0.053	0.0785	1.4814	Xetrov90018769m	Chr07	84354007	84354007
RBH_pair_10706.fa.best.phy	TRINITY_DN193411_c0_g1_i1	0.0907	0.1317	1.4524	nme9	Chr09	50899249	50899249
RBH_pair_10707.fa.best.phy	TRINITY_DN193423_c0_g1_i1	0.1224	0.1576	1.2873	mcee	Chr03	87405181	87405181
RBH_pair_10708.fa.best.phy	TRINITY_DN193484_c0_g1_i1	0.2295	0.3157	1.3757	LOC101731682	Chr02	72175349	72175349
RBH_pair_10709.fa.best.phy	TRINITY_DN193643_c0_g1_i1	0.03	0.0428	1.4269	myo3b-like.2	Chr09	63128331	63128331
RBH_pair_10712.fa.best.phy	TRINITY_DN194033_c0_g1_i1	0.144	0.2813	1.9531	xcr1	Chr06	67334278	67334278
RBH_pair_10715.fa.best.phy	TRINITY_DN194461_c0_g1_i1	0.149	0.2759	1.8516	LOC101731533	Chr07	50701583	50701583
RBH_pair_10718.fa.best.phy	TRINITY_DN195530_c0_g1_i1	0.092	0.1336	1.4515	gns	Chr03	48471046	48471046
RBH_pair_10724.fa.best.phy	TRINITY_DN197303_c0_g1_i1	0.1904	0.282	1.4807	LOC100498002	Chr04	13713187	13713187
RBH_pair_10725.fa.best.phy	TRINITY_DN198004_c0_g1_i1	0.1267	0.2307	1.8211	Xetrov90005110m	Chr02	65884773	65884773
RBH_pair_10727.fa.best.phy	TRINITY_DN199620_c0_g1_i1	0.0185	0.0257	1.3869	nr6a1	scaffold_22	1281536	1281536
RBH_pair_10733.fa.best.phy	TRINITY_DN207462_c0_g1_i1	0.0624	0.0892	1.4291	tmem189	Chr10	28264590	28264590
RBH_pair_10736.fa.best.phy	TRINITY_DN208159_c0_g1_i1	0.1377	0.2184	1.5857	LOC100486753	Chr08	59785619	59785619
RBH_pair_10739.fa.best.phy	TRINITY_DN208554_c0_g1_i1	0.0691	0.0942	1.3623	zar1	Chr01	29767993	29767993
RBH_pair_10743.fa.best.phy	TRINITY_DN209293_c0_g1_i1	0.1219	0.2196	1.801	LOC101733726	Chr05	111574009	111574009
RBH_pair_10744.fa.best.phy	TRINITY_DN209297_c0_g1_i1	0.1025	0.113	1.1025	gphb5	Chr08	81233189	81233189
RBH_pair_10745.fa.best.phy	TRINITY_DN209430_c0_g1_i1	0.0912	0.1283	1.4075	inhbc.1	Chr02	137032708	137032708
RBH_pair_10748.fa.best.phy	TRINITY_DN209603_c0_g1_i1	0.0508	0.0893	1.7563	ddx56	Chr03	107856663	107856663
RBH_pair_10752.fa.best.phy	TRINITY_DN210775_c0_g1_i1	0.1759	0.2662	1.5138	LOC101733338	Chr04	94430216	94430216
RBH_pair_10757.fa.best.phy	TRINITY_DN212712_c0_g1_i1	0.0274	0.0493	1.8015	LOC100493509	Chr02	162884801	162884801
RBH_pair_10760.fa.best.phy	TRINITY_DN214148_c0_g1_i1	0.2773	0.4739	1.7087	upk2	Chr07	85278347	85278347
RBH_pair_10764.fa.best.phy	TRINITY_DN22053_c0_g2_i1	0.0611	0.0708	1.158	galr1	scaffold_21	39692	39692
RBH_pair_10766.fa.best.phy	TRINITY_DN22234_c0_g1_i1	0.0945	0.1068	1.1301	Xetrov90014472m	Chr05	101491038	101491038
RBH_pair_10769.fa.best.phy	TRINITY_DN23097_c0_g2_i1	0.0956	0.1544	1.6156	tm6sf1	Chr03	95556527	95556527
RBH_pair_10770.fa.best.phy	TRINITY_DN23129_c0_g1_i1	0.0363	0.0513	1.4111	LOC101730435	Chr03	111931023	111931023
RBH_pair_10771.fa.best.phy	TRINITY_DN23309_c0_g1_i1	0.031	0.0531	1.712	tfap4	Chr09	14575083	14575083
RBH_pair_10772.fa.best.phy	TRINITY_DN23317_c0_g1_i1	0.1259	0.1379	1.0949	adam12	Chr07	16322525	16322525
RBH_pair_10773.fa.best.phy	TRINITY_DN23385_c0_g2_i1	0.0746	0.1296	1.7373	slc24a5	Chr03	93736743	93736743
RBH_pair_10774.fa.best.phy	TRINITY_DN23750_c0_g2_i1	0.0167	0.0264	1.5827	Xetrov90019344m	Chr07	107572612	107572612
RBH_pair_10776.fa.best.phy	TRINITY_DN23843_c0_g1_i1	0.2126	0.4094	1.9258	LOC100487156	Chr08	50656191	50656191
RBH_pair_10777.fa.best.phy	TRINITY_DN24472_c0_g1_i1	0.2605	0.3425	1.3145	ventx3.2	Chr07	18597030	18597030
RBH_pair_10781.fa.best.phy	TRINITY_DN25151_c0_g2_i1	0.093	0.1759	1.8911	nde1	Chr09	28172639	28172639
RBH_pair_10782.fa.best.phy	TRINITY_DN25175_c0_g2_i1	0.189	0.2877	1.5224	c6orf120	Chr05	40217581	40217581
RBH_pair_10783.fa.best.phy	TRINITY_DN25250_c0_g1_i1	0.1168	0.1356	1.1606	ostn	Chr05	99236910	99236910
RBH_pair_10784.fa.best.phy	TRINITY_DN25542_c0_g2_i1	0.0591	0.0984	1.663	LOC100493249	Chr04	41631769	41631769
RBH_pair_10787.fa.best.phy	TRINITY_DN25658_c0_g2_i1	0.0453	0.0575	1.2703	wnt8b	Chr07	33153018	33153018
RBH_pair_10789.fa.best.phy	TRINITY_DN25888_c0_g1_i1	0.1011	0.1814	1.7942	LOC100486333-like	Chr08	18909118	18909118
RBH_pair_10791.fa.best.phy	TRINITY_DN26896_c0_g2_i1	0.0583	0.0727	1.2459	LOC100497300	Chr04	87003189	87003189
RBH_pair_10793.fa.best.phy	TRINITY_DN27005_c0_g1_i1	0.2363	0.4312	1.8243	NA	NA	NA	NA
RBH_pair_10800.fa.best.phy	TRINITY_DN3134_c0_g1_i1	0.1153	0.1345	1.1662	tspear	Chr09	50178031	50178031
RBH_pair_10803.fa.best.phy	TRINITY_DN33377_c0_g1_i1	0.0435	0.0753	1.7303	LOC101732879-like	Chr03	127926234	127926234
RBH_pair_10806.fa.best.phy	TRINITY_DN34285_c0_g1_i1	0.1225	0.1707	1.3942	LOC100496565	Chr05	16075215	16075215
RBH_pair_10812.fa.best.phy	TRINITY_DN3803_c0_g1_i1	0.1496	0.0678	0.4534	vps37d	Chr02	37241008	37241008
RBH_pair_10814.fa.best.phy	TRINITY_DN38345_c0_g1_i1	0.1142	0.1668	1.4612	olig1	Chr02	10780756	10780756
RBH_pair_10815.fa.best.phy	TRINITY_DN38604_c0_g1_i1	0.09	0.1598	1.7747	c1d	Chr05	30807296	30807296
RBH_pair_10821.fa.best.phy	TRINITY_DN42446_c0_g1_i1	0.0407	0.0546	1.3402	grin2d	Chr07	107451056	107451056
RBH_pair_10824.fa.best.phy	TRINITY_DN43320_c0_g1_i1	0.1931	0.3439	1.7809	tor3a	Chr04	89677098	89677098
RBH_pair_10825.fa.best.phy	TRINITY_DN43625_c0_g1_i1	0.0708	0.1225	1.73	fam213b	Chr07	94609150	94609150
RBH_pair_10828.fa.best.phy	TRINITY_DN43959_c0_g1_i1	0.0586	0.0968	1.6518	c19orf60-like	Chr01	87500770	87500770
RBH_pair_10829.fa.best.phy	TRINITY_DN43965_c0_g1_i1	0.1475	0.2665	1.8075	mrpl37	Chr04	87352833	87352833
RBH_pair_10832.fa.best.phy	TRINITY_DN44160_c0_g1_i1	0.1171	0.1991	1.6992	btg5	Chr07	112815935	112815935
RBH_pair_10833.fa.best.phy	TRINITY_DN44241_c0_g1_i1	0.052	0.0586	1.1263	wif1	Chr03	48342839	48342839
RBH_pair_10834.fa.best.phy	TRINITY_DN44408_c0_g1_i1	0.0734	0.1236	1.6854	st6galnac4	Chr08	2571575	2571575
RBH_pair_10835.fa.best.phy	TRINITY_DN44493_c0_g1_i1	0.0506	0.0696	1.377	LOC100491267	Chr01	182067360	182067360
RBH_pair_10836.fa.best.phy	TRINITY_DN44500_c0_g1_i1	0.136	0.2674	1.9669	LOC100496550-like	Chr01	178966251	178966251
RBH_pair_10840.fa.best.phy	TRINITY_DN44962_c0_g2_i1	0.2337	0.4539	1.9428	NA	NA	NA	NA
RBH_pair_10841.fa.best.phy	TRINITY_DN44990_c0_g1_i1	0.0975	0.1483	1.5218	slc38a8	Chr04	50862496	50862496
RBH_pair_10844.fa.best.phy	TRINITY_DN45300_c0_g1_i1	0.0678	0.1097	1.6196	ptgs1	Chr08	15469572	15469572
RBH_pair_10845.fa.best.phy	TRINITY_DN45542_c0_g1_i1	0.2401	0.3266	1.3606	LOC733539	Chr10	31541596	31541596
RBH_pair_10846.fa.best.phy	TRINITY_DN46159_c0_g1_i1	0.206	0.3464	1.6818	LOC101731301	Chr04	127238809	127238809
RBH_pair_10848.fa.best.phy	TRINITY_DN46199_c0_g1_i1	0.3314	0.4712	1.422	NA	NA	NA	NA
RBH_pair_10849.fa.best.phy	TRINITY_DN46317_c0_g1_i1	0.0149	0.0253	1.6912	scfd1	Chr08	92774481	92774481
RBH_pair_10850.fa.best.phy	TRINITY_DN46536_c0_g1_i1	0.1679	0.1307	0.7785	gcg	Chr09	66984125	66984125
RBH_pair_10853.fa.best.phy	TRINITY_DN47241_c0_g1_i1	0.0689	0.1287	1.8687	Xetrov90006014m	Chr02	117736073	117736073
RBH_pair_10854.fa.best.phy	TRINITY_DN47771_c0_g1_i1	0.0692	0.1284	1.8557	dkkx	Chr10	3559493	3559493
RBH_pair_10857.fa.best.phy	TRINITY_DN48367_c0_g2_i1	0.0821	0.1164	1.4184	lrrtm3	Chr07	29876161	29876161
RBH_pair_10858.fa.best.phy	TRINITY_DN48415_c0_g1_i1	0.1431	0.1731	1.2101	LOC101733204	Chr03	79379822	79379822
RBH_pair_10860.fa.best.phy	TRINITY_DN48576_c0_g1_i1	0.3491	0.4848	1.3886	NA	NA	NA	NA
RBH_pair_10861.fa.best.phy	TRINITY_DN48650_c0_g2_i1	0.0966	0.1431	1.4818	nudt12-like	Chr01	137154567	137154567
RBH_pair_10863.fa.best.phy	TRINITY_DN48710_c0_g1_i1	0.2418	0.3633	1.5026	tdgf1.2	Chr01	124405420	124405420
RBH_pair_10867.fa.best.phy	TRINITY_DN49220_c0_g1_i1	0.071	0.1289	1.8145	LOC100488353	Chr03	39224410	39224410
RBH_pair_10868.fa.best.phy	TRINITY_DN49260_c0_g2_i1	0.1399	0.266	1.9008	noxo1-like.2	Chr09	11115801	11115801
RBH_pair_10869.fa.best.phy	TRINITY_DN49526_c0_g2_i1	0.181	0.3261	1.8013	LOC100496643	Chr05	46473998	46473998
RBH_pair_10870.fa.best.phy	TRINITY_DN49623_c0_g1_i1	0.0351	0.0427	1.2186	LOC100494399	Chr02	136507481	136507481
RBH_pair_10871.fa.best.phy	TRINITY_DN49812_c0_g1_i1	0.0756	0.1493	1.974	ehf	Chr04	4396195	4396195
RBH_pair_10872.fa.best.phy	TRINITY_DN49998_c0_g1_i1	0.1056	0.124	1.1748	gpr143	Chr02	72336642	72336642
RBH_pair_10880.fa.best.phy	TRINITY_DN52067_c0_g1_i1	0.0709	0.1146	1.6168	mri1	Chr03	130097509	130097509
