rbh	gid	dNdS	dN	dS	chrid	chrtype	twosexchr
RBH_pair_6780.fa.best.phy	TRINITY_DN129202_c2_g1_i2	0.0715	0.113	1.5802	Chr07	Autosome	Autosome
RBH_pair_10774.fa.best.phy	TRINITY_DN23750_c0_g2_i1	0.0167	0.0264	1.5827	Chr07	Autosome	Autosome
RBH_pair_10310.fa.best.phy	TRINITY_DN135791_c2_g1_i2	0.061	0.0967	1.5856	Chr07	Autosome	Autosome
RBH_pair_4967.fa.best.phy	TRINITY_DN125739_c0_g1_i1	0.0471	0.0748	1.586	Chr07	Autosome	Autosome
RBH_pair_5905.fa.best.phy	TRINITY_DN127575_c5_g1_i3	0.0434	0.0689	1.5886	Chr07	Autosome	Autosome
RBH_pair_152.fa.best.phy	TRINITY_DN104721_c0_g1_i1	0.0491	0.078	1.5902	Chr07	Autosome	Autosome
RBH_pair_9189.fa.best.phy	TRINITY_DN133495_c3_g4_i2	0.1039	0.1653	1.5913	Chr07	Autosome	Autosome
RBH_pair_7904.fa.best.phy	TRINITY_DN131196_c0_g2_i1	0.058	0.0924	1.5931	Chr07	Autosome	Autosome
RBH_pair_2304.fa.best.phy	TRINITY_DN119640_c0_g1_i2	0.1177	0.1875	1.5935	Chr07	Autosome	Autosome
RBH_pair_254.fa.best.phy	TRINITY_DN106770_c0_g1_i1	0.1547	0.2466	1.5939	Chr07	Autosome	Autosome
RBH_pair_5521.fa.best.phy	TRINITY_DN126840_c0_g1_i2	0.1275	0.2035	1.5964	Chr07	Autosome	Autosome
RBH_pair_5835.fa.best.phy	TRINITY_DN127441_c1_g3_i1	0.0668	0.1067	1.5968	Chr07	Autosome	Autosome
RBH_pair_11113.fa.best.phy	TRINITY_DN86263_c0_g1_i1	0.0756	0.1208	1.5975	Chr07	Autosome	Autosome
RBH_pair_3991.fa.best.phy	TRINITY_DN123813_c0_g2_i6	0.082	0.1311	1.5992	Chr07	Autosome	Autosome
RBH_pair_932.fa.best.phy	TRINITY_DN114047_c0_g1_i2	0.0592	0.0947	1.6007	Chr07	Autosome	Autosome
RBH_pair_9972.fa.best.phy	TRINITY_DN134987_c3_g1_i5	0.0505	0.0809	1.6017	Chr07	Autosome	Autosome
RBH_pair_9765.fa.best.phy	TRINITY_DN134567_c2_g3_i2	0.1122	0.1797	1.6023	Chr07	Autosome	Autosome
RBH_pair_5302.fa.best.phy	TRINITY_DN126427_c0_g1_i1	0.0653	0.1046	1.6024	Chr07	Autosome	Autosome
RBH_pair_2419.fa.best.phy	TRINITY_DN120005_c0_g1_i1	0.0539	0.0865	1.6041	Chr07	Autosome	Autosome
RBH_pair_7399.fa.best.phy	TRINITY_DN130307_c0_g1_i1	0.0283	0.0456	1.6085	Chr07	Autosome	Autosome
RBH_pair_499.fa.best.phy	TRINITY_DN110455_c0_g1_i2	0.0558	0.0898	1.6093	Chr07	Autosome	Autosome
RBH_pair_6904.fa.best.phy	TRINITY_DN129446_c1_g2_i2	0.0977	0.1573	1.6104	Chr07	Autosome	Autosome
RBH_pair_2638.fa.best.phy	TRINITY_DN120623_c0_g1_i1	0.0618	0.0996	1.6117	Chr07	Autosome	Autosome
RBH_pair_3372.fa.best.phy	TRINITY_DN122446_c0_g1_i4	0.1419	0.2288	1.6123	Chr07	Autosome	Autosome
RBH_pair_1968.fa.best.phy	TRINITY_DN118556_c0_g1_i2	0.0817	0.1319	1.6158	Chr07	Autosome	Autosome
RBH_pair_4200.fa.best.phy	TRINITY_DN124251_c3_g4_i1	0.1261	0.2038	1.6166	Chr07	Autosome	Autosome
RBH_pair_4277.fa.best.phy	TRINITY_DN124394_c3_g1_i1	0.0656	0.1062	1.6186	Chr07	Autosome	Autosome
RBH_pair_10085.fa.best.phy	TRINITY_DN135249_c0_g2_i1	0.2131	0.3449	1.619	Chr07	Autosome	Autosome
RBH_pair_8855.fa.best.phy	TRINITY_DN132882_c6_g1_i1	0.2396	0.3879	1.619	Chr07	Autosome	Autosome
RBH_pair_3903.fa.best.phy	TRINITY_DN123626_c0_g1_i1	0.2185	0.3539	1.6201	Chr07	Autosome	Autosome
RBH_pair_2534.fa.best.phy	TRINITY_DN120342_c3_g4_i1	0.0553	0.0896	1.6208	Chr07	Autosome	Autosome
RBH_pair_7838.fa.best.phy	TRINITY_DN131080_c0_g1_i2	0.1682	0.2727	1.6211	Chr07	Autosome	Autosome
RBH_pair_2595.fa.best.phy	TRINITY_DN120516_c0_g1_i1	0.0365	0.0592	1.6213	Chr07	Autosome	Autosome
RBH_pair_6689.fa.best.phy	TRINITY_DN129044_c3_g1_i1	0.1856	0.301	1.622	Chr07	Autosome	Autosome
RBH_pair_7777.fa.best.phy	TRINITY_DN130965_c1_g1_i1	0.1067	0.1733	1.6237	Chr07	Autosome	Autosome
RBH_pair_8395.fa.best.phy	TRINITY_DN132095_c9_g2_i1	0.0433	0.0705	1.6267	Chr07	Autosome	Autosome
RBH_pair_9624.fa.best.phy	TRINITY_DN134320_c1_g3_i2	0.0433	0.0705	1.6272	Chr07	Autosome	Autosome
RBH_pair_5369.fa.best.phy	TRINITY_DN126548_c0_g1_i1	0.1477	0.2404	1.6277	Chr07	Autosome	Autosome
RBH_pair_3846.fa.best.phy	TRINITY_DN123529_c1_g1_i1	0.1143	0.1861	1.6286	Chr07	Autosome	Autosome
RBH_pair_8721.fa.best.phy	TRINITY_DN132640_c0_g1_i1	0.0682	0.1114	1.6347	Chr07	Autosome	Autosome
RBH_pair_8408.fa.best.phy	TRINITY_DN132116_c2_g13_i3	0.1104	0.1804	1.635	Chr07	Autosome	Autosome
RBH_pair_6290.fa.best.phy	TRINITY_DN128273_c2_g5_i2	0.1448	0.2367	1.635	Chr07	Autosome	Autosome
RBH_pair_2874.fa.best.phy	TRINITY_DN121203_c0_g1_i2	0.0366	0.06	1.6388	Chr07	Autosome	Autosome
RBH_pair_7454.fa.best.phy	TRINITY_DN130412_c6_g1_i1	0.0529	0.0869	1.6423	Chr07	Autosome	Autosome
RBH_pair_8482.fa.best.phy	TRINITY_DN132223_c0_g1_i3	0.0425	0.0699	1.6435	Chr07	Autosome	Autosome
RBH_pair_10375.fa.best.phy	TRINITY_DN135980_c6_g1_i2	0.125	0.2055	1.6444	Chr07	Autosome	Autosome
RBH_pair_2405.fa.best.phy	TRINITY_DN119947_c0_g1_i3	0.0943	0.1552	1.6452	Chr07	Autosome	Autosome
RBH_pair_8072.fa.best.phy	TRINITY_DN131492_c6_g1_i2	0.0631	0.1039	1.646	Chr07	Autosome	Autosome
RBH_pair_9913.fa.best.phy	TRINITY_DN134855_c0_g2_i1	0.0073	0.012	1.649	Chr07	Autosome	Autosome
RBH_pair_8539.fa.best.phy	TRINITY_DN132329_c0_g1_i2	0.1606	0.266	1.6567	Chr07	Autosome	Autosome
RBH_pair_3580.fa.best.phy	TRINITY_DN122938_c2_g2_i1	0.1115	0.1848	1.6579	Chr07	Autosome	Autosome
RBH_pair_2948.fa.best.phy	TRINITY_DN121413_c0_g1_i2	0.031	0.0514	1.6591	Chr07	Autosome	Autosome
RBH_pair_1580.fa.best.phy	TRINITY_DN117170_c0_g1_i1	0.1299	0.2155	1.6593	Chr07	Autosome	Autosome
RBH_pair_9449.fa.best.phy	TRINITY_DN133976_c1_g2_i6	0.0197	0.0328	1.66	Chr07	Autosome	Autosome
RBH_pair_7978.fa.best.phy	TRINITY_DN131327_c3_g5_i1	0.0212	0.0352	1.6615	Chr07	Autosome	Autosome
RBH_pair_7637.fa.best.phy	TRINITY_DN130726_c0_g1_i1	0.0812	0.1351	1.6636	Chr07	Autosome	Autosome
RBH_pair_10453.fa.best.phy	TRINITY_DN136183_c1_g3_i6	0.0259	0.0432	1.6678	Chr07	Autosome	Autosome
RBH_pair_3595.fa.best.phy	TRINITY_DN122961_c6_g7_i3	0.1375	0.2297	1.6702	Chr07	Autosome	Autosome
RBH_pair_9049.fa.best.phy	TRINITY_DN133243_c1_g2_i1	0.0949	0.1587	1.6716	Chr07	Autosome	Autosome
RBH_pair_3920.fa.best.phy	TRINITY_DN123654_c2_g1_i6	0.0291	0.0487	1.6717	Chr07	Autosome	Autosome
RBH_pair_4121.fa.best.phy	TRINITY_DN124067_c1_g2_i3	0.0586	0.098	1.6722	Chr07	Autosome	Autosome
RBH_pair_8779.fa.best.phy	TRINITY_DN132732_c0_g2_i2	0.1726	0.289	1.6743	Chr07	Autosome	Autosome
RBH_pair_2252.fa.best.phy	TRINITY_DN119507_c0_g1_i1	0.2632	0.4413	1.6768	Chr07	Autosome	Autosome
RBH_pair_11133.fa.best.phy	TRINITY_DN87480_c0_g1_i1	0.0843	0.1418	1.6829	Chr07	Autosome	Autosome
RBH_pair_11079.fa.best.phy	TRINITY_DN82724_c0_g1_i1	0.0073	0.0123	1.6849	Chr07	Autosome	Autosome
RBH_pair_8352.fa.best.phy	TRINITY_DN132015_c0_g2_i2	0.0684	0.1153	1.6856	Chr07	Autosome	Autosome
RBH_pair_4190.fa.best.phy	TRINITY_DN124238_c0_g1_i1	0.077	0.13	1.6883	Chr07	Autosome	Autosome
RBH_pair_708.fa.best.phy	TRINITY_DN112272_c0_g1_i1	0.2092	0.3533	1.6892	Chr07	Autosome	Autosome
RBH_pair_6353.fa.best.phy	TRINITY_DN128395_c2_g2_i1	0.0258	0.0436	1.6896	Chr07	Autosome	Autosome
RBH_pair_8633.fa.best.phy	TRINITY_DN132479_c0_g1_i8	0.1606	0.2718	1.6927	Chr07	Autosome	Autosome
RBH_pair_4327.fa.best.phy	TRINITY_DN124492_c0_g1_i1	0.1169	0.1979	1.6929	Chr07	Autosome	Autosome
RBH_pair_9527.fa.best.phy	TRINITY_DN134115_c0_g2_i1	0.1441	0.2448	1.6986	Chr07	Autosome	Autosome
RBH_pair_10832.fa.best.phy	TRINITY_DN44160_c0_g1_i1	0.1171	0.1991	1.6992	Chr07	Autosome	Autosome
RBH_pair_2349.fa.best.phy	TRINITY_DN119772_c0_g2_i1	0.1076	0.1828	1.6993	Chr07	Autosome	Autosome
RBH_pair_6914.fa.best.phy	TRINITY_DN129471_c5_g2_i1	0.258	0.4389	1.701	Chr07	Autosome	Autosome
RBH_pair_1246.fa.best.phy	TRINITY_DN115584_c0_g1_i1	0.0552	0.094	1.7015	Chr07	Autosome	Autosome
RBH_pair_9773.fa.best.phy	TRINITY_DN134575_c4_g1_i1	0.0315	0.0538	1.7052	Chr07	Autosome	Autosome
RBH_pair_10760.fa.best.phy	TRINITY_DN214148_c0_g1_i1	0.2773	0.4739	1.7087	Chr07	Autosome	Autosome
RBH_pair_9018.fa.best.phy	TRINITY_DN133190_c0_g1_i1	0.1209	0.2069	1.7116	Chr07	Autosome	Autosome
RBH_pair_906.fa.best.phy	TRINITY_DN113893_c0_g2_i1	0.0446	0.0764	1.7138	Chr07	Autosome	Autosome
RBH_pair_8866.fa.best.phy	TRINITY_DN132899_c0_g1_i4	0.0948	0.1625	1.7144	Chr07	Autosome	Autosome
RBH_pair_3714.fa.best.phy	TRINITY_DN123239_c0_g1_i2	0.027	0.0464	1.7174	Chr07	Autosome	Autosome
RBH_pair_6503.fa.best.phy	TRINITY_DN128689_c0_g1_i4	0.0761	0.1307	1.7178	Chr07	Autosome	Autosome
RBH_pair_8553.fa.best.phy	TRINITY_DN132348_c0_g1_i1	0.06	0.1032	1.7197	Chr07	Autosome	Autosome
RBH_pair_7336.fa.best.phy	TRINITY_DN130204_c0_g1_i4	0.1037	0.1783	1.72	Chr07	Autosome	Autosome
RBH_pair_1974.fa.best.phy	TRINITY_DN118574_c0_g2_i1	0.0632	0.1089	1.7221	Chr07	Autosome	Autosome
RBH_pair_7610.fa.best.phy	TRINITY_DN130665_c1_g5_i3	0.1152	0.1985	1.7229	Chr07	Autosome	Autosome
RBH_pair_4473.fa.best.phy	TRINITY_DN124792_c0_g2_i1	0.0655	0.1129	1.7241	Chr07	Autosome	Autosome
RBH_pair_1000.fa.best.phy	TRINITY_DN114452_c0_g1_i1	0.1035	0.1786	1.7245	Chr07	Autosome	Autosome
RBH_pair_3614.fa.best.phy	TRINITY_DN122997_c0_g1_i2	0.0846	0.1459	1.725	Chr07	Autosome	Autosome
RBH_pair_4003.fa.best.phy	TRINITY_DN123838_c1_g3_i1	0.1051	0.1813	1.7256	Chr07	Autosome	Autosome
RBH_pair_6900.fa.best.phy	TRINITY_DN129440_c9_g2_i2	0.1317	0.2273	1.7266	Chr07	Autosome	Autosome
RBH_pair_943.fa.best.phy	TRINITY_DN114095_c0_g2_i1	0.2857	0.4941	1.7295	Chr07	Autosome	Autosome
RBH_pair_10825.fa.best.phy	TRINITY_DN43625_c0_g1_i1	0.0708	0.1225	1.73	Chr07	Autosome	Autosome
RBH_pair_4000.fa.best.phy	TRINITY_DN123835_c0_g2_i1	0.0521	0.0901	1.7303	Chr07	Autosome	Autosome
RBH_pair_5102.fa.best.phy	TRINITY_DN126049_c0_g4_i12	0.0471	0.082	1.7384	Chr07	Autosome	Autosome
RBH_pair_3650.fa.best.phy	TRINITY_DN123070_c0_g1_i1	0.1917	0.3333	1.7392	Chr07	Autosome	Autosome
RBH_pair_7973.fa.best.phy	TRINITY_DN131322_c0_g1_i1	0.1387	0.2412	1.7394	Chr07	Autosome	Autosome
RBH_pair_180.fa.best.phy	TRINITY_DN105273_c0_g1_i2	0.1152	0.2008	1.743	Chr07	Autosome	Autosome
RBH_pair_921.fa.best.phy	TRINITY_DN113985_c0_g1_i1	0.0505	0.088	1.7436	Chr07	Autosome	Autosome
RBH_pair_1574.fa.best.phy	TRINITY_DN117150_c0_g1_i2	0.1572	0.2742	1.7437	Chr07	Autosome	Autosome
RBH_pair_5022.fa.best.phy	TRINITY_DN125879_c0_g1_i2	0.1136	0.1988	1.7495	Chr07	Autosome	Autosome
RBH_pair_8397.fa.best.phy	TRINITY_DN132098_c0_g2_i2	0.1276	0.2233	1.7497	Chr07	Autosome	Autosome
RBH_pair_3537.fa.best.phy	TRINITY_DN122831_c0_g1_i3	0.1071	0.1879	1.7536	Chr07	Autosome	Autosome
RBH_pair_2084.fa.best.phy	TRINITY_DN118970_c0_g1_i2	0.0246	0.0432	1.7546	Chr07	Autosome	Autosome
RBH_pair_2089.fa.best.phy	TRINITY_DN118978_c0_g1_i1	0.0462	0.0814	1.7601	Chr07	Autosome	Autosome
RBH_pair_3205.fa.best.phy	TRINITY_DN122034_c0_g3_i2	0.1009	0.1777	1.7608	Chr07	Autosome	Autosome
RBH_pair_4356.fa.best.phy	TRINITY_DN124534_c3_g3_i1	0.2365	0.4167	1.7616	Chr07	Autosome	Autosome
RBH_pair_6280.fa.best.phy	TRINITY_DN128254_c2_g2_i1	0.0784	0.1383	1.7634	Chr07	Autosome	Autosome
RBH_pair_1099.fa.best.phy	TRINITY_DN114936_c0_g1_i1	0.1161	0.2049	1.7644	Chr07	Autosome	Autosome
RBH_pair_1916.fa.best.phy	TRINITY_DN118372_c0_g3_i1	0.0712	0.1258	1.7664	Chr07	Autosome	Autosome
RBH_pair_2489.fa.best.phy	TRINITY_DN120176_c0_g1_i1	0.0963	0.1701	1.7664	Chr07	Autosome	Autosome
RBH_pair_9396.fa.best.phy	TRINITY_DN133867_c4_g1_i2	0.1083	0.1917	1.7701	Chr07	Autosome	Autosome
RBH_pair_1648.fa.best.phy	TRINITY_DN117472_c0_g7_i2	0.038	0.0677	1.7823	Chr07	Autosome	Autosome
RBH_pair_9346.fa.best.phy	TRINITY_DN133771_c0_g1_i1	0.1078	0.1922	1.7831	Chr07	Autosome	Autosome
RBH_pair_4138.fa.best.phy	TRINITY_DN124113_c0_g1_i4	0.1144	0.2042	1.7841	Chr07	Autosome	Autosome
RBH_pair_8017.fa.best.phy	TRINITY_DN131393_c0_g3_i2	0.2294	0.4096	1.786	Chr07	Autosome	Autosome
RBH_pair_3357.fa.best.phy	TRINITY_DN122407_c3_g1_i3	0.0672	0.1202	1.7879	Chr07	Autosome	Autosome
RBH_pair_682.fa.best.phy	TRINITY_DN112100_c0_g1_i1	0.0052	0.0093	1.7907	Chr07	Autosome	Autosome
RBH_pair_9267.fa.best.phy	TRINITY_DN133626_c2_g3_i1	0.0725	0.13	1.7946	Chr07	Autosome	Autosome
RBH_pair_8577.fa.best.phy	TRINITY_DN132378_c0_g1_i1	0.1516	0.2725	1.7971	Chr07	Autosome	Autosome
RBH_pair_9490.fa.best.phy	TRINITY_DN134056_c3_g4_i3	0.0446	0.0802	1.798	Chr07	Autosome	Autosome
RBH_pair_10248.fa.best.phy	TRINITY_DN135643_c7_g7_i1	0.0159	0.0287	1.7982	Chr07	Autosome	Autosome
RBH_pair_3348.fa.best.phy	TRINITY_DN122381_c0_g2_i8	0.0732	0.1318	1.8015	Chr07	Autosome	Autosome
RBH_pair_3313.fa.best.phy	TRINITY_DN122295_c0_g2_i1	0.0543	0.0979	1.8024	Chr07	Autosome	Autosome
RBH_pair_11132.fa.best.phy	TRINITY_DN87383_c0_g1_i1	0.1046	0.1886	1.803	Chr07	Autosome	Autosome
RBH_pair_4171.fa.best.phy	TRINITY_DN124181_c0_g1_i1	0.1838	0.3314	1.803	Chr07	Autosome	Autosome
RBH_pair_8664.fa.best.phy	TRINITY_DN132533_c5_g8_i3	0.1032	0.1861	1.8036	Chr07	Autosome	Autosome
RBH_pair_7441.fa.best.phy	TRINITY_DN130383_c2_g2_i1	0.0149	0.0269	1.8043	Chr07	Autosome	Autosome
RBH_pair_2314.fa.best.phy	TRINITY_DN119670_c0_g1_i4	0.0586	0.1058	1.8049	Chr07	Autosome	Autosome
RBH_pair_5305.fa.best.phy	TRINITY_DN126443_c0_g1_i1	0.0242	0.0437	1.8056	Chr07	Autosome	Autosome
RBH_pair_4153.fa.best.phy	TRINITY_DN124144_c1_g2_i1	0.0887	0.1602	1.8064	Chr07	Autosome	Autosome
RBH_pair_807.fa.best.phy	TRINITY_DN113204_c0_g2_i1	0.0069	0.0124	1.8076	Chr07	Autosome	Autosome
RBH_pair_1073.fa.best.phy	TRINITY_DN114818_c0_g1_i1	0.1419	0.2566	1.8076	Chr07	Autosome	Autosome
RBH_pair_5081.fa.best.phy	TRINITY_DN126018_c0_g1_i2	0.1295	0.2344	1.81	Chr07	Autosome	Autosome
RBH_pair_10273.fa.best.phy	TRINITY_DN135725_c0_g1_i4	0.1847	0.3346	1.812	Chr07	Autosome	Autosome
RBH_pair_733.fa.best.phy	TRINITY_DN112494_c0_g2_i2	0.0567	0.1027	1.8125	Chr07	Autosome	Autosome
RBH_pair_10986.fa.best.phy	TRINITY_DN70826_c0_g1_i1	0.1935	0.3509	1.8134	Chr07	Autosome	Autosome
RBH_pair_10993.fa.best.phy	TRINITY_DN71930_c0_g1_i1	0.1593	0.289	1.8145	Chr07	Autosome	Autosome
RBH_pair_7253.fa.best.phy	TRINITY_DN130059_c0_g1_i1	0.074	0.1344	1.8167	Chr07	Autosome	Autosome
RBH_pair_8723.fa.best.phy	TRINITY_DN132643_c1_g5_i2	0.1995	0.3628	1.8192	Chr07	Autosome	Autosome
RBH_pair_2199.fa.best.phy	TRINITY_DN119338_c0_g1_i1	0.0671	0.1221	1.8194	Chr07	Autosome	Autosome
RBH_pair_867.fa.best.phy	TRINITY_DN113610_c0_g1_i1	0.086	0.1567	1.8232	Chr07	Autosome	Autosome
RBH_pair_9735.fa.best.phy	TRINITY_DN134518_c0_g1_i1	0.036	0.0657	1.8256	Chr07	Autosome	Autosome
RBH_pair_2632.fa.best.phy	TRINITY_DN120603_c0_g1_i1	0.2103	0.3841	1.8263	Chr07	Autosome	Autosome
RBH_pair_9371.fa.best.phy	TRINITY_DN133821_c9_g3_i1	0.084	0.1537	1.83	Chr07	Autosome	Autosome
RBH_pair_8229.fa.best.phy	TRINITY_DN131795_c0_g1_i1	0.0354	0.0649	1.8315	Chr07	Autosome	Autosome
RBH_pair_3485.fa.best.phy	TRINITY_DN122701_c2_g2_i4	0.0878	0.161	1.8335	Chr07	Autosome	Autosome
RBH_pair_11078.fa.best.phy	TRINITY_DN82636_c0_g1_i1	0.1158	0.2126	1.8362	Chr07	Autosome	Autosome
RBH_pair_6905.fa.best.phy	TRINITY_DN129448_c0_g2_i2	0.1101	0.2023	1.8371	Chr07	Autosome	Autosome
RBH_pair_11304.fa.best.phy	TRINITY_DN97012_c0_g2_i1	0.0222	0.0408	1.8405	Chr07	Autosome	Autosome
RBH_pair_4484.fa.best.phy	TRINITY_DN124815_c0_g2_i2	0.0933	0.1722	1.8464	Chr07	Autosome	Autosome
RBH_pair_10715.fa.best.phy	TRINITY_DN194461_c0_g1_i1	0.149	0.2759	1.8516	Chr07	Autosome	Autosome
RBH_pair_3411.fa.best.phy	TRINITY_DN122549_c0_g1_i1	0.0195	0.0361	1.8537	Chr07	Autosome	Autosome
RBH_pair_2282.fa.best.phy	TRINITY_DN119581_c0_g1_i1	0.1187	0.2204	1.8563	Chr07	Autosome	Autosome
RBH_pair_9044.fa.best.phy	TRINITY_DN133234_c0_g1_i4	0.1759	0.3265	1.8566	Chr07	Autosome	Autosome
RBH_pair_761.fa.best.phy	TRINITY_DN112759_c0_g4_i2	0.0486	0.0904	1.8592	Chr07	Autosome	Autosome
RBH_pair_6259.fa.best.phy	TRINITY_DN128209_c4_g3_i1	0.2056	0.3826	1.8606	Chr07	Autosome	Autosome
RBH_pair_6788.fa.best.phy	TRINITY_DN129217_c0_g3_i1	0.1425	0.2659	1.8667	Chr07	Autosome	Autosome
RBH_pair_5842.fa.best.phy	TRINITY_DN127458_c0_g6_i1	0.0775	0.1448	1.8674	Chr07	Autosome	Autosome
RBH_pair_851.fa.best.phy	TRINITY_DN113508_c0_g1_i1	0.1392	0.2602	1.8688	Chr07	Autosome	Autosome
RBH_pair_9806.fa.best.phy	TRINITY_DN134642_c6_g4_i1	0.0147	0.0275	1.8696	Chr07	Autosome	Autosome
RBH_pair_9386.fa.best.phy	TRINITY_DN133851_c2_g1_i1	0.0098	0.0184	1.8741	Chr07	Autosome	Autosome
RBH_pair_8823.fa.best.phy	TRINITY_DN132825_c3_g1_i6	0.1072	0.2019	1.8831	Chr07	Autosome	Autosome
RBH_pair_4940.fa.best.phy	TRINITY_DN125679_c0_g1_i2	0.0897	0.1689	1.8836	Chr07	Autosome	Autosome
RBH_pair_1999.fa.best.phy	TRINITY_DN118661_c0_g2_i1	0.0467	0.0879	1.8837	Chr07	Autosome	Autosome
RBH_pair_1846.fa.best.phy	TRINITY_DN118181_c0_g1_i1	0.1627	0.3065	1.8839	Chr07	Autosome	Autosome
RBH_pair_11190.fa.best.phy	TRINITY_DN92751_c0_g1_i1	0.0607	0.1145	1.8854	Chr07	Autosome	Autosome
RBH_pair_10645.fa.best.phy	TRINITY_DN164868_c0_g1_i1	0.1647	0.3107	1.8866	Chr07	Autosome	Autosome
RBH_pair_7971.fa.best.phy	TRINITY_DN131318_c1_g3_i1	0.0678	0.128	1.8869	Chr07	Autosome	Autosome
RBH_pair_3203.fa.best.phy	TRINITY_DN122032_c1_g2_i1	0.0746	0.1407	1.8871	Chr07	Autosome	Autosome
RBH_pair_2210.fa.best.phy	TRINITY_DN119358_c1_g1_i1	0.1153	0.2177	1.8884	Chr07	Autosome	Autosome
RBH_pair_12.fa.best.phy	TRINITY_DN100418_c0_g1_i1	0.2178	0.4114	1.8887	Chr07	Autosome	Autosome
RBH_pair_947.fa.best.phy	TRINITY_DN114120_c0_g1_i1	0.1318	0.25	1.8973	Chr07	Autosome	Autosome
RBH_pair_5443.fa.best.phy	TRINITY_DN126687_c0_g1_i1	0.0174	0.033	1.8996	Chr07	Autosome	Autosome
RBH_pair_9886.fa.best.phy	TRINITY_DN134813_c1_g1_i1	0.1761	0.3351	1.9028	Chr07	Autosome	Autosome
RBH_pair_7687.fa.best.phy	TRINITY_DN130801_c1_g1_i2	0.0589	0.1123	1.9057	Chr07	Autosome	Autosome
RBH_pair_3358.fa.best.phy	TRINITY_DN122408_c1_g2_i10	0.0199	0.038	1.9074	Chr07	Autosome	Autosome
RBH_pair_316.fa.best.phy	TRINITY_DN108126_c0_g2_i2	0.1477	0.2825	1.912	Chr07	Autosome	Autosome
RBH_pair_3399.fa.best.phy	TRINITY_DN122504_c0_g1_i1	0.1148	0.2206	1.9209	Chr07	Autosome	Autosome
RBH_pair_8241.fa.best.phy	TRINITY_DN131818_c5_g11_i1	0.0238	0.0458	1.9282	Chr07	Autosome	Autosome
RBH_pair_1903.fa.best.phy	TRINITY_DN118347_c0_g1_i2	0.1164	0.2246	1.9291	Chr07	Autosome	Autosome
RBH_pair_5650.fa.best.phy	TRINITY_DN127071_c0_g1_i1	0.0155	0.0299	1.932	Chr07	Autosome	Autosome
RBH_pair_6937.fa.best.phy	TRINITY_DN129523_c0_g4_i3	0.1061	0.2055	1.9359	Chr07	Autosome	Autosome
RBH_pair_3365.fa.best.phy	TRINITY_DN122434_c0_g2_i5	0.0921	0.1785	1.9386	Chr07	Autosome	Autosome
RBH_pair_8198.fa.best.phy	TRINITY_DN131736_c1_g1_i1	0.173	0.3356	1.9396	Chr07	Autosome	Autosome
RBH_pair_7040.fa.best.phy	TRINITY_DN129690_c6_g3_i2	0.0622	0.1207	1.9412	Chr07	Autosome	Autosome
RBH_pair_11173.fa.best.phy	TRINITY_DN91963_c0_g1_i2	0.0907	0.1762	1.944	Chr07	Autosome	Autosome
RBH_pair_6257.fa.best.phy	TRINITY_DN128209_c2_g4_i2	0.2133	0.4147	1.9445	Chr07	Autosome	Autosome
RBH_pair_11308.fa.best.phy	TRINITY_DN97116_c0_g1_i1	0.1556	0.3028	1.9463	Chr07	Autosome	Autosome
RBH_pair_5058.fa.best.phy	TRINITY_DN125978_c0_g1_i1	0.0653	0.1273	1.9493	Chr07	Autosome	Autosome
RBH_pair_8857.fa.best.phy	TRINITY_DN132884_c3_g6_i1	0.0265	0.0517	1.9531	Chr07	Autosome	Autosome
RBH_pair_4091.fa.best.phy	TRINITY_DN124017_c2_g2_i1	0.0276	0.054	1.9537	Chr07	Autosome	Autosome
RBH_pair_486.fa.best.phy	TRINITY_DN110314_c0_g1_i3	0.0766	0.1499	1.9564	Chr07	Autosome	Autosome
RBH_pair_7994.fa.best.phy	TRINITY_DN131360_c5_g1_i1	0.0282	0.0551	1.9579	Chr07	Autosome	Autosome
RBH_pair_1992.fa.best.phy	TRINITY_DN118641_c0_g1_i3	0.0993	0.1947	1.9616	Chr07	Autosome	Autosome
RBH_pair_10301.fa.best.phy	TRINITY_DN135781_c3_g1_i2	0.016	0.0314	1.9631	Chr07	Autosome	Autosome
RBH_pair_1467.fa.best.phy	TRINITY_DN116702_c3_g3_i1	0.1	0.1964	1.9636	Chr07	Autosome	Autosome
RBH_pair_226.fa.best.phy	TRINITY_DN106189_c0_g2_i1	0.1266	0.2486	1.964	Chr07	Autosome	Autosome
RBH_pair_3869.fa.best.phy	TRINITY_DN123577_c1_g2_i2	0.0358	0.0705	1.9668	Chr07	Autosome	Autosome
RBH_pair_34.fa.best.phy	TRINITY_DN101728_c0_g2_i1	0.1965	0.3865	1.9669	Chr07	Autosome	Autosome
RBH_pair_9440.fa.best.phy	TRINITY_DN133957_c1_g2_i2	0.1278	0.2515	1.9688	Chr07	Autosome	Autosome
RBH_pair_167.fa.best.phy	TRINITY_DN104972_c0_g1_i2	0.0377	0.0743	1.9699	Chr07	Autosome	Autosome
RBH_pair_9862.fa.best.phy	TRINITY_DN134774_c1_g2_i2	0.1943	0.383	1.9714	Chr07	Autosome	Autosome
RBH_pair_1169.fa.best.phy	TRINITY_DN115235_c0_g1_i2	0.0247	0.0488	1.9743	Chr07	Autosome	Autosome
RBH_pair_7264.fa.best.phy	TRINITY_DN130075_c4_g1_i2	0.0663	0.131	1.9747	Chr07	Autosome	Autosome
