gid	A10FO1	A15MT1	A17FO1	A17MT1	A2FO2	A6FO1	A6MT1	A8FO2	A8MT1	A12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary
TRINITY_DN132359_c3_g4_i1	1.135513524	2.071002733	6.638479576	3.719769011	1.637589987	5.419818798	4.450907504	0.442376324	4.065592231	6.453208466	csdc2	Chr04	104033084	104033084	2.416412362	0.47915714
TRINITY_DN132360_c0_g3_i2	6.999958279	0.119153972	1.075247431	0.066729336	3.321622397	1.119316481	0.176975138	7.474896628	0.115396366	0	NA	NA	NA	NA	2.553175535	-5.313860387
TRINITY_DN132361_c0_g1_i24	0.069253639	12.16653555	2.323619458	11.92949623	2.080408712	5.446648182	6.271561132	2.225851106	14.7186506	16.36437681	NA	NA	NA	NA	3.881931339	2.344263035
TRINITY_DN132362_c3_g1_i1	0.531772178	0.891232809	0.360448166	0.626338697	1.01288618	1.09860422	1.150015926	0.181273045	1.142374155	0.66274148	cdh9	Chr06	55405186	55405186	1.337361102	0.493901219
TRINITY_DN132363_c0_g1_i2	0.095324234	0.773293575	0.055382652	0.384946309	0.071144857	0.023282745	1.722817976	0.127325706	1.419803241	0.993859275	NA	NA	NA	NA	1.601199229	3.823479838
TRINITY_DN132363_c0_g3_i2	0.304883254	1.268626046	0.662728627	1.820273056	1.428062264	0.745954889	0.85259952	0.24574596	2.047698347	1.383623828	NA	NA	NA	NA	2.847142575	1.110999339
TRINITY_DN132364_c2_g1_i2	3.494228966	1.181085109	1.184236854	0.881918009	4.99848199	3.556075498	1.529323062	3.500462172	1.143838737	1.990773445	esrra	Chr04	39939444	39939444	0.154667354	-1.322035424
TRINITY_DN132365_c2_g1_i2	1.687754024	6.339438023	4.890603786	4.510029962	1.350185613	3.751296564	3.216521991	3.69854786	3.190616313	3.054177755	NA	NA	NA	NA	3.558483411	0.403085985
TRINITY_DN132366_c0_g2_i1	6.238390571	0.898463907	12.74075512	1.773051463	3.86144145	5.982233088	1.407778117	8.749326557	1.988869027	1.557671009	NA	NA	NA	NA	2.555740473	-2.29101868
TRINITY_DN132367_c0_g1_i3	81.00712205	70.79276163	68.58132688	42.8166078	78.61871449	64.69225746	30.35552866	82.77659038	36.10177984	46.42317391	NA	NA	NA	NA	7.023217555	-0.744995395
TRINITY_DN132367_c1_g1_i1	26.17831803	4.248354255	54.71454108	3.218227121	24.30121744	46.58212918	10.41103077	44.28187	16.09974523	2.739783243	NA	NA	NA	NA	4.957435468	-2.39515847
TRINITY_DN132367_c2_g2_i3	0.365915481	0.072148518	0.682072731	0.215493622	0.537664717	0.703820969	0.412152367	0.356385772	0.558986097	2.918631729	NA	NA	NA	NA	0.719004454	0.639425321
TRINITY_DN132368_c6_g4_i2	4.372375307	7.358314342	1.69056283	5.385663003	2.372790151	3.421931724	7.324871606	1.727392958	5.432894785	9.283663781	NA	NA	NA	NA	2.471473162	1.355456931
TRINITY_DN132369_c3_g2_i2	8.383778541	8.501408537	5.945376969	8.837431831	6.487243271	4.27612197	10.49379779	4.281707532	10.69523176	13.27587543	NA	NA	NA	NA	4.006490286	0.81574264
TRINITY_DN132370_c0_g1_i1	0.693385611	2.998337878	5.129413971	3.273809628	3.029191939	3.311240621	3.464414702	1.117783353	3.177724934	5.492471731	NA	NA	NA	NA	3.207161265	0.484264057
TRINITY_DN132371_c3_g3_i1	51.65101609	14.42392703	57.64306412	9.203768837	67.0635612	11.74934178	8.689188255	97.09243853	16.50888682	12.3992192	rfc2	Chr02	97105226	97105226	5.462262802	-2.250498398
TRINITY_DN132371_c4_g1_i1	0.323056061	0.663798263	0.743363472	2.1027964	1.832130786	1.279104022	3.465643569	0.417315395	1.36365283	1.688465377	NA	NA	NA	NA	2.541330957	1.021738414
TRINITY_DN132371_c4_g2_i1	10.87995309	5.326085693	8.20117261	2.651330745	5.512641856	7.216231254	3.245392731	5.700240718	4.943201914	3.81537935	NA	NA	NA	NA	1.161766442	-0.910828674
TRINITY_DN132374_c1_g2_i2	7.982994925	12.23049164	16.28362031	9.373432289	11.62472428	17.03981712	7.144230236	11.50326983	4.289122142	12.57666846	NA	NA	NA	NA	4.939471783	-0.501043087
TRINITY_DN132375_c3_g1_i3	1.930795311	4.853924854	1.914032549	8.485437062	4.161006656	2.764712309	9.264518411	0.451322567	3.152336604	4.851156713	zc2hc1a	Chr06	108399891	108399891	2.618709861	1.449198309
TRINITY_DN132376_c0_g1_i2	18.5227502	22.72869935	12.54738377	13.47979859	10.8206644	12.1018019	10.89653135	19.55341537	13.34934239	13.28028309	NA	NA	NA	NA	5.47782831	-0.011863277
TRINITY_DN132378_c0_g1_i1	0.51655979	1.279064748	0.89162753	0.392643816	0.910035566	0.379973024	0.55855873	0.336964541	0.481727757	0.546167071	NA	NA	NA	NA	1.903997225	0.091637538
TRINITY_DN132380_c4_g1_i2	0.280978331	0.531851869	0.157124528	0.384724127	0.165144294	0.132109612	0.805131744	0.082098204	0.450694595	0.521067878	NA	NA	NA	NA	0.89908854	1.721284497
TRINITY_DN132381_c5_g2_i1	7.192101696	4.888869703	10.01930029	3.159109287	6.072133865	6.929570402	4.27512259	13.37490024	10.01570238	5.039330989	NA	NA	NA	NA	3.649829953	-0.67998194
TRINITY_DN132384_c0_g1_i7	0.532453938	0.658544424	0.590580457	0.427596611	0.742857403	0.806905858	0.471064216	0.84859689	0.554588479	0.405393865	NA	NA	NA	NA	0.891728606	-0.492477831
TRINITY_DN132385_c4_g2_i2	2.28865212	1.504198522	2.223536145	2.066664588	2.424590312	1.956494734	3.024671449	2.79373975	5.477427135	2.616528684	camlg-like	Chr03	17159051	17159051	1.89960033	0.32805181
TRINITY_DN132386_c2_g1_i1	5.205021097	3.860067156	2.448600044	4.941116389	3.551354013	3.054952221	11.04642355	3.268669503	6.230561921	6.134531505	NA	NA	NA	NA	2.198804374	0.885407901
TRINITY_DN132386_c3_g1_i4	0.224945721	1.900848828	3.561350041	1.390979318	0.503661986	1.401034313	0.451722056	0.18778916	2.724538199	0.46137145	NA	NA	NA	NA	1.504749538	0.271853541
TRINITY_DN132386_c4_g1_i1	62.7667157	48.73566705	56.79111366	33.42305487	49.74148269	62.69802424	27.59797711	73.4923288	26.24583093	33.66548329	NA	NA	NA	NA	6.432427495	-0.859386959
TRINITY_DN132388_c0_g3_i1	8.062441727	22.56588367	2.699137246	25.79610177	4.366262924	2.185370033	37.63606809	3.447424866	68.37902633	37.52607944	tbl3	Chr09	11124965	11124965	3.921126955	3.20356835
TRINITY_DN132388_c0_g6_i3	13.07585532	12.56361331	14.10363783	11.85645694	9.126576681	9.255961587	12.17524045	12.12887109	6.341321535	6.870307397	NA	NA	NA	NA	4.436305537	-0.212665677
TRINITY_DN132389_c2_g4_i1	128.1795175	208.0312861	136.3300761	134.1923626	119.8776787	108.2034987	99.66510591	178.5724794	256.913943	153.3586959	NA	NA	NA	NA	7.673715258	0.331793958
TRINITY_DN132389_c3_g13_i2	1.169032201	85.16411023	7.44437603	103.5048591	1.433123545	0.96430231	64.12436273	2.253202844	26.55287475	51.84906028	NA	NA	NA	NA	6.85602715	4.64887139
TRINITY_DN132390_c0_g2_i1	44.29794995	30.00722438	51.71915127	24.63483909	45.36659192	52.20597962	22.9906084	56.24415453	15.81676569	23.51488518	NA	NA	NA	NA	6.520232685	-1.102135352
TRINITY_DN132392_c0_g1_i1	4.574604253	7.008880644	25.42892497	9.208383345	21.10810276	19.20080426	3.62881628	8.326607983	1.847326411	5.966712522	NA	NA	NA	NA	4.29224917	-1.506081427
TRINITY_DN132392_c2_g3_i2	15.75717344	14.06419503	25.13993173	14.75838403	25.90941672	28.68451923	12.64562207	15.25088442	6.246165462	15.8226026	zfyve28-like.2	Chr03	36661549	36661549	5.098762028	-0.799886596
TRINITY_DN132392_c3_g2_i2	409.9846516	300.7584694	461.5499951	162.8700204	434.4275058	489.9814407	156.7599428	462.4103756	227.5963	227.421871	NA	NA	NA	NA	8.506869989	-1.075996404
TRINITY_DN132392_c3_g3_i1	28.52541413	17.2272779	57.19439846	11.98256323	55.88579689	54.5688496	11.0005486	31.00761624	15.08416732	15.03578975	NA	NA	NA	NA	3.380414198	-1.69147174
TRINITY_DN132393_c0_g2_i3	204.9062611	44.43323114	197.0677695	177.8313358	201.2832585	132.1841501	79.13690826	98.79825233	87.24585896	93.22753247	NA	NA	NA	NA	8.424792606	-0.792454026
TRINITY_DN132394_c0_g1_i1	6.868243041	0.507836078	0.32733723	5.877630309	0.911081584	1.192636049	2.378854003	4.766176228	4.180479354	1.155574539	NA	NA	NA	NA	0.964843297	-0.008082459
TRINITY_DN132395_c1_g1_i1	30.01866294	21.82372484	61.46842003	22.94375671	42.46570663	54.33459356	10.10954087	18.13012778	5.740209096	16.90433136	tgfa	Chr03	112052377	112052377	6.537067359	-1.406692608
TRINITY_DN132395_c1_g2_i8	19.02794717	39.73835114	8.291318902	22.98346775	17.81518845	21.82682233	28.39562174	27.00434461	26.47246042	27.52795729	NA	NA	NA	NA	4.105908074	0.611418665
TRINITY_DN132396_c1_g1_i7	7.523805641	5.026408237	7.739725557	3.557745967	6.589792336	7.642561028	6.436639384	5.431237129	5.78062748	3.547751756	NA	NA	NA	NA	3.23224217	-0.508120493
TRINITY_DN132397_c1_g1_i5	0.017120705	2.187475957	0.417773957	2.661823273	0.380144583	0.731796887	2.369626352	0.100048937	2.412727369	2.43757726	NA	NA	NA	NA	2.499085453	2.877588576
TRINITY_DN132397_c1_g3_i1	0	3.911344181	0.357609271	4.225558375	0.505325503	0.240541042	3.460907092	0	3.143231652	2.777371733	NA	NA	NA	NA	0.967318753	3.851912772
TRINITY_DN132397_c1_g4_i1	0	6.104803235	0.361838069	5.030031079	0.813433528	1.369043359	5.676047972	0	6.52389943	2.980530731	NA	NA	NA	NA	0.320949204	3.253637585
TRINITY_DN132401_c7_g1_i1	22.96365324	17.98184974	8.783290449	24.72899956	10.85459212	8.787158057	16.67205158	10.3520777	21.5492231	11.12065545	NA	NA	NA	NA	3.303008888	0.572865653
TRINITY_DN132403_c1_g2_i1	0.831232676	2.413745986	0.384156684	1.935854961	0.345442841	0.775193401	0.776250288	0.529909848	1.81815415	1.989034778	mccc1	Chr05	96581855	96581855	0.246681986	1.615552384
TRINITY_DN132404_c1_g1_i10	0.48745783	1.081275099	0.4336642	3.283384889	1.114174798	0.260444966	0.625920127	1.210644976	1.535858586	0.947720316	znf423	Chr04	46965827	46965827	0.457880456	1.049111172
TRINITY_DN132408_c0_g1_i3	57.54998878	48.83822981	69.54722036	43.79526526	54.03107836	67.53191615	33.81005764	63.04188798	23.11967623	40.16108843	NA	NA	NA	NA	7.3341008	-0.721667968
TRINITY_DN132410_c0_g2_i1	0.329334296	0.960120843	0.514228155	1.277994356	0.22275382	0.864721543	1.367211302	0.178707632	1.671021734	1.027286457	NA	NA	NA	NA	2.339809302	1.604135829
TRINITY_DN132410_c0_g4_i1	1.728041436	12.55394355	10.88822151	10.083552	3.910021502	5.076735405	5.829318451	3.043689877	9.508930374	9.871548323	NA	NA	NA	NA	4.363583405	0.968083935
TRINITY_DN132411_c1_g2_i1	0.411745609	1.082466193	0.186060818	1.535730325	0.239014743	0.195548897	3.017620001	0.106939286	1.782160729	0.492627613	NA	NA	NA	NA	0.609153609	2.788087829
TRINITY_DN132412_c0_g4_i2	38.58516202	47.62135158	69.80004804	60.17424568	56.12208649	63.63383738	32.4144521	39.24666328	89.63628718	55.08337404	NA	NA	NA	NA	6.747987953	0.09744445
TRINITY_DN132412_c0_g6_i1	1.542671777	2.142433453	1.704881407	4.50302322	1.839683968	1.08942716	6.454817266	1.724603241	5.379293286	3.932163363	NA	NA	NA	NA	1.712610939	1.504649319
TRINITY_DN132413_c0_g1_i3	0.23157212	8.243648373	0.149830454	7.382934056	0.068740364	0.035993368	1.38858244	0.418276367	13.86892873	10.20089751	NA	NA	NA	NA	3.791359552	5.4933734
TRINITY_DN132414_c10_g2_i8	15.74800206	10.83662269	17.66319376	18.37578315	14.29190134	14.15679683	36.61836756	11.91871112	25.02228017	16.46605832	NA	NA	NA	NA	4.807779174	0.555153769
TRINITY_DN132415_c1_g2_i1	636.2608769	1716.797552	302.6517911	978.5888517	225.3313303	267.9875789	826.7849143	493.1021421	1510.352328	1338.903454	NA	NA	NA	NA	10.67716516	1.712041807
TRINITY_DN132416_c1_g1_i1	0.441764735	0.587951422	5.867131407	0.414633969	1.37035437	2.643552766	0.432899726	0.484042103	0.759213266	0.165169875	NA	NA	NA	NA	1.753058203	-2.151406127
TRINITY_DN132416_c2_g1_i5	45.54757267	14.86737681	34.30987851	9.779886166	37.04008139	43.17191799	8.861553036	42.74232815	9.484741575	8.432770973	cdk5rap3	Chr10	4690378	4690378	5.731640708	-1.986591807
TRINITY_DN132417_c0_g1_i1	0.018025784	3.518649386	0.064146163	5.652849462	0.347267725	0.115572454	2.543624093	0.189608368	2.127222318	3.989841779	NA	NA	NA	NA	3.838943591	4.540603418
TRINITY_DN132420_c5_g3_i4	58.91785891	42.05088603	59.49463345	28.86825697	48.82243065	65.08433272	26.60482306	58.86876011	31.71703463	34.93408969	syt8	Chr04	12544372	12544372	7.056203052	-0.830504196
TRINITY_DN132422_c3_g1_i1	15.85853443	5.073787325	5.273242411	11.80634907	6.643766064	5.797940269	33.70266114	13.1724084	7.313535673	9.427201512	NA	NA	NA	NA	3.027058445	0.53133571
TRINITY_DN132424_c4_g1_i1	5.467323222	4.511656817	4.632356463	7.930238845	8.904085782	8.655255429	13.19217136	4.930495502	6.612068293	6.097144062	NA	NA	NA	NA	3.880568248	0.244426452
TRINITY_DN132424_c5_g1_i2	13.98405544	10.19946997	46.47096244	11.89765909	30.11781614	48.89362216	11.25156312	22.61138166	7.940067706	8.908414567	frem1	Chr04	77277148	77277148	6.145861739	-1.676609439
TRINITY_DN132426_c4_g3_i1	10.0856697	36.87077074	20.7143713	30.80370202	17.06545495	24.0233271	24.69710021	11.15788283	27.85650307	33.27957227	NA	NA	NA	NA	6.59832744	0.893159611
TRINITY_DN132427_c1_g1_i1	0.015090258	0.321341665	0.076714088	0.546544349	0.068983135	0.077401042	0.554783862	0	1.089227731	1.011054244	NA	NA	NA	NA	0.877675307	3.79303355
TRINITY_DN132429_c0_g3_i7	8.915709685	0.244775609	15.20383589	0.315701084	13.35227769	18.41119436	0.18304941	4.990272401	0.107752925	0.315061537	NA	NA	NA	NA	4.504419086	-5.687278852
TRINITY_DN132430_c0_g1_i3	1.013402527	1.669884514	1.490347154	1.1350035	2.292682527	0.324871901	1.692615488	1.269012866	1.326952616	2.056872328	NA	NA	NA	NA	2.488212018	0.281663591
TRINITY_DN132431_c2_g2_i1	2.291100695	5.585178126	2.047088897	11.40743696	4.307269815	2.25534369	7.582280698	4.300578957	0	11.37995589	NA	NA	NA	NA	2.386327468	1.210476571
TRINITY_DN132431_c2_g3_i1	6.88020299	0	0	0	0	0.534696653	6.725697644	0	2.547988834	0	NA	NA	NA	NA	0.877917084	0.374424797
TRINITY_DN132431_c3_g1_i3	5.712248555	1.855080818	5.466213941	2.572498702	9.655151367	1.053242814	1.635004439	3.010825428	1.668252398	1.608081074	NA	NA	NA	NA	1.178946711	-1.425750499
TRINITY_DN132431_c5_g1_i1	1.025255885	0.488534964	0.796289395	0.037736874	0.818334162	1.545974743	0.354140713	1.01519724	0.163147814	0.170368598	NA	NA	NA	NA	1.696882904	-2.082103874
TRINITY_DN132431_c6_g1_i1	3.593047946	3.6256007	1.289358861	8.868549549	4.27882003	4.426689645	25.53935178	2.34670509	13.68182477	8.344835986	LOC100127794	Chr03	77201236	77201236	2.370700819	1.923995816
TRINITY_DN132432_c4_g1_i1	1.216467798	2.937230382	4.126137183	3.206173836	3.099530926	4.117056396	2.04314057	1.025520337	2.261973233	2.409805159	NA	NA	NA	NA	4.195855157	-0.064979557
TRINITY_DN132433_c1_g3_i2	81.65379546	8.653408137	115.5474935	7.77081927	94.20362963	107.7654637	6.993478386	101.7993757	5.689929736	8.452040139	NA	NA	NA	NA	7.598093217	-3.741501942
TRINITY_DN132436_c0_g1_i3	20.80765449	35.00529473	18.82420524	33.1054798	15.5427545	20.27425683	42.20153814	15.46080675	28.96677245	36.47257822	NA	NA	NA	NA	6.045936367	0.955098134
TRINITY_DN132437_c1_g1_i4	0.93444498	2.266237778	1.0925971	1.238197408	0.381401141	1.258152233	0.795705839	0.873704437	1.632695005	1.425455599	NA	NA	NA	NA	1.855127695	0.696857215
TRINITY_DN132438_c0_g1_i2	1.631992963	1.331521423	0.572174833	0.944536578	2.131554851	0.673514917	1.369150059	0.855036108	2.063249495	1.75058582	NA	NA	NA	NA	0.825591407	0.317383151
TRINITY_DN132439_c5_g1_i1	8.285567509	1.633687133	2.164561651	3.608801652	5.147881846	4.230163159	4.324071035	5.716095982	8.767845616	2.40944816	NA	NA	NA	NA	2.519821085	-0.301268482
TRINITY_DN132439_c5_g9_i1	1.059474672	0.835597628	1.555965235	1.663845315	0.922523739	2.213959385	4.83704261	0.412752909	5.529850766	4.225315067	NA	NA	NA	NA	0.582751794	1.486972982
TRINITY_DN132440_c0_g1_i4	6.334983592	21.93246963	10.51400134	25.26503203	8.639192701	13.0610872	9.166978678	4.790822461	20.81386235	24.85599878	NA	NA	NA	NA	3.438188987	1.23641735
TRINITY_DN132441_c0_g3_i1	0.117919952	4.185105666	0.719361204	4.16669951	1.925198604	1.512089343	2.422641444	0.137818689	2.296771025	3.527094349	NA	NA	NA	NA	0.43583996	1.844873762
TRINITY_DN132442_c1_g1_i1	1.616670223	0.754965281	2.681871714	0.751644933	2.389376175	1.963950337	1.127073332	2.187818739	0.633669319	1.221627663	Xetrov90004847m	Chr02	53354833	53354833	1.393013601	-1.263022918
TRINITY_DN132442_c2_g1_i2	14.4797064	29.91398013	15.74865945	23.66525611	14.53475949	16.71245115	16.5745629	12.40359642	19.2234963	23.33863662	NA	NA	NA	NA	5.907928997	0.606200408
TRINITY_DN132442_c3_g2_i2	0.812136421	1.552039637	0.889246447	1.765958565	0.69355801	0.23142306	1.992764134	1.216900875	1.550812247	1.719108332	NA	NA	NA	NA	2.094718105	1.146734494
TRINITY_DN132443_c2_g2_i1	263.2457615	156.3166988	141.8657013	108.1903778	132.9195233	130.2741983	145.1701753	324.4107585	485.3946146	76.5782281	NA	NA	NA	NA	9.112457665	-0.041050119
TRINITY_DN132444_c9_g1_i3	0.184830472	0.573985286	0.751695642	0.428595668	0.06035202	0.63202239	0.049964533	0.162015161	0.450001533	0.525202714	inpp5e-like	Chr02	81879378	81879378	0.307539114	0.186248146
TRINITY_DN132446_c1_g7_i1	4.358553742	11.23159904	2.76420373	23.33014025	3.522729365	3.799768651	27.39096796	3.076604602	35.40100072	22.35623685	NA	NA	NA	NA	4.473015564	2.774772552
TRINITY_DN132447_c0_g2_i1	60.19861578	213.9477778	38.85093008	119.3598209	43.15824859	40.80533879	100.315126	54.90921054	102.7032617	164.5081491	mthfsd	Chr04	66798370	66798370	6.695072489	1.543097895
TRINITY_DN132448_c1_g1_i3	1.468385551	1.979546033	1.006880923	0.693816109	2.096272493	3.736633608	1.993947199	1.35697355	2.934366765	1.675117508	NA	NA	NA	NA	1.98594798	-0.049630383
TRINITY_DN132448_c1_g2_i7	1.273969544	3.301379585	4.811082691	3.322586809	5.150285906	7.986552872	2.000727021	2.552484248	7.50662968	2.830701873	LOC100037907	Chr07	55676429	55676429	2.247794199	-0.18943015
TRINITY_DN132449_c1_g1_i1	4.100322994	3.699784678	2.402444932	5.83222887	3.766971935	3.683465833	10.48307063	4.223672339	8.997585569	6.23615778	NA	NA	NA	NA	2.455270736	0.957575114
TRINITY_DN132449_c1_g2_i1	1.138209374	4.947760485	4.036950544	6.290003372	2.76580731	4.367268674	8.44352834	2.041824716	10.09902438	5.922227451	NA	NA	NA	NA	3.724146605	1.332008878
TRINITY_DN132449_c2_g1_i1	6.970656253	6.968244753	8.413682242	6.867756717	3.364673961	11.42233383	6.304919078	3.280336655	10.82476895	7.267895835	NA	NA	NA	NA	5.228748383	0.216384141
TRINITY_DN132450_c11_g11_i1	9.359480064	18.00818424	11.29386402	18.98897459	11.61996098	11.869789	16.237211	8.775139115	19.44355892	17.59689906	NA	NA	NA	NA	3.285178534	0.768784044
TRINITY_DN132450_c6_g1_i1	1.425859796	2.453590038	1.317930796	3.66419867	3.386042189	1.994598751	3.223741586	1.21197858	0.891080365	2.171210589	sema3c	Chr03	69578158	69578158	0.379906081	0.395951262
TRINITY_DN132451_c3_g1_i1	0.026229258	0.574057787	0.240014225	0.625597011	0.137032704	0.04484509	0.241075557	0.061310777	0.856470385	0.407961455	NA	NA	NA	NA	0.850475202	2.381746674
TRINITY_DN132452_c4_g3_i2	60.88593061	36.7086682	61.52177494	40.09837011	48.89543245	76.28425177	41.56650123	56.77162821	50.42393601	43.18665645	NA	NA	NA	NA	6.415389113	-0.517473168
TRINITY_DN132453_c0_g1_i1	2233.720024	10373.21765	1537.004646	4452.619997	1060.72417	752.0515671	2639.493121	1932.381603	7536.341162	5679.30438	NA	NA	NA	NA	10.8735701	2.011141608
TRINITY_DN132453_c0_g2_i1	94.24304194	432.6245277	73.30990051	237.7662481	51.02031106	31.83454567	147.4464992	88.33519245	397.5026514	286.50743	NA	NA	NA	NA	7.230309669	2.13154241
TRINITY_DN132453_c0_g5_i1	0.536581488	4.284866906	3.000591277	0.948004888	0.613227989	0.458706173	1.595572807	0.470346338	5.071905098	3.209929276	NA	NA	NA	NA	0.19291653	1.573119632
TRINITY_DN132454_c5_g2_i1	1.1347379	5.087124126	0.364335657	4.853719593	0.078004596	0.357387122	2.486285151	1.047017733	4.379287107	2.643829583	ndst1	Chr03	6006460	6006460	1.437655247	2.705821253
TRINITY_DN132454_c7_g2_i2	1.626349277	0.938550917	9.114794277	0.315367815	6.087599344	5.629073915	0.450367985	1.344462771	0.318133563	0.284754758	NA	NA	NA	NA	2.214379247	-3.343785403
TRINITY_DN132455_c0_g1_i2	6.275691384	4.763356531	8.465516698	5.719430929	7.304003033	11.86648986	4.649374681	5.66442233	3.801569606	4.326661942	NA	NA	NA	NA	5.126868981	-0.757921881
TRINITY_DN132456_c6_g1_i1	3.740013112	4.152288129	8.16098244	2.89720696	3.456971751	9.370303276	6.688311314	0.806978256	12.19587548	4.302585999	ank1	Chr03	120028510	120028510	3.749871206	0.286252372
TRINITY_DN132458_c0_g2_i2	0.360686467	2.560229965	3.350515964	4.764836034	0.963602484	2.662929487	1.701871034	1.264654579	3.625316775	2.510769882	NA	NA	NA	NA	3.33305735	0.83379836
TRINITY_DN132463_c2_g1_i2	0.759131736	2.857527282	0.070167003	2.926244402	0.135205374	0.471968864	1.902886522	0.161315195	3.162757824	1.073390109	NA	NA	NA	NA	0.560116714	2.884160053
TRINITY_DN132463_c2_g2_i1	0.040573864	0.576003992	0.288770534	0.430103039	0.039745308	0.242796995	0.131618177	0.21339277	0.627569202	0.194176261	NA	NA	NA	NA	0.077226305	1.247826521
TRINITY_DN132465_c3_g1_i1	0.463065373	1.424339548	1.563107539	0.376335363	0.907218288	2.897692432	0.660943726	0.82263411	2.525403302	1.241023767	NA	NA	NA	NA	2.290665226	-0.075848481
TRINITY_DN132465_c3_g2_i4	10.40357604	10.98385576	10.1562746	8.348119695	4.114345395	6.342505529	6.588317288	2.955014241	14.76899007	14.08370886	kcnab1	Chr05	104930785	104930785	3.892060937	0.700324647
TRINITY_DN132467_c0_g1_i1	2.285007639	1.977984723	1.756604379	2.412374759	2.365731167	2.334526343	2.259869259	1.107321009	3.320386415	3.800742345	NA	NA	NA	NA	1.608892465	0.475805038
TRINITY_DN132467_c0_g2_i3	0	0.433979363	0.659878762	0.67303323	0.75554431	0.723682384	0.42717333	0.065959698	0.872917292	0.405134164	NA	NA	NA	NA	0.440388732	0.352180843
TRINITY_DN132468_c5_g1_i2	45.46430554	47.83036785	27.19130855	41.55170063	22.60183161	28.77964228	20.838049	26.66008563	54.79334169	48.37217513	mid1	Chr02	71802740	71802740	4.008438493	0.495635312
TRINITY_DN132469_c1_g1_i4	32.36121579	20.77582071	49.03026144	16.95207309	39.03006829	52.81690691	13.99311045	20.44214203	37.07714749	17.91879394	NA	NA	NA	NA	5.870296459	-0.845284922
TRINITY_DN132470_c1_g1_i2	79.37712663	12.90365307	74.0639452	8.23225284	69.54710782	75.97723098	8.343319909	77.53751013	5.767720178	11.43651945	NA	NA	NA	NA	6.614589938	-3.020682915
TRINITY_DN132471_c5_g1_i2	3.016352766	4.795109038	3.961330257	5.273626831	3.057351711	3.841013512	6.251395395	3.011241378	7.847817174	3.12017365	NA	NA	NA	NA	3.303289567	0.701835476
TRINITY_DN132471_c5_g3_i1	0.677410259	0.801400572	1.878403145	1.251214637	1.689104853	1.105547172	0.599307677	1.151595305	1.834483953	1.326237683	zbtb2	Chr05	37740462	37740462	0.589842599	-0.182781916
TRINITY_DN132471_c7_g1_i4	0.216309412	1.74013206	1.055662567	0.573246706	0.480288922	0.221899111	3.999629608	0.050562231	0.892194215	0.569361205	NA	NA	NA	NA	0.793291685	1.968572785
TRINITY_DN132472_c0_g2_i4	0.203147169	1.8265108	2.51987543	3.337863817	1.105548406	2.581804044	2.233251351	0.90222569	3.367136584	2.835615472	LOC100490310	Chr02	146504622	146504622	3.425773854	0.915522457
TRINITY_DN132473_c0_g3_i1	12.86923867	26.23686053	12.51296786	26.71012329	15.01349103	5.287126834	19.62366038	18.7646115	20.39914571	27.87945252	NA	NA	NA	NA	4.372020753	0.881851053
TRINITY_DN132473_c0_g5_i5	1.353255365	5.363180865	1.375904291	1.733375507	1.502370038	1.099011563	1.646192152	6.089214961	4.728910361	0.323816912	NA	NA	NA	NA	1.441821273	0.234529584
TRINITY_DN132475_c1_g1_i2	0.723085594	1.399804573	1.136199028	2.264678345	0.643926826	1.067700693	3.09196471	0.691449318	5.573271872	2.202139514	NA	NA	NA	NA	1.075053951	1.778676677
TRINITY_DN132475_c2_g1_i3	0	0.840498494	0.068795215	1.524175015	0.044187354	0.115685428	0.567021741	0.079080714	2.945878586	0.728588053	NA	NA	NA	NA	0.60791073	4.348132034
TRINITY_DN132475_c4_g1_i2	5.026163453	14.4775368	9.998382642	8.590405781	7.09986502	9.714288892	4.401019578	4.15033312	4.819710922	6.209579049	hand2	Chr01	39412802	39412802	3.245292903	0.098508527
TRINITY_DN132476_c6_g1_i2	21.0351791	8.374426429	14.02642884	14.06969254	23.84946322	11.86212563	16.80901523	12.64496478	11.47427772	10.5866116	NA	NA	NA	NA	4.651341027	-0.445174164
TRINITY_DN132476_c6_g2_i1	4.597088077	0.155386276	1.201892866	0.92821731	2.916365369	0.449131661	3.408586104	4.912307868	1.053402404	0.471439328	NA	NA	NA	NA	0.277699665	-1.173356645
TRINITY_DN132477_c1_g1_i1	5.249756521	10.58110704	2.86649948	18.55000577	4.190227208	3.822980939	28.59318624	9.317085331	8.7994186	11.39885559	NA	NA	NA	NA	2.918213447	1.60406912
TRINITY_DN132477_c3_g1_i9	18.63822793	10.53298598	21.77516693	8.241226206	15.01932437	20.61436023	6.195206779	12.94203496	6.924475075	11.23465841	NA	NA	NA	NA	5.490809291	-1.044328019
TRINITY_DN132478_c0_g3_i1	0.186825943	0.60780988	0.522370141	5.528749157	0.732043129	0.239567191	1.464614862	0.54588104	1.177284314	1.620559436	NA	NA	NA	NA	1.000532432	2.185528257
TRINITY_DN132479_c0_g1_i8	1.344626076	1.729066037	1.783213796	1.523493498	1.298078167	1.424352402	1.058855634	0.717437067	0.937741667	0.979245316	NA	NA	NA	NA	1.651237547	-0.073617128
TRINITY_DN132480_c0_g2_i5	24.57729456	68.88702902	27.62944243	53.4600055	33.04404743	35.65095787	57.37265341	27.43451653	27.28473866	46.61323188	NA	NA	NA	NA	7.420209344	0.770557393
