gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb
TRINITY_DN131785_c0_g1_i9	7.53E-06	2.99E-05	0.450825228	2	-1.149359844	2.728251373	1.447976576	0.934370676	-0.097933097	1.148790994	0.200116344	0.554854584	-0.849818375	1.111718993	0.152792167	5.624764769	2.491792763	0.425573891	-1.232518451	5.46322443	2.44975269	1.867098141	0.900797762	NA	NA	NA	NA	3.051213887	2.302010461	1	male
TRINITY_DN131786_c0_g6_i1	1.69E-05	6.32E-05	0.033568871	2	-4.896732173	0.992829383	-0.010382282	0.64848331	-0.624858651	4.626006396	2.209767261	0.504211568	-0.987898877	0.229575543	-2.122959137	3.412029955	1.770630312	0.313868362	-1.671768483	1.115362959	0.157513265	1.566358311	0.647414273	NA	NA	NA	NA	1.546802273	2.744900842	1	male
TRINITY_DN131787_c2_g1_i1	0.000123529	0.000392234	3.679665401	2	1.879574585	3.242671782	1.697183004	7.27253301	2.86245794	1.459418429	0.545393577	5.088017422	2.347103611	10.06279668	3.330959414	1.573266182	0.653762782	3.927589657	1.973644209	1.204541507	0.268484108	2.672938666	1.418426733	NA	NA	NA	NA	3.887613467	-1.558426825	1	female
TRINITY_DN131791_c2_g3_i5	0.039307922	0.068721847	4.504491013	2	2.171364097	2.664487013	1.413857801	0.686982148	-0.541655485	7.228794326	2.853755043	1.470835029	0.556635441	0.898506885	-0.154398536	6.372537185	2.671867887	4.387178427	2.133293382	5.332951683	2.414934257	5.389338957	2.430108326	NA	NA	NA	NA	1.902677	1.156925888	1	male
TRINITY_DN131800_c3_g3_i2	4.59E-05	0.000158077	4.313038735	2	2.108704673	12.69397247	3.666071714	6.8452284	2.77509868	16.35524543	4.031681504	7.900336276	2.981914063	6.564796396	2.714750267	29.37569019	4.876550843	6.639174454	2.731003861	16.09023002	4.008113045	15.22911431	3.928760135	NA	NA	NA	NA	4.023439489	1.478719482	1	male
TRINITY_DN131801_c4_g3_i2	7.98E-11	6.95E-10	80.63803423	2	6.333388565	21.59790121	4.432819219	57.83568851	5.853888102	27.39753435	4.775974158	57.72443348	5.851110204	61.5834057	5.944469749	19.81689019	4.308658677	72.49655985	6.179840632	22.85503171	4.514439915	19.22819549	4.265151471	NA	NA	NA	NA	6.442744429	-1.581354367	1	female
TRINITY_DN131803_c3_g8_i1	0.015733296	0.030840486	0.668137181	2	-0.58178375	1.501817358	0.586709372	0.543455633	-0.879765835	1.180430797	0.239313466	0.479961675	-1.059008884	0.514051995	-0.960013803	1.336551248	0.418515157	0.312353553	-1.678748154	1.377906124	0.462477601	0.479630359	-1.060005115	NA	NA	NA	NA	-0.00391446	1.219931716	1	male
TRINITY_DN131806_c1_g1_i1	0.024586202	0.045542714	23.40578768	2	4.548793412	2.362170217	1.240112928	3.157964945	1.658995157	3.429681147	1.778074457	3.766971935	1.913405285	3.603489838	1.849394777	3.658380658	1.871205197	12.44608772	3.637620414	6.354659651	2.667814858	2.654364593	1.408366547	LOC100487349	Chr06	61545114	61545114	2.069588971	-1.335313941	1	female
TRINITY_DN131806_c3_g2_i1	2.71E-09	1.89E-08	35.37860608	2	5.144805302	13.68448951	3.774469712	35.37642559	5.144716381	8.180018181	3.03210405	36.60492195	5.193965743	44.05108279	5.461105576	12.20835611	3.609797045	27.25416631	4.768404885	7.895368066	2.981006523	14.98052593	3.905016369	fkbp14	Chr06	80496064	80496064	5.727199681	-1.647574597	1	female
TRINITY_DN131807_c5_g2_i2	6.17E-08	3.48E-07	41.3822818	2	5.370941292	300.6501267	8.231941756	83.01260404	6.375258496	187.1713961	7.548216166	79.53247747	6.313472207	73.93981151	6.208279461	120.1312418	6.908467583	61.14671284	5.934203038	196.0584774	7.615140214	198.6398747	7.634011446	cyp1c1	Chr08	94777988	94777988	6.22080609	1.558219018	1	male
TRINITY_DN131808_c0_g1_i1	0.0002226	0.00067155	53.56949617	2	5.743339822	18.33591838	4.196600622	43.06797285	5.428543514	19.34084539	4.273578951	36.70340916	5.197842167	37.88364534	5.243503255	24.16252212	4.594699148	47.83626759	5.580032923	24.05045275	4.587992148	19.44379768	4.281238122	NA	NA	NA	NA	4.909440248	-1.057191074	1	female
TRINITY_DN131809_c9_g1_i2	1.09E-22	3.25E-21	23.00383436	2	4.52380245	4.20840604	2.073273907	40.56878845	5.342298313	4.451765997	2.154377761	30.70364448	4.940338007	28.78828153	4.847409767	4.695959929	2.231420098	26.64315609	4.735693086	4.007762736	2.002797102	3.3339274	1.737222688	Xetrov90000766m	Chr01	36457341	36457341	5.31719541	-2.847894409	1	female
TRINITY_DN131810_c3_g8_i1	1.03E-08	6.54E-08	1.421918897	2	0.507839179	0	NA	1.040916254	0.057854003	0	NA	2.89719452	1.534656552	0.145866301	-2.777281474	0.092251688	-3.43828088	5.583865157	2.481264103	0	NA	0.068049446	-3.877272773	chrnb4	Chr03	80472595	80472595	0.611957085	-5.715119699	5	female
TRINITY_DN131812_c2_g3_i3	0.005263966	0.011656368	6.307678109	2	2.657109039	1.39457674	0.479827324	5.761409092	2.526421701	3.763412296	1.912041351	6.860908549	2.778399637	5.798857359	2.535768651	4.394206731	2.135602745	8.218062105	3.038798233	3.530509924	1.819876572	3.142412389	1.651872523	NA	NA	NA	NA	4.060547012	-1.024030814	1	female
TRINITY_DN131814_c3_g1_i4	1.61E-34	9.97E-33	4.199669426	2	2.070275772	41.96297611	5.391045096	1.873866335	0.906018048	68.24580019	6.092668361	3.078032065	1.622008261	3.125248647	1.643970976	44.79051008	5.485121191	4.378675995	2.1304947	87.96025027	6.458779804	57.0423067	5.833960418	NA	NA	NA	NA	6.183690686	4.159439278	3	male
TRINITY_DN131815_c3_g1_i2	0.009758376	0.020187891	2.801322861	2	1.486108268	5.46679126	2.45069429	6.305006455	2.656497848	2.855327764	1.513656363	6.3638502	2.669899876	7.266153296	2.861191803	2.045279391	1.032297933	8.926656137	3.158119853	2.660912068	1.411920836	2.463573531	1.300752533	NA	NA	NA	NA	3.785887211	-1.048386382	1	female
TRINITY_DN131819_c1_g4_i2	9.96E-06	3.86E-05	10.8477556	2	3.439324675	5.011091446	2.325124865	24.99977025	4.643842931	5.049894697	2.336253304	16.05742067	4.005168264	19.48885062	4.284577103	6.795797886	2.764642946	8.653436613	3.113273196	5.918369586	2.565199792	3.872995263	1.953449737	NA	NA	NA	NA	4.421644101	-1.565615774	1	female
TRINITY_DN131819_c1_g5_i1	4.49E-05	0.000154703	9.095056215	2	3.185082555	0.380877058	-1.392602705	3.109703687	1.636777117	0.711003666	-0.492071096	3.521680739	1.816264126	2.064177777	1.045567228	1.653593637	0.725604742	4.797532651	2.262292625	1.01438102	0.020599657	0.770383026	-0.376352179	NA	NA	NA	NA	1.307015739	-2.273288463	1	female
TRINITY_DN131822_c7_g5_i1	0.002132844	0.005177608	1.07985978	2	0.11084399	1.022010203	0.031409599	0.439173195	-1.187138093	1.526273081	0.610013112	1.269369638	0.34411224	0.646196059	-0.629956143	3.794888098	1.924057345	0.252416756	-1.986120412	4.825179322	2.270582559	2.196372824	1.135122966	NA	NA	NA	NA	0.300819171	1.826199365	1	male
TRINITY_DN131823_c4_g5_i1	1.79E-05	6.67E-05	7.642532698	2	2.93405082	6.605581449	2.723685559	17.35044099	4.116900427	5.410223512	2.435688197	11.62282241	3.538888541	19.34648497	4.273999564	5.047022357	2.335432477	11.05307967	3.466376492	3.538489787	1.823133755	6.074995467	2.602883332	NA	NA	NA	NA	5.212187749	-1.323268705	1	female
TRINITY_DN131826_c4_g2_i1	1.65E-06	7.36E-06	16.24859434	2	4.022243011	6.041410079	2.594885317	14.63247914	3.871102317	2.706677941	1.436523236	9.853246509	3.300599151	10.95357114	3.453329396	3.338240675	1.739087972	19.15328523	4.259519964	4.733901789	2.243029776	3.110466678	1.637131051	NA	NA	NA	NA	3.77824876	-1.841289768	1	female
TRINITY_DN131827_c1_g1_i2	0.000312513	0.000912186	0.290734387	2	-1.782226377	3.324842084	1.73328582	1.059234404	0.083021887	1.883400682	0.913339957	1.392342444	0.477514083	0.952734487	-0.069853882	4.689390867	2.229400535	0.141581327	-2.820297092	1.526719771	0.61043528	4.406040829	2.139482864	slc25a43	Chr08	38440495	38440495	2.522289735	2.044156518	1	male
TRINITY_DN131828_c1_g2_i3	6.49E-27	2.70E-25	0.530153469	2	-0.915518043	16.93414407	4.081863163	1.188622425	0.249290505	17.8563572	4.158365887	0.372850325	-1.423331496	0.488073457	-1.034829799	9.980562576	3.319121138	0.158875825	-2.654028478	19.46832101	4.283056563	10.78301733	3.430689028	NA	NA	NA	NA	5.308266825	4.791726931	3	male
TRINITY_DN131829_c1_g2_i1	3.78E-08	2.20E-07	0	2	NA	0.465055755	-1.104524405	0	NA	0.419603205	-1.252902397	0.01069656	-6.546709287	0	NA	0.309943261	-1.689923959	0.067001537	-3.899661999	0.121980594	-3.035276448	0.274355526	-1.86588146	NA	NA	NA	NA	0.61440559	4.349084153	3	male
TRINITY_DN131829_c1_g3_i1	0.037789693	0.066360666	0.214490077	2	-2.221017189	0.543748788	-0.878987815	0.436159833	-1.19707118	1.028579009	0.040652617	0.380199027	-1.395173255	0.602470657	-0.731037117	0.51355754	-0.961402167	0.358121161	-1.481480326	1.965978104	0.975247254	0.366605468	-1.447699791	NA	NA	NA	NA	0.648179711	1.144492432	1	male
TRINITY_DN131831_c0_g3_i2	5.77E-09	3.81E-08	72.89140321	2	6.187676768	25.83702794	4.69136822	75.86513948	6.245365205	25.41209406	4.667443359	60.04747063	5.908031572	43.47605305	5.442149067	17.88443092	4.160632308	55.24452161	5.7877595	21.67531498	4.437981053	24.13252697	4.592907086	NA	NA	NA	NA	6.71750103	-1.426159659	1	female
TRINITY_DN131833_c2_g1_i5	3.29E-07	1.65E-06	4.700401778	2	2.23278408	0.044132885	-4.502002129	6.52381071	2.705714922	0.049431136	-4.338436128	6.894441763	2.785433743	6.569473368	2.715777724	0.131097994	-2.931282485	4.229187986	2.080380689	0.106852806	-3.226303301	1.539831877	0.622772842	NA	NA	NA	NA	3.525985622	-3.973930215	3	female
TRINITY_DN131833_c2_g4_i2	1.30E-07	6.98E-07	5.298780365	2	2.405660329	1.86428156	0.898619765	7.65059952	2.935572805	1.618271862	0.694453994	4.96545646	2.311926347	9.446814745	3.239827967	1.72526934	0.786821605	4.028863057	2.010372768	1.376686198	0.461199749	1.743994585	0.802395561	NA	NA	NA	NA	3.804384491	-1.899610782	1	female
TRINITY_DN131833_c2_g7_i1	5.42E-18	1.08E-16	1.562352575	2	0.643720062	0	NA	7.528113826	2.912288442	0	NA	3.726307861	1.897746872	7.142581788	2.836445651	0	NA	1.349649356	0.432584638	0	NA	0	NA	NA	NA	NA	NA	1.183993603	-9.093575599	7	female
TRINITY_DN131834_c1_g1_i2	0.010635974	0.021797564	1.988612497	2	0.991762179	1.900176705	0.926133587	1.244243173	0.315268471	1.8918197	0.919774599	1.048924782	0.068911227	1.503846646	0.588657456	4.093834319	2.033452716	0.446958951	-1.161785755	4.206293169	2.072549406	2.653777993	1.408047684	bicc1	Chr07	7611027	7611027	1.021924011	1.256516304	1	male
TRINITY_DN131837_c0_g1_i2	0.014136198	0.028043216	2.262318623	2	1.177802132	0.234772269	-2.090666086	0.645665179	-0.631141871	0.701219212	-0.512062571	1.270057051	0.344893304	0.88216772	-0.180875124	0.557918181	-0.841874529	0.881359996	-0.182196679	0.454737113	-1.136895342	0.52234973	-0.936912034	NA	NA	NA	NA	0.679251394	-1.248948637	1	female
TRINITY_DN131837_c2_g2_i2	0.019250684	0.036795344	0.482250431	2	-1.052145567	0.722658051	-0.468614944	0.621074122	-0.687162638	1.022418649	0.031986057	0.629869901	-0.666874223	0.49471237	-1.015338121	1.095065676	0.131017397	0.601204423	-0.734072472	1.399737015	0.485155797	1.461688185	0.547635581	NA	NA	NA	NA	0.971540866	1.000410562	1	male
TRINITY_DN131838_c5_g1_i1	0.001964675	0.004811448	78.85561458	2	6.301141575	11.26141591	3.493316325	28.55725564	4.835785438	24.70767919	4.626887599	35.2266238	5.138594305	29.13446167	4.864654749	30.56141291	4.933639338	71.55972168	6.161075871	18.98500424	4.246788416	15.74772773	3.977071769	NA	NA	NA	NA	4.366536459	-1.273395074	1	female
TRINITY_DN131841_c0_g2_i1	0.001537679	0.003863464	1.125030989	2	0.169964741	0.700501005	-0.513540974	0.301015845	-1.732088665	2.196873604	1.135451867	0.348017938	-1.522766426	0.404948478	-1.304189731	1.568646973	0.649520708	0	NA	2.442276722	1.288226674	1.700246542	0.765743958	NA	NA	NA	NA	0.469157689	1.97391599	1	male
TRINITY_DN131842_c6_g6_i1	5.01E-06	2.05E-05	0.696168223	2	-0.522492132	1.529527842	0.613086369	0.505585521	-0.983972947	6.149773091	2.62053318	0.844321296	-0.244135992	0.255056449	-1.971111516	2.957311669	1.564286296	0.348705044	-1.519920862	4.899661717	2.292682146	1.903820122	0.928897175	NA	NA	NA	NA	0.6121247	2.670587863	1	male
TRINITY_DN131843_c0_g4_i1	2.64E-08	1.58E-07	2.41158516	2	1.269981757	0.693970911	-0.527052904	3.313441831	1.728330592	0.403035977	-1.311019468	4.001077535	2.000388586	3.454549877	1.788497742	0.704772786	-0.504769878	4.189714087	2.066851795	0.522733585	-0.935852241	0.467887996	-1.095764879	NA	NA	NA	NA	1.190004273	-2.614667006	1	female
TRINITY_DN131844_c1_g2_i1	0.040004564	0.069782956	0.042387637	2	-4.560212648	0.263266981	-1.925401505	0.226259583	-2.143949197	0.645911781	-0.630590961	0.19376953	-2.367586368	1.150487328	0.202245093	0.240628332	-2.055121577	0.309627871	-1.691392754	0.121411746	-3.042020093	5.565875836	2.476608725	ptger4	Chr01	183158052	183158052	2.515785976	1.82673812	1	male
TRINITY_DN131844_c1_g3_i2	0.003480234	0.008056032	0.875274369	2	-0.192192771	1.369230934	0.453365792	0.375091726	-1.414684655	2.690207832	1.427717632	1.100684871	0.138401481	0.698773109	-0.517104005	1.849857323	0.887414002	1.301968211	0.380694224	2.710117238	1.438355263	1.505905999	0.590631718	NA	NA	NA	NA	3.812514896	1.197581253	1	male
TRINITY_DN131846_c4_g1_i1	0.000375163	0.001075163	33.51480138	2	5.066726479	15.87296646	3.98849987	27.62588173	4.787948606	8.827286395	3.141970006	18.29410215	4.193306707	22.36387905	4.483098542	6.829093966	2.771694185	23.29225257	4.541778263	10.87002414	3.442283239	13.03028225	3.703796429	NA	NA	NA	NA	4.481404841	-1.181862416	1	female
TRINITY_DN131853_c5_g8_i2	8.29E-08	4.59E-07	19.41807679	2	4.279328415	1.449355178	0.535411184	5.480726013	2.454367015	2.597365606	1.377049103	10.88088177	3.44372357	9.425802947	3.236615521	3.344926485	1.741974504	21.69253962	4.439127059	1.684378459	0.752216331	2.198659522	1.13662421	ankrd65	Chr07	70129627	70129627	3.181878013	-2.572787046	1	female
TRINITY_DN131856_c3_g2_i2	6.18E-15	8.95E-14	8.160435349	2	3.02864612	73.26151108	6.194983553	13.41644734	3.745930793	44.01921194	5.460061412	5.102420179	2.351181708	11.03311076	3.463767708	58.88871617	5.879919317	3.111521931	1.637620415	106.6256632	6.736410905	51.17153307	5.677269551	NA	NA	NA	NA	5.490073526	3.057093866	3	male
TRINITY_DN131859_c7_g2_i1	0.013044538	0.02611564	6.543090677	2	2.709972264	4.074058086	2.02646655	6.127394669	2.615273779	4.563157859	2.190032564	6.353251174	2.667495057	6.329460547	2.662082546	3.77027143	1.91466839	10.16275695	3.345219924	1.775510876	0.828234198	2.884145409	1.528143902	ribc1	Chr08	2306442	2306442	2.128999497	-1.063196665	1	female
TRINITY_DN131861_c0_g1_i6	0.000824761	0.002197545	1.939184094	2	0.95544977	11.82057195	3.563227938	4.14378469	2.050949043	8.710301326	3.122722629	2.039101617	1.027933673	3.484075944	1.800776071	1.688141652	0.755435966	0.76827702	-0.380301493	9.866197503	3.302494168	7.9041079	2.982602641	NA	NA	NA	NA	3.463935743	1.702339066	1	male
TRINITY_DN131862_c0_g1_i1	0.025730652	0.047343896	1.746852035	2	0.804757412	0.861078523	-0.21578329	1.110055276	0.150631518	3.79351483	1.923535178	1.188319222	0.248922444	2.053325107	1.03796207	4.210628326	2.074035534	0.765611074	-0.385316397	2.751948508	1.460453476	3.047913918	1.607822157	NA	NA	NA	NA	1.126938582	1.109778924	1	male
TRINITY_DN131864_c2_g5_i1	1.61E-05	6.02E-05	83.91423678	2	6.390843692	46.05323934	5.525230733	87.69095325	6.454356108	39.70352112	5.311195054	56.9657045	5.832021719	84.47300675	6.400418498	23.14897276	4.53287627	67.93458881	6.086074403	31.28161069	4.967242894	40.55103084	5.341666684	NA	NA	NA	NA	6.566123766	-1.07872688	1	female
TRINITY_DN131867_c1_g3_i1	5.94E-05	0.000200263	16.02498025	2	4.002250674	6.714335923	2.747244718	31.00230905	4.954303766	7.078030068	2.82334789	23.8373015	4.57514902	20.07318861	4.327197901	6.01662941	2.588955498	10.79528027	3.432328794	4.590066701	2.198515118	8.388133512	3.068349825	NA	NA	NA	NA	3.07883664	-1.628015501	1	female
TRINITY_DN131868_c0_g11_i1	0.004378415	0.009891552	0.066322911	2	-3.91434886	1.098473279	0.135499776	0.674329331	-0.568474744	1.327994072	0.409248707	0.389811213	-1.359152504	0.58587224	-0.771342002	1.386495833	0.47144328	0.103353012	-3.274347661	1.21580815	0.281915595	0.529007827	-0.918639027	NA	NA	NA	NA	1.286313541	1.624981414	1	male
TRINITY_DN131869_c0_g1_i1	5.91E-18	1.17E-16	17.93987943	2	4.165098289	3.097986462	1.63133084	21.85636785	4.449981765	1.96800676	0.976735176	18.50516987	4.209856474	20.98289354	4.391141734	2.134255747	1.093733064	12.83612604	3.682137956	2.239021808	1.16286858	2.291356629	1.196202019	slc6a14.1	Chr08	45414002	45414002	4.204760983	-2.969636405	1	female
TRINITY_DN131869_c0_g3_i1	1.13E-05	4.34E-05	2.762621318	2	1.466037821	1.634139929	0.708531525	17.32129268	4.114474697	0.949055892	-0.075435042	9.020686673	3.173237259	11.2835616	3.496150614	0.995745497	-0.006151044	5.740102541	2.521076509	3.165212293	1.662302265	1.285395182	0.36221197	LOC100491853	Chr02	93481160	93481160	1.351496975	-2.515821835	1	female
TRINITY_DN131869_c0_g5_i1	4.23E-09	2.86E-08	3.255946553	2	1.703077018	33.43069859	5.063101598	4.945225344	2.306036263	25.99251034	4.70002407	1.312533775	0.392354548	9.106196582	3.186848604	16.79925389	4.070325254	6.295320793	2.654279896	29.52104746	4.883672007	37.99348345	5.247680087	smyd1	Chr01	15203364	15203364	4.858546777	2.530656819	1	male
TRINITY_DN131870_c0_g1_i1	9.03E-26	3.49E-24	0.087591284	2	-3.513068872	13.78194177	3.784707262	0.378493381	-1.401660024	9.6139572	3.265130381	0.042901294	-4.542835026	0.411834267	-1.279864219	11.02221383	3.462342116	0.127965154	-2.966177089	6.949637529	2.796937733	10.89893354	3.446115069	NA	NA	NA	NA	4.081456618	5.652935818	5	male
TRINITY_DN131874_c0_g1_i1	3.28E-07	1.65E-06	0.746296624	2	-0.422178935	10.37402338	3.374903621	0.75878711	-0.398232924	4.285186518	2.099358001	0.243685516	-2.036907591	1.275969731	0.351594105	5.34620499	2.418515156	1.308348844	0.387747257	7.054186067	2.81847963	4.464483844	2.15849339	NA	NA	NA	NA	0.528361958	2.866581079	1	male
TRINITY_DN131875_c4_g6_i1	8.30E-11	7.20E-10	115.3020133	2	6.849273894	48.03294458	5.585952348	103.9326991	6.699505813	37.73639339	5.237884641	92.50580343	6.531471972	97.4045397	6.605917108	24.05646254	4.588352607	100.1192933	6.645576203	28.71653691	4.843809872	30.48503668	4.930029377	NA	NA	NA	NA	6.957748619	-1.599158804	1	female
TRINITY_DN131877_c0_g2_i1	2.42E-06	1.05E-05	0.26539182	2	-1.913804191	0.513765847	-0.960817106	0.208507769	-2.261826955	1.321391268	0.402057716	0.189070742	-2.403001966	0.113437445	-3.140031151	0.606549224	-0.721303364	0.140989143	-2.826344024	1.078055052	0.108430853	0.822677238	-0.281601568	NA	NA	NA	NA	1.648047697	2.230898301	1	male
TRINITY_DN131877_c0_g6_i1	0.021521308	0.040575358	33.04455438	2	5.046340635	37.52632616	5.229831152	4.406243759	2.139549309	35.51803359	5.150479806	5.188594387	2.375343759	3.601840643	1.848734353	21.7706765	4.444314333	27.71689622	4.792693806	41.03231366	5.3586886	43.64052369	5.447596509	NA	NA	NA	NA	4.875832617	1.244316674	1	male
TRINITY_DN131878_c1_g3_i1	0.000804459	0.002147763	0.578029327	2	-0.790785403	30.77232183	4.943561397	3.820073312	1.933600326	7.276283868	2.863201828	3.491723464	1.803939306	4.200178024	2.070450478	12.89116235	3.688310447	4.728993665	2.241533209	7.450473612	2.897332138	7.088649661	2.82551083	LOC101730375	Chr07	28433838	28433838	2.018952285	1.945371232	1	male
TRINITY_DN131878_c1_g4_i1	0.002421765	0.005811	8.823600592	2	3.141367488	5.17722632	2.372179386	15.0305079	3.909821855	7.574537131	2.92115773	12.95350411	3.695270515	14.67541452	3.875329349	4.010684237	2.003848387	4.366206564	2.126380385	3.464930845	1.792826559	6.363926091	2.669917081	NA	NA	NA	NA	4.996267986	-1.062543594	1	female
TRINITY_DN131881_c0_g1_i6	4.69E-07	2.30E-06	1.238221539	2	0.30826946	10.7135867	3.421369642	2.271038377	1.183352086	8.257219009	3.045655971	1.189152838	0.249934152	2.573645717	1.363813469	5.211190343	2.381612951	2.440323759	1.287072564	8.817976263	3.140447593	5.315805009	2.410288186	lpar3	Chr04	29443833	29443833	3.784317345	1.978303157	1	male
TRINITY_DN131883_c2_g3_i1	4.75E-12	4.86E-11	58.54453789	2	5.871462671	5.858482574	2.550527036	28.97897244	4.856934534	6.999260258	2.807202454	34.06444573	5.090194827	44.96779018	5.490820083	10.17393859	3.346806386	73.18260006	6.193428768	3.908570311	1.966640991	6.978151497	2.802844919	NA	NA	NA	NA	4.129066701	-2.823363893	1	female
TRINITY_DN131884_c2_g1_i2	0.001435438	0.003627589	0.592105234	2	-0.756074488	1.400963352	0.486419217	1.165190472	0.220565809	2.22718367	1.155220538	0.710984769	-0.492109441	0.424531044	-1.23605804	2.127270308	1.089003365	0.290202652	-1.784867391	1.094179808	0.129849838	1.965284513	0.974738186	NA	NA	NA	NA	2.159650179	1.474786785	1	male
TRINITY_DN131885_c2_g1_i1	0.000283678	0.000835152	57.82671619	2	5.853664273	5.8004402	2.536162392	18.91395433	4.241379113	7.643289414	2.934193659	23.63774889	4.563020744	17.6286516	4.139850223	20.97271666	4.390441845	58.98926993	5.882380649	8.426278698	3.074895634	5.176010957	2.371840671	NA	NA	NA	NA	3.470575856	-1.879610503	1	female
TRINITY_DN131885_c2_g5_i1	7.76E-11	6.78E-10	36.10032765	2	5.173940026	18.69896424	4.224886454	76.86436108	6.264242928	15.71848309	3.974390092	43.88461237	5.455643259	69.67022267	6.122470269	13.74561552	3.780899606	44.47790172	5.475016824	14.03193619	3.810642187	18.37376006	4.199574989	NA	NA	NA	NA	6.239734384	-1.744362934	1	female
TRINITY_DN131885_c2_g6_i1	1.65E-10	1.37E-09	50.07779333	2	5.646099086	14.20262602	3.828085799	43.06300911	5.428377229	14.49861085	3.857842773	42.68168807	5.415545331	34.3412087	5.101868913	14.56994859	3.864923882	49.35413439	5.625099039	8.320172452	3.056613431	12.85684711	3.684464988	NA	NA	NA	NA	5.558585931	-1.776237836	1	female
TRINITY_DN131885_c2_g7_i1	1.37E-08	8.53E-08	19.49175443	2	4.284792047	3.502202071	1.808262327	13.39235549	3.743337824	4.554386772	2.187256815	14.51035417	3.859010828	15.41173387	3.945957274	6.258219777	2.645752324	19.94304638	4.317813899	3.963402141	1.986739356	4.695967653	2.231422471	NA	NA	NA	NA	4.47479229	-1.8491407	1	female
TRINITY_DN131887_c3_g2_i2	1.73E-05	6.46E-05	46.95330265	2	5.553154734	22.70574653	4.504985566	41.70224589	5.382053178	20.77318387	4.376650447	34.48947668	5.108084333	38.22430636	5.256418417	17.92326286	4.163761393	32.018942	5.000853733	13.09834497	3.711312628	19.16175614	4.260157882	NA	NA	NA	NA	6.252822378	-1.047246752	1	female
TRINITY_DN131887_c3_g3_i1	0.031821705	0.057084737	5.342805378	2	2.417597465	1.966449306	0.975592995	1.448593574	0.534652881	2.412290312	1.270403542	4.109423929	2.038936167	3.450918136	1.78698025	2.3750722	1.247971371	7.076977839	2.823133402	1.224280226	0.291933815	2.272828139	1.184488598	NA	NA	NA	NA	0.991532634	-1.069856686	1	female
TRINITY_DN131892_c3_g2_i5	2.50E-33	1.43E-31	150.9214525	2	7.23765408	2588.246747	11.33775945	116.9975161	6.870334091	1965.235505	10.94048649	126.2567056	6.980216202	117.5937023	6.877666989	1409.760263	10.46123413	167.6912478	7.389663583	1507.825414	10.55825368	2556.865639	11.32016063	NA	NA	NA	NA	9.849094795	3.866453836	3	male
TRINITY_DN131894_c17_g4_i6	0.002278717	0.005501698	1.346415729	2	0.429123936	4.04742601	2.017004707	2.019762565	1.014185706	5.673972498	2.504359158	2.724327917	1.445900366	4.00022207	2.000080093	4.367658541	2.126860072	2.399126284	1.262509099	8.901710989	3.154082662	5.756991779	2.525315152	NA	NA	NA	NA	3.705649374	1.203413332	1	male
TRINITY_DN131895_c1_g6_i5	1.00E-25	3.87E-24	16.82527619	2	4.072558282	135.8277625	7.085634579	4.520469432	2.176472598	180.9746108	7.499643503	7.401103549	2.887740401	5.663923573	2.501801798	114.7212099	6.841988334	8.966199215	3.164496554	229.7281494	7.843783836	108.6831923	6.763985037	NA	NA	NA	NA	6.016479178	4.140863641	3	male
TRINITY_DN131896_c2_g2_i3	0.008856228	0.018546042	7.153735201	2	2.838696717	21.3928985	4.41906006	50.03874242	5.644973627	15.97410917	3.997663573	35.14638886	5.135304561	42.97835414	5.425538331	7.91442978	2.984485411	15.79283476	3.981198248	8.651580267	3.112963674	15.29523621	3.935010482	NA	NA	NA	NA	5.514275478	-1.119473382	1	female
TRINITY_DN131896_c3_g1_i2	0.000162461	0.000503104	5.772327494	2	2.529153154	9.317356447	3.219920686	3.730256422	1.899274806	12.01319834	3.586548394	2.427899932	1.279708961	2.801835654	1.486372335	5.501112697	2.459723459	1.772358075	0.825670105	24.60452362	4.620851679	6.320951897	2.660141836	wasl	Chr03	60799665	60799665	3.40839393	1.815975371	1	male
TRINITY_DN131897_c0_g3_i1	0.004261655	0.009652905	0.379282257	2	-1.398656212	1.570465679	0.651192415	0.578445242	-0.789747701	2.847910576	1.509903847	0.495382611	-1.013384867	2.107534936	1.075556547	4.511318184	2.173549043	1.219034619	0.285739097	2.82460269	1.498047952	2.495829941	1.319519636	NA	NA	NA	NA	0.611724969	1.592959135	1	male
TRINITY_DN131899_c0_g1_i1	6.52E-13	7.53E-12	64.69775322	2	6.015643707	25.26019024	4.658793599	60.70912418	5.923841455	17.54767835	4.133208262	64.7481042	6.016766047	50.04652517	5.645197998	16.2594022	4.023202311	80.72911177	6.335017113	14.13674778	3.821378355	14.41343464	3.849342257	NA	NA	NA	NA	6.609146535	-1.887361054	1	female
TRINITY_DN131900_c3_g4_i4	0.005057954	0.011242804	1.17719408	2	0.235352192	0.278532543	-1.844082197	0.17953445	-2.477667392	1.143893654	0.193952933	0.653454315	-0.613841719	0.201269035	-2.312802862	1.145615355	0.196122735	2.338933152	1.225850629	23.80533318	4.573212916	2.957720547	1.564485749	lrrc36	Chr04	26139872	26139872	2.043953778	2.656318675	1	male
