"gid"	"Am2_463"	"base"	"logAm2_463"	"Am2_464"	"logAm2_464"	"Am4_461"	"logAm4_461"	"Am6_462"	"logAm6_462"	"Am6_464"	"logAm6_464"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.XY46.XX46"	"PV.XY46.XX46"	"FDR.XY46.XX46"	"meanXY"	"group1"	"meanXX"	"group2"
"19780"	"TRINITY_DN134060_c0_g1_i1"	9.236829881	2	3.207397798	4.086400597	2.030830641	4.371427071	2.128104331	16.20765304	4.01860329	2.432153336	1.282234187	"pitpnc1-like"	"Chr07"	108587238	108587238	2.978524465	1.637111003	0.00263266245316494	0.0158593072253405	3.31306247910997	"meanmale"	1.70459621806276	"meanfemale"
"19788"	"TRINITY_DN134068_c1_g10_i4"	19.45421763	2	4.282011057	7.870922952	2.976532817	22.83429832	4.513130552	33.90188303	5.083293503	13.90867114	3.797912684	NA	NA	NA	NA	3.638722405	1.249448712	0.00286756009619397	0.0170474066876617	4.66658048487124	"meanmale"	3.44491840964674	"meanfemale"
"19791"	"TRINITY_DN134068_c1_g9_i6"	37.05977997	2	5.211782411	14.10690154	3.818329242	41.30136546	5.368117574	47.0238729	5.55532146	24.0258895	4.586517939	NA	NA	NA	NA	6.67246785	1.16571957	0.00144536159508116	0.00938037042490741	5.38526211843331	"meanmale"	4.25296779115822	"meanfemale"
"19800"	"TRINITY_DN134074_c0_g5_i2"	5.599174642	2	2.485214179	1.897058719	0.923764335	5.867936869	2.55285335	4.790611874	2.260209934	3.030991242	1.599789683	NA	NA	NA	NA	2.298300802	1.156477521	0.00586407189619662	0.0310192613283224	2.43811746252625	"meanmale"	1.30107543142845	"meanfemale"
"19887"	"TRINITY_DN134134_c0_g1_i2"	0.65378378	2	-0.61311451	0.556765256	-0.84485891	0.794650844	-0.331606991	3.184998541	1.671292712	0.37919101	-1.399003334	"mrpl46"	"Chr03"	100346149	100346149	1.901406828	1.754475327	0.00906642916538641	0.044434232622107	0.627212467820144	"meanmale"	-1.09517872601212	"meanfemale"
"19893"	"TRINITY_DN134143_c0_g1_i1"	2.046168968	2	1.032925284	0.655789674	-0.60869491	3.781887981	1.919106631	3.606857239	1.850742322	1.057594896	0.080787119	NA	NA	NA	NA	3.301217103	1.901485215	2.31585517814364e-05	0.000231038975992322	1.65309276797452	"meanmale"	-0.222982605511556	"meanfemale"
"19916"	"TRINITY_DN134157_c4_g3_i1"	1.901082504	2	0.926821144	0.642224587	-0.638850196	0.641166628	-0.641228758	3.768074008	1.913827301	0	NA	NA	NA	NA	NA	0.790768108	2.78582082	0.00724130461573102	0.0369487271728616	1.07281996987503	"meanmale"	-1.63840098586748	"meanfemale"
"19994"	"TRINITY_DN134215_c3_g1_i1"	1.234542779	2	0.303976829	0.081862024	-3.610661853	1.472946488	0.558705018	0.44227868	-1.176972396	0.197524979	-2.339892987	NA	NA	NA	NA	0.095037307	2.83840641	0.000245982828950969	0.00195820546979449	0.0704204471747998	"meanmale"	-2.83863079834879	"meanfemale"
"19998"	"TRINITY_DN134219_c1_g1_i3"	4.77560688	2	2.255684081	2.751442882	1.46018838	9.433383046	3.23777525	6.064229659	2.600324391	3.4595879	1.790600197	"arid5b-like.1"	"Chr07"	9814709	9814709	4.123437739	1.153040459	0.00247946990616951	0.0150867184507864	2.7565621638316	"meanmale"	1.63487917297886	"meanfemale"
"20031"	"TRINITY_DN134247_c0_g1_i1"	2.01409356	2	1.010130702	0.638416111	-0.647431035	1.971001202	0.978928656	2.542933687	1.346493841	1.245184982	0.316360082	NA	NA	NA	NA	2.236580095	1.224745592	0.00582615875328647	0.030851427912042	1.12175114234549	"meanmale"	-0.0863533584526267	"meanfemale"
"20045"	"TRINITY_DN134257_c1_g7_i1"	1.976577097	2	0.983004229	0.274908903	-1.862974465	1.396145925	0.48144974	0.281097702	-1.830856435	0.418185066	-1.257786553	"tnnt3"	"Chr04"	12644061	12644061	2.11115913	1.834321368	0.00643542977948319	0.0334254897095075	0.284561797458538	"meanmale"	-1.52846088438466	"meanfemale"
"20067"	"TRINITY_DN134283_c1_g2_i1"	5.462544699	2	2.44957318	2.82530891	1.498408616	7.84227476	2.971272189	4.788828385	2.259672735	2.534596799	1.341756263	NA	NA	NA	NA	3.929794537	1.201249526	0.00157188710390541	0.0101120547481312	2.59247281216257	"meanmale"	1.42226145298645	"meanfemale"
"20080"	"TRINITY_DN134296_c1_g1_i2"	5.836687076	2	2.545149723	2.652903199	1.407572034	6.189942609	2.629926033	8.744599606	3.128392328	2.102956176	1.072418786	"LOC100498575"	"Chr02"	116006105	116006105	4.141727217	1.571923796	1.36328659483401e-05	0.000142624710410046	2.79157303178936	"meanmale"	1.2497667259085	"meanfemale"
"20089"	"TRINITY_DN134301_c2_g2_i2"	16.85123097	2	4.074782078	8.491866963	3.08608177	11.80188708	3.560945655	20.49749686	4.357375834	7.76232973	2.956489718	NA	NA	NA	NA	3.882514741	1.039485896	0.00610846695465181	0.0320537080403894	4.03418386574396	"meanmale"	3.02275810405807	"meanfemale"
"20093"	"TRINITY_DN134306_c3_g1_i1"	2.162159231	2	1.112472773	0	NA	0	NA	1.025205982	0.035913802	0	NA	NA	NA	NA	NA	0.103236373	8.36144499	2.24910733381199e-05	0.000225100264898093	0.0875376164029446	"meanmale"	-13.2877123795494	"meanfemale"
"20126"	"TRINITY_DN134330_c0_g1_i3"	0.760299115	2	-0.395360983	0.480384086	-1.057739736	1.860554414	0.895732584	1.309862877	0.389415791	0.684552375	-0.546767169	NA	NA	NA	NA	3.11545432	1.20044152	0.00904153654887533	0.0443383726043058	0.38993988410558	"meanmale"	-0.779501066512114	"meanfemale"
"20138"	"TRINITY_DN134342_c3_g2_i1"	2.44109651	2	1.287529334	0.963541194	-0.053581748	2.856711639	1.514355416	2.952283988	1.561831505	1.542501466	0.625271861	NA	NA	NA	NA	3.360023682	1.160909584	0.00306888010957196	0.0180521082105741	1.45950019083857	"meanmale"	0.325526106371705	"meanfemale"
"20150"	"TRINITY_DN134349_c1_g2_i1"	31.92792517	2	4.996746898	6.778679233	2.761004204	14.08559561	3.816148664	13.00823503	3.701353324	9.871069222	3.303206364	NA	NA	NA	NA	4.361674386	1.270672829	0.00346787565845391	0.0200213626846062	4.29821976663451	"meanmale"	3.05744580588774	"meanfemale"
"20198"	"TRINITY_DN134385_c4_g1_i9"	2.378140999	2	1.249834254	1.039343859	0.055673038	2.992152537	1.581183724	3.012442036	1.590933482	1.278995387	0.355011061	NA	NA	NA	NA	1.634776105	1.294092189	0.00532248752252295	0.0285787214853057	1.48251025056196	"meanmale"	0.213216147471708	"meanfemale"
"20236"	"TRINITY_DN134409_c0_g5_i4"	82.56711338	2	6.367495363	20.81347733	4.379446113	93.23009814	6.542723881	29.33469565	4.874536119	22.52991392	4.493769896	NA	NA	NA	NA	5.148658345	1.689391212	0.000174512831613877	0.00143695098490647	6.09544771171764	"meanmale"	4.43774678832632	"meanfemale"
"20237"	"TRINITY_DN134409_c0_g6_i1"	77.52093557	2	6.276514077	33.36246001	5.060153766	101.6339553	6.667238668	61.34760147	5.938935034	43.14440298	5.431101509	NA	NA	NA	NA	5.057393151	1.098810021	0.00108346160685276	0.00728765262581305	6.3249473334509	"meanmale"	5.25752103576825	"meanfemale"
"20264"	"TRINITY_DN134430_c2_g3_i2"	0.608384734	2	-0.716944142	0.208912589	-2.259028664	1.577535839	0.657672781	0.982632069	-0.025276771	0.403268357	-1.310187888	NA	NA	NA	NA	0.226029523	1.784807862	0.00706411701111671	0.0361555802122434	0.0789980723474441	"meanmale"	-1.70749870025829	"meanfemale"
"20289"	"TRINITY_DN134451_c0_g1_i4"	10.44941888	2	3.385350807	5.092950146	2.348501595	10.05146146	3.329333376	12.4248047	3.63515127	4.669738585	2.223341789	NA	NA	NA	NA	5.754193743	1.197320822	0.000201824684318256	0.00163697868344117	3.45619219610784	"meanmale"	2.28730808849105	"meanfemale"
"20335"	"TRINITY_DN134483_c0_g1_i1"	1.707560374	2	0.771936589	1.00071654	0.001033379	4.197079096	2.069385652	4.084769249	2.030254582	1.641193954	0.714745745	NA	NA	NA	NA	3.256375696	1.363276133	0.00459870494966664	0.025280207218346	1.73548011165282	"meanmale"	0.401690801865788	"meanfemale"
"20363"	"TRINITY_DN134495_c3_g5_i1"	3.105444692	2	1.634799874	1.928362113	0.94737599	6.850122248	2.776129735	3.58483481	1.841906641	2.263934057	1.178831937	NA	NA	NA	NA	3.336976299	1.138415592	0.0102198676071938	0.0491503505574662	2.17426810302079	"meanmale"	1.06780946583505	"meanfemale"
"20423"	"TRINITY_DN134530_c9_g1_i1"	145.8719099	2	7.188558284	74.23191222	6.213967628	76.77628776	6.2625889	174.5605009	7.447583336	48.42757859	5.597756964	NA	NA	NA	NA	6.137634353	1.134839258	0.00555584120046534	0.0296529500065924	7.04879199578399	"meanmale"	5.93851740924896	"meanfemale"
"20435"	"TRINITY_DN134537_c0_g2_i1"	1.518824652	2	0.602955321	0.280833317	-1.832213993	0.629559641	-0.667585038	3.570041189	1.835940719	0.5759796	-0.79591038	NA	NA	NA	NA	0.550939594	2.141252003	0.00606026854637401	0.0318611209559684	0.93073115228239	"meanmale"	-1.22261114591551	"meanfemale"
"20470"	"TRINITY_DN134565_c0_g1_i4"	0.321462048	2	-1.637279673	0.120198646	-3.05650745	0.536885976	-0.897312374	0.512972398	-0.963046895	0.103581237	-3.271165402	"atg4c"	"Chr04"	78174727	78174727	0.248555971	2.070527366	0.000996210968577658	0.00677016287937203	-1.12908121094799	"meanmale"	-3.1585589340306	"meanfemale"
"20658"	"TRINITY_DN134725_c1_g2_i7"	78.54816625	2	6.29550569	34.07678641	5.090717384	45.56766207	5.509938447	55.93546609	5.805691414	10.87104081	3.442418168	NA	NA	NA	NA	7.412676975	1.436775016	0.00356813801840017	0.0204958383963424	5.90730406412864	"meanmale"	4.49018589177547	"meanfemale"
"20674"	"TRINITY_DN134738_c1_g2_i2"	0.473824443	2	-1.077575471	0.262301912	-1.930699771	1.115765878	0.158034337	0.833616041	-0.262545056	0.349765285	-1.515540989	NA	NA	NA	NA	1.423833315	1.427993185	0.00830149257836833	0.0413351020956447	-0.307866630961302	"meanmale"	-1.70776670396142	"meanfemale"
"20736"	"TRINITY_DN134776_c2_g1_i1"	2.467723697	2	1.30318087	1.058996906	0.082698374	3.123700226	1.643256008	2.130110882	1.090928531	1.504042473	0.588845308	NA	NA	NA	NA	3.179105327	1.034231709	0.0103033826643468	0.0494471169966273	1.36398118997968	"meanmale"	0.357968217127212	"meanfemale"
"20739"	"TRINITY_DN134777_c1_g3_i3"	7.043300111	2	2.816251556	2.935415828	1.553564889	5.969830273	2.577689915	7.577751752	2.921769878	3.774423349	1.916256248	NA	NA	NA	NA	4.635396902	1.061604972	0.000893143698826065	0.00615186329533855	2.77899225137235	"meanmale"	1.74632118971884	"meanfemale"
"20785"	"TRINITY_DN134805_c7_g1_i8"	11.59573845	2	3.535522793	7.304632126	2.868811618	24.26795489	4.60098063	12.46262498	3.639536067	3.478688675	1.798543571	NA	NA	NA	NA	1.888370405	1.627889952	0.00267467067490275	0.0160705760787158	4.00978363913549	"meanmale"	2.43075638734122	"meanfemale"
"20825"	"TRINITY_DN134836_c4_g1_i1"	1.964312109	2	0.974024177	0.990558331	-0.013686161	1.916719459	0.938639192	1.914027797	0.936611782	0.876377124	-0.190376269	NA	NA	NA	NA	2.77940375	1.079774896	0.00544738584704391	0.0291739854866056	0.949935623500859	"meanmale"	-0.0991734055006844	"meanfemale"
"20882"	"TRINITY_DN134885_c1_g1_i1"	3.179147471	2	1.66863994	1.978967739	0.984748094	5.234402756	2.388024935	3.90350889	1.964771555	2.202577598	1.139192847	"LOC496913-like"	"Chr02"	62548925	62548925	4.381700267	1.004567207	0.00329642510551699	0.0191914422401259	2.03765856471074	"meanmale"	1.06410520630002	"meanfemale"
"20899"	"TRINITY_DN134898_c1_g7_i3"	4.51110808	2	2.173481851	0.309812925	-1.690530762	2.558775717	1.355453697	9.550714712	3.255608699	0.654104493	-0.612406971	NA	NA	NA	NA	0.511548793	3.45625798	1.82406344061735e-05	0.000186603635243796	2.46996396902057	"meanmale"	-1.05271923468675	"meanfemale"
"20925"	"TRINITY_DN134920_c8_g1_i1"	0.878816596	2	-0.18636598	0.582739668	-0.779076574	2.922120772	1.547015806	1.796432582	0.845134794	0.544861143	-0.876039487	NA	NA	NA	NA	1.495666837	1.764101462	0.00262700052243354	0.015837568293453	0.899863924464825	"meanmale"	-0.826487714495701	"meanfemale"
"20960"	"TRINITY_DN134948_c4_g6_i1"	2.839581425	2	1.505678282	0.80086641	-0.320366484	1.460329856	0.546294279	1.018086496	0.025860137	0.263510667	-1.924066731	NA	NA	NA	NA	1.073532671	1.782140117	0.00799905940741546	0.0400772480273903	0.826002056725281	"meanmale"	-0.909719593112475	"meanfemale"
"21019"	"TRINITY_DN134995_c0_g1_i1"	5.493249993	2	2.457659949	2.275514858	1.186193006	4.039537784	2.014190225	7.059263812	2.819517737	3.097903184	1.631292058	"LOC100492311-like"	"Chr01"	145104510	145104510	3.629109431	1.068791094	0.00705343423693879	0.0361157264018662	2.46748396420702	"meanmale"	1.42589377790182	"meanfemale"
"21030"	"TRINITY_DN135005_c2_g1_i2"	0.178265144	2	-2.487903453	0.264890879	-1.916529927	1.682185274	0.750336611	1.366758466	0.450758312	0.244382998	-2.032784176	NA	NA	NA	NA	1.557401598	2.111500679	0.00475630763230876	0.0260261230051366	0.105458565960839	"meanmale"	-1.9729199200149	"meanfemale"
"21048"	"TRINITY_DN135017_c0_g2_i3"	50.13329965	2	5.647697287	19.53666706	4.288112461	53.10290385	5.73071885	43.40431457	5.439766555	28.52633764	4.834222633	"tmem184a"	"Chr09"	23940801	23940801	3.649310214	1.052437083	0.00509658045371008	0.0275854629114547	5.61118042847717	"meanmale"	4.58686094083032	"meanfemale"
"21049"	"TRINITY_DN135018_c1_g1_i1"	1.564034773	2	0.645272588	0.33010294	-1.599012107	0.692407103	-0.53030757	1.188972093	0.249714853	0.376127737	-1.410705395	NA	NA	NA	NA	0.479348987	1.702486992	0.00606616041611103	0.031885375540195	0.199840446740669	"meanmale"	-1.50138010100233	"meanfemale"
"21050"	"TRINITY_DN135018_c2_g2_i1"	1.132294151	2	0.179248795	0.756033617	-0.40347771	2.943673889	1.557617853	4.36336514	2.125441208	1.331691153	0.41325953	NA	NA	NA	NA	2.066496514	1.455041602	0.0103108580717734	0.0494734727141402	1.49221779431373	"meanmale"	0.0620697311112478	"meanfemale"
"21097"	"TRINITY_DN135065_c0_g1_i7"	5.675016312	2	2.504624539	3.101156905	1.632806522	12.08269353	3.594870198	6.761772302	2.757401435	3.658513728	1.871257672	NA	NA	NA	NA	5.223963345	1.305272231	0.000619087017370633	0.00446907360354297	3.03091175503964	"meanmale"	1.75699563720047	"meanfemale"
"21128"	"TRINITY_DN135092_c0_g1_i1"	29.2920197	2	4.872435766	10.52461957	3.39569618	20.36632777	4.348113968	24.35675288	4.606249908	13.88712335	3.795675878	NA	NA	NA	NA	5.964944007	1.046533979	0.00196210128641667	0.0122956703981202	4.62479107702897	"meanmale"	3.60951521710599	"meanfemale"
"21211"	"TRINITY_DN135164_c2_g1_i3"	7.278852181	2	2.863710966	4.055226783	2.019782597	9.009796779	3.171494566	9.936100151	3.312679715	3.442456404	1.783438384	"mtmr11"	"Chr08"	107624098	107624098	4.597204365	1.251230288	0.000121423453764257	0.00103535807190918	3.12791106867055	"meanmale"	1.90648334938586	"meanfemale"
"21224"	"TRINITY_DN135178_c0_g12_i1"	11.79671722	2	3.560313538	4.08735648	2.031168074	6.510448893	2.70275702	14.74358116	3.882015087	5.670872837	2.503570806	NA	NA	NA	NA	2.315143553	1.195707586	0.0101721640754249	0.0489398040519236	3.4616615806231	"meanmale"	2.28664895527482	"meanfemale"
"21227"	"TRINITY_DN135178_c0_g3_i1"	12.55036315	2	3.649657205	2.850481069	1.51120542	6.16586831	2.624304077	14.43409002	3.851408252	2.98043604	1.575523413	"LOC100493285"	"Chr07"	31817510	31817510	2.286441631	1.944754479	7.5164156296366e-05	0.000672647729525535	3.46600151119214	"meanmale"	1.54377229735838	"meanfemale"
"21274"	"TRINITY_DN135223_c2_g3_i2"	13.48067952	2	3.752821315	5.742448013	2.521665891	23.61693354	4.56174975	16.37281228	4.033230243	9.996085402	3.321363227	"rnf166"	"Chr04"	60722355	60722355	2.332171	1.203799625	0.00763794038692332	0.0385935719591278	4.15571484145301	"meanmale"	2.97624753856486	"meanfemale"
"21280"	"TRINITY_DN135226_c0_g2_i1"	1.691204903	2	0.758051464	0.803241851	-0.316093655	4.183846048	2.064829766	3.661039414	1.872253305	1.394517714	0.47976626	NA	NA	NA	NA	2.832000522	1.559108513	0.00135759259761646	0.00886380025579901	1.66848079192905	"meanmale"	0.136164845836479	"meanfemale"
"21286"	"TRINITY_DN135232_c0_g3_i5"	90.0395295	2	6.492486613	24.75942582	4.629905953	173.4771703	7.438602006	62.34883285	5.962290648	8.530874243	3.092693596	NA	NA	NA	NA	6.617542589	2.728703235	1.01460315940853e-06	1.31935440035496e-05	6.76317178107933	"meanmale"	4.0570386365278	"meanfemale"
"21298"	"TRINITY_DN135247_c0_g5_i4"	1.306109727	2	0.385276104	0.742873627	-0.428811285	3.641629265	1.864584057	2.934274638	1.553003909	0.906909878	-0.140968901	NA	NA	NA	NA	2.683411282	1.701305911	0.000591488319342954	0.00428481767442672	1.39365665340364	"meanmale"	-0.277548398179606	"meanfemale"
"21321"	"TRINITY_DN135264_c5_g1_i1"	6.602652824	2	2.723045789	3.636449694	1.862530618	11.38084643	3.508535954	8.579545653	3.100901249	4.20129882	2.070835402	NA	NA	NA	NA	2.728430274	1.206766937	0.00409375427041303	0.0230011996527081	3.14640241919814	"meanmale"	1.97047609618064	"meanfemale"
"21369"	"TRINITY_DN135306_c0_g2_i5"	34.35877758	2	5.102606804	13.37270247	3.741219142	50.37725426	5.654700587	24.61579081	4.621512183	17.66492016	4.142815324	"aip"	"scaffold_27"	66964	66964	6.667109944	1.264941989	0.0013774569124234	0.00897939175450917	5.18787491407521	"meanmale"	3.95595544780279	"meanfemale"
"21377"	"TRINITY_DN135314_c1_g4_i4"	5.352837221	2	2.420303781	2.165548961	1.114732791	3.218723459	1.686488631	4.272379133	2.095039678	1.153627901	0.206177962	NA	NA	NA	NA	2.764221344	1.400245811	0.00196487220426946	0.0123099416344347	2.09808710095075	"meanmale"	0.730912433596176	"meanfemale"
"21403"	"TRINITY_DN135336_c6_g3_i3"	9.922215555	2	3.310662299	4.853735821	2.279095588	12.63841931	3.659744131	6.595753684	2.721537523	1.766833975	0.82116648	NA	NA	NA	NA	2.34801121	1.597199616	0.00221052181222179	0.013623084882289	3.2807924700306	"meanmale"	1.7269989687403	"meanfemale"
"21422"	"TRINITY_DN135352_c3_g3_i2"	10.48748952	2	3.390597464	0.576206066	-0.795343246	8.073207098	3.013141901	10.4379999	3.383773388	3.359960142	1.748444119	"kctd14"	"Chr02"	165625206	165625206	3.02098363	2.308329508	6.55411844174853e-05	0.000596592219181205	3.27296857221493	"meanmale"	0.976864443718093	"meanfemale"
"21477"	"TRINITY_DN135396_c1_g2_i2"	13.22471725	2	3.725164972	4.648648391	2.216811309	19.23715386	4.265823463	14.94757809	3.901839843	10.30949402	3.365901623	NA	NA	NA	NA	3.42707961	1.107956008	0.0103764808430434	0.0496832038215291	3.98214935532009	"meanmale"	2.90287840862061	"meanfemale"
"21529"	"TRINITY_DN135436_c3_g1_i1"	0.977644292	2	-0.032618447	0.487404434	-1.036808719	0.903688529	-0.146102485	1.593266918	0.67198798	0.189009444	-2.403469773	NA	NA	NA	NA	0.568693329	1.847158579	0.00407940205454472	0.0229567614265343	0.212008851752628	"meanmale"	-1.56359532639211	"meanfemale"
"21590"	"TRINITY_DN135488_c0_g3_i1"	1.406096918	2	0.491696038	1.166748579	0.22249371	3.408756495	1.769245544	7.875124913	2.977302807	1.173020458	0.230228175	NA	NA	NA	NA	3.264120362	1.881219755	0.00183600927529224	0.0115870210868077	2.08068930519996	"meanmale"	0.226489439867615	"meanfemale"
"21609"	"TRINITY_DN135505_c7_g1_i1"	2.764392509	2	1.466962475	1.082861625	0.114848898	2.187470074	1.12926328	2.315136514	1.211097266	0.910534512	-0.135214394	NA	NA	NA	NA	1.75641682	1.310922545	0.00421369961037499	0.0235161964605869	1.27645678318173	"meanmale"	-0.00462682203926303	"meanfemale"
"21610"	"TRINITY_DN135507_c0_g1_i1"	1.957628846	2	0.969107265	1.003860622	0.005558977	2.800674853	1.485774502	2.525691977	1.336678705	0.681248403	-0.553747152	NA	NA	NA	NA	2.354770699	1.567775798	0.000327164724299303	0.00254358335060751	1.27982698304903	"meanmale"	-0.246986846006496	"meanfemale"
"21635"	"TRINITY_DN135522_c0_g2_i1"	4.496689091	2	2.168863137	0.735917829	-0.442383408	4.196727022	2.069264626	3.936987671	1.977092195	1.729454936	0.790317422	NA	NA	NA	NA	3.537116967	1.794392517	3.68691299403733e-05	0.00035231914553366	2.07390062263439	"meanmale"	0.301922830878197	"meanfemale"
"21652"	"TRINITY_DN135536_c0_g3_i7"	11.98344643	2	3.582970981	4.989821872	2.318988315	12.30990899	3.621748191	14.07041093	3.814592558	5.691611503	2.50883719	NA	NA	NA	NA	3.670058234	1.288094893	0.000405209364120253	0.00306159550152173	3.67672123923712	"meanmale"	2.41706036755279	"meanfemale"
"21751"	"TRINITY_DN135621_c9_g7_i1"	2.876435759	2	1.52428225	1.935963005	0.953051384	2.936812179	1.554251002	16.70002886	4.061778691	1.568217962	0.649126089	NA	NA	NA	NA	2.488992086	2.124470906	0.00310041761639261	0.0181947095930466	2.90776087436142	"meanmale"	0.809159621207796	"meanfemale"
"21753"	"TRINITY_DN135623_c1_g2_i3"	8.659779577	2	3.114330304	3.523662124	1.817075594	8.992449139	3.168714095	5.690484072	2.508551383	3.542603636	1.824810059	"rnf219-like"	"Chr02"	122246529	122246529	4.772753631	1.168993682	0.000438350909270012	0.00328414239354261	2.95995637002723	"meanmale"	1.8209888422794	"meanfemale"
"21800"	"TRINITY_DN135651_c3_g4_i1"	0.469412918	2	-1.09107055	0.248234455	-2.010224719	2.862282462	1.51716605	0.64547064	-0.631576621	0.299482613	-1.739455848	NA	NA	NA	NA	1.311734864	2.301992038	0.00293955072258313	0.0173856615062712	0.406887104759895	"meanmale"	-1.86797054958363	"meanfemale"
"21814"	"TRINITY_DN135666_c0_g3_i1"	0.783121837	2	-0.352691317	0.266674416	-1.906848671	0.814366232	-0.296250354	0.902351227	-0.148239004	0.335923465	-1.57379552	NA	NA	NA	NA	2.238173861	1.490183583	0.000372931055135575	0.0028479098120442	-0.262954023413797	"meanmale"	-1.73025374941175	"meanfemale"
"21864"	"TRINITY_DN135719_c0_g2_i1"	3.985777778	2	1.994861277	1.813751607	0.858976893	4.228213014	2.08004806	3.198226151	1.677271957	1.817619201	0.86204998	NA	NA	NA	NA	2.608094329	1.095979369	0.00599684109711201	0.0316009325592796	1.92758259619949	"meanmale"	0.860593709854109	"meanfemale"
"21877"	"TRINITY_DN135728_c6_g1_i1"	12.32776242	2	3.623839059	10.09082402	3.334972085	31.50460588	4.977490857	25.78523645	4.68847337	12.5880892	3.653987402	NA	NA	NA	NA	5.863147928	1.063890096	0.00855656669543992	0.0423431210220173	4.5364239889191	"meanmale"	3.50329232519748	"meanfemale"
"21921"	"TRINITY_DN135765_c6_g2_i2"	58.76736792	2	5.876943379	17.80818936	4.154468933	46.44619095	5.537488381	73.19158927	6.193605967	29.80396511	4.897432374	NA	NA	NA	NA	4.308087195	1.348683059	0.000238324849408568	0.00190514745804458	5.89405336196058	"meanmale"	4.57326406799931	"meanfemale"
"21949"	"TRINITY_DN135787_c3_g1_i2"	2.81030739	2	1.49072794	1.910561429	0.933996644	5.361815337	2.422721533	3.938069943	1.977488735	1.745212791	0.803402953	"utp15"	"Chr01"	166491083	166491083	2.777574118	1.177151184	0.0058671748350659	0.0310225159129486	2.01322315103231	"meanmale"	0.870255897308104	"meanfemale"
"22007"	"TRINITY_DN135828_c4_g4_i1"	10.09628951	2	3.33575328	2.855138718	1.513560841	11.22898774	3.489155974	15.36506061	3.941581553	5.740973141	2.521295306	NA	NA	NA	NA	1.5268515	1.516562255	0.00307042837653581	0.0180569568826172	3.61237757995898	"meanmale"	2.10371782214117	"meanfemale"
"22035"	"TRINITY_DN135861_c3_g9_i3"	5.962085909	2	2.575817164	3.255482592	1.702871424	7.473348415	2.901754784	7.872092647	2.9767472	3.116448555	1.639902898	"bcl7b"	"Chr02"	31784058	31784058	2.222267607	1.189169105	0.00433701096252439	0.0240697352951315	2.82834906490225	"meanmale"	1.67177595976647	"meanfemale"
"22038"	"TRINITY_DN135864_c0_g11_i1"	5.215301867	2	2.38275076	0	NA	6.684408183	2.740799834	5.700303681	2.51103878	0	NA	NA	NA	NA	NA	2.133114123	10.40619987	1.33066741394542e-25	9.87743332476566e-24	2.55256673974036	"meanmale"	-13.2877123795494	"meanfemale"
"22060"	"TRINITY_DN135877_c0_g1_i10"	14.13669778	2	3.821373252	6.318499583	2.659582011	12.65581638	3.661728668	11.81420983	3.562451236	6.79151204	2.763732807	NA	NA	NA	NA	5.471447261	1.003051063	0.0012946010707578	0.00851044947437274	3.68582894304984	"meanmale"	2.71261906839428	"meanfemale"
"22061"	"TRINITY_DN135877_c0_g2_i3"	5.817067467	2	2.540292037	2.507227775	1.326093067	5.954338069	2.573941136	5.393835741	2.431311588	2.326805008	1.218350314	"cdpf1-like"	"scaffold_214"	74870	74870	2.031267021	1.273584741	0.00287300539708022	0.0170624042907238	2.51648094434408	"meanmale"	1.2732869449268	"meanfemale"
"22158"	"TRINITY_DN135981_c3_g3_i2"	0.84886001	2	-0.236401444	0.504541201	-0.98695601	1.794635417	0.843690788	0.839464488	-0.252458799	0.447576505	-1.159793789	NA	NA	NA	NA	1.848021894	1.323108267	0.00950050937105364	0.0462345764338437	0.215475627699054	"meanmale"	-1.07048513857493	"meanfemale"
"22160"	"TRINITY_DN135982_c2_g1_i3"	108.7665562	2	6.765091211	27.90606826	4.80250697	335.3261451	8.389421163	76.9574395	6.265988894	25.14926579	4.652444377	NA	NA	NA	NA	7.913105982	2.740573281	4.79915858609974e-06	5.4931534784724e-05	7.44031672982911	"meanmale"	4.72943133669822	"meanfemale"
"22187"	"TRINITY_DN136000_c1_g1_i2"	32.27206826	2	5.012214135	20.97507265	4.390603903	51.43878974	5.684784794	43.85264345	5.454591906	17.46281009	4.126213829	NA	NA	NA	NA	3.497594374	1.177771044	0.00278507401731169	0.0166297656370053	5.41011268526018	"meanmale"	4.2644644723498	"meanfemale"
"22220"	"TRINITY_DN136035_c9_g7_i3"	16.02378852	2	4.002143381	3.288014588	1.7172167	11.69372294	3.54766241	11.04668632	3.465541763	7.990323456	2.998253906	NA	NA	NA	NA	2.656570028	1.214076445	0.00839572373915501	0.0416877853430749	3.69170156812965	"meanmale"	2.49550816853163	"meanfemale"
"22233"	"TRINITY_DN136050_c1_g2_i1"	5.404705166	2	2.434215919	1.840450014	0.880058567	7.600229733	2.926043028	7.500603452	2.907006671	3.722455521	1.89625461	NA	NA	NA	NA	1.54468068	1.309725811	0.0089197068649158	0.0438271097158914	2.77300032149902	"meanmale"	1.47589047452501	"meanfemale"
"22267"	"TRINITY_DN136070_c9_g2_i1"	0.804027606	2	-0.314683058	0.287137955	-1.800184051	1.342113142	0.424506298	1.024860402	0.035427411	0.479655367	-1.059929895	NA	NA	NA	NA	1.130246413	1.477062527	0.0066691332881101	0.0344292755474648	0.0801123830221308	"meanmale"	-1.38271407825358	"meanfemale"
