gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	male	female	log2meanXX	cutoff
TRINITY_DN117573_c0_g1_i2	38.63728105	2	5.271921669	93.53668574	6.547460406	33.167079	5.051680056	41.02705159	5.358503574	83.15492276	6.377729768	LOC100491943	Chr04	98675994	98675994	6.6635822	-1.204142052	0.000206689	0.001672082	37.61047055	88.34580425	5.233066287	meanmale	meanfemale	6.465091347	FC1
TRINITY_DN125104_c0_g8_i5	19.05512756	2	4.252107361	51.87785458	5.697046913	23.8206097	4.574138435	14.3707996	3.845068431	37.74095891	5.238059174	NA	NA	NA	NA	5.71708856	-1.203942308	0.000367907	0.002814715	19.08217895	44.80940675	4.254161574	meanmale	meanfemale	5.485732941	FC1
TRINITY_DN103500_c0_g1_i1	15.20815559	2	3.926773292	41.41673034	5.372141759	16.38518772	4.034320296	17.08277227	4.094470216	34.88836884	5.124674243	NA	NA	NA	NA	4.156680145	-1.203849282	0.00012495	0.001062881	16.22537186	38.15254959	4.020188529	meanmale	meanfemale	5.253711346	FC1
TRINITY_DN127929_c1_g3_i4	8.671312003	2	3.116250295	23.21385761	4.53691438	9.657919986	3.271712511	8.490857706	3.085910295	18.77892111	4.231042274	NA	NA	NA	NA	5.099622806	-1.203261961	4.16E-05	0.000393286	8.940029898	20.99638936	3.160295794	meanmale	meanfemale	4.392076222	FC1
TRINITY_DN129596_c3_g3_i3	2.889688447	2	1.530913956	6.708828569	2.746060879	2.178776365	1.123518122	2.325947254	1.217818381	4.844058803	2.276216378	NA	NA	NA	NA	2.713851378	-1.203194289	0.002026592	0.012652123	2.464804022	5.776443686	1.301531472	meanmale	meanfemale	2.530206535	FC1
TRINITY_DN107645_c0_g1_i1	13.77286286	2	3.783756568	30.49611374	4.9305535	11.18343619	3.483291629	13.16701918	3.718856872	29.16847636	4.866338123	heatr5b	Chr05	56957349	56957349	4.373210293	-1.203078475	8.69E-05	0.000767606	12.70777274	29.83229505	3.667650643	meanmale	meanfemale	4.898807902	FC1
TRINITY_DN107308_c0_g1_i1	2.774552843	2	1.47225528	6.143798846	2.619130982	2.551419269	1.351299993	2.260844405	1.176861707	5.729817884	2.518489285	wasl	Chr03	60799665	60799665	2.501392779	-1.203030321	0.0016656	0.010657842	2.528938839	5.936808365	1.338589193	meanmale	meanfemale	2.569711846	FC1
TRINITY_DN114459_c0_g1_i1	24.69438777	2	4.626111296	63.66588544	5.992448625	20.50238164	4.357719604	21.92966059	4.454811578	41.14264673	5.362562701	NA	NA	NA	NA	5.573466179	-1.202459391	0.000174602	0.001437209	22.37547667	52.40426609	4.483852959	meanmale	meanfemale	5.71161511	FC1
TRINITY_DN133618_c1_g8_i1	32.6015654	2	5.026869334	50.71317081	5.664288576	38.46536769	5.265488194	14.81764941	3.8892447	84.28879797	6.397269004	NA	NA	NA	NA	5.160039044	-1.201836285	0.002597832	0.01569355	28.62819417	67.50098439	4.839369804	meanmale	meanfemale	6.076838774	FC1
TRINITY_DN110298_c0_g2_i1	30.77886222	2	4.943867996	68.64444596	6.101071091	21.43169041	4.421673741	26.2410006	4.713750828	53.89153648	5.751986814	ccdc109b	Chr01	58289293	58289293	6.065103081	-1.201601982	0.000211242	0.001707254	26.15051774	61.26799122	4.708773122	meanmale	meanfemale	5.937064	FC1
TRINITY_DN121268_c0_g2_i1	3.222957407	2	1.688385123	9.229872922	3.206310785	2.771658496	1.47074951	3.600472318	1.848186175	5.768692714	2.528244416	LOC100489386-like	scaffold_332	140893	140893	3.111377446	-1.201596931	0.002064066	0.012850692	3.19836274	7.499282818	1.677378677	meanmale	meanfemale	2.90677187	FC1
TRINITY_DN116613_c0_g1_i2	1.841433224	2	0.880829082	5.363627603	2.423209074	1.981462057	0.986565341	2.234188271	1.159750764	4.13072898	2.046396407	NA	NA	NA	NA	2.809228803	-1.201187086	0.001395396	0.00908446	2.019027851	4.747178292	1.013732265	meanmale	meanfemale	2.247100625	FC1
TRINITY_DN109667_c0_g1_i2	19.35866721	2	4.274907725	46.4183231	5.5366225	17.60268043	4.137723225	18.47426108	4.207444757	40.21323062	5.329598338	NA	NA	NA	NA	5.849597021	-1.20102945	7.07E-05	0.000637209	18.47853624	43.31577686	4.207786382	meanmale	meanfemale	5.436824018	FC1
TRINITY_DN109101_c0_g2_i1	4.685804052	2	2.228296626	10.35012656	3.371576504	4.07060587	2.025243542	4.721186666	2.239149525	10.72405781	3.422778996	map1lc3c	Chr05	60980250	60980250	3.315031367	-1.200913342	0.000802467	0.005607825	4.492532196	10.53709219	2.167560956	meanmale	meanfemale	3.397418582	FC1
TRINITY_DN130561_c0_g2_i1	5.113705078	2	2.354368959	11.42203806	3.513748192	3.436070249	1.780759532	4.351207929	2.12141596	8.6924298	3.119759511	NA	NA	NA	NA	3.351006041	-1.20059655	0.001400297	0.009106857	4.300327752	10.05723393	2.104480168	meanmale	meanfemale	3.330176011	FC1
TRINITY_DN135293_c2_g1_i1	13.06451197	2	3.707581328	27.4350647	4.777949073	9.438132873	3.238501482	14.26036099	3.833938598	29.97009734	4.905451864	NA	NA	NA	NA	4.133430569	-1.199444264	0.000245091	0.001951726	12.25433528	28.70258102	3.615232097	meanmale	meanfemale	4.843113595	FC1
TRINITY_DN129548_c4_g1_i1	13.02024016	2	3.702684154	31.41459289	4.973362979	12.44751987	3.637786413	14.10247325	3.817876295	30.38394104	4.925237106	NA	NA	NA	NA	5.325417886	-1.199026251	4.34E-05	0.000409275	13.19007776	30.89926697	3.721392102	meanmale	meanfemale	4.949505377	FC1
TRINITY_DN117630_c0_g1_i5	6.162374905	2	2.623486455	17.0536664	4.092010035	4.578847366	2.194984474	4.697150364	2.231785778	6.937267814	2.794367581	ppard	Chr02	77328531	77328531	4.395625026	-1.199022546	0.002159248	0.013366547	5.146124212	11.99546711	2.363514314	meanmale	meanfemale	3.58442946	FC1
TRINITY_DN128952_c0_g1_i4	15.8945602	2	3.990461193	47.4847408	5.569392073	16.00739554	4.00066669	20.71608399	4.372679408	34.57034188	5.111462966	nol4-like	Chr06	97620720	97620720	4.331389717	-1.197825713	0.000205808	0.001666036	17.53934658	41.02754134	4.132531322	meanmale	meanfemale	5.358524312	FC1
TRINITY_DN134066_c0_g3_i3	8.653962439	2	3.113360859	22.63015682	4.500174677	10.38012123	3.375751388	7.579434581	2.922090229	18.89412245	4.239865608	NA	NA	NA	NA	3.907184986	-1.196654192	0.00054169	0.003965449	8.87117275	20.76213964	3.149141101	meanmale	meanfemale	4.375890171	FC1
TRINITY_DN18217_c1_g1_i1	9.285905381	2	3.215042581	24.9570484	4.641375416	11.15634154	3.479792102	12.80218494	3.67831815	26.95007507	4.752217387	NA	NA	NA	NA	4.816220533	-1.196553961	6.10E-05	0.000559153	11.08147729	25.95356174	3.470091336	meanmale	meanfemale	4.697866194	FC1
TRINITY_DN131462_c0_g2_i1	4.348208341	2	2.120421068	15.24922733	3.930664239	5.677988534	2.505379936	5.113971086	2.354444004	8.291548319	3.051641528	NA	NA	NA	NA	4.905883928	-1.195873226	0.000427071	0.003207344	5.046722654	11.77038782	2.335375391	meanmale	meanfemale	3.557102209	FC1
TRINITY_DN132053_c4_g4_i1	6.295607779	2	2.654345663	16.27626885	4.024698111	6.507107631	2.702016417	5.984972054	2.581344511	13.06396225	3.707520622	ddx10	Chr02	156460890	156460890	2.079830084	-1.195787787	0.002866419	0.017047407	6.262562488	14.67011555	2.64677613	meanmale	meanfemale	3.874818164	FC1
TRINITY_DN128664_c0_g3_i1	3.215980032	2	1.685258449	8.012310483	3.002218328	3.074680557	1.62043653	3.275676691	1.71179297	6.886177479	2.783703364	NA	NA	NA	NA	3.875496583	-1.19521255	0.000365593	0.002799587	3.188779093	7.449243981	1.673049399	meanmale	meanfemale	2.897113382	FC1
TRINITY_DN13821_c0_g2_i1	2.263399916	2	1.178491514	5.086030482	2.346540109	1.889694385	0.91815293	1.212285271	0.277729229	3.245023609	1.698228975	NA	NA	NA	NA	2.716136147	-1.194984587	0.004702542	0.025760182	1.788459857	4.165527046	0.838798401	meanmale	meanfemale	2.058533679	FC1
TRINITY_DN122374_c1_g1_i4	7.182117028	2	2.844409161	18.57915532	4.215613008	8.947847014	3.16154059	9.562318793	3.257360504	21.5222074	4.427754149	cyp21a2.1	Chr08	54181985	54181985	4.220492194	-1.194830797	0.000183986	0.001506997	8.564094278	20.05068136	3.098317524	meanmale	meanfemale	4.325586553	FC1
TRINITY_DN117131_c0_g2_i2	11.36532405	2	3.506566914	25.67724939	4.682418761	9.65402362	3.271130357	9.238223961	3.207615522	21.36660739	4.417285949	tmem200c-like	Chr06	91043939	91043939	4.06557675	-1.194420122	0.000213189	0.00172243	10.08585721	23.52192839	3.334276105	meanmale	meanfemale	4.555940569	FC1
TRINITY_DN132701_c0_g4_i1	21.76210684	2	4.443746329	69.73708327	6.12385412	26.5366661	4.729915226	18.68590154	4.223878266	34.11940145	5.092520433	NA	NA	NA	NA	6.099558092	-1.194218003	0.001218816	0.008084707	22.32822483	51.92824236	4.480803113	meanmale	meanfemale	5.698450268	FC1
TRINITY_DN130347_c1_g1_i2	6.983661916	2	2.803983719	17.34887733	4.116770402	6.882895021	2.783015506	5.600513755	2.485559177	12.92123251	3.691671785	mapkapk3	Chr04	117136289	117136289	4.254427894	-1.19414223	0.000231947	0.001857737	6.489023564	15.13505492	2.698023638	meanmale	meanfemale	3.919831537	FC1
TRINITY_DN129121_c4_g2_i1	1.0280817	2	0.039954918	3.117543112	1.640409511	1.184233088	0.243953069	1.082608	0.114510954	2.018184396	1.013057996	txlng-like	Chr02	90841200	90841200	2.702832978	-1.193106007	0.00239424	0.014614474	1.098307596	2.567863754	0.135413508	meanmale	meanfemale	1.360624839	FC1
TRINITY_DN131292_c0_g1_i3	3.632262728	2	1.860868559	10.56373029	3.401047468	5.00596954	2.323649513	4.127749556	2.04535544	9.332125378	3.22220569	NA	NA	NA	NA	3.724062228	-1.192944019	0.000631941	0.004550013	4.255327275	9.947927834	2.089303996	meanmale	meanfemale	3.314410544	FC1
TRINITY_DN131368_c3_g4_i2	5.427828633	2	2.440375173	16.95156918	4.083346922	6.74179905	2.753133626	7.045916413	2.81678736	12.93712715	3.693445379	pcgf6	Chr07	20385002	20385002	3.911153686	-1.191957761	0.000586254	0.004256702	6.405181365	14.94434817	2.679261945	meanmale	meanfemale	3.90153772	FC1
TRINITY_DN120593_c0_g1_i1	13.75819218	2	3.782219008	31.74804215	4.988595721	10.73624152	3.424417126	12.43386624	3.636203059	25.53496348	4.674402091	pgc-like.2	Chr02	62600488	62600488	4.774028265	-1.191534467	7.52E-05	0.000673113	12.30943331	28.64150282	3.621704161	meanmale	meanfemale	4.840040325	FC1
TRINITY_DN128428_c0_g3_i2	1.609841438	2	0.686918596	2.407758714	1.267690824	1.420422741	0.506320363	1.475751721	0.561450024	4.582042441	2.195990822	NA	NA	NA	NA	2.244183675	-1.190811399	0.004274977	0.023799597	1.5020053	3.494900578	0.586985952	meanmale	meanfemale	1.805292694	FC1
TRINITY_DN117210_c0_g1_i1	5.529112911	2	2.467048034	13.10392089	3.711926647	4.92439211	2.299945643	6.224562608	2.637972464	12.79929048	3.677991933	NA	NA	NA	NA	3.415647346	-1.190713474	0.000847909	0.005880892	5.559355876	12.95160569	2.474943688	meanmale	meanfemale	3.695070202	FC1
TRINITY_DN133133_c0_g2_i1	4.074481027	2	2.026616313	9.636946302	3.268576066	3.913593019	1.968493736	3.765468942	1.912829546	8.596363925	3.10372656	NA	NA	NA	NA	4.676604826	-1.189793101	5.97E-05	0.000548926	3.917847663	9.116655114	1.970098126	meanmale	meanfemale	3.188520424	FC1
TRINITY_DN129162_c3_g2_i1	5.800960358	2	2.53629176	14.55394501	3.86333836	6.135227677	2.617116883	7.201155901	2.848228501	15.15788709	3.92199676	NA	NA	NA	NA	4.291614158	-1.188890616	0.000117711	0.001007835	6.379114645	14.85591605	2.673378823	meanmale	meanfemale	3.892975374	FC1
TRINITY_DN133886_c1_g1_i2	0.722174986	2	-0.469579644	2.763838349	1.466673238	1.341336446	0.423671152	1.081735833	0.113348227	2.143565034	1.100012188	NA	NA	NA	NA	2.796787868	-1.18887421	0.003169797	0.018562551	1.048415755	2.453701692	0.06834854	meanmale	meanfemale	1.29501866	FC1
TRINITY_DN136182_c0_g2_i3	3.337053532	2	1.73857483	9.41280977	3.234625439	2.375697811	1.248351337	5.25457285	2.393573491	7.564143565	2.919176745	Xetrov90021170m	Chr08	62609795	62609795	4.31372284	-1.188360733	0.001267239	0.008354797	3.655774731	8.488476668	1.870216637	meanmale	meanfemale	3.085522668	FC1
TRINITY_DN134976_c6_g9_i1	25.26524634	2	4.659082341	58.97238497	5.881967636	18.61105364	4.218087829	24.2013117	4.597013338	46.35056935	5.534515155	NA	NA	NA	NA	6.639682651	-1.187863243	0.00038017	0.0028961	22.69253723	52.66147716	4.504152377	meanmale	meanfemale	5.718678824	FC1
TRINITY_DN131591_c3_g2_i1	27.7632599	2	4.795105071	63.91687658	5.998125005	17.62998917	4.139959683	33.66394567	5.073132376	58.4438753	5.868979939	NA	NA	NA	NA	6.044330789	-1.187754824	0.000587332	0.004263286	26.35239825	61.18037594	4.719867832	meanmale	meanfemale	5.934999425	FC1
TRINITY_DN128829_c2_g1_i2	15.99252259	2	3.999325616	34.18971512	5.095490497	15.70284104	3.972953698	15.73406403	3.975819455	39.3509263	5.298325691	NA	NA	NA	NA	4.594736107	-1.187269421	5.86E-05	0.000540626	15.80980922	36.77032071	3.982757179	meanmale	meanfemale	5.200473778	FC1
TRINITY_DN124959_c2_g4_i7	9.874355519	2	3.303686589	27.43829827	4.778119103	9.482020031	3.245194441	9.152042656	3.194093776	16.58712169	4.051991657	NA	NA	NA	NA	5.422199773	-1.186693529	0.000253053	0.002009997	9.502806069	22.01270998	3.248368769	meanmale	meanfemale	4.460271415	FC1
TRINITY_DN128761_c2_g4_i2	2.52293387	2	1.335102392	4.851546494	2.278444699	1.389720188	0.474794434	2.131885174	1.092129735	4.484950763	2.165092147	NA	NA	NA	NA	4.354188675	-1.186281015	0.000451515	0.003370616	2.014846411	4.668248629	1.010741469	meanmale	meanfemale	2.222912304	FC1
TRINITY_DN117858_c0_g3_i1	7.997737799	2	2.999591984	14.53163155	3.861124787	5.769434135	2.528429827	7.218782813	2.851755599	17.95987847	4.166705683	NA	NA	NA	NA	4.978074874	-1.185879201	9.05E-05	0.000796526	6.995318249	16.24575501	2.806410317	meanmale	meanfemale	4.021999769	FC1
TRINITY_DN119480_c0_g1_i1	0.811397328	2	-0.301519543	2.644897533	1.403211831	0.796997673	-0.327352583	1.136884923	0.18508623	1.618425528	0.694590981	NA	NA	NA	NA	2.120351541	-1.185686707	0.006006874	0.031635758	0.915093308	2.131661531	-0.127851592	meanmale	meanfemale	1.09204606	FC1
TRINITY_DN131953_c1_g3_i5	16.64063139	2	4.056638269	40.42050842	5.337015563	20.39562983	4.350188154	13.26225855	3.729254581	37.44885198	5.226849587	zic2	Chr02	117356097	117356097	4.99447222	-1.18541936	0.000118694	0.001015557	16.76617326	38.9346802	4.067490143	meanmale	meanfemale	5.282987577	FC1
TRINITY_DN134516_c0_g4_i1	4.87195761	2	2.284501581	15.02522166	3.909314369	5.839755203	2.545907894	4.100996784	2.035974612	7.943973578	2.989860824	ap1g2	Chr01	127741260	127741260	2.331757586	-1.185249052	0.005619884	0.029949899	4.937569866	11.48459762	2.303830381	meanmale	meanfemale	3.521640967	FC1
TRINITY_DN134620_c2_g3_i1	38.14525276	2	5.253431617	91.61024562	6.517437052	32.14204786	5.006389945	36.91917115	5.206298259	73.95361917	6.208548847	tusc3	Chr01	32624515	32624515	6.623676753	-1.184846156	0.000265208	0.002097863	35.73549059	82.7819324	5.159289726	meanmale	meanfemale	6.371245764	FC1
TRINITY_DN131986_c2_g1_i1	1.619261707	2	0.695336175	3.086002918	1.625739426	1.410510938	0.496217854	1.413702229	0.499478274	3.773422441	1.915873621	NA	NA	NA	NA	2.261893803	-1.184560722	0.002209689	0.013621317	1.481158291	3.42971268	0.56682323	meanmale	meanfemale	1.778129785	FC1
TRINITY_DN128151_c3_g3_i2	2.161000977	2	1.111699724	8.914341047	3.156128157	4.42853703	2.146830182	4.302823982	2.105283824	8.086249855	3.015470782	NA	NA	NA	NA	2.297682976	-1.183926774	0.004948159	0.026934096	3.63078733	8.500295451	1.860322162	meanmale	meanfemale	3.087529959	FC1
TRINITY_DN127287_c0_g1_i2	15.15554537	2	3.921773863	35.42550546	5.146716533	13.82747272	3.789465591	14.19196143	3.827002089	31.25523932	4.966026144	NA	NA	NA	NA	5.901033531	-1.183826246	9.33E-05	0.000818421	14.39165984	33.34037239	3.847171112	meanmale	meanfemale	5.05920264	FC1
TRINITY_DN111752_c0_g1_i1	26.42852255	2	4.72402387	73.66257892	6.202860002	28.56654482	4.836254645	28.49190372	4.832480115	55.11334215	5.784329712	NA	NA	NA	NA	6.433420283	-1.183564035	0.00022873	0.001834055	27.82899036	64.38796054	4.798521848	meanmale	meanfemale	6.008721289	FC1
TRINITY_DN17632_c0_g1_i1	7.802342402	2	2.963907312	18.88110258	4.23887111	11.63589636	3.540510447	8.465079142	3.081523556	24.40619783	4.609175654	NA	NA	NA	NA	3.30461871	-1.183514823	0.001734388	0.011026603	9.301105968	21.64365021	3.217417784	meanmale	meanfemale	4.435878591	FC1
TRINITY_DN121375_c6_g2_i6	3.553893908	2	1.829400614	8.120993419	3.021656219	3.128460151	1.645452728	2.792465818	1.481539621	6.491564372	2.698566189	NA	NA	NA	NA	3.664127655	-1.182689824	0.000781135	0.005472555	3.158273292	7.306278896	1.659181695	meanmale	meanfemale	2.869156571	FC1
TRINITY_DN134239_c0_g1_i2	11.89388858	2	3.572148561	31.34460723	4.970145347	10.18094889	3.347800125	14.27328275	3.835245277	24.69310134	4.626036139	NA	NA	NA	NA	5.369650946	-1.182597176	0.000163172	0.001353849	12.11604007	28.01885429	3.598858257	meanmale	meanfemale	4.808331208	FC1
TRINITY_DN128447_c0_g2_i1	1.765059205	2	0.819716576	5.22180021	2.38454726	1.745631505	0.803749045	1.866970177	0.900698882	3.084298682	1.624942482	NA	NA	NA	NA	2.882720578	-1.182575071	0.002420525	0.014760471	1.792553629	4.153049446	0.842096762	meanmale	meanfemale	2.054205786	FC1
TRINITY_DN127625_c2_g1_i4	7.478269031	2	2.902704373	15.31998006	3.937342514	4.284430025	2.09910329	5.3970297	2.432165627	11.07224309	3.468875618	rsl24d1	Chr03	90858583	90858583	3.814041289	-1.182135878	0.001678989	0.01073185	5.719909585	13.19611158	2.516017565	meanmale	meanfemale	3.722051909	FC1
TRINITY_DN132980_c2_g1_i2	14.15943041	2	3.823691326	32.31877754	5.014300724	11.87260045	3.569564057	9.180085183	3.198507541	21.88781016	4.452055717	NA	NA	NA	NA	4.139255513	-1.181566731	0.000656312	0.004701057	11.73737201	27.10329385	3.553049813	meanmale	meanfemale	4.76040161	FC1
TRINITY_DN131376_c7_g3_i1	4.22229619	2	2.078027786	10.19955546	3.35043437	3.166885022	1.663064489	3.476080831	1.79746163	6.516930478	2.704192605	NA	NA	NA	NA	3.265497627	-1.181204995	0.002503034	0.015207835	3.621754014	8.358242969	1.856728397	meanmale	meanfemale	3.063216958	FC1
TRINITY_DN132258_c2_g1_i1	4.585783998	2	2.197168402	12.3472117	3.626113378	4.762825704	2.251817754	4.567286838	2.191337398	9.082114197	3.183028177	LOC100486569-like	Chr05	124511583	124511583	5.771949793	-1.18093307	0.000145395	0.001221384	4.63863218	10.71466295	2.213730554	meanmale	meanfemale	3.421528027	FC1
TRINITY_DN122646_c2_g2_i1	3.364268944	2	1.750293041	9.201839279	3.201922258	2.500899698	1.322447197	3.780032022	1.918398456	5.623500037	2.491468336	fbp2	Chr01	123210799	123210799	3.829773413	-1.179659765	0.001670235	0.010681369	3.215066888	7.412669658	1.684893625	meanmale	meanfemale	2.890012682	FC1
TRINITY_DN134425_c0_g2_i3	4.907941558	2	2.29511807	12.76887478	3.674559492	4.568251161	2.191641972	4.556939034	2.188065069	8.811115379	3.139324658	NA	NA	NA	NA	5.436388556	-1.179569618	0.000151154	0.001262961	4.677710584	10.78999508	2.225833445	meanmale	meanfemale	3.431635672	FC1
TRINITY_DN129431_c3_g2_i3	4.113638354	2	2.040414966	10.92580067	3.449667103	4.620444082	2.208031519	4.422314514	2.144801633	9.346695411	3.22445638	NA	NA	NA	NA	4.897512123	-1.179566309	6.47E-05	0.00058942	4.38546565	10.13624804	2.132762933	meanmale	meanfemale	3.341466062	FC1
TRINITY_DN134822_c0_g1_i1	1.406498452	2	0.492107965	4.864035847	2.282153861	1.22670839	0.294792336	1.400257411	0.485692064	1.311358374	0.391062006	NA	NA	NA	NA	4.036683852	-1.179419464	0.010289398	0.049389505	1.344488084	3.087697111	0.42716427	meanmale	meanfemale	1.626577961	FC1
TRINITY_DN130597_c4_g6_i7	8.696496762	2	3.120434352	22.16237843	4.470040812	6.88199202	2.782826219	10.07604828	3.332858035	17.27596728	4.110694584	pcmt1	Chr05	66855371	66855371	5.987316219	-1.178969265	0.000271418	0.002142225	8.551512354	19.71917286	3.096196457	meanmale	meanfemale	4.301534448	FC1
TRINITY_DN129114_c0_g1_i1	10.68093572	2	3.416966137	25.7571917	4.6869034	8.565638637	3.098560815	6.806309948	2.766872851	14.21447657	3.829289069	NA	NA	NA	NA	5.668061563	-1.178216854	0.000923763	0.006334773	8.684294768	19.98583414	3.118425308	meanmale	meanfemale	4.3209131	FC1
TRINITY_DN125507_c0_g7_i1	5.581116214	2	2.480553688	15.46040553	3.950506257	4.380647329	2.131144073	5.586385518	2.481915138	8.398746364	3.070174001	LOC100496331	Chr10	35598575	35598575	3.987221376	-1.178052388	0.001579898	0.010158348	5.182716354	11.92957595	2.373736275	meanmale	meanfemale	3.57648295	FC1
TRINITY_DN133305_c0_g1_i1	1.606651237	2	0.684056791	5.198512258	2.378098803	1.759242609	0.814954452	2.134532238	1.093919952	3.26552272	1.707313946	NA	NA	NA	NA	3.602881387	-1.177845704	0.001617006	0.010383557	1.833475361	4.232017489	0.874659563	meanmale	meanfemale	2.081379679	FC1
TRINITY_DN113377_c0_g2_i1	0.718679621	2	-0.476579318	1.515747581	0.60002952	0.683795074	-0.548364065	0.665902172	-0.586617849	1.667320971	0.73753186	tfcp2	Chr02	138973022	138973022	1.492659744	-1.177610145	0.00747132	0.037943839	0.689458956	1.591534276	-0.536254191	meanmale	meanfemale	0.670508873	FC1
TRINITY_DN132098_c0_g2_i2	0.471684271	2	-1.084106602	1.8399924	0.879699807	0.741487907	-0.431504931	0.634180687	-0.657034152	1.023949496	0.034144559	NA	NA	NA	NA	2.103291077	-1.177554486	0.007548506	0.038250162	0.615784288	1.431970948	-0.69926877	meanmale	meanfemale	0.518102969	FC1
TRINITY_DN128057_c0_g1_i2	3.934199899	2	1.976070264	10.2304572	3.354798716	4.412370652	2.141553987	4.316877998	2.10998832	9.282835803	3.2145656	NA	NA	NA	NA	3.131917009	-1.177156504	0.001262941	0.008330869	4.221149516	9.756646502	2.077670109	meanmale	meanfemale	3.286400145	FC1
TRINITY_DN124732_c1_g2_i1	6.77481631	2	2.76018183	17.35458195	4.117244708	6.98433871	2.804123525	9.398883868	3.232489445	18.29875436	4.193673539	Xetrov90028404m	scaffold_375	8658	8658	3.850720901	-1.176446981	0.000648914	0.00465743	7.719346296	17.82666816	2.948497369	meanmale	meanfemale	4.155973273	FC1
TRINITY_DN110673_c0_g1_i1	5.174982564	2	2.371554002	14.92706695	3.89985881	6.935451675	2.793989842	7.596503474	2.925335526	15.44869908	3.94941345	NA	NA	NA	NA	3.584142802	-1.175870227	0.000952067	0.006505616	6.568979238	15.18788302	2.715691168	meanmale	meanfemale	3.924858386	FC1
TRINITY_DN119509_c1_g4_i1	7.463444954	2	2.899841699	15.57486058	3.961147344	6.701286176	2.744438018	7.404265426	2.888356613	17.58678928	4.136420217	NA	NA	NA	NA	4.30763815	-1.175819258	0.000116494	0.000998449	7.189665519	16.58082493	2.845944721	meanmale	meanfemale	4.051452581	FC1
TRINITY_DN131276_c1_g3_i1	16.76210019	2	4.067131016	41.71348953	5.3824421	17.3726034	4.118742063	18.49183278	4.208816316	39.17364411	5.291811435	NA	NA	NA	NA	4.712905955	-1.175521554	5.82E-05	0.000537711	17.54217879	40.44356682	4.132764265	meanmale	meanfemale	5.3378419	FC1
TRINITY_DN125072_c0_g2_i1	12.81926216	2	3.680241322	42.19140838	5.398877341	15.52142721	3.956189316	18.58599368	4.216143917	29.7534057	4.89498291	NA	NA	NA	NA	6.003497148	-1.1754879	0.000352015	0.002708083	15.64222768	35.97240704	3.967383306	meanmale	meanfemale	5.168822804	FC1
TRINITY_DN136063_c1_g2_i1	7.019962613	2	2.811463347	17.93181847	4.164449895	5.556746641	2.474240462	6.408563547	2.680001019	11.14609356	3.478466263	NA	NA	NA	NA	6.057958931	-1.175305385	0.000445681	0.003333053	6.328424267	14.53895602	2.66186912	meanmale	meanfemale	3.861861697	FC1
TRINITY_DN134775_c0_g2_i2	0.382483502	2	-1.386530575	0.838478419	-0.254154443	0.347121631	-1.526486825	0.205700012	-2.281386217	0.59452674	-0.750186395	NA	NA	NA	NA	1.928374272	-1.174480372	0.008987529	0.044116899	0.311768382	0.71650258	-1.6809908	meanmale	meanfemale	-0.480754858	FC1
TRINITY_DN123115_c0_g1_i2	15.01080691	2	3.907929626	44.24037443	5.467291691	16.59925113	4.053046251	18.59232826	4.216635541	32.75799274	5.033775053	NA	NA	NA	NA	5.111474742	-1.174395024	0.000101937	0.00088309	16.73412877	38.49918359	4.064730158	meanmale	meanfemale	5.266759695	FC1
TRINITY_DN127890_c0_g1_i1	4.66691132	2	2.222468054	11.66077435	3.543591691	4.040386709	2.014493381	4.31571477	2.109599519	8.298426822	3.052837863	NA	NA	NA	NA	3.705689605	-1.173884207	0.000901444	0.006203892	4.341004266	9.979600586	2.118062074	meanmale	meanfemale	3.318996532	FC1
TRINITY_DN119886_c0_g1_i3	9.399056963	2	3.232516014	22.77555678	4.509414418	7.026224366	2.812749646	8.798790753	3.137305263	15.85002877	3.986413554	NA	NA	NA	NA	3.834566001	-1.173841268	0.001010593	0.00685483	8.408024027	19.31279278	3.07178395	meanmale	meanfemale	4.271492369	FC1
TRINITY_DN133660_c1_g2_i3	2.306947872	2	1.205985405	6.993554838	2.806025967	2.624775885	1.392194244	2.089913628	1.06344332	3.762189334	1.911572455	NA	NA	NA	NA	3.991947731	-1.173438804	0.00159721	0.010261725	2.340545795	5.377872086	1.226906631	meanmale	meanfemale	2.427062267	FC1
TRINITY_DN132839_c1_g1_i1	6.608480408	2	2.724318568	15.14686484	3.920947305	5.206167044	2.380221602	5.548099713	2.471993717	11.44057332	3.516087446	Xetrov90023650m	Chr09	29269688	29269688	3.997824355	-1.173349429	0.000565201	0.00411769	5.787582388	13.29371908	2.532985753	meanmale	meanfemale	3.73268372	FC1
TRINITY_DN121372_c0_g1_i4	2.794975779	2	1.482835781	7.070430862	2.821798133	3.509827493	1.811400124	2.539336033	1.344451321	6.510289038	2.702721596	NA	NA	NA	NA	4.185162036	-1.172857705	0.000251256	0.00199763	2.948046435	6.79035995	1.559808185	meanmale	meanfemale	2.763509298	FC1
TRINITY_DN135997_c0_g1_i1	8.45672113	2	3.080098405	18.64055808	4.220373148	5.971518097	2.578097744	7.805066119	2.964410854	15.38188257	3.943160179	NA	NA	NA	NA	3.570183396	-1.172492144	0.00116365	0.007770442	7.411101782	17.01122033	2.889707505	meanmale	meanfemale	4.088423214	FC1
