gid	Am2_463	base	logAm2_463	Am2_464	logAm2_464	Am4_461	logAm4_461	Am6_462	logAm6_462	Am6_464	logAm6_464	gname	chr	start	end	logCPM	logFC.XY46.XX46	PV.XY46.XX46	FDR.XY46.XX46	meanXY	meanXX	log2meanXY	group1	log2meanXX	group2	cutoff
TRINITY_DN116761_c0_g1_i4	5.962824276	2	2.575995821	0.766859829	-0.382965197	4.351637557	2.121558401	5.547396354	2.471810808	2.004553456	1.003280891	NA	NA	NA	NA	2.598279456	1.939431608	4.67E-05	0.000439544	5.287286062	1.385706643	2.40255467	meanmale	0.470725977	meanfemale	FC1
TRINITY_DN135178_c0_g3_i1	12.55036315	2	3.649657205	2.850481069	1.51120542	6.16586831	2.624304077	14.43409002	3.851408252	2.98043604	1.575523413	LOC100493285	Chr07	31817510	31817510	2.286441631	1.944754479	7.52E-05	0.000672648	11.05010716	2.915458555	3.466001511	meanmale	1.543772297	meanfemale	FC1
TRINITY_DN126349_c0_g1_i2	3.1650166	2	1.662213066	2.944963307	1.558249659	12.21928353	3.611087791	15.72366478	3.974865607	2.546282851	1.348392688	NA	NA	NA	NA	3.723421145	1.945315261	0.000581701	0.0042261	10.36932164	2.745623079	3.374263524	meanmale	1.457186129	meanfemale	FC1
TRINITY_DN123208_c0_g1_i1	0.761409465	2	-0.393255591	0.14641737	-2.771841379	1.209275603	0.274143083	0.539778023	-0.889561856	0.282632524	-1.823000601	serinc2	Chr02	53268687	53268687	0.348209472	1.949143503	0.002928651	0.017343953	0.83682103	0.214524947	-0.256836595	meanmale	-2.220110317	meanfemale	FC1
TRINITY_DN108081_c0_g2_i1	0.945706216	2	-0.080536015	0.20206359	-2.30711871	3.45693104	1.789491825	1.220130469	0.287035424	0.7618117	-0.39249365	NA	NA	NA	NA	0.721554365	1.950841377	0.009352299	0.045602284	1.874255908	0.481937645	0.906394922	meanmale	-1.052782276	meanfemale	FC1
TRINITY_DN124820_c0_g1_i1	3.531917533	2	1.820451658	0.452786663	-1.143096631	2.901840246	1.536968097	3.754459677	1.908605297	1.316001447	0.396161075	NA	NA	NA	NA	2.783939275	1.95191471	5.36E-05	0.000497569	3.396072485	0.884394055	1.763909733	meanmale	-0.177075649	meanfemale	FC1
TRINITY_DN126598_c0_g2_i1	3.672702933	2	1.876842208	1.366262699	0.450234905	6.348855891	2.666496631	5.58459572	2.481452845	1.369380587	0.453523465	NA	NA	NA	NA	3.367667067	1.957902285	3.05E-06	3.61E-05	5.202051515	1.367821643	2.379108419	meanmale	0.451985592	meanfemale	FC1
TRINITY_DN103284_c0_g1_i2	2.897796079	2	1.534956074	1.5921138	0.67094346	3.678708467	1.879199349	3.288910611	1.717609798	0.240100836	-2.058287668	rnf207	Chr07	90525912	90525912	0.160523969	1.958950458	0.006412706	0.03332069	3.288471719	0.916107318	1.717461134	meanmale	-0.126254009	meanfemale	FC1
TRINITY_DN131994_c0_g3_i1	5.626415208	2	2.492216022	0.721298202	-0.471332267	2.978636748	1.574652194	4.92853581	2.301159108	1.522868665	0.606791527	b3galnt2	Chr05	59571831	59571831	0.140885427	1.961035887	0.002510272	0.015236968	4.511195922	1.122083434	2.173541924	meanmale	0.16630852	meanfemale	FC1
TRINITY_DN136100_c0_g1_i2	4.188342698	2	2.066379491	0.589323742	-0.762867706	3.244855547	1.698154254	9.302154709	3.217564934	2.25146832	1.170866178	NA	NA	NA	NA	1.283451643	1.964206979	0.003420378	0.019802145	5.578450985	1.420396031	2.479890434	meanmale	0.506394801	meanfemale	FC1
TRINITY_DN133085_c1_g1_i3	0.672338924	2	-0.57273942	0.258578601	-1.951325207	2.288171087	1.194194927	1.314852906	0.394901413	0.467943471	-1.095593837	NA	NA	NA	NA	0.028115042	1.969776061	0.00571122	0.030313584	1.425120972	0.363261036	0.511185618	meanmale	-1.46052437	meanfemale	FC1
TRINITY_DN98269_c1_g4_i2	1.708602841	2	0.772817086	2.04105814	1.029317278	8.2230741	3.039677829	6.360074148	2.669043585	0.810802053	-0.302578353	NA	NA	NA	NA	2.210522941	1.97197914	0.002268102	0.013933187	5.430583696	1.425930097	2.441133838	meanmale	0.51200443	meanfemale	FC1
TRINITY_DN152850_c0_g1_i1	4.562842436	2	2.189932836	1.90493497	0.929741748	7.423818774	2.892161493	5.907268254	2.562491127	1.218747717	0.285399516	NA	NA	NA	NA	2.125998599	1.979111508	3.25E-05	0.000314906	5.964643155	1.561841344	2.576460016	meanmale	0.643340276	meanfemale	FC1
TRINITY_DN116797_c0_g2_i1	6.667360999	2	2.737115843	2.747397634	1.458065728	12.53409273	3.647785667	15.48376261	3.952684189	3.204112934	1.679924999	NA	NA	NA	NA	1.437079452	1.983863164	0.00035376	0.00272067	11.56173878	2.975755284	3.531298955	meanmale	1.57330437	meanfemale	FC1
TRINITY_DN127146_c0_g1_i1	9.193369312	2	3.200593697	4.261816818	2.091468584	14.80583115	3.888093576	42.13809592	5.39705322	7.045994352	2.816803318	LOC100488563-like	Chr10	13838593	13838593	2.549433071	1.985211422	0.001225503	0.008123715	22.04576546	5.653905585	4.462436209	meanmale	2.499273308	meanfemale	FC1
TRINITY_DN125647_c0_g1_i9	0.961551382	2	-0.056564143	0.447348924	-1.160527549	3.184478828	1.67105728	1.06154343	0.086163396	0.449753656	-1.152793086	alkbh4-like	Chr02	41878477	41878477	1.330680342	1.985695966	0.002266101	0.013924324	1.73585788	0.44855129	0.795731944	meanmale	-1.156333536	meanfemale	FC1
TRINITY_DN124081_c0_g8_i1	0.791395615	2	-0.337529023	0.484220676	-1.046263412	4.121651961	2.043222687	2.594130999	1.375251335	0.792827027	-0.334921951	NA	NA	NA	NA	0.689027266	1.985982253	0.006172199	0.032299792	2.502392858	0.638523852	1.323365952	meanmale	-0.646961659	meanfemale	FC1
TRINITY_DN132335_c6_g7_i1	9.547274691	2	3.255088969	6.388142628	2.675396524	28.3752898	4.826563222	4.811066475	2.266356733	0.906703371	-0.141297446	tmed4	Chr03	107880347	107880347	4.45882517	1.986037499	0.008872112	0.043619033	14.24454366	3.647423	3.832347626	meanmale	1.866917075	meanfemale	FC1
TRINITY_DN114220_c0_g1_i1	12.18051014	2	3.606502652	4.294189868	2.102385982	3.684793833	1.881583902	24.61471616	4.621449198	2.637461548	1.399150061	NA	NA	NA	NA	2.845410425	1.987741858	0.002254752	0.013864835	13.49334004	3.465825708	3.754186294	meanmale	1.793240731	meanfemale	FC1
TRINITY_DN114543_c0_g2_i1	10.74766303	2	3.425951089	3.757730958	1.909861778	15.62857758	3.966114574	20.18259447	4.33503974	4.19350309	2.068155919	NA	NA	NA	NA	1.807638895	1.991383468	6.02E-05	0.000553198	15.51961169	3.975617024	3.956029852	meanmale	1.991215075	meanfemale	FC1
TRINITY_DN132778_c1_g2_i1	1.02937482	2	0.041768398	0.5228776	-0.935454828	1.960950639	0.971553221	0.913960304	-0.129796589	0.157706502	-2.664685953	NA	NA	NA	NA	1.572721048	1.996598607	0.00126005	0.0083162	1.301428588	0.340292051	0.380207	meanmale	-1.554730748	meanfemale	FC1
TRINITY_DN95094_c0_g3_i1	25.02800648	2	4.645471478	4.66916416	2.223164312	12.74842096	3.672246659	29.83013409	4.898698558	6.788626985	2.763119816	LOC100492954	Chr01	12568075	12568075	3.957296123	2.001143286	7.02E-06	7.77E-05	22.53552051	5.728895573	4.49413527	meanmale	2.518282223	meanfemale	FC1
TRINITY_DN79991_c0_g1_i1	1.746143197	2	0.804171876	1.162313678	0.216999467	7.390217609	2.885616846	4.104359992	2.037157275	1.090657602	0.125198257	NA	NA	NA	NA	0.607711793	2.008882576	0.004115073	0.023099162	4.413573599	1.12648564	2.141979943	meanmale	0.171956988	meanfemale	FC1
TRINITY_DN90841_c0_g2_i1	30.32668236	2	4.922515775	7.053368908	2.818312498	43.49781813	5.442871131	28.42461446	4.829068876	10.13249507	3.340917568	NA	NA	NA	NA	4.273015094	2.015662747	5.75E-08	9.04E-07	34.08303832	8.592931989	5.090986277	meanmale	3.103167266	meanfemale	FC1
TRINITY_DN132634_c3_g2_i1	5.253427659	2	2.393259033	1.714237859	0.777567304	13.77979194	3.7844822	10.62980366	3.410043044	3.275875889	1.7118807	NA	NA	NA	NA	4.958787153	2.017713925	5.86E-06	6.61E-05	9.88767442	2.495056874	3.30564583	meanmale	1.319130523	meanfemale	FC1
TRINITY_DN128607_c0_g2_i1	52.95789593	2	5.726773898	8.974832272	3.165884977	47.75921541	5.577707231	18.0449865	4.173526159	10.93817864	3.451300624	NA	NA	NA	NA	3.161563384	2.017953933	8.50E-05	0.000752669	39.58736595	9.956505456	5.306971816	meanmale	3.315653963	meanfemale	FC1
TRINITY_DN122909_c5_g5_i1	5.048144756	2	2.33575328	0.746728588	-0.42134413	6.167305575	2.62464033	8.899357484	3.15370118	2.477450717	1.308856359	NA	NA	NA	NA	0.647855175	2.024223876	0.001646177	0.010551864	6.704935938	1.612089653	2.745245065	meanmale	0.689021468	meanfemale	FC1
TRINITY_DN115474_c0_g1_i1	19.47407008	2	4.283482534	8.075663525	3.013580802	26.39239234	4.722050225	18.66965086	4.222623043	2.672828035	1.41836702	NA	NA	NA	NA	3.636967538	2.035807973	3.65E-05	0.000349343	21.51203776	5.37424578	4.427078994	meanmale	2.426089146	meanfemale	FC1
TRINITY_DN111011_c1_g2_i1	27.86962984	2	4.800621936	4.466057241	2.159001742	22.06549904	4.463720471	33.70951512	5.075083971	9.204632463	3.202360117	NA	NA	NA	NA	2.634570451	2.03821411	9.34E-06	0.000100588	27.881548	6.835344852	4.801243932	meanmale	2.773035232	meanfemale	FC1
TRINITY_DN130627_c3_g1_i1	113.0117689	2	6.820329211	23.62761965	4.562402388	110.2946134	6.785218524	83.7345583	6.387751259	27.17971661	4.764458509	NA	NA	NA	NA	4.935561672	2.039505188	1.03E-09	2.05E-08	102.3469802	25.40366813	6.677326135	meanmale	4.666970602	meanfemale	FC1
TRINITY_DN132014_c1_g3_i2	1.503286224	2	0.588119723	0.632359533	-0.661183048	2.011813135	1.008496308	3.531309219	1.820203156	0.531312706	-0.912366881	NA	NA	NA	NA	2.124273664	2.047833612	6.25E-05	0.000571769	2.348802859	0.58183612	1.231987051	meanmale	-0.781067301	meanfemale	FC1
TRINITY_DN495_c0_g1_i1	2.508237545	2	1.326673986	0.511560613	-0.967022905	1.508939256	0.59353473	5.202495155	2.379203716	0.96984269	-0.044177336	NA	NA	NA	NA	0.855236406	2.04827427	0.002915726	0.017293965	3.073223985	0.740701652	1.619799862	meanmale	-0.43284078	meanfemale	FC1
TRINITY_DN205013_c0_g1_i1	44.90058401	2	5.488662305	12.29287866	3.61975089	17.69835179	4.145543106	193.8503662	7.59879965	29.30838911	4.87324177	NA	NA	NA	NA	4.577503843	2.068520568	0.005723456	0.030372067	85.48310067	20.80063389	6.417569021	meanmale	4.378562525	meanfemale	FC1
TRINITY_DN134565_c0_g1_i4	0.321462048	2	-1.637279673	0.120198646	-3.05650745	0.536885976	-0.897312374	0.512972398	-0.963046895	0.103581237	-3.271165402	atg4c	Chr04	78174727	78174727	0.248555971	2.070527366	0.000996211	0.006770163	0.457106807	0.111889942	-1.129081211	meanmale	-3.158558934	meanfemale	FC1
TRINITY_DN108683_c0_g1_i2	2.183710148	2	1.126781375	1.088688408	0.122591101	5.413301594	2.436508768	3.608220134	1.851287359	0.750542176	-0.41399495	NA	NA	NA	NA	1.052819537	2.072307737	0.000715751	0.005063862	3.735077292	0.919615292	1.901176723	meanmale	-0.120740767	meanfemale	FC1
TRINITY_DN110260_c0_g2_i1	0.428953292	2	-1.221107531	0.183303949	-2.447690228	1.351719217	0.434795502	1.48551352	0.570961736	0.331720745	-1.591958857	NA	NA	NA	NA	0.112817165	2.075602386	0.003692965	0.021086594	1.088728676	0.257512347	0.122776969	meanmale	-1.956726353	meanfemale	FC1
TRINITY_DN105987_c0_g2_i2	0.826999824	2	-0.274041073	0.695757353	-0.523343844	5.042696952	2.334195527	1.042409382	0.059921974	0.419698446	-1.252574973	NA	NA	NA	NA	1.013478283	2.092673474	0.009431727	0.045953644	2.304035386	0.5577279	1.204225489	meanmale	-0.842108003	meanfemale	FC1
TRINITY_DN113797_c0_g1_i1	3.786108567	2	1.920715781	1.516792444	0.601023682	17.76197772	4.150720323	10.82198951	3.435893843	3.614121998	1.853645207	NA	NA	NA	NA	3.549404184	2.101232826	0.000478487	0.003549656	10.79002527	2.565457221	3.431639708	meanmale	1.359272203	meanfemale	FC1
TRINITY_DN64977_c0_g2_i1	2.038218071	2	1.027308415	0.911499685	-0.133685937	0.645271408	-0.632021994	7.647598093	2.935006707	0.714791585	-0.484405445	NA	NA	NA	NA	1.664211937	2.107415043	0.009782672	0.047358232	3.443695857	0.813145635	1.783999625	meanmale	-0.298236921	meanfemale	FC1
TRINITY_DN118431_c0_g1_i1	26.26202474	2	4.714906244	9.63733095	3.268633649	39.30129483	5.29650494	33.59738936	5.07027723	6.016573036	2.58894198	NA	NA	NA	NA	5.002762965	2.108552103	5.98E-09	1.09E-07	33.05356964	7.826951993	5.046738545	meanmale	2.968469028	meanfemale	FC1
TRINITY_DN124093_c3_g9_i1	13.07300709	2	3.708519127	3.54071914	1.82404241	23.39452084	4.548098775	23.855688	4.576261389	5.873591365	2.554242899	NA	NA	NA	NA	2.239613324	2.110354145	1.24E-05	0.000130618	20.10773864	4.707155253	4.329686112	meanmale	2.234886086	meanfemale	FC1
TRINITY_DN135005_c2_g1_i2	0.178265144	2	-2.487903453	0.264890879	-1.916529927	1.682185274	0.750336611	1.366758466	0.450758312	0.244382998	-2.032784176	NA	NA	NA	NA	1.557401598	2.111500679	0.004756308	0.026026123	1.075736295	0.254636939	0.105458566	meanmale	-1.97291992	meanfemale	FC1
TRINITY_DN120758_c3_g1_i1	3.962522228	2	1.986419028	0.652383847	-0.616207033	5.449681309	2.446171865	4.030547712	2.0109759	1.432465395	0.518500287	prhoxnb	Chr02	152123514	152123514	2.821354894	2.117145512	4.04E-06	4.67E-05	4.480917083	1.042424621	2.163826226	meanmale	0.060081456	meanfemale	FC1
TRINITY_DN127211_c0_g1_i1	0.914676789	2	-0.128666053	0.201017532	-2.314606762	1.12658041	0.17195029	0.830504319	-0.267940424	0.242517726	-2.043837895	atxn1-like	Chr06	48256436	48256436	0.711617784	2.120154798	0.000289872	0.002279226	0.957253839	0.221767629	-0.062875849	meanmale	-2.172228905	meanfemale	FC1
TRINITY_DN141092_c0_g1_i1	8.91942141	2	3.156950128	1.250655856	0.322684857	3.583631548	1.841422314	6.359491777	2.668911476	1.61662986	0.6929894	ercc8	Chr01	46198772	46198772	0.576073563	2.122834352	0.001002364	0.006806415	6.287514912	1.433642858	2.652512862	meanmale	0.5197863	meanfemale	FC1
TRINITY_DN135621_c9_g7_i1	2.876435759	2	1.52428225	1.935963005	0.953051384	2.936812179	1.554251002	16.70002886	4.061778691	1.568217962	0.649126089	NA	NA	NA	NA	2.488992086	2.124470906	0.003100418	0.01819471	7.504425599	1.752090484	2.907760874	meanmale	0.809159621	meanfemale	FC1
TRINITY_DN108998_c0_g2_i1	6.740461472	2	2.752847366	1.163234833	0.218142376	5.195769563	2.377337447	6.126211052	2.61499507	1.603869016	0.681556325	NA	NA	NA	NA	1.593756405	2.12771204	1.89E-05	0.000193014	6.020814029	1.383551925	2.589982518	meanmale	0.46848106	meanfemale	FC1
TRINITY_DN127870_c2_g2_i1	3.551108725	2	1.828269532	0.401688482	-1.315851001	2.902886935	1.537488381	3.51064309	1.811735332	1.090388968	0.124842871	NA	NA	NA	NA	1.464512717	2.136056909	9.53E-05	0.00083371	3.32154625	0.746038725	1.731898437	meanmale	-0.422484208	meanfemale	FC1
TRINITY_DN134537_c0_g2_i1	1.518824652	2	0.602955321	0.280833317	-1.832213993	0.629559641	-0.667585038	3.570041189	1.835940719	0.5759796	-0.79591038	NA	NA	NA	NA	0.550939594	2.141252003	0.006060269	0.031861121	1.906141827	0.428406459	0.930731152	meanmale	-1.222611146	meanfemale	FC1
TRINITY_DN173927_c0_g1_i1	1.354773673	2	0.438051857	0.930428592	-0.104032663	13.83210388	3.789948704	6.623624024	2.727620784	2.357283923	1.237125534	NA	NA	NA	NA	0.77883994	2.149744515	0.010048538	0.048480838	7.270167192	1.643856258	2.862008386	meanmale	0.717171912	meanfemale	FC1
TRINITY_DN136162_c10_g7_i1	4.716259807	2	2.237643195	0.705387213	-0.503512672	2.318455704	1.213164163	3.010384732	1.589947878	0.790228068	-0.339659005	NA	NA	NA	NA	0.494570541	2.158978389	0.000652556	0.004679528	3.348366748	0.747807641	1.743500641	meanmale	-0.419067973	meanfemale	FC1
TRINITY_DN122416_c0_g1_i4	2.500628981	2	1.32229102	0.300540918	-1.734366671	3.829675819	1.937222274	2.139519421	1.097286775	0.942728221	-0.085086178	NA	NA	NA	NA	0.995821209	2.159097645	0.000540271	0.003957386	2.82327474	0.62163457	1.497420627	meanmale	-0.685629297	meanfemale	FC1
TRINITY_DN130791_c0_g2_i1	3.388964312	2	1.760844444	1.018266256	0.026114846	8.409962148	3.072099307	3.559742993	1.831773085	1.289912357	0.367273045	NA	NA	NA	NA	1.100314681	2.169775355	0.000595149	0.004309994	5.119556484	1.154089307	2.356047012	meanmale	0.20687987	meanfemale	FC1
TRINITY_DN127874_c4_g1_i1	5.642566019	2	2.496351393	0.921271474	-0.118301752	3.200557525	1.678323239	3.643575254	1.865354788	0.926223786	-0.110567288	NA	NA	NA	NA	0.773637389	2.180921477	0.000288399	0.002268356	4.162232933	0.92374763	2.057392367	meanmale	-0.114273167	meanfemale	FC1
TRINITY_DN130578_c0_g3_i1	4.048040606	2	2.017223762	0.732639369	-0.448824867	7.968873612	2.994375816	1.658974565	0.730291767	1.298218172	0.376532856	NA	NA	NA	NA	2.044477626	2.185173963	0.000633292	0.004558425	4.558629594	1.015428771	2.188631837	meanmale	0.022231113	meanfemale	FC1
TRINITY_DN131592_c2_g2_i2	3.255345684	2	1.702810751	0.952602357	-0.070053977	1.814373543	0.859471508	5.587798441	2.482279982	0.640306294	-0.643165904	NA	NA	NA	NA	2.420933432	2.190606701	5.85E-05	0.000539804	3.552505889	0.796454326	1.828877651	meanmale	-0.328155337	meanfemale	FC1
TRINITY_DN109528_c0_g2_i1	0.861054791	2	-0.215823052	0.779195048	-0.359943586	7.757014776	2.95550155	4.983640191	2.317199912	1.233829211	0.303142708	nkx3-1	Chr03	106998375	106998375	1.961638969	2.1953091	0.002465656	0.015017321	4.533903253	1.00651213	2.180785426	meanmale	0.009507887	meanfemale	FC1
TRINITY_DN130136_c6_g1_i1	1.511444529	2	0.595928032	0.645883262	-0.630654661	2.585557811	1.370475563	2.02334382	1.016741493	0.278295094	-1.845312619	NA	NA	NA	NA	1.879488516	2.202271658	3.73E-05	0.000355791	2.040115387	0.462089178	1.028721466	meanmale	-1.113444615	meanfemale	FC1
TRINITY_DN45789_c0_g2_i1	3.950721983	2	1.982116326	0.949643965	-0.074541367	4.108344863	2.03855729	3.018042973	1.593613348	0.668324156	-0.581380075	NA	NA	NA	NA	0.033730038	2.231932573	0.00052226	0.003842387	3.69236994	0.808984061	1.884586176	meanmale	-0.305638494	meanfemale	FC1
TRINITY_DN112760_c0_g1_i2	8.055550143	2	3.009983119	0.619625849	-0.690530764	5.665860517	2.502295086	5.973299236	2.578527996	2.118052644	1.082738448	amotl2-like	Chr05	126721734	126721734	1.392048882	2.233807449	0.000135669	0.001145465	6.564903299	1.368839247	2.714795736	meanmale	0.453058421	meanfemale	FC1
TRINITY_DN128607_c0_g1_i1	42.7039231	2	5.416296708	6.223929186	2.637825646	40.06008536	5.32409359	7.853008786	2.973245511	6.780391436	2.761368563	NA	NA	NA	NA	3.717887028	2.246132054	0.000218928	0.001762516	30.20567242	6.502160311	4.916752374	meanmale	2.700941314	meanfemale	FC1
TRINITY_DN132809_c9_g3_i1	1.274482305	2	0.349911343	0.61270038	-0.706746349	3.919514715	1.970675042	4.137820915	2.048871207	0.721867925	-0.470193193	NA	NA	NA	NA	3.718584585	2.249005589	1.12E-05	0.000119313	3.110605978	0.667284153	1.637242039	meanmale	-0.583410666	meanfemale	FC1
TRINITY_DN108162_c0_g1_i1	6.992183713	2	2.805743091	2.628045838	1.393990439	3.136811245	1.649298719	21.09399857	4.398760693	1.806508946	0.853204399	NA	NA	NA	NA	3.78055893	2.254950409	0.000580571	0.004219121	10.40766451	2.217277392	3.379588319	meanmale	1.148854334	meanfemale	FC1
TRINITY_DN126418_c2_g4_i16	7.594554058	2	2.924965254	1.97585706	0.982478581	8.919592387	3.156977782	6.716258462	2.747657751	1.347350511	0.430125214	NA	NA	NA	NA	1.892061708	2.265110586	2.81E-06	3.36E-05	7.743468302	1.661603786	2.952998526	meanmale	0.732663231	meanfemale	FC1
TRINITY_DN136384_c2_g2_i1	2.893088808	2	1.53261061	0.51091956	-0.968831926	2.344297441	1.229155628	0.541247473	-0.885639711	0.308199611	-1.698063054	NA	NA	NA	NA	0.512673879	2.267376416	0.003552941	0.020422656	1.926211241	0.409559586	0.945840823	meanmale	-1.287502522	meanfemale	FC1
TRINITY_DN116738_c0_g1_i1	8.502138537	2	3.087825767	2.72490432	1.446205573	8.560034655	3.097616637	30.95935544	4.95230353	4.02714158	2.009756193	NA	NA	NA	NA	3.249716839	2.268655319	0.000165455	0.001370965	16.00717621	3.37602295	4.000655935	meanmale	1.755367444	meanfemale	FC1
TRINITY_DN125462_c0_g1_i2	4.100016046	2	2.035629556	2.858037336	1.515024763	13.83730489	3.79049107	30.9450687	4.95163762	3.953403128	1.983095074	NA	NA	NA	NA	3.737834397	2.284131789	0.000457041	0.003405751	16.29412988	3.405720232	4.026289262	meanmale	1.768002288	meanfemale	FC1
TRINITY_DN135651_c3_g4_i1	0.469412918	2	-1.09107055	0.248234455	-2.010224719	2.862282462	1.51716605	0.64547064	-0.631576621	0.299482613	-1.739455848	NA	NA	NA	NA	1.311734864	2.301992038	0.002939551	0.017385662	1.325722007	0.273858534	0.406887105	meanmale	-1.86797055	meanfemale	FC1
TRINITY_DN135352_c3_g3_i2	10.48748952	2	3.390597464	0.576206066	-0.795343246	8.073207098	3.013141901	10.4379999	3.383773388	3.359960142	1.748444119	kctd14	Chr02	165625206	165625206	3.02098363	2.308329508	6.55E-05	0.000596592	9.666232173	1.968083104	3.272968572	meanmale	0.976864444	meanfemale	FC1
TRINITY_DN132472_c0_g2_i4	1.848978083	2	0.886728124	0.330483284	-1.597350794	1.76139778	0.816720753	1.637022096	0.711073795	0.371214401	-1.429675415	NA	NA	NA	NA	2.633026123	2.340094528	3.14E-08	5.12E-07	1.749132653	0.350848843	0.806722185	meanmale	-1.510667349	meanfemale	FC1
TRINITY_DN128912_c6_g1_i1	13.08479121	2	3.709818999	4.018893259	2.00679826	13.8130024	3.787955033	67.60094334	6.078971474	8.643149883	3.11155718	NA	NA	NA	NA	4.433270501	2.342227006	0.00039441	0.002992691	31.49957898	6.331021571	4.977265221	meanmale	2.662461099	meanfemale	FC1
TRINITY_DN119416_c2_g1_i1	6.481852345	2	2.696406157	0.430952071	-1.214400668	4.380647329	2.131144073	4.656638188	2.219288792	1.599761212	0.677856578	NA	NA	NA	NA	2.650512687	2.349435466	8.79E-06	9.52E-05	5.173045954	1.015356642	2.371041896	meanmale	0.02212864	meanfemale	FC1
TRINITY_DN112522_c0_g1_i1	3.092759052	2	1.628894442	0.840380453	-0.250885489	0.610178957	-0.712695668	11.38169547	3.508643579	1.091868099	0.126798585	dnttip1	Chr10	16892880	16892880	1.669603792	2.395841313	0.007015459	0.035943417	5.02821116	0.966124276	2.330073929	meanmale	-0.049569995	meanfemale	FC1
TRINITY_DN136375_c6_g1_i1	5.297156381	2	2.4052181	0.391781367	-1.35187931	4.545474096	2.184430776	5.810522196	2.538667826	1.417994621	0.50385206	entpd2	scaffold_1427	2327	2327	0.728840173	2.467867805	0.000100983	0.000875433	5.217717558	0.904887994	2.383446501	meanmale	-0.144029442	meanfemale	FC1
TRINITY_DN131535_c2_g1_i1	4.153136416	2	2.05420126	1.545752948	0.628309757	10.77808987	3.430029616	5.731278067	2.518856894	0.997189894	-0.004059833	NA	NA	NA	NA	3.676759787	2.472238566	6.16E-07	8.29E-06	6.887501451	1.271471421	2.784001664	meanmale	0.346612497	meanfemale	FC1
TRINITY_DN114610_c0_g2_i1	2.25726929	2	1.174578541	0.310048524	-1.689434073	2.247163813	1.168105297	1.463961225	0.549877342	0.40077668	-1.31912953	gid8	scaffold_1656	751	751	0.888567141	2.483384069	3.75E-05	0.000357494	1.989464776	0.355412602	0.992452871	meanmale	-1.492027394	meanfemale	FC1
TRINITY_DN101945_c0_g2_i1	1.328459146	2	0.409753861	0.25545978	-1.968831926	2.913626819	1.542816107	4.600603518	2.20182313	0.770499027	-0.37613496	NA	NA	NA	NA	0.55982804	2.487069815	0.000631818	0.004550013	2.947563161	0.512979404	1.559571672	meanmale	-0.962745982	meanfemale	FC1
TRINITY_DN114818_c0_g1_i1	0.736724146	2	-0.440803567	0.205650635	-2.281732568	0.903164797	-0.14693884	1.786435166	0.837083556	0.206756114	-2.273998103	zfp36l2	Chr05	14124235	14124235	1.051100486	2.493433015	8.17E-05	0.000725198	1.142108036	0.206203375	0.19182544	meanmale	-2.277160675	meanfemale	FC1
TRINITY_DN103698_c0_g1_i1	0.97984922	2	-0.029368332	0.166255461	-2.588526365	1.193306985	0.254965232	1.849305114	0.886983272	0.300868507	-1.732794992	spaca5-like.2	Chr10	10577050	10577050	1.000782566	2.508684921	4.07E-05	0.000385897	1.34082044	0.233561984	0.423223641	meanmale	-2.097505063	meanfemale	FC1
TRINITY_DN82961_c0_g2_i1	0.671787827	2	-0.573922441	0.519541636	-0.944688724	7.413893136	2.89023132	2.266976155	1.180769216	0.711504212	-0.491055798	NA	NA	NA	NA	3.295497306	2.51644209	0.000912129	0.006268782	3.450885706	0.615522924	1.787008498	meanmale	-0.69988114	meanfemale	FC1
TRINITY_DN131588_c1_g1_i6	5.099295093	2	2.350297828	0.635563225	-0.653892445	3.749414145	1.906665189	11.13813895	3.477436291	1.697860365	0.763717814	NA	NA	NA	NA	2.54957784	2.519486352	1.92E-05	0.000195001	6.662282729	1.166711795	2.736038234	meanmale	0.222571875	meanfemale	FC1
TRINITY_DN123456_c0_g6_i3	43.63155339	2	5.447299933	44.76049625	5.484154126	461.1073693	8.848958912	286.1117677	8.160435026	48.52211427	5.60057051	NA	NA	NA	NA	6.790204023	2.527137767	0.000320858	0.002501569	263.6168968	46.64130526	8.042299581	meanmale	5.543539351	meanfemale	FC1
TRINITY_DN131144_c0_g1_i1	3.96220664	2	1.986304123	0.761923646	-0.392281665	5.194059679	2.37686259	5.085051474	2.346262378	0.893689278	-0.162154779	NA	NA	NA	NA	2.170108034	2.540019214	4.26E-08	6.82E-07	4.747105931	0.827806462	2.247078634	meanmale	-0.272460316	meanfemale	FC1
TRINITY_DN133900_c1_g3_i3	8.89653304	2	3.15324323	3.54113849	1.824213267	18.73356895	4.22755387	74.1595791	6.212561151	8.16990567	3.030319421	chac1-like	Chr08	95290542	95290542	5.851895368	2.565049149	0.000362626	0.002779426	33.9298937	5.85552208	5.084489257	meanmale	2.549822446	meanfemale	FC1
TRINITY_DN126720_c3_g2_i5	228.5167407	2	7.836156048	64.91140676	6.020400117	613.8146215	9.261659202	167.8448843	7.390984756	49.69663024	5.635076126	NA	NA	NA	NA	7.555850887	2.58294273	3.30E-06	3.88E-05	336.7254155	57.3040185	8.395429236	meanmale	5.840566925	meanfemale	FC1
