gid	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	A10FO1	base	logA10FO1	A15MT1	logA15MT1	A17FO1	logA17FO1	A17MT1	logA17MT1	A2FO2	logA2FO2	A6FO1	logA6FO1	A6MT1	logA6MT1	A8FO2	logA8FO2	A8MT1	logA8MT1	A12MT1	logA12MT1	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	cutoff	co_sb	meanXY	group1	meanXX	group2
TRINITY_DN130448_c1_g11_i1	0.000967363	0.002537936	13.68810826	2	3.77485117	8.864226382	3.147994727	13.09272225	3.71069319	5.472795794	2.452278026	12.11644581	3.598894661	12.47792564	3.641306212	3.928233095	1.973880539	13.00307056	3.700780438	7.358302805	2.879373047	5.355497747	2.421020667	NA	NA	NA	NA	4.355880421	-1.063837216	1	female	2.631316459	meanmale	3.68658507	meanfemale
TRINITY_DN122613_c1_g1_i3	7.69E-05	0.000253892	15.24691739	2	3.930445684	10.28028086	3.361807775	24.43860363	4.61108995	12.69406661	3.666082413	22.97278018	4.521853558	21.29754401	4.412615166	9.493246811	3.246901592	16.37558245	4.033474317	6.759176828	2.756847557	8.775223874	3.133435932	NA	NA	NA	NA	5.687543969	-1.063786563	1	female	3.263109393	meanmale	4.326708869	meanfemale
TRINITY_DN108703_c0_g8_i1	0.02070038	0.039210796	12.47678114	2	3.641173879	7.701119203	2.945068128	7.501050635	2.907092681	5.750437176	2.523671641	6.23498803	2.64038679	10.85149258	3.439821588	2.111667175	1.078382466	15.85022927	3.986431804	4.350650996	2.12123129	5.841266284	2.546281154	sh2d3c-like	Chr08	2323004	2323004	2.363462121	-1.063489245	1	female	2.364888437	meanmale	3.403677882	meanfemale
TRINITY_DN131859_c7_g2_i1	0.013044538	0.02611564	6.543090677	2	2.709972264	4.074058086	2.02646655	6.127394669	2.615273779	4.563157859	2.190032564	6.353251174	2.667495057	6.329460547	2.662082546	3.77027143	1.91466839	10.16275695	3.345219924	1.775510876	0.828234198	2.884145409	1.528143902	ribc1	Chr08	2306442	2306442	2.128999497	-1.063196665	1	female	1.771263895	meanmale	2.828487549	meanfemale
TRINITY_DN126582_c2_g1_i3	0.002268311	0.00547873	6.052845806	2	2.597613599	3.317587373	1.730134461	7.847952767	2.972316359	2.624410645	1.391993478	4.877571362	2.286162981	7.500480716	2.906983063	2.581961816	1.368467665	4.640448671	2.214264302	2.735791861	1.451958474	3.488045892	1.802419022	NA	NA	NA	NA	3.517393042	-1.062926336	1	female	1.560548432	meanmale	2.628530956	meanfemale
TRINITY_DN129346_c3_g2_i3	0.000288149	0.00084721	95.9920907	2	6.584843634	31.51671053	4.97804506	41.74137293	5.383406148	31.93424126	4.997032268	50.39699935	5.655265933	37.24874179	5.219119789	28.89612281	4.852804024	74.54843113	6.220106086	21.82912286	4.448182256	31.04119927	4.956112392	arr3	Chr08	22687472	22687472	6.549027669	-1.062855809	1	female	4.860147358	meanmale	5.906544961	meanfemale
TRINITY_DN134524_c2_g2_i1	0.001823934	0.004504429	105.5125374	2	6.721270625	64.98874571	6.022117999	149.0208233	7.219370128	29.08553757	4.862230064	78.65134019	6.297399444	70.04466347	6.130203234	30.67340263	4.93891631	164.7174974	7.363850006	75.64689206	6.241208906	74.47897646	6.218761341	NA	NA	NA	NA	6.658704556	-1.062754702	1	female	5.780698831	meanmale	6.82768532	meanfemale
TRINITY_DN131733_c1_g1_i6	0.00213216	0.005177217	46.55258069	2	5.540789242	15.15118871	3.921359082	32.14009383	5.006302236	15.44370959	3.948947425	31.9279912	4.996749881	22.50489271	4.492166782	21.1022012	4.399321591	38.01448232	5.24847724	18.63286989	4.219777994	11.67452692	3.545292185	NA	NA	NA	NA	4.125575374	-1.062589993	1	female	4.035711811	meanmale	5.097109649	meanfemale
TRINITY_DN131878_c1_g4_i1	0.002421765	0.005811	8.823600592	2	3.141367488	5.17722632	2.372179386	15.0305079	3.909821855	7.574537131	2.92115773	12.95350411	3.695270515	14.67541452	3.875329349	4.010684237	2.003848387	4.366206564	2.126380385	3.464930845	1.792826559	6.363926091	2.669917081	NA	NA	NA	NA	4.996267986	-1.062543594	1	female	2.410981687	meanmale	3.481550401	meanfemale
TRINITY_DN125663_c7_g4_i1	0.000198667	0.000605502	55.63731249	2	5.797980828	53.46482493	5.740518134	96.66307845	6.594893036	29.29269838	4.872469192	80.47445035	6.330458913	64.43519033	6.009776905	19.06598406	4.25292909	79.73922065	6.3172176	40.40382293	5.336419899	39.67384187	5.310116204	NA	NA	NA	NA	6.608199008	-1.062006454	1	female	5.1850869	meanmale	6.236300319	meanfemale
TRINITY_DN128368_c0_g1_i1	0.000281085	0.000828387	29.25298171	2	4.870511779	15.42282915	3.946995531	16.81102227	4.071335552	16.68019626	4.060064359	37.18520423	5.216656791	22.95832499	4.520945484	10.67162968	3.415708604	28.78652551	4.847321763	8.743293132	3.128176768	13.98803244	3.806121142	sepn1	scaffold_24	421021	421021	5.83576877	-1.061962362	1	female	3.711637642	meanmale	4.754829352	meanfemale
TRINITY_DN118734_c0_g1_i4	0.0094935	0.019718468	9.700362028	2	3.278038591	6.721584121	2.748801283	16.34392497	4.030682581	3.733658893	1.900590129	9.276026986	3.213507017	8.410990662	3.072275734	8.653466936	3.113278252	15.62924629	3.966176302	4.207433513	2.072940474	5.056843538	2.338237141	NA	NA	NA	NA	3.158219115	-1.061774008	1	female	2.504543464	meanmale	3.569516634	meanfemale
TRINITY_DN112756_c0_g1_i1	0.009696095	0.020073773	14.25919633	2	3.833820766	3.071411938	1.61890202	6.944346952	2.795839029	5.36309286	2.423065233	7.538291212	2.914237529	5.975355943	2.579024655	5.93851391	2.570101947	11.81049698	3.561997769	2.425404547	1.278225403	5.638954811	2.495427782	ercc2	Chr08	49670870	49670870	3.602503253	-1.061117393	1	female	2.165936248	meanmale	3.218104986	meanfemale
TRINITY_DN119891_c0_g1_i1	6.57E-05	0.000220052	53.04712263	2	5.729202594	27.68964776	4.791274796	29.038646	4.85990228	19.28036969	4.26906081	49.68330552	5.634689257	57.82259919	5.853561556	21.33023408	4.414827893	48.68550711	5.605420464	21.38646393	4.41862606	25.06868009	4.647814133	chd9	Chr04	52019466	52019466	5.882312426	-1.061110842	1	female	4.520496368	meanmale	5.574571915	meanfemale
TRINITY_DN126405_c0_g1_i1	0.000161443	0.000500088	244.3400402	2	7.932746488	164.5948094	7.36277503	242.2349979	7.920263509	148.5014248	7.214332963	255.2903628	7.995995267	281.0722073	8.134796995	94.19522861	6.557582078	189.1446312	7.563346016	63.7030189	5.993289839	111.6058221	6.802268479	NA	NA	NA	NA	8.9181264	-1.060596448	1	female	6.864435787	meanmale	7.921344373	meanfemale
TRINITY_DN84147_c0_g1_i1	0.006048643	0.013202145	116.0684651	2	6.858832246	24.46670615	4.612747985	31.06909344	4.957408241	32.73564929	5.032790689	40.95892899	5.356106087	42.35927746	5.404606076	47.19003868	5.560410449	94.11974386	6.556425489	26.4998607	4.727912871	26.05679662	4.703587827	NA	NA	NA	NA	5.321069421	-1.059329358	1	female	4.972229001	meanmale	6.020484461	meanfemale
TRINITY_DN130143_c0_g1_i2	7.93E-05	0.000261109	56.84390368	2	5.828933728	43.72752977	5.450469946	64.32144418	6.007227894	29.81633686	4.898031118	38.40091154	5.263068652	68.28738066	6.093547092	23.23340951	4.538128981	61.85876762	5.950906187	19.47597064	4.283623326	23.10392317	4.530065945	NA	NA	NA	NA	6.769238043	-1.059238367	1	female	4.800720502	meanmale	5.856552058	meanfemale
TRINITY_DN125342_c0_g1_i4	0.000240732	0.00072028	26.54030202	2	4.730112883	13.99539823	3.806880633	26.71828231	4.739755356	8.852337945	3.146058528	25.39985753	4.6667485	36.81022392	5.202034621	11.46639633	3.519340146	12.49102717	3.642820213	12.13591398	3.60121086	14.49567855	3.857550963	plxnb2	Chr03	61919818	61919818	5.772721964	-1.058515498	1	female	3.607536864	meanmale	4.677623168	meanfemale
TRINITY_DN123402_c0_g1_i1	9.42E-06	3.67E-05	95.25034699	2	6.573652443	50.60095446	5.661092693	98.05167756	6.615470408	35.47639992	5.14878771	96.78468715	6.596706904	62.24339845	5.959848928	33.76453992	5.077436994	67.54350908	6.077745228	37.91867924	5.244836809	44.60425223	5.479109347	NA	NA	NA	NA	7.181896954	-1.058443489	1	female	5.338890208	meanmale	6.391884959	meanfemale
TRINITY_DN131080_c0_g1_i2	4.24E-05	0.000146963	17.52958576	2	4.131719999	9.680118206	3.275024665	22.0351292	4.461733451	11.05712922	3.46690496	20.63289676	4.366874478	31.06745098	4.957331971	10.21073912	3.352015397	12.92325402	3.691897475	8.530267729	3.092591022	10.21311299	3.352350766	LOC100492846-like	Chr07	41478976	41478976	6.168572941	-1.057602724	1	female	3.313009755	meanmale	4.381128527	meanfemale
TRINITY_DN114381_c0_g2_i1	0.000615119	0.001684113	29.63918619	2	4.889433931	14.31104322	3.839056938	19.39654559	4.277727835	10.52465617	3.395701198	17.23180826	4.107002197	17.52698364	4.131505827	9.049595142	3.177853251	21.31408951	4.413735523	6.615824756	2.72592102	10.31922776	3.367263106	klc1	Chr08	77660710	77660710	4.891136915	-1.057450833	1	female	3.345420421	meanmale	4.393815854	meanfemale
TRINITY_DN84979_c0_g1_i1	1.21E-05	4.61E-05	123.3133002	2	6.946184603	58.98308209	5.882229306	97.47660052	6.606984033	47.43735494	5.567951664	81.30224694	6.345223319	89.32821154	6.481043973	40.75292203	5.348831601	100.822169	6.655669086	35.50432021	5.149922679	55.17148761	5.785850976	uvrag	Chr02	169458915	169458915	6.682468892	-1.057387127	1	female	5.5719781	meanmale	6.621298868	meanfemale
TRINITY_DN118661_c0_g2_i1	0.000867891	0.002301048	14.85467996	2	3.892845618	10.02201529	3.325100739	8.685602199	3.118625879	6.162844258	2.623596333	13.88497849	3.795453037	12.92192744	3.691749374	4.849522936	2.277842831	14.61572626	3.869449614	5.002513559	2.322653172	5.50782928	2.461483843	NA	NA	NA	NA	4.825500011	-1.057253615	1	female	2.657421656	meanmale	3.69962746	meanfemale
TRINITY_DN131808_c0_g1_i1	0.0002226	0.00067155	53.56949617	2	5.743339822	18.33591838	4.196600622	43.06797285	5.428543514	19.34084539	4.273578951	36.70340916	5.197842167	37.88364534	5.243503255	24.16252212	4.594699148	47.83626759	5.580032923	24.05045275	4.587992148	19.44379768	4.281238122	NA	NA	NA	NA	4.909440248	-1.057191074	1	female	4.396899781	meanmale	5.453262673	meanfemale
TRINITY_DN131960_c0_g1_i1	0.001147039	0.002965188	5.472659799	2	2.452242176	2.877489928	1.524810879	5.62607869	2.492129731	2.05909993	1.042013847	5.903611653	2.561597822	6.515105183	2.703788471	2.904014717	1.538048765	5.85130127	2.548757501	3.251203907	1.700974041	3.031338774	1.599955093	NA	NA	NA	NA	3.906105402	-1.057178343	1	female	1.498112695	meanmale	2.554306748	meanfemale
TRINITY_DN123155_c2_g3_i10	0.00737204	0.015767275	2.811508559	2	1.491344439	1.653332124	0.725376565	3.727834561	1.898337835	1.815508174	0.860373426	4.380782564	2.13118861	3.387343516	1.7601543	0.702244979	-0.509953691	4.073802585	2.02637607	2.147482513	1.102646384	2.635954274	1.398325344	NA	NA	NA	NA	3.542018811	-1.057069307	1	female	0.840768892	meanmale	1.878275832	meanfemale
TRINITY_DN131213_c0_g6_i1	0.019940263	0.037946211	12.59628563	2	3.654926472	3.367246434	1.75156931	3.817502431	1.932629076	3.316773009	1.729780281	6.683656241	2.740637533	4.14159904	2.050187889	5.009436172	2.324648233	10.68751977	3.417855184	3.330442098	1.7357137	3.33293444	1.736792939	NA	NA	NA	NA	2.726858843	-1.05604687	1	female	1.876356409	meanmale	2.923227661	meanfemale
TRINITY_DN129868_c0_g1_i1	8.91E-05	0.000290411	25.04596934	2	4.646506543	15.48777035	3.953057561	26.68060406	4.737719425	10.56023137	3.400569539	26.84800553	4.746743013	40.17987835	5.328401291	13.2258896	3.725292859	21.02570969	4.394082592	11.29127192	3.497136104	16.46555802	4.041379501	timeless	Chr02	135230911	135230911	5.614976115	-1.055447831	1	female	3.744833219	meanmale	4.805092931	meanfemale
TRINITY_DN134809_c0_g1_i1	0.000420735	0.001192435	4.922062994	2	2.299263122	3.893819731	1.961186094	10.39540535	3.377874109	4.144763966	2.051289946	9.636566447	3.268519199	10.17719101	3.347267515	3.158734788	1.659346811	4.793875384	2.261192407	4.046115308	2.016537435	3.878080763	1.955342849	NA	NA	NA	NA	5.349259588	-1.055389707	1	female	1.935234523	meanmale	2.997314131	meanfemale
TRINITY_DN126237_c9_g2_i1	0.025747582	0.04736732	10.34171994	2	3.370404236	2.919626347	1.545783745	7.049699091	2.817561679	2.802972009	1.486957337	8.518856735	3.090659828	4.219473758	2.077063081	7.497394435	2.906389304	10.85070636	3.439717057	3.231490083	1.692199564	3.093303662	1.629148466	NA	NA	NA	NA	1.899468293	-1.054242075	1	female	1.966820735	meanmale	3.034953636	meanfemale
TRINITY_DN127023_c0_g1_i3	0.002695536	0.006405235	5.740021378	2	2.52105611	3.629101824	1.859612536	12.20795211	3.609749303	3.856972581	1.94746889	12.17967108	3.606403268	11.51928682	3.525979495	6.318638688	2.659613772	4.61906192	2.207599886	3.945901549	1.980354961	4.278160225	2.096990515	NA	NA	NA	NA	4.652390841	-1.053963219	1	female	2.139422007	meanmale	3.209967756	meanfemale
TRINITY_DN123875_c0_g2_i1	0.003523416	0.008147629	36.79007256	2	5.201244617	17.06563039	4.093021802	48.32058062	5.594565885	19.85526555	4.311449751	14.75143775	3.882783669	42.82640894	5.420428805	15.35630448	3.940759166	35.94084298	5.167552342	18.83360971	4.235237633	14.44934884	3.852932574	NA	NA	NA	NA	4.03640442	-1.053687124	1	female	4.096947594	meanmale	5.15890122	meanfemale
TRINITY_DN135241_c3_g5_i1	0.000337676	0.00097867	189.1933039	2	7.563717218	76.02587563	6.248418623	121.4946527	6.924749008	119.3977127	6.899631389	173.7678924	7.441017726	121.2160194	6.921436562	81.50184559	6.348760824	164.2747046	7.359966538	38.2336243	5.25677006	59.24321086	5.888577929	NA	NA	NA	NA	7.636866527	-1.053206742	1	female	6.2265192	meanmale	7.266687372	meanfemale
TRINITY_DN136049_c1_g1_i2	0.010483307	0.021533588	10.04269595	2	3.328074706	4.599045914	2.201334601	6.642494573	2.731725144	5.771220088	2.52887635	8.391943717	3.069005002	8.123607602	3.022120554	6.363735425	2.669873856	13.18877548	3.721238718	2.227005841	1.155105342	3.488356838	1.802547627	khdrbs2	Chr05	89298514	89298514	3.172071294	-1.052892031	1	female	2.166706712	meanmale	3.213814385	meanfemale
TRINITY_DN122367_c0_g1_i3	1.41E-06	6.36E-06	50.6312433	2	5.661956006	25.61471976	4.678901203	56.85235516	5.82914821	26.2990054	4.716936334	45.80393318	5.517399583	57.88530112	5.855125144	21.87980242	4.451527805	46.64183999	5.543552798	24.16336478	4.594749461	26.33255003	4.718775333	NA	NA	NA	NA	6.693596893	-1.052675112	1	female	4.635637652	meanmale	5.688265266	meanfemale
TRINITY_DN119883_c0_g5_i1	0.000509327	0.001418396	581.5531738	2	9.183767299	276.4671401	8.110964207	820.7504052	9.680799747	230.8858135	7.851035721	599.2984749	9.227130892	428.4929768	8.743127748	192.2978323	7.58719869	641.5232766	9.325357802	501.0444258	8.968794717	283.7472236	8.148462466	NA	NA	NA	NA	8.969829659	-1.052553885	1	female	8.213777824	meanmale	9.262855376	meanfemale
TRINITY_DN107852_c0_g1_i2	2.38E-05	8.65E-05	40.20180864	2	5.329188503	37.90637318	5.244368523	70.31948511	6.135852602	26.6412429	4.735589485	58.60079176	5.872848252	54.51437353	5.768564763	22.18256366	4.471354204	58.29037457	5.865185767	22.68692077	4.503788904	27.17299075	4.764101457	sirt3.1	Chr04	14651574	14651574	6.667218231	-1.052454094	1	female	4.771786205	meanmale	5.817251453	meanfemale
TRINITY_DN127836_c0_g2_i2	0.000392573	0.001119819	30.43001178	2	4.927422987	28.35166348	4.82536148	39.96152768	5.320539832	20.91560458	4.386507796	59.34829549	5.89113469	36.09875683	5.173877249	14.22580305	3.83043819	30.53585799	4.932432477	10.30838448	3.365746348	21.67704767	4.438096375	NA	NA	NA	NA	6.617615015	-1.052277896	1	female	4.255183506	meanmale	5.295539001	meanfemale
TRINITY_DN129389_c1_g1_i2	0.013317569	0.026590729	1.117517144	2	0.160296964	1.110532721	0.151251901	2.363338866	1.240826504	0.730517813	-0.453008643	2.16020089	1.111165483	2.216363955	1.14819481	1.208376976	0.273070601	1.776290208	0.828867307	0.563363046	-0.827863162	1.01614939	0.023112517	slc9a5	Chr04	26277008	26277008	2.184313843	-1.050423007	1	female	-0.111090423	meanmale	0.946238435	meanfemale
TRINITY_DN134295_c1_g1_i1	0.027150273	0.049620072	1.600719967	2	0.678720942	0.688621451	-0.538216972	0.739777552	-0.434836571	0.599893773	-0.737221039	0.918644873	-0.122420838	1.244003426	0.314990459	0.419604036	-1.25289954	0.793688846	-0.333354564	0.555754397	-0.847480637	0.290175807	-1.785000853	NA	NA	NA	NA	0.315904288	-1.048938129	1	female	-0.968859224	meanmale	0.08333856	meanfemale
TRINITY_DN128734_c3_g2_i3	9.55E-05	0.000309707	19.83484587	2	4.309965282	11.39653246	3.510523028	19.86417445	4.312096932	8.031728672	3.005710533	18.28998883	4.192982289	17.78894098	4.152908721	7.666098477	2.938492531	23.68795077	4.566081492	10.66509634	3.414825093	10.68386937	3.417362336	nt5c2	Chr07	20462741	20462741	5.250151103	-1.04879178	1	female	3.276312791	meanmale	4.314209275	meanfemale
TRINITY_DN127828_c0_g1_i1	0.000180274	0.00055401	16.25768594	2	4.023050019	10.1228548	3.339544304	22.66549429	4.502425719	8.135602785	3.024249242	15.95509909	3.995945663	23.96568148	4.582898059	11.51677601	3.525665002	14.34296218	3.842271102	6.47555116	2.695002992	8.459427146	3.08055997	NA	NA	NA	NA	5.404140589	-1.048612762	1	female	3.160620517	meanmale	4.220135255	meanfemale
TRINITY_DN126899_c2_g1_i1	0.001714035	0.004261945	5.505543548	2	2.460885004	7.227036358	2.853404152	16.93108846	4.081602819	5.40976335	2.435565485	11.17039749	3.481608619	13.26849337	3.729932658	4.004119972	2.001485201	6.205414842	2.63352766	4.009376197	2.003377791	4.872601293	2.284692177	NA	NA	NA	NA	5.16658894	-1.048505091	1	female	2.351820365	meanmale	3.408207447	meanfemale
TRINITY_DN131815_c3_g1_i2	0.009758376	0.020187891	2.801322861	2	1.486108268	5.46679126	2.45069429	6.305006455	2.656497848	2.855327764	1.513656363	6.3638502	2.669899876	7.266153296	2.861191803	2.045279391	1.032297933	8.926656137	3.158119853	2.660912068	1.411920836	2.463573531	1.300752533	NA	NA	NA	NA	3.785887211	-1.048386382	1	female	1.631559167	meanmale	2.662820232	meanfemale
TRINITY_DN118958_c0_g1_i1	0.000571636	0.00157577	9.076789984	2	3.182182177	5.516365242	2.463717982	11.96739775	3.581037575	5.018876763	2.327364522	9.209248589	3.203083447	10.33303905	3.369192723	4.271019879	2.094580613	11.05821463	3.467046573	6.483498402	2.696772481	3.710207985	1.891500063	NA	NA	NA	NA	4.559538102	-1.048351467	1	female	2.321955118	meanmale	3.368633989	meanfemale
TRINITY_DN113698_c0_g2_i1	0.017124038	0.033220251	3.239313365	2	1.695688038	1.008479896	0.012182324	2.600154107	1.378597132	1.280156848	0.356320584	2.894815871	1.533471586	2.404817952	1.265927684	1.889606936	0.918086165	3.088530389	1.626920526	0.879009079	-0.186050028	1.733836183	0.793967596	NA	NA	NA	NA	0.880819101	-1.047621852	1	female	0.441821048	meanmale	1.508746232	meanfemale
TRINITY_DN133563_c2_g2_i1	0.004433542	0.009999072	9.365147273	2	3.227301682	2.680476842	1.422489671	5.720811876	2.516219903	5.604244938	2.486520011	8.310766232	3.054981496	9.813759558	3.294805925	4.267047409	2.09323814	7.238150306	2.855621067	3.893919106	1.961222913	3.072285827	1.619312442	NA	NA	NA	NA	3.476142515	-1.047480469	1	female	1.964840273	meanmale	3.01610886	meanfemale
TRINITY_DN126077_c1_g1_i4	2.69E-05	9.70E-05	31.52044259	2	4.978215887	16.81766941	4.071905886	28.54131031	4.834979664	18.51874974	4.210914796	31.65039851	4.98415176	43.9696101	5.458434834	12.69607866	3.666311067	34.42087432	5.105211838	18.03974438	4.173106991	16.43405905	4.038616951	NA	NA	NA	NA	5.867548779	-1.047443681	1	female	4.044513049	meanmale	5.088337832	meanfemale
TRINITY_DN125922_c2_g4_i1	0.000618808	0.001693802	16.26208685	2	4.0234405	17.41427765	4.122198726	35.24220351	5.139232226	15.66584078	3.969550296	25.97780139	4.69920743	26.30581192	4.717309674	7.54153271	2.914857761	27.48537296	4.780592151	11.20324888	3.485845261	12.07648531	3.594128735	NA	NA	NA	NA	5.271041666	-1.047282715	1	female	3.675858496	meanmale	4.714506846	meanfemale
TRINITY_DN131887_c3_g2_i2	1.73E-05	6.46E-05	46.95330265	2	5.553154734	22.70574653	4.504985566	41.70224589	5.382053178	20.77318387	4.376650447	34.48947668	5.108084333	38.22430636	5.256418417	17.92326286	4.163761393	32.018942	5.000853733	13.09834497	3.711312628	19.16175614	4.260157882	NA	NA	NA	NA	6.252822378	-1.047246752	1	female	4.227476081	meanmale	5.273432142	meanfemale
TRINITY_DN122661_c0_g1_i5	0.012818848	0.02571978	1.607897896	2	0.685175796	1.362069664	0.445800493	3.269617358	1.709121808	1.700944246	0.766335853	2.774185239	1.472064123	4.802405003	2.263757076	0.91224318	-0.132509635	2.180831545	1.124878336	2.001417097	1.001021857	1.068749036	0.095923119	NA	NA	NA	NA	2.934313356	-1.046774527	1	female	0.494860659	meanmale	1.549465828	meanfemale
TRINITY_DN122218_c0_g2_i1	2.88E-06	1.23E-05	140.7145309	2	7.136627506	71.35000069	6.156841539	114.0196081	6.833138138	58.75642119	5.87667462	115.2284037	6.848352573	137.2996343	7.101183973	57.72270517	5.851067008	136.5421249	7.093202298	52.50536022	5.714392808	72.75033894	6.184882064	NA	NA	NA	NA	7.651108169	-1.046770779	1	female	5.968483988	meanmale	7.008551432	meanfemale
TRINITY_DN124560_c0_g1_i2	0.003928857	0.008985708	5.304025313	2	2.407087661	4.522099834	2.176992843	11.327886	3.501806747	3.219604787	1.686883605	8.843353634	3.144593582	7.573953676	2.921046597	4.197320185	2.069468521	5.264013129	2.396163087	2.648065022	1.404938547	3.899734283	1.963375826	sltm	Chr03	89231258	89231258	3.739143226	-1.045396011	1	female	1.886536422	meanmale	2.937861551	meanfemale
TRINITY_DN120860_c0_g1_i1	0.00010166	0.000328385	16.00621545	2	4.000560329	8.622864728	3.108167248	18.02215613	4.171699717	12.00037883	3.585008045	18.35188076	4.197856018	24.16812661	4.595033742	10.23793112	3.3558523	14.73088203	3.880771911	4.966171519	2.312134089	8.285963316	3.050669433	NA	NA	NA	NA	6.272253679	-1.045367498	1	female	3.141230352	meanmale	4.190295014	meanfemale
TRINITY_DN125578_c3_g2_i4	0.006391581	0.013875487	12.4697277	2	3.640358056	4.673541075	2.224516074	18.79061906	4.231940692	14.04999702	3.812497919	17.31872357	4.114260699	28.16228255	4.815692364	9.694805476	3.277211951	14.13233187	3.820927628	11.29571501	3.49770369	3.863384853	1.9498654	NA	NA	NA	NA	4.761701211	-1.045111687	1	female	3.123598113	meanmale	4.183870516	meanfemale
TRINITY_DN113377_c0_g2_i1	0.011091459	0.022636449	2.278161126	2	1.187869787	2.350418127	1.232917427	3.043497132	1.605730006	1.00623481	0.008967005	3.373407703	1.75420669	5.004689735	2.323280632	1.661354172	0.732359664	3.312764642	1.72803571	1.274725757	0.350186901	1.965022147	0.974545573	NA	NA	NA	NA	2.74788727	-1.044341537	1	female	0.723908874	meanmale	1.766639287	meanfemale
TRINITY_DN132477_c3_g1_i9	0.000154795	0.000481083	18.63822793	2	4.220192794	10.53298598	3.396842577	21.77516693	4.444611874	8.241226206	3.042859011	15.01932437	3.908748011	20.61436023	4.365577783	6.195206779	2.631152436	12.94203496	3.693992574	6.924475075	2.791704709	11.23465841	3.489884355	NA	NA	NA	NA	5.490809291	-1.044328019	1	female	3.10866002	meanmale	4.153636975	meanfemale
TRINITY_DN123729_c0_g2_i2	0.000385265	0.001101456	19.30631002	2	4.271000546	12.34443845	3.625789304	26.37628598	4.721169529	12.72200169	3.669253778	19.56365556	4.290104065	21.72489155	4.44127707	9.905056415	3.308165192	16.63513218	4.056161425	4.87571691	2.285614364	10.38438322	3.376343625	LOC100127586	Chr02	159177854	159177854	5.46776299	-1.04432637	1	female	3.328609494	meanmale	4.373046445	meanfemale
TRINITY_DN120548_c0_g2_i2	0.000507718	0.001414262	49.21406002	2	5.620998635	30.88876767	4.94901041	44.69019281	5.481886364	12.27904297	3.618126216	29.93132653	4.903584314	36.00967935	5.170312848	16.65520578	4.057901274	49.01174775	5.615055689	22.05937755	4.463320178	19.94555104	4.317995077	NA	NA	NA	NA	5.523295023	-1.044319822	1	female	4.348068719	meanmale	5.384447091	meanfemale
TRINITY_DN119499_c0_g1_i1	0.002958195	0.006959733	14.2764212	2	3.835562466	11.31989022	3.500788062	15.88668667	3.989746362	2.944914451	1.558225725	9.988015292	3.32019803	20.42777111	4.352459894	6.672928655	2.738320079	18.05369085	4.174221903	7.697361855	2.94436407	9.560396709	3.257070484	NA	NA	NA	NA	4.99358923	-1.044153047	1	female	2.933421256	meanmale	3.975136459	meanfemale
TRINITY_DN126189_c1_g3_i1	0.021310087	0.04023059	16.48720559	2	4.043274993	3.546355287	1.826337078	8.589380469	3.102554077	6.98127222	2.803489967	10.32209633	3.367664095	9.318597839	3.22011289	9.282190554	3.214465315	16.40286561	4.035875973	6.08846446	2.606078419	3.586527277	1.842587603	NA	NA	NA	NA	2.253302551	-1.042507119	1	female	2.559996352	meanmale	3.611659788	meanfemale
TRINITY_DN135136_c0_g4_i3	0.007698263	0.01639196	3.842703933	2	1.942121826	5.479089609	2.453936199	13.76839906	3.783288913	3.779954037	1.918368692	9.25990192	3.210996913	13.92898824	3.800018564	2.785210794	1.47778652	3.765507267	1.912844229	4.345015868	2.119361446	5.039238789	2.333205821	NA	NA	NA	NA	4.757547703	-1.04239532	1	female	2.09956514	meanmale	3.155943492	meanfemale
TRINITY_DN128756_c0_g2_i2	0.025698833	0.047293063	12.70151819	2	3.666929045	3.227135666	1.690254229	4.333590178	2.115562726	3.162740447	1.661175165	8.851456221	3.145914824	4.153776463	2.054423579	4.608797405	2.204390351	9.564481205	3.257686716	5.76239285	2.526668019	2.549759092	1.350360944	NA	NA	NA	NA	2.308797215	-1.042247266	1	female	1.949447189	meanmale	2.985694316	meanfemale
TRINITY_DN128755_c0_g3_i1	0.00154868	0.003887207	17.22293381	2	4.106259012	14.37405707	3.845395414	32.44353044	5.019858914	7.227696845	2.853535996	21.02558094	4.394073758	19.44458719	4.281296701	6.76806802	2.758744068	18.69487704	4.224571077	9.93670468	3.312767489	14.73266476	3.880946495	NA	NA	NA	NA	4.777175535	-1.04212295	1	female	3.407072381	meanmale	4.444031036	meanfemale
TRINITY_DN133347_c3_g1_i1	0.001806114	0.00446433	17.98527697	2	4.168744472	9.488492726	3.246178929	35.13932984	5.135014772	13.52604587	3.757668246	15.11021327	3.917452118	22.93788564	4.519660508	6.859211038	2.778042644	17.61156374	4.138451107	10.47019428	3.388216307	12.38753184	3.630816861	NA	NA	NA	NA	4.522470525	-1.040898786	1	female	3.398678052	meanmale	4.443404679	meanfemale
TRINITY_DN127748_c2_g1_i4	0.000105052	0.000338277	39.25496217	2	5.29480313	21.57737391	4.431447386	40.15596096	5.32754226	19.95810886	4.318903119	31.56868011	4.980422038	33.29402545	5.057191407	12.43740705	3.636613839	33.37758394	5.060807623	11.58757552	3.534506836	21.28855621	4.412006204	NA	NA	NA	NA	5.739513937	-1.040737725	1	female	4.118517901	meanmale	5.150979692	meanfemale
