G23,G27,G31,G43,G46
,,,,TRINITY_DN138362_c3_g2_i1
,,,,TRINITY_DN138362_c6_g1_i3
,,,,TRINITY_DN138364_c0_g1_i1
,,,,TRINITY_DN138367_c5_g1_i1
,,,,TRINITY_DN138368_c4_g1_i1
,,,,TRINITY_DN138368_c4_g2_i1
,,,,TRINITY_DN138368_c4_g3_i2
,,,,TRINITY_DN138372_c0_g3_i1
,,,,TRINITY_DN138375_c2_g1_i7
,,,,TRINITY_DN138376_c2_g1_i2
,,,,TRINITY_DN138378_c8_g1_i1
,,,,TRINITY_DN138380_c0_g2_i3
,,,,TRINITY_DN138381_c2_g3_i1
,,,,TRINITY_DN138382_c0_g1_i10
,,,,TRINITY_DN138384_c4_g4_i1
,,,,TRINITY_DN138385_c0_g1_i1
,,,,TRINITY_DN138385_c1_g2_i4
,,,,TRINITY_DN138386_c3_g1_i1
,,,,TRINITY_DN138387_c6_g5_i1
,,,,TRINITY_DN138391_c1_g1_i1
,,,,TRINITY_DN138392_c0_g1_i1
,,,,TRINITY_DN138394_c5_g1_i1
,,,,TRINITY_DN138395_c4_g1_i2
,,,,TRINITY_DN138397_c2_g1_i1
,,,,TRINITY_DN138398_c1_g2_i1
,,,,TRINITY_DN138399_c3_g2_i1
,,,,TRINITY_DN138400_c6_g2_i3
,,,,TRINITY_DN138401_c4_g1_i2
,,,,TRINITY_DN138403_c0_g2_i3
,,,,TRINITY_DN138411_c4_g3_i1
,,,,TRINITY_DN138412_c0_g1_i1
,,,,TRINITY_DN138412_c0_g5_i2
,,,,TRINITY_DN138415_c1_g1_i1
,,,,TRINITY_DN138415_c2_g1_i1
,,,,TRINITY_DN138416_c0_g1_i7
,,,,TRINITY_DN138417_c1_g1_i2
,,,,TRINITY_DN138418_c1_g2_i1
,,,,TRINITY_DN138418_c2_g1_i1
,,,,TRINITY_DN138421_c0_g1_i7
,,,,TRINITY_DN138424_c6_g2_i2
,,,,TRINITY_DN138426_c0_g3_i1
,,,,TRINITY_DN138428_c0_g1_i1
,,,,TRINITY_DN138432_c2_g1_i5
,,,,TRINITY_DN138436_c1_g2_i6
,,,,TRINITY_DN138437_c3_g1_i1
,,,,TRINITY_DN138442_c0_g2_i1
,,,,TRINITY_DN138443_c4_g1_i1
,,,,TRINITY_DN138445_c1_g4_i2
,,,,TRINITY_DN138449_c3_g2_i6
,,,,TRINITY_DN138449_c3_g3_i1
,,,,TRINITY_DN138452_c2_g1_i1
,,,,TRINITY_DN138453_c3_g1_i1
,,,,TRINITY_DN138454_c4_g1_i2
,,,,TRINITY_DN138456_c6_g2_i1
,,,,TRINITY_DN138461_c3_g1_i1
,,,,TRINITY_DN138462_c3_g1_i5
,,,,TRINITY_DN138464_c7_g1_i1
,,,,TRINITY_DN138467_c2_g1_i8
,,,,TRINITY_DN138468_c0_g1_i1
,,,,TRINITY_DN138470_c0_g1_i1
,,,,TRINITY_DN138470_c0_g2_i3
,,,,TRINITY_DN138474_c0_g2_i1
,,,,TRINITY_DN138475_c1_g2_i1
,,,,TRINITY_DN138479_c1_g2_i1
,,,,TRINITY_DN138479_c2_g2_i3
,,,,TRINITY_DN138486_c4_g1_i1
,,,,TRINITY_DN138487_c2_g1_i1
,,,,TRINITY_DN138491_c4_g2_i1
,,,,TRINITY_DN138492_c0_g1_i6
,,,,TRINITY_DN138495_c1_g1_i4
,,,,TRINITY_DN138496_c1_g1_i6
,,,,TRINITY_DN138496_c1_g4_i1
,,,,TRINITY_DN138497_c7_g1_i4
,,,,TRINITY_DN138498_c0_g1_i7
,,,,TRINITY_DN138503_c7_g2_i1
,,,,TRINITY_DN138505_c2_g1_i7
,,,,TRINITY_DN138506_c7_g1_i1
,,,,TRINITY_DN138507_c5_g4_i1
,,,,TRINITY_DN138508_c4_g4_i1
,,,,TRINITY_DN138511_c1_g1_i7
,,,,TRINITY_DN138511_c1_g2_i1
,,,,TRINITY_DN138514_c2_g1_i5
,,,,TRINITY_DN138519_c1_g2_i3
,,,,TRINITY_DN138520_c0_g1_i1
,,,,TRINITY_DN138522_c0_g1_i4
,,,,TRINITY_DN138530_c1_g1_i3
,,,,TRINITY_DN138533_c4_g1_i1
,,,,TRINITY_DN138536_c0_g1_i3
,,,,TRINITY_DN138537_c2_g3_i3
,,,,TRINITY_DN138538_c1_g1_i4
,,,,TRINITY_DN138540_c0_g1_i8
,,,,TRINITY_DN138544_c0_g1_i5
,,,,TRINITY_DN138547_c6_g1_i6
,,,,TRINITY_DN138548_c3_g2_i7
,,,,TRINITY_DN138551_c6_g1_i7
,,,,TRINITY_DN138552_c0_g1_i1
,,,,TRINITY_DN138552_c1_g2_i3
,,,,TRINITY_DN138555_c3_g2_i1
,,,,TRINITY_DN138556_c0_g1_i1
,,,,TRINITY_DN138558_c2_g1_i8
,,,,TRINITY_DN138563_c0_g1_i10
,,,,TRINITY_DN138566_c2_g1_i3
,,,,TRINITY_DN138566_c2_g2_i2
,,,,TRINITY_DN138567_c8_g1_i4
,,,,TRINITY_DN138568_c2_g1_i3
,,,,TRINITY_DN138569_c3_g1_i2
,,,,TRINITY_DN138570_c5_g1_i5
,,,,TRINITY_DN138573_c7_g4_i1
,,,,TRINITY_DN138574_c1_g1_i1
,,,,TRINITY_DN138574_c2_g1_i5
,,,,TRINITY_DN138577_c10_g1_i1
,,,,TRINITY_DN138577_c11_g1_i1
,,,,TRINITY_DN138583_c2_g1_i1
,,,,TRINITY_DN138585_c0_g1_i3
,,,,TRINITY_DN138587_c1_g3_i2
,,,,TRINITY_DN138588_c0_g1_i4
,,,,TRINITY_DN138590_c0_g4_i1
,,,,TRINITY_DN138592_c6_g2_i2
,,,,TRINITY_DN138593_c5_g1_i1
,,,,TRINITY_DN138600_c3_g1_i1
,,,,TRINITY_DN138602_c1_g3_i2
,,,,TRINITY_DN138602_c1_g4_i2
,,,,TRINITY_DN138604_c0_g1_i12
,,,,TRINITY_DN138607_c1_g1_i4
,,,,TRINITY_DN138609_c0_g2_i4
,,,,TRINITY_DN138610_c8_g1_i1
,,,,TRINITY_DN138611_c3_g3_i4
,,,,TRINITY_DN138611_c4_g1_i1
,,,,TRINITY_DN138612_c3_g5_i1
,,,,TRINITY_DN138613_c1_g1_i1
,,,,TRINITY_DN138614_c4_g1_i1
,,,,TRINITY_DN138618_c7_g1_i2
,,,,TRINITY_DN138619_c1_g1_i4
,,,,TRINITY_DN138619_c1_g3_i1
,,,,TRINITY_DN138623_c3_g2_i2
,,,,TRINITY_DN138627_c9_g1_i3
,,,,TRINITY_DN138628_c4_g1_i1
,,,,TRINITY_DN138630_c1_g1_i6
,,,,TRINITY_DN138630_c1_g4_i2
,,,,TRINITY_DN138633_c10_g2_i8
,,,,TRINITY_DN138633_c9_g1_i5
,,,,TRINITY_DN138635_c8_g1_i2
,,,,TRINITY_DN138636_c6_g1_i1
,,,,TRINITY_DN138637_c1_g1_i1
,,,,TRINITY_DN138638_c1_g2_i1
,,,,TRINITY_DN138639_c1_g2_i1
,,,,TRINITY_DN138640_c1_g2_i3
,,,,TRINITY_DN138641_c3_g1_i2
,,,,TRINITY_DN138644_c1_g2_i3
,,,,TRINITY_DN138650_c4_g4_i2
,,,,TRINITY_DN138651_c0_g2_i5
,,,,TRINITY_DN138651_c0_g5_i1
,,,,TRINITY_DN138653_c2_g1_i1
,,,,TRINITY_DN138653_c4_g1_i1
,,,,TRINITY_DN138656_c2_g1_i2
,,,,TRINITY_DN138657_c7_g2_i3
,,,,TRINITY_DN138662_c0_g1_i13
,,,,TRINITY_DN138665_c1_g2_i1
,,,,TRINITY_DN138667_c2_g1_i1
,,,,TRINITY_DN138668_c1_g1_i1
,,,,TRINITY_DN138672_c0_g1_i3
,,,,TRINITY_DN138674_c0_g2_i2
,,,,TRINITY_DN138676_c3_g3_i1
,,,,TRINITY_DN138678_c0_g1_i4
,,,,TRINITY_DN138679_c0_g1_i3
,,,,TRINITY_DN138681_c6_g1_i2
,,,,TRINITY_DN138690_c7_g1_i5
,,,,TRINITY_DN138692_c0_g5_i1
,,,,TRINITY_DN138694_c9_g2_i1
,,,,TRINITY_DN138696_c0_g2_i1
,,,,TRINITY_DN138697_c1_g2_i2
,,,,TRINITY_DN138698_c0_g1_i9
,,,,TRINITY_DN138699_c1_g1_i1
,,,,TRINITY_DN138699_c1_g2_i2
,,,,TRINITY_DN138701_c1_g1_i2
,,,,TRINITY_DN138702_c0_g1_i1
,,,,TRINITY_DN138710_c3_g1_i2
,,,,TRINITY_DN138721_c2_g1_i5
,,,,TRINITY_DN138722_c2_g2_i3
,,,,TRINITY_DN138727_c0_g1_i6
,,,,TRINITY_DN138727_c0_g3_i2
,,,,TRINITY_DN138729_c4_g1_i2
,,,,TRINITY_DN138729_c4_g2_i1
,,,,TRINITY_DN138730_c5_g2_i9
,,,,TRINITY_DN138733_c2_g1_i3
,,,,TRINITY_DN138735_c3_g1_i1
,,,,TRINITY_DN138738_c2_g1_i2
,,,,TRINITY_DN138741_c0_g1_i2
,,,,TRINITY_DN138742_c5_g1_i1
,,,,TRINITY_DN138743_c3_g2_i1
,,,,TRINITY_DN138744_c4_g1_i6
,,,,TRINITY_DN138753_c2_g2_i1
,,,,TRINITY_DN138754_c7_g1_i1
,,,,TRINITY_DN138760_c11_g1_i2
,,,,TRINITY_DN138766_c3_g2_i1
,,,,TRINITY_DN138768_c1_g2_i6
,,,,TRINITY_DN138772_c3_g1_i2
,,,,TRINITY_DN138772_c6_g1_i2
,,,,TRINITY_DN138775_c1_g3_i1
,,,,TRINITY_DN138783_c2_g2_i1
,,,,TRINITY_DN138783_c4_g3_i1
,,,,TRINITY_DN138787_c4_g2_i2
,,,,TRINITY_DN138790_c0_g1_i3
,,,,TRINITY_DN138792_c3_g1_i1
,,,,TRINITY_DN138793_c0_g1_i1
,,,,TRINITY_DN138800_c2_g3_i3
,,,,TRINITY_DN138803_c0_g1_i2
,,,,TRINITY_DN138808_c0_g1_i1
,,,,TRINITY_DN138808_c0_g3_i1
,,,,TRINITY_DN138809_c0_g1_i3
,,,,TRINITY_DN138810_c3_g1_i2
,,,,TRINITY_DN138811_c2_g2_i1
,,,,TRINITY_DN138812_c0_g1_i1
,,,,TRINITY_DN138820_c5_g1_i1
,,,,TRINITY_DN138827_c2_g1_i1
,,,,TRINITY_DN138829_c0_g1_i1
,,,,TRINITY_DN138829_c0_g2_i1
,,,,TRINITY_DN138830_c0_g1_i2
,,,,TRINITY_DN138830_c1_g2_i3
,,,,TRINITY_DN138832_c3_g2_i3
,,,,TRINITY_DN138833_c2_g1_i6
,,,,TRINITY_DN138833_c2_g2_i4
,,,,TRINITY_DN138834_c4_g1_i2
,,,,TRINITY_DN138836_c0_g1_i1
,,,,TRINITY_DN138837_c5_g1_i5
,,,,TRINITY_DN138839_c4_g1_i1
,,,,TRINITY_DN138839_c6_g1_i1
,,,,TRINITY_DN138841_c0_g1_i6
,,,,TRINITY_DN138844_c10_g1_i2
,,,,TRINITY_DN138845_c2_g2_i6
,,,,TRINITY_DN138853_c3_g1_i4
,,,,TRINITY_DN138854_c4_g1_i3
,,,,TRINITY_DN138854_c4_g4_i2
,,,,TRINITY_DN138861_c1_g1_i4
,,,,TRINITY_DN138862_c1_g2_i6
,,,,TRINITY_DN138866_c9_g1_i1
,,,,TRINITY_DN138867_c10_g4_i1
,,,,TRINITY_DN138868_c0_g1_i9
,,,,TRINITY_DN138869_c1_g2_i6
,,,,TRINITY_DN138869_c1_g4_i4
,,,,TRINITY_DN138875_c0_g1_i16
,,,,TRINITY_DN138880_c4_g1_i1
,,,,TRINITY_DN138880_c5_g2_i1
,,,,TRINITY_DN138883_c5_g1_i1
,,,,TRINITY_DN138885_c0_g1_i2
,,,,TRINITY_DN138886_c0_g1_i6
,,,,TRINITY_DN138887_c0_g1_i1
,,,,TRINITY_DN138887_c0_g2_i9
,,,,TRINITY_DN138888_c1_g1_i1
,,,,TRINITY_DN138888_c2_g1_i1
,,,,TRINITY_DN138890_c3_g1_i2
,,,,TRINITY_DN138891_c6_g1_i2
,,,,TRINITY_DN138891_c6_g2_i2
,,,,TRINITY_DN138892_c3_g1_i2
,,,,TRINITY_DN138893_c3_g2_i1
,,,,TRINITY_DN138895_c5_g3_i1
,,,,TRINITY_DN138896_c0_g2_i1
,,,,TRINITY_DN138902_c4_g2_i8
,,,,TRINITY_DN138903_c1_g3_i1
,,,,TRINITY_DN138904_c1_g1_i4
,,,,TRINITY_DN138910_c5_g1_i3
,,,,TRINITY_DN138910_c6_g1_i1
,,,,TRINITY_DN138912_c3_g1_i1
,,,,TRINITY_DN138912_c3_g2_i2
,,,,TRINITY_DN138926_c3_g1_i4
,,,,TRINITY_DN138927_c4_g2_i1
,,,,TRINITY_DN138929_c0_g1_i1
,,,,TRINITY_DN138930_c4_g1_i1
,,,,TRINITY_DN138933_c1_g2_i1
,,,,TRINITY_DN138936_c0_g2_i1
,,,,TRINITY_DN138936_c0_g3_i1
,,,,TRINITY_DN138937_c3_g1_i2
,,,,TRINITY_DN138938_c2_g2_i1
,,,,TRINITY_DN138939_c0_g1_i2
,,,,TRINITY_DN138944_c1_g1_i2
,,,,TRINITY_DN138944_c1_g3_i1
,,,,TRINITY_DN138945_c6_g1_i2
,,,,TRINITY_DN138945_c7_g1_i2
,,,,TRINITY_DN138947_c4_g1_i1
,,,,TRINITY_DN138951_c4_g2_i3
,,,,TRINITY_DN138953_c5_g2_i2
,,,,TRINITY_DN138953_c5_g3_i1
,,,,TRINITY_DN138954_c4_g2_i1
,,,,TRINITY_DN138968_c1_g1_i1
,,,,TRINITY_DN138971_c4_g1_i1
,,,,TRINITY_DN138972_c0_g1_i3
,,,,TRINITY_DN138972_c1_g1_i3
,,,,TRINITY_DN138973_c1_g1_i2
,,,,TRINITY_DN138975_c3_g1_i1
,,,,TRINITY_DN138976_c4_g1_i3
,,,,TRINITY_DN138978_c3_g1_i8
,,,,TRINITY_DN138981_c7_g1_i1
,,,,TRINITY_DN138984_c0_g1_i5
,,,,TRINITY_DN138984_c0_g4_i1
,,,,TRINITY_DN138988_c0_g1_i2
,,,,TRINITY_DN138991_c9_g1_i3
,,,,TRINITY_DN138994_c1_g1_i1
,,,,TRINITY_DN138995_c3_g4_i2
,,,,TRINITY_DN138996_c3_g3_i1
,,,,TRINITY_DN138997_c0_g1_i4
,,,,TRINITY_DN138998_c3_g1_i1
,,,,TRINITY_DN139000_c0_g1_i4
,,,,TRINITY_DN139000_c1_g1_i1
,,,,TRINITY_DN139000_c1_g2_i1
,,,,TRINITY_DN139003_c1_g1_i12
,,,,TRINITY_DN139003_c1_g3_i1
,,,,TRINITY_DN139007_c0_g2_i6
,,,,TRINITY_DN139012_c9_g1_i3
,,,,TRINITY_DN139016_c1_g1_i18
,,,,TRINITY_DN139017_c1_g2_i3
,,,,TRINITY_DN139021_c0_g2_i5
,,,,TRINITY_DN139022_c0_g1_i5
,,,,TRINITY_DN139024_c0_g1_i3
,,,,TRINITY_DN139025_c0_g1_i2
,,,,TRINITY_DN139029_c3_g3_i4
,,,,TRINITY_DN139032_c6_g2_i1
,,,,TRINITY_DN139035_c0_g2_i1
,,,,TRINITY_DN139036_c12_g1_i4
,,,,TRINITY_DN139037_c2_g2_i1
,,,,TRINITY_DN139038_c0_g1_i2
,,,,TRINITY_DN139043_c1_g2_i2
,,,,TRINITY_DN139045_c2_g1_i1
,,,,TRINITY_DN139045_c2_g3_i1
,,,,TRINITY_DN139048_c0_g1_i2
,,,,TRINITY_DN139050_c3_g2_i5
,,,,TRINITY_DN139051_c2_g1_i1
,,,,TRINITY_DN139052_c3_g1_i1
,,,,TRINITY_DN139054_c6_g1_i1
,,,,TRINITY_DN139056_c4_g1_i1
,,,,TRINITY_DN139058_c5_g2_i3
,,,,TRINITY_DN139059_c4_g1_i2
,,,,TRINITY_DN139061_c1_g1_i4
,,,,TRINITY_DN139062_c2_g1_i2
,,,,TRINITY_DN139062_c4_g3_i4
,,,,TRINITY_DN139064_c3_g3_i2
,,,,TRINITY_DN139066_c5_g2_i2
,,,,TRINITY_DN139066_c7_g1_i1
,,,,TRINITY_DN139067_c3_g1_i1
,,,,TRINITY_DN139067_c5_g2_i3
,,,,TRINITY_DN139069_c2_g1_i3
,,,,TRINITY_DN139072_c4_g1_i1
,,,,TRINITY_DN139072_c8_g3_i5
,,,,TRINITY_DN139079_c0_g3_i2
,,,,TRINITY_DN139080_c3_g1_i1
,,,,TRINITY_DN139081_c3_g5_i1
,,,,TRINITY_DN139084_c0_g2_i3
,,,,TRINITY_DN139086_c9_g3_i2
,,,,TRINITY_DN139087_c6_g1_i1
,,,,TRINITY_DN139087_c6_g2_i1
,,,,TRINITY_DN139089_c3_g1_i3
,,,,TRINITY_DN139092_c9_g1_i1
,,,,TRINITY_DN139097_c4_g1_i4
,,,,TRINITY_DN139098_c5_g1_i4
,,,,TRINITY_DN139101_c0_g1_i7
,,,,TRINITY_DN139104_c4_g2_i10
,,,,TRINITY_DN139106_c3_g1_i1
,,,,TRINITY_DN139109_c3_g2_i5
,,,,TRINITY_DN139111_c5_g3_i1
,,,,TRINITY_DN139111_c6_g1_i3
,,,,TRINITY_DN139113_c3_g1_i1
,,,,TRINITY_DN139115_c1_g1_i3
,,,,TRINITY_DN139116_c1_g1_i2
,,,,TRINITY_DN139118_c1_g3_i7
,,,,TRINITY_DN139120_c0_g1_i3
,,,,TRINITY_DN139121_c3_g1_i8
,,,,TRINITY_DN139123_c1_g1_i5
,,,,TRINITY_DN139124_c3_g1_i9
,,,,TRINITY_DN139126_c6_g1_i2
,,,,TRINITY_DN139128_c0_g1_i1
,,,,TRINITY_DN139129_c0_g1_i1
,,,,TRINITY_DN139132_c0_g1_i1
,,,,TRINITY_DN139132_c1_g1_i1
,,,,TRINITY_DN139133_c4_g1_i4
,,,,TRINITY_DN139136_c1_g3_i1
,,,,TRINITY_DN139139_c1_g1_i2
,,,,TRINITY_DN139139_c1_g2_i1
,,,,TRINITY_DN139141_c5_g1_i3
,,,,TRINITY_DN139146_c0_g2_i3
,,,,TRINITY_DN139150_c3_g2_i3
,,,,TRINITY_DN139152_c2_g1_i2
,,,,TRINITY_DN139153_c0_g1_i2
,,,,TRINITY_DN139156_c5_g1_i5
,,,,TRINITY_DN139156_c6_g1_i4
,,,,TRINITY_DN139158_c5_g1_i2
,,,,TRINITY_DN139159_c5_g1_i1
,,,,TRINITY_DN139159_c6_g1_i2
,,,,TRINITY_DN139161_c0_g1_i1
,,,,TRINITY_DN139162_c1_g1_i2
,,,,TRINITY_DN139164_c3_g1_i1
,,,,TRINITY_DN139165_c5_g4_i2
,,,,TRINITY_DN139166_c2_g1_i1
,,,,TRINITY_DN139166_c2_g2_i1
,,,,TRINITY_DN139173_c2_g1_i1
,,,,TRINITY_DN139178_c2_g3_i1
,,,,TRINITY_DN139179_c3_g2_i1
,,,,TRINITY_DN139180_c2_g1_i1
,,,,TRINITY_DN139184_c3_g1_i1
,,,,TRINITY_DN139185_c0_g6_i2
,,,,TRINITY_DN139193_c7_g1_i3
,,,,TRINITY_DN139193_c8_g1_i11
,,,,TRINITY_DN139193_c9_g1_i4
,,,,TRINITY_DN139196_c4_g1_i4
,,,,TRINITY_DN139196_c6_g1_i3
,,,,TRINITY_DN139197_c0_g1_i1
,,,,TRINITY_DN139197_c1_g1_i2
,,,,TRINITY_DN139206_c1_g1_i3
,,,,TRINITY_DN139209_c5_g1_i2
,,,,TRINITY_DN139210_c1_g2_i9
,,,,TRINITY_DN139211_c1_g1_i1
,,,,TRINITY_DN139214_c5_g3_i2
,,,,TRINITY_DN139214_c5_g4_i1
,,,,TRINITY_DN139215_c2_g1_i1
,,,,TRINITY_DN139218_c2_g1_i7
,,,,TRINITY_DN139220_c0_g1_i13
,,,,TRINITY_DN139222_c3_g4_i1
,,,,TRINITY_DN139222_c3_g8_i2
,,,,TRINITY_DN139229_c1_g1_i2
,,,,TRINITY_DN139230_c1_g1_i3
,,,,TRINITY_DN139231_c4_g1_i2
,,,,TRINITY_DN139232_c6_g1_i2
,,,,TRINITY_DN139233_c1_g1_i11
,,,,TRINITY_DN139237_c2_g2_i2
,,,,TRINITY_DN139239_c2_g1_i7
,,,,TRINITY_DN139242_c4_g3_i1
,,,,TRINITY_DN139243_c0_g1_i9
,,,,TRINITY_DN139246_c3_g2_i1
,,,,TRINITY_DN139249_c6_g1_i1
,,,,TRINITY_DN139250_c4_g1_i1
,,,,TRINITY_DN139253_c0_g1_i1
,,,,TRINITY_DN139255_c0_g3_i2
,,,,TRINITY_DN139257_c5_g1_i1
,,,,TRINITY_DN139257_c8_g3_i1
,,,,TRINITY_DN139258_c4_g2_i8
,,,,TRINITY_DN139260_c2_g3_i2
,,,,TRINITY_DN139262_c0_g1_i3
,,,,TRINITY_DN139264_c8_g1_i5
,,,,TRINITY_DN139267_c5_g1_i2
,,,,TRINITY_DN139267_c5_g2_i1
,,,,TRINITY_DN139268_c1_g2_i6
,,,,TRINITY_DN139270_c3_g1_i1
,,,,TRINITY_DN139272_c3_g1_i4
,,,,TRINITY_DN139276_c1_g1_i1
,,,,TRINITY_DN139277_c0_g1_i3
,,,,TRINITY_DN139278_c2_g3_i1
,,,,TRINITY_DN139279_c1_g1_i9
,,,,TRINITY_DN139280_c2_g1_i2
,,,,TRINITY_DN139280_c4_g1_i3
,,,,TRINITY_DN139284_c4_g1_i2
,,,,TRINITY_DN139287_c3_g1_i1
,,,,TRINITY_DN139288_c1_g2_i1
,,,,TRINITY_DN139290_c1_g1_i4
,,,,TRINITY_DN139296_c0_g1_i6
,,,,TRINITY_DN139299_c2_g1_i2
,,,,TRINITY_DN139300_c0_g1_i2
,,,,TRINITY_DN139302_c5_g1_i2
,,,,TRINITY_DN139303_c2_g4_i1
,,,,TRINITY_DN139304_c3_g4_i3
,,,,TRINITY_DN139304_c3_g6_i1
,,,,TRINITY_DN139305_c2_g1_i5
,,,,TRINITY_DN139305_c2_g2_i1
,,,,TRINITY_DN139306_c4_g2_i3
,,,,TRINITY_DN139307_c3_g1_i1
,,,,TRINITY_DN139313_c1_g1_i8
,,,,TRINITY_DN139315_c3_g1_i2
,,,,TRINITY_DN139316_c1_g2_i1
,,,,TRINITY_DN139317_c0_g3_i1
,,,,TRINITY_DN139320_c2_g3_i2
,,,,TRINITY_DN139322_c0_g2_i2
,,,,TRINITY_DN139324_c0_g1_i5
,,,,TRINITY_DN139325_c2_g1_i6
,,,,TRINITY_DN139328_c2_g1_i1
,,,,TRINITY_DN139329_c2_g1_i1
,,,,TRINITY_DN139331_c2_g1_i1
,,,,TRINITY_DN139331_c6_g2_i4
,,,,TRINITY_DN139332_c2_g1_i10
,,,,TRINITY_DN139336_c6_g2_i5
,,,,TRINITY_DN139337_c6_g1_i2
,,,,TRINITY_DN139339_c1_g3_i4
,,,,TRINITY_DN139343_c4_g2_i11
,,,,TRINITY_DN139346_c3_g1_i1
,,,,TRINITY_DN139353_c1_g2_i4
,,,,TRINITY_DN139354_c0_g7_i2
,,,,TRINITY_DN139356_c3_g1_i2
,,,,TRINITY_DN139359_c6_g1_i1
,,,,TRINITY_DN139360_c10_g2_i1
,,,,TRINITY_DN139362_c5_g1_i1
,,,,TRINITY_DN139376_c0_g1_i1
,,,,TRINITY_DN139377_c0_g1_i3
,,,,TRINITY_DN139378_c0_g1_i3
,,,,TRINITY_DN139383_c4_g4_i1
,,,,TRINITY_DN139389_c5_g1_i1
,,,,TRINITY_DN139390_c0_g1_i3
,,,,TRINITY_DN139391_c1_g1_i1
,,,,TRINITY_DN139392_c4_g1_i1
,,,,TRINITY_DN139393_c1_g1_i1
,,,,TRINITY_DN139398_c1_g1_i9
,,,,TRINITY_DN139400_c0_g1_i4
,,,,TRINITY_DN139403_c4_g2_i1
,,,,TRINITY_DN139404_c2_g1_i5
,,,,TRINITY_DN139405_c2_g1_i2
,,,,TRINITY_DN139406_c4_g2_i3
,,,,TRINITY_DN139409_c7_g1_i3
,,,,TRINITY_DN139410_c0_g2_i1
,,,,TRINITY_DN139412_c1_g2_i1
,,,,TRINITY_DN139413_c3_g1_i3
,,,,TRINITY_DN139415_c6_g6_i1
,,,,TRINITY_DN139418_c5_g1_i7
,,,,TRINITY_DN139424_c1_g1_i13
,,,,TRINITY_DN139427_c3_g2_i2
,,,,TRINITY_DN139431_c4_g3_i1
,,,,TRINITY_DN139436_c5_g1_i1
,,,,TRINITY_DN139437_c7_g2_i1
,,,,TRINITY_DN139439_c6_g1_i2
,,,,TRINITY_DN139440_c8_g1_i3
,,,,TRINITY_DN139444_c5_g1_i4
,,,,TRINITY_DN139446_c5_g2_i4
,,,,TRINITY_DN139448_c1_g1_i1
,,,,TRINITY_DN139449_c0_g1_i5
,,,,TRINITY_DN139457_c1_g1_i5
,,,,TRINITY_DN139459_c3_g3_i1
,,,,TRINITY_DN139461_c1_g2_i2
,,,,TRINITY_DN139462_c0_g4_i2
,,,,TRINITY_DN139463_c0_g1_i2
,,,,TRINITY_DN139466_c1_g1_i3
,,,,TRINITY_DN139466_c2_g6_i1
,,,,TRINITY_DN139468_c0_g1_i2
,,,,TRINITY_DN139469_c1_g1_i2
,,,,TRINITY_DN139471_c4_g1_i1
,,,,TRINITY_DN139471_c5_g1_i7
,,,,TRINITY_DN139471_c5_g4_i1
,,,,TRINITY_DN139472_c3_g3_i1
,,,,TRINITY_DN139474_c1_g2_i1
,,,,TRINITY_DN139474_c1_g3_i2
,,,,TRINITY_DN139475_c6_g2_i5
,,,,TRINITY_DN139478_c3_g1_i9
,,,,TRINITY_DN139478_c3_g2_i1
,,,,TRINITY_DN139478_c3_g3_i1
,,,,TRINITY_DN139479_c4_g2_i3
,,,,TRINITY_DN139480_c3_g1_i2
,,,,TRINITY_DN139486_c8_g1_i1
,,,,TRINITY_DN139487_c1_g3_i7
,,,,TRINITY_DN139491_c4_g1_i1
,,,,TRINITY_DN139491_c4_g3_i1
,,,,TRINITY_DN139492_c2_g1_i1
,,,,TRINITY_DN139494_c1_g2_i4
,,,,TRINITY_DN139497_c3_g1_i2
,,,,TRINITY_DN139501_c1_g4_i1
,,,,TRINITY_DN139507_c3_g2_i1
,,,,TRINITY_DN139507_c3_g3_i1
,,,,TRINITY_DN139512_c4_g1_i7
,,,,TRINITY_DN139514_c7_g1_i12
,,,,TRINITY_DN139515_c4_g1_i2
,,,,TRINITY_DN139527_c6_g2_i7
,,,,TRINITY_DN139527_c6_g4_i3
,,,,TRINITY_DN139529_c4_g1_i1
,,,,TRINITY_DN139531_c8_g1_i8
,,,,TRINITY_DN139532_c5_g1_i2
,,,,TRINITY_DN139532_c5_g3_i1
,,,,TRINITY_DN139537_c2_g1_i5
,,,,TRINITY_DN139543_c4_g1_i9
,,,,TRINITY_DN139544_c1_g2_i5
,,,,TRINITY_DN139544_c1_g3_i10
,,,,TRINITY_DN139547_c0_g2_i4
,,,,TRINITY_DN139548_c3_g1_i2
,,,,TRINITY_DN139548_c4_g1_i6
,,,,TRINITY_DN139549_c5_g1_i1
,,,,TRINITY_DN139549_c8_g1_i2
,,,,TRINITY_DN139550_c2_g1_i1
,,,,TRINITY_DN139551_c3_g3_i2
,,,,TRINITY_DN139553_c3_g1_i3
,,,,TRINITY_DN139553_c3_g3_i3
,,,,TRINITY_DN139554_c4_g2_i1
,,,,TRINITY_DN139554_c4_g4_i1
,,,,TRINITY_DN139556_c0_g1_i2
,,,,TRINITY_DN139558_c2_g1_i11
,,,,TRINITY_DN139559_c0_g1_i6
,,,,TRINITY_DN139562_c6_g2_i2
,,,,TRINITY_DN139566_c3_g1_i4
,,,,TRINITY_DN139568_c5_g1_i5
,,,,TRINITY_DN139568_c6_g1_i1
,,,,TRINITY_DN139569_c3_g3_i2
,,,,TRINITY_DN139571_c2_g1_i1
