gid	gname	chr	start	end	logFC.XY46.XX46	abslogFC.XY46.XX46	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN132624_c0_g1_i1	NA	NA	NA	NA	-1.124866413	1.124866413	unbias	0.633139407	Ovary_mean	0.0315	0.0533	1.6925
TRINITY_DN132624_c1_g1_i2	NA	NA	NA	NA	0.708219552	0.708219552	unbias	0.343227863	Brain_mmean	0.0586	0.0919	1.5681
TRINITY_DN132625_c0_g2_i13	NA	NA	NA	NA	0.106826669	0.106826669	unbias	0.468312433	Brain_mmean	0.0531	0.0665	1.2529
TRINITY_DN132628_c0_g1_i2	NA	NA	NA	NA	-1.208895148	1.208895148	female	0.479452069	Ovary_mean	0.0705	0.1408	1.9986
TRINITY_DN132628_c1_g1_i2	NA	NA	NA	NA	0.106075389	0.106075389	unbias	0.273849558	Brain_fmean	0.0418	0.065	1.5565
TRINITY_DN132629_c1_g1_i2	NA	NA	NA	NA	-0.22768087	0.22768087	unbias	0.265947102	G23_fmean	0.0679	0.1278	1.8826
TRINITY_DN132634_c3_g2_i1	NA	NA	NA	NA	2.017713925	2.017713925	male	0.69693215	G46_M_mean	0.1671	0.2851	1.706
TRINITY_DN132635_c2_g4_i2	NA	NA	NA	NA	-1.138638245	1.138638245	female	0.404011311	Ovary_mean	0.023	0.0353	1.5383
TRINITY_DN132640_c0_g1_i1	NA	NA	NA	NA	0.245059206	0.245059206	unbias	0.58975118	Brain_mmean	0.0682	0.1114	1.6347
TRINITY_DN132642_c5_g3_i2	NA	NA	NA	NA	-1.01231524	1.01231524	unbias	0.375334646	Ovary_mean	0.0732	0.0964	1.3173
TRINITY_DN132643_c1_g5_i2	NA	NA	NA	NA	-0.553965573	0.553965573	unbias	0.543611448	Ovary_mean	0.1995	0.3628	1.8192
TRINITY_DN132644_c4_g3_i1	NA	NA	NA	NA	-0.479139936	0.479139936	unbias	0.232224367	Brain_fmean	0.0497	0.033	0.6635
TRINITY_DN132644_c5_g1_i1	NA	NA	NA	NA	-0.300340154	0.300340154	unbias	0.236860224	Ovary_mean	0.0668	0.0829	1.2402
TRINITY_DN132644_c6_g1_i3	NA	NA	NA	NA	-1.290044283	1.290044283	unbias	0.569170457	Ovary_mean	0.0221	0.0291	1.3199
TRINITY_DN132644_c7_g3_i4	bspry-like	scaffold_384	895	895	0.229880703	0.229880703	unbias	0.625863305	Brain_mmean	0.1072	0.0746	0.6961
TRINITY_DN132650_c6_g5_i5	NA	NA	NA	NA	0.264251187	0.264251187	unbias	0.277774708	Ovary_mean	0.0574	0.0985	1.7166
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	NA	-0.29839769	0.29839769	unbias	0.273004653	Ovary_mean	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	NA	NA	NA	NA	0.417529934	0.417529934	unbias	0.588563184	Brain_fmean	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	NA	-0.760118237	0.760118237	unbias	0.740110777	Brain_fmean	0.0316	0.0581	1.8389
TRINITY_DN132667_c0_g1_i1	NA	NA	NA	NA	-3.077626973	3.077626973	female	0.905660273	Brain_fmean	0.0389	0.0575	1.4771
TRINITY_DN132667_c0_g6_i1	LOC100498574	Chr10	33942643	33942643	-1.60363024	1.60363024	female	0.382013865	Ovary_mean	0.0217	0.0331	1.5287
TRINITY_DN132667_c0_g7_i3	NA	NA	NA	NA	0.118665657	0.118665657	unbias	0.308302041	Brain_fmean	0.0588	0.1021	1.7356
TRINITY_DN132669_c0_g1_i1	NA	NA	NA	NA	-0.283160756	0.283160756	unbias	0.404930599	Ovary_mean	0.0777	0.0868	1.1176
TRINITY_DN132670_c0_g3_i1	fnbp1l	Chr04	93892717	93892717	0.066798017	0.066798017	unbias	0.817017078	Brain_fmean	0.057	0.0684	1.1999
TRINITY_DN132671_c4_g1_i3	NA	NA	NA	NA	-1.279985831	1.279985831	female	0.391190695	Ovary_mean	0.0999	0.1214	1.2145
TRINITY_DN132674_c0_g1_i3	camk4	Chr01	135183936	135183936	1.504431545	1.504431545	unbias	0.789731327	G23_fmean	0.1746	0.2783	1.5941
TRINITY_DN132678_c0_g2_i1	morn4-like	Chr07	24838828	24838828	0.079892581	0.079892581	unbias	0.158668675	Ovary_mean	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	NA	0.706103811	0.706103811	unbias	0.560118107	G46_M_mean	0.0775	0.0894	1.1542
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	NA	-0.579488159	0.579488159	unbias	0.159848831	G23_fmean	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	pthlh	Chr03	1951232	1951232	-0.484716335	0.484716335	unbias	0.491722512	Brain_mmean	0.0146	0.0201	1.3781
TRINITY_DN132696_c0_g3_i1	NA	NA	NA	NA	-3.331586276	3.331586276	female	0.534887695	Brain_fmean	0.1208	0.2245	1.859
TRINITY_DN132703_c8_g1_i1	NA	NA	NA	NA	-2.572796472	2.572796472	female	0.635851753	Ovary_mean	0.106	0.1985	1.873
TRINITY_DN132708_c6_g3_i1	NA	NA	NA	NA	0.801342508	0.801342508	unbias	0.588698073	Liver_fmean	0.0937	0.1594	1.7017
TRINITY_DN132709_c3_g2_i1	NA	NA	NA	NA	0.343758935	0.343758935	unbias	0.644799509	G23_mmean	0.1048	0.1632	1.5569
TRINITY_DN132709_c3_g8_i2	prl.2	Chr07	104827826	104827826	-0.019010976	0.019010976	unbias	0.479015442	Ovary_mean	0.0756	0.0925	1.2241
TRINITY_DN132710_c0_g1_i1	rnf26	Chr07	86057804	86057804	0.648839221	0.648839221	unbias	0.6340839	Brain_fmean	0.1216	0.1995	1.6415
TRINITY_DN132717_c3_g1_i4	NA	NA	NA	NA	-1.491251161	1.491251161	female	0.565178295	Ovary_mean	0.0561	0.0826	1.4719
TRINITY_DN132719_c0_g1_i3	NA	NA	NA	NA	-0.510152781	0.510152781	unbias	0.169695204	Brain_fmean	0.0715	0.0334	0.467
TRINITY_DN132722_c2_g5_i3	NA	NA	NA	NA	0.048241171	0.048241171	unbias	0.691014701	Brain_mmean	0.1657	0.2367	1.4284
TRINITY_DN132727_c1_g2_i3	gjd3-like	scaffold_39	699389	699389	-1.574832335	1.574832335	female	0.598167404	Ovary_mean	0.1359	0.1492	1.0979
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	NA	0.720083531	0.720083531	unbias	0.443686228	Ovary_mean	0.0847	0.1318	1.5573
TRINITY_DN132731_c1_g1_i2	ppp2r2b	Chr03	32050129	32050129	-0.798296236	0.798296236	unbias	0.208745197	Ovary_mean	0.0192	0.0238	1.2405
TRINITY_DN132732_c0_g2_i2	NA	NA	NA	NA	-1.00774977	1.00774977	female	0.56019762	Ovary_mean	0.1726	0.289	1.6743
TRINITY_DN132748_c0_g1_i1	gas8	Chr04	61830409	61830409	0.405183455	0.405183455	unbias	0.888634069	Brain_mmean	0.0293	0.0424	1.4489
TRINITY_DN132751_c3_g1_i2	NA	NA	NA	NA	0.307700448	0.307700448	unbias	0.509921717	Brain_mmean	0.1113	0.2058	1.8489
TRINITY_DN132753_c0_g1_i1	NA	NA	NA	NA	0.714263921	0.714263921	unbias	0.646531397	Brain_fmean	0.0597	0.0828	1.3865
TRINITY_DN132754_c0_g2_i1	mettl14	Chr01	61096783	61096783	-1.257274335	1.257274335	female	0.307020797	Ovary_mean	0.016	0.0258	1.6157
TRINITY_DN132755_c6_g1_i1	NA	NA	NA	NA	-0.660008897	0.660008897	unbias	0.539013219	Ovary_mean	0.1034	0.1712	1.6567
TRINITY_DN132756_c0_g2_i4	NA	NA	NA	NA	0.960308477	0.960308477	unbias	0.601505469	G23_fmean	0.0275	0.044	1.6023
TRINITY_DN132757_c0_g1_i3	NA	NA	NA	NA	-0.482512715	0.482512715	unbias	0.248582314	Testis_mean	0.1261	0.1525	1.209
TRINITY_DN132758_c3_g1_i1	NA	NA	NA	NA	0.05044526	0.05044526	unbias	0.263808517	Brain_mmean	0.0235	0.0339	1.4405
TRINITY_DN132762_c1_g1_i6	NA	NA	NA	NA	0.427757361	0.427757361	unbias	0.753245253	Brain_mmean	0.063	0.0847	1.3448
TRINITY_DN132762_c3_g1_i5	NA	NA	NA	NA	-1.453780045	1.453780045	female	0.369260316	Ovary_mean	0.081	0.0844	1.0415
TRINITY_DN132763_c3_g1_i2	NA	NA	NA	NA	0.93401691	0.93401691	unbias	0.647653285	Brain_mmean	0.0872	0.1387	1.5905
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	NA	-0.020880551	0.020880551	unbias	0.462548629	Brain_mmean	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	NA	-0.253320505	0.253320505	unbias	0.486202053	Ovary_mean	0.0768	0.1042	1.3569
TRINITY_DN132767_c0_g1_i1	cdh16-like.1	Chr04	69473863	69473863	-0.1502475	0.1502475	unbias	0.298573821	G43_M_mean	0.1032	0.1459	1.4133
TRINITY_DN132771_c1_g1_i1	NA	NA	NA	NA	-0.433034232	0.433034232	unbias	0.392040086	Ovary_mean	0.0993	0.1695	1.7078
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	NA	0.504872687	0.504872687	unbias	0.360370344	Brain_mmean	0.1578	0.2389	1.5143
TRINITY_DN132776_c2_g1_i1	NA	NA	NA	NA	-1.068233259	1.068233259	female	0.303178693	Ovary_mean	0.0304	0.0429	1.412
TRINITY_DN132782_c0_g1_i7	NA	NA	NA	NA	-0.075773311	0.075773311	unbias	0.535050293	Brain_mmean	0.1599	0.2834	1.7727
TRINITY_DN132782_c1_g1_i2	NA	NA	NA	NA	0.550912723	0.550912723	unbias	0.307268005	Ovary_mean	0.1287	0.1754	1.3634
TRINITY_DN132782_c2_g1_i2	NA	NA	NA	NA	-0.344444586	0.344444586	unbias	0.558965849	Brain_mmean	0.0733	0.1263	1.7228
TRINITY_DN132791_c0_g2_i1	ca14	Chr08	111966709	111966709	0.291926964	0.291926964	unbias	0.650283746	Brain_mmean	0.0417	0.0751	1.802
TRINITY_DN132803_c2_g1_i12	NA	NA	NA	NA	-1.482879298	1.482879298	female	0.527754654	Ovary_mean	0.1006	0.1603	1.5926
TRINITY_DN132809_c9_g3_i1	NA	NA	NA	NA	2.249005589	2.249005589	male	0.656437748	Testis_mean	0.0937	0.1456	1.5543
TRINITY_DN132817_c1_g1_i3	NA	NA	NA	NA	-2.552305869	2.552305869	female	0.809421454	Ovary_mean	0.0301	0.054	1.7908
TRINITY_DN132818_c0_g2_i3	NA	NA	NA	NA	-0.027779241	0.027779241	unbias	0.163912555	Ovary_mean	0.0502	0.0494	0.9838
TRINITY_DN132819_c2_g2_i4	cdh2	Chr06	96017976	96017976	0.028061617	0.028061617	unbias	0.285520529	Brain_mmean	0.0748	0.0988	1.3221
TRINITY_DN132820_c4_g1_i2	nbeal1	Chr09	46506382	46506382	0.654059612	0.654059612	unbias	0.496140323	Brain_fmean	0.0957	0.075	0.7839
TRINITY_DN132820_c6_g1_i4	NA	NA	NA	NA	0.509418	0.509418	unbias	0.598479299	Brain_mmean	0.0819	0.0986	1.203
TRINITY_DN132820_c6_g2_i1	NA	NA	NA	NA	-0.621577387	0.621577387	unbias	0.618378545	Brain_fmean	0.0704	0.0875	1.2431
TRINITY_DN132825_c3_g1_i6	NA	NA	NA	NA	-1.252278729	1.252278729	female	0.298750025	Ovary_mean	0.1072	0.2019	1.8831
TRINITY_DN132826_c2_g1_i8	NA	NA	NA	NA	0.705983825	0.705983825	unbias	0.361677787	Brain_mmean	0.037	0.0546	1.4774
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	NA	0.192832327	0.192832327	unbias	0.277419786	Brain_fmean	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	NA	-0.540833072	0.540833072	unbias	0.470173474	Ovary_mean	0.0716	0.1411	1.9707
TRINITY_DN132830_c9_g3_i5	impa1	Chr06	109133225	109133225	-3.044162416	3.044162416	female	0.642690648	Ovary_mean	0.0802	0.1433	1.7879
TRINITY_DN132832_c1_g1_i15	NA	NA	NA	NA	0.370548799	0.370548799	unbias	0.545716681	Brain_fmean	0.0597	0.084	1.4062
TRINITY_DN132832_c1_g5_i6	LOC549932	Chr09	34024216	34024216	-1.147024923	1.147024923	female	0.219980541	Brain_mmean	0.0349	0.0379	1.0871
TRINITY_DN132837_c1_g2_i2	NA	NA	NA	NA	-2.07509962	2.07509962	female	0.650563719	Ovary_mean	0.0345	0.0653	1.8956
TRINITY_DN132837_c1_g8_i1	coch-like	Chr08	92887004	92887004	0.572985059	0.572985059	unbias	0.453191945	G43_F_mean	0.0509	0.0729	1.4302
TRINITY_DN132842_c1_g1_i1	NA	NA	NA	NA	-1.80521238	1.80521238	female	0.670821491	Ovary_mean	0.0729	0.1003	1.3765
TRINITY_DN132848_c0_g1_i1	asb6	Chr08	4616278	4616278	0.507861421	0.507861421	unbias	0.917290768	Brain_fmean	0.0404	0.0514	1.272
TRINITY_DN132851_c3_g3_i1	akap17a	Chr02	34581836	34581836	-1.629399538	1.629399538	female	0.507179307	Ovary_mean	0.1234	0.2356	1.9096
TRINITY_DN132851_c3_g4_i1	kptn	Chr08	58749270	58749270	0.010503926	0.010503926	unbias	0.420665004	Brain_fmean	0.1387	0.1955	1.409
TRINITY_DN132854_c0_g2_i2	flvcr1	Chr05	10547385	10547385	-2.235064159	2.235064159	female	0.644540388	Ovary_mean	0.094	0.0656	0.6977
TRINITY_DN132859_c11_g2_i2	NA	NA	NA	NA	-0.332221323	0.332221323	unbias	0.276203873	Testis_mean	0.0945	0.1569	1.6592
TRINITY_DN132863_c3_g1_i2	NA	NA	NA	NA	0.55801146	0.55801146	unbias	0.415877713	Brain_fmean	0.0071	0.0115	1.6317
TRINITY_DN132871_c1_g1_i1	NA	NA	NA	NA	-0.484175819	0.484175819	unbias	0.39019547	G23_fmean	0.0754	0.1229	1.6302
TRINITY_DN132874_c0_g1_i1	NA	NA	NA	NA	-0.286404188	0.286404188	unbias	0.19963959	Ovary_mean	0.0083	0.0069	0.8297
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	-1.477907893	1.477907893	female	0.447925012	Ovary_mean	0.1836	0.2842	1.548
TRINITY_DN132878_c0_g3_i1	kin	Chr03	74178431	74178431	-1.528587847	1.528587847	female	0.490220569	Ovary_mean	0.064	0.0997	1.5596
TRINITY_DN132879_c5_g7_i1	NA	NA	NA	NA	-0.185504176	0.185504176	unbias	0.303426468	G23_mmean	0.0659	0.1268	1.9243
TRINITY_DN132882_c6_g1_i1	NA	NA	NA	NA	-1.785370547	1.785370547	female	0.488522157	Testis_mean	0.2396	0.3879	1.619
TRINITY_DN132882_c8_g2_i1	NA	NA	NA	NA	-3.065017005	3.065017005	female	0.633825719	Ovary_mean	0.0657	0.0842	1.282
TRINITY_DN132884_c3_g6_i1	NA	NA	NA	NA	-0.562670559	0.562670559	unbias	0.320987271	G23_mmean	0.0265	0.0517	1.9531
TRINITY_DN132887_c1_g1_i2	NA	NA	NA	NA	-0.737131183	0.737131183	unbias	0.50382325	Ovary_mean	0.0286	0.0383	1.3396
TRINITY_DN132887_c4_g2_i1	lrrc24	scaffold_6775	642	642	-1.850623771	1.850623771	female	0.292437699	G23_mmean	0.0292	0.0537	1.8381
TRINITY_DN132888_c0_g1_i1	NA	NA	NA	NA	0.419411935	0.419411935	unbias	0.423563791	Brain_fmean	0.0481	0.0431	0.8952
TRINITY_DN132891_c7_g2_i3	acp2	Chr04	7415420	7415420	-2.18783975	2.18783975	female	0.63517261	Ovary_mean	0.0279	0.0283	1.015
TRINITY_DN132892_c2_g1_i2	glt1d1	Chr01	150293256	150293256	-0.446383376	0.446383376	unbias	0.150908171	Ovary_mean	0.0725	0.1305	1.8013
TRINITY_DN132899_c0_g1_i4	NA	NA	NA	NA	-1.081012782	1.081012782	female	0.441690833	Ovary_mean	0.0948	0.1625	1.7144
TRINITY_DN132900_c0_g3_i3	NA	NA	NA	NA	-0.449992578	0.449992578	unbias	0.55704661	Brain_mmean	0.0335	0.0406	1.2135
TRINITY_DN132905_c2_g2_i1	NA	NA	NA	NA	-1.011088852	1.011088852	unbias	0.780622365	Brain_fmean	0.0309	0.0383	1.2385
TRINITY_DN132906_c0_g4_i8	NA	NA	NA	NA	0.678184182	0.678184182	unbias	0.483389818	Liver_mmean	0.0205	0.0324	1.5818
TRINITY_DN132910_c0_g1_i1	NA	NA	NA	NA	-0.386258471	0.386258471	unbias	0.304940267	Ovary_mean	0.0683	0.1049	1.5369
TRINITY_DN132912_c0_g1_i1	NA	NA	NA	NA	0.003962332	0.003962332	unbias	0.670678346	G23_mmean	0.0846	0.0506	0.5983
TRINITY_DN132912_c5_g2_i1	pkr3	Chr05	52096715	52096715	0.231099554	0.231099554	unbias	0.555094316	G23_fmean	0.1124	0.0763	0.6789
TRINITY_DN132917_c2_g2_i1	NA	NA	NA	NA	0.915133521	0.915133521	unbias	0.589822274	G23_mmean	0.126	0.2024	1.6062
TRINITY_DN132917_c4_g2_i4	LOC100145763	Chr05	120417235	120417235	-0.649463674	0.649463674	unbias	0.455143212	Brain_fmean	0.0937	0.1218	1.2995
TRINITY_DN132918_c0_g3_i1	NA	NA	NA	NA	0.593203505	0.593203505	unbias	0.377949239	Brain_mmean	0.1592	0.2119	1.3306
TRINITY_DN132922_c3_g2_i1	siah2	Chr05	114901357	114901357	0.971684267	0.971684267	unbias	0.722178217	Brain_mmean	0.0421	0.0573	1.3606
TRINITY_DN132934_c0_g1_i2	NA	NA	NA	NA	0.807225252	0.807225252	unbias	0.256801575	G43_M_mean	0.0526	0.0758	1.4408
TRINITY_DN132937_c1_g1_i3	NA	NA	NA	NA	-0.064118205	0.064118205	unbias	0.785050876	Brain_mmean	0.1089	0.1496	1.3735
TRINITY_DN132942_c0_g1_i5	NA	NA	NA	NA	-0.30183111	0.30183111	unbias	0.312790502	Testis_mean	0.1217	0.2165	1.7795
TRINITY_DN132943_c0_g5_i8	NA	NA	NA	NA	-0.823053768	0.823053768	unbias	0.583491123	Brain_mmean	0.0182	0.0197	1.0854
TRINITY_DN132947_c0_g1_i4	NA	NA	NA	NA	-0.622210255	0.622210255	unbias	0.464363249	Ovary_mean	0.1366	0.255	1.8669
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	NA	-0.154615653	0.154615653	unbias	0.249393036	Brain_fmean	0.0341	0.0457	1.3397
TRINITY_DN132951_c0_g1_i2	NA	NA	NA	NA	0.017336884	0.017336884	unbias	0.430950694	Brain_mmean	0.0263	0.0504	1.9115
TRINITY_DN132954_c5_g2_i3	fen1	Chr04	14025339	14025339	0.335560779	0.335560779	unbias	0.383299005	Brain_fmean	0.0572	0.0835	1.4615
TRINITY_DN132960_c3_g1_i1	NA	NA	NA	NA	0.725137194	0.725137194	unbias	0.266167808	G43_M_mean	0.1112	0.2091	1.881
TRINITY_DN132961_c3_g1_i1	NA	NA	NA	NA	-0.245030099	0.245030099	unbias	0.453391424	Brain_mmean	0.0572	0.0879	1.5365
TRINITY_DN132963_c1_g4_i2	aldh8a1	Chr05	34673287	34673287	-0.610514961	0.610514961	unbias	0.306895545	Ovary_mean	0.0717	0.1161	1.6197
TRINITY_DN132969_c0_g2_i1	NA	NA	NA	NA	-0.573956352	0.573956352	unbias	0.490281951	Ovary_mean	0.0963	0.1058	1.0995
TRINITY_DN132974_c4_g2_i9	NA	NA	NA	NA	-0.127548393	0.127548393	unbias	0.473002899	Brain_fmean	0.0608	0.0705	1.1597
TRINITY_DN132975_c0_g1_i1	NA	NA	NA	NA	-0.187076501	0.187076501	unbias	0.233986953	Testis_mean	0.0547	0.0978	1.79
TRINITY_DN132976_c1_g5_i2	NA	NA	NA	NA	-1.845372044	1.845372044	female	0.54952112	Ovary_mean	0.127	0.145	1.1417
TRINITY_DN132976_c4_g2_i4	musk	Chr01	103510401	103510401	-0.185952335	0.185952335	unbias	0.312248343	Ovary_mean	0.029	0.0401	1.382
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	NA	-0.099943202	0.099943202	unbias	0.152982054	Brain_mmean	0.0232	0.0332	1.4336
TRINITY_DN132980_c2_g1_i2	NA	NA	NA	NA	-1.181566731	1.181566731	female	0.212824744	Ovary_mean	0.0523	0.0821	1.568
TRINITY_DN132986_c0_g3_i10	tagap	Chr05	67224111	67224111	-0.631995837	0.631995837	unbias	0.468574862	Brain_mmean	0.0452	0.0427	0.9444
TRINITY_DN132987_c0_g2_i2	mrpl1	Chr01	91224097	91224097	0.757069592	0.757069592	unbias	0.609295196	G27_mmean	0.0608	0.0623	1.0247
TRINITY_DN132991_c1_g4_i1	LOC100488420	Chr07	110560941	110560941	-0.326586368	0.326586368	unbias	0.519927718	Brain_mmean	0.0493	0.0717	1.4545
TRINITY_DN132995_c1_g2_i5	c15orf57	Chr08	94676599	94676599	-0.195400405	0.195400405	unbias	0.827307146	Brain_fmean	0.0492	0.0909	1.8481
TRINITY_DN133002_c6_g5_i3	NA	NA	NA	NA	-2.735930459	2.735930459	female	0.412726782	Ovary_mean	0.059	0.0607	1.028
TRINITY_DN133005_c2_g1_i1	NA	NA	NA	NA	0.512077898	0.512077898	unbias	0.534117103	G43_M_mean	0.0287	0.056	1.95
TRINITY_DN133007_c1_g1_i4	NA	NA	NA	NA	-0.376701902	0.376701902	unbias	0.532621952	Ovary_mean	0.0747	0.1172	1.5705
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	NA	-0.067559213	0.067559213	unbias	0.23662931	Brain_mmean	0.0342	0.0442	1.2937
TRINITY_DN133011_c0_g1_i4	NA	NA	NA	NA	-0.102368672	0.102368672	unbias	0.384811705	Brain_fmean	0.0378	0.0509	1.3465
TRINITY_DN133014_c5_g4_i7	NA	NA	NA	NA	-9.97E-05	0.0000997	unbias	0.281428433	Brain_mmean	0.0831	0.1002	1.2051
TRINITY_DN133015_c7_g1_i1	NA	NA	NA	NA	0.125158659	0.125158659	unbias	0.576891359	Brain_mmean	0.0023	0.0022	0.9342
TRINITY_DN133016_c0_g1_i1	NA	NA	NA	NA	-0.810762738	0.810762738	unbias	0.307703667	Brain_fmean	0.0416	0.0657	1.5797
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	NA	0.033610807	0.033610807	unbias	0.75246815	Brain_fmean	0.0486	0.0585	1.2034
TRINITY_DN133024_c2_g3_i1	NA	NA	NA	NA	0.639759969	0.639759969	unbias	0.60756516	G27_mmean	0.1017	0.1573	1.5462
TRINITY_DN133029_c0_g2_i7	card14	Chr10	19349383	19349383	0.491552311	0.491552311	unbias	0.617722905	G46_M_mean	0.2417	0.4369	1.8074
TRINITY_DN133031_c0_g1_i3	NA	NA	NA	NA	0.914193129	0.914193129	unbias	0.264726928	Brain_mmean	0.1639	0.2678	1.6343
TRINITY_DN133032_c0_g2_i1	NA	NA	NA	NA	-1.386679799	1.386679799	female	0.227019701	Brain_mmean	0.0567	0.0795	1.4025
TRINITY_DN133034_c0_g8_i2	tmigd1	Chr02	24499929	24499929	0.540345689	0.540345689	unbias	0.270046972	G46_M_mean	0.0914	0.1552	1.6976
TRINITY_DN133036_c1_g2_i2	NA	NA	NA	NA	-0.651706329	0.651706329	unbias	0.316921306	Testis_mean	0.0855	0.1083	1.2661
TRINITY_DN133039_c0_g1_i7	NA	NA	NA	NA	0.592870596	0.592870596	unbias	0.486459419	Brain_mmean	0.106	0.1731	1.6334
TRINITY_DN133041_c0_g1_i2	NA	NA	NA	NA	0.001268897	0.001268897	unbias	0.824570547	Brain_mmean	0.051	0.054	1.0573
TRINITY_DN133045_c7_g3_i1	NA	NA	NA	NA	-3.293790623	3.293790623	female	0.615042718	Ovary_mean	0.1325	0.2618	1.9758
TRINITY_DN133052_c1_g4_i1	NA	NA	NA	NA	-1.166545762	1.166545762	unbias	0.371955416	G23_mmean	0.0821	0.1239	1.5101
TRINITY_DN133053_c7_g1_i2	Xetrov90014784m	Chr05	118728492	118728492	-3.376474739	3.376474739	female	0.647765231	Ovary_mean	0.0723	0.1402	1.9396
TRINITY_DN133058_c0_g1_i3	NA	NA	NA	NA	-0.339482509	0.339482509	unbias	0.59720701	G31_mmean	0.1587	0.3082	1.9421
TRINITY_DN133061_c1_g1_i3	zbtb48	Chr07	91410418	91410418	1.041763967	1.041763967	male	0.37213324	Brain_fmean	0.2014	0.2641	1.3115
TRINITY_DN133062_c0_g4_i13	NA	NA	NA	NA	0.194487523	0.194487523	unbias	0.431304596	Brain_mmean	0.162	0.3051	1.8834
TRINITY_DN133074_c3_g1_i3	NA	NA	NA	NA	0.016790878	0.016790878	unbias	0.621343335	G31_fmean	0.157	0.2731	1.7389
TRINITY_DN133075_c0_g1_i1	NA	NA	NA	NA	1.029971471	1.029971471	unbias	0.663783594	Testis_mean	0.0521	0.0724	1.3901
TRINITY_DN133080_c7_g9_i1	NA	NA	NA	NA	-5.706837774	5.706837774	female	0.962242015	Ovary_mean	0.1893	0.356	1.8809
TRINITY_DN133081_c0_g2_i1	NA	NA	NA	NA	-0.244399527	0.244399527	unbias	0.439460273	Brain_mmean	0.1755	0.27	1.5387
TRINITY_DN133088_c5_g1_i1	unc119	Chr02	27086420	27086420	0.058418742	0.058418742	unbias	0.264160065	Brain_fmean	0.0657	0.0778	1.1834
TRINITY_DN133089_c1_g2_i1	NA	NA	NA	NA	0.504375901	0.504375901	unbias	0.64679223	Brain_mmean	0.1397	0.1644	1.1762
TRINITY_DN133089_c2_g1_i7	NA	NA	NA	NA	0.194878925	0.194878925	unbias	0.759059536	Brain_fmean	0.1953	0.273	1.398
TRINITY_DN133091_c4_g1_i1	NA	NA	NA	NA	0.474007358	0.474007358	unbias	0.52086544	Brain_fmean	0.0159	0.0186	1.1659
TRINITY_DN133096_c5_g1_i1	NA	NA	NA	NA	-0.160165118	0.160165118	unbias	0.452249296	Brain_mmean	0.1108	0.0815	0.7357
TRINITY_DN133096_c6_g3_i1	NA	NA	NA	NA	0.212474306	0.212474306	unbias	0.573686307	Brain_mmean	0.0468	0.0926	1.9804
TRINITY_DN133101_c2_g1_i1	NA	NA	NA	NA	0.322756291	0.322756291	unbias	0.293314686	Brain_fmean	0.111	0.1265	1.1394
TRINITY_DN133102_c0_g2_i1	NA	NA	NA	NA	0.901717354	0.901717354	unbias	0.490789788	Ovary_mean	0.0708	0.0808	1.1414
TRINITY_DN133104_c0_g3_i2	NA	NA	NA	NA	-1.339872961	1.339872961	female	0.306321258	Ovary_mean	0.0276	0.0524	1.8961
TRINITY_DN133113_c0_g2_i2	NA	NA	NA	NA	-1.162231978	1.162231978	female	0.530768946	Brain_mmean	0.0251	0.0382	1.5227
TRINITY_DN133114_c1_g1_i2	NA	NA	NA	NA	-2.835087673	2.835087673	female	0.76871404	Ovary_mean	0.0819	0.0997	1.2177
TRINITY_DN133119_c1_g3_i2	NA	NA	NA	NA	-0.086086238	0.086086238	unbias	0.471089698	Brain_fmean	0.0281	0.0513	1.8257
TRINITY_DN133121_c3_g2_i1	NA	NA	NA	NA	0.265484049	0.265484049	unbias	0.274429507	Brain_mmean	0.0027	0.0023	0.8728
TRINITY_DN133121_c5_g1_i3	NA	NA	NA	NA	-0.683649106	0.683649106	unbias	0.862354373	Brain_mmean	0.0891	0.1619	1.8177
TRINITY_DN133127_c3_g1_i1	NA	NA	NA	NA	-0.132436885	0.132436885	unbias	0.380789949	Brain_mmean	0.0515	0.0655	1.2719
TRINITY_DN133127_c3_g3_i4	NA	NA	NA	NA	0.214282381	0.214282381	unbias	0.407283633	Brain_mmean	0.0399	0.0629	1.5776
TRINITY_DN133129_c1_g1_i2	NA	NA	NA	NA	-1.246137017	1.246137017	female	0.264971057	Ovary_mean	0.0095	0.0183	1.9353
