gid	cutoff	bias	log2RPKM	sex	gname	chr	chr_all	start	end	target_id	length	eff_length
TRINITY_DN128167_c5_g2_i2	FC1	female	-0.701064012	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128167_c5_g2_i2	769	553.039
TRINITY_DN128170_c5_g2_i1	FC1	female	-2.22737075	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128170_c5_g2_i1	1364	1147.83
TRINITY_DN128170_c6_g1_i2	FC1	female	-0.172505248	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128170_c6_g1_i2	503	288.774
TRINITY_DN128172_c3_g1_i1	FC1	female	4.341173013	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128172_c3_g1_i1	3562	3345.83
TRINITY_DN128174_c5_g1_i3	FC1	female	2.457265417	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128174_c5_g1_i3	4644	4427.83
TRINITY_DN128193_c1_g4_i1	FC1	female	-0.22011736	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128193_c1_g4_i1	2015	1798.83
TRINITY_DN128197_c8_g4_i5	FC1	female	5.72699005	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128197_c8_g4_i5	2115	1898.83
TRINITY_DN128203_c3_g1_i2	FC1	female	1.650036186	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128203_c3_g1_i2	2346	2129.83
TRINITY_DN128211_c2_g3_i1	FC1	female	2.672105995	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128211_c2_g3_i1	3630	3413.83
TRINITY_DN128227_c3_g2_i4	FC1	female	-1.233905917	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128227_c3_g2_i4	1829	1612.83
TRINITY_DN128230_c0_g2_i1	FC1	female	3.511030621	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128230_c0_g2_i1	337	135.075
TRINITY_DN128232_c2_g1_i2	FC1	female	-0.159673875	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128232_c2_g1_i2	1164	947.835
TRINITY_DN128250_c4_g2_i1	FC1	female	-1.011315291	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128250_c4_g2_i1	1902	1685.83
TRINITY_DN128270_c2_g3_i3	FC1	female	1.531609283	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128270_c2_g3_i3	1204	987.835
TRINITY_DN128272_c5_g1_i4	FC1	female	3.062798951	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128272_c5_g1_i4	1237	1020.83
TRINITY_DN128278_c6_g2_i1	FC1	female	-1.142014959	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128278_c6_g2_i1	2173	1956.83
TRINITY_DN128279_c2_g1_i1	FC1	female	-0.274851794	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128279_c2_g1_i1	1369	1152.83
TRINITY_DN128286_c3_g2_i3	FC1	female	1.237282532	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128286_c3_g2_i3	1219	1002.83
TRINITY_DN128294_c0_g1_i1	FC1	female	3.1375131	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128294_c0_g1_i1	918	701.958
TRINITY_DN128329_c3_g2_i2	FC1	female	1.123286713	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128329_c3_g2_i2	570	354.66
TRINITY_DN128330_c0_g1_i3	FC1	female	0.502199904	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128330_c0_g1_i3	1884	1667.83
TRINITY_DN128344_c4_g1_i1	FC1	female	2.922587068	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128344_c4_g1_i1	677	461.158
TRINITY_DN128358_c2_g2_i8	FC1	female	2.332408116	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128358_c2_g2_i8	327	126.787
TRINITY_DN128383_c2_g6_i6	FC1	female	0.256988733	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128383_c2_g6_i6	948	731.911
TRINITY_DN128435_c1_g4_i3	FC1	female	2.552580438	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128435_c1_g4_i3	362	156.514
TRINITY_DN128448_c2_g1_i2	FC1	female	0.068058478	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128448_c2_g1_i2	1101	884.835
TRINITY_DN128457_c4_g4_i1	FC1	female	-0.965762544	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128457_c4_g4_i1	2025	1808.83
TRINITY_DN128458_c2_g2_i1	FC1	female	2.698806695	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128458_c2_g2_i1	1926	1709.83
TRINITY_DN128460_c13_g1_i1	FC1	female	0.716653058	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128460_c13_g1_i1	378	170.834
TRINITY_DN128467_c1_g2_i2	FC1	female	1.185519608	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128467_c1_g2_i2	1560	1343.83
TRINITY_DN128498_c0_g3_i1	FC1	female	1.168223948	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128498_c0_g3_i1	2588	2371.83
TRINITY_DN128499_c5_g1_i2	FC1	female	2.237333934	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128499_c5_g1_i2	1722	1505.83
TRINITY_DN128503_c0_g1_i2	FC1	female	2.712418971	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128503_c0_g1_i2	1830	1613.83
TRINITY_DN128504_c0_g1_i2	FC1	female	2.684484425	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128504_c0_g1_i2	1698	1481.83
TRINITY_DN128507_c2_g3_i1	FC1	female	0.096188003	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128507_c2_g3_i1	513	298.49
TRINITY_DN128522_c2_g2_i1	FC1	female	1.922972623	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128522_c2_g2_i1	544	328.979
TRINITY_DN128532_c0_g1_i1	FC1	female	2.727691203	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128532_c0_g1_i1	903	686.958
TRINITY_DN128532_c0_g2_i1	FC1	female	1.929853411	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128532_c0_g2_i1	2664	2447.83
TRINITY_DN128559_c0_g1_i1	FC1	female	-2.337838029	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128559_c0_g1_i1	4136	3919.83
TRINITY_DN128575_c1_g2_i2	FC1	female	2.62252272	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128575_c1_g2_i2	1216	999.835
TRINITY_DN128597_c0_g1_i1	FC1	female	4.400215536	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128597_c0_g1_i1	442	229.824
TRINITY_DN128612_c9_g1_i2	FC1	female	4.118754369	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128612_c9_g1_i2	335	133.46
TRINITY_DN128617_c7_g1_i2	FC1	female	-0.113263856	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128617_c7_g1_i2	597	381.527
TRINITY_DN128624_c2_g1_i2	FC1	female	3.009618091	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128624_c2_g1_i2	1747	1530.83
TRINITY_DN128625_c0_g1_i3	FC1	female	3.442253035	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128625_c0_g1_i3	1661	1444.83
TRINITY_DN128639_c1_g5_i1	FC1	female	1.621427292	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128639_c1_g5_i1	674	458.158
TRINITY_DN128642_c4_g1_i1	FC1	female	1.915119311	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128642_c4_g1_i1	708	492.11
TRINITY_DN128644_c0_g2_i5	FC1	female	-1.289461766	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128644_c0_g2_i5	1195	978.835
TRINITY_DN128646_c4_g5_i1	FC1	female	0.359611379	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128646_c4_g5_i1	708	492.11
TRINITY_DN128684_c2_g1_i1	FC1	female	0.873004521	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128684_c2_g1_i1	522	307.298
TRINITY_DN128728_c0_g2_i3	FC1	female	0.446478195	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128728_c0_g2_i3	1821	1604.83
TRINITY_DN128730_c4_g1_i1	FC1	female	1.300773205	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128730_c4_g1_i1	3056	2839.83
TRINITY_DN128731_c5_g4_i1	FC1	female	-0.724798284	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128731_c5_g4_i1	1375	1158.83
TRINITY_DN128742_c10_g1_i1	FC1	female	3.423584821	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128742_c10_g1_i1	760	544.075
TRINITY_DN128742_c10_g2_i3	FC1	female	2.902793133	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128742_c10_g2_i3	489	275.065
TRINITY_DN128745_c0_g1_i2	FC1	female	1.857320669	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128745_c0_g1_i2	1657	1440.83
TRINITY_DN128756_c0_g2_i2	FC1	female	1.949447189	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128756_c0_g2_i2	812	596.019
TRINITY_DN128761_c2_g6_i1	FC1	female	0.316901212	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128761_c2_g6_i1	843	626.958
TRINITY_DN128767_c0_g2_i5	FC1	female	0.923162228	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128767_c0_g2_i5	357	152.205
TRINITY_DN128771_c5_g10_i1	FC1	female	-0.682019354	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128771_c5_g10_i1	897	680.958
TRINITY_DN128776_c3_g6_i2	FC1	female	0.42113988	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128776_c3_g6_i2	699	483.126
TRINITY_DN128823_c1_g1_i1	FC1	female	-2.938656722	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128823_c1_g1_i1	2032	1815.83
TRINITY_DN128837_c4_g1_i2	FC1	female	2.489574709	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128837_c4_g1_i2	1093	876.835
TRINITY_DN128838_c0_g2_i1	FC1	female	-0.14365226	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128838_c0_g2_i1	900	683.958
TRINITY_DN128853_c0_g2_i2	FC1	female	4.702315935	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128853_c0_g2_i2	1565	1348.83
TRINITY_DN128861_c3_g1_i1	FC1	female	2.578636238	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128861_c3_g1_i1	305	109.183
TRINITY_DN128870_c0_g1_i6	FC1	female	0.871374778	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128870_c0_g1_i6	1154	937.835
TRINITY_DN128876_c0_g1_i1	FC1	female	0.719421708	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128876_c0_g1_i1	1682	1465.83
TRINITY_DN128900_c0_g2_i1	FC1	female	-2.381533241	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128900_c0_g2_i1	1050	833.835
TRINITY_DN128901_c1_g2_i1	FC1	female	2.298445058	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128901_c1_g2_i1	1741	1524.83
TRINITY_DN128905_c8_g3_i1	FC1	female	2.223177908	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128905_c8_g3_i1	626	410.33
TRINITY_DN128906_c7_g1_i4	FC1	female	4.571969773	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128906_c7_g1_i4	1229	1012.83
TRINITY_DN128952_c0_g1_i4	FC1	female	5.325628582	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128952_c0_g1_i4	747	531.093
TRINITY_DN128967_c0_g6_i5	FC1	female	1.408253953	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128967_c0_g6_i5	748	532.093
TRINITY_DN128975_c3_g1_i9	FC1	female	0.969199136	meanmale	NA	NA	NA	NA	NA	TRINITY_DN128975_c3_g1_i9	853	636.958
TRINITY_DN129020_c1_g3_i2	FC1	female	1.438702554	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129020_c1_g3_i2	1295	1078.83
TRINITY_DN129036_c0_g1_i1	FC1	female	-0.066751804	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129036_c0_g1_i1	2062	1845.83
TRINITY_DN129042_c7_g1_i1	FC1	female	3.285390502	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129042_c7_g1_i1	681	465.158
TRINITY_DN129068_c0_g1_i1	FC1	female	-0.230048175	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129068_c0_g1_i1	2762	2545.83
TRINITY_DN129105_c2_g6_i2	FC1	female	4.429003844	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129105_c2_g6_i2	2094	1877.83
TRINITY_DN129105_c3_g1_i3	FC1	female	1.645428188	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129105_c3_g1_i3	794	578.039
TRINITY_DN129105_c3_g2_i2	FC1	female	2.663944692	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129105_c3_g2_i2	1111	894.835
TRINITY_DN129105_c3_g3_i1	FC1	female	0.750289456	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129105_c3_g3_i1	559	343.811
TRINITY_DN129106_c0_g7_i1	FC1	female	4.533437199	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129106_c0_g7_i1	1218	1001.83
TRINITY_DN129108_c0_g7_i2	FC1	female	1.704471736	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129108_c0_g7_i2	976	759.886
TRINITY_DN129118_c1_g2_i7	FC1	female	1.299220298	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129118_c1_g2_i7	338	135.896
TRINITY_DN129130_c4_g1_i1	FC1	female	-0.857418523	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129130_c4_g1_i1	953	736.911
TRINITY_DN129133_c1_g9_i1	FC1	female	0.988208527	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129133_c1_g9_i1	382	174.411
TRINITY_DN129139_c0_g2_i3	FC1	female	2.120462882	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129139_c0_g2_i3	951	734.911
TRINITY_DN129149_c1_g4_i4	FC1	female	-1.017597074	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129149_c1_g4_i4	1481	1264.83
TRINITY_DN129150_c0_g1_i3	FC1	female	3.55038843	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129150_c0_g1_i3	1897	1680.83
TRINITY_DN129158_c3_g1_i1	FC1	female	1.058183994	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129158_c3_g1_i1	1787	1570.83
TRINITY_DN129163_c6_g2_i4	FC1	female	2.242349397	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129163_c6_g2_i4	509	294.628
TRINITY_DN129166_c0_g1_i2	FC1	female	1.240579872	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129166_c0_g1_i2	715	499.11
TRINITY_DN129166_c0_g2_i7	FC1	female	1.116905495	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129166_c0_g2_i7	1720	1503.83
TRINITY_DN129170_c1_g1_i1	FC1	female	2.319817945	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129170_c1_g1_i1	480	266.482
TRINITY_DN129170_c3_g6_i2	FC1	female	1.437231203	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129170_c3_g6_i2	1431	1214.83
TRINITY_DN129176_c3_g1_i3	FC1	female	1.376244904	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129176_c3_g1_i3	1421	1204.83
TRINITY_DN129176_c3_g4_i1	FC1	female	6.565444608	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129176_c3_g4_i1	757	541.075
TRINITY_DN129193_c3_g1_i1	FC1	female	3.892024201	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129193_c3_g1_i1	1106	889.835
TRINITY_DN129198_c1_g2_i1	FC1	female	3.976856695	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129198_c1_g2_i1	513	298.49
TRINITY_DN129219_c4_g1_i1	FC1	female	3.383815919	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129219_c4_g1_i1	1410	1193.83
TRINITY_DN129219_c5_g2_i5	FC1	female	4.117195949	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129219_c5_g2_i5	2916	2699.83
TRINITY_DN129220_c0_g1_i2	FC1	female	2.477131812	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129220_c0_g1_i2	1751	1534.83
TRINITY_DN129227_c0_g5_i2	FC1	female	2.367732134	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129227_c0_g5_i2	795	579.039
TRINITY_DN129237_c5_g5_i4	FC1	female	1.856851214	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129237_c5_g5_i4	569	353.66
TRINITY_DN129270_c0_g3_i1	FC1	female	0.980664285	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129270_c0_g3_i1	1090	873.835
TRINITY_DN129291_c3_g2_i1	FC1	female	-0.687648301	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129291_c3_g2_i1	572	356.612
TRINITY_DN129291_c3_g6_i3	FC1	female	1.470566822	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129291_c3_g6_i3	630	414.303
TRINITY_DN129291_c3_g7_i3	FC1	female	2.163839399	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129291_c3_g7_i3	1012	795.835
TRINITY_DN129291_c3_g9_i1	FC1	female	0.515624535	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129291_c3_g9_i1	785	569.039
TRINITY_DN129314_c5_g1_i1	FC1	female	2.402005222	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129314_c5_g1_i1	341	138.485
TRINITY_DN129315_c0_g1_i1	FC1	female	3.982961841	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129315_c0_g1_i1	799	583.019
TRINITY_DN129315_c1_g1_i7	FC1	female	4.317220047	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129315_c1_g1_i7	3015	2798.83
TRINITY_DN129322_c1_g2_i2	FC1	female	1.467038648	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129322_c1_g2_i2	982	765.886
TRINITY_DN129325_c1_g1_i1	FC1	female	0.648491018	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129325_c1_g1_i1	1567	1350.83
TRINITY_DN129325_c2_g1_i1	FC1	female	3.665407669	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129325_c2_g1_i1	4454	4237.83
TRINITY_DN129346_c3_g2_i3	FC1	female	4.860147358	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129346_c3_g2_i3	2089	1872.83
TRINITY_DN129353_c3_g5_i2	FC1	female	-0.089967185	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129353_c3_g5_i2	954	737.911
TRINITY_DN129357_c2_g3_i2	FC1	female	3.04359256	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129357_c2_g3_i2	1639	1422.83
TRINITY_DN129384_c0_g2_i2	FC1	female	-1.581708507	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129384_c0_g2_i2	1713	1496.83
TRINITY_DN129417_c3_g2_i1	FC1	female	5.118456711	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129417_c3_g2_i1	745	529.093
TRINITY_DN129425_c0_g1_i1	FC1	female	-0.177660704	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129425_c0_g1_i1	537	322.099
TRINITY_DN129425_c1_g1_i1	FC1	female	3.532659669	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129425_c1_g1_i1	1172	955.835
TRINITY_DN129432_c5_g2_i2	FC1	female	1.862072744	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129432_c5_g2_i2	452	239.406
TRINITY_DN129441_c7_g1_i3	FC1	female	3.645093397	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129441_c7_g1_i3	1660	1443.83
TRINITY_DN129454_c4_g4_i2	FC1	female	3.020506836	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129454_c4_g4_i2	3505	3288.83
TRINITY_DN129470_c0_g1_i3	FC1	female	2.956779179	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129470_c0_g1_i3	1872	1655.83
TRINITY_DN129501_c4_g2_i1	FC1	female	1.516270553	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129501_c4_g2_i1	466	252.936
TRINITY_DN129512_c2_g1_i1	FC1	female	3.179764965	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129512_c2_g1_i1	583	367.564
TRINITY_DN129512_c5_g1_i2	FC1	female	-0.578870513	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129512_c5_g1_i2	1129	912.835
TRINITY_DN129548_c6_g1_i2	FC1	female	2.480537633	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129548_c6_g1_i2	1493	1276.83
TRINITY_DN129562_c0_g3_i1	FC1	female	0.682232627	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129562_c0_g3_i1	1484	1267.83
TRINITY_DN129571_c1_g1_i4	FC1	female	2.615751038	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129571_c1_g1_i4	572	356.612
TRINITY_DN129575_c2_g1_i5	FC1	female	2.756142546	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129575_c2_g1_i5	886	669.958
TRINITY_DN129577_c7_g3_i1	FC1	female	1.536985169	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129577_c7_g3_i1	904	687.958
TRINITY_DN129577_c7_g5_i1	FC1	female	2.56186449	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129577_c7_g5_i1	1456	1239.83
TRINITY_DN129592_c0_g1_i1	FC1	female	1.277634538	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129592_c0_g1_i1	783	567.039
TRINITY_DN129598_c1_g2_i1	FC1	female	2.904462898	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129598_c1_g2_i1	542	327.034
TRINITY_DN129606_c1_g3_i2	FC1	female	3.383016833	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129606_c1_g3_i2	995	778.835
TRINITY_DN129618_c2_g1_i1	FC1	female	2.585997458	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129618_c2_g1_i1	4208	3991.83
TRINITY_DN129628_c1_g1_i6	FC1	female	0.430701453	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129628_c1_g1_i6	1184	967.835
TRINITY_DN129633_c9_g2_i1	FC1	female	-0.922985827	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129633_c9_g2_i1	877	660.958
TRINITY_DN129641_c0_g1_i2	FC1	female	1.676842138	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129641_c0_g1_i2	962	745.911
TRINITY_DN129662_c1_g7_i1	FC1	female	-2.067492331	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129662_c1_g7_i1	1201	984.835
TRINITY_DN129665_c2_g2_i2	FC1	female	2.579667864	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129665_c2_g2_i2	6592	6375.83
TRINITY_DN129666_c0_g1_i1	FC1	female	2.438201175	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129666_c0_g1_i1	1340	1123.83
TRINITY_DN129669_c1_g8_i4	FC1	female	0.529082548	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129669_c1_g8_i4	3511	3294.83
TRINITY_DN129712_c0_g1_i1	FC1	female	-0.690645147	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129712_c0_g1_i1	871	654.958
TRINITY_DN129734_c0_g1_i1	FC1	female	2.178198308	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129734_c0_g1_i1	2130	1913.83
TRINITY_DN129737_c0_g1_i1	FC1	female	-0.60873381	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129737_c0_g1_i1	2645	2428.83
TRINITY_DN129739_c5_g3_i1	FC1	female	-0.72333839	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129739_c5_g3_i1	764	548.057
TRINITY_DN129741_c0_g2_i1	FC1	female	1.215767734	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129741_c0_g2_i1	1083	866.835
TRINITY_DN129757_c0_g1_i1	FC1	female	3.899318958	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129757_c0_g1_i1	3175	2958.83
TRINITY_DN129762_c1_g1_i4	FC1	female	2.694182524	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129762_c1_g1_i4	301	106.076
TRINITY_DN129787_c4_g1_i3	FC1	female	4.671357878	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129787_c4_g1_i3	1289	1072.83
TRINITY_DN129794_c1_g1_i1	FC1	female	3.737764209	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129794_c1_g1_i1	844	627.958
TRINITY_DN129797_c1_g3_i1	FC1	female	3.733906923	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129797_c1_g3_i1	2477	2260.83
TRINITY_DN129806_c4_g1_i1	FC1	female	0.716740288	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129806_c4_g1_i1	467	253.927
TRINITY_DN129806_c9_g1_i1	FC1	female	3.278656255	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129806_c9_g1_i1	567	351.695
TRINITY_DN129807_c6_g4_i1	FC1	female	0.771917534	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129807_c6_g4_i1	567	351.695
TRINITY_DN129824_c0_g3_i2	FC1	female	3.851464649	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129824_c0_g3_i2	1107	890.835
TRINITY_DN129825_c1_g3_i3	FC1	female	0.013436804	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129825_c1_g3_i3	1421	1204.83
TRINITY_DN129838_c12_g1_i2	FC1	female	0.867142894	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129838_c12_g1_i2	1077	860.835
TRINITY_DN129842_c2_g17_i3	FC1	female	2.533462484	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129842_c2_g17_i3	545	329.979
TRINITY_DN129853_c0_g1_i5	FC1	female	0.940258477	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129853_c0_g1_i5	794	578.039
TRINITY_DN129855_c1_g1_i1	FC1	female	1.825325898	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129855_c1_g1_i1	1487	1270.83
TRINITY_DN129857_c3_g1_i2	FC1	female	2.009638603	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129857_c3_g1_i2	887	670.958
TRINITY_DN129879_c3_g1_i1	FC1	female	2.390127655	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129879_c3_g1_i1	500	285.813
TRINITY_DN129891_c1_g1_i2	FC1	female	1.943939099	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129891_c1_g1_i2	908	691.958
TRINITY_DN129893_c3_g2_i4	FC1	female	-0.222587823	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129893_c3_g2_i4	1840	1623.83
TRINITY_DN129911_c4_g3_i1	FC1	female	4.880364989	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129911_c4_g3_i1	778	562.039
TRINITY_DN129915_c0_g1_i8	FC1	female	5.279222993	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129915_c0_g1_i8	998	781.835
TRINITY_DN129918_c0_g2_i1	FC1	female	1.504295604	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129918_c0_g2_i1	2125	1908.83
TRINITY_DN129935_c2_g1_i5	FC1	female	2.958560959	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129935_c2_g1_i5	1119	902.835
TRINITY_DN129939_c4_g4_i3	FC1	female	2.138875192	meanmale	NA	NA	NA	NA	NA	TRINITY_DN129939_c4_g4_i3	543	328.023
