gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN135365_c5_g2_i5	NA	NA	NA	NA	TRINITY_DN135365_c5_g2_i5	630	414.303
TRINITY_DN135370_c2_g7_i1	NA	NA	NA	NA	TRINITY_DN135370_c2_g7_i1	337	135.075
TRINITY_DN135373_c0_g1_i8	NA	NA	NA	NA	TRINITY_DN135373_c0_g1_i8	1751	1534.83
TRINITY_DN135376_c5_g3_i2	tsga10	Chr02	109303013	109303013	TRINITY_DN135376_c5_g3_i2	3318	3101.83
TRINITY_DN135384_c2_g1_i2	cd276	Chr03	82918756	82918756	TRINITY_DN135384_c2_g1_i2	4074	3857.83
TRINITY_DN135387_c1_g1_i1	LOC100170590	Chr04	39759800	39759800	TRINITY_DN135387_c1_g1_i1	2397	2180.83
TRINITY_DN135387_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN135387_c2_g1_i1	429	217.587
TRINITY_DN135387_c2_g2_i2	NA	NA	NA	NA	TRINITY_DN135387_c2_g2_i2	557	341.822
TRINITY_DN135389_c6_g1_i1	hes5.2	Chr07	80993345	80993345	TRINITY_DN135389_c6_g1_i1	999	782.835
TRINITY_DN135397_c0_g2_i3	smchd1-like	Chr06	92185051	92185051	TRINITY_DN135397_c0_g2_i3	6435	6218.83
TRINITY_DN135397_c0_g3_i2	LOC100489807	Chr08	17252327	17252327	TRINITY_DN135397_c0_g3_i2	2246	2029.83
TRINITY_DN135403_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN135403_c2_g2_i1	1996	1779.83
TRINITY_DN135403_c2_g3_i1	kmt2c	Chr06	7027410	7027410	TRINITY_DN135403_c2_g3_i1	9158	8941.83
TRINITY_DN135407_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN135407_c2_g1_i2	650	434.217
TRINITY_DN135407_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN135407_c2_g2_i1	583	367.564
TRINITY_DN135409_c0_g2_i1	psmg1	Chr02	7806389	7806389	TRINITY_DN135409_c0_g2_i1	1411	1194.83
TRINITY_DN135409_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN135409_c1_g2_i1	4534	4317.83
TRINITY_DN135417_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN135417_c1_g1_i2	933	716.911
TRINITY_DN135417_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN135417_c2_g1_i1	830	613.999
TRINITY_DN135420_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN135420_c1_g1_i1	1708	1491.83
TRINITY_DN135427_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN135427_c0_g3_i2	7329	7112.83
TRINITY_DN135428_c3_g2_i1	xylb-like	Chr06	6571841	6571841	TRINITY_DN135428_c3_g2_i1	2945	2728.83
TRINITY_DN135430_c5_g7_i2	mcm6.2	Chr09	76887590	76887590	TRINITY_DN135430_c5_g7_i2	3309	3092.83
TRINITY_DN135432_c0_g2_i13	NA	NA	NA	NA	TRINITY_DN135432_c0_g2_i13	714	498.11
TRINITY_DN135432_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN135432_c0_g3_i1	656	440.188
TRINITY_DN135444_c3_g1_i3	NA	NA	NA	NA	TRINITY_DN135444_c3_g1_i3	769	553.039
TRINITY_DN135445_c5_g3_i2	h2afy2	Chr07	51180746	51180746	TRINITY_DN135445_c5_g3_i2	1650	1433.83
TRINITY_DN135445_c7_g1_i2	NA	NA	NA	NA	TRINITY_DN135445_c7_g1_i2	738	522.093
TRINITY_DN135445_c7_g2_i1	NA	NA	NA	NA	TRINITY_DN135445_c7_g2_i1	399	189.987
TRINITY_DN135445_c7_g3_i4	rbm12	Chr10	34269752	34269752	TRINITY_DN135445_c7_g3_i4	7929	7712.83
TRINITY_DN135446_c3_g1_i8	NA	NA	NA	NA	TRINITY_DN135446_c3_g1_i8	1666	1449.83
TRINITY_DN135449_c8_g3_i1	ggact	Chr02	117065127	117065127	TRINITY_DN135449_c8_g3_i1	976	759.886
TRINITY_DN135467_c1_g1_i2	slc37a4	Chr07	85134461	85134461	TRINITY_DN135467_c1_g1_i2	2588	2371.83
TRINITY_DN135468_c0_g4_i3	cttn-like.1	Chr03	80279098	80279098	TRINITY_DN135468_c0_g4_i3	2708	2491.83
TRINITY_DN135469_c0_g1_i2	Xetrov90024626m	Chr10	1321513	1321513	TRINITY_DN135469_c0_g1_i2	6561	6344.83
TRINITY_DN135476_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN135476_c0_g1_i2	4017	3800.83
TRINITY_DN135479_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN135479_c1_g1_i2	569	353.66
TRINITY_DN135479_c1_g3_i2	NA	NA	NA	NA	TRINITY_DN135479_c1_g3_i2	620	404.357
TRINITY_DN135484_c0_g1_i2	LOC101730369	Chr10	19468121	19468121	TRINITY_DN135484_c0_g1_i2	8858	8641.83
TRINITY_DN135486_c0_g3_i8	NA	NA	NA	NA	TRINITY_DN135486_c0_g3_i8	2853	2636.83
TRINITY_DN135488_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135488_c0_g1_i1	15882	15665.8
TRINITY_DN135489_c0_g4_i3	rpl13a	scaffold_3525	499	499	TRINITY_DN135489_c0_g4_i3	951	734.911
TRINITY_DN135499_c5_g2_i1	NA	NA	NA	NA	TRINITY_DN135499_c5_g2_i1	1366	1149.83
TRINITY_DN135504_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN135504_c0_g3_i1	5798	5581.83
TRINITY_DN135507_c2_g1_i2	lats1	Chr05	61844347	61844347	TRINITY_DN135507_c2_g1_i2	5001	4784.83
TRINITY_DN135509_c1_g4_i1	NA	NA	NA	NA	TRINITY_DN135509_c1_g4_i1	1639	1422.83
TRINITY_DN135513_c5_g1_i10	NA	NA	NA	NA	TRINITY_DN135513_c5_g1_i10	805	589.019
TRINITY_DN135524_c0_g2_i1	map3k12	Chr02	144034846	144034846	TRINITY_DN135524_c0_g2_i1	5989	5772.83
TRINITY_DN135530_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN135530_c3_g1_i2	422	211.102
TRINITY_DN135533_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135533_c0_g1_i1	1533	1316.83
TRINITY_DN135537_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135537_c0_g1_i1	5165	4948.83
TRINITY_DN135538_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135538_c0_g1_i1	1016	799.835
TRINITY_DN135541_c0_g1_i1	rps8	Chr04	72643878	72643878	TRINITY_DN135541_c0_g1_i1	583	367.564
TRINITY_DN135543_c0_g1_i4	polg-like	Chr03	99238248	99238248	TRINITY_DN135543_c0_g1_i4	5247	5030.83
TRINITY_DN135546_c3_g1_i6	NA	NA	NA	NA	TRINITY_DN135546_c3_g1_i6	373	166.313
TRINITY_DN135549_c1_g1_i4	NA	NA	NA	NA	TRINITY_DN135549_c1_g1_i4	1838	1621.83
TRINITY_DN135555_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN135555_c3_g1_i1	1277	1060.83
TRINITY_DN135555_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN135555_c3_g2_i2	1062	845.835
TRINITY_DN135556_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN135556_c2_g2_i1	1744	1527.83
TRINITY_DN135556_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN135556_c3_g2_i2	302	106.83
TRINITY_DN135559_c2_g1_i1	ly75	Chr09	67919858	67919858	TRINITY_DN135559_c2_g1_i1	5795	5578.83
TRINITY_DN135561_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN135561_c0_g3_i1	721	505.093
TRINITY_DN135570_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135570_c0_g1_i1	846	629.958
TRINITY_DN135575_c7_g6_i17	NA	NA	NA	NA	TRINITY_DN135575_c7_g6_i17	2217	2000.83
TRINITY_DN135577_c6_g6_i1	NA	NA	NA	NA	TRINITY_DN135577_c6_g6_i1	1170	953.835
TRINITY_DN135580_c5_g2_i3	Xetrov90000594m	Chr01	27050817	27050817	TRINITY_DN135580_c5_g2_i3	1600	1383.83
TRINITY_DN135587_c1_g2_i3	NA	NA	NA	NA	TRINITY_DN135587_c1_g2_i3	3362	3145.83
TRINITY_DN135589_c1_g1_i6	rpl10	scaffold_247	22260	22260	TRINITY_DN135589_c1_g1_i6	970	753.886
TRINITY_DN135594_c6_g2_i2	ednra	Chr01	48225092	48225092	TRINITY_DN135594_c6_g2_i2	3483	3266.83
TRINITY_DN135596_c1_g1_i1	fbln5	Chr08	66166459	66166459	TRINITY_DN135596_c1_g1_i1	1927	1710.83
TRINITY_DN135607_c6_g1_i1	NA	NA	NA	NA	TRINITY_DN135607_c6_g1_i1	620	404.357
TRINITY_DN135608_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN135608_c0_g2_i3	1289	1072.83
TRINITY_DN135612_c2_g11_i1	NA	NA	NA	NA	TRINITY_DN135612_c2_g11_i1	471	257.807
TRINITY_DN135614_c7_g3_i3	NA	NA	NA	NA	TRINITY_DN135614_c7_g3_i3	1238	1021.83
TRINITY_DN135618_c2_g1_i1	kcnj13	Chr05	123073357	123073357	TRINITY_DN135618_c2_g1_i1	3146	2929.83
TRINITY_DN135618_c2_g3_i1	NA	NA	NA	NA	TRINITY_DN135618_c2_g3_i1	1243	1026.83
TRINITY_DN135620_c6_g2_i4	NA	NA	NA	NA	TRINITY_DN135620_c6_g2_i4	2560	2343.83
TRINITY_DN135621_c9_g1_i1	NA	NA	NA	NA	TRINITY_DN135621_c9_g1_i1	738	522.093
TRINITY_DN135623_c1_g2_i3	LOC100492825	Chr06	42858455	42858455	TRINITY_DN135623_c1_g2_i3	4463	4246.83
TRINITY_DN135631_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN135631_c3_g1_i1	569	353.66
TRINITY_DN135631_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN135631_c3_g2_i1	384	176.206
TRINITY_DN135636_c4_g6_i2	NA	NA	NA	NA	TRINITY_DN135636_c4_g6_i2	683	467.158
TRINITY_DN135638_c9_g1_i1	NA	NA	NA	NA	TRINITY_DN135638_c9_g1_i1	784	568.039
TRINITY_DN135641_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN135641_c0_g2_i2	3348	3131.83
TRINITY_DN135643_c7_g8_i2	NA	NA	NA	NA	TRINITY_DN135643_c7_g8_i2	1578	1361.83
TRINITY_DN135654_c1_g2_i2	NA	NA	NA	NA	TRINITY_DN135654_c1_g2_i2	965	748.886
TRINITY_DN135660_c1_g1_i2	htra3	Chr01	20681225	20681225	TRINITY_DN135660_c1_g1_i2	4157	3940.83
TRINITY_DN135663_c7_g3_i1	NA	NA	NA	NA	TRINITY_DN135663_c7_g3_i1	806	590.019
TRINITY_DN135665_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN135665_c0_g2_i1	1165	948.835
TRINITY_DN135665_c1_g1_i1	cmtr1	scaffold_755	27664	27664	TRINITY_DN135665_c1_g1_i1	3051	2834.83
TRINITY_DN135665_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN135665_c2_g1_i1	3414	3197.83
TRINITY_DN135667_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN135667_c2_g1_i1	979	762.886
TRINITY_DN135668_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN135668_c0_g2_i1	1935	1718.83
TRINITY_DN135668_c0_g4_i4	NA	NA	NA	NA	TRINITY_DN135668_c0_g4_i4	2342	2125.83
TRINITY_DN135672_c3_g4_i3	NA	NA	NA	NA	TRINITY_DN135672_c3_g4_i3	1589	1372.83
TRINITY_DN135673_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN135673_c3_g1_i1	963	746.911
TRINITY_DN135673_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN135673_c3_g2_i1	1125	908.835
TRINITY_DN135679_c3_g3_i2	NA	NA	NA	NA	TRINITY_DN135679_c3_g3_i2	600	384.501
TRINITY_DN135682_c2_g1_i2	pick1	Chr04	118465059	118465059	TRINITY_DN135682_c2_g1_i2	2231	2014.83
TRINITY_DN135683_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135683_c0_g1_i1	1196	979.835
TRINITY_DN135683_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN135683_c0_g2_i1	962	745.911
TRINITY_DN135706_c2_g5_i3	NA	NA	NA	NA	TRINITY_DN135706_c2_g5_i3	415	204.61
TRINITY_DN135709_c2_g2_i1	robo1	Chr02	21179714	21179714	TRINITY_DN135709_c2_g2_i1	7467	7250.83
TRINITY_DN135713_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN135713_c0_g4_i1	681	465.158
TRINITY_DN135716_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN135716_c0_g1_i2	3969	3752.83
TRINITY_DN135717_c1_g2_i2	NA	NA	NA	NA	TRINITY_DN135717_c1_g2_i2	2061	1844.83
TRINITY_DN135721_c0_g1_i2	kmt2d	Chr02	133093332	133093332	TRINITY_DN135721_c0_g1_i2	15123	14906.8
TRINITY_DN135726_c2_g3_i1	NA	NA	NA	NA	TRINITY_DN135726_c2_g3_i1	1638	1421.83
TRINITY_DN135732_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN135732_c1_g1_i2	439	227.001
TRINITY_DN135739_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN135739_c0_g1_i3	564	348.741
TRINITY_DN135745_c0_g2_i2	NA	NA	NA	NA	TRINITY_DN135745_c0_g2_i2	2134	1917.83
TRINITY_DN135748_c5_g5_i1	NA	NA	NA	NA	TRINITY_DN135748_c5_g5_i1	2327	2110.83
TRINITY_DN135749_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN135749_c3_g3_i1	353	148.75
TRINITY_DN135755_c5_g1_i1	NA	NA	NA	NA	TRINITY_DN135755_c5_g1_i1	724	508.093
TRINITY_DN135760_c0_g1_i1	Xetrov90007093m	Chr03	2294627	2294627	TRINITY_DN135760_c0_g1_i1	5333	5116.83
TRINITY_DN135762_c3_g1_i1	ucma	Chr03	72290170	72290170	TRINITY_DN135762_c3_g1_i1	1587	1370.83
TRINITY_DN135777_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN135777_c0_g1_i2	1038	821.835
TRINITY_DN135782_c1_g9_i1	NA	NA	NA	NA	TRINITY_DN135782_c1_g9_i1	562	346.776
TRINITY_DN135788_c4_g2_i2	lamc1	Chr04	89864311	89864311	TRINITY_DN135788_c4_g2_i2	7070	6853.83
TRINITY_DN135790_c25_g1_i1	NA	NA	NA	NA	TRINITY_DN135790_c25_g1_i1	473	259.746
TRINITY_DN135792_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN135792_c0_g1_i3	871	654.958
TRINITY_DN135794_c5_g1_i1	NA	NA	NA	NA	TRINITY_DN135794_c5_g1_i1	1588	1371.83
TRINITY_DN135794_c5_g2_i1	csdc2	Chr04	104033084	104033084	TRINITY_DN135794_c5_g2_i1	1488	1271.83
TRINITY_DN135795_c0_g5_i1	NA	NA	NA	NA	TRINITY_DN135795_c0_g5_i1	443	230.785
TRINITY_DN135795_c0_g6_i2	NA	NA	NA	NA	TRINITY_DN135795_c0_g6_i2	497	282.851
TRINITY_DN135798_c3_g8_i1	NA	NA	NA	NA	TRINITY_DN135798_c3_g8_i1	1186	969.835
TRINITY_DN135800_c2_g1_i4	unc79	Chr08	66844871	66844871	TRINITY_DN135800_c2_g1_i4	8368	8151.83
TRINITY_DN135807_c3_g1_i4	Xetrov90028396m	scaffold_371	53644	53644	TRINITY_DN135807_c3_g1_i4	4038	3821.83
TRINITY_DN135809_c6_g1_i2	NA	NA	NA	NA	TRINITY_DN135809_c6_g1_i2	2403	2186.83
TRINITY_DN135815_c9_g1_i1	nfe2l3	Chr06	33468942	33468942	TRINITY_DN135815_c9_g1_i1	4318	4101.83
TRINITY_DN135818_c9_g1_i1	NA	NA	NA	NA	TRINITY_DN135818_c9_g1_i1	1335	1118.83
TRINITY_DN135821_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135821_c0_g1_i1	549	333.935
TRINITY_DN135823_c6_g2_i1	NA	NA	NA	NA	TRINITY_DN135823_c6_g2_i1	404	194.501
TRINITY_DN135832_c0_g1_i5	ryr3	Chr08	89908483	89908483	TRINITY_DN135832_c0_g1_i5	9107	8890.83
TRINITY_DN135833_c1_g3_i5	pcdh7	Chr01	25551505	25551505	TRINITY_DN135833_c1_g3_i5	2362	2145.83
TRINITY_DN135837_c0_g3_i6	NA	NA	NA	NA	TRINITY_DN135837_c0_g3_i6	518	303.37
TRINITY_DN135838_c9_g1_i4	LOC101735113	Chr01	27009720	27009720	TRINITY_DN135838_c9_g1_i4	2183	1966.83
TRINITY_DN135859_c1_g2_i3	LOC100216088	scaffold_687	2238	2238	TRINITY_DN135859_c1_g2_i3	3658	3441.83
TRINITY_DN135864_c0_g11_i1	NA	NA	NA	NA	TRINITY_DN135864_c0_g11_i1	1208	991.835
TRINITY_DN135864_c0_g9_i2	NA	NA	NA	NA	TRINITY_DN135864_c0_g9_i2	969	752.886
TRINITY_DN135866_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN135866_c0_g1_i3	626	410.33
TRINITY_DN135869_c0_g2_i2	enc1.2	Chr01	84244041	84244041	TRINITY_DN135869_c0_g2_i2	3678	3461.83
TRINITY_DN135869_c1_g3_i2	tp63	Chr05	99944684	99944684	TRINITY_DN135869_c1_g3_i2	5595	5378.83
TRINITY_DN135871_c1_g1_i2	rcan3	Chr02	85981890	85981890	TRINITY_DN135871_c1_g1_i2	1522	1305.83
TRINITY_DN135873_c0_g1_i3	clstn3	Chr07	58592623	58592623	TRINITY_DN135873_c0_g1_i3	8389	8172.83
TRINITY_DN135877_c0_g1_i10	parp14.1	Chr09	80165970	80165970	TRINITY_DN135877_c0_g1_i10	4268	4051.83
TRINITY_DN135877_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN135877_c0_g2_i3	906	689.958
TRINITY_DN135878_c2_g2_i2	NA	NA	NA	NA	TRINITY_DN135878_c2_g2_i2	5755	5538.83
TRINITY_DN135884_c0_g1_i3	map1a-like.2	Chr03	97260758	97260758	TRINITY_DN135884_c0_g1_i3	14132	13915.8
TRINITY_DN135886_c6_g2_i2	NA	NA	NA	NA	TRINITY_DN135886_c6_g2_i2	4242	4025.83
TRINITY_DN135892_c1_g2_i3	NA	NA	NA	NA	TRINITY_DN135892_c1_g2_i3	2765	2548.83
TRINITY_DN135893_c1_g15_i1	hnrnpr-like	Chr02	57019807	57019807	TRINITY_DN135893_c1_g15_i1	2638	2421.83
TRINITY_DN135898_c2_g1_i3	slc1a3	Chr01	183767625	183767625	TRINITY_DN135898_c2_g1_i3	4656	4439.83
TRINITY_DN135905_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN135905_c0_g1_i4	728	512.093
TRINITY_DN135911_c1_g1_i3	slc3a2	Chr04	41346851	41346851	TRINITY_DN135911_c1_g1_i3	2398	2181.83
TRINITY_DN135912_c4_g2_i1	NA	NA	NA	NA	TRINITY_DN135912_c4_g2_i1	392	183.576
TRINITY_DN135913_c2_g3_i1	NA	NA	NA	NA	TRINITY_DN135913_c2_g3_i1	3693	3476.83
TRINITY_DN135918_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN135918_c4_g1_i1	835	618.979
TRINITY_DN135928_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN135928_c0_g1_i2	2246	2029.83
TRINITY_DN135928_c0_g5_i1	NA	NA	NA	NA	TRINITY_DN135928_c0_g5_i1	1819	1602.83
TRINITY_DN135930_c1_g2_i2	NA	NA	NA	NA	TRINITY_DN135930_c1_g2_i2	8900	8683.83
TRINITY_DN135934_c1_g1_i3	crmp1	Chr01	19259195	19259195	TRINITY_DN135934_c1_g1_i3	3172	2955.83
TRINITY_DN135939_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135939_c0_g1_i1	1587	1370.83
TRINITY_DN135943_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN135943_c0_g2_i1	5704	5487.83
TRINITY_DN135951_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN135951_c1_g1_i1	472	258.773
TRINITY_DN135951_c2_g1_i1	prnp	Chr03	111112720	111112720	TRINITY_DN135951_c2_g1_i1	1583	1366.83
TRINITY_DN135952_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN135952_c0_g1_i4	10377	10160.8
TRINITY_DN135956_c0_g1_i2	man1a2	scaffold_587	42954	42954	TRINITY_DN135956_c0_g1_i2	4117	3900.83
TRINITY_DN135964_c1_g2_i1	mx2	Chr02	6693048	6693048	TRINITY_DN135964_c1_g2_i1	2392	2175.83
TRINITY_DN135964_c2_g1_i2	kank2	Chr03	128217345	128217345	TRINITY_DN135964_c2_g1_i2	5057	4840.83
TRINITY_DN135968_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN135968_c0_g1_i1	572	356.612
TRINITY_DN135968_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN135968_c2_g1_i1	6404	6187.83
TRINITY_DN135973_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN135973_c2_g1_i1	310	113.028
TRINITY_DN135976_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN135976_c1_g1_i1	314	116.285
TRINITY_DN135976_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN135976_c1_g3_i1	646	430.261
TRINITY_DN135978_c4_g3_i5	NA	NA	NA	NA	TRINITY_DN135978_c4_g3_i5	1778	1561.83
TRINITY_DN135979_c0_g3_i2	NA	NA	NA	NA	TRINITY_DN135979_c0_g3_i2	1449	1232.83
TRINITY_DN135979_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN135979_c0_g4_i1	594	378.539
TRINITY_DN135982_c2_g2_i3	LOC100487905	scaffold_1710	8970	8970	TRINITY_DN135982_c2_g2_i3	1285	1068.83
TRINITY_DN135983_c9_g5_i3	slc43a2	Chr02	39787749	39787749	TRINITY_DN135983_c9_g5_i3	3095	2878.83
TRINITY_DN135984_c2_g2_i2	NA	NA	NA	NA	TRINITY_DN135984_c2_g2_i2	500	285.813
TRINITY_DN135988_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN135988_c4_g1_i1	447	234.605
TRINITY_DN135994_c1_g1_i5	NA	NA	NA	NA	TRINITY_DN135994_c1_g1_i5	4436	4219.83
TRINITY_DN135997_c1_g1_i2	Xetrov90001989m	Chr01	101155459	101155459	TRINITY_DN135997_c1_g1_i2	3524	3307.83
TRINITY_DN136003_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN136003_c1_g1_i1	4573	4356.83
TRINITY_DN136005_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN136005_c1_g1_i1	9610	9393.83
TRINITY_DN136007_c1_g1_i3	NA	NA	NA	NA	TRINITY_DN136007_c1_g1_i3	2089	1872.83
TRINITY_DN136014_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN136014_c1_g1_i1	4596	4379.83
TRINITY_DN136024_c4_g1_i2	pdgfa	Chr09	22013213	22013213	TRINITY_DN136024_c4_g1_i2	1275	1058.83
TRINITY_DN136030_c2_g3_i1	NA	NA	NA	NA	TRINITY_DN136030_c2_g3_i1	760	544.075
TRINITY_DN136037_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN136037_c0_g2_i3	2567	2350.83
TRINITY_DN136039_c0_g4_i3	cntrl	scaffold_124	395523	395523	TRINITY_DN136039_c0_g4_i3	7515	7298.83
TRINITY_DN136048_c3_g1_i1	rpn1	Chr04	125087462	125087462	TRINITY_DN136048_c3_g1_i1	2836	2619.83
TRINITY_DN136052_c1_g1_i3	cmtm6	Chr06	74018165	74018165	TRINITY_DN136052_c1_g1_i3	1830	1613.83
TRINITY_DN136055_c0_g1_i2	piwil3	scaffold_414	158880	158880	TRINITY_DN136055_c0_g1_i2	3816	3599.83
TRINITY_DN136055_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN136055_c0_g2_i1	346	142.8
TRINITY_DN136056_c8_g2_i1	NA	NA	NA	NA	TRINITY_DN136056_c8_g2_i1	2934	2717.83
TRINITY_DN136056_c8_g3_i1	NA	NA	NA	NA	TRINITY_DN136056_c8_g3_i1	1112	895.835
TRINITY_DN136065_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN136065_c3_g2_i2	635	419.289
TRINITY_DN136070_c7_g1_i1	NA	NA	NA	NA	TRINITY_DN136070_c7_g1_i1	673	457.173
TRINITY_DN136070_c9_g1_i1	NA	NA	NA	NA	TRINITY_DN136070_c9_g1_i1	3040	2823.83
TRINITY_DN136071_c1_g1_i5	NA	NA	NA	NA	TRINITY_DN136071_c1_g1_i5	1895	1678.83
TRINITY_DN136080_c10_g6_i1	nme3	Chr09	15590536	15590536	TRINITY_DN136080_c10_g6_i1	1402	1185.83
TRINITY_DN136085_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN136085_c1_g2_i1	1171	954.835
TRINITY_DN136085_c2_g2_i3	NA	NA	NA	NA	TRINITY_DN136085_c2_g2_i3	774	558.039
TRINITY_DN136085_c2_g4_i2	NA	NA	NA	NA	TRINITY_DN136085_c2_g4_i2	351	147.047
TRINITY_DN136086_c0_g3_i2	ltbp4	Chr08	56581446	56581446	TRINITY_DN136086_c0_g3_i2	5752	5535.83
TRINITY_DN136087_c3_g4_i2	slk-like	Chr07	19692774	19692774	TRINITY_DN136087_c3_g4_i2	4855	4638.83
TRINITY_DN136094_c1_g5_i1	NA	NA	NA	NA	TRINITY_DN136094_c1_g5_i1	644	428.261
TRINITY_DN136096_c0_g1_i1	itfg1	Chr04	25358192	25358192	TRINITY_DN136096_c0_g1_i1	2478	2261.83
TRINITY_DN136096_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN136096_c1_g2_i1	2257	2040.83
TRINITY_DN136097_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN136097_c2_g1_i2	393	184.5
TRINITY_DN136100_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN136100_c2_g1_i1	1252	1035.83
TRINITY_DN136102_c1_g2_i1	LOC101730705	Chr05	4234308	4234308	TRINITY_DN136102_c1_g2_i1	4041	3824.83
TRINITY_DN136107_c0_g1_i2	trrap-like	Chr09	20505049	20505049	TRINITY_DN136107_c0_g1_i2	8399	8182.83
TRINITY_DN136109_c1_g16_i1	NA	NA	NA	NA	TRINITY_DN136109_c1_g16_i1	1554	1337.83
TRINITY_DN136112_c0_g1_i2	notch2	Chr03	122318854	122318854	TRINITY_DN136112_c0_g1_i2	10126	9909.83
TRINITY_DN136122_c7_g6_i1	tgfb1	Chr08	58110641	58110641	TRINITY_DN136122_c7_g6_i1	3290	3073.83
TRINITY_DN136124_c0_g1_i1	LOC100497123	scaffold_2987	1525	1525	TRINITY_DN136124_c0_g1_i1	1404	1187.83
TRINITY_DN136124_c10_g1_i1	NA	NA	NA	NA	TRINITY_DN136124_c10_g1_i1	707	491.11
TRINITY_DN136124_c9_g1_i1	Xetrov90004180m	Chr02	21539120	21539120	TRINITY_DN136124_c9_g1_i1	6352	6135.83
TRINITY_DN136125_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN136125_c3_g2_i2	2335	2118.83
TRINITY_DN136126_c0_g1_i1	Xetrov90008234m	Chr03	65070466	65070466	TRINITY_DN136126_c0_g1_i1	4436	4219.83
TRINITY_DN136127_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN136127_c0_g1_i1	703	487.126
TRINITY_DN136127_c0_g2_i8	Xetrov90026203m	scaffold_133	43619	43619	TRINITY_DN136127_c0_g2_i8	3389	3172.83
TRINITY_DN136132_c9_g1_i1	NA	NA	NA	NA	TRINITY_DN136132_c9_g1_i1	480	266.482
