gid	gname	chr	start	end	target_id	length	eff_length
TRINITY_DN133981_c0_g1_i18	NA	NA	NA	NA	TRINITY_DN133981_c0_g1_i18	1009	792.835
TRINITY_DN133989_c3_g1_i4	NA	NA	NA	NA	TRINITY_DN133989_c3_g1_i4	537	322.099
TRINITY_DN133996_c3_g8_i2	sytl4	Chr08	43451652	43451652	TRINITY_DN133996_c3_g8_i2	2772	2555.83
TRINITY_DN134014_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN134014_c0_g1_i2	2161	1944.83
TRINITY_DN134021_c2_g1_i2	folr1	scaffold_1043	10484	10484	TRINITY_DN134021_c2_g1_i2	1213	996.835
TRINITY_DN134022_c4_g3_i1	sgms1	Chr07	4932013	4932013	TRINITY_DN134022_c4_g3_i1	2206	1989.83
TRINITY_DN134024_c1_g2_i1	ttpal	Chr10	30136228	30136228	TRINITY_DN134024_c1_g2_i1	1717	1500.83
TRINITY_DN134029_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN134029_c0_g1_i3	2241	2024.83
TRINITY_DN134031_c5_g1_i1	cbl	Chr07	85895581	85895581	TRINITY_DN134031_c5_g1_i1	3554	3337.83
TRINITY_DN134033_c6_g7_i1	hras	Chr04	39449964	39449964	TRINITY_DN134033_c6_g7_i1	774	558.039
TRINITY_DN134034_c2_g1_i2	arfgap2	Chr04	260796	260796	TRINITY_DN134034_c2_g1_i2	2556	2339.83
TRINITY_DN134037_c0_g1_i3	letm2	Chr03	120751874	120751874	TRINITY_DN134037_c0_g1_i3	2670	2453.83
TRINITY_DN134048_c2_g8_i1	NA	NA	NA	NA	TRINITY_DN134048_c2_g8_i1	2349	2132.83
TRINITY_DN134054_c8_g8_i3	igfbp4	scaffold_39	860068	860068	TRINITY_DN134054_c8_g8_i3	2124	1907.83
TRINITY_DN134055_c0_g1_i1	acot12	Chr01	167928424	167928424	TRINITY_DN134055_c0_g1_i1	3530	3313.83
TRINITY_DN134056_c1_g1_i2	gyg1	Chr05	118797205	118797205	TRINITY_DN134056_c1_g1_i2	2037	1820.83
TRINITY_DN134066_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN134066_c0_g2_i3	581	365.564
TRINITY_DN134066_c0_g3_i3	gnao1	Chr04	54374753	54374753	TRINITY_DN134066_c0_g3_i3	1099	882.835
TRINITY_DN134067_c2_g1_i1	rnmtl1	Chr02	92666816	92666816	TRINITY_DN134067_c2_g1_i1	1491	1274.83
TRINITY_DN134073_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN134073_c0_g1_i2	3093	2876.83
TRINITY_DN134080_c3_g1_i1	acpp	Chr06	71724216	71724216	TRINITY_DN134080_c3_g1_i1	2036	1819.83
TRINITY_DN134085_c3_g3_i5	NA	NA	NA	NA	TRINITY_DN134085_c3_g3_i5	1227	1010.83
TRINITY_DN134088_c2_g3_i2	NA	NA	NA	NA	TRINITY_DN134088_c2_g3_i2	2560	2343.83
TRINITY_DN134088_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN134088_c4_g1_i2	301	106.076
TRINITY_DN134095_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN134095_c1_g3_i1	2311	2094.83
TRINITY_DN134095_c1_g4_i1	rela	Chr04	37143754	37143754	TRINITY_DN134095_c1_g4_i1	2314	2097.83
TRINITY_DN134096_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN134096_c0_g1_i2	3950	3733.83
TRINITY_DN134104_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134104_c0_g1_i1	3719	3502.83
TRINITY_DN134109_c1_g2_i2	kif26a-like	Chr08	78064469	78064469	TRINITY_DN134109_c1_g2_i2	6985	6768.83
TRINITY_DN134122_c5_g6_i1	NA	NA	NA	NA	TRINITY_DN134122_c5_g6_i1	1487	1270.83
TRINITY_DN134123_c0_g1_i3	NA	NA	NA	NA	TRINITY_DN134123_c0_g1_i3	1452	1235.83
TRINITY_DN134123_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN134123_c0_g2_i1	965	748.886
TRINITY_DN134123_c0_g5_i2	NA	NA	NA	NA	TRINITY_DN134123_c0_g5_i2	810	594.019
TRINITY_DN134128_c0_g1_i4	gramd4	Chr03	64876625	64876625	TRINITY_DN134128_c0_g1_i4	3697	3480.83
TRINITY_DN134129_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN134129_c0_g3_i1	978	761.886
TRINITY_DN134131_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134131_c1_g1_i1	1350	1133.83
TRINITY_DN134131_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN134131_c2_g2_i1	4775	4558.83
TRINITY_DN134139_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN134139_c3_g1_i1	2006	1789.83
TRINITY_DN134144_c0_g1_i1	LOC101735153	Chr08	29517071	29517071	TRINITY_DN134144_c0_g1_i1	4025	3808.83
TRINITY_DN134147_c2_g6_i1	fam3a	Chr08	8052968	8052968	TRINITY_DN134147_c2_g6_i1	2057	1840.83
TRINITY_DN134149_c1_g8_i3	alkbh6	Chr08	59362640	59362640	TRINITY_DN134149_c1_g8_i3	1543	1326.83
TRINITY_DN134157_c2_g1_i1	nufip1	Chr02	130497027	130497027	TRINITY_DN134157_c2_g1_i1	1709	1492.83
TRINITY_DN134161_c5_g2_i3	klhl25	Chr03	101602293	101602293	TRINITY_DN134161_c5_g2_i3	2243	2026.83
TRINITY_DN134164_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134164_c0_g1_i1	500	285.813
TRINITY_DN134164_c0_g15_i1	NA	NA	NA	NA	TRINITY_DN134164_c0_g15_i1	890	673.958
TRINITY_DN134164_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN134164_c0_g2_i1	882	665.958
TRINITY_DN134164_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN134164_c0_g3_i1	2118	1901.83
TRINITY_DN134164_c0_g7_i1	NA	NA	NA	NA	TRINITY_DN134164_c0_g7_i1	791	575.039
TRINITY_DN134165_c3_g2_i1	plbd2	Chr01	133777750	133777750	TRINITY_DN134165_c3_g2_i1	2503	2286.83
TRINITY_DN134169_c15_g2_i4	zdhhc7	Chr04	64394302	64394302	TRINITY_DN134169_c15_g2_i4	2100	1883.83
TRINITY_DN134174_c0_g2_i3	NA	NA	NA	NA	TRINITY_DN134174_c0_g2_i3	1593	1376.83
TRINITY_DN134178_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN134178_c3_g1_i1	927	710.911
TRINITY_DN134182_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134182_c0_g1_i1	2831	2614.83
TRINITY_DN134184_c4_g8_i2	NA	NA	NA	NA	TRINITY_DN134184_c4_g8_i2	1207	990.835
TRINITY_DN134195_c0_g2_i1	cby1	Chr04	110098755	110098755	TRINITY_DN134195_c0_g2_i1	961	744.911
TRINITY_DN134202_c2_g5_i1	NA	NA	NA	NA	TRINITY_DN134202_c2_g5_i1	1215	998.835
TRINITY_DN134208_c6_g1_i3	Xetrov90027133m	scaffold_21	1518935	1518935	TRINITY_DN134208_c6_g1_i3	11215	10998.8
TRINITY_DN134217_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN134217_c4_g1_i1	771	555.039
TRINITY_DN134219_c0_g1_i3	slc9a1	Chr02	52092684	52092684	TRINITY_DN134219_c0_g1_i3	3918	3701.83
TRINITY_DN134224_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN134224_c4_g1_i1	1856	1639.83
TRINITY_DN134224_c4_g2_i1	NA	NA	NA	NA	TRINITY_DN134224_c4_g2_i1	1228	1011.83
TRINITY_DN134224_c4_g3_i1	NA	NA	NA	NA	TRINITY_DN134224_c4_g3_i1	866	649.958
TRINITY_DN134225_c0_g3_i3	Xetrov90029739m	scaffold_6020	588	588	TRINITY_DN134225_c0_g3_i3	1346	1129.83
TRINITY_DN134234_c4_g2_i1	igf2bp3	Chr06	34734211	34734211	TRINITY_DN134234_c4_g2_i1	2518	2301.83
TRINITY_DN134238_c0_g2_i1	plxnc1-like.2	Chr03	46999602	46999602	TRINITY_DN134238_c0_g2_i1	6173	5956.83
TRINITY_DN134279_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN134279_c1_g2_i1	4131	3914.83
TRINITY_DN134291_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN134291_c0_g2_i1	719	503.11
TRINITY_DN134292_c9_g4_i1	NA	NA	NA	NA	TRINITY_DN134292_c9_g4_i1	1161	944.835
TRINITY_DN134295_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134295_c1_g1_i1	1427	1210.83
TRINITY_DN134297_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134297_c1_g1_i1	412	201.88
TRINITY_DN134306_c7_g2_i3	rhoc	Chr02	74137995	74137995	TRINITY_DN134306_c7_g2_i3	3337	3120.83
TRINITY_DN134310_c5_g3_i1	NA	NA	NA	NA	TRINITY_DN134310_c5_g3_i1	778	562.039
TRINITY_DN134312_c3_g2_i3	lsm11	Chr03	6603556	6603556	TRINITY_DN134312_c3_g2_i3	1673	1456.83
TRINITY_DN134313_c8_g1_i1	NA	NA	NA	NA	TRINITY_DN134313_c8_g1_i1	1444	1227.83
TRINITY_DN134326_c1_g1_i2	NA	NA	NA	NA	TRINITY_DN134326_c1_g1_i2	387	178.961
TRINITY_DN134326_c4_g3_i3	NA	NA	NA	NA	TRINITY_DN134326_c4_g3_i3	2034	1817.83
TRINITY_DN134337_c5_g2_i8	NA	NA	NA	NA	TRINITY_DN134337_c5_g2_i8	6457	6240.83
TRINITY_DN134340_c0_g2_i1	mrps22	Chr05	124920712	124920712	TRINITY_DN134340_c0_g2_i1	1958	1741.83
TRINITY_DN134343_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN134343_c3_g1_i2	5283	5066.83
TRINITY_DN134345_c1_g1_i4	NA	NA	NA	NA	TRINITY_DN134345_c1_g1_i4	843	626.958
TRINITY_DN134346_c1_g2_i3	NA	NA	NA	NA	TRINITY_DN134346_c1_g2_i3	2797	2580.83
TRINITY_DN134349_c4_g2_i3	NA	NA	NA	NA	TRINITY_DN134349_c4_g2_i3	778	562.039
TRINITY_DN134354_c1_g1_i2	cav3.1	Chr04	120894093	120894093	TRINITY_DN134354_c1_g1_i2	2346	2129.83
TRINITY_DN134360_c3_g1_i1	fam195a	Chr09	15799820	15799820	TRINITY_DN134360_c3_g1_i1	1134	917.835
TRINITY_DN134366_c1_g2_i1	galnt12	Chr06	38239674	38239674	TRINITY_DN134366_c1_g2_i1	3991	3774.83
TRINITY_DN134366_c2_g2_i4	NA	NA	NA	NA	TRINITY_DN134366_c2_g2_i4	3646	3429.83
TRINITY_DN134374_c0_g2_i5	slc30a9	Chr01	27983571	27983571	TRINITY_DN134374_c0_g2_i5	3438	3221.83
TRINITY_DN134381_c5_g1_i2	NA	NA	NA	NA	TRINITY_DN134381_c5_g1_i2	1968	1751.83
TRINITY_DN134384_c2_g1_i1	fam89a-like	Chr05	55443219	55443219	TRINITY_DN134384_c2_g1_i1	2047	1830.83
TRINITY_DN134385_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN134385_c2_g2_i1	1432	1215.83
TRINITY_DN134392_c8_g1_i1	pla2g4f	Chr08	93744105	93744105	TRINITY_DN134392_c8_g1_i1	3225	3008.83
TRINITY_DN134393_c11_g1_i1	NA	NA	NA	NA	TRINITY_DN134393_c11_g1_i1	707	491.11
TRINITY_DN134393_c11_g2_i1	NA	NA	NA	NA	TRINITY_DN134393_c11_g2_i1	1461	1244.83
TRINITY_DN134393_c11_g3_i1	NA	NA	NA	NA	TRINITY_DN134393_c11_g3_i1	2458	2241.83
TRINITY_DN134394_c0_g1_i2	nsun6	Chr06	19826775	19826775	TRINITY_DN134394_c0_g1_i2	1897	1680.83
TRINITY_DN134395_c0_g1_i5	fut2	Chr07	103368118	103368118	TRINITY_DN134395_c0_g1_i5	1986	1769.83
TRINITY_DN134399_c3_g1_i4	NA	NA	NA	NA	TRINITY_DN134399_c3_g1_i4	1267	1050.83
TRINITY_DN134403_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN134403_c2_g1_i1	677	461.158
TRINITY_DN134403_c2_g3_i1	NA	NA	NA	NA	TRINITY_DN134403_c2_g3_i1	938	721.911
TRINITY_DN134419_c0_g3_i4	irf2	Chr01	35632416	35632416	TRINITY_DN134419_c0_g3_i4	3730	3513.83
TRINITY_DN134424_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN134424_c1_g2_i1	896	679.958
TRINITY_DN134425_c0_g2_i3	Xetrov90005644m	Chr02	95068274	95068274	TRINITY_DN134425_c0_g2_i3	6085	5868.83
TRINITY_DN134428_c0_g2_i1	hrg	Chr05	98065528	98065528	TRINITY_DN134428_c0_g2_i1	1568	1351.83
TRINITY_DN134429_c5_g1_i1	cnp-like	Chr10	2240187	2240187	TRINITY_DN134429_c5_g1_i1	2957	2740.83
TRINITY_DN134431_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN134431_c0_g3_i1	927	710.911
TRINITY_DN134432_c1_g1_i2	LOC100485539-like	Chr02	153676237	153676237	TRINITY_DN134432_c1_g1_i2	5074	4857.83
TRINITY_DN134439_c1_g1_i5	NA	NA	NA	NA	TRINITY_DN134439_c1_g1_i5	537	322.099
TRINITY_DN134440_c2_g1_i1	raver2	Chr04	78996780	78996780	TRINITY_DN134440_c2_g1_i1	2451	2234.83
TRINITY_DN134442_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN134442_c2_g1_i1	506	291.668
TRINITY_DN134442_c2_g3_i3	Mar-03	Chr01	159613457	159613457	TRINITY_DN134442_c2_g3_i3	2207	1990.83
TRINITY_DN134462_c0_g2_i2	hs2st1	Chr04	96449348	96449348	TRINITY_DN134462_c0_g2_i2	3456	3239.83
TRINITY_DN134466_c2_g1_i1	Xetrov90004061m	Chr02	10200798	10200798	TRINITY_DN134466_c2_g1_i1	3418	3201.83
TRINITY_DN134466_c4_g3_i1	NA	NA	NA	NA	TRINITY_DN134466_c4_g3_i1	758	542.075
TRINITY_DN134468_c2_g2_i4	slc13a5	Chr02	44609829	44609829	TRINITY_DN134468_c2_g2_i4	4642	4425.83
TRINITY_DN134469_c0_g2_i11	LOC100487982-like	Chr09	16630152	16630152	TRINITY_DN134469_c0_g2_i11	2040	1823.83
TRINITY_DN134474_c4_g1_i1	NA	NA	NA	NA	TRINITY_DN134474_c4_g1_i1	1111	894.835
TRINITY_DN134481_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN134481_c0_g2_i1	432	220.416
TRINITY_DN134489_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN134489_c2_g1_i1	1006	789.835
TRINITY_DN134489_c6_g2_i2	NA	NA	NA	NA	TRINITY_DN134489_c6_g2_i2	1948	1731.83
TRINITY_DN134490_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN134490_c0_g2_i1	729	513.093
TRINITY_DN134491_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN134491_c3_g1_i1	673	457.173
TRINITY_DN134491_c4_g1_i2	NA	NA	NA	NA	TRINITY_DN134491_c4_g1_i2	2597	2380.83
TRINITY_DN134492_c1_g7_i3	klb	Chr01	26974623	26974623	TRINITY_DN134492_c1_g7_i3	4663	4446.83
TRINITY_DN134492_c1_g8_i1	NA	NA	NA	NA	TRINITY_DN134492_c1_g8_i1	669	453.188
TRINITY_DN134494_c3_g1_i1	NA	NA	NA	NA	TRINITY_DN134494_c3_g1_i1	1156	939.835
TRINITY_DN134498_c1_g2_i3	NA	NA	NA	NA	TRINITY_DN134498_c1_g2_i3	843	626.958
TRINITY_DN134498_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN134498_c1_g3_i1	385	177.133
TRINITY_DN134508_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN134508_c1_g2_i1	1505	1288.83
TRINITY_DN134513_c2_g1_i2	NA	NA	NA	NA	TRINITY_DN134513_c2_g1_i2	1037	820.835
TRINITY_DN134513_c3_g1_i2	znf622	Chr06	59095871	59095871	TRINITY_DN134513_c3_g1_i2	1982	1765.83
TRINITY_DN134515_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134515_c0_g1_i1	933	716.911
TRINITY_DN134516_c0_g13_i1	mlycd	Chr04	65232754	65232754	TRINITY_DN134516_c0_g13_i1	1983	1766.83
TRINITY_DN134521_c1_g11_i1	serpinf2	Chr02	28540763	28540763	TRINITY_DN134521_c1_g11_i1	2346	2129.83
TRINITY_DN134521_c1_g13_i1	NA	NA	NA	NA	TRINITY_DN134521_c1_g13_i1	463	250.02
TRINITY_DN134522_c2_g3_i1	Xetrov90021338m	Chr08	73646470	73646470	TRINITY_DN134522_c2_g3_i1	1447	1230.83
TRINITY_DN134524_c2_g2_i1	qdpr	Chr01	16477747	16477747	TRINITY_DN134524_c2_g2_i1	1192	975.835
TRINITY_DN134534_c6_g3_i2	NA	NA	NA	NA	TRINITY_DN134534_c6_g3_i2	2046	1829.83
TRINITY_DN134535_c4_g1_i4	ankrd27-like	Chr04	21314192	21314192	TRINITY_DN134535_c4_g1_i4	3030	2813.83
TRINITY_DN134546_c3_g7_i2	pja2-like	Chr01	135727530	135727530	TRINITY_DN134546_c3_g7_i2	2969	2752.83
TRINITY_DN134566_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN134566_c2_g1_i1	2980	2763.83
TRINITY_DN134567_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134567_c1_g1_i1	1537	1320.83
TRINITY_DN134568_c1_g1_i1	tgfbrap1-like	Chr02	108131346	108131346	TRINITY_DN134568_c1_g1_i1	4728	4511.83
TRINITY_DN134572_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN134572_c0_g3_i1	417	206.485
TRINITY_DN134577_c1_g1_i2	bcr	Chr01	143946646	143946646	TRINITY_DN134577_c1_g1_i2	4572	4355.83
TRINITY_DN134579_c9_g3_i1	NA	NA	NA	NA	TRINITY_DN134579_c9_g3_i1	653	437.203
TRINITY_DN134581_c1_g1_i1	poc1b	Chr03	45574243	45574243	TRINITY_DN134581_c1_g1_i1	2226	2009.83
TRINITY_DN134584_c7_g2_i1	lsg1-like	Chr05	97341233	97341233	TRINITY_DN134584_c7_g2_i1	2527	2310.83
TRINITY_DN134591_c2_g1_i2	ccdc68	Chr01	189998238	189998238	TRINITY_DN134591_c2_g1_i2	2454	2237.83
TRINITY_DN134608_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN134608_c3_g3_i1	451	238.438
TRINITY_DN134612_c1_g1_i1	grhl1	Chr05	134174421	134174421	TRINITY_DN134612_c1_g1_i1	1396	1179.83
TRINITY_DN134612_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN134612_c1_g3_i1	1432	1215.83
TRINITY_DN134615_c0_g1_i2	NA	NA	NA	NA	TRINITY_DN134615_c0_g1_i2	2431	2214.83
TRINITY_DN134636_c1_g1_i2	rsbn1	Chr02	75807959	75807959	TRINITY_DN134636_c1_g1_i2	4889	4672.83
TRINITY_DN134638_c5_g4_i1	NA	NA	NA	NA	TRINITY_DN134638_c5_g4_i1	698	482.126
TRINITY_DN134642_c6_g4_i1	prpf31	Chr07	95715715	95715715	TRINITY_DN134642_c6_g4_i1	2168	1951.83
TRINITY_DN134645_c1_g2_i1	ttyh2	Chr10	24986131	24986131	TRINITY_DN134645_c1_g2_i1	2297	2080.83
TRINITY_DN134649_c2_g2_i1	krr1	Chr03	51659592	51659592	TRINITY_DN134649_c2_g2_i1	3179	2962.83
TRINITY_DN134652_c1_g8_i3	NA	NA	NA	NA	TRINITY_DN134652_c1_g8_i3	518	303.37
TRINITY_DN134660_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN134660_c1_g2_i1	3534	3317.83
TRINITY_DN134662_c0_g1_i6	NA	NA	NA	NA	TRINITY_DN134662_c0_g1_i6	861	644.958
TRINITY_DN134675_c5_g5_i2	akr7a2	scaffold_217	248448	248448	TRINITY_DN134675_c5_g5_i2	1524	1307.83
TRINITY_DN134686_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN134686_c2_g1_i1	775	559.039
TRINITY_DN134688_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134688_c1_g1_i1	1535	1318.83
TRINITY_DN134688_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN134688_c3_g3_i1	628	412.316
TRINITY_DN134690_c6_g1_i4	marveld2	Chr01	167456191	167456191	TRINITY_DN134690_c6_g1_i4	2296	2079.83
TRINITY_DN134710_c3_g2_i1	NA	NA	NA	NA	TRINITY_DN134710_c3_g2_i1	792	576.039
TRINITY_DN134714_c5_g1_i2	NA	NA	NA	NA	TRINITY_DN134714_c5_g1_i2	343	140.237
TRINITY_DN134718_c1_g5_i5	NA	NA	NA	NA	TRINITY_DN134718_c1_g5_i5	2028	1811.83
TRINITY_DN134742_c0_g5_i2	eri2	Chr09	18484022	18484022	TRINITY_DN134742_c0_g5_i2	2784	2567.83
TRINITY_DN134750_c7_g1_i1	stx5	Chr04	41279955	41279955	TRINITY_DN134750_c7_g1_i1	2889	2672.83
TRINITY_DN134750_c8_g6_i3	NA	NA	NA	NA	TRINITY_DN134750_c8_g6_i3	654	438.203
TRINITY_DN134752_c6_g1_i2	rfxap	Chr02	148872831	148872831	TRINITY_DN134752_c6_g1_i2	1235	1018.83
TRINITY_DN134769_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134769_c1_g1_i1	767	551.057
TRINITY_DN134769_c2_g1_i4	NA	NA	NA	NA	TRINITY_DN134769_c2_g1_i4	1185	968.835
TRINITY_DN134769_c2_g2_i3	NA	NA	NA	NA	TRINITY_DN134769_c2_g2_i3	1666	1449.83
TRINITY_DN134771_c1_g1_i1	NA	NA	NA	NA	TRINITY_DN134771_c1_g1_i1	1421	1204.83
TRINITY_DN134771_c1_g2_i1	NA	NA	NA	NA	TRINITY_DN134771_c1_g2_i1	3606	3389.83
TRINITY_DN134777_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134777_c0_g1_i1	1380	1163.83
TRINITY_DN134777_c0_g2_i1	NA	NA	NA	NA	TRINITY_DN134777_c0_g2_i1	806	590.019
TRINITY_DN134779_c7_g2_i1	NA	NA	NA	NA	TRINITY_DN134779_c7_g2_i1	2200	1983.83
TRINITY_DN134780_c2_g1_i3	ndc80	scaffold_327	40639	40639	TRINITY_DN134780_c2_g1_i3	2746	2529.83
TRINITY_DN134788_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134788_c0_g1_i1	1340	1123.83
TRINITY_DN134793_c1_g3_i3	LOC100495907-like	Chr08	23070446	23070446	TRINITY_DN134793_c1_g3_i3	1398	1181.83
TRINITY_DN134800_c12_g5_i1	NA	NA	NA	NA	TRINITY_DN134800_c12_g5_i1	723	507.093
TRINITY_DN134800_c12_g7_i1	NA	NA	NA	NA	TRINITY_DN134800_c12_g7_i1	1051	834.835
TRINITY_DN134809_c0_g1_i1	ubr3	Chr09	63173517	63173517	TRINITY_DN134809_c0_g1_i1	6919	6702.83
TRINITY_DN134822_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134822_c0_g1_i1	8011	7794.83
TRINITY_DN134826_c3_g1_i2	NA	NA	NA	NA	TRINITY_DN134826_c3_g1_i2	517	302.38
TRINITY_DN134827_c1_g3_i1	NA	NA	NA	NA	TRINITY_DN134827_c1_g3_i1	565	349.718
TRINITY_DN134829_c5_g1_i1	camk1	Chr04	127940213	127940213	TRINITY_DN134829_c5_g1_i1	2791	2574.83
TRINITY_DN134832_c5_g1_i1	abcd3	Chr04	93334501	93334501	TRINITY_DN134832_c5_g1_i1	3509	3292.83
TRINITY_DN134836_c4_g6_i1	NA	NA	NA	NA	TRINITY_DN134836_c4_g6_i1	2522	2305.83
TRINITY_DN134842_c5_g11_i2	NA	NA	NA	NA	TRINITY_DN134842_c5_g11_i2	654	438.203
TRINITY_DN134844_c0_g1_i1	smyd3	Chr05	41080478	41080478	TRINITY_DN134844_c0_g1_i1	1707	1490.83
TRINITY_DN134846_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN134846_c0_g3_i1	372	165.439
TRINITY_DN134846_c0_g4_i1	tmtc2	Chr03	43733309	43733309	TRINITY_DN134846_c0_g4_i1	3359	3142.83
TRINITY_DN134848_c3_g2_i2	NA	NA	NA	NA	TRINITY_DN134848_c3_g2_i2	889	672.958
TRINITY_DN134848_c3_g3_i1	NA	NA	NA	NA	TRINITY_DN134848_c3_g3_i1	411	200.976
TRINITY_DN134848_c4_g4_i8	NA	NA	NA	NA	TRINITY_DN134848_c4_g4_i8	1491	1274.83
TRINITY_DN134855_c0_g2_i1	cyth1-like	Chr07	106697307	106697307	TRINITY_DN134855_c0_g2_i1	4257	4040.83
TRINITY_DN134860_c0_g1_i4	NA	NA	NA	NA	TRINITY_DN134860_c0_g1_i4	1857	1640.83
TRINITY_DN134864_c1_g1_i1	manba-like	Chr01	64203660	64203660	TRINITY_DN134864_c1_g1_i1	2900	2683.83
TRINITY_DN134870_c6_g2_i2	nanp	Chr05	39085891	39085891	TRINITY_DN134870_c6_g2_i2	1043	826.835
TRINITY_DN134877_c2_g1_i1	NA	NA	NA	NA	TRINITY_DN134877_c2_g1_i1	3287	3070.83
TRINITY_DN134881_c0_g1_i1	NA	NA	NA	NA	TRINITY_DN134881_c0_g1_i1	473	259.746
TRINITY_DN134881_c1_g2_i1	lrrc3b	Chr06	76235676	76235676	TRINITY_DN134881_c1_g2_i1	1535	1318.83
TRINITY_DN134887_c5_g7_i2	NA	NA	NA	NA	TRINITY_DN134887_c5_g7_i2	996	779.835
TRINITY_DN134913_c0_g10_i3	NA	NA	NA	NA	TRINITY_DN134913_c0_g10_i3	369	162.775
TRINITY_DN134913_c0_g3_i1	NA	NA	NA	NA	TRINITY_DN134913_c0_g3_i1	327	126.787
TRINITY_DN134918_c2_g1_i1	mgat5	Chr09	79237234	79237234	TRINITY_DN134918_c2_g1_i1	2755	2538.83
TRINITY_DN134918_c2_g2_i1	NA	NA	NA	NA	TRINITY_DN134918_c2_g2_i1	1288	1071.83
TRINITY_DN134925_c0_g2_i5	NA	NA	NA	NA	TRINITY_DN134925_c0_g2_i5	2801	2584.83
TRINITY_DN134932_c0_g1_i3	gbf1-like	Chr07	52981269	52981269	TRINITY_DN134932_c0_g1_i3	7444	7227.83
TRINITY_DN134933_c1_g1_i2	ccdc146	Chr03	68541057	68541057	TRINITY_DN134933_c1_g1_i2	5616	5399.83
TRINITY_DN134935_c0_g2_i1	LOC100488102	Chr06	61856805	61856805	TRINITY_DN134935_c0_g2_i1	11355	11138.8
TRINITY_DN134939_c7_g2_i1	NA	NA	NA	NA	TRINITY_DN134939_c7_g2_i1	1056	839.835
TRINITY_DN134940_c0_g4_i10	map7d2	Chr02	39317646	39317646	TRINITY_DN134940_c0_g4_i10	3394	3177.83
TRINITY_DN134941_c5_g5_i1	polr3e-like	Chr09	19250589	19250589	TRINITY_DN134941_c5_g5_i1	3573	3356.83
TRINITY_DN134942_c7_g1_i1	NA	NA	NA	NA	TRINITY_DN134942_c7_g1_i1	366	160.079
TRINITY_DN134944_c4_g2_i1	NA	NA	NA	NA	TRINITY_DN134944_c4_g2_i1	551	335.89
TRINITY_DN134944_c4_g3_i1	NA	NA	NA	NA	TRINITY_DN134944_c4_g3_i1	1426	1209.83
TRINITY_DN134946_c4_g2_i1	otub1	Chr04	40799202	40799202	TRINITY_DN134946_c4_g2_i1	2189	1972.83
TRINITY_DN134964_c0_g4_i1	NA	NA	NA	NA	TRINITY_DN134964_c0_g4_i1	425	213.886
TRINITY_DN134976_c6_g9_i1	srp68-like	Chr10	36383697	36383697	TRINITY_DN134976_c6_g9_i1	2882	2665.83
