gid	gname	chr	chrall	start	end	target_id	length	eff_length	cutoff	bias	log2RPKM	sex
TRINITY_DN134161_c5_g2_i3	klhl25	Chr03	Auto	101602293	101602293	TRINITY_DN134161_c5_g2_i3	2243	2026.83	FC3	female	1.680171104	meanmale
TRINITY_DN134933_c1_g1_i2	ccdc146	Chr03	Auto	68541057	68541057	TRINITY_DN134933_c1_g1_i2	5616	5399.83	FC3	female	-0.126268858	meanmale
TRINITY_DN135049_c4_g1_i1	dnajb9	Chr03	Auto	56040456	56040456	TRINITY_DN135049_c4_g1_i1	2591	2374.83	FC3	female	2.875226207	meanmale
TRINITY_DN135619_c1_g3_i1	ap1m2	Chr03	Auto	127486391	127486391	TRINITY_DN135619_c1_g3_i1	2177	1960.83	FC3	female	1.521777431	meanmale
TRINITY_DN136348_c3_g2_i4	afap1l1	Chr03	Auto	31665700	31665700	TRINITY_DN136348_c3_g2_i4	4271	4054.83	FC3	female	0.601238918	meanmale
TRINITY_DN99366_c0_g2_i1	ppp1r3c.2	Chr03	Auto	119934945	119934945	TRINITY_DN99366_c0_g2_i1	1694	1477.83	FC3	female	3.250105553	meanmale
TRINITY_DN110142_c0_g4_i1	LOC100490855	Chr04	Auto	13314828	13314828	TRINITY_DN110142_c0_g4_i1	2930	2713.83	FC3	female	-2.009503109	meanmale
TRINITY_DN112797_c0_g1_i1	LOC100487425-like	Chr04	Auto	41273085	41273085	TRINITY_DN112797_c0_g1_i1	1245	1028.83	FC3	female	-3.279773304	meanmale
TRINITY_DN114817_c0_g1_i3	lgals12-like	Chr04	Auto	35951670	35951670	TRINITY_DN114817_c0_g1_i3	1256	1039.83	FC3	female	1.344987553	meanmale
TRINITY_DN114909_c0_g1_i4	chadl	Chr04	Auto	106064910	106064910	TRINITY_DN114909_c0_g1_i4	2361	2144.83	FC3	female	-2.391333857	meanmale
TRINITY_DN115622_c0_g2_i1	slc25a45	Chr04	Auto	39038154	39038154	TRINITY_DN115622_c0_g2_i1	1081	864.835	FC3	female	-3.596982431	meanmale
TRINITY_DN115670_c0_g3_i2	nprl2	Chr04	Auto	117508303	117508303	TRINITY_DN115670_c0_g3_i2	1625	1408.83	FC3	female	2.274333438	meanmale
TRINITY_DN116617_c0_g2_i3	Xetrov90012412m	Chr04	Auto	110612540	110612540	TRINITY_DN116617_c0_g2_i3	2665	2448.83	FC3	female	-0.955514499	meanmale
TRINITY_DN118251_c0_g1_i4	lpcat2	Chr04	Auto	45407656	45407656	TRINITY_DN118251_c0_g1_i4	1816	1599.83	FC3	female	-1.869824175	meanmale
TRINITY_DN118786_c0_g2_i1	lhx4	Chr04	Auto	90869777	90869777	TRINITY_DN118786_c0_g2_i1	3059	2842.83	FC3	female	-2.449355415	meanmale
TRINITY_DN119494_c0_g1_i1	zfp36l2.1	Chr04	Auto	35862120	35862120	TRINITY_DN119494_c0_g1_i1	1037	820.835	FC3	female	2.929140615	meanmale
TRINITY_DN120485_c1_g3_i1	LOC100488459	Chr04	Auto	96198240	96198240	TRINITY_DN120485_c1_g3_i1	1495	1278.83	FC3	female	-0.965389332	meanmale
TRINITY_DN121663_c1_g2_i1	fam212a	Chr04	Auto	115877408	115877408	TRINITY_DN121663_c1_g2_i1	1213	996.835	FC3	female	0.951805209	meanmale
TRINITY_DN122144_c0_g2_i1	rce1	Chr04	Auto	36438615	36438615	TRINITY_DN122144_c0_g2_i1	2312	2095.83	FC3	female	2.377932927	meanmale
TRINITY_DN122956_c5_g2_i1	c11orf49	Chr04	Auto	151653	151653	TRINITY_DN122956_c5_g2_i1	1682	1465.83	FC3	female	2.180345441	meanmale
TRINITY_DN125506_c0_g1_i2	frmd4b-like	Chr04	Auto	131223615	131223615	TRINITY_DN125506_c0_g1_i2	3482	3265.83	FC3	female	-0.164311498	meanmale
TRINITY_DN126066_c2_g1_i1	LOC100493581	Chr04	Auto	26463097	26463097	TRINITY_DN126066_c2_g1_i1	1215	998.835	FC3	female	-3.343477328	meanmale
TRINITY_DN126356_c1_g3_i1	tmem178.2	Chr04	Auto	7766390	7766390	TRINITY_DN126356_c1_g3_i1	2266	2049.83	FC3	female	1.243136515	meanmale
TRINITY_DN126410_c3_g1_i3	LOC100498440-like	Chr04	Auto	49287697	49287697	TRINITY_DN126410_c3_g1_i3	917	700.958	FC3	female	7.019838547	meanmale
TRINITY_DN127150_c4_g6_i2	lmo4.1	Chr04	Auto	96287951	96287951	TRINITY_DN127150_c4_g6_i2	1516	1299.83	FC3	female	3.178861541	meanmale
TRINITY_DN127532_c0_g1_i2	sstr3	Chr04	Auto	112737648	112737648	TRINITY_DN127532_c0_g1_i2	2244	2027.83	FC3	female	-2.355604827	meanmale
TRINITY_DN128695_c3_g1_i2	tm2d1	Chr04	Auto	77841438	77841438	TRINITY_DN128695_c3_g1_i2	1604	1387.83	FC3	female	1.169244006	meanmale
TRINITY_DN129848_c0_g1_i1	trhr2	Chr04	Auto	69138391	69138391	TRINITY_DN129848_c0_g1_i1	2920	2703.83	FC3	female	-2.619310378	meanmale
TRINITY_DN130192_c1_g2_i1	fa2h	Chr04	Auto	26638667	26638667	TRINITY_DN130192_c1_g2_i1	2203	1986.83	FC3	female	0.288596179	meanmale
TRINITY_DN130273_c0_g2_i12	LOC100488200-like	Chr04	Auto	89285123	89285123	TRINITY_DN130273_c0_g2_i12	1499	1282.83	FC3	female	2.058221653	meanmale
TRINITY_DN130296_c5_g17_i3	cidec	Chr04	Auto	127693934	127693934	TRINITY_DN130296_c5_g17_i3	2254	2037.83	FC3	female	0.072695304	meanmale
TRINITY_DN130486_c0_g1_i1	LOC100497498-like	Chr04	Auto	38769618	38769618	TRINITY_DN130486_c0_g1_i1	6565	6348.83	FC3	female	0.830842411	meanmale
TRINITY_DN132290_c2_g1_i2	atp2c2	Chr04	Auto	64736626	64736626	TRINITY_DN132290_c2_g1_i2	3554	3337.83	FC3	female	0.759508258	meanmale
TRINITY_DN135788_c4_g3_i1	lamc2	Chr04	Auto	89829149	89829149	TRINITY_DN135788_c4_g3_i1	3869	3652.83	FC3	female	-2.235977943	meanmale
TRINITY_DN44990_c0_g1_i1	slc38a8	Chr04	Auto	50862496	50862496	TRINITY_DN44990_c0_g1_i1	1683	1466.83	FC3	female	-3.022932139	meanmale
TRINITY_DN62962_c0_g2_i1	chst13	Chr04	Auto	122875443	122875443	TRINITY_DN62962_c0_g2_i1	1230	1013.83	FC3	female	0.979382283	meanmale
TRINITY_DN951_c0_g2_i1	LOC100491943	Chr04	Auto	98675994	98675994	TRINITY_DN951_c0_g2_i1	2875	2658.83	FC3	female	-2.43184134	meanmale
TRINITY_DN96802_c0_g1_i1	pdp2	Chr04	Auto	69426155	69426155	TRINITY_DN96802_c0_g1_i1	2074	1857.83	FC3	female	0.913372768	meanmale
TRINITY_DN107450_c0_g3_i2	c2orf44	Chr05	Auto	141414975	141414975	TRINITY_DN107450_c0_g3_i2	2957	2740.83	FC3	female	1.258741653	meanmale
TRINITY_DN112117_c1_g1_i4	bmp2	Chr05	Auto	21321381	21321381	TRINITY_DN112117_c1_g1_i4	1485	1268.83	FC3	female	-0.349468592	meanmale
TRINITY_DN115075_c0_g1_i1	pid1-like	Chr05	Auto	125471954	125471954	TRINITY_DN115075_c0_g1_i1	2106	1889.83	FC3	female	3.260229499	meanmale
TRINITY_DN115189_c0_g1_i2	LOC100487287-like	Chr05	Auto	33526346	33526346	TRINITY_DN115189_c0_g1_i2	2175	1958.83	FC3	female	1.726104869	meanmale
TRINITY_DN115655_c0_g1_i1	sox11	Chr05	Auto	132226118	132226118	TRINITY_DN115655_c0_g1_i1	1427	1210.83	FC3	female	1.477200417	meanmale
TRINITY_DN116816_c0_g1_i1	pcolce2	Chr05	Auto	116412619	116412619	TRINITY_DN116816_c0_g1_i1	1859	1642.83	FC3	female	0.238102849	meanmale
TRINITY_DN118604_c0_g1_i1	tube1	Chr05	Auto	73707322	73707322	TRINITY_DN118604_c0_g1_i1	2422	2205.83	FC3	female	2.044958196	meanmale
TRINITY_DN119419_c0_g2_i1	LOC100496694	Chr05	Auto	79108873	79108873	TRINITY_DN119419_c0_g2_i1	1351	1134.83	FC3	female	-1.062472188	meanmale
TRINITY_DN121091_c0_g1_i3	awat1	Chr05	Auto	121697508	121697508	TRINITY_DN121091_c0_g1_i3	1576	1359.83	FC3	female	3.810632399	meanmale
TRINITY_DN123043_c0_g1_i1	chrna2-like	Chr05	Auto	146456801	146456801	TRINITY_DN123043_c0_g1_i1	2620	2403.83	FC3	female	-1.26379275	meanmale
TRINITY_DN123046_c0_g1_i1	fam84a	Chr05	Auto	135915687	135915687	TRINITY_DN123046_c0_g1_i1	1645	1428.83	FC3	female	1.569279852	meanmale
TRINITY_DN124978_c1_g1_i1	foxl2	Chr05	Auto	124798552	124798552	TRINITY_DN124978_c1_g1_i1	3691	3474.83	FC3	female	-1.768014557	meanmale
TRINITY_DN125104_c0_g8_i5	kmo	Chr05	Auto	60064999	60064999	TRINITY_DN125104_c0_g8_i5	1793	1576.83	FC3	female	1.417379521	meanmale
TRINITY_DN125304_c0_g1_i1	b3gnt7	Chr05	Auto	110295961	110295961	TRINITY_DN125304_c0_g1_i1	2116	1899.83	FC3	female	2.091702705	meanmale
TRINITY_DN125334_c0_g1_i1	cep57l1	Chr05	Auto	75056351	75056351	TRINITY_DN125334_c0_g1_i1	1876	1659.83	FC3	female	3.119854355	meanmale
TRINITY_DN126891_c4_g1_i3	plg	Chr05	Auto	63582986	63582986	TRINITY_DN126891_c4_g1_i3	2583	2366.83	FC3	female	-1.62471651	meanmale
TRINITY_DN127096_c0_g1_i2	irf6.2	Chr05	Auto	80381766	80381766	TRINITY_DN127096_c0_g1_i2	2028	1811.83	FC3	female	2.226690902	meanmale
TRINITY_DN127667_c0_g2_i1	dcbld1	Chr05	Auto	69878317	69878317	TRINITY_DN127667_c0_g2_i1	3810	3593.83	FC3	female	0.917603479	meanmale
TRINITY_DN127730_c0_g8_i2	LOC100485997	Chr05	Auto	58210409	58210409	TRINITY_DN127730_c0_g8_i2	3271	3054.83	FC3	female	-3.712490023	meanmale
TRINITY_DN128016_c3_g2_i5	clcn2-like	Chr05	Auto	111334928	111334928	TRINITY_DN128016_c3_g2_i5	3440	3223.83	FC3	female	0.11874615	meanmale
TRINITY_DN128225_c1_g1_i1	mb21d2	Chr05	Auto	98705903	98705903	TRINITY_DN128225_c1_g1_i1	2734	2517.83	FC3	female	0.434729547	meanmale
TRINITY_DN129069_c0_g2_i1	mogat1-like.2	Chr05	Auto	121687760	121687760	TRINITY_DN129069_c0_g2_i1	1537	1320.83	FC3	female	2.914829222	meanmale
TRINITY_DN130597_c4_g5_i1	LOC100487326	Chr05	Auto	46163937	46163937	TRINITY_DN130597_c4_g5_i1	1150	933.835	FC3	female	0.286244933	meanmale
TRINITY_DN130651_c1_g5_i3	LOC100493599-like	Chr05	Auto	9658497	9658497	TRINITY_DN130651_c1_g5_i3	1414	1197.83	FC3	female	-2.89758566	meanmale
TRINITY_DN132969_c0_g2_i1	rab32	Chr05	Auto	38153940	38153940	TRINITY_DN132969_c0_g2_i1	2302	2085.83	FC3	female	3.676163633	meanmale
TRINITY_DN133287_c0_g2_i1	LOC100497103	Chr05	Auto	88605340	88605340	TRINITY_DN133287_c0_g2_i1	4914	4697.83	FC3	female	-5.5238287	meanmale
TRINITY_DN134056_c1_g1_i2	gyg1	Chr05	Auto	118797205	118797205	TRINITY_DN134056_c1_g1_i2	2037	1820.83	FC3	female	6.173518944	meanmale
TRINITY_DN134612_c1_g1_i1	grhl1	Chr05	Auto	134174421	134174421	TRINITY_DN134612_c1_g1_i1	1396	1179.83	FC3	female	-1.666779824	meanmale
TRINITY_DN29448_c0_g1_i1	LOC100494514	Chr05	Auto	106403450	106403450	TRINITY_DN29448_c0_g1_i1	1429	1212.83	FC3	female	-3.235349124	meanmale
TRINITY_DN99832_c0_g3_i1	lrrc1	Chr05	Auto	114530522	114530522	TRINITY_DN99832_c0_g3_i1	2808	2591.83	FC3	female	0.96530943	meanmale
TRINITY_DN111316_c0_g1_i1	mal2	Chr06	Auto	122597154	122597154	TRINITY_DN111316_c0_g1_i1	1323	1106.83	FC3	female	1.198538366	meanmale
TRINITY_DN115520_c0_g1_i2	LOC101733578	Chr06	Auto	129294244	129294244	TRINITY_DN115520_c0_g1_i2	1507	1290.83	FC3	female	3.776467712	meanmale
TRINITY_DN115683_c0_g1_i2	fbxo43-like	Chr06	Auto	113124316	113124316	TRINITY_DN115683_c0_g1_i2	2686	2469.83	FC3	female	2.80893735	meanmale
TRINITY_DN116903_c1_g2_i3	zbtb14	Chr06	Auto	91338899	91338899	TRINITY_DN116903_c1_g2_i3	2535	2318.83	FC3	female	2.389681052	meanmale
TRINITY_DN117099_c0_g2_i1	MGC89520	Chr06	Auto	114214653	114214653	TRINITY_DN117099_c0_g2_i1	2106	1889.83	FC3	female	0.118550266	meanmale
TRINITY_DN117306_c0_g1_i1	bzw2	Chr06	Auto	44608254	44608254	TRINITY_DN117306_c0_g1_i1	1742	1525.83	FC3	female	1.436458661	meanmale
TRINITY_DN118833_c0_g1_i2	cmtm8-like	Chr06	Auto	74087782	74087782	TRINITY_DN118833_c0_g1_i2	989	772.886	FC3	female	2.695684594	meanmale
TRINITY_DN118875_c0_g2_i1	bambi	Chr06	Auto	15893169	15893169	TRINITY_DN118875_c0_g2_i1	1552	1335.83	FC3	female	5.120257868	meanmale
TRINITY_DN120701_c0_g1_i1	mc5r	Chr06	Auto	87779227	87779227	TRINITY_DN120701_c0_g1_i1	1317	1100.83	FC3	female	-3.30722416	meanmale
TRINITY_DN121157_c4_g3_i1	alg2	Chr06	Auto	82192673	82192673	TRINITY_DN121157_c4_g3_i1	1714	1497.83	FC3	female	-1.207179211	meanmale
TRINITY_DN121327_c0_g1_i1	LOC548390-like	Chr06	Auto	52473305	52473305	TRINITY_DN121327_c0_g1_i1	1617	1400.83	FC3	female	-2.678440117	meanmale
TRINITY_DN121931_c0_g1_i1	zfand1	Chr06	Auto	109187521	109187521	TRINITY_DN121931_c0_g1_i1	975	758.886	FC3	female	3.25728859	meanmale
TRINITY_DN122000_c1_g3_i2	cdcp1	Chr06	Auto	63628146	63628146	TRINITY_DN122000_c1_g3_i2	3432	3215.83	FC3	female	-2.1449963	meanmale
TRINITY_DN123780_c0_g1_i1	rpp40	Chr06	Auto	50332523	50332523	TRINITY_DN123780_c0_g1_i1	1985	1768.83	FC3	female	3.098482839	meanmale
TRINITY_DN124827_c1_g4_i6	clvs1	Chr06	Auto	102535110	102535110	TRINITY_DN124827_c1_g4_i6	2077	1860.83	FC3	female	-1.748766231	meanmale
TRINITY_DN124938_c5_g4_i5	esrp1	Chr06	Auto	113012158	113012158	TRINITY_DN124938_c5_g4_i5	3115	2898.83	FC3	female	0.491687424	meanmale
TRINITY_DN125892_c0_g1_i1	cpa6	Chr06	Auto	104525054	104525054	TRINITY_DN125892_c0_g1_i1	2271	2054.83	FC3	female	1.959656041	meanmale
TRINITY_DN126149_c5_g2_i2	LOC100495020-like	Chr06	Auto	108841773	108841773	TRINITY_DN126149_c5_g2_i2	1876	1659.83	FC3	female	-0.091273705	meanmale
TRINITY_DN127522_c0_g1_i1	sirt6	Chr06	Auto	34956913	34956913	TRINITY_DN127522_c0_g1_i1	1555	1338.83	FC3	female	2.567905851	meanmale
TRINITY_DN128236_c0_g2_i1	LOC100492224-like	Chr06	Auto	104782354	104782354	TRINITY_DN128236_c0_g2_i1	6209	5992.83	FC3	female	-2.307383934	meanmale
TRINITY_DN128788_c1_g1_i2	rnf152	Chr06	Auto	53404585	53404585	TRINITY_DN128788_c1_g1_i2	2758	2541.83	FC3	female	0.936760745	meanmale
TRINITY_DN129121_c4_g14_i1	pop1-like	Chr06	Auto	114278966	114278966	TRINITY_DN129121_c4_g14_i1	1640	1423.83	FC3	female	-3.885545038	meanmale
TRINITY_DN130197_c0_g1_i3	Xetrov90016787m	Chr06	Auto	99055810	99055810	TRINITY_DN130197_c0_g1_i3	2734	2517.83	FC3	female	-1.820387825	meanmale
TRINITY_DN134881_c1_g2_i1	lrrc3b	Chr06	Auto	76235676	76235676	TRINITY_DN134881_c1_g2_i1	1535	1318.83	FC3	female	-3.47246292	meanmale
TRINITY_DN134935_c0_g2_i1	LOC100488102	Chr06	Auto	61856805	61856805	TRINITY_DN134935_c0_g2_i1	11355	11138.8	FC3	female	-1.561445754	meanmale
TRINITY_DN135531_c2_g1_i4	impa2	Chr06	Auto	88707180	88707180	TRINITY_DN135531_c2_g1_i4	3742	3525.83	FC3	female	1.546046067	meanmale
TRINITY_DN135986_c0_g2_i1	rspo2	Chr06	Auto	116533015	116533015	TRINITY_DN135986_c0_g2_i1	1199	982.835	FC3	female	0.247780613	meanmale
TRINITY_DN61677_c0_g1_i1	slc6a19	Chr06	Auto	67421542	67421542	TRINITY_DN61677_c0_g1_i1	3459	3242.83	FC3	female	-5.491918163	meanmale
TRINITY_DN108305_c0_g1_i1	cdh23-like.1	Chr07	Auto	41437428	41437428	TRINITY_DN108305_c0_g1_i1	1470	1253.83	FC3	female	-3.491181179	meanmale
TRINITY_DN112444_c0_g1_i3	sult2a1	Chr07	Auto	110158076	110158076	TRINITY_DN112444_c0_g1_i3	1089	872.835	FC3	female	-1.766324487	meanmale
TRINITY_DN112693_c0_g2_i1	rtkn2	Chr07	Auto	9730514	9730514	TRINITY_DN112693_c0_g2_i1	2851	2634.83	FC3	female	0.183538052	meanmale
TRINITY_DN115972_c1_g1_i2	ccnj	Chr07	Auto	17642106	17642106	TRINITY_DN115972_c1_g1_i2	3726	3509.83	FC3	female	1.536215388	meanmale
TRINITY_DN118157_c1_g1_i1	akt1s1	Chr07	Auto	103301661	103301661	TRINITY_DN118157_c1_g1_i1	1291	1074.83	FC3	female	5.065970516	meanmale
TRINITY_DN118473_c0_g2_i1	LOC101730450	Chr07	Auto	96776470	96776470	TRINITY_DN118473_c0_g2_i1	1900	1683.83	FC3	female	-3.665439706	meanmale
TRINITY_DN122245_c0_g1_i1	spsb1	Chr07	Auto	80860184	80860184	TRINITY_DN122245_c0_g1_i1	2664	2447.83	FC3	female	3.95670471	meanmale
TRINITY_DN122315_c2_g2_i3	fank1	Chr07	Auto	16641039	16641039	TRINITY_DN122315_c2_g2_i3	1889	1672.83	FC3	female	0.317218944	meanmale
TRINITY_DN122831_c0_g1_i3	sbk1	Chr07	Auto	95496307	95496307	TRINITY_DN122831_c0_g1_i3	1898	1681.83	FC3	female	-1.666788408	meanmale
TRINITY_DN124133_c0_g2_i4	gsg1l	Chr07	Auto	98285591	98285591	TRINITY_DN124133_c0_g2_i4	1679	1462.83	FC3	female	-0.006077386	meanmale
TRINITY_DN125143_c3_g4_i3	pex10	Chr07	Auto	81506337	81506337	TRINITY_DN125143_c3_g4_i3	1664	1447.83	FC3	female	0.76012281	meanmale
TRINITY_DN125175_c2_g1_i1	fam132a	Chr07	Auto	69547299	69547299	TRINITY_DN125175_c2_g1_i1	2655	2438.83	FC3	female	-0.359949607	meanmale
TRINITY_DN125277_c0_g2_i5	blnk	Chr07	Auto	17752357	17752357	TRINITY_DN125277_c0_g2_i5	1626	1409.83	FC3	female	1.085655635	meanmale
TRINITY_DN125335_c2_g1_i2	tmem52	Chr07	Auto	71282633	71282633	TRINITY_DN125335_c2_g1_i2	1153	936.835	FC3	female	2.98093728	meanmale
TRINITY_DN125423_c4_g2_i5	ubtd1	Chr07	Auto	24699116	24699116	TRINITY_DN125423_c4_g2_i5	2206	1989.83	FC3	female	0.102511213	meanmale
TRINITY_DN126564_c5_g2_i1	bicc1	Chr07	Auto	7611027	7611027	TRINITY_DN126564_c5_g2_i1	4847	4630.83	FC3	female	-0.209828612	meanmale
TRINITY_DN128018_c0_g1_i1	slc25a16	Chr07	Auto	30450891	30450891	TRINITY_DN128018_c0_g1_i1	1890	1673.83	FC3	female	3.210692774	meanmale
TRINITY_DN128135_c3_g3_i2	pcbd1	Chr07	Auto	40183809	40183809	TRINITY_DN128135_c3_g3_i2	888	671.958	FC3	female	3.933690219	meanmale
TRINITY_DN129119_c0_g2_i2	ankrd22	Chr07	Auto	4522309	4522309	TRINITY_DN129119_c0_g2_i2	1670	1453.83	FC3	female	-0.430163592	meanmale
TRINITY_DN129217_c0_g3_i1	LOC100489764	Chr07	Auto	101144462	101144462	TRINITY_DN129217_c0_g3_i1	2057	1840.83	FC3	female	-2.358340504	meanmale
TRINITY_DN129254_c5_g1_i2	fut1	Chr07	Auto	106371237	106371237	TRINITY_DN129254_c5_g1_i2	3186	2969.83	FC3	female	1.374691937	meanmale
TRINITY_DN130965_c1_g1_i1	hes2	Chr07	Auto	90848394	90848394	TRINITY_DN130965_c1_g1_i1	1059	842.835	FC3	female	-2.670883645	meanmale
TRINITY_DN130970_c0_g3_i2	Xetrov90017963m	Chr07	Auto	35463883	35463883	TRINITY_DN130970_c0_g3_i2	5918	5701.83	FC3	female	-3.323789284	meanmale
TRINITY_DN131492_c6_g1_i2	MGC75752	Chr07	Auto	105423935	105423935	TRINITY_DN131492_c6_g1_i2	1222	1005.83	FC3	female	5.833912055	meanmale
TRINITY_DN136580_c0_g1_i1	Xetrov90019631m	Chr07	Auto	116484263	116484263	TRINITY_DN136580_c0_g1_i1	5079	4862.83	FC3	female	-3.778597841	meanmale
TRINITY_DN183714_c0_g1_i1	Xetrov90018769m	Chr07	Auto	84354007	84354007	TRINITY_DN183714_c0_g1_i1	1039	822.835	FC3	female	-3.113410952	meanmale
TRINITY_DN105601_c0_g1_i1	exd2	Chr08	Auto	89479970	89479970	TRINITY_DN105601_c0_g1_i1	3103	2886.83	FC3	female	2.718611007	meanmale
TRINITY_DN111552_c0_g1_i1	LOC100497733-like	Chr08	Auto	33957207	33957207	TRINITY_DN111552_c0_g1_i1	1174	957.835	FC3	female	3.713237689	meanmale
TRINITY_DN119290_c0_g1_i1	lpar4	Chr08	Auto	44348227	44348227	TRINITY_DN119290_c0_g1_i1	2602	2385.83	FC3	female	1.15032865	meanmale
TRINITY_DN120113_c0_g1_i3	LOC100145161	Chr08	Auto	71838736	71838736	TRINITY_DN120113_c0_g1_i3	1853	1636.83	FC3	female	0.757253211	meanmale
TRINITY_DN120335_c0_g1_i2	egln3	Chr08	Auto	93567678	93567678	TRINITY_DN120335_c0_g1_i2	1681	1464.83	FC3	female	3.483140584	meanmale
TRINITY_DN120896_c0_g2_i1	drp2	Chr08	Auto	17114799	17114799	TRINITY_DN120896_c0_g2_i1	4002	3785.83	FC3	female	-5.352337157	meanmale
TRINITY_DN121040_c0_g3_i2	il1rapl2	Chr08	Auto	37750559	37750559	TRINITY_DN121040_c0_g3_i2	3055	2838.83	FC3	female	-2.410577466	meanmale
TRINITY_DN121820_c0_g1_i2	fkbpl	Chr08	Auto	54065238	54065238	TRINITY_DN121820_c0_g1_i2	1427	1210.83	FC3	female	2.110841186	meanmale
TRINITY_DN122694_c0_g1_i1	Xetrov90019859m	Chr08	Auto	5692611	5692611	TRINITY_DN122694_c0_g1_i1	2468	2251.83	FC3	female	-3.327880687	meanmale
TRINITY_DN124226_c0_g1_i1	LOC100489554-like	Chr08	Auto	25252665	25252665	TRINITY_DN124226_c0_g1_i1	2046	1829.83	FC3	female	-0.519339969	meanmale
TRINITY_DN124680_c0_g2_i3	gpr137c	Chr08	Auto	74711527	74711527	TRINITY_DN124680_c0_g2_i3	1787	1570.83	FC3	female	1.662872034	meanmale
TRINITY_DN126315_c5_g1_i1	sox3	Chr08	Auto	34190292	34190292	TRINITY_DN126315_c5_g1_i1	1473	1256.83	FC3	female	-2.044079424	meanmale
TRINITY_DN126492_c5_g1_i3	lgals3	Chr08	Auto	84391789	84391789	TRINITY_DN126492_c5_g1_i3	801	585.019	FC3	female	3.511677708	meanmale
TRINITY_DN127618_c5_g1_i1	degs3	Chr08	Auto	50247316	50247316	TRINITY_DN127618_c5_g1_i1	1510	1293.83	FC3	female	-0.990410278	meanmale
TRINITY_DN127706_c0_g1_i2	cers2	Chr08	Auto	106088206	106088206	TRINITY_DN127706_c0_g1_i2	2887	2670.83	FC3	female	-0.267678316	meanmale
TRINITY_DN128063_c0_g1_i2	slc24a4	Chr08	Auto	66385913	66385913	TRINITY_DN128063_c0_g1_i2	2658	2441.83	FC3	female	0.146890162	meanmale
TRINITY_DN128259_c0_g1_i1	LOC100327245	Chr08	Auto	110928396	110928396	TRINITY_DN128259_c0_g1_i1	2227	2010.83	FC3	female	2.288684328	meanmale
TRINITY_DN129329_c3_g2_i3	crx	Chr08	Auto	58432617	58432617	TRINITY_DN129329_c3_g2_i3	2447	2230.83	FC3	female	-4.2009057	meanmale
TRINITY_DN129361_c4_g4_i3	LOC100497901-like	Chr08	Auto	45241072	45241072	TRINITY_DN129361_c4_g4_i3	1749	1532.83	FC3	female	-1.598956716	meanmale
TRINITY_DN129719_c1_g1_i2	rgl2	Chr08	Auto	51026940	51026940	TRINITY_DN129719_c1_g1_i2	2668	2451.83	FC3	female	0.926765523	meanmale
TRINITY_DN129741_c0_g5_i1	wdr89	Chr08	Auto	81155649	81155649	TRINITY_DN129741_c0_g5_i1	1708	1491.83	FC3	female	2.248190945	meanmale
TRINITY_DN133996_c3_g8_i2	sytl4	Chr08	Auto	43451652	43451652	TRINITY_DN133996_c3_g8_i2	2772	2555.83	FC3	female	0.625187598	meanmale
TRINITY_DN134144_c0_g1_i1	LOC101735153	Chr08	Auto	29517071	29517071	TRINITY_DN134144_c0_g1_i1	4025	3808.83	FC3	female	0.154819622	meanmale
TRINITY_DN44943_c0_g2_i1	Xetrov90021662m	Chr08	Auto	87742666	87742666	TRINITY_DN44943_c0_g2_i1	1332	1115.83	FC3	female	-3.898945746	meanmale
TRINITY_DN96956_c0_g1_i1	LOC100497952-like.2	Chr08	Auto	19282452	19282452	TRINITY_DN96956_c0_g1_i1	3112	2895.83	FC3	female	-2.60483818	meanmale
TRINITY_DN98982_c0_g1_i2	bicd2-like.1	Chr08	Auto	14325931	14325931	TRINITY_DN98982_c0_g1_i2	2270	2053.83	FC3	female	3.110676893	meanmale
TRINITY_DN99798_c0_g2_i1	LOC100495220-like	Chr08	Auto	59096602	59096602	TRINITY_DN99798_c0_g2_i1	3236	3019.83	FC3	female	0.08000759	meanmale
TRINITY_DN112321_c0_g1_i1	LOC100493066	Chr09	Auto	51881045	51881045	TRINITY_DN112321_c0_g1_i1	1491	1274.83	FC3	female	-3.843498263	meanmale
TRINITY_DN118132_c0_g2_i1	tmem184a	Chr09	Auto	23940801	23940801	TRINITY_DN118132_c0_g2_i1	2335	2118.83	FC3	female	-0.242496198	meanmale
TRINITY_DN120084_c0_g2_i2	chst12	Chr09	Auto	25308367	25308367	TRINITY_DN120084_c0_g2_i2	1902	1685.83	FC3	female	3.71960927	meanmale
TRINITY_DN127319_c1_g1_i1	dpp4	Chr09	Auto	67017578	67017578	TRINITY_DN127319_c1_g1_i1	3343	3126.83	FC3	female	-1.934066212	meanmale
TRINITY_DN128711_c0_g1_i4	tbc1d24.1	Chr09	Auto	15993247	15993247	TRINITY_DN128711_c0_g1_i4	2333	2116.83	FC3	female	3.700018839	meanmale
TRINITY_DN130445_c0_g2_i3	b3galt1	Chr09	Auto	64355431	64355431	TRINITY_DN130445_c0_g2_i3	2681	2464.83	FC3	female	-1.25428742	meanmale
TRINITY_DN132030_c0_g1_i2	csrnp3-like	Chr09	Auto	65086797	65086797	TRINITY_DN132030_c0_g1_i2	3464	3247.83	FC3	female	-0.847499287	meanmale
TRINITY_DN133563_c2_g1_i1	c2orf69	Chr09	Auto	46182130	46182130	TRINITY_DN133563_c2_g1_i1	1659	1442.83	FC3	female	2.475722124	meanmale
