gid	gname	chr	logCPM	logFC.XYtestis.XXovary	abslogFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias	dNdS	dN	dS	stage
TRINITY_DN129641_c0_g3_i2	NA	NA	NA	0.460322031	0.460322031	NA	NA	0.356627321	Brain_mean	unbias	0.0271	0.0143	0.5278	gonad
TRINITY_DN129646_c3_g1_i2	NA	NA	NA	-0.215363416	0.215363416	NA	NA	0.475812702	Ovary_mean	unbias	0.0767	0.1329	1.733	gonad
TRINITY_DN129651_c0_g1_i10	NA	NA	NA	0.297604356	0.297604356	NA	NA	0.490954216	Brain_mean	unbias	0.1453	0.2061	1.4183	gonad
TRINITY_DN129688_c1_g1_i2	NA	NA	NA	0.500738956	0.500738956	NA	NA	0.235552681	Testis_mean	unbias	0.1964	0.2152	1.0958	gonad
TRINITY_DN129700_c0_g1_i1	NA	NA	NA	0.319217984	0.319217984	NA	NA	0.313397637	Brain_mean	unbias	0.0598	0.0677	1.1319	gonad
TRINITY_DN129701_c1_g8_i3	NA	NA	NA	0.486576444	0.486576444	NA	NA	0.451936326	Ovary_mean	unbias	0.1264	0.2095	1.6568	gonad
TRINITY_DN129708_c0_g1_i1	NA	NA	NA	-0.052210215	0.052210215	NA	NA	0.332866838	Ovary_mean	unbias	0.1532	0.3044	1.9873	gonad
TRINITY_DN129715_c2_g8_i1	NA	NA	NA	-0.422359534	0.422359534	NA	NA	0.348366369	G46_M_mean	unbias	0.1555	0.2565	1.6493	gonad
TRINITY_DN129723_c0_g1_i2	NA	NA	NA	0.55173566	0.55173566	NA	NA	0.117138156	G23_mean	unbias	0.0385	0.0435	1.1289	gonad
TRINITY_DN129736_c3_g1_i1	NA	NA	NA	-0.381249821	0.381249821	NA	NA	0.558479925	Brain_mean	unbias	0.0499	0.0693	1.3906	gonad
TRINITY_DN129737_c1_g1_i1	NA	NA	NA	0.345582892	0.345582892	NA	NA	0.102013929	Ovary_mean	unbias	0.0707	0.0793	1.1212	gonad
TRINITY_DN129738_c1_g6_i4	NA	NA	NA	-0.22432548	0.22432548	NA	NA	0.49081824	Ovary_mean	unbias	0.1576	0.2936	1.8628	gonad
TRINITY_DN129740_c0_g3_i1	NA	NA	NA	-0.061788847	0.061788847	NA	NA	0.270681717	G23_mean	unbias	0.146	0.1789	1.2252	gonad
TRINITY_DN129747_c1_g3_i1	NA	NA	NA	0.975243637	0.975243637	NA	NA	0.62705502	Testis_mean	unbias	0.0719	0.1343	1.867	gonad
TRINITY_DN129764_c2_g2_i3	NA	NA	NA	0.461314669	0.461314669	NA	NA	0.223255323	Brain_mean	unbias	0.0456	0.0485	1.0637	gonad
TRINITY_DN129765_c1_g3_i2	NA	NA	NA	-1.170951865	1.170951865	NA	NA	0.74602992	Brain_mean	unbias	0.0192	0.0234	1.218	gonad
TRINITY_DN129767_c1_g1_i1	NA	NA	NA	-0.586536888	0.586536888	NA	NA	0.611225369	Ovary_mean	unbias	0.0662	0.0939	1.4188	gonad
TRINITY_DN129780_c0_g1_i2	NA	NA	NA	-0.287558691	0.287558691	NA	NA	0.333688395	Brain_mean	unbias	0.0566	0.0613	1.0829	gonad
TRINITY_DN129784_c1_g3_i1	NA	NA	NA	0.150222316	0.150222316	NA	NA	0.212086515	Brain_mean	unbias	0.0367	0.0519	1.4144	gonad
TRINITY_DN129790_c0_g1_i6	NA	NA	NA	-0.492977266	0.492977266	NA	NA	0.292425731	Ovary_mean	unbias	0.0594	0.1034	1.7417	gonad
TRINITY_DN129798_c2_g1_i1	NA	NA	NA	-0.080332591	0.080332591	NA	NA	0.155911526	Ovary_mean	unbias	0.0593	0.0862	1.4548	gonad
TRINITY_DN129807_c6_g5_i1	NA	NA	NA	-0.376281422	0.376281422	NA	NA	0.339907966	Brain_mean	unbias	0.0413	0.0461	1.116	gonad
TRINITY_DN129825_c0_g1_i1	NA	NA	NA	0.603759429	0.603759429	NA	NA	0.4477782	Brain_mean	unbias	0.1742	0.301	1.7281	gonad
TRINITY_DN129844_c3_g1_i2	NA	NA	NA	-0.266473357	0.266473357	NA	NA	0.208207464	G43_M_mean	unbias	0.0545	0.0761	1.3957	gonad
TRINITY_DN129857_c4_g1_i1	NA	NA	NA	0.795290074	0.795290074	NA	NA	0.335800077	G27_mean	unbias	0.0536	0.0934	1.7446	gonad
TRINITY_DN129864_c0_g1_i2	NA	NA	NA	0.55426573	0.55426573	NA	NA	0.723066309	Brain_mean	unbias	0.0091	0.0086	0.9476	gonad
TRINITY_DN129894_c0_g2_i1	NA	NA	NA	0.142163992	0.142163992	NA	NA	0.714873932	Brain_mean	unbias	0.0719	0.089	1.2384	gonad
TRINITY_DN129898_c0_g1_i1	NA	NA	NA	-0.391451725	0.391451725	NA	NA	0.351611726	G43_F_mean	unbias	0.072	0.0806	1.1202	gonad
TRINITY_DN129901_c2_g1_i2	NA	NA	NA	-0.65017494	0.65017494	NA	NA	0.520770337	Brain_mean	unbias	0.06	0.0564	0.9402	gonad
TRINITY_DN129904_c0_g4_i1	NA	NA	NA	0.574729492	0.574729492	NA	NA	0.362233044	Brain_mean	unbias	0.0863	0.1619	1.8766	gonad
TRINITY_DN129907_c0_g1_i3	NA	NA	NA	0.241698053	0.241698053	NA	NA	0.376955671	Ovary_mean	unbias	0.2076	0.3701	1.7823	gonad
TRINITY_DN129908_c0_g1_i1	NA	NA	NA	0.041060072	0.041060072	NA	NA	0.258260469	Ovary_mean	unbias	0.0585	0.0754	1.2894	gonad
TRINITY_DN129914_c0_g1_i1	NA	NA	NA	0.741283365	0.741283365	NA	NA	0.412030063	Brain_mean	unbias	0.0489	0.0529	1.0825	gonad
TRINITY_DN129919_c0_g2_i13	NA	NA	NA	-0.044579768	0.044579768	NA	NA	0.150863816	Ovary_mean	unbias	0.1956	0.2785	1.4241	gonad
TRINITY_DN129920_c0_g2_i4	NA	NA	NA	1.030325727	1.030325727	NA	NA	0.533868101	Brain_mean	unbias	0.0931	0.1208	1.2972	gonad
TRINITY_DN129922_c2_g5_i2	NA	NA	NA	0.47070351	0.47070351	NA	NA	0.242057743	Ovary_mean	unbias	0.0315	0.0566	1.7949	gonad
TRINITY_DN129930_c1_g3_i2	NA	NA	NA	-0.582239467	0.582239467	NA	NA	0.238398407	Ovary_mean	unbias	0.2788	0.3056	1.0961	gonad
TRINITY_DN129931_c1_g1_i1	NA	NA	NA	-0.296982356	0.296982356	NA	NA	0.214169026	Liver_mean	unbias	0.0648	0.0997	1.5392	gonad
TRINITY_DN129951_c2_g3_i2	NA	NA	NA	0.112878395	0.112878395	NA	NA	0.307866414	Brain_mean	unbias	0.0122	0.0125	1.0237	gonad
TRINITY_DN129961_c0_g2_i1	NA	NA	NA	0.372954008	0.372954008	NA	NA	0.163616225	Brain_mean	unbias	0.1081	0.1539	1.4231	gonad
TRINITY_DN129991_c0_g1_i1	NA	NA	NA	-0.264814417	0.264814417	NA	NA	0.464917415	Brain_mean	unbias	0.0473	0.0727	1.5383	gonad
TRINITY_DN130016_c2_g2_i6	NA	NA	NA	0.317648486	0.317648486	NA	NA	0.484018791	Ovary_mean	unbias	0.2234	0.3923	1.756	gonad
TRINITY_DN130021_c0_g3_i2	NA	NA	NA	0.354403174	0.354403174	NA	NA	0.460934006	Brain_mean	unbias	0.0812	0.1457	1.7942	gonad
TRINITY_DN130034_c2_g7_i4	NA	NA	NA	-0.322010063	0.322010063	NA	NA	0.26700542	Liver_mean	unbias	0.1001	0.1183	1.1813	gonad
TRINITY_DN130064_c6_g1_i13	NA	NA	NA	-0.555908974	0.555908974	NA	NA	0.232228963	Ovary_mean	unbias	0.0643	0.1109	1.7255	gonad
TRINITY_DN130069_c1_g1_i11	NA	NA	NA	0.429366092	0.429366092	NA	NA	0.4851593	Brain_mean	unbias	0.0757	0.0984	1.3004	gonad
TRINITY_DN130075_c4_g1_i2	NA	NA	NA	-0.150184303	0.150184303	NA	NA	0.298268726	Brain_mean	unbias	0.0663	0.131	1.9747	gonad
TRINITY_DN130081_c0_g2_i16	NA	NA	NA	0.422160087	0.422160087	NA	NA	0.240434073	G46_F_mean	unbias	0.0675	0.0653	0.9669	gonad
TRINITY_DN130087_c2_g3_i3	NA	NA	NA	-0.73896675	0.73896675	NA	NA	0.511154773	Liver_mean	unbias	0.0628	0.0701	1.1157	gonad
TRINITY_DN130087_c2_g6_i1	NA	NA	NA	-0.883371419	0.883371419	NA	NA	0.381176634	Ovary_mean	unbias	0.1663	0.1821	1.0951	gonad
TRINITY_DN130100_c3_g1_i2	NA	NA	NA	-0.672172602	0.672172602	NA	NA	0.23876656	Ovary_mean	unbias	0.0809	0.0563	0.6964	gonad
TRINITY_DN130135_c4_g3_i1	NA	NA	NA	-0.135898043	0.135898043	NA	NA	0.185669132	Brain_mean	unbias	0.0393	0.0229	0.583	gonad
TRINITY_DN130140_c1_g2_i2	NA	NA	NA	0.305411265	0.305411265	NA	NA	0.194830184	G43_M_mean	unbias	0.0722	0.1128	1.5623	gonad
TRINITY_DN130145_c4_g10_i2	NA	NA	NA	-0.528227976	0.528227976	NA	NA	0.209325357	Ovary_mean	unbias	0.0435	0.0719	1.6514	gonad
TRINITY_DN130193_c8_g1_i3	NA	NA	NA	-0.085104126	0.085104126	NA	NA	0.214773092	Ovary_mean	unbias	0.0471	0.0564	1.1971	gonad
TRINITY_DN130208_c4_g1_i6	NA	NA	NA	-0.237696578	0.237696578	NA	NA	0.526242259	Ovary_mean	unbias	0.2445	0.2037	0.8332	gonad
TRINITY_DN130217_c2_g1_i1	NA	NA	NA	0.388849383	0.388849383	NA	NA	0.286130006	Brain_mean	unbias	0.1194	0.1499	1.2549	gonad
TRINITY_DN130228_c0_g3_i1	NA	NA	NA	-0.832516248	0.832516248	NA	NA	0.638433248	Brain_mean	unbias	0.0095	0.012	1.2681	gonad
TRINITY_DN130235_c8_g2_i1	NA	NA	NA	-0.497809263	0.497809263	NA	NA	0.539143891	Brain_mean	unbias	0.097	0.0935	0.9644	gonad
TRINITY_DN130249_c0_g3_i1	NA	NA	NA	-0.042838655	0.042838655	NA	NA	0.331673852	Liver_mean	unbias	0.1051	0.1808	1.7206	gonad
TRINITY_DN130253_c4_g4_i3	NA	NA	NA	1.015011175	1.015011175	NA	NA	0.575589381	Brain_mean	unbias	0.1823	0.3176	1.7424	gonad
TRINITY_DN130267_c0_g1_i2	NA	NA	NA	-0.47509274	0.47509274	NA	NA	0.50056354	Ovary_mean	unbias	0.1262	0.1972	1.5623	gonad
TRINITY_DN130275_c0_g1_i1	NA	NA	NA	-0.54894136	0.54894136	NA	NA	0.554146687	Ovary_mean	unbias	0.0584	0.0853	1.462	gonad
TRINITY_DN130325_c1_g3_i2	NA	NA	NA	0.103935325	0.103935325	NA	NA	0.20584111	Ovary_mean	unbias	0.0934	0.1673	1.7906	gonad
TRINITY_DN130339_c0_g2_i4	NA	NA	NA	-0.108120985	0.108120985	NA	NA	0.3496345	G46_M_mean	unbias	0.0931	0.1352	1.4529	gonad
TRINITY_DN130348_c1_g3_i4	NA	NA	NA	0.694018741	0.694018741	NA	NA	0.434426245	Brain_mean	unbias	0.0285	0.0565	1.9818	gonad
TRINITY_DN130358_c0_g1_i2	NA	NA	NA	1.066873447	1.066873447	NA	NA	0.220260031	G43_M_mean	unbias	0.1956	0.3163	1.6175	gonad
TRINITY_DN130370_c3_g3_i3	NA	NA	NA	0.287164799	0.287164799	NA	NA	0.324999497	Brain_mean	unbias	0.0636	0.0646	1.0162	gonad
TRINITY_DN130388_c0_g2_i2	NA	NA	NA	0.558159982	0.558159982	NA	NA	0.116283597	G43_M_mean	unbias	0.0774	0.1163	1.5038	gonad
TRINITY_DN130412_c6_g1_i1	NA	NA	NA	-0.311366941	0.311366941	NA	NA	0.189917701	Ovary_mean	unbias	0.0529	0.0869	1.6423	gonad
TRINITY_DN130415_c0_g1_i1	NA	NA	NA	-0.118918573	0.118918573	NA	NA	0.325965665	G23_mean	unbias	0.0945	0.1455	1.5404	gonad
TRINITY_DN130428_c3_g1_i3	NA	NA	NA	0.305184764	0.305184764	NA	NA	0.119912402	Brain_mean	unbias	0.0701	0.1009	1.4389	gonad
TRINITY_DN130431_c0_g1_i4	NA	NA	NA	-1.013191957	1.013191957	NA	NA	0.267673767	Brain_mean	unbias	0.045	0.0733	1.6276	gonad
TRINITY_DN130435_c2_g3_i4	NA	NA	NA	0.882051939	0.882051939	NA	NA	0.358041351	Brain_mean	unbias	0.0557	0.0762	1.3675	gonad
TRINITY_DN130460_c1_g2_i1	NA	NA	NA	-0.866523304	0.866523304	NA	NA	0.43679844	Ovary_mean	unbias	0.0248	0.0393	1.5855	gonad
TRINITY_DN130482_c1_g2_i2	NA	NA	NA	-0.37838631	0.37838631	NA	NA	0.366741733	Liver_mean	unbias	0.1885	0.2566	1.3614	gonad
TRINITY_DN130491_c2_g1_i8	NA	NA	NA	0.151058422	0.151058422	NA	NA	0.237929358	Brain_mean	unbias	0.0354	0.0556	1.5699	gonad
TRINITY_DN130520_c0_g2_i2	NA	NA	NA	0.157249184	0.157249184	NA	NA	0.339342097	Ovary_mean	unbias	0.1822	0.2757	1.5131	gonad
TRINITY_DN130522_c1_g5_i1	NA	NA	NA	0.564453524	0.564453524	NA	NA	0.612692378	Brain_mean	unbias	0.0623	0.0589	0.9453	gonad
TRINITY_DN130530_c0_g1_i2	NA	NA	NA	0.335365887	0.335365887	NA	NA	0.270985384	Brain_mean	unbias	0.0903	0.1692	1.874	gonad
TRINITY_DN130541_c4_g1_i1	NA	NA	NA	0.471841733	0.471841733	NA	NA	0.330074959	Brain_mean	unbias	0.0483	0.0783	1.6219	gonad
TRINITY_DN130555_c0_g3_i2	NA	NA	NA	0.005130319	0.005130319	NA	NA	0.126048771	G23_mean	unbias	0.0455	0.0639	1.4056	gonad
TRINITY_DN130588_c2_g4_i1	NA	NA	NA	-0.26169587	0.26169587	NA	NA	0.448801126	Ovary_mean	unbias	0.0984	0.1499	1.5231	gonad
TRINITY_DN130607_c2_g1_i1	NA	NA	NA	-0.078891827	0.078891827	NA	NA	0.367663733	Brain_mean	unbias	0.0729	0.1061	1.4557	gonad
TRINITY_DN130633_c3_g2_i2	NA	NA	NA	0.001762714	0.001762714	NA	NA	0.109962959	Brain_mean	unbias	0.041	0.0649	1.5837	gonad
TRINITY_DN130645_c7_g1_i1	NA	NA	NA	-0.016557146	0.016557146	NA	NA	0.301518737	Brain_mean	unbias	0.0766	0.1164	1.5188	gonad
TRINITY_DN130647_c0_g3_i6	NA	NA	NA	-0.041539875	0.041539875	NA	NA	0.276713814	Ovary_mean	unbias	0.1041	0.1021	0.9814	gonad
TRINITY_DN130648_c3_g1_i1	NA	NA	NA	0.505121562	0.505121562	NA	NA	0.291375224	G23_mean	unbias	0.0335	0.057	1.6999	gonad
TRINITY_DN130688_c0_g1_i3	NA	NA	NA	0.542740589	0.542740589	NA	NA	0.591903782	Liver_mean	unbias	0.0611	0.0828	1.3549	gonad
TRINITY_DN130697_c2_g2_i7	NA	NA	NA	0.399028241	0.399028241	NA	NA	0.371982276	Brain_mean	unbias	0.0948	0.1246	1.3133	gonad
TRINITY_DN130699_c7_g1_i2	NA	NA	NA	-0.335638472	0.335638472	NA	NA	0.204264726	Ovary_mean	unbias	0.0245	0.0371	1.5138	gonad
TRINITY_DN130707_c3_g6_i1	NA	NA	NA	0.436514374	0.436514374	NA	NA	0.150323291	Ovary_mean	unbias	0.0365	0.0583	1.5961	gonad
TRINITY_DN130710_c0_g1_i2	NA	NA	NA	0.070454295	0.070454295	NA	NA	0.23677938	Ovary_mean	unbias	0.0638	0.0911	1.4276	gonad
TRINITY_DN130751_c0_g1_i1	NA	NA	NA	0.704233207	0.704233207	NA	NA	0.240836086	G43_F_mean	unbias	0.113	0.0584	0.517	gonad
TRINITY_DN130754_c0_g3_i8	NA	NA	NA	-0.047044535	0.047044535	NA	NA	0.402702484	Brain_mean	unbias	0.0195	0.0382	1.9558	gonad
TRINITY_DN130767_c0_g1_i1	NA	NA	NA	-0.532025645	0.532025645	NA	NA	0.33035128	Ovary_mean	unbias	0.1055	0.166	1.5735	gonad
TRINITY_DN130772_c0_g4_i11	NA	NA	NA	0.455664377	0.455664377	NA	NA	0.302687917	Brain_mean	unbias	0.0393	0.0162	0.4109	gonad
TRINITY_DN130789_c3_g1_i1	NA	NA	NA	-0.015973981	0.015973981	NA	NA	0.194571983	G23_mean	unbias	0.0439	0.0761	1.7356	gonad
TRINITY_DN130789_c5_g2_i2	NA	NA	NA	-0.489996171	0.489996171	NA	NA	0.355053442	Ovary_mean	unbias	0.0074	0.0074	0.9906	gonad
TRINITY_DN130793_c4_g3_i1	NA	NA	NA	0.66316351	0.66316351	NA	NA	0.205271186	Brain_mean	unbias	0.1314	0.2493	1.8979	gonad
TRINITY_DN130800_c2_g2_i2	NA	NA	NA	0.164543937	0.164543937	NA	NA	0.494803594	Brain_mean	unbias	0.1708	0.1992	1.1659	gonad
TRINITY_DN130801_c1_g1_i2	NA	NA	NA	-0.315187334	0.315187334	NA	NA	0.362649759	Ovary_mean	unbias	0.0589	0.1123	1.9057	gonad
TRINITY_DN130804_c7_g2_i2	NA	NA	NA	0.670764834	0.670764834	NA	NA	0.449295563	Testis_mean	unbias	0.1127	0.2207	1.9591	gonad
TRINITY_DN130805_c2_g4_i1	NA	NA	NA	1.022558897	1.022558897	NA	NA	0.352975768	Brain_mean	unbias	0.2242	0.3213	1.4329	gonad
TRINITY_DN130818_c0_g1_i1	NA	NA	NA	-0.021250611	0.021250611	NA	NA	0.236046018	G23_mean	unbias	0.1812	0.2132	1.1768	gonad
TRINITY_DN130855_c0_g1_i6	NA	NA	NA	-0.318183145	0.318183145	NA	NA	0.345959141	G23_mean	unbias	0.1038	0.1551	1.4944	gonad
TRINITY_DN130857_c4_g1_i2	NA	NA	NA	0.362298749	0.362298749	NA	NA	0.118097542	Ovary_mean	unbias	0.0409	0.0646	1.5781	gonad
TRINITY_DN130873_c4_g1_i4	NA	NA	NA	-0.551832332	0.551832332	NA	NA	0.289681231	Ovary_mean	unbias	0.0397	0.0383	0.9646	gonad
TRINITY_DN130873_c5_g3_i1	NA	NA	NA	-0.467638887	0.467638887	NA	NA	0.361518778	Ovary_mean	unbias	0.02	0.0264	1.3216	gonad
TRINITY_DN130876_c2_g4_i3	NA	NA	NA	0.357897663	0.357897663	NA	NA	0.414762929	Brain_mean	unbias	0.0072	0.0077	1.0632	gonad
TRINITY_DN130888_c1_g1_i2	NA	NA	NA	-0.495603224	0.495603224	NA	NA	0.380891551	Ovary_mean	unbias	0.0272	0.031	1.1382	gonad
TRINITY_DN130901_c0_g5_i1	NA	NA	NA	0.819909437	0.819909437	NA	NA	0.727923598	Brain_mean	unbias	0.2037	0.2254	1.1062	gonad
TRINITY_DN130903_c0_g3_i8	NA	NA	NA	-0.318016871	0.318016871	NA	NA	0.251696927	G23_mean	unbias	0.0586	0.078	1.3324	gonad
TRINITY_DN130912_c4_g1_i3	NA	NA	NA	-0.872439711	0.872439711	NA	NA	0.238204865	G23_mean	unbias	0.1275	0.2349	1.8417	gonad
TRINITY_DN130941_c4_g1_i5	NA	NA	NA	0.536503266	0.536503266	NA	NA	0.419113911	Testis_mean	unbias	0.0677	0.0875	1.293	gonad
TRINITY_DN130952_c1_g1_i1	NA	NA	NA	-0.202124551	0.202124551	NA	NA	0.242319139	G43_M_mean	unbias	0.0697	0.1041	1.4939	gonad
TRINITY_DN130963_c0_g1_i2	NA	NA	NA	0.580335895	0.580335895	NA	NA	0.239727004	G23_mean	unbias	0.1896	0.3045	1.6063	gonad
TRINITY_DN130984_c1_g2_i1	NA	NA	NA	-0.185376873	0.185376873	NA	NA	0.214159131	G23_mean	unbias	0.1796	0.2851	1.587	gonad
TRINITY_DN131003_c0_g3_i1	NA	NA	NA	-0.101735987	0.101735987	NA	NA	0.162048235	Liver_mean	unbias	0.0144	0.0279	1.9441	gonad
TRINITY_DN131013_c0_g5_i1	NA	NA	NA	0.037769873	0.037769873	NA	NA	0.124303045	Brain_mean	unbias	0.0978	0.1602	1.6384	gonad
TRINITY_DN131044_c2_g1_i1	NA	NA	NA	0.441194453	0.441194453	NA	NA	0.522565994	G43_M_mean	unbias	0.0621	0.1006	1.6207	gonad
TRINITY_DN131044_c3_g4_i10	NA	NA	NA	0.357006049	0.357006049	NA	NA	0.152387925	G46_F_mean	unbias	0.0925	0.1357	1.466	gonad
TRINITY_DN131046_c0_g1_i1	NA	NA	NA	0.362059619	0.362059619	NA	NA	0.355486642	G43_M_mean	unbias	0.033	0.0439	1.3309	gonad
TRINITY_DN131050_c0_g1_i2	NA	NA	NA	-0.281496923	0.281496923	NA	NA	0.284830776	Brain_mean	unbias	0.068	0.0984	1.4469	gonad
TRINITY_DN131051_c3_g1_i5	NA	NA	NA	0.488444483	0.488444483	NA	NA	0.211783701	Testis_mean	unbias	0.0338	0.0573	1.6939	gonad
TRINITY_DN131063_c5_g1_i1	NA	NA	NA	-0.261188583	0.261188583	NA	NA	0.299891446	G43_M_mean	unbias	0.2524	0.4828	1.9132	gonad
TRINITY_DN131075_c3_g1_i5	NA	NA	NA	-0.714787913	0.714787913	NA	NA	0.656570863	Brain_mean	unbias	0.0271	0.0463	1.7068	gonad
TRINITY_DN131086_c0_g2_i2	NA	NA	NA	0.484789321	0.484789321	NA	NA	0.132983906	Brain_mean	unbias	0.0452	0.0859	1.9008	gonad
TRINITY_DN131087_c3_g1_i1	NA	NA	NA	0.286557916	0.286557916	NA	NA	0.201287683	G23_mean	unbias	0.0158	0.0238	1.5011	gonad
TRINITY_DN131098_c0_g1_i1	NA	NA	NA	0.083243711	0.083243711	NA	NA	0.284943078	Brain_mean	unbias	0.0823	0.1026	1.2467	gonad
TRINITY_DN131122_c3_g2_i1	NA	NA	NA	0.790104752	0.790104752	NA	NA	0.479503628	Brain_mean	unbias	0.0609	0.0904	1.4847	gonad
TRINITY_DN131124_c2_g3_i2	NA	NA	NA	1.409447021	1.409447021	NA	NA	0.329956961	Brain_mean	unbias	0.0467	0.0843	1.8062	gonad
TRINITY_DN131124_c2_g4_i2	NA	NA	NA	0.598958049	0.598958049	NA	NA	0.431920503	Brain_mean	unbias	0.0297	0.0352	1.1851	gonad
TRINITY_DN131141_c1_g1_i1	NA	NA	NA	0.452160916	0.452160916	NA	NA	0.12722941	Liver_mean	unbias	0.1343	0.155	1.1539	gonad
TRINITY_DN131145_c2_g1_i1	NA	NA	NA	0.471245067	0.471245067	NA	NA	0.693765799	Brain_mean	unbias	0.0302	0.0478	1.5801	gonad
TRINITY_DN131156_c0_g1_i6	NA	NA	NA	-0.046408407	0.046408407	NA	NA	0.54108795	Brain_mean	unbias	0.0925	0.1175	1.2708	gonad
TRINITY_DN131182_c1_g1_i2	NA	NA	NA	-0.246735837	0.246735837	NA	NA	0.567425269	Brain_mean	unbias	0.0452	0.0584	1.2929	gonad
TRINITY_DN131185_c1_g1_i5	NA	NA	NA	0.475701512	0.475701512	NA	NA	0.224365603	G43_M_mean	unbias	0.1474	0.2618	1.7769	gonad
TRINITY_DN131196_c0_g2_i1	NA	NA	NA	0.14094996	0.14094996	NA	NA	0.300837872	G31_mean	unbias	0.058	0.0924	1.5931	gonad
TRINITY_DN131211_c3_g2_i1	NA	NA	NA	-0.67858563	0.67858563	NA	NA	0.379439319	Ovary_mean	unbias	0.0425	0.0757	1.7803	gonad
TRINITY_DN131211_c4_g2_i2	NA	NA	NA	0.137114902	0.137114902	NA	NA	0.425393451	Ovary_mean	unbias	0.0266	0.0349	1.3108	gonad
TRINITY_DN131213_c0_g5_i3	NA	NA	NA	-0.589425623	0.589425623	NA	NA	0.325290115	Ovary_mean	unbias	0.0408	0.0565	1.3831	gonad
TRINITY_DN131214_c1_g1_i1	NA	NA	NA	-0.2951894	0.2951894	NA	NA	0.205876813	Ovary_mean	unbias	0.0722	0.1061	1.4702	gonad
TRINITY_DN131219_c2_g5_i1	NA	NA	NA	0.568763085	0.568763085	NA	NA	0.079499668	Brain_mean	unbias	0.1769	0.1398	0.7902	gonad
TRINITY_DN131220_c6_g1_i1	NA	NA	NA	0.107285724	0.107285724	NA	NA	0.318471099	G27_mean	unbias	0.0973	0.123	1.2646	gonad
TRINITY_DN131226_c2_g4_i1	NA	NA	NA	0.010938058	0.010938058	NA	NA	0.443590852	Brain_mean	unbias	0.0595	0.0316	0.531	gonad
TRINITY_DN131231_c0_g3_i3	NA	NA	NA	0.536286441	0.536286441	NA	NA	0.322600109	G46_M_mean	unbias	0.111	0.1632	1.4701	gonad
TRINITY_DN131256_c2_g1_i9	NA	NA	NA	-0.119989188	0.119989188	NA	NA	0.528522451	Brain_mean	unbias	0.0467	0.072	1.5418	gonad
TRINITY_DN131266_c3_g3_i1	NA	NA	NA	0.11230488	0.11230488	NA	NA	0.160415997	Brain_mean	unbias	0.0084	0.0126	1.4955	gonad
TRINITY_DN131266_c4_g4_i1	NA	NA	NA	-0.000525043	0.000525043	NA	NA	0.13028728	Liver_mean	unbias	0.0097	0.0105	1.0831	gonad
TRINITY_DN131269_c11_g2_i2	NA	NA	NA	0.058889702	0.058889702	NA	NA	0.132429883	G23_mean	unbias	0.0032	0.0039	1.2137	gonad
TRINITY_DN131274_c4_g4_i1	NA	NA	NA	0.427810503	0.427810503	NA	NA	0.345721198	G27_mean	unbias	0.0916	0.1232	1.3445	gonad
TRINITY_DN131284_c7_g2_i1	NA	NA	NA	0.30305607	0.30305607	NA	NA	0.293539309	G46_M_mean	unbias	0.065	0.1096	1.6871	gonad
TRINITY_DN131289_c0_g2_i2	NA	NA	NA	-0.170289923	0.170289923	NA	NA	0.143564829	G23_mean	unbias	0.0395	0.0753	1.9037	gonad
TRINITY_DN131327_c3_g5_i1	NA	NA	NA	0.199154909	0.199154909	NA	NA	0.432691693	Brain_mean	unbias	0.0212	0.0352	1.6615	gonad
TRINITY_DN131361_c6_g2_i5	NA	NA	NA	0.302247048	0.302247048	NA	NA	0.33907894	G46_M_mean	unbias	0.0628	0.1242	1.9785	gonad
TRINITY_DN131365_c7_g2_i1	NA	NA	NA	0.206880604	0.206880604	NA	NA	0.191549919	Ovary_mean	unbias	0.0281	0.0362	1.287	gonad
TRINITY_DN131390_c4_g2_i1	NA	NA	NA	-0.018786514	0.018786514	NA	NA	0.197207803	Ovary_mean	unbias	0.0911	0.1225	1.3446	gonad
TRINITY_DN131401_c5_g1_i3	NA	NA	NA	0.115921676	0.115921676	NA	NA	0.176956642	Ovary_mean	unbias	0.1048	0.1807	1.7238	gonad
TRINITY_DN131420_c1_g1_i3	NA	NA	NA	0.634900564	0.634900564	NA	NA	0.370974206	Testis_mean	unbias	0.0284	0.0351	1.2364	gonad
TRINITY_DN131421_c0_g1_i4	NA	NA	NA	0.398480618	0.398480618	NA	NA	0.615280467	Brain_mean	unbias	0.0618	0.1046	1.694	gonad
TRINITY_DN131429_c1_g2_i6	NA	NA	NA	0.355478449	0.355478449	NA	NA	0.185724124	G23_mean	unbias	0.0508	0.0717	1.4113	gonad
TRINITY_DN131438_c3_g2_i2	NA	NA	NA	-0.740759281	0.740759281	NA	NA	0.377705905	Brain_mean	unbias	0.0606	0.1028	1.6954	gonad
TRINITY_DN131445_c1_g7_i7	NA	NA	NA	0.124067211	0.124067211	NA	NA	0.236959997	G23_mean	unbias	0.0256	0.0373	1.4537	gonad
TRINITY_DN131448_c4_g4_i6	NA	NA	NA	0.096950097	0.096950097	NA	NA	0.419067445	Ovary_mean	unbias	0.1123	0.177	1.5764	gonad
TRINITY_DN131460_c2_g9_i2	NA	NA	NA	-0.524807842	0.524807842	NA	NA	0.213309877	Ovary_mean	unbias	0.0614	0.1193	1.9425	gonad
