gid	gname	chr	start	end	logCPM	logFC.XYtestis.XXovary	PV.XYtestis.XXovary	FDR.XYtestis.XXovary	tau	tissue	bias
TRINITY_DN124676_c4_g2_i1	NA	NA	NA	NA	NA	-0.653858571	NA	NA	0.217945853	Ovary_mean	unbias
TRINITY_DN124676_c6_g1_i1	NA	NA	NA	NA	NA	0.063031314	NA	NA	0.345677473	G23_mean	unbias
TRINITY_DN124677_c0_g3_i2	NA	NA	NA	NA	NA	0.341445778	NA	NA	0.457992203	G43_F_mean	unbias
TRINITY_DN124683_c3_g3_i3	NA	NA	NA	NA	NA	-0.449304423	NA	NA	0.296047371	Ovary_mean	unbias
TRINITY_DN124684_c0_g1_i2	NA	NA	NA	NA	NA	0.195693157	NA	NA	0.426319436	Brain_mean	unbias
TRINITY_DN124689_c0_g1_i1	NA	NA	NA	NA	NA	1.244213654	NA	NA	0.566797184	G43_M_mean	unbias
TRINITY_DN124691_c2_g2_i5	NA	NA	NA	NA	NA	-0.614683831	NA	NA	0.287557272	Ovary_mean	unbias
TRINITY_DN124696_c4_g1_i1	NA	NA	NA	NA	NA	0.267033666	NA	NA	0.598084285	Brain_mean	unbias
TRINITY_DN124701_c0_g1_i1	NA	NA	NA	NA	NA	1.03812525	NA	NA	0.47692183	Brain_mean	unbias
TRINITY_DN124708_c2_g1_i1	NA	NA	NA	NA	NA	-0.445559925	NA	NA	0.243968738	Ovary_mean	unbias
TRINITY_DN124709_c0_g1_i1	NA	NA	NA	NA	NA	1.000788172	NA	NA	0.654375076	Brain_mean	unbias
TRINITY_DN124713_c1_g3_i1	NA	NA	NA	NA	NA	0.093687111	NA	NA	0.257247927	Brain_mean	unbias
TRINITY_DN124717_c2_g3_i2	NA	NA	NA	NA	NA	0.640626756	NA	NA	0.256890982	G23_mean	unbias
TRINITY_DN124723_c2_g3_i1	NA	NA	NA	NA	NA	0.065352622	NA	NA	0.247235879	G46_F_mean	unbias
TRINITY_DN124728_c6_g3_i1	NA	NA	NA	NA	NA	0.285810633	NA	NA	0.324592085	G46_F_mean	unbias
TRINITY_DN124729_c0_g1_i4	NA	NA	NA	NA	NA	-1.014155241	NA	NA	0.542450201	G43_M_mean	unbias
TRINITY_DN124733_c0_g1_i3	NA	NA	NA	NA	NA	-0.568733274	NA	NA	0.408899362	Ovary_mean	unbias
TRINITY_DN124734_c0_g1_i3	NA	NA	NA	NA	NA	0.027513229	NA	NA	0.169091204	Ovary_mean	unbias
TRINITY_DN124734_c0_g2_i2	NA	NA	NA	NA	NA	-0.163458163	NA	NA	0.278516505	Ovary_mean	unbias
TRINITY_DN124735_c0_g1_i2	NA	NA	NA	NA	NA	0.43824072	NA	NA	0.333574361	Brain_mean	unbias
TRINITY_DN124740_c0_g1_i1	NA	NA	NA	NA	NA	0.817452857	NA	NA	0.228222069	Liver_mean	unbias
TRINITY_DN124741_c0_g1_i2	NA	NA	NA	NA	NA	0.353323136	NA	NA	0.275891624	Brain_mean	unbias
TRINITY_DN124742_c0_g1_i2	NA	NA	NA	NA	NA	0.727667532	NA	NA	0.251864255	Brain_mean	unbias
TRINITY_DN124746_c10_g3_i2	NA	NA	NA	NA	NA	0.59003442	NA	NA	0.520915216	Testis_mean	unbias
TRINITY_DN124747_c0_g1_i2	NA	NA	NA	NA	NA	0.182588143	NA	NA	0.313975682	Ovary_mean	unbias
TRINITY_DN124750_c0_g1_i2	NA	NA	NA	NA	NA	0.512567933	NA	NA	0.591203005	Brain_mean	unbias
TRINITY_DN124751_c0_g3_i8	NA	NA	NA	NA	NA	0.974116398	NA	NA	0.340625877	G46_M_mean	unbias
TRINITY_DN124752_c3_g1_i1	NA	NA	NA	NA	NA	0.38187573	NA	NA	0.33141913	Brain_mean	unbias
TRINITY_DN124755_c2_g2_i3	NA	NA	NA	NA	NA	-0.490611577	NA	NA	0.195106356	Ovary_mean	unbias
TRINITY_DN124755_c3_g1_i2	NA	NA	NA	NA	NA	0.175745271	NA	NA	0.66131842	Brain_mean	unbias
TRINITY_DN124757_c5_g2_i1	NA	NA	NA	NA	NA	-0.142921535	NA	NA	0.504482913	Ovary_mean	unbias
TRINITY_DN124758_c0_g1_i3	NA	NA	NA	NA	NA	-0.710636086	NA	NA	0.222906437	Ovary_mean	unbias
TRINITY_DN124760_c0_g2_i1	NA	NA	NA	NA	NA	0.817201023	NA	NA	0.198690173	Brain_mean	unbias
TRINITY_DN124761_c0_g1_i1	NA	NA	NA	NA	NA	0.308545911	NA	NA	0.31043487	Ovary_mean	unbias
TRINITY_DN124764_c1_g4_i1	NA	NA	NA	NA	NA	0.110169833	NA	NA	0.568780994	Brain_mean	unbias
TRINITY_DN124765_c5_g3_i1	NA	NA	NA	NA	NA	-0.623411232	NA	NA	0.427467625	Ovary_mean	unbias
TRINITY_DN124767_c0_g1_i1	NA	NA	NA	NA	NA	-0.107530892	NA	NA	0.359399794	Brain_mean	unbias
TRINITY_DN124769_c2_g1_i16	NA	NA	NA	NA	NA	-1.222894261	NA	NA	0.750356956	G31_mean	unbias
TRINITY_DN124772_c1_g3_i1	NA	NA	NA	NA	NA	-0.537396176	NA	NA	0.245101149	Brain_mean	unbias
TRINITY_DN124776_c0_g4_i2	NA	NA	NA	NA	NA	0.242605899	NA	NA	0.165201058	G23_mean	unbias
TRINITY_DN124777_c0_g2_i1	NA	NA	NA	NA	NA	-0.007219062	NA	NA	0.243993126	G43_F_mean	unbias
TRINITY_DN124778_c3_g2_i3	NA	NA	NA	NA	NA	0.737485003	NA	NA	0.49709821	Brain_mean	unbias
TRINITY_DN124779_c1_g2_i2	NA	NA	NA	NA	NA	-0.47012084	NA	NA	0.316410469	Brain_mean	unbias
TRINITY_DN124782_c0_g3_i3	NA	NA	NA	NA	NA	0.134545155	NA	NA	0.163457951	G43_M_mean	unbias
TRINITY_DN124784_c1_g2_i1	NA	NA	NA	NA	NA	-0.086857887	NA	NA	0.571348829	Ovary_mean	unbias
TRINITY_DN124787_c0_g1_i3	NA	NA	NA	NA	NA	0.167148504	NA	NA	0.131395821	G43_M_mean	unbias
TRINITY_DN124787_c0_g2_i2	NA	NA	NA	NA	NA	-0.130498496	NA	NA	0.143691759	G43_M_mean	unbias
TRINITY_DN124788_c6_g1_i6	NA	NA	NA	NA	NA	-0.235970446	NA	NA	0.347297528	Brain_mean	unbias
TRINITY_DN124792_c0_g1_i1	NA	NA	NA	NA	NA	-1.171055169	NA	NA	0.476438406	G23_mean	unbias
TRINITY_DN124792_c0_g2_i1	NA	NA	NA	NA	NA	-0.152504075	NA	NA	0.29303272	G23_mean	unbias
TRINITY_DN124793_c7_g1_i1	NA	NA	NA	NA	NA	0.507304284	NA	NA	0.221433023	G43_M_mean	unbias
TRINITY_DN124801_c6_g3_i1	NA	NA	NA	NA	NA	-0.579474697	NA	NA	0.493868555	Ovary_mean	unbias
TRINITY_DN124806_c0_g1_i1	NA	NA	NA	NA	NA	0.624841323	NA	NA	0.797984274	Brain_mean	unbias
TRINITY_DN124806_c0_g2_i1	NA	NA	NA	NA	NA	-0.900232008	NA	NA	0.384470633	Ovary_mean	unbias
TRINITY_DN124806_c0_g5_i2	NA	NA	NA	NA	NA	-0.649577578	NA	NA	0.147325949	G43_F_mean	unbias
TRINITY_DN124807_c0_g1_i1	NA	NA	NA	NA	NA	-0.491817362	NA	NA	0.323213443	G23_mean	unbias
TRINITY_DN124809_c0_g2_i2	NA	NA	NA	NA	NA	-0.36976185	NA	NA	0.417006297	Brain_mean	unbias
TRINITY_DN124812_c0_g1_i2	NA	NA	NA	NA	NA	-0.203017366	NA	NA	0.423536887	Ovary_mean	unbias
TRINITY_DN124814_c0_g1_i1	NA	NA	NA	NA	NA	-0.673345418	NA	NA	0.609823403	Ovary_mean	unbias
TRINITY_DN124817_c8_g2_i5	NA	NA	NA	NA	NA	-0.619741443	NA	NA	0.425350088	Ovary_mean	unbias
TRINITY_DN124825_c0_g3_i2	NA	NA	NA	NA	NA	0.575821408	NA	NA	0.189818686	Brain_mean	unbias
TRINITY_DN124828_c1_g2_i1	NA	NA	NA	NA	NA	-0.272721672	NA	NA	0.216959642	Brain_mean	unbias
TRINITY_DN124829_c0_g2_i4	NA	NA	NA	NA	NA	0.545933894	NA	NA	0.421748175	G43_M_mean	unbias
TRINITY_DN124831_c8_g3_i6	NA	NA	NA	NA	NA	-0.101220294	NA	NA	0.276917662	Ovary_mean	unbias
TRINITY_DN124832_c10_g1_i1	NA	NA	NA	NA	NA	0.298512131	NA	NA	0.263597723	G23_mean	unbias
TRINITY_DN124833_c5_g1_i1	NA	NA	NA	NA	NA	0.407721683	NA	NA	0.325020902	Brain_mean	unbias
TRINITY_DN124835_c0_g1_i5	NA	NA	NA	NA	NA	-0.966132734	NA	NA	0.305766713	Ovary_mean	unbias
TRINITY_DN124837_c4_g4_i2	NA	NA	NA	NA	NA	0.309701908	NA	NA	0.199787861	G43_F_mean	unbias
TRINITY_DN124838_c3_g1_i1	NA	NA	NA	NA	NA	0.33127372	NA	NA	0.36694313	Brain_mean	unbias
TRINITY_DN124838_c4_g1_i1	NA	NA	NA	NA	NA	0.756950954	NA	NA	0.1572124	G43_M_mean	unbias
TRINITY_DN124853_c1_g1_i1	NA	NA	NA	NA	NA	-0.099495466	NA	NA	0.171636414	G27_mean	unbias
TRINITY_DN124855_c0_g5_i2	NA	NA	NA	NA	NA	-0.844208191	NA	NA	0.662011542	Ovary_mean	unbias
TRINITY_DN124855_c0_g7_i1	NA	NA	NA	NA	NA	-1.140221648	NA	NA	0.633284038	Ovary_mean	unbias
TRINITY_DN124857_c0_g2_i1	NA	NA	NA	NA	NA	0.758585807	NA	NA	0.603595081	Brain_mean	unbias
TRINITY_DN124860_c8_g1_i1	NA	NA	NA	NA	NA	-0.23265173	NA	NA	0.22412698	G23_mean	unbias
TRINITY_DN124865_c2_g1_i1	NA	NA	NA	NA	NA	-0.159003446	NA	NA	0.579808716	Ovary_mean	unbias
TRINITY_DN124875_c1_g1_i1	NA	NA	NA	NA	NA	0.07094521	NA	NA	0.485332075	Brain_mean	unbias
TRINITY_DN124879_c0_g1_i1	NA	NA	NA	NA	NA	0.050944697	NA	NA	0.636030015	Brain_mean	unbias
TRINITY_DN124880_c0_g1_i1	NA	NA	NA	NA	NA	-0.799244236	NA	NA	0.323560919	Brain_mean	unbias
TRINITY_DN124881_c0_g1_i1	NA	NA	NA	NA	NA	0.241741552	NA	NA	0.496354985	G23_mean	unbias
TRINITY_DN124884_c2_g1_i4	NA	NA	NA	NA	NA	-0.615208545	NA	NA	0.509317533	Brain_mean	unbias
TRINITY_DN124890_c0_g3_i1	NA	NA	NA	NA	NA	-0.054180828	NA	NA	0.310463042	Brain_mean	unbias
TRINITY_DN124893_c2_g2_i3	NA	NA	NA	NA	NA	0.278073199	NA	NA	0.453275713	Brain_mean	unbias
TRINITY_DN124894_c7_g3_i3	NA	NA	NA	NA	NA	-0.101620432	NA	NA	0.427213768	Brain_mean	unbias
TRINITY_DN124899_c2_g7_i4	NA	NA	NA	NA	NA	-0.513700244	NA	NA	0.249858929	Ovary_mean	unbias
TRINITY_DN124901_c2_g1_i1	NA	NA	NA	NA	NA	0.268329237	NA	NA	0.56203584	Brain_mean	unbias
TRINITY_DN124901_c4_g2_i5	NA	NA	NA	NA	NA	-0.593046873	NA	NA	0.376286026	Ovary_mean	unbias
TRINITY_DN124903_c5_g2_i1	NA	NA	NA	NA	NA	-0.303533272	NA	NA	0.202721031	Ovary_mean	unbias
TRINITY_DN124904_c0_g1_i2	NA	NA	NA	NA	NA	-0.525307502	NA	NA	0.506511516	Brain_mean	unbias
TRINITY_DN124908_c0_g3_i1	NA	NA	NA	NA	NA	0.037280676	NA	NA	0.461309131	G43_M_mean	unbias
TRINITY_DN124910_c0_g2_i1	NA	NA	NA	NA	NA	-0.36171475	NA	NA	0.27136676	Brain_mean	unbias
TRINITY_DN124910_c1_g1_i1	NA	NA	NA	NA	NA	-0.93772948	NA	NA	0.409380488	G43_M_mean	unbias
TRINITY_DN124911_c0_g2_i4	NA	NA	NA	NA	NA	0.390277589	NA	NA	0.307657719	Ovary_mean	unbias
TRINITY_DN124914_c10_g1_i1	NA	NA	NA	NA	NA	0.970456679	NA	NA	0.373606351	Testis_mean	unbias
TRINITY_DN124917_c0_g1_i1	NA	NA	NA	NA	NA	0.587690325	NA	NA	0.292659244	Brain_mean	unbias
TRINITY_DN124922_c6_g4_i2	NA	NA	NA	NA	NA	0.576915178	NA	NA	0.310447981	Brain_mean	unbias
TRINITY_DN124924_c1_g1_i1	NA	NA	NA	NA	NA	0.261508259	NA	NA	0.322999027	Brain_mean	unbias
TRINITY_DN124929_c0_g4_i8	NA	NA	NA	NA	NA	0.262726802	NA	NA	0.188120845	G43_M_mean	unbias
TRINITY_DN124932_c0_g2_i2	NA	NA	NA	NA	NA	-0.655087705	NA	NA	0.53273617	Brain_mean	unbias
TRINITY_DN124935_c0_g2_i1	NA	NA	NA	NA	NA	-0.124640122	NA	NA	0.569493614	G23_mean	unbias
TRINITY_DN124936_c2_g1_i2	NA	NA	NA	NA	NA	-1.362017212	NA	NA	0.531382511	Ovary_mean	unbias
TRINITY_DN124937_c1_g1_i1	NA	NA	NA	NA	NA	0.841073189	NA	NA	0.361703936	Testis_mean	unbias
TRINITY_DN124937_c1_g3_i7	NA	NA	NA	NA	NA	0.256926901	NA	NA	0.194190776	Ovary_mean	unbias
TRINITY_DN124937_c2_g3_i2	NA	NA	NA	NA	NA	0.228252488	NA	NA	0.299831129	Ovary_mean	unbias
TRINITY_DN124938_c6_g1_i1	NA	NA	NA	NA	NA	0.798101263	NA	NA	0.787457525	Brain_mean	unbias
TRINITY_DN124940_c8_g1_i2	NA	NA	NA	NA	NA	0.460439143	NA	NA	0.309176872	G31_mean	unbias
TRINITY_DN124943_c1_g1_i1	NA	NA	NA	NA	NA	-0.068105523	NA	NA	0.419613084	Ovary_mean	unbias
TRINITY_DN124944_c0_g1_i5	NA	NA	NA	NA	NA	-0.102363018	NA	NA	0.452954289	G27_mean	unbias
TRINITY_DN124946_c1_g1_i3	NA	NA	NA	NA	NA	0.767192519	NA	NA	0.236486829	Brain_mean	unbias
TRINITY_DN124946_c2_g2_i1	NA	NA	NA	NA	NA	-0.387470034	NA	NA	0.278673988	G46_F_mean	unbias
TRINITY_DN124950_c0_g1_i1	NA	NA	NA	NA	NA	-1.141385921	NA	NA	0.546069698	Liver_mean	unbias
TRINITY_DN124950_c0_g3_i1	NA	NA	NA	NA	NA	-1.484210784	NA	NA	0.538931748	Liver_mean	unbias
TRINITY_DN124957_c0_g1_i1	NA	NA	NA	NA	NA	1.466586136	NA	NA	0.385149898	G46_F_mean	unbias
TRINITY_DN124959_c1_g1_i1	NA	NA	NA	NA	NA	-1.146622535	NA	NA	0.341749806	Liver_mean	unbias
TRINITY_DN124959_c2_g11_i1	NA	NA	NA	NA	NA	-0.656316945	NA	NA	0.500739763	Brain_mean	unbias
TRINITY_DN124959_c2_g3_i1	NA	NA	NA	NA	NA	0.235784476	NA	NA	0.31920992	G27_mean	unbias
TRINITY_DN124959_c2_g4_i7	NA	NA	NA	NA	NA	0.16177751	NA	NA	0.267147685	Ovary_mean	unbias
TRINITY_DN124959_c3_g1_i1	NA	NA	NA	NA	NA	-0.14773405	NA	NA	0.195432443	Ovary_mean	unbias
TRINITY_DN124960_c0_g1_i2	NA	NA	NA	NA	NA	0.559812357	NA	NA	0.148273254	Testis_mean	unbias
TRINITY_DN124961_c0_g1_i1	NA	NA	NA	NA	NA	0.432784104	NA	NA	0.18545569	G46_M_mean	unbias
TRINITY_DN124964_c4_g3_i6	NA	NA	NA	NA	NA	0.335821774	NA	NA	0.70259244	Brain_mean	unbias
TRINITY_DN124969_c0_g2_i1	NA	NA	NA	NA	NA	-0.703824358	NA	NA	0.586548003	Ovary_mean	unbias
TRINITY_DN124971_c4_g1_i2	NA	NA	NA	NA	NA	0.974946396	NA	NA	0.632496111	Brain_mean	unbias
TRINITY_DN124972_c0_g1_i2	NA	NA	NA	NA	NA	0.080909242	NA	NA	0.260918834	Ovary_mean	unbias
TRINITY_DN124973_c0_g2_i6	NA	NA	NA	NA	NA	0.093830328	NA	NA	0.136354401	Ovary_mean	unbias
TRINITY_DN124974_c5_g2_i1	NA	NA	NA	NA	NA	0.203951643	NA	NA	0.469529107	G23_mean	unbias
TRINITY_DN124976_c0_g1_i3	NA	NA	NA	NA	NA	-0.558678397	NA	NA	0.316139275	Liver_mean	unbias
TRINITY_DN124978_c5_g1_i1	NA	NA	NA	NA	NA	0.221061946	NA	NA	0.154240801	G43_M_mean	unbias
TRINITY_DN124980_c0_g1_i1	NA	NA	NA	NA	NA	-0.005340261	NA	NA	0.413769422	Ovary_mean	unbias
TRINITY_DN124981_c0_g1_i6	NA	NA	NA	NA	NA	0.894200338	NA	NA	0.283858231	G43_F_mean	unbias
TRINITY_DN124983_c3_g1_i1	NA	NA	NA	NA	NA	-0.269645127	NA	NA	0.432773361	G46_M_mean	unbias
TRINITY_DN124983_c6_g1_i1	NA	NA	NA	NA	NA	0.399466926	NA	NA	0.26876201	Brain_mean	unbias
TRINITY_DN124983_c6_g4_i1	NA	NA	NA	NA	NA	0.313366643	NA	NA	0.261082861	Ovary_mean	unbias
TRINITY_DN124983_c6_g5_i1	NA	NA	NA	NA	NA	-0.261461978	NA	NA	0.199647679	Ovary_mean	unbias
TRINITY_DN124984_c2_g1_i1	NA	NA	NA	NA	NA	0.877491474	NA	NA	0.539556027	Brain_mean	unbias
TRINITY_DN124985_c3_g1_i1	NA	NA	NA	NA	NA	-1.027652196	NA	NA	0.268291675	G43_F_mean	unbias
TRINITY_DN124986_c0_g1_i1	NA	NA	NA	NA	NA	0.443808511	NA	NA	0.412836447	G23_mean	unbias
TRINITY_DN124988_c3_g1_i2	NA	NA	NA	NA	NA	-0.303410104	NA	NA	0.499872751	Brain_mean	unbias
TRINITY_DN124991_c2_g3_i3	NA	NA	NA	NA	NA	0.306249407	NA	NA	0.403317031	G23_mean	unbias
TRINITY_DN124993_c2_g1_i4	NA	NA	NA	NA	NA	-0.155090765	NA	NA	0.384447532	Brain_mean	unbias
TRINITY_DN124993_c2_g3_i1	NA	NA	NA	NA	NA	-1.734900829	NA	NA	0.759452782	Brain_mean	unbias
TRINITY_DN124993_c2_g5_i4	NA	NA	NA	NA	NA	-0.21939983	NA	NA	0.264212338	Ovary_mean	unbias
TRINITY_DN124994_c1_g2_i2	NA	NA	NA	NA	NA	1.100352919	NA	NA	0.608398625	Brain_mean	unbias
TRINITY_DN124994_c5_g1_i1	NA	NA	NA	NA	NA	-0.409500816	NA	NA	0.606268405	Brain_mean	unbias
TRINITY_DN124997_c9_g3_i1	NA	NA	NA	NA	NA	-1.130785766	NA	NA	0.697683267	Ovary_mean	unbias
TRINITY_DN124997_c9_g4_i3	NA	NA	NA	NA	NA	-0.168035268	NA	NA	0.390856692	Ovary_mean	unbias
TRINITY_DN125000_c5_g7_i1	NA	NA	NA	NA	NA	-0.860294584	NA	NA	0.515969511	Ovary_mean	unbias
TRINITY_DN125001_c0_g1_i2	NA	NA	NA	NA	NA	-0.132332824	NA	NA	0.222199738	Brain_mean	unbias
TRINITY_DN125002_c0_g1_i1	NA	NA	NA	NA	NA	0.790975544	NA	NA	0.413174553	Testis_mean	unbias
TRINITY_DN125006_c1_g1_i6	NA	NA	NA	NA	NA	0.470237904	NA	NA	0.354690764	Ovary_mean	unbias
TRINITY_DN125006_c1_g7_i3	NA	NA	NA	NA	NA	0.413789576	NA	NA	0.741711836	Brain_mean	unbias
TRINITY_DN125008_c2_g1_i3	NA	NA	NA	NA	NA	0.358016412	NA	NA	0.170042237	G46_M_mean	unbias
TRINITY_DN125008_c4_g4_i2	NA	NA	NA	NA	NA	1.361324286	NA	NA	0.351177068	Testis_mean	unbias
TRINITY_DN125014_c0_g1_i2	NA	NA	NA	NA	NA	1.110705449	NA	NA	0.30190329	Brain_mean	unbias
TRINITY_DN125015_c6_g1_i1	NA	NA	NA	NA	NA	0.661680963	NA	NA	0.27891016	Brain_mean	unbias
TRINITY_DN125015_c6_g2_i1	NA	NA	NA	NA	NA	0.544058496	NA	NA	0.261021585	G43_M_mean	unbias
TRINITY_DN125018_c0_g1_i1	NA	NA	NA	NA	NA	-0.563576396	NA	NA	0.516460151	Ovary_mean	unbias
TRINITY_DN125021_c5_g6_i1	NA	NA	NA	NA	NA	-0.161099885	NA	NA	0.491940912	Brain_mean	unbias
TRINITY_DN125022_c1_g3_i3	NA	NA	NA	NA	NA	-0.452419987	NA	NA	0.801410141	Ovary_mean	unbias
TRINITY_DN125025_c0_g1_i2	NA	NA	NA	NA	NA	-0.60415139	NA	NA	0.684088448	G46_F_mean	unbias
TRINITY_DN125028_c1_g1_i1	NA	NA	NA	NA	NA	-0.775235541	NA	NA	0.345061501	G43_M_mean	unbias
TRINITY_DN125029_c1_g1_i2	NA	NA	NA	NA	NA	0.54879426	NA	NA	0.112452107	G46_F_mean	unbias
TRINITY_DN125030_c1_g1_i1	NA	NA	NA	NA	NA	1.044330942	NA	NA	0.531959595	Liver_mean	unbias
TRINITY_DN125031_c0_g1_i1	NA	NA	NA	NA	NA	-0.135867433	NA	NA	0.190854878	Ovary_mean	unbias
TRINITY_DN125032_c6_g4_i1	NA	NA	NA	NA	NA	0.014784624	NA	NA	0.300530391	Liver_mean	unbias
TRINITY_DN125034_c1_g1_i1	NA	NA	NA	NA	NA	0.984557952	NA	NA	0.385316921	G43_M_mean	unbias
TRINITY_DN125034_c2_g2_i3	NA	NA	NA	NA	NA	-0.834799744	NA	NA	0.22153142	Brain_mean	unbias
TRINITY_DN125035_c2_g4_i1	NA	NA	NA	NA	NA	0.287810222	NA	NA	0.211575143	Ovary_mean	unbias
TRINITY_DN125035_c3_g3_i1	NA	NA	NA	NA	NA	-0.237692416	NA	NA	0.235749492	Brain_mean	unbias
TRINITY_DN125036_c0_g1_i1	NA	NA	NA	NA	NA	0.409247656	NA	NA	0.511916303	Brain_mean	unbias
TRINITY_DN125036_c1_g1_i3	NA	NA	NA	NA	NA	0.985449969	NA	NA	0.578282094	Brain_mean	unbias
TRINITY_DN125036_c1_g3_i1	NA	NA	NA	NA	NA	1.342075528	NA	NA	0.531047335	Brain_mean	unbias
TRINITY_DN125036_c2_g1_i1	NA	NA	NA	NA	NA	0.494508206	NA	NA	0.173309548	Brain_mean	unbias
TRINITY_DN125036_c2_g3_i1	NA	NA	NA	NA	NA	0.525674582	NA	NA	0.325095313	Brain_mean	unbias
TRINITY_DN125038_c2_g1_i2	NA	NA	NA	NA	NA	-0.608310821	NA	NA	0.404631966	G43_M_mean	unbias
TRINITY_DN125039_c0_g1_i2	NA	NA	NA	NA	NA	0.649900791	NA	NA	0.431538378	Brain_mean	unbias
TRINITY_DN125040_c2_g1_i2	NA	NA	NA	NA	NA	-0.670626329	NA	NA	0.448943225	Ovary_mean	unbias
TRINITY_DN125041_c2_g5_i1	NA	NA	NA	NA	NA	0.129394513	NA	NA	0.112031717	G23_mean	unbias
TRINITY_DN125043_c0_g3_i5	NA	NA	NA	NA	NA	1.027843108	NA	NA	0.597986072	Brain_mean	unbias
TRINITY_DN125044_c1_g1_i7	NA	NA	NA	NA	NA	0.144806181	NA	NA	0.231687624	G43_M_mean	unbias
TRINITY_DN125054_c2_g2_i3	NA	NA	NA	NA	NA	0.206302939	NA	NA	0.092728437	Brain_mean	unbias
TRINITY_DN125055_c5_g2_i1	NA	NA	NA	NA	NA	0.00110025	NA	NA	0.453061341	G43_M_mean	unbias
TRINITY_DN125060_c0_g2_i4	NA	NA	NA	NA	NA	0.245852217	NA	NA	0.275995976	G23_mean	unbias
TRINITY_DN125062_c0_g1_i2	NA	NA	NA	NA	NA	-0.258285785	NA	NA	0.316775054	Ovary_mean	unbias
TRINITY_DN125064_c0_g2_i3	NA	NA	NA	NA	NA	0.57266117	NA	NA	0.23424156	Testis_mean	unbias
TRINITY_DN125077_c6_g1_i1	NA	NA	NA	NA	NA	0.915222368	NA	NA	0.248099682	G43_M_mean	unbias
TRINITY_DN125079_c0_g1_i13	NA	NA	NA	NA	NA	-0.117665441	NA	NA	0.212980363	Brain_mean	unbias
TRINITY_DN125080_c1_g1_i4	NA	NA	NA	NA	NA	0.856598603	NA	NA	0.260328299	G31_mean	unbias
TRINITY_DN125081_c0_g1_i3	NA	NA	NA	NA	NA	-0.204218966	NA	NA	0.298950184	Ovary_mean	unbias
TRINITY_DN125083_c0_g1_i2	NA	NA	NA	NA	NA	0.032794019	NA	NA	0.394581934	Ovary_mean	unbias
TRINITY_DN125092_c6_g5_i2	NA	NA	NA	NA	NA	0.328727716	NA	NA	0.331449693	Ovary_mean	unbias
TRINITY_DN125093_c0_g5_i1	NA	NA	NA	NA	NA	0.26762737	NA	NA	0.379461458	G43_M_mean	unbias
TRINITY_DN125098_c0_g1_i4	NA	NA	NA	NA	NA	1.310557267	NA	NA	0.371042529	G43_F_mean	unbias
TRINITY_DN125101_c0_g2_i3	NA	NA	NA	NA	NA	-0.718308326	NA	NA	0.291555575	Ovary_mean	unbias
TRINITY_DN125106_c2_g1_i3	NA	NA	NA	NA	NA	-0.435217641	NA	NA	0.428371058	Brain_mean	unbias
TRINITY_DN125114_c0_g1_i2	NA	NA	NA	NA	NA	-0.550181086	NA	NA	0.379048244	Ovary_mean	unbias
TRINITY_DN125115_c2_g1_i1	NA	NA	NA	NA	NA	-0.460479546	NA	NA	0.470093822	Brain_mean	unbias
TRINITY_DN125115_c2_g2_i2	NA	NA	NA	NA	NA	0.573571868	NA	NA	0.472009081	Brain_mean	unbias
TRINITY_DN125118_c0_g1_i2	NA	NA	NA	NA	NA	-0.183805717	NA	NA	0.149207533	Brain_mean	unbias
TRINITY_DN125120_c0_g1_i2	NA	NA	NA	NA	NA	0.774700678	NA	NA	0.400294944	G46_M_mean	unbias
TRINITY_DN125120_c0_g2_i2	NA	NA	NA	NA	NA	0.712126349	NA	NA	0.386950695	G46_M_mean	unbias
TRINITY_DN125121_c2_g1_i1	NA	NA	NA	NA	NA	1.189144013	NA	NA	0.326138016	G23_mean	unbias
TRINITY_DN125121_c2_g3_i2	NA	NA	NA	NA	NA	-0.714758342	NA	NA	0.33600164	Ovary_mean	unbias
TRINITY_DN125127_c2_g2_i1	NA	NA	NA	NA	NA	0.016303442	NA	NA	0.519899806	Ovary_mean	unbias
TRINITY_DN125129_c1_g1_i1	NA	NA	NA	NA	NA	0.411494006	NA	NA	0.284944184	Brain_mean	unbias
TRINITY_DN125132_c1_g2_i5	NA	NA	NA	NA	NA	0.0026188	NA	NA	0.165427892	Ovary_mean	unbias
TRINITY_DN125133_c0_g1_i3	NA	NA	NA	NA	NA	-0.603282011	NA	NA	0.737350312	Ovary_mean	unbias
TRINITY_DN125134_c9_g1_i2	NA	NA	NA	NA	NA	-0.51144487	NA	NA	0.270972608	Ovary_mean	unbias
TRINITY_DN125136_c4_g1_i2	NA	NA	NA	NA	NA	-0.461159478	NA	NA	0.277393298	Ovary_mean	unbias
TRINITY_DN125137_c0_g1_i9	NA	NA	NA	NA	NA	0.086080869	NA	NA	0.269868798	Brain_mean	unbias
TRINITY_DN125138_c7_g2_i1	NA	NA	NA	NA	NA	-0.334722208	NA	NA	0.220736674	Liver_mean	unbias
TRINITY_DN125138_c7_g4_i2	NA	NA	NA	NA	NA	-0.155439371	NA	NA	0.263711075	Ovary_mean	unbias
TRINITY_DN125148_c0_g1_i3	NA	NA	NA	NA	NA	0.425822502	NA	NA	0.109582537	Brain_mean	unbias
TRINITY_DN125149_c0_g2_i9	NA	NA	NA	NA	NA	0.001826582	NA	NA	0.178731048	G43_M_mean	unbias
