"gid"	"gname"	"chr"	"start"	"end"	"logCPM"	"logFC.M46.SR46"	"PV.M46.SR46"	"FDR.M46.SR46"	"Am2_463"	"Am4_461"	"Am5_461"	"Am6_462"	"ratio"
"16738"	"TRINITY_DN131891_c0_g1_i2"	"actn1"	"Chr08"	89336414	89336414	4.10328378313324	-0.182299815973752	0.708055475765595	0.999996699921271	3.58036510722871	4.65033805335323	4.23736590598496	3.66985813157345	0.965749626629305
"16751"	"TRINITY_DN131897_c0_g1_i1"	"ppp1r12c-like"	"Chr07"	95988859	95988859	2.62862635368857	-0.374927027245517	0.42449955377045	0.999996699921271	2.39033169875879	2.63352734727207	2.8964649870337	2.53627755977198	0.942594288511541
"16759"	"TRINITY_DN131903_c0_g4_i1"	"ddit3"	"Chr02"	137354122	137354122	3.92809691836012	0.911110769695681	0.0790140169851942	0.999996699921271	3.66770834715755	3.73526270085918	3.20238126324815	4.68027365828298	1.12026164495365
"16761"	"TRINITY_DN131905_c1_g1_i1"	"cdc73"	"Chr04"	103623641	103623641	1.17363807856929	-0.0402110480564037	0.947742088606718	0.999996699921271	1.46165680506275	1.06072263444514	1.20315244963437	0.943815459418791	0.99018185161325
"16763"	"TRINITY_DN131905_c3_g2_i1"	"LOC100127579"	"Chr10"	36243271	36243271	1.89913966788121	-0.0863548165414697	0.877516248925885	0.999996699921271	2.26522246123273	1.84797982294174	1.96172375411508	1.42033770259791	0.979153090358491
"16770"	"TRINITY_DN131907_c0_g17_i2"	"mid1ip1"	"Chr02"	71169532	71169532	1.93265162955625	1.62920091363762	0.0421106314638897	0.999996699921271	2.52117280450832	2.71314637818475	0.622164003115268	0.629634044066686	1.31111964174318
"16774"	"TRINITY_DN131910_c0_g2_i3"	"gatsl1"	"Chr02"	96513237	96513237	0.829501301612131	-1.14264205074488	0.0999650704116797	0.999996699921271	-0.171621428381782	-0.00795491710130809	1.55234015266507	1.12902860771093	0.762930456514646
"16775"	"TRINITY_DN131911_c1_g1_i1"	"atp6v1g2"	"Chr08"	53732027	53732027	3.509901771034	0.336466994436385	0.44657821152845	0.999996699921271	3.33562906734337	3.57826957555547	3.25347665529903	3.80421592404118	1.04617001110462
"16776"	"TRINITY_DN131911_c1_g2_i2"	"zc3h10"	"Chr02"	134369885	134369885	5.37320652577727	0.748066913295947	0.121865498503742	0.999996699921271	4.92490620172687	5.73551318992512	4.78080063025405	5.7704869446337	1.0824695903951
"16781"	"TRINITY_DN131915_c0_g1_i1"	"mllt6"	"Chr10"	4404205	4404205	4.40692000571162	0.310083325984218	0.444417477339283	0.999996699921271	4.34770981875861	4.5606289757252	4.16981443362231	4.51671574452284	1.03897614298062
"16790"	"TRINITY_DN131926_c1_g3_i1"	"gpr160"	"Chr05"	107835197	107835197	0.911277909901339	0.0392144564131058	0.958148915921025	0.999996699921271	0.334710582069217	1.65179434270656	0.87801222914017	0.27307393605208	0.972499043924521
"16792"	"TRINITY_DN131927_c4_g1_i1"	"lrrc69"	"Chr06"	111788725	111788725	4.55656233089601	-0.097523536216691	0.802614495740049	0.999996699921271	4.64897374545146	4.44411922877422	4.6284845546627	4.4952040065655	0.988050443918563
"16799"	"TRINITY_DN131932_c1_g11_i1"	"mob1b"	"Chr01"	69566339	69566339	4.55687473128095	0.0747062933176113	0.85147119993789	0.999996699921271	4.38684842110883	4.59045337777655	4.50108430364742	4.72613688699245	1.00817572299731
"16800"	"TRINITY_DN131932_c1_g15_i1"	"snx12"	"Chr08"	23417049	23417049	0.454983601211218	0.361344987747441	0.628802320858257	0.999996699921271	-0.171621428381782	0.764412892128782	0.19026081266137	0.763621505590109	1.06800276382071
"16805"	"TRINITY_DN131939_c0_g2_i2"	"slc2a2"	"Chr05"	107483881	107483881	1.31124675034481	-0.666200550490713	0.304265305256433	0.999996699921271	1.61603372669113	0.269936128361787	1.76447604235458	1.20166220613073	0.864471931360136
"16811"	"TRINITY_DN131943_c0_g1_i2"	"mfsd7"	"Chr01"	98607651	98607651	2.218620133411	-0.00129750304051328	0.998079975359117	0.999996699921271	1.75547657246024	2.57505848858747	2.21986896956311	2.18861085610437	0.992038146400307
"16817"	"TRINITY_DN131949_c2_g4_i1"	"mxra8"	"Chr07"	70033993	70033993	4.19497015186601	-0.211409743603281	0.600187451352116	0.999996699921271	4.17462447237818	4.24152098059578	4.34964084159781	3.98999251420778	0.97325192733477
"16829"	"TRINITY_DN131958_c0_g1_i5"	"r3hdm1-like"	"Chr09"	78760301	78760301	0.753597865476431	0.181427492541925	0.793381320003333	0.999996699921271	0.652776631088626	1.22183884051293	0.622164003115268	0.360271041825368	1.02867188945588
"16831"	"TRINITY_DN131961_c0_g1_i3"	"psma2"	"Chr06"	66010297	66010297	3.47152100903684	0.0932196914063663	0.827663446540432	0.999996699921271	3.62469761502343	3.38759502301479	3.40126535027399	3.46380141544382	1.01285277296994
"16835"	"TRINITY_DN131963_c0_g1_i1"	"utp20"	"Chr03"	39278463	39278463	3.11722805909491	-0.0135305004512056	0.975633655484502	0.999996699921271	2.99641881761677	3.29747416771185	3.12766405835431	3.02410840861751	0.996808722555438
"16846"	"TRINITY_DN131972_c3_g4_i3"	"best3"	"Chr03"	49738460	49738460	4.47154358243184	0.0887042983757893	0.82504530511421	0.999996699921271	4.457999386319	4.6340648751046	4.40492479803308	4.3747214065481	1.01041501775213
"16854"	"TRINITY_DN131976_c7_g1_i2"	"mdh1"	"Chr05"	28656970	28656970	3.8799793892603	-0.522857614225347	0.273751605359002	0.999996699921271	4.29838532028703	3.12770787024873	4.25000163731417	3.52641138631984	0.924258827822948
"16855"	"TRINITY_DN131977_c9_g1_i3"	"car15"	"Chr01"	144942381	144942381	3.09832264086646	-0.56175900468985	0.188974641409949	0.999996699921271	2.9154583492363	2.9219236136782	3.49341640973263	2.96968643158409	0.922041252736823
"16865"	"TRINITY_DN131988_c1_g2_i1"	"ube2t-like"	"Chr02"	64293531	64293531	3.35611470264864	0.169362063775598	0.72005960059289	0.999996699921271	3.58784910934241	2.85329121393387	3.2281551507571	3.6309342009542	1.01875533489181
"16872"	"TRINITY_DN131995_c1_g1_i1"	"LOC100485774"	"Chr05"	85023526	85023526	2.84150058562566	-0.518854597038944	0.243284822710688	0.999996699921271	2.58239681414826	2.7663755560423	3.20757300864478	2.72058921255811	0.924612074297505
"16897"	"TRINITY_DN132023_c0_g1_i1"	"depdc7"	"Chr04"	9338168	9338168	3.87279319725156	-0.0723172974395466	0.871264454071094	0.999996699921271	3.35330169052687	3.88717205357675	3.92705590152383	4.19366059093996	0.984754702525065
"16902"	"TRINITY_DN132030_c0_g1_i2"	"hapln3"	"Chr03"	99845585	99845585	1.15015584753389	-0.669231990661398	0.286015872150336	0.999996699921271	0.404181312530233	1.36675596660918	1.60049717908919	0.886215775713954	0.864141612381543
"16911"	"TRINITY_DN132036_c3_g5_i2"	"cacng7"	"Chr07"	108251132	108251132	4.29443401850048	-0.257094356930835	0.509695456404341	0.999996699921271	4.19926370068525	4.18399681647664	4.48192989133197	4.29119639640302	0.968424142831691
"16912"	"TRINITY_DN132036_c3_g7_i8"	"zbtb40"	"Chr07"	69110847	69110847	5.98204135261226	0.0616699787909733	0.885357692441904	0.999996699921271	6.0851616836473	5.91375666880538	5.93556927105554	5.98802458387246	1.00626058867665
"16931"	"TRINITY_DN132048_c0_g1_i1"	"cptp"	"Chr07"	69936849	69936849	4.33070578146685	-0.404248587523992	0.316561746987348	0.999996699921271	4.47827533556299	4.13857582322372	4.62072167084132	4.00020993166287	0.94988372533261
"16933"	"TRINITY_DN132051_c3_g1_i1"	"LOC100485269"	"Chr03"	112449968	112449968	0.511306252251018	-0.0224920228605576	0.973692731152215	0.999996699921271	0.261724612501391	0.572817291617679	0.525697196959408	0.629634044066686	0.991009349707936
"16936"	"TRINITY_DN132051_c6_g2_i1"	"mbtps2"	"Chr02"	41169168	41169168	2.65872008647507	0.124454383294419	0.811605022876419	0.999996699921271	3.13568916195222	2.38392964155554	2.56547936300064	2.43948136275052	1.01406221082666
"16947"	"TRINITY_DN132057_c6_g3_i1"	"rad50-like"	"Chr03"	27722828	27722828	1.35118759424197	0.0366679516629902	0.954552634109433	0.999996699921271	0.762661645306556	1.28573645596738	1.3228098175704	1.80926688009679	0.992591286554696
"16964"	"TRINITY_DN132072_c3_g1_i1"	"klf13"	"Chr03"	87113687	87113687	2.93424806350421	0.0251452277592937	0.95567060115244	0.999996699921271	2.92730602738865	2.89486117952592	2.9156260267281	2.99715402110725	1.0036719087728
"16967"	"TRINITY_DN132073_c1_g2_i1"	"pcnxl4"	"Chr08"	82445145	82445145	3.14041392228521	-0.318025274447972	0.462647807754357	0.999996699921271	3.12544059149232	2.80322880588903	3.36919220387281	3.20577942023478	0.953857707218488
"16977"	"TRINITY_DN132079_c8_g3_i1"	"arhgap17-like"	"Chr09"	14157183	14157183	0.104338947555884	-0.211956293601905	0.81068220881989	0.999996699921271	-1.6085660729931	0.0907436711361997	0.231622029374619	0.698182693835483	0.870300141797392
"16978"	"TRINITY_DN132082_c1_g1_i1"	"hmp19"	"Chr03"	33482644	33482644	3.07160677053668	1.32104705668923	0.0742686692786912	0.999996699921271	1.99946316317405	4.19513209097706	1.9981320139605	2.8467375574337	1.17947931728464
"16990"	"TRINITY_DN132095_c9_g5_i2"	"lhx5"	"Chr01"	133703288	133703288	1.87045391079022	-0.249791006200799	0.712667265124301	0.999996699921271	0.762661645306556	2.58355766524537	2.04528974637561	1.42033770259791	0.920007498917671
"16996"	"TRINITY_DN132098_c0_g3_i1"	"denr"	"Chr01"	152957959	152957959	0.438814504535471	0.121211152841648	0.874397668007214	0.999996699921271	0.103644451427006	1.06072263444514	0.34903386091118	-0.0818056438715993	1.00294780551425
"16999"	"TRINITY_DN132102_c2_g4_i4"	"ddx17"	"Chr04"	110156361	110156361	4.10349268174262	-0.327184783035538	0.403184502029468	0.999996699921271	4.04469097518704	4.06157366457384	4.34021732259407	3.93424278043272	0.959165391103404
"17025"	"TRINITY_DN132124_c3_g1_i7"	"LOC100492318"	"Chr03"	121826014	121826014	1.05976603154241	-1.02122139494367	0.131640701409462	0.999996699921271	0.96011966415274	1.15497948755003	1.72157075667751	-0.265442683579081	0.794693348105393
"17029"	"TRINITY_DN132126_c1_g8_i2"	"slc16a7"	"Chr03"	53593983	53593983	6.41853633220984	0.098393163517202	0.828233307596963	0.999996699921271	6.23924270915751	6.47771446692115	6.3442602980111	6.58827861205885	1.00907731563588
"17030"	"TRINITY_DN132127_c0_g2_i2"	"arl14"	"Chr05"	103394813	103394813	4.18836591250179	0.141521078427744	0.743250576837837	0.999996699921271	3.91978833898183	4.52135444878235	4.08208271105555	4.15759888795537	1.01517511970031
"17039"	"TRINITY_DN132134_c7_g3_i2"	"dnajc11"	"Chr07"	91501194	91501194	3.34972317644134	0.175905167664747	0.716001873520973	0.999996699921271	2.76513427064762	3.57401064082376	3.21790078366206	3.66558474908051	1.0170105651503
"17040"	"TRINITY_DN132137_c1_g2_i1"	"lgals8"	"Chr05"	51734789	51734789	1.95079235124903	-0.381620502255408	0.454294260124221	0.999996699921271	1.97683962743609	1.68376823421084	2.21986896956311	1.86995668438358	0.93600166209166
"17043"	"TRINITY_DN132139_c5_g1_i3"	"gatc-like"	"Chr01"	143203540	143203540	4.71205855836035	-0.432954286522028	0.261500804140042	0.999996699921271	4.7854130762534	4.44645087360289	5.02237589885682	4.52145288173022	0.949564380360838
"17044"	"TRINITY_DN132139_c5_g2_i1"	"galk2"	"Chr03"	94251917	94251917	5.31342529724131	-0.0463460532693104	0.908628773838496	0.999996699921271	5.253748862585	5.38548548549206	5.3480164142336	5.26163038894372	0.994702008703321
"17048"	"TRINITY_DN132140_c14_g3_i1"	"LOC101733578"	"Chr06"	129294244	129294244	4.16603266430244	-0.251236215203623	0.539963264135844	0.999996699921271	3.88982735680691	4.04935372500726	4.34964084159781	4.32139085877817	0.967194515701751
"17054"	"TRINITY_DN132144_c7_g6_i2"	"LOC101730994"	"Chr07"	20533759	20533759	9.16064047424151	0.230386541726124	0.667180032597226	0.999996699921271	9.5811773009392	8.66846776519169	8.98452852568348	9.25244300435329	1.01445873280636
"17060"	"TRINITY_DN132148_c8_g2_i1"	"gas6"	"Chr02"	108648079	108648079	7.05092778321833	0.291144647862816	0.546311560982342	0.999996699921271	7.08365976096616	7.12491328427809	6.82743230158368	7.14587243920059	1.02771855200005
"17061"	"TRINITY_DN132148_c8_g5_i2"	"por-like"	"Chr02"	89680638	89680638	3.76659205398314	-0.093808841350847	0.821365620024089	0.999996699921271	3.65351343534281	3.84537669219686	3.8361234076426	3.72017510297283	0.987136573909444
"17062"	"TRINITY_DN132149_c0_g1_i1"	"bloc1s1"	"Chr02"	133827050	133827050	1.67577673550634	-0.0225607931860336	0.96729073529019	0.999996699921271	1.52540317751276	1.63553767553927	1.69224154158805	1.82468035179417	0.994326907135442
"17067"	"TRINITY_DN132152_c3_g2_i3"	"ing2"	"Chr01"	35947272	35947272	4.63066393278835	-0.04831074050152	0.900625461100105	0.999996699921271	4.58683744543805	4.71945098629792	4.66668450795376	4.54257959291107	0.993948269187751
"17068"	"TRINITY_DN132153_c9_g1_i5"	"vwa7"	"Chr08"	52830489	52830489	5.4086429438169	-0.350292262665476	0.404139335476124	0.999996699921271	5.25609940611471	5.58808389999302	5.6625479690221	5.04020512740613	0.960555449784218
"17074"	"TRINITY_DN132158_c0_g1_i1"	"uvrag"	"Chr02"	169458915	169458915	1.50723366245129	0.0770430841148985	0.894730267266575	0.999996699921271	1.32503601312441	1.74566558226569	1.45091764230344	1.46035926753081	1.01162759715191
"17075"	"TRINITY_DN132158_c1_g2_i9"	"hnrpk"	"Chr01"	122027702	122027702	0.131751750723338	0.233293939747325	0.761159934391986	0.999996699921271	-0.38945568636094	0.351822987013316	-0.0364545480694668	0.401969722140566	1.0435675977645
"17079"	"TRINITY_DN132161_c1_g3_i1"	"tpbg"	"Chr05"	80431364	80431364	3.74922254935743	-0.136572906105428	0.740595891660353	0.999996699921271	3.76993898345803	3.62841960105011	3.84946996468809	3.74063337215422	0.981828318765755
"17082"	"TRINITY_DN132163_c5_g4_i2"	"obfc1"	"Chr07"	19734649	19734649	4.07446547796988	-0.118136611257636	0.766081720683505	0.999996699921271	3.97219836825409	4.03082752335829	4.16181252184158	4.12373128857068	0.984715916572427
"17086"	"TRINITY_DN132164_c0_g1_i2"	"foxc1"	"Chr06"	51752878	51752878	6.73899115275448	-0.544806174422561	0.260268539183655	0.999996699921271	6.89066213679806	6.08963799225976	7.12672518424925	6.65500535068302	0.946083271792399
"17090"	"TRINITY_DN132170_c8_g6_i1"	"LOC101734368"	"Chr02"	52886226	52886226	2.79066652782588	0.550471090715198	0.289879769276296	0.999996699921271	2.81700226667028	3.30263133817168	2.36632962818114	2.48869111467816	1.08347576070111
"17091"	"TRINITY_DN132171_c0_g1_i13"	"rbp5-like"	"Chr07"	936352	936352	2.95459422144437	-0.128915433496356	0.771940102979994	0.999996699921271	2.93905720218511	2.85329121393387	3.04886488036231	2.96968643158409	0.980894982458819
"17097"	"TRINITY_DN132175_c4_g1_i1"	"slc44a1-like"	"Chr01"	107969922	107969922	0.29163974315221	0.392902063235525	0.591656944393079	0.999996699921271	0.334710582069217	0.311460463345985	0.0118284471772275	0.48191675533414	1.09916861457036
"17108"	"TRINITY_DN132180_c9_g5_i6"	"lmbr1"	"Chr06"	9548288	9548288	5.62294883991137	-0.468437617663655	0.275067976667874	0.999996699921271	5.06823457170565	5.68900954383647	5.9588467752013	5.63498182179918	0.948566099842953
"17111"	"TRINITY_DN132181_c6_g2_i1"	"osbpl9"	"Chr04"	86227980	86227980	2.48480720160422	0.0154760090061416	0.975426215749826	0.999996699921271	2.32017429062381	2.34446771184203	2.47365411939445	2.75317537283635	0.999829105814163
"17112"	"TRINITY_DN132182_c4_g1_i3"	"c5orf30"	"Chr01"	137228297	137228297	5.82960632252513	-0.186999803021377	0.653668783345095	0.999996699921271	5.78984729883429	5.85529283109822	5.9672886264561	5.69177127766658	0.980440576352967
"17118"	"TRINITY_DN132188_c2_g1_i2"	"prmt6"	"Chr04"	100514827	100514827	1.93269988145086	-0.351943487809968	0.607221268141653	0.999996699921271	0.652776631088626	2.64980655572109	2.1781644859337	1.46035926753081	0.898864630975442
"17127"	"TRINITY_DN132195_c1_g1_i1"	"klhl17-like"	"Chr07"	79904987	79904987	9.21192348767728	-0.0329819346697008	0.945708689306122	0.999996699921271	9.27011344442404	9.09598995431064	9.23658312836011	9.2388444738411	0.997291382790178
"17137"	"TRINITY_DN132202_c1_g1_i1"	"dna2"	"Chr07"	32127864	32127864	1.81573563992226	0.374674540610459	0.533987618399288	0.999996699921271	2.40735063734468	1.76073369738633	1.5359238450211	1.37917415105627	1.06026250110918
"17145"	"TRINITY_DN132204_c3_g1_i2"	"slc26a1"	"Chr01"	90427648	90427648	1.58152629006095	-0.377993999289491	0.50823879724899	0.999996699921271	1.70130580009328	1.06072263444514	1.84663852139019	1.61018878898638	0.929324867257304
"17150"	"TRINITY_DN132208_c6_g4_i1"	"cd3e"	"Chr07"	84898411	84898411	6.88518119853	2.26514543422306	0.0545402000975469	0.999996699921271	5.27244684551413	8.54048616568439	4.9405533207534	4.95172073553571	1.15280672111498
"17155"	"TRINITY_DN132213_c3_g2_i1"	"mcm5"	"Chr04"	105634772	105634772	2.87964401472668	0.156855206102287	0.737874411799763	0.999996699921271	3.05158667864836	3.02536570729029	2.76177666828023	2.64446242837922	1.02263321810544
"17161"	"TRINITY_DN132218_c3_g4_i2"	"rac2"	"Chr04"	112690763	112690763	6.88253190731087	-0.203445381334237	0.661678896495715	0.999996699921271	6.85388935551948	6.7937891524199	7.03223073737219	6.83845306782471	0.980966867272494
"17164"	"TRINITY_DN132221_c1_g2_i1"	"mgat5b-like"	"Chr10"	37020929	37020929	5.64638309950519	-0.0466486840979648	0.912155038307328	0.999996699921271	5.36899607066389	5.71147966536213	5.68132864583635	5.7882847864944	0.993747782806711
"17165"	"TRINITY_DN132221_c1_g3_i1"	"racgap1"	"Chr02"	145665361	145665361	3.33394979189299	-0.152925547320791	0.716464469614808	0.999996699921271	3.3087074721699	3.1846834554147	3.44588151877656	3.38281530229828	0.978356330717303
"17166"	"TRINITY_DN132223_c0_g1_i3"	"exosc1"	"Chr07"	24625625	24625625	3.19968905599051	0.404888269388296	0.359346296895615	0.999996699921271	3.13568916195222	3.33822438974319	2.89002100104868	3.38281530229828	1.06038335556217
"17167"	"TRINITY_DN132225_c0_g1_i2"	"sox14"	"Chr05"	128071761	128071761	5.48757120911488	0.239147315912146	0.568464666764231	0.999996699921271	5.49971719570666	5.56359016550447	5.30506817791739	5.56672749717177	1.02657624333298
"17176"	"TRINITY_DN132235_c1_g6_i1"	"brsk1-like"	"Chr07"	105976371	105976371	3.59916265827421	0.113668478631835	0.794747877132267	0.999996699921271	3.33562906734337	3.84890625970945	3.51451605086816	3.64402587725975	1.01324060229597
"17178"	"TRINITY_DN132235_c2_g2_i1"	"capn9"	"Chr05"	42322566	42322566	3.62716122124645	-1.55906328962226	0.198827937066631	0.999996699921271	-3.6607127223962	3.60356248764825	4.60310093483295	3.6569998212481	0.588186373286725
"17179"	"TRINITY_DN132235_c2_g4_i3"	"eif2b3"	"Chr04"	72929627	72929627	7.13873145007023	0.229110173060922	0.637115022758749	0.999996699921271	7.37883733899438	7.06585651288276	6.96369430414052	7.1136871361875	1.02093601001218
"17190"	"TRINITY_DN132245_c4_g2_i3"	"LOC100490816"	"Chr07"	110069925	110069925	4.89620671926732	-0.577091018200931	0.16339929328846	0.999996699921271	4.352111356215	4.65033805335323	5.30506817791739	5.08569413170611	0.932072806864526
"17200"	"TRINITY_DN132253_c2_g15_i1"	"dhdds"	"Chr02"	51700887	51700887	1.14949276893207	0.286017618297781	0.720519381464026	0.999996699921271	2.1486104974469	0.429310560998688	0.95411767678064	0.442496951606235	1.01141717506658
"17227"	"TRINITY_DN132265_c0_g2_i1"	"ugcg"	"Chr01"	95778004	95778004	1.38542929238864	0.760298863136817	0.354907970654391	0.999996699921271	0.533826890607224	2.44116963064713	0.797667369520963	0.795260471040044	1.10297124780279
"17239"	"TRINITY_DN132276_c5_g2_i1"	"LOC100144990"	"Chr02"	117789145	117789145	1.62457327530924	-0.0522755822766173	0.92457183008609	0.999996699921271	1.67343805562261	1.53395202107249	1.66230368455271	1.62786898671776	0.990503380123139
"17241"	"TRINITY_DN132278_c0_g1_i3"	"bag2"	"Chr05"	89057208	89057208	6.56487286747222	0.397302067710485	0.396780497988889	0.999996699921271	6.82488981403574	6.64591300845362	6.25743748320238	6.47134732380713	1.03931639376427
"17243"	"TRINITY_DN132278_c2_g1_i2"	"pknox2"	"Chr07"	65558345	65558345	3.18644322765426	0.330281661451394	0.466566000485105	0.999996699921271	3.40505663065656	3.40208266452383	2.9345359126301	2.9345997926559	1.04741450509102
"17245"	"TRINITY_DN132283_c0_g1_i1"	"fam57a"	"Chr02"	92704574	92704574	1.32645939260906	0.846576789960203	0.208618018060066	0.999996699921271	1.93049959783794	0.959874472462529	0.683068389253205	1.47996126888048	1.17811902516576
"17249"	"TRINITY_DN132286_c0_g1_i1"	"shcbp1"	"Chr04"	24876366	24876366	2.86178153491453	0.348100544831979	0.482474507099184	0.999996699921271	2.71133174161906	3.31799315228958	2.5974725329617	2.69565729896575	1.04967172622398
"17251"	"TRINITY_DN132289_c1_g1_i1"	"ddx46-like"	"Chr03"	17120027	17120027	2.23654840009665	0.165838798030287	0.743528930344226	0.999996699921271	2.22738951127006	2.27270038010103	2.11325632529821	2.32492201789245	1.02801325104451
"17268"	"TRINITY_DN132302_c0_g5_i3"	"tmem189"	"Chr10"	28264590	28264590	4.25132427957978	-0.247933425951728	0.533903698100749	0.999996699921271	4.34329481148744	4.11824543856509	4.43179212225997	4.08265314186078	0.969058489335242
"17278"	"TRINITY_DN132309_c1_g3_i6"	"hdac9"	"Chr06"	43842907	43842907	4.543039365068	1.09508986677965	0.0805067106619135	0.999996699921271	3.71631870480306	4.36251414757862	3.65795498480574	5.54943708819443	1.12089654804006
"17281"	"TRINITY_DN132312_c6_g1_i1"	"dnajb4"	"Chr04"	69948181	69948181	6.99542362840483	-0.0141475265237187	0.976322031749122	0.999996699921271	6.86855752111296	6.93290471733817	7.00602525354543	7.1577116469656	0.998159328704727
"17311"	"TRINITY_DN132334_c4_g5_i1"	"lmtk2"	"Chr09"	20057470	20057470	3.54955399432763	0.690987839006295	0.119929328814014	0.999996699921271	3.80246705101145	3.57826957555547	3.00779023574112	3.69523596970283	1.10260183342158
"17321"	"TRINITY_DN132338_c1_g2_i1"	"ccdc90b"	"Chr02"	168360326	168360326	6.85276298751676	-0.357869003943388	0.469564400493624	0.999996699921271	6.88459806207664	6.25173121386508	7.11226500189882	7.01804234227389	0.963413910318275
"17326"	"TRINITY_DN132340_c5_g3_i1"	"pdzd2"	"Chr01"	187673939	187673939	4.12730369141127	-0.425182322534493	0.284042443974965	0.999996699921271	4.13940693588251	4.03082752335829	4.43179212225997	3.84257747944829	0.947170686426888
"17337"	"TRINITY_DN132349_c0_g1_i1"	"kiaa0430"	"Chr09"	28190114	28190114	8.84023717945365	0.685355386989394	0.188449831261803	0.999996699921271	9.00114361219951	9.1115925527055	8.29828925839239	8.82327056440142	1.05689267820755
"17341"	"TRINITY_DN132350_c2_g2_i3"	"hdlbp"	"Chr05"	122472884	122472884	2.08341430116881	0.0832017547862123	0.876530739395594	0.999996699921271	2.24642999817451	1.7304384268545	2.02190355365993	2.28090061751863	1.01126584260006
"17353"	"TRINITY_DN132357_c2_g1_i1"	"gabpa"	"Chr02"	14396518	14396518	1.86346157833342	1.74076733384702	0.0251962956701002	0.999996699921271	2.06527998740785	0.959874472462529	0.457605243178635	2.83155918287859	1.36292307933272
"17358"	"TRINITY_DN132360_c0_g1_i3"	"hace1"	"Chr05"	77925972	77925972	2.28318396856678	0.0439703843542045	0.932433602150299	0.999996699921271	2.55210955728366	2.31414636012532	2.25037476211434	1.97038304584454	1.0048222754913
"17361"	"TRINITY_DN132363_c0_g1_i2"	"top2b-like"	"Chr06"	76506454	76506454	4.08689480546718	0.0029977265102531	0.994133646641807	0.999996699921271	4.00610966303869	4.28124922567769	4.0849066377625	3.95189710317086	0.999334508936333
"17363"	"TRINITY_DN132364_c2_g1_i2"	"ift52"	"Chr10"	31527784	31527784	2.63850542014284	0.229635848253847	0.695444133078969	0.999996699921271	1.88262156721687	3.2871041894238	2.46500913256921	2.54560935369702	1.01742965809928
"17365"	"TRINITY_DN132366_c0_g2_i1"	"foxred2"	"Chr04"	105587748	105587748	1.76221730735789	0.325470040925448	0.570963737756576	0.999996699921271	2.04367295950014	1.9953958390446	1.51931858543837	1.39990273371057	1.05669307922314
"17367"	"TRINITY_DN132367_c1_g1_i1"	"adarb1"	"Chr09"	50612618	50612618	2.36964291678376	-1.36503664623931	0.0124875368832545	0.721284734077013	2.52117280450832	1.55138750749818	3.23833714610926	1.35814339408185	0.79300010803915
"17387"	"TRINITY_DN132386_c2_g1_i1"	"nin-like"	"Chr08"	75366821	75366821	3.06035345440323	-0.0308403347315716	0.944531308820572	0.999996699921271	3.04072058372006	3.0065268543109	3.08316428173904	3.10838660304251	0.995360789049281
"17397"	"TRINITY_DN132392_c3_g2_i2"	"jakmip1"	"Chr01"	19315484	19315484	9.56174753114264	-0.195405345578417	0.689742938991065	0.999996699921271	9.68546814477503	9.23928548777291	9.70574248363735	9.57012458543925	0.984479823475214
"17398"	"TRINITY_DN132392_c3_g3_i1"	"nkx2-2"	"Chr05"	25239851	25239851	4.14912713352973	-0.168618973866724	0.693360317127674	0.999996699921271	4.33442405595608	3.67290759414614	4.27247075816881	4.22884283158107	0.975577782687657
"17409"	"TRINITY_DN132410_c0_g2_i1"	"scfd2"	"Chr01"	30442404	30442404	7.21815390751162	-0.249577001457807	0.596825588652805	0.999996699921271	7.08894370853376	7.02938163191468	7.40105531753635	7.31979286923198	0.976946188584958
"17412"	"TRINITY_DN132411_c1_g2_i1"	"slc45a3"	"Chr02"	65049364	65049364	2.28376100052175	-0.227396175417265	0.644165195873189	0.999996699921271	2.20809436599737	2.29357219836035	2.44756218070618	2.16458550567851	0.963086442418259
"17413"	"TRINITY_DN132412_c0_g4_i2"	"dnajc15"	"Chr02"	129741812	129741812	6.3255100825966	0.158520513710084	0.723567099290543	0.999996699921271	6.33351963644906	6.47771446692115	6.20518751666903	6.27143543968276	1.01578186756833
"17416"	"TRINITY_DN132414_c10_g2_i8"	"cdk15"	"Chr09"	47094605	47094605	6.08517071353079	0.157411005336996	0.720582055605917	0.999996699921271	6.0119451296309	6.05261948591403	5.96575741400987	6.28821033555833	1.01577257646951
"17427"	"TRINITY_DN132427_c1_g1_i1"	"ednra"	"Chr01"	48225092	48225092	2.16320476078907	0.143231864953591	0.805083430178047	0.999996699921271	2.04367295950014	1.61909573427058	2.05684220262488	2.71232635576388	1.01192633589839
"17428"	"TRINITY_DN132429_c0_g1_i3"	"abca5"	"Chr10"	23393177	23393177	3.35368519272726	0.612576326160937	0.23743189502663	0.999996699921271	3.12544059149232	4.03082752335829	2.87704603218936	3.07655186446568	1.08166314802326
"17436"	"TRINITY_DN132433_c1_g3_i2"	"lmod3"	"Chr04"	131342974	131342974	3.36694458726192	-0.213977160138613	0.608685474764046	0.999996699921271	3.29962079910804	3.23949416001993	3.52287025491571	3.38801232667399	0.970233819670435
"17438"	"TRINITY_DN132436_c0_g1_i3"	"LOC100492912-like"	"Chr04"	41074860	41074860	4.42705537743708	-0.00947881004871491	0.981008443947364	0.999996699921271	4.48630659288717	4.51247965296874	4.43400864325063	4.26318748676773	0.998350686605132
