ID	tau	Tissue_name	gid	chr	chrone	start	end
TRINITY_DN7697_c0_g1_i1	0.604566812	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN76999_c0_g1_i1	0.516774922	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77014_c0_g1_i1	0.590765972	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77060_c0_g1_i1	0.427426602	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77068_c0_g1_i1	0.632590154	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77098_c0_g1_i1	0.643501403	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN7709_c0_g1_i1	0.809048318	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN7709_c0_g2_i1	0.75125466	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN77101_c0_g1_i1	0.81208121	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77116_c0_g1_i1	0.634410695	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77117_c0_g2_i1	0.836886971	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77124_c0_g1_i2	0.692444353	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77145_c0_g2_i1	0.707477464	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN77163_c0_g2_i1	0.721487402	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN77164_c0_g2_i1	0.907997345	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77170_c0_g2_i1	0.921415297	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77193_c0_g1_i1	0.742848825	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77209_c0_g3_i1	0.689327519	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77216_c0_g1_i1	0.623037069	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77217_c0_g1_i1	0.689756727	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN77235_c0_g3_i1	0.69298178	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77255_c0_g1_i1	0.983627287	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77258_c0_g2_i1	0.791182047	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77269_c0_g2_i1	0.485100996	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77283_c0_g2_i1	0.952512717	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77297_c0_g2_i1	0.529982138	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN77298_c0_g1_i1	0.505457249	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77311_c0_g1_i1	0.609977336	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77326_c0_g1_i2	0.687437091	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77329_c0_g1_i2	0.769150843	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN77330_c0_g1_i1	0.664098333	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77330_c0_g2_i1	0.759545493	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77333_c0_g1_i1	0.949118736	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN7733_c0_g1_i1	0.804923882	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77349_c0_g1_i1	0.890285755	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77357_c0_g1_i1	0.698738535	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77387_c0_g1_i1	0.767416606	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77408_c0_g2_i1	0.718651663	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77426_c0_g1_i1	0.818200172	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77427_c0_g2_i1	0.542358766	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77443_c0_g2_i1	0.751836996	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77456_c0_g1_i1	0.916706453	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77469_c0_g1_i1	0.448893832	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77470_c0_g1_i1	0.578617159	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77474_c0_g1_i1	0.217954061	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN77499_c0_g1_i1	0.505029039	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77512_c0_g1_i1	0.981147432	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77520_c0_g1_i1	0.965872078	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77523_c0_g1_i1	0.86535079	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN77527_c0_g1_i1	0.24207257	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77533_c0_g1_i1	0.783884993	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77543_c0_g1_i2	0.448077476	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77587_c0_g1_i1	0.821853705	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77605_c0_g1_i1	0.150362935	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN77616_c0_g1_i1	0.911307407	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77617_c0_g1_i1	0.543250795	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN77617_c0_g2_i1	0.751087073	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77617_c1_g1_i1	0.73937996	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77619_c0_g1_i1	0.573330727	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN77620_c0_g1_i1	0.889076644	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77636_c0_g1_i1	0.978006222	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN77639_c0_g1_i1	0.720646117	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77650_c0_g1_i1	0.731572392	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77671_c0_g1_i1	0.885843271	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77677_c0_g1_i1	0.763332218	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN7767_c0_g2_i1	0.705902403	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77708_c0_g1_i1	0.855035713	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77745_c0_g2_i1	0.947719132	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77756_c0_g1_i1	0.835734416	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77767_c0_g1_i1	0.520179097	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN7777_c0_g2_i1	0.772210724	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN7780_c0_g1_i1	0.448018994	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77810_c0_g3_i1	0.693692074	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN77812_c0_g2_i1	0.891786269	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77821_c0_g1_i1	0.824078605	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77832_c0_g1_i1	0.801608989	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77865_c0_g1_i1	0.652842808	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77926_c0_g1_i2	0.779978048	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77929_c0_g1_i1	0.769078405	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77937_c0_g1_i1	0.666045079	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77962_c0_g1_i1	0.476572161	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN77965_c0_g2_i1	0.410974626	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN77991_c0_g1_i2	0.736991441	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78015_c0_g1_i1	0.783975104	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78018_c0_g1_i1	0.759456036	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN7801_c0_g1_i1	0.690729133	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78025_c0_g1_i1	0.353480902	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78033_c0_g1_i1	0.535056063	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78046_c0_g2_i1	0.861614763	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78049_c0_g2_i1	0.941860731	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN78049_c0_g3_i1	0.960238536	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN78069_c0_g1_i1	0.85574834	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78098_c0_g1_i1	0.563292245	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN7809_c0_g1_i1	0.469751586	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78105_c0_g1_i1	0.312598643	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78106_c0_g1_i1	0.859185127	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78106_c0_g2_i1	0.726467892	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78106_c0_g3_i1	0.65416048	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN78108_c0_g2_i1	0.465723769	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78120_c0_g3_i1	0.957642977	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78127_c0_g1_i1	0.729966889	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78129_c0_g1_i2	0.671033057	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78132_c0_g1_i1	0.57515983	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78148_c0_g1_i1	0.944888143	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78151_c0_g2_i1	0.567906857	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78198_c0_g1_i1	0.834461487	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78225_c0_g1_i1	0.978680128	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78254_c0_g1_i1	0.548507557	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78278_c0_g2_i1	0.956326702	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78309_c0_g2_i1	0.5670873	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN7831_c0_g1_i1	0.764106773	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78321_c0_g1_i1	0.643817529	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78327_c0_g1_i1	0.626801942	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78364_c0_g3_i1	0.275871066	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78368_c0_g1_i1	0.893962167	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78386_c0_g1_i1	0.902116606	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78392_c0_g1_i1	0.519942739	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78399_c0_g1_i1	0.91952619	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78400_c0_g1_i1	0.293031448	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78402_c0_g1_i1	0.638732076	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78418_c0_g1_i1	0.324000461	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN78431_c0_g1_i1	0.900412155	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78433_c0_g1_i1	0.81232049	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78458_c0_g1_i1	0.699256771	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78470_c0_g1_i1	0.646879751	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78492_c0_g1_i1	0.273156729	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78496_c0_g2_i1	0.715330815	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN78506_c0_g1_i1	0.946807029	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78519_c0_g2_i1	0.585318675	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN78539_c0_g1_i1	0.801686936	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78554_c0_g1_i1	0.652417679	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78554_c0_g2_i1	0.676241473	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN78564_c0_g2_i1	0.63361202	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78565_c0_g1_i2	0.334665374	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78573_c0_g2_i1	0.849341852	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78600_c0_g1_i1	0.508327328	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78607_c0_g1_i1	0.510138204	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78607_c0_g2_i1	0.885160033	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78610_c0_g1_i1	0.589045805	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78629_c0_g1_i1	0.688020773	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN78632_c0_g1_i1	0.482147678	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78644_c0_g1_i1	0.481718051	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78668_c0_g1_i1	0.714754813	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN78668_c0_g2_i1	0.791024991	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN78687_c0_g4_i1	0.773163874	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78699_c0_g1_i1	0.622723483	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78711_c0_g1_i1	0.325702739	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN78718_c0_g1_i1	0.732055767	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78719_c0_g2_i1	0.444353213	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78726_c0_g1_i1	0.459396751	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78726_c0_g2_i1	0.454973099	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78744_c0_g1_i1	0.859385615	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78745_c0_g1_i1	0.645565089	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78764_c0_g4_i1	0.511733635	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78786_c0_g2_i1	0.85582468	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78799_c0_g1_i1	0.56100568	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78838_c0_g1_i1	0.641381805	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN78854_c0_g1_i1	0.590108779	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78856_c0_g2_i1	0.742961185	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN78880_c0_g2_i1	0.717114441	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78887_c0_g2_i1	0.622991995	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78889_c0_g1_i1	0.861231343	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78923_c0_g1_i1	0.891130274	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78929_c0_g1_i1	0.809403942	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78937_c0_g1_i1	0.587584107	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN78940_c0_g1_i1	0.921253687	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN78987_c0_g4_i1	0.456284227	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN78988_c0_g1_i1	0.215847361	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN78989_c0_g1_i1	0.726799843	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN789_c0_g2_i1	0.873141825	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79001_c0_g1_i1	0.713302493	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79027_c0_g1_i1	0.699741913	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79028_c0_g1_i1	0.360295537	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN79035_c0_g2_i1	0.680153354	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79037_c0_g1_i1	0.768572203	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79065_c0_g1_i1	0.872574608	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79089_c0_g1_i1	0.702493254	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79099_c0_g1_i1	0.909074544	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79100_c0_g1_i1	0.179173289	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79114_c0_g1_i1	0.68081608	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79117_c0_g1_i1	0.838564924	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79117_c0_g2_i1	0.679844751	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79138_c0_g1_i2	0.840197544	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79138_c0_g2_i1	0.845211386	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79145_c1_g1_i1	0.81020068	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79154_c0_g1_i1	0.44529487	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79165_c0_g1_i1	0.525065888	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79174_c0_g1_i1	0.798297496	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79181_c0_g2_i1	0.414034894	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79187_c0_g1_i1	0.274921432	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79192_c0_g1_i1	0.773197405	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79203_c0_g1_i1	0.326929609	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79235_c0_g1_i1	0.675820403	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN79250_c1_g1_i1	0.881421143	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79252_c1_g1_i1	0.861164465	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79256_c0_g1_i1	0.927359134	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79256_c0_g2_i1	0.777389861	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79256_c0_g3_i1	0.944831412	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79272_c0_g2_i1	0.87408741	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79276_c0_g3_i1	0.601851322	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN79298_c0_g1_i1	0.476188882	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79303_c0_g1_i1	0.889936596	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79319_c0_g1_i1	0.920722469	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN79326_c0_g1_i1	0.805997642	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79339_c0_g2_i1	0.31767473	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79346_c0_g1_i1	0.544276741	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN79365_c0_g1_i1	0.703010857	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79365_c0_g3_i1	0.556514109	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79372_c0_g1_i1	0.81700021	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79375_c0_g1_i1	0.456628494	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79388_c0_g2_i1	0.823054515	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79389_c0_g1_i1	0.885365787	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79409_c0_g1_i1	0.525769713	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79409_c0_g2_i1	0.623471118	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79412_c0_g1_i1	0.508602082	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN79416_c0_g1_i1	0.757940256	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79426_c0_g1_i1	0.847229007	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN79436_c0_g2_i1	0.90878812	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79445_c0_g1_i1	0.481106867	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79472_c0_g5_i1	0.80085962	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79487_c0_g2_i1	0.468580617	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79494_c0_g1_i1	0.64807868	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN79502_c1_g1_i1	0.416589901	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN79517_c0_g1_i1	0.625010693	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79517_c0_g2_i1	0.549722258	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79533_c0_g1_i1	0.913224642	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79536_c0_g1_i1	0.428038424	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79586_c0_g1_i1	0.363983072	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN79589_c0_g2_i1	0.87692695	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79597_c0_g1_i1	0.644467909	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79619_c0_g2_i1	0.802729133	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79632_c0_g1_i1	0.850640223	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79653_c0_g2_i1	0.343437585	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79653_c0_g3_i1	0.429569812	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79657_c0_g2_i1	0.994567998	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79657_c0_g3_i1	0.980260991	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79680_c0_g2_i1	0.473820652	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79682_c0_g2_i1	0.832849697	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79691_c0_g2_i1	0.824964547	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79714_c0_g2_i1	0.739483798	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN79738_c0_g1_i1	0.868637355	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79738_c0_g2_i1	0.443586234	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79750_c0_g2_i1	0.636510367	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79766_c0_g1_i1	0.812786409	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN79767_c0_g1_i1	0.955057373	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79773_c0_g1_i1	0.401516887	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79778_c0_g1_i1	0.974031063	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN7978_c0_g1_i1	0.906298339	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN7978_c0_g2_i1	0.526011077	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79797_c0_g1_i1	0.669524129	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN79815_c0_g1_i1	0.718089577	Testis_mean	NA	NA	Auto	NA	NA
TRINITY_DN79817_c0_g1_i1	0.65822068	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79823_c0_g1_i1	0.540578368	G43_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79832_c0_g1_i1	0.715992893	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79851_c0_g1_i1	0.614727358	G46_F_mean	NA	NA	Auto	NA	NA
TRINITY_DN79860_c0_g1_i2	0.232498249	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79866_c0_g2_i1	0.72044168	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79867_c0_g1_i1	0.848480692	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN79867_c0_g2_i1	0.901678369	Liver_mean	NA	NA	Auto	NA	NA
TRINITY_DN79883_c0_g1_i1	0.489237907	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79885_c0_g1_i1	0.454201606	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN79886_c0_g1_i1	0.892984583	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79902_c0_g2_i1	0.754412493	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79907_c0_g1_i1	0.660581653	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79911_c0_g1_i1	0.747135606	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79913_c0_g1_i1	0.779847559	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79946_c1_g1_i1	0.681409222	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79951_c0_g1_i1	0.425163452	G31_mean	NA	NA	Auto	NA	NA
TRINITY_DN79981_c0_g1_i1	0.335810734	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79981_c0_g2_i1	0.572517412	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN79983_c0_g1_i1	0.689502738	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79991_c0_g1_i1	0.530251224	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN79992_c0_g1_i1	0.323688677	G23_mean	NA	NA	Auto	NA	NA
TRINITY_DN79993_c0_g1_i1	0.579945796	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN79993_c0_g2_i1	0.774628286	G43_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN80005_c0_g1_i1	0.823770154	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN80005_c0_g2_i1	0.723294443	G46_M_mean	NA	NA	Auto	NA	NA
TRINITY_DN80023_c0_g1_i1	0.628263034	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN80077_c0_g1_i1	0.632373915	G27_mean	NA	NA	Auto	NA	NA
TRINITY_DN80092_c0_g1_i1	0.613557583	Ovary_mean	NA	NA	Auto	NA	NA
TRINITY_DN80102_c1_g1_i1	0.51351444	Brain_mean	NA	NA	Auto	NA	NA
TRINITY_DN80107_c0_g1_i2	0.720441685	Ovary_mean	NA	NA	Auto	NA	NA
