gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue
TRINITY_DN145877_c0_g1_i1	NA	NA	NA	NA	0.367070962	unbias	0.348434098	G23_mean
TRINITY_DN145884_c0_g1_i1	NA	NA	NA	NA	0.165127809	unbias	0.288983355	G46_F_mean
TRINITY_DN145954_c0_g1_i1	ltbp1	Chr05	56747598	56747598	-0.331063685	unbias	0.3472813	Brain_mean
TRINITY_DN146031_c0_g1_i1	snx15	Chr04	38222481	38222481	-0.183215063	unbias	0.281319608	Brain_mean
TRINITY_DN146078_c0_g1_i1	NA	NA	NA	NA	-0.147011642	unbias	0.563609258	Brain_mean
TRINITY_DN1460_c0_g2_i1	tspan31	Chr02	138418876	138418876	-0.181611642	unbias	0.607669446	G43_M_mean
TRINITY_DN146163_c0_g1_i1	NA	NA	NA	NA	-0.21150092	unbias	0.335530272	Brain_mean
TRINITY_DN146172_c0_g1_i1	NA	NA	NA	NA	0.270082788	unbias	0.239090643	Brain_mean
TRINITY_DN146216_c0_g1_i1	NA	NA	NA	NA	0.09325854	unbias	0.537006675	Brain_mean
TRINITY_DN14626_c0_g1_i1	NA	NA	NA	NA	0.409450805	unbias	0.370657985	G46_M_mean
TRINITY_DN14639_c0_g1_i1	ankrd2	Chr07	24780386	24780386	-0.104920034	unbias	0.254816204	Ovary_mean
TRINITY_DN146441_c0_g1_i1	LOC101732829	Chr05	144979877	144979877	-0.415507915	unbias	0.185410454	G23_mean
TRINITY_DN146514_c0_g1_i1	neurl1	Chr07	20128973	20128973	-0.060475845	unbias	0.156923739	G46_M_mean
TRINITY_DN14657_c0_g1_i1	dlx4	Chr10	9695052	9695052	-0.261594928	unbias	0.461398704	Ovary_mean
TRINITY_DN146613_c0_g1_i1	NA	NA	NA	NA	-0.368656922	unbias	0.474058545	Brain_mean
TRINITY_DN147402_c0_g1_i1	NA	NA	NA	NA	-0.057681709	unbias	0.920144794	Brain_mean
TRINITY_DN14754_c0_g2_i1	NA	NA	NA	NA	0.320784596	unbias	0.203733728	G23_mean
TRINITY_DN147772_c0_g1_i1	NA	NA	NA	NA	0.426259842	unbias	0.227595646	Brain_mean
TRINITY_DN147790_c0_g1_i1	NA	NA	NA	NA	0.129335875	unbias	0.521165664	Brain_mean
TRINITY_DN148009_c0_g1_i1	fam78b	Chr04	109007873	109007873	0.087904736	unbias	0.295832501	G46_M_mean
TRINITY_DN148485_c0_g1_i1	NA	NA	NA	NA	-0.146988543	unbias	0.460802255	Brain_mean
TRINITY_DN148554_c0_g1_i1	NA	NA	NA	NA	0.202658052	unbias	0.275113608	Brain_mean
TRINITY_DN14992_c0_g1_i1	NA	NA	NA	NA	0.341191041	unbias	0.359110768	Brain_mean
TRINITY_DN14996_c0_g1_i1	agtpbp1	Chr01	122452456	122452456	-0.057929589	unbias	0.847573632	Brain_mean
TRINITY_DN150393_c0_g1_i1	NA	NA	NA	NA	-0.109818379	unbias	0.338331113	G46_M_mean
TRINITY_DN15041_c0_g1_i1	NA	NA	NA	NA	-0.184465112	unbias	0.389330313	G43_M_mean
TRINITY_DN150561_c0_g1_i1	NA	NA	NA	NA	-0.539796023	unbias	0.372037678	Brain_mean
TRINITY_DN15082_c0_g1_i2	satb2	Chr09	45923947	45923947	0.599400437	unbias	0.485739716	Ovary_mean
TRINITY_DN150953_c0_g1_i1	NA	NA	NA	NA	-0.094904087	unbias	0.342394063	Brain_mean
TRINITY_DN151011_c0_g1_i1	NA	NA	NA	NA	0.368971772	unbias	0.614898662	Brain_mean
TRINITY_DN151013_c0_g1_i1	NA	NA	NA	NA	-0.227576191	unbias	0.9501825	Brain_mean
TRINITY_DN151045_c0_g1_i1	NA	NA	NA	NA	-0.123449654	unbias	0.753058922	Brain_mean
TRINITY_DN151109_c0_g1_i1	NA	NA	NA	NA	-0.080334949	unbias	0.339212346	Ovary_mean
TRINITY_DN151117_c0_g1_i1	NA	NA	NA	NA	-0.172164738	unbias	0.462936089	G43_M_mean
TRINITY_DN151167_c0_g2_i1	NA	NA	NA	NA	0.524452943	unbias	0.489737869	G46_F_mean
TRINITY_DN151176_c0_g1_i1	NA	NA	NA	NA	0.337113928	unbias	0.791623422	Brain_mean
TRINITY_DN151230_c0_g1_i1	NA	NA	NA	NA	0.006943996	unbias	0.609159571	G43_F_mean
TRINITY_DN151302_c0_g1_i1	NA	NA	NA	NA	-0.606517318	unbias	0.898873311	Brain_mean
TRINITY_DN151369_c0_g1_i1	NA	NA	NA	NA	-0.052576219	unbias	0.544076171	Brain_mean
TRINITY_DN151499_c0_g1_i1	NA	NA	NA	NA	0.907318166	unbias	0.579652594	Brain_mean
TRINITY_DN151525_c0_g1_i1	NA	NA	NA	NA	0.298937563	unbias	0.815309116	Brain_mean
TRINITY_DN151549_c0_g1_i1	scnn1b	Chr09	16795207	16795207	-0.197816471	unbias	0.168065581	Brain_mean
TRINITY_DN151645_c0_g3_i1	NA	NA	NA	NA	-0.235198742	unbias	0.328986587	Brain_mean
TRINITY_DN151691_c0_g1_i1	smarcd2	Chr10	8611190	8611190	-0.01259753	unbias	0.357137766	Ovary_mean
TRINITY_DN151732_c0_g1_i1	NA	NA	NA	NA	0.174414076	unbias	0.50703987	G23_mean
TRINITY_DN151813_c0_g1_i1	NA	NA	NA	NA	0.052546401	unbias	0.447619181	Brain_mean
TRINITY_DN151856_c0_g1_i1	NA	NA	NA	NA	0.083275864	unbias	0.230787637	Brain_mean
TRINITY_DN151870_c0_g1_i1	casz1	Chr07	39083845	39083845	0.285409792	unbias	0.32046631	G43_F_mean
TRINITY_DN151887_c0_g1_i1	NA	NA	NA	NA	-0.152445116	unbias	0.445377129	Brain_mean
TRINITY_DN151905_c0_g1_i1	NA	NA	NA	NA	0.105184663	unbias	0.403602924	G23_mean
TRINITY_DN151924_c0_g1_i1	NA	NA	NA	NA	-0.028048211	unbias	0.299207752	Brain_mean
TRINITY_DN152008_c0_g1_i1	NA	NA	NA	NA	-0.105415784	unbias	0.26319055	Brain_mean
TRINITY_DN152033_c0_g1_i1	NA	NA	NA	NA	0.098511499	unbias	0.351279206	Ovary_mean
TRINITY_DN152373_c0_g1_i1	NA	NA	NA	NA	-0.419224897	unbias	0.654732643	Ovary_mean
TRINITY_DN152467_c0_g1_i1	NA	NA	NA	NA	-0.207413622	unbias	0.493665068	Ovary_mean
TRINITY_DN152513_c0_g1_i1	NA	NA	NA	NA	0.067168985	unbias	0.830517324	Ovary_mean
TRINITY_DN152514_c0_g1_i1	NA	NA	NA	NA	-0.103385838	unbias	0.586051246	Brain_mean
TRINITY_DN152582_c0_g1_i1	commd6	Chr02	123379313	123379313	0.408529389	unbias	0.717801385	Brain_mean
TRINITY_DN152752_c0_g1_i1	NA	NA	NA	NA	-0.422986064	unbias	0.229079344	Ovary_mean
TRINITY_DN152826_c0_g1_i1	NA	NA	NA	NA	-0.112684309	unbias	0.223801307	G43_F_mean
TRINITY_DN152831_c0_g1_i1	NA	NA	NA	NA	0.06462442	unbias	0.899009652	Brain_mean
TRINITY_DN152850_c0_g1_i1	NA	NA	NA	NA	-0.0225686	unbias	0.497831333	Brain_mean
TRINITY_DN152855_c0_g1_i1	NA	NA	NA	NA	-2.029285309	unbias	0.2646262	Brain_mean
TRINITY_DN152863_c0_g1_i1	NA	NA	NA	NA	0.051884543	unbias	0.291386461	G43_M_mean
TRINITY_DN152895_c0_g1_i1	NA	NA	NA	NA	0.236329281	unbias	0.286960249	Testis_mean
TRINITY_DN152946_c0_g1_i1	NA	NA	NA	NA	-0.29196004	unbias	0.491358609	Brain_mean
TRINITY_DN152984_c0_g1_i1	NA	NA	NA	NA	-0.028003382	unbias	0.159724415	G43_M_mean
TRINITY_DN153017_c0_g1_i1	NA	NA	NA	NA	0.089483412	unbias	0.358494356	Brain_mean
TRINITY_DN153062_c0_g1_i1	NA	NA	NA	NA	-0.214265662	unbias	0.73550997	Brain_mean
TRINITY_DN153073_c0_g1_i1	NA	NA	NA	NA	-0.063902178	unbias	0.697540317	Brain_mean
TRINITY_DN153105_c1_g1_i1	NA	NA	NA	NA	-0.31221855	unbias	0.430006393	Brain_mean
TRINITY_DN153187_c0_g1_i1	NA	NA	NA	NA	0.250192215	unbias	0.247723136	G43_F_mean
TRINITY_DN153256_c0_g1_i1	NA	NA	NA	NA	-0.022209594	unbias	0.726403476	Brain_mean
TRINITY_DN153256_c0_g2_i1	LOC100487058	Chr02	11927692	11927692	-0.946114514	unbias	0.90610689	Brain_mean
TRINITY_DN153274_c0_g1_i1	clmp	Chr07	54568743	54568743	0.356977141	unbias	0.496883397	Brain_mean
TRINITY_DN153313_c0_g1_i1	NA	NA	NA	NA	0.111405396	unbias	0.526738626	Ovary_mean
TRINITY_DN153346_c0_g1_i1	NA	NA	NA	NA	0.313877731	unbias	0.268150382	Brain_mean
TRINITY_DN153428_c0_g1_i1	NA	NA	NA	NA	0.000909077	unbias	0.22066123	G23_mean
TRINITY_DN153555_c0_g1_i1	NA	NA	NA	NA	0.317367015	unbias	0.355263655	G23_mean
TRINITY_DN153564_c0_g1_i1	unc5b-like	Chr07	40845372	40845372	-0.195468894	unbias	0.602191947	Ovary_mean
TRINITY_DN153581_c0_g1_i1	NA	NA	NA	NA	-0.317039403	unbias	0.317310783	Brain_mean
TRINITY_DN153705_c0_g1_i1	NA	NA	NA	NA	-0.513967228	unbias	0.468033933	Brain_mean
TRINITY_DN153798_c0_g1_i1	NA	NA	NA	NA	0.083658175	unbias	0.310847579	Brain_mean
TRINITY_DN153903_c0_g1_i1	NA	NA	NA	NA	-0.006794978	unbias	0.671619289	Brain_mean
TRINITY_DN153907_c0_g1_i1	NA	NA	NA	NA	-0.504374634	unbias	0.368176466	Brain_mean
TRINITY_DN153995_c0_g1_i1	NA	NA	NA	NA	0.048224636	unbias	0.159965124	Testis_mean
TRINITY_DN154022_c0_g1_i1	NA	NA	NA	NA	-0.412823478	unbias	0.386521976	G43_F_mean
TRINITY_DN154188_c0_g1_i1	NA	NA	NA	NA	0.416169713	unbias	0.312729925	G43_M_mean
TRINITY_DN154253_c0_g1_i1	NA	NA	NA	NA	-0.175621547	unbias	0.222813128	G46_F_mean
TRINITY_DN154531_c0_g1_i1	NA	NA	NA	NA	0.092152911	unbias	0.2536335	Brain_mean
TRINITY_DN154551_c0_g1_i1	aff2-like.2	Chr08	36212975	36212975	0.116580588	unbias	0.246417487	G43_F_mean
TRINITY_DN154814_c0_g1_i1	NA	NA	NA	NA	-4.634540437	female	0.921868474	Ovary_mean
TRINITY_DN154970_c0_g1_i1	NA	NA	NA	NA	0.248583909	unbias	0.090776821	Liver_mean
TRINITY_DN155014_c0_g1_i1	NA	NA	NA	NA	0.843537077	unbias	0.550030065	Brain_mean
TRINITY_DN155027_c0_g1_i1	exoc3	Chr06	38141176	38141176	-0.338356074	unbias	0.304329651	G23_mean
TRINITY_DN155059_c0_g1_i1	NA	NA	NA	NA	0.321774501	unbias	0.180364843	G46_M_mean
TRINITY_DN155103_c0_g1_i1	NA	NA	NA	NA	-0.117231984	unbias	0.337614134	Brain_mean
TRINITY_DN155142_c0_g1_i1	usp37	Chr09	77119929	77119929	-0.032574788	unbias	0.689299411	Brain_mean
TRINITY_DN155175_c0_g1_i1	NA	NA	NA	NA	0.001932218	unbias	0.460237326	Brain_mean
TRINITY_DN155204_c0_g1_i1	NA	NA	NA	NA	-0.570050677	unbias	0.841160777	Brain_mean
TRINITY_DN155328_c0_g1_i1	NA	NA	NA	NA	-0.687871367	unbias	0.578043851	Brain_mean
TRINITY_DN155344_c0_g1_i1	NA	NA	NA	NA	-0.155633576	unbias	0.560495639	Brain_mean
TRINITY_DN155358_c0_g1_i1	NA	NA	NA	NA	-0.042413358	unbias	0.226168957	Ovary_mean
TRINITY_DN155413_c0_g1_i1	NA	NA	NA	NA	0.468866029	unbias	0.242908765	Brain_mean
TRINITY_DN155608_c0_g1_i1	yeats2	Chr05	123641098	123641098	-0.097466518	unbias	0.493308683	Brain_mean
TRINITY_DN155616_c0_g1_i1	NA	NA	NA	NA	0.383045702	unbias	0.359020946	G46_M_mean
TRINITY_DN155670_c0_g1_i1	NA	NA	NA	NA	0.093024157	unbias	0.862314783	Brain_mean
TRINITY_DN155879_c0_g1_i1	NA	NA	NA	NA	-0.216990421	unbias	0.540326385	Ovary_mean
TRINITY_DN15605_c0_g1_i1	NA	NA	NA	NA	-0.760660846	unbias	0.347445311	G43_F_mean
TRINITY_DN156124_c0_g1_i1	NA	NA	NA	NA	0.115287574	unbias	0.198000746	G46_M_mean
TRINITY_DN156164_c0_g2_i1	NA	NA	NA	NA	-0.237542141	unbias	0.795481211	Brain_mean
TRINITY_DN156212_c0_g1_i1	NA	NA	NA	NA	-0.122673431	unbias	0.172573558	Ovary_mean
TRINITY_DN156234_c0_g1_i1	NA	NA	NA	NA	-0.773569551	unbias	0.622053185	Brain_mean
TRINITY_DN15630_c0_g1_i1	NA	NA	NA	NA	0.114276497	unbias	0.419846681	Brain_mean
TRINITY_DN156358_c0_g1_i1	NA	NA	NA	NA	0.122207449	unbias	0.85581637	Brain_mean
TRINITY_DN156450_c0_g1_i1	NA	NA	NA	NA	0.054163303	unbias	0.185511975	Brain_mean
TRINITY_DN156758_c0_g1_i1	gclm	Chr04	93684285	93684285	0.167432824	unbias	0.423098059	Ovary_mean
TRINITY_DN156879_c0_g1_i1	slc5a7-like.1	Chr02	105961371	105961371	0.654638073	unbias	0.723605184	Brain_mean
TRINITY_DN15690_c0_g2_i1	spred1	Chr08	90520636	90520636	-0.34496049	unbias	0.42490499	G43_M_mean
TRINITY_DN156992_c0_g1_i1	NA	NA	NA	NA	0.046555353	unbias	0.354655924	Brain_mean
TRINITY_DN157012_c0_g1_i1	NA	NA	NA	NA	-0.489628663	unbias	0.290232033	G46_F_mean
TRINITY_DN157575_c0_g1_i2	NA	NA	NA	NA	0.951155437	unbias	0.614162821	G46_M_mean
TRINITY_DN158416_c0_g1_i1	NA	NA	NA	NA	0.194405469	unbias	0.912633052	Brain_mean
TRINITY_DN158568_c0_g1_i1	NA	NA	NA	NA	0.558428292	unbias	0.431518434	Brain_mean
TRINITY_DN158574_c0_g1_i1	NA	NA	NA	NA	0.052241111	unbias	0.408838469	Brain_mean
TRINITY_DN15858_c0_g1_i1	NA	NA	NA	NA	0.261675087	unbias	0.758271128	Brain_mean
TRINITY_DN158711_c0_g1_i1	NA	NA	NA	NA	-0.081464228	unbias	0.183111788	Testis_mean
TRINITY_DN158899_c0_g1_i1	NA	NA	NA	NA	0.043782212	unbias	0.298862813	Brain_mean
TRINITY_DN15889_c0_g1_i1	NA	NA	NA	NA	0.031299835	unbias	0.921280721	Brain_mean
TRINITY_DN15897_c0_g1_i1	NA	NA	NA	NA	-0.563159721	unbias	0.482452353	Brain_mean
TRINITY_DN15901_c0_g2_i1	NA	NA	NA	NA	-0.923897621	unbias	0.518227115	Brain_mean
TRINITY_DN159034_c0_g1_i1	LOC100487003	Chr01	125324459	125324459	0.209363719	unbias	0.529008077	Brain_mean
TRINITY_DN15906_c0_g1_i1	NA	NA	NA	NA	0.041229523	unbias	0.430927991	Ovary_mean
TRINITY_DN159347_c0_g1_i1	NA	NA	NA	NA	0.715862543	unbias	0.521495319	Liver_mean
TRINITY_DN159454_c0_g1_i1	NA	NA	NA	NA	-0.16635567	unbias	0.403101339	Brain_mean
TRINITY_DN159465_c0_g2_i1	ppp1r3b	Chr01	79031762	79031762	-0.026506003	unbias	0.26506027	Brain_mean
TRINITY_DN159533_c0_g1_i1	NA	NA	NA	NA	-0.201175236	unbias	0.141396621	G43_F_mean
TRINITY_DN15959_c0_g1_i1	NA	NA	NA	NA	-0.098182312	unbias	0.813125835	Ovary_mean
TRINITY_DN159740_c0_g1_i1	NA	NA	NA	NA	0.149809036	unbias	0.531891773	Brain_mean
TRINITY_DN159788_c0_g1_i1	NA	NA	NA	NA	-0.278645651	unbias	0.184008645	Liver_mean
TRINITY_DN159917_c0_g1_i1	NA	NA	NA	NA	-0.579762236	unbias	0.168152675	G43_M_mean
TRINITY_DN160010_c0_g1_i1	NA	NA	NA	NA	-0.305456402	unbias	0.554976683	Liver_mean
TRINITY_DN160025_c0_g1_i1	NA	NA	NA	NA	-0.131422182	unbias	0.21078521	Brain_mean
TRINITY_DN16003_c0_g2_i1	zmat2	Chr03	17804114	17804114	-0.046515817	unbias	0.45742174	G46_M_mean
TRINITY_DN160182_c0_g1_i1	NA	NA	NA	NA	0.324959102	unbias	0.254781368	Brain_mean
TRINITY_DN16024_c0_g1_i1	NA	NA	NA	NA	0.06533197	unbias	0.877169602	Brain_mean
TRINITY_DN160302_c0_g1_i1	NA	NA	NA	NA	0.084644626	unbias	0.441354239	G27_mean
TRINITY_DN160370_c0_g1_i1	NA	NA	NA	NA	-0.213992483	unbias	0.155569938	Brain_mean
TRINITY_DN16044_c0_g2_i1	NA	NA	NA	NA	0.287702383	unbias	0.455580952	Liver_mean
TRINITY_DN160661_c0_g1_i1	NA	NA	NA	NA	-0.634595115	unbias	0.427517138	G27_mean
TRINITY_DN160686_c0_g1_i1	NA	NA	NA	NA	-0.163261631	unbias	0.308026595	G43_M_mean
TRINITY_DN16069_c0_g1_i1	NA	NA	NA	NA	0.186257609	unbias	0.65622023	Ovary_mean
TRINITY_DN161065_c0_g1_i1	LOC100494506-like	Chr01	82847293	82847293	0.478136905	unbias	0.298057198	G46_M_mean
TRINITY_DN16112_c0_g2_i1	NA	NA	NA	NA	-0.117487041	unbias	0.226384406	Ovary_mean
TRINITY_DN161276_c0_g1_i1	NA	NA	NA	NA	0.368792636	unbias	0.307839034	G23_mean
TRINITY_DN161459_c0_g1_i1	NA	NA	NA	NA	0.13364261	unbias	0.247660107	Liver_mean
TRINITY_DN1616_c0_g1_i1	upf3b	Chr08	38597280	38597280	-0.263196117	unbias	0.227967779	Testis_mean
TRINITY_DN162506_c0_g1_i1	NA	NA	NA	NA	0.226967645	unbias	0.220690361	G43_M_mean
TRINITY_DN162600_c0_g1_i1	NA	NA	NA	NA	0.024539856	unbias	0.090830875	Ovary_mean
TRINITY_DN162707_c0_g1_i1	NA	NA	NA	NA	-0.345551305	unbias	0.704213259	Brain_mean
TRINITY_DN162888_c0_g1_i1	NA	NA	NA	NA	-0.796441763	unbias	0.780310712	Brain_mean
TRINITY_DN16303_c0_g1_i1	NA	NA	NA	NA	0.071002511	unbias	0.788964496	Brain_mean
TRINITY_DN16336_c0_g1_i1	NA	NA	NA	NA	-0.012507109	unbias	0.700996474	Liver_mean
TRINITY_DN163800_c0_g1_i1	NA	NA	NA	NA	-0.06009347	unbias	0.471027321	Brain_mean
TRINITY_DN16396_c0_g2_i1	NA	NA	NA	NA	0.028177927	unbias	0.864313527	Brain_mean
TRINITY_DN164095_c0_g1_i1	cad-like	scaffold_858	399	399	0.090905813	unbias	0.12931404	G43_M_mean
TRINITY_DN164802_c0_g1_i1	aplnr	Chr01	131383517	131383517	0.006455592	unbias	0.191409982	Ovary_mean
TRINITY_DN164823_c0_g1_i1	LOC100486844	Chr01	88996962	88996962	0.23855649	unbias	0.144266777	Brain_mean
TRINITY_DN164841_c0_g1_i1	rph3al	Chr02	92203046	92203046	0.534509445	unbias	0.553989079	Brain_mean
TRINITY_DN164861_c0_g1_i1	coq6	Chr08	60772412	60772412	-0.072440968	unbias	0.337869247	Ovary_mean
TRINITY_DN164909_c0_g1_i1	NA	NA	NA	NA	0.357478431	unbias	0.731569053	Ovary_mean
TRINITY_DN164928_c0_g1_i1	NA	NA	NA	NA	1.520877663	unbias	0.697997736	Brain_mean
TRINITY_DN16494_c0_g1_i1	NA	NA	NA	NA	-0.06185016	unbias	0.988702389	Brain_mean
TRINITY_DN164952_c0_g1_i1	NA	NA	NA	NA	0.030749963	unbias	0.278312919	Ovary_mean
TRINITY_DN165094_c0_g1_i1	NA	NA	NA	NA	-0.164075901	unbias	0.507907552	Ovary_mean
TRINITY_DN165174_c0_g1_i1	tcf19	Chr08	52757611	52757611	0.106589887	unbias	0.444508562	Brain_mean
TRINITY_DN165263_c0_g1_i1	NA	NA	NA	NA	0.011883046	unbias	0.717599513	Brain_mean
TRINITY_DN165270_c0_g1_i1	fam102a	Chr08	8107831	8107831	0.982179343	unbias	0.916089867	Brain_mean
TRINITY_DN165308_c0_g1_i1	NA	NA	NA	NA	-0.033351951	unbias	0.745442239	Brain_mean
TRINITY_DN16534_c0_g1_i1	NA	NA	NA	NA	-0.11484855	unbias	0.947543718	Brain_mean
TRINITY_DN165453_c0_g1_i1	NA	NA	NA	NA	0.624390157	unbias	0.448718676	Brain_mean
TRINITY_DN165472_c0_g1_i1	NA	NA	NA	NA	0.811142225	unbias	0.350568415	G43_M_mean
TRINITY_DN165492_c0_g1_i1	c1orf85	scaffold_359	2523	2523	0.139472783	unbias	0.322750752	Brain_mean
TRINITY_DN165516_c0_g1_i1	NA	NA	NA	NA	-0.300511707	unbias	0.704655647	Brain_mean
TRINITY_DN165621_c0_g1_i1	NA	NA	NA	NA	-0.149452477	unbias	0.643354007	Brain_mean
TRINITY_DN165623_c0_g1_i1	NA	NA	NA	NA	-0.1205985	unbias	0.330977568	G43_F_mean
TRINITY_DN165645_c0_g1_i1	NA	NA	NA	NA	-0.233617466	unbias	0.457165472	Ovary_mean
TRINITY_DN165648_c0_g1_i1	NA	NA	NA	NA	0.383844957	unbias	0.51268957	G43_M_mean
TRINITY_DN165675_c0_g1_i1	NA	NA	NA	NA	-0.212529286	unbias	0.415415909	G43_M_mean
TRINITY_DN165829_c0_g1_i1	fkbp14	Chr06	80496064	80496064	0.436804083	unbias	0.452471982	G23_mean
TRINITY_DN165958_c0_g1_i1	NA	NA	NA	NA	0.510378393	unbias	0.378007893	G43_M_mean
TRINITY_DN165994_c0_g1_i1	NA	NA	NA	NA	-0.259876752	unbias	0.402632927	Brain_mean
TRINITY_DN165994_c0_g2_i1	NA	NA	NA	NA	-0.011918886	unbias	0.362016469	G27_mean
TRINITY_DN165994_c0_g3_i1	NA	NA	NA	NA	0.844976668	unbias	0.398685329	G31_mean
TRINITY_DN166052_c0_g1_i1	NA	NA	NA	NA	0.041972593	unbias	0.486773329	Brain_mean
TRINITY_DN166141_c0_g1_i1	NA	NA	NA	NA	-0.798293989	unbias	0.64821949	Liver_mean
TRINITY_DN166176_c0_g1_i1	NA	NA	NA	NA	-0.370203897	unbias	0.748564903	G23_mean
TRINITY_DN166265_c0_g1_i1	NA	NA	NA	NA	-0.338893252	unbias	0.429184548	G27_mean
TRINITY_DN166266_c0_g1_i1	NA	NA	NA	NA	0.146716416	unbias	0.301247015	Brain_mean
TRINITY_DN166276_c1_g1_i1	NA	NA	NA	NA	0.326797434	unbias	0.212323124	G43_M_mean
TRINITY_DN166410_c0_g1_i1	NA	NA	NA	NA	0.001692145	unbias	0.686391104	Ovary_mean
TRINITY_DN166639_c0_g1_i1	NA	NA	NA	NA	-0.026115453	unbias	0.604362908	Brain_mean
TRINITY_DN166711_c0_g1_i1	NA	NA	NA	NA	-0.166162929	unbias	0.641870456	G27_mean
TRINITY_DN166725_c0_g1_i1	ube2q2	Chr03	80533395	80533395	-0.495489243	unbias	0.476199924	G46_F_mean
TRINITY_DN166762_c0_g1_i1	NA	NA	NA	NA	-0.48330166	unbias	0.345214226	Brain_mean
TRINITY_DN166869_c0_g1_i1	NA	NA	NA	NA	0.188558289	unbias	0.5894221	Brain_mean
TRINITY_DN166939_c0_g1_i1	NA	NA	NA	NA	-0.096694	unbias	0.897444991	Brain_mean
TRINITY_DN166944_c0_g2_i1	NA	NA	NA	NA	-0.063867385	unbias	0.739733893	Brain_mean
TRINITY_DN167018_c0_g1_i1	fktn	Chr01	108104004	108104004	0.135724796	unbias	0.192289934	Brain_mean
TRINITY_DN167079_c0_g1_i1	NA	NA	NA	NA	0.015367634	unbias	0.132872464	G23_mean
TRINITY_DN167104_c0_g1_i1	NA	NA	NA	NA	-0.189388957	unbias	0.753850821	Ovary_mean
TRINITY_DN167212_c0_g1_i1	NA	NA	NA	NA	0.011558355	unbias	0.94497753	Brain_mean
TRINITY_DN167232_c0_g1_i1	LOC100496170-like	scaffold_185	192521	192521	-0.054260048	unbias	0.202176748	G43_M_mean
TRINITY_DN167532_c0_g1_i1	anxa1-like.2	Chr01	118556373	118556373	-0.067418565	unbias	0.548647003	Brain_mean
TRINITY_DN167549_c0_g1_i1	NA	NA	NA	NA	-0.133997457	unbias	0.288645514	Brain_mean
TRINITY_DN167579_c0_g1_i1	NA	NA	NA	NA	-0.265383691	unbias	0.878793857	Brain_mean
TRINITY_DN167603_c0_g1_i1	kdm1b	Chr06	49022392	49022392	-0.157898361	unbias	0.436328823	Brain_mean
TRINITY_DN167795_c0_g1_i1	NA	NA	NA	NA	0.698238093	unbias	0.482725699	Brain_mean
TRINITY_DN167859_c0_g1_i1	NA	NA	NA	NA	-0.612382827	unbias	0.886420847	Brain_mean
TRINITY_DN168050_c0_g1_i1	NA	NA	NA	NA	0.071728308	unbias	0.211256693	Brain_mean
TRINITY_DN168095_c0_g1_i1	LOC101730225	Chr02	24523608	24523608	-0.120776019	unbias	0.184561788	G23_mean
TRINITY_DN16811_c0_g2_i1	NA	NA	NA	NA	0.368903746	unbias	0.808612845	Brain_mean
TRINITY_DN168144_c0_g1_i1	NA	NA	NA	NA	-0.412749767	unbias	0.587770745	Brain_mean
TRINITY_DN168195_c0_g1_i1	NA	NA	NA	NA	-0.051360185	unbias	0.362703225	Brain_mean
TRINITY_DN168227_c0_g1_i1	NA	NA	NA	NA	-0.567990246	unbias	0.241847526	Ovary_mean
TRINITY_DN168280_c0_g1_i1	NA	NA	NA	NA	0.00712008	unbias	0.347396967	Brain_mean
TRINITY_DN168300_c0_g1_i1	NA	NA	NA	NA	-0.137682689	unbias	0.56912063	Brain_mean
TRINITY_DN168313_c0_g1_i1	NA	NA	NA	NA	-0.286198971	unbias	0.747833057	Brain_mean
TRINITY_DN168379_c0_g1_i1	wdr16	Chr10	39025432	39025432	1.111938044	unbias	0.606392116	Liver_mean
TRINITY_DN168384_c0_g1_i1	NA	NA	NA	NA	-0.036105437	unbias	0.945025631	Brain_mean
TRINITY_DN168388_c0_g1_i1	edc3	Chr03	84588594	84588594	-0.417975306	unbias	0.326385748	Brain_mean
TRINITY_DN168392_c0_g1_i1	ube2d3	Chr01	64172619	64172619	-0.130881938	unbias	0.084570418	G23_mean
TRINITY_DN168403_c0_g1_i1	mipol1	Chr08	88600105	88600105	-0.409236414	unbias	0.861435172	Brain_mean
TRINITY_DN168431_c0_g1_i1	NA	NA	NA	NA	-0.093156984	unbias	0.527169699	Brain_mean
TRINITY_DN168826_c0_g1_i1	NA	NA	NA	NA	0.960364828	unbias	0.321080523	Ovary_mean
TRINITY_DN168935_c0_g1_i1	faah2	Chr08	17211893	17211893	-0.185498187	unbias	0.349171936	Ovary_mean
TRINITY_DN169039_c0_g1_i1	NA	NA	NA	NA	-0.38576804	unbias	0.288727011	Brain_mean
TRINITY_DN169191_c0_g1_i1	NA	NA	NA	NA	-0.124760695	unbias	0.131166055	Brain_mean
TRINITY_DN169220_c0_g1_i1	NA	NA	NA	NA	-0.538704659	unbias	0.342988628	Brain_mean
TRINITY_DN169346_c0_g1_i1	NA	NA	NA	NA	-0.095195488	unbias	0.281379239	G27_mean
TRINITY_DN169593_c0_g2_i1	NA	NA	NA	NA	0.25871919	unbias	0.423449367	Ovary_mean
TRINITY_DN169724_c0_g1_i1	NA	NA	NA	NA	0.097948686	unbias	0.479478974	Brain_mean
TRINITY_DN16974_c0_g1_i1	NA	NA	NA	NA	0.480835997	unbias	0.574385705	Brain_mean
TRINITY_DN16988_c0_g2_i1	NA	NA	NA	NA	0.355569093	unbias	0.980577714	Brain_mean
