gid	gname	chr	start	end	logFC.XYbrain.XXrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	NA	-0.284980807	unbias	0.246593658	Ovary_mean	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	NA	NA	NA	NA	-0.035414506	unbias	0.56737536	Brain_mean	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	NA	-0.147819377	unbias	0.734320519	Brain_mean	0.0316	0.0581	1.8389
TRINITY_DN132667_c0_g1_i1	NA	NA	NA	NA	-0.241185127	unbias	0.893397107	Brain_mean	0.0389	0.0575	1.4771
TRINITY_DN132667_c0_g6_i1	NA	NA	NA	NA	-1.154490611	female	0.355032394	Ovary_mean	0.0217	0.0331	1.5287
TRINITY_DN132667_c0_g7_i3	NA	NA	NA	NA	-0.132714797	unbias	0.27307306	Brain_mean	0.0588	0.1021	1.7356
TRINITY_DN132669_c0_g1_i1	lrrn1-like.2	scaffold_316	1	1	-0.134574004	unbias	0.403843973	Ovary_mean	0.0777	0.0868	1.1176
TRINITY_DN132670_c0_g3_i1	NA	NA	NA	NA	-0.007275813	unbias	0.822041845	Brain_mean	0.057	0.0684	1.1999
TRINITY_DN132671_c4_g1_i3	NA	NA	NA	NA	0.205015455	unbias	0.359910506	Ovary_mean	0.0999	0.1214	1.2145
TRINITY_DN132674_c0_g1_i3	NA	NA	NA	NA	0.108519762	unbias	0.824878789	G23_mean	0.1746	0.2783	1.5941
TRINITY_DN132678_c0_g2_i1	NA	NA	NA	NA	0.029616336	unbias	0.148016442	Ovary_mean	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	NA	0.126872024	unbias	0.514035211	G46_M_mean	0.0775	0.0894	1.1542
TRINITY_DN132681_c0_g1_i2	NA	NA	NA	NA	0.080499549	unbias	0.483121695	Ovary_mean	0.1197	0.1464	1.2228
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	NA	0.04645181	unbias	0.14765843	G23_mean	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	c1orf52	Chr04	29187197	29187197	0.009605495	unbias	0.444515688	Brain_mean	0.0146	0.0201	1.3781
TRINITY_DN132696_c0_g3_i1	NA	NA	NA	NA	-0.07355602	unbias	0.501964935	G46_F_mean	0.1208	0.2245	1.859
TRINITY_DN132703_c8_g1_i1	arhgdib	Chr04	118041836	118041836	0.110232368	unbias	0.601873487	Ovary_mean	0.106	0.1985	1.873
TRINITY_DN132708_c6_g3_i1	NA	NA	NA	NA	1.123713726	unbias	0.574750344	Liver_mean	0.0937	0.1594	1.7017
TRINITY_DN132709_c3_g8_i2	NA	NA	NA	NA	-0.199087687	unbias	0.460889319	Ovary_mean	0.0756	0.0925	1.2241
TRINITY_DN132710_c0_g1_i1	gal.2	Chr07	104595194	104595194	-0.781834108	unbias	0.539545477	G43_M_mean	0.1216	0.1995	1.6415
TRINITY_DN132717_c3_g1_i4	NA	NA	NA	NA	-0.297452281	unbias	0.570856154	Ovary_mean	0.0561	0.0826	1.4719
TRINITY_DN132719_c0_g1_i3	ubp1	Chr10	3345795	3345795	-0.039567187	unbias	0.13949879	Brain_mean	0.0715	0.0334	0.467
TRINITY_DN132722_c2_g5_i3	NA	NA	NA	NA	0.092338031	unbias	0.65899859	Brain_mean	0.1657	0.2367	1.4284
TRINITY_DN132727_c1_g2_i3	NA	NA	NA	NA	0.107800579	unbias	0.555305731	Ovary_mean	0.1359	0.1492	1.0979
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	NA	-0.047467615	unbias	0.422740359	Ovary_mean	0.0847	0.1318	1.5573
TRINITY_DN132731_c1_g1_i2	NA	NA	NA	NA	0.22653913	unbias	0.201404069	Ovary_mean	0.0192	0.0238	1.2405
TRINITY_DN132732_c0_g2_i2	lgmn	Chr08	66498234	66498234	0.01945941	unbias	0.518936691	Ovary_mean	0.1726	0.289	1.6743
TRINITY_DN132748_c0_g1_i1	NA	NA	NA	NA	0.094055865	unbias	0.888453857	Brain_mean	0.0293	0.0424	1.4489
TRINITY_DN132751_c3_g1_i2	NA	NA	NA	NA	0.243826707	unbias	0.434241119	Brain_mean	0.1113	0.2058	1.8489
TRINITY_DN132753_c0_g1_i1	NA	NA	NA	NA	-0.433151267	unbias	0.616294587	Brain_mean	0.0597	0.0828	1.3865
TRINITY_DN132754_c0_g2_i1	NA	NA	NA	NA	0.216718743	unbias	0.286757546	Ovary_mean	0.016	0.0258	1.6157
TRINITY_DN132755_c6_g1_i1	NA	NA	NA	NA	0.310401131	unbias	0.512567947	Ovary_mean	0.1034	0.1712	1.6567
TRINITY_DN132757_c0_g1_i3	NA	NA	NA	NA	-0.135500471	unbias	0.243505127	Testis_mean	0.1261	0.1525	1.209
TRINITY_DN132758_c3_g1_i1	NA	NA	NA	NA	0.083538021	unbias	0.250094604	Brain_mean	0.0235	0.0339	1.4405
TRINITY_DN132762_c1_g1_i6	NA	NA	NA	NA	0.282353501	unbias	0.758996969	Brain_mean	0.063	0.0847	1.3448
TRINITY_DN132762_c3_g1_i5	NA	NA	NA	NA	-0.04037036	unbias	0.373140871	Ovary_mean	0.081	0.0844	1.0415
TRINITY_DN132763_c3_g1_i2	NA	NA	NA	NA	-0.000359887	unbias	0.610291006	Brain_mean	0.0872	0.1387	1.5905
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	NA	-0.028582039	unbias	0.455832947	Brain_mean	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	NA	0.399516747	unbias	0.458001452	Ovary_mean	0.0768	0.1042	1.3569
TRINITY_DN132767_c0_g1_i1	NA	NA	NA	NA	0.163994061	unbias	0.26719808	G43_M_mean	0.1032	0.1459	1.4133
TRINITY_DN132771_c1_g1_i1	NA	NA	NA	NA	-0.256501352	unbias	0.397484533	Ovary_mean	0.0993	0.1695	1.7078
TRINITY_DN132772_c0_g1_i4	NA	NA	NA	NA	-0.096978599	unbias	0.803398265	Brain_mean	0.0895	0.1126	1.2576
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	NA	0.062631845	unbias	0.367444915	Brain_mean	0.1578	0.2389	1.5143
TRINITY_DN132776_c2_g1_i1	NA	NA	NA	NA	0.101217544	unbias	0.292087658	Ovary_mean	0.0304	0.0429	1.412
TRINITY_DN132782_c0_g1_i7	NA	NA	NA	NA	0.2358339	unbias	0.517276638	Brain_mean	0.1599	0.2834	1.7727
TRINITY_DN132782_c1_g1_i2	NA	NA	NA	NA	0.16357702	unbias	0.281785109	Ovary_mean	0.1287	0.1754	1.3634
TRINITY_DN132782_c2_g1_i2	ddx19b	scaffold_788	1570	1570	0.110307059	unbias	0.517863685	Brain_mean	0.0733	0.1263	1.7228
TRINITY_DN132791_c0_g2_i1	NA	NA	NA	NA	0.039512973	unbias	0.675847467	Brain_mean	0.0417	0.0751	1.802
TRINITY_DN132803_c2_g1_i12	musk	Chr01	103510401	103510401	-0.023993904	unbias	0.49410205	Ovary_mean	0.1006	0.1603	1.5926
TRINITY_DN132809_c9_g3_i1	Xetrov90001997m	Chr01	101423083	101423083	0.663243841	unbias	0.647231453	Testis_mean	0.0937	0.1456	1.5543
TRINITY_DN132811_c2_g1_i1	NA	NA	NA	NA	0.330020889	unbias	0.761645145	G23_mean	0.06	0.0789	1.3164
TRINITY_DN132817_c1_g1_i3	NA	NA	NA	NA	-0.188173077	unbias	0.776726786	Ovary_mean	0.0301	0.054	1.7908
TRINITY_DN132818_c0_g2_i3	LOC100491837	Chr08	97986156	97986156	0.047549896	unbias	0.161650489	Ovary_mean	0.0502	0.0494	0.9838
TRINITY_DN132819_c2_g2_i4	NA	NA	NA	NA	0.090178974	unbias	0.243173046	Brain_mean	0.0748	0.0988	1.3221
TRINITY_DN132820_c4_g1_i2	NA	NA	NA	NA	-0.16398994	unbias	0.450390684	Brain_mean	0.0957	0.075	0.7839
TRINITY_DN132820_c6_g1_i4	NA	NA	NA	NA	-0.013332129	unbias	0.594311084	Brain_mean	0.0819	0.0986	1.203
TRINITY_DN132820_c6_g2_i1	ssuh2-like	Chr04	120791560	120791560	-0.065125853	unbias	0.635958933	Brain_mean	0.0704	0.0875	1.2431
TRINITY_DN132825_c3_g1_i6	NA	NA	NA	NA	-0.103299226	unbias	0.28046268	Ovary_mean	0.1072	0.2019	1.8831
TRINITY_DN132826_c2_g1_i8	NA	NA	NA	NA	0.276191785	unbias	0.287483889	Brain_mean	0.037	0.0546	1.4774
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	NA	-0.173270913	unbias	0.23856837	Brain_mean	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	NA	-0.307011095	unbias	0.42025866	Ovary_mean	0.0716	0.1411	1.9707
TRINITY_DN132830_c9_g3_i5	tapbp	Chr08	51064498	51064498	-0.011169519	unbias	0.597857718	Ovary_mean	0.0802	0.1433	1.7879
TRINITY_DN132832_c1_g1_i15	NA	NA	NA	NA	-0.068106039	unbias	0.525007452	Brain_mean	0.0597	0.084	1.4062
TRINITY_DN132832_c1_g5_i6	NA	NA	NA	NA	0.029454836	unbias	0.198370314	G23_mean	0.0349	0.0379	1.0871
TRINITY_DN132835_c1_g1_i1	NA	NA	NA	NA	-0.151827792	unbias	0.826518671	Brain_mean	0.0202	0.0212	1.0495
TRINITY_DN132837_c1_g2_i2	NA	NA	NA	NA	0.008207656	unbias	0.596525681	Ovary_mean	0.0345	0.0653	1.8956
TRINITY_DN132837_c1_g8_i1	fam98b	Chr08	90495078	90495078	1.717543853	unbias	0.430274083	G43_F_mean	0.0509	0.0729	1.4302
TRINITY_DN132842_c1_g1_i1	NA	NA	NA	NA	0.096286571	unbias	0.641967055	Ovary_mean	0.0729	0.1003	1.3765
TRINITY_DN132848_c0_g1_i1	NA	NA	NA	NA	-0.240017467	unbias	0.921136774	Brain_mean	0.0404	0.0514	1.272
TRINITY_DN132851_c3_g3_i1	NA	NA	NA	NA	-0.044794676	unbias	0.481314448	Ovary_mean	0.1234	0.2356	1.9096
TRINITY_DN132851_c3_g4_i1	grip1	Chr03	48685943	48685943	-0.01835568	unbias	0.392341953	Brain_mean	0.1387	0.1955	1.409
TRINITY_DN132854_c0_g2_i2	atp6v0b	Chr04	82184633	82184633	0.072990273	unbias	0.634512426	Ovary_mean	0.094	0.0656	0.6977
TRINITY_DN132859_c11_g2_i2	NA	NA	NA	NA	0.090843452	unbias	0.260597096	Testis_mean	0.0945	0.1569	1.6592
TRINITY_DN132863_c3_g1_i2	dnaja3	Chr09	14430922	14430922	-0.145157166	unbias	0.359673015	Brain_mean	0.0071	0.0115	1.6317
TRINITY_DN132871_c1_g1_i1	snx31	Chr06	113288507	113288507	-0.173022909	unbias	0.347789158	Ovary_mean	0.0754	0.1229	1.6302
TRINITY_DN132874_c0_g1_i1	NA	NA	NA	NA	-0.01635731	unbias	0.200308396	Ovary_mean	0.0083	0.0069	0.8297
TRINITY_DN132876_c2_g4_i1	NA	NA	NA	NA	-0.045463729	unbias	0.430884567	Ovary_mean	0.1836	0.2842	1.548
TRINITY_DN132878_c0_g3_i1	NA	NA	NA	NA	0.07968162	unbias	0.443604404	Ovary_mean	0.064	0.0997	1.5596
TRINITY_DN132879_c5_g7_i1	NA	NA	NA	NA	0.14423443	unbias	0.280991506	G23_mean	0.0659	0.1268	1.9243
TRINITY_DN132882_c6_g1_i1	LOC100490823	Chr09	70879112	70879112	0.016812114	unbias	0.447148262	Testis_mean	0.2396	0.3879	1.619
TRINITY_DN132882_c8_g2_i1	NA	NA	NA	NA	0.054889355	unbias	0.594326938	Ovary_mean	0.0657	0.0842	1.282
TRINITY_DN132884_c3_g6_i1	NA	NA	NA	NA	0.252777719	unbias	0.337814458	G23_mean	0.0265	0.0517	1.9531
TRINITY_DN132887_c1_g1_i2	NA	NA	NA	NA	0.072692667	unbias	0.478219446	Ovary_mean	0.0286	0.0383	1.3396
TRINITY_DN132887_c4_g2_i1	NA	NA	NA	NA	0.100278419	unbias	0.272872502	G23_mean	0.0292	0.0537	1.8381
TRINITY_DN132888_c0_g1_i1	c11orf54	Chr02	96455516	96455516	-0.16214043	unbias	0.379229198	Brain_mean	0.0481	0.0431	0.8952
TRINITY_DN132891_c7_g2_i3	gpbp1l1	Chr04	73409631	73409631	0.2419577	unbias	0.606346968	Ovary_mean	0.0279	0.0283	1.015
TRINITY_DN132892_c2_g1_i2	Xetrov90003149m	Chr01	153885424	153885424	-0.086766568	unbias	0.142284626	Ovary_mean	0.0725	0.1305	1.8013
TRINITY_DN132899_c0_g1_i4	NA	NA	NA	NA	0.099259585	unbias	0.424497902	Ovary_mean	0.0948	0.1625	1.7144
TRINITY_DN132900_c0_g3_i3	NA	NA	NA	NA	0.071015349	unbias	0.53257161	Brain_mean	0.0335	0.0406	1.2135
TRINITY_DN132905_c2_g2_i1	NA	NA	NA	NA	-0.086747419	unbias	0.797018263	Brain_mean	0.0309	0.0383	1.2385
TRINITY_DN132906_c0_g4_i8	NA	NA	NA	NA	0.704172588	unbias	0.449989626	Liver_mean	0.0205	0.0324	1.5818
TRINITY_DN132910_c0_g1_i1	NA	NA	NA	NA	0.010631956	unbias	0.291467764	Ovary_mean	0.0683	0.1049	1.5369
TRINITY_DN132917_c2_g2_i1	NA	NA	NA	NA	0.123844929	unbias	0.57172607	G23_mean	0.126	0.2024	1.6062
TRINITY_DN132917_c4_g2_i4	NA	NA	NA	NA	-0.048420642	unbias	0.393039555	Brain_mean	0.0937	0.1218	1.2995
TRINITY_DN132918_c0_g3_i1	naa50	scaffold_85	73859	73859	0.008529954	unbias	0.353114379	G23_mean	0.1592	0.2119	1.3306
TRINITY_DN132922_c3_g2_i1	NA	NA	NA	NA	0.278658052	unbias	0.741581779	Brain_mean	0.0421	0.0573	1.3606
TRINITY_DN132934_c0_g1_i2	zbtb12	Chr08	53889398	53889398	-0.234365892	unbias	0.254811573	G43_M_mean	0.0526	0.0758	1.4408
TRINITY_DN132937_c1_g1_i3	pxk	scaffold_87	303710	303710	0.823920366	unbias	0.760854105	Brain_mean	0.1089	0.1496	1.3735
TRINITY_DN132942_c0_g1_i5	zswim8	Chr07	52507773	52507773	1.579486201	unbias	0.303179938	Testis_mean	0.1217	0.2165	1.7795
TRINITY_DN132943_c0_g5_i8	NA	NA	NA	NA	0.072429949	unbias	0.540616549	Brain_mean	0.0182	0.0197	1.0854
TRINITY_DN132947_c0_g1_i4	NA	NA	NA	NA	-0.054172672	unbias	0.42973569	Ovary_mean	0.1366	0.255	1.8669
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	NA	-0.058119901	unbias	0.247324278	G23_mean	0.0341	0.0457	1.3397
TRINITY_DN132951_c0_g1_i2	aim1-like.1	Chr05	76268586	76268586	0.193412489	unbias	0.379751437	Brain_mean	0.0263	0.0504	1.9115
TRINITY_DN132954_c5_g2_i3	NA	NA	NA	NA	-0.17966645	unbias	0.344756198	Brain_mean	0.0572	0.0835	1.4615
TRINITY_DN132956_c5_g1_i3	NA	NA	NA	NA	0.02630356	unbias	0.299604768	Ovary_mean	0.0559	0.0905	1.6206
TRINITY_DN132960_c3_g1_i1	NA	NA	NA	NA	-0.04316117	unbias	0.254459801	G43_M_mean	0.1112	0.2091	1.881
TRINITY_DN132961_c3_g1_i1	pou6f1	Chr02	139026107	139026107	0.119192801	unbias	0.417447569	Brain_mean	0.0572	0.0879	1.5365
TRINITY_DN132963_c1_g4_i2	NA	NA	NA	NA	-0.044430819	unbias	0.288702646	Ovary_mean	0.0717	0.1161	1.6197
TRINITY_DN132968_c1_g1_i1	NA	NA	NA	NA	-0.014541594	unbias	0.786678467	Brain_mean	0.16	0.1217	0.7607
TRINITY_DN132969_c0_g2_i1	NA	NA	NA	NA	-0.22594702	unbias	0.465909748	Ovary_mean	0.0963	0.1058	1.0995
TRINITY_DN132969_c1_g3_i2	NA	NA	NA	NA	-0.020732711	unbias	0.73702792	Brain_mean	0.0651	0.0812	1.2481
TRINITY_DN132974_c4_g2_i9	NA	NA	NA	NA	-0.175463076	unbias	0.43668092	Brain_mean	0.0608	0.0705	1.1597
TRINITY_DN132975_c0_g1_i1	NA	NA	NA	NA	-0.070658609	unbias	0.243551463	Testis_mean	0.0547	0.0978	1.79
TRINITY_DN132976_c1_g5_i2	NA	NA	NA	NA	-0.055670373	unbias	0.523371066	Ovary_mean	0.127	0.145	1.1417
TRINITY_DN132976_c4_g2_i4	LOC100486355-like	scaffold_896	43288	43288	0.053634422	unbias	0.299849289	Ovary_mean	0.029	0.0401	1.382
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	NA	0.021762715	unbias	0.147373314	G23_mean	0.0232	0.0332	1.4336
TRINITY_DN132980_c2_g1_i2	agt	Chr05	42099486	42099486	-0.121313399	unbias	0.225788723	Ovary_mean	0.0523	0.0821	1.568
TRINITY_DN132986_c0_g3_i10	c1orf109	Chr02	81417964	81417964	-0.037609117	unbias	0.40921387	Brain_mean	0.0452	0.0427	0.9444
TRINITY_DN132991_c1_g4_i1	rpusd1-like	Chr09	10570529	10570529	0.077069538	unbias	0.484094215	Brain_mean	0.0493	0.0717	1.4545
TRINITY_DN132995_c1_g2_i5	NA	NA	NA	NA	-0.044469045	unbias	0.82732434	Brain_mean	0.0492	0.0909	1.8481
TRINITY_DN133002_c6_g5_i3	NA	NA	NA	NA	0.114677921	unbias	0.419907024	Ovary_mean	0.059	0.0607	1.028
TRINITY_DN133005_c2_g1_i1	NA	NA	NA	NA	0.896399948	unbias	0.509276548	G43_M_mean	0.0287	0.056	1.95
TRINITY_DN133007_c1_g1_i4	NA	NA	NA	NA	0.13832141	unbias	0.520546001	Ovary_mean	0.0747	0.1172	1.5705
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	NA	0.129343359	unbias	0.194243069	Ovary_mean	0.0342	0.0442	1.2937
TRINITY_DN133011_c0_g1_i4	NA	NA	NA	NA	-0.135569615	unbias	0.3467689	Brain_mean	0.0378	0.0509	1.3465
TRINITY_DN133014_c5_g4_i7	NA	NA	NA	NA	0.051541776	unbias	0.257078024	Brain_mean	0.0831	0.1002	1.2051
TRINITY_DN133015_c7_g1_i1	NA	NA	NA	NA	0.183642425	unbias	0.562770641	Brain_mean	0.0023	0.0022	0.9342
TRINITY_DN133016_c0_g1_i1	NA	NA	NA	NA	-0.159633629	unbias	0.239602202	Brain_mean	0.0416	0.0657	1.5797
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	NA	-0.119722296	unbias	0.758085156	Brain_mean	0.0486	0.0585	1.2034
TRINITY_DN133024_c2_g3_i1	NA	NA	NA	NA	1.463609966	unbias	0.590060554	G27_mean	0.1017	0.1573	1.5462
TRINITY_DN133029_c0_g2_i7	NA	NA	NA	NA	0.43086926	unbias	0.529163556	G46_M_mean	0.2417	0.4369	1.8074
TRINITY_DN133031_c0_g1_i3	NA	NA	NA	NA	0.197583167	unbias	0.1959955	Brain_mean	0.1639	0.2678	1.6343
TRINITY_DN133032_c0_g2_i1	NA	NA	NA	NA	0.129011041	unbias	0.2180121	G46_F_mean	0.0567	0.0795	1.4025
TRINITY_DN133034_c0_g8_i2	smpd3-like	Chr04	49860482	49860482	0.081527934	unbias	0.271188379	G46_M_mean	0.0914	0.1552	1.6976
TRINITY_DN133036_c1_g2_i2	NA	NA	NA	NA	0.032011561	unbias	0.285522435	Testis_mean	0.0855	0.1083	1.2661
TRINITY_DN133039_c0_g1_i7	NA	NA	NA	NA	0.048134011	unbias	0.462686489	Brain_mean	0.106	0.1731	1.6334
TRINITY_DN133040_c2_g1_i1	NA	NA	NA	NA	0.200958625	unbias	0.309586023	G43_M_mean	0.1064	0.1879	1.7661
TRINITY_DN133041_c0_g1_i2	sh3rf1	Chr01	40862906	40862906	0.146065407	unbias	0.846196623	Brain_mean	0.051	0.054	1.0573
TRINITY_DN133045_c7_g3_i1	NA	NA	NA	NA	0.224771167	unbias	0.588535467	Ovary_mean	0.1325	0.2618	1.9758
TRINITY_DN133052_c1_g4_i1	NA	NA	NA	NA	-0.047951563	unbias	0.324791946	Testis_mean	0.0821	0.1239	1.5101
TRINITY_DN133053_c7_g1_i2	grb2	Chr10	35870481	35870481	0.385851829	unbias	0.598498047	Ovary_mean	0.0723	0.1402	1.9396
TRINITY_DN133054_c3_g2_i1	rab24	Chr03	36729895	36729895	-0.145930805	unbias	0.559957943	Brain_mean	0.102	0.155	1.5193
TRINITY_DN133058_c0_g1_i3	NA	NA	NA	NA	-1.610005016	unbias	0.577430371	G31_mean	0.1587	0.3082	1.9421
TRINITY_DN133061_c1_g1_i3	NA	NA	NA	NA	-0.159134573	unbias	0.322424241	G43_M_mean	0.2014	0.2641	1.3115
TRINITY_DN133062_c0_g4_i13	c10orf32	Chr07	20676119	20676119	0.060733033	unbias	0.3453138	Brain_mean	0.162	0.3051	1.8834
TRINITY_DN133073_c1_g4_i1	NA	NA	NA	NA	-0.095900055	unbias	0.900585848	Brain_mean	0.0393	0.0557	1.416
TRINITY_DN133075_c0_g1_i1	NA	NA	NA	NA	0.58371037	unbias	0.643199904	Testis_mean	0.0521	0.0724	1.3901
TRINITY_DN133081_c0_g2_i1	NA	NA	NA	NA	-0.029169996	unbias	0.395002151	Brain_mean	0.1755	0.27	1.5387
TRINITY_DN133088_c5_g1_i1	NA	NA	NA	NA	-0.190536037	unbias	0.202035848	Ovary_mean	0.0657	0.0778	1.1834
TRINITY_DN133089_c1_g2_i1	raver1	Chr03	127107754	127107754	0.057371518	unbias	0.650538972	Brain_mean	0.1397	0.1644	1.1762
TRINITY_DN133089_c2_g1_i7	LOC100491557-like	Chr02	108995527	108995527	-0.208640963	unbias	0.744521769	Brain_mean	0.1953	0.273	1.398
TRINITY_DN133091_c4_g1_i1	NA	NA	NA	NA	-0.142669074	unbias	0.510524975	Brain_mean	0.0159	0.0186	1.1659
TRINITY_DN133096_c5_g1_i1	NA	NA	NA	NA	-0.018124954	unbias	0.433494243	Brain_mean	0.1108	0.0815	0.7357
TRINITY_DN133096_c6_g3_i1	npbwr1-like	Chr06	99799210	99799210	0.147094087	unbias	0.536590518	Brain_mean	0.0468	0.0926	1.9804
TRINITY_DN133101_c2_g1_i1	NA	NA	NA	NA	-0.093260516	unbias	0.269003571	Brain_mean	0.111	0.1265	1.1394
TRINITY_DN133102_c0_g2_i1	cops4	Chr01	89976352	89976352	0.031771917	unbias	0.436802555	Ovary_mean	0.0708	0.0808	1.1414
TRINITY_DN133104_c0_g3_i2	NA	NA	NA	NA	0.003865138	unbias	0.290496237	Ovary_mean	0.0276	0.0524	1.8961
TRINITY_DN133105_c0_g2_i3	NA	NA	NA	NA	-0.299384461	unbias	0.250663593	Ovary_mean	0.0493	0.0763	1.5463
TRINITY_DN133113_c0_g1_i5	NA	NA	NA	NA	0.160679382	unbias	0.225759099	Testis_mean	0.0505	0.0579	1.1464
TRINITY_DN133113_c0_g2_i2	NA	NA	NA	NA	0.015558534	unbias	0.501656639	Brain_mean	0.0251	0.0382	1.5227
TRINITY_DN133114_c1_g1_i2	NA	NA	NA	NA	-0.237934422	unbias	0.737169388	Ovary_mean	0.0819	0.0997	1.2177
TRINITY_DN133119_c1_g3_i2	NA	NA	NA	NA	-0.027625868	unbias	0.438033052	Brain_mean	0.0281	0.0513	1.8257
TRINITY_DN133121_c3_g2_i1	kbtbd11	Chr05	112509242	112509242	0.03685812	unbias	0.238700947	Brain_mean	0.0027	0.0023	0.8728
TRINITY_DN133121_c5_g1_i3	NA	NA	NA	NA	0.196622518	unbias	0.874154141	Brain_mean	0.0891	0.1619	1.8177
TRINITY_DN133123_c0_g2_i3	NA	NA	NA	NA	0.066831781	unbias	0.289382251	Ovary_mean	0.1804	0.2813	1.5593
TRINITY_DN133127_c3_g1_i1	NA	NA	NA	NA	0.05811644	unbias	0.353627321	Brain_mean	0.0515	0.0655	1.2719
TRINITY_DN133127_c3_g3_i4	NA	NA	NA	NA	0.172513333	unbias	0.361227465	Brain_mean	0.0399	0.0629	1.5776
TRINITY_DN133129_c1_g1_i2	NA	NA	NA	NA	-0.020174969	unbias	0.250025659	Ovary_mean	0.0095	0.0183	1.9353
TRINITY_DN133130_c1_g2_i2	pdzd4	Chr08	8894735	8894735	0.059837654	unbias	0.32253606	Brain_mean	0.0535	0.0497	0.9303
TRINITY_DN133130_c1_g3_i4	NA	NA	NA	NA	0.184703486	unbias	0.440192598	Brain_mean	0.0244	0.0283	1.1591
TRINITY_DN133130_c2_g1_i2	NA	NA	NA	NA	0.381467456	unbias	0.251334868	Ovary_mean	0.1424	0.2378	1.6698
TRINITY_DN133131_c1_g1_i1	fam46b	Chr02	52054712	52054712	-0.036286994	unbias	0.242338683	Testis_mean	0.0143	0.0199	1.3908
TRINITY_DN133132_c2_g1_i1	scin	Chr06	46101733	46101733	-0.01173588	unbias	0.621046652	Brain_mean	0.2159	0.2515	1.1651
TRINITY_DN133133_c0_g2_i1	NA	NA	NA	NA	0.041321526	unbias	0.44692223	Ovary_mean	0.0894	0.123	1.3763
TRINITY_DN133140_c4_g1_i1	NA	NA	NA	NA	-0.083668339	unbias	0.263295665	G23_mean	0.0299	0.0408	1.3645
TRINITY_DN133142_c0_g1_i3	NA	NA	NA	NA	-0.306091562	unbias	0.501513109	Brain_mean	0.2221	0.255	1.148
TRINITY_DN133143_c0_g1_i1	NA	NA	NA	NA	0.347620532	unbias	0.452716162	G27_mean	0.1158	0.1618	1.3972
TRINITY_DN133149_c0_g1_i2	NA	NA	NA	NA	-0.008309079	unbias	0.595846589	Brain_mean	0.0492	0.0751	1.528
TRINITY_DN133151_c4_g1_i1	NA	NA	NA	NA	0.223229821	unbias	0.439610912	Ovary_mean	0.0935	0.1094	1.1704
TRINITY_DN133153_c0_g1_i1	NA	NA	NA	NA	-0.11084624	unbias	0.374805861	G43_M_mean	0.0323	0.0516	1.5996
TRINITY_DN133156_c1_g3_i1	NA	NA	NA	NA	-0.042003913	unbias	0.633967119	Brain_mean	0.0265	0.0381	1.438
TRINITY_DN133157_c0_g1_i1	c14orf93	Chr01	127996764	127996764	-0.184742841	unbias	0.2327269	Testis_mean	0.0987	0.1366	1.3848
TRINITY_DN133159_c0_g1_i1	NA	NA	NA	NA	0.114161126	unbias	0.272686686	Ovary_mean	0.0406	0.0625	1.5409
TRINITY_DN133160_c0_g1_i3	NA	NA	NA	NA	-0.033180903	unbias	0.467916071	G46_M_mean	0.0804	0.1032	1.2839
TRINITY_DN133162_c0_g1_i3	LOC100486200	Chr01	124510818	124510818	-0.024565782	unbias	0.673056766	Brain_mean	0.1065	0.1698	1.5945
TRINITY_DN133164_c3_g2_i1	NA	NA	NA	NA	-0.078123789	unbias	0.533513005	Ovary_mean	0.0282	0.0336	1.1912
TRINITY_DN133166_c0_g1_i1	NA	NA	NA	NA	0.068621759	unbias	0.508889863	Brain_mean	0.081	0.1306	1.6124
TRINITY_DN133173_c0_g1_i1	NA	NA	NA	NA	-0.045648697	unbias	0.437761253	Ovary_mean	0.1917	0.3123	1.629
TRINITY_DN133180_c12_g1_i3	NA	NA	NA	NA	-0.00000985	unbias	0.322825436	Testis_mean	0.1012	0.1772	1.7507
TRINITY_DN133183_c0_g1_i1	ccnb1.2	Chr04	83575822	83575822	-0.062783626	unbias	0.506198126	Ovary_mean	0.1118	0.1897	1.6966
TRINITY_DN133186_c3_g2_i1	LOC100497111	Chr10	39124618	39124618	0.521961643	unbias	0.624806394	G46_M_mean	0.1836	0.3496	1.9035
TRINITY_DN133190_c0_g1_i1	col17a1	Chr07	19652172	19652172	-0.052935989	unbias	0.47503151	Ovary_mean	0.1209	0.2069	1.7116
