gid	gname	chr	start	end	logFC.XYbrain.XXrain	abslogFC.XYbrain.Xxrain	bias	tau	tissue	dNdS	dN	dS
TRINITY_DN132527_c4_g4_i2	kif18a	Chr04	11507178	11507178	-0.082852341	0.082852341	unbias	0.682634754	Brain_mean	0.069	0.1299	1.8833
TRINITY_DN132553_c1_g6_i14	NA	NA	NA	NA	-0.06875594	0.06875594	unbias	0.15644149	G46_F_mean	0.0955	0.1403	1.4693
TRINITY_DN132561_c2_g3_i3	NA	NA	NA	NA	0.027529702	0.027529702	unbias	0.22869752	G23_mean	0.0416	0.0394	0.9475
TRINITY_DN132562_c0_g2_i3	stam2	Chr09	70760777	70760777	-0.014758441	0.014758441	unbias	0.140433807	Brain_mean	0.014	0.0067	0.4777
TRINITY_DN132574_c2_g1_i2	NA	NA	NA	NA	-0.256183535	0.256183535	unbias	0.415595732	Brain_mean	0.068	0.1355	1.9936
TRINITY_DN132582_c1_g2_i4	NA	NA	NA	NA	-0.1085145	0.1085145	unbias	0.570785185	Brain_mean	0.0254	0.0335	1.3223
TRINITY_DN132595_c0_g1_i1	NA	NA	NA	NA	0.487987587	0.487987587	unbias	0.316982545	G46_M_mean	0.2213	0.3654	1.6514
TRINITY_DN132599_c0_g1_i3	vps4a-like	Chr04	62238891	62238891	-0.226771927	0.226771927	unbias	0.334100823	Brain_mean	0.202	0.3476	1.7211
TRINITY_DN132628_c1_g1_i2	NA	NA	NA	NA	-0.116203471	0.116203471	unbias	0.201571911	Brain_mean	0.0418	0.065	1.5565
TRINITY_DN132629_c1_g1_i2	NA	NA	NA	NA	-0.055220735	0.055220735	unbias	0.25816497	G23_mean	0.0679	0.1278	1.8826
TRINITY_DN132643_c1_g5_i2	NA	NA	NA	NA	-0.110397821	0.110397821	unbias	0.506722048	Ovary_mean	0.1995	0.3628	1.8192
TRINITY_DN132644_c5_g1_i1	NA	NA	NA	NA	0.052128064	0.052128064	unbias	0.226076614	Ovary_mean	0.0668	0.0829	1.2402
TRINITY_DN132650_c6_g5_i5	NA	NA	NA	NA	0.133754448	0.133754448	unbias	0.25788075	Ovary_mean	0.0574	0.0985	1.7166
TRINITY_DN132653_c4_g1_i2	NA	NA	NA	NA	-0.284980807	0.284980807	unbias	0.246593658	Ovary_mean	0.0908	0.1735	1.9115
TRINITY_DN132656_c6_g3_i5	NA	NA	NA	NA	-0.035414506	0.035414506	unbias	0.56737536	Brain_mean	0.0774	0.1443	1.8638
TRINITY_DN132657_c3_g2_i3	NA	NA	NA	NA	-0.147819377	0.147819377	unbias	0.734320519	Brain_mean	0.0316	0.0581	1.8389
TRINITY_DN132669_c0_g1_i1	lrrn1-like.2	scaffold_316	1	1	-0.134574004	0.134574004	unbias	0.403843973	Ovary_mean	0.0777	0.0868	1.1176
TRINITY_DN132678_c0_g2_i1	NA	NA	NA	NA	0.029616336	0.029616336	unbias	0.148016442	Ovary_mean	0.0532	0.0546	1.0267
TRINITY_DN132679_c1_g1_i4	NA	NA	NA	NA	0.126872024	0.126872024	unbias	0.514035211	G46_M_mean	0.0775	0.0894	1.1542
TRINITY_DN132689_c3_g2_i8	NA	NA	NA	NA	0.04645181	0.04645181	unbias	0.14765843	G23_mean	0.0777	0.1039	1.3383
TRINITY_DN132693_c0_g4_i2	c1orf52	Chr04	29187197	29187197	0.009605495	0.009605495	unbias	0.444515688	Brain_mean	0.0146	0.0201	1.3781
TRINITY_DN132719_c0_g1_i3	ubp1	Chr10	3345795	3345795	-0.039567187	0.039567187	unbias	0.13949879	Brain_mean	0.0715	0.0334	0.467
TRINITY_DN132728_c0_g1_i5	NA	NA	NA	NA	-0.047467615	0.047467615	unbias	0.422740359	Ovary_mean	0.0847	0.1318	1.5573
TRINITY_DN132751_c3_g1_i2	NA	NA	NA	NA	0.243826707	0.243826707	unbias	0.434241119	Brain_mean	0.1113	0.2058	1.8489
TRINITY_DN132758_c3_g1_i1	NA	NA	NA	NA	0.083538021	0.083538021	unbias	0.250094604	Brain_mean	0.0235	0.0339	1.4405
TRINITY_DN132764_c3_g5_i2	NA	NA	NA	NA	-0.028582039	0.028582039	unbias	0.455832947	Brain_mean	0.1302	0.2035	1.5636
TRINITY_DN132764_c3_g6_i2	NA	NA	NA	NA	0.399516747	0.399516747	unbias	0.458001452	Ovary_mean	0.0768	0.1042	1.3569
TRINITY_DN132772_c0_g2_i1	NA	NA	NA	NA	0.062631845	0.062631845	unbias	0.367444915	Brain_mean	0.1578	0.2389	1.5143
TRINITY_DN132782_c2_g1_i2	ddx19b	scaffold_788	1570	1570	0.110307059	0.110307059	unbias	0.517863685	Brain_mean	0.0733	0.1263	1.7228
TRINITY_DN132818_c0_g2_i3	LOC100491837	Chr08	97986156	97986156	0.047549896	0.047549896	unbias	0.161650489	Ovary_mean	0.0502	0.0494	0.9838
TRINITY_DN132820_c4_g1_i2	NA	NA	NA	NA	-0.16398994	0.16398994	unbias	0.450390684	Brain_mean	0.0957	0.075	0.7839
TRINITY_DN132826_c2_g2_i1	NA	NA	NA	NA	-0.173270913	0.173270913	unbias	0.23856837	Brain_mean	0.0187	0.0221	1.1811
TRINITY_DN132830_c6_g1_i1	NA	NA	NA	NA	-0.307011095	0.307011095	unbias	0.42025866	Ovary_mean	0.0716	0.1411	1.9707
TRINITY_DN132851_c3_g4_i1	grip1	Chr03	48685943	48685943	-0.01835568	0.01835568	unbias	0.392341953	Brain_mean	0.1387	0.1955	1.409
TRINITY_DN132871_c1_g1_i1	snx31	Chr06	113288507	113288507	-0.173022909	0.173022909	unbias	0.347789158	Ovary_mean	0.0754	0.1229	1.6302
TRINITY_DN132892_c2_g1_i2	Xetrov90003149m	Chr01	153885424	153885424	-0.086766568	0.086766568	unbias	0.142284626	Ovary_mean	0.0725	0.1305	1.8013
TRINITY_DN132900_c0_g3_i3	NA	NA	NA	NA	0.071015349	0.071015349	unbias	0.53257161	Brain_mean	0.0335	0.0406	1.2135
TRINITY_DN132917_c4_g2_i4	NA	NA	NA	NA	-0.048420642	0.048420642	unbias	0.393039555	Brain_mean	0.0937	0.1218	1.2995
TRINITY_DN132934_c0_g1_i2	zbtb12	Chr08	53889398	53889398	-0.234365892	0.234365892	unbias	0.254811573	G43_M_mean	0.0526	0.0758	1.4408
TRINITY_DN132942_c0_g1_i5	zswim8	Chr07	52507773	52507773	1.579486201	1.579486201	unbias	0.303179938	Testis_mean	0.1217	0.2165	1.7795
TRINITY_DN132947_c0_g1_i4	NA	NA	NA	NA	-0.054172672	0.054172672	unbias	0.42973569	Ovary_mean	0.1366	0.255	1.8669
TRINITY_DN132949_c1_g1_i1	NA	NA	NA	NA	-0.058119901	0.058119901	unbias	0.247324278	G23_mean	0.0341	0.0457	1.3397
TRINITY_DN132951_c0_g1_i2	aim1-like.1	Chr05	76268586	76268586	0.193412489	0.193412489	unbias	0.379751437	Brain_mean	0.0263	0.0504	1.9115
TRINITY_DN132961_c3_g1_i1	pou6f1	Chr02	139026107	139026107	0.119192801	0.119192801	unbias	0.417447569	Brain_mean	0.0572	0.0879	1.5365
TRINITY_DN132974_c4_g2_i9	NA	NA	NA	NA	-0.175463076	0.175463076	unbias	0.43668092	Brain_mean	0.0608	0.0705	1.1597
TRINITY_DN132977_c0_g1_i4	NA	NA	NA	NA	0.021762715	0.021762715	unbias	0.147373314	G23_mean	0.0232	0.0332	1.4336
TRINITY_DN133005_c2_g1_i1	NA	NA	NA	NA	0.896399948	0.896399948	unbias	0.509276548	G43_M_mean	0.0287	0.056	1.95
TRINITY_DN133007_c1_g1_i4	NA	NA	NA	NA	0.13832141	0.13832141	unbias	0.520546001	Ovary_mean	0.0747	0.1172	1.5705
TRINITY_DN133008_c0_g1_i3	NA	NA	NA	NA	0.129343359	0.129343359	unbias	0.194243069	Ovary_mean	0.0342	0.0442	1.2937
TRINITY_DN133014_c5_g4_i7	NA	NA	NA	NA	0.051541776	0.051541776	unbias	0.257078024	Brain_mean	0.0831	0.1002	1.2051
TRINITY_DN133021_c1_g1_i1	NA	NA	NA	NA	-0.119722296	0.119722296	unbias	0.758085156	Brain_mean	0.0486	0.0585	1.2034
TRINITY_DN133031_c0_g1_i3	NA	NA	NA	NA	0.197583167	0.197583167	unbias	0.1959955	Brain_mean	0.1639	0.2678	1.6343
TRINITY_DN133036_c1_g2_i2	NA	NA	NA	NA	0.032011561	0.032011561	unbias	0.285522435	Testis_mean	0.0855	0.1083	1.2661
TRINITY_DN133062_c0_g4_i13	c10orf32	Chr07	20676119	20676119	0.060733033	0.060733033	unbias	0.3453138	Brain_mean	0.162	0.3051	1.8834
TRINITY_DN133088_c5_g1_i1	NA	NA	NA	NA	-0.190536037	0.190536037	unbias	0.202035848	Ovary_mean	0.0657	0.0778	1.1834
TRINITY_DN133096_c5_g1_i1	NA	NA	NA	NA	-0.018124954	0.018124954	unbias	0.433494243	Brain_mean	0.1108	0.0815	0.7357
TRINITY_DN133127_c3_g1_i1	NA	NA	NA	NA	0.05811644	0.05811644	unbias	0.353627321	Brain_mean	0.0515	0.0655	1.2719
TRINITY_DN133127_c3_g3_i4	NA	NA	NA	NA	0.172513333	0.172513333	unbias	0.361227465	Brain_mean	0.0399	0.0629	1.5776
TRINITY_DN133130_c2_g1_i2	NA	NA	NA	NA	0.381467456	0.381467456	unbias	0.251334868	Ovary_mean	0.1424	0.2378	1.6698
TRINITY_DN133142_c0_g1_i3	NA	NA	NA	NA	-0.306091562	0.306091562	unbias	0.501513109	Brain_mean	0.2221	0.255	1.148
TRINITY_DN133149_c0_g1_i2	NA	NA	NA	NA	-0.008309079	0.008309079	unbias	0.595846589	Brain_mean	0.0492	0.0751	1.528
TRINITY_DN133160_c0_g1_i3	NA	NA	NA	NA	-0.033180903	0.033180903	unbias	0.467916071	G46_M_mean	0.0804	0.1032	1.2839
TRINITY_DN133166_c0_g1_i1	NA	NA	NA	NA	0.068621759	0.068621759	unbias	0.508889863	Brain_mean	0.081	0.1306	1.6124
TRINITY_DN133190_c0_g1_i1	col17a1	Chr07	19652172	19652172	-0.052935989	0.052935989	unbias	0.47503151	Ovary_mean	0.1209	0.2069	1.7116
TRINITY_DN133194_c0_g4_i4	adipor1	Chr02	49313447	49313447	0.57546902	0.57546902	unbias	0.443713652	G23_mean	0.0719	0.1076	1.4975
TRINITY_DN133214_c0_g2_i1	NA	NA	NA	NA	0.006944381	0.006944381	unbias	0.511279062	Brain_mean	0.1031	0.1992	1.9318
TRINITY_DN133254_c2_g1_i2	NA	NA	NA	NA	0.094262106	0.094262106	unbias	0.352670244	Brain_mean	0.0386	0.057	1.4776
TRINITY_DN133255_c3_g4_i7	NA	NA	NA	NA	-0.01348005	0.01348005	unbias	0.447223855	Brain_mean	0.0597	0.0906	1.5182
TRINITY_DN133257_c2_g1_i1	NA	NA	NA	NA	0.317763554	0.317763554	unbias	0.362795841	G43_F_mean	0.1119	0.1503	1.3427
TRINITY_DN133258_c5_g2_i3	NA	NA	NA	NA	-0.007590903	0.007590903	unbias	0.556165935	G27_mean	0.0768	0.1374	1.7894
TRINITY_DN133276_c0_g2_i3	NA	NA	NA	NA	0.211144907	0.211144907	unbias	0.34005572	Brain_mean	0.0675	0.1012	1.4993
TRINITY_DN133296_c0_g1_i1	NA	NA	NA	NA	0.085328616	0.085328616	unbias	0.287342061	Brain_mean	0.0432	0.0556	1.2859
TRINITY_DN133312_c3_g1_i2	NA	NA	NA	NA	-0.148558191	0.148558191	unbias	0.405768476	Brain_mean	0.024	0.0244	1.0179
TRINITY_DN133337_c5_g1_i2	sertad1	Chr08	57074571	57074571	-0.482805149	0.482805149	unbias	0.430275692	G46_M_mean	0.1069	0.1753	1.6391
TRINITY_DN133352_c5_g1_i11	NA	NA	NA	NA	-0.000964664	0.000964664	unbias	0.165142052	G43_M_mean	0.02	0.0345	1.7284
TRINITY_DN133361_c0_g8_i2	NA	NA	NA	NA	0.611585697	0.611585697	unbias	0.396935409	Ovary_mean	0.1107	0.1627	1.4707
TRINITY_DN133368_c1_g3_i2	NA	NA	NA	NA	-0.074046008	0.074046008	unbias	0.234336213	Brain_mean	0.1104	0.1755	1.5905
TRINITY_DN133373_c1_g1_i2	NA	NA	NA	NA	0.192537006	0.192537006	unbias	0.682324622	Brain_mean	0.1171	0.1611	1.3755
TRINITY_DN133392_c2_g3_i1	mdh2	Chr02	89791445	89791445	0.256583086	0.256583086	unbias	0.540298154	Ovary_mean	0.0536	0.0981	1.8322
TRINITY_DN133416_c2_g2_i2	myt1l	Chr05	130630385	130630385	-0.13367508	0.13367508	unbias	0.523455962	Brain_mean	0.0915	0.1804	1.972
TRINITY_DN133425_c9_g1_i1	NA	NA	NA	NA	-0.065803295	0.065803295	unbias	0.502515302	Brain_mean	0.0342	0.0387	1.1315
TRINITY_DN133456_c2_g1_i4	NA	NA	NA	NA	-0.001225305	0.001225305	unbias	0.392120847	Brain_mean	0.1364	0.1891	1.3871
TRINITY_DN133462_c5_g1_i4	NA	NA	NA	NA	0.105598226	0.105598226	unbias	0.175844031	Brain_mean	0.0398	0.0521	1.3089
TRINITY_DN133466_c6_g1_i2	NA	NA	NA	NA	-0.135424829	0.135424829	unbias	0.416766871	Brain_mean	0.1494	0.1727	1.1559
TRINITY_DN133481_c0_g2_i6	NA	NA	NA	NA	0.117568881	0.117568881	unbias	0.436263	Brain_mean	0.1569	0.1334	0.8506
TRINITY_DN133483_c0_g1_i1	NA	NA	NA	NA	-0.133775679	0.133775679	unbias	0.601258778	Brain_mean	0.0809	0.1338	1.6532
TRINITY_DN133485_c1_g9_i5	nox4	Chr02	164442283	164442283	0.011833432	0.011833432	unbias	0.052006308	G43_F_mean	0.0408	0.0334	0.8186
TRINITY_DN133493_c3_g2_i1	NA	NA	NA	NA	-0.118875017	0.118875017	unbias	0.223475529	Ovary_mean	0.0509	0.0446	0.8753
TRINITY_DN133495_c3_g4_i2	NA	NA	NA	NA	0.05810289	0.05810289	unbias	0.35995692	Liver_mean	0.1039	0.1653	1.5913
TRINITY_DN133501_c1_g3_i3	dtwd1	Chr03	94454745	94454745	0.240740592	0.240740592	unbias	0.242363809	G23_mean	0.0407	0.0666	1.6357
TRINITY_DN133509_c2_g1_i2	NA	NA	NA	NA	0.256993236	0.256993236	unbias	0.448956151	Brain_mean	0.0562	0.0592	1.0532
TRINITY_DN133510_c3_g4_i3	NA	NA	NA	NA	0.020504743	0.020504743	unbias	0.245626752	G43_M_mean	0.101	0.1638	1.6219
TRINITY_DN133511_c4_g2_i1	NA	NA	NA	NA	-0.001635465	0.001635465	unbias	0.72527875	Brain_mean	0.0996	0.1289	1.2937
TRINITY_DN133543_c6_g1_i3	ppme1	scaffold_314	13131	13131	0.410461659	0.410461659	unbias	0.229935792	Ovary_mean	0.0248	0.0403	1.6263
TRINITY_DN133555_c0_g3_i9	NA	NA	NA	NA	-0.090280169	0.090280169	unbias	0.18936066	G43_M_mean	0.0542	0.084	1.5508
TRINITY_DN133569_c3_g2_i2	NA	NA	NA	NA	0.202277441	0.202277441	unbias	0.411827813	Ovary_mean	0.0713	0.1284	1.8005
TRINITY_DN133582_c8_g1_i2	sos1	Chr05	53150453	53150453	-0.218893454	0.218893454	unbias	0.28366049	Ovary_mean	0.1872	0.2347	1.2537
TRINITY_DN133583_c0_g1_i3	NA	NA	NA	NA	0.258752981	0.258752981	unbias	0.185975579	G23_mean	0.0415	0.0628	1.5125
TRINITY_DN133589_c0_g1_i1	NA	NA	NA	NA	-0.12111186	0.12111186	unbias	0.214013896	Ovary_mean	0.0254	0.0384	1.5099
TRINITY_DN133594_c0_g2_i3	NA	NA	NA	NA	-0.203962549	0.203962549	unbias	0.229453212	G43_M_mean	0.1063	0.1332	1.2529
TRINITY_DN133597_c0_g2_i1	NA	NA	NA	NA	0.06741198	0.06741198	unbias	0.113625835	Ovary_mean	0.0642	0.0462	0.7204
TRINITY_DN133600_c2_g1_i2	NA	NA	NA	NA	0.187412841	0.187412841	unbias	0.314081249	Brain_mean	0.1247	0.2139	1.7146
TRINITY_DN133605_c8_g1_i2	NA	NA	NA	NA	0.098680808	0.098680808	unbias	0.169506801	Ovary_mean	0.1044	0.2036	1.9504
TRINITY_DN133629_c1_g1_i1	NA	NA	NA	NA	-0.04248926	0.04248926	unbias	0.391489279	G43_M_mean	0.049	0.0852	1.7382
TRINITY_DN133638_c8_g1_i1	des.1	Chr09	78458649	78458649	0.04406886	0.04406886	unbias	0.337391049	Brain_mean	0.0155	0.0266	1.7212
TRINITY_DN133651_c2_g3_i2	rmnd1-like	Chr03	8987858	8987858	0.044768762	0.044768762	unbias	0.094941568	G27_mean	0.0882	0.1436	1.629
TRINITY_DN133651_c3_g1_i2	LOC100327245	Chr08	110928396	110928396	0.101584668	0.101584668	unbias	0.589964418	Brain_mean	0.118	0.1439	1.2198
TRINITY_DN133680_c0_g1_i1	irak1	Chr08	12201914	12201914	0.227361998	0.227361998	unbias	0.141588415	Ovary_mean	0.0309	0.0573	1.8528
TRINITY_DN133680_c1_g3_i1	NA	NA	NA	NA	-0.00504079	0.00504079	unbias	0.28269428	Brain_mean	0.0709	0.0571	0.8047
TRINITY_DN133687_c1_g1_i1	NA	NA	NA	NA	0.152107053	0.152107053	unbias	0.430926885	G23_mean	0.0202	0.0339	1.68
TRINITY_DN133722_c0_g8_i2	NA	NA	NA	NA	-0.231542343	0.231542343	unbias	0.391405718	Ovary_mean	0.1674	0.1632	0.9749
TRINITY_DN133741_c0_g2_i7	NA	NA	NA	NA	0.10121966	0.10121966	unbias	0.428343491	G27_mean	0.0856	0.1696	1.9804
TRINITY_DN133747_c0_g3_i2	NA	NA	NA	NA	0.0551525	0.0551525	unbias	0.276841622	Brain_mean	0.0163	0.0142	0.8709
TRINITY_DN133749_c2_g1_i2	NA	NA	NA	NA	0.035668635	0.035668635	unbias	0.197070948	Ovary_mean	0.0473	0.0689	1.4572
TRINITY_DN133751_c3_g3_i1	NA	NA	NA	NA	-0.058889596	0.058889596	unbias	0.390025817	Ovary_mean	0.098	0.184	1.8776
TRINITY_DN133763_c3_g1_i3	igfbpl1	Chr01	102887053	102887053	0.277048431	0.277048431	unbias	0.240795531	G23_mean	0.0644	0.0956	1.4846
TRINITY_DN133767_c0_g3_i1	NA	NA	NA	NA	0.006969919	0.006969919	unbias	0.150403204	G23_mean	0.0357	0.0516	1.446
TRINITY_DN133769_c10_g3_i1	NA	NA	NA	NA	0.02372938	0.02372938	unbias	0.201414147	G23_mean	0.0207	0.0233	1.1244
TRINITY_DN133769_c11_g6_i1	NA	NA	NA	NA	-0.131682525	0.131682525	unbias	0.187843776	G27_mean	0.0851	0.1229	1.4438
TRINITY_DN133771_c0_g1_i1	NA	NA	NA	NA	-0.075748548	0.075748548	unbias	0.247855978	Ovary_mean	0.1078	0.1922	1.7831
TRINITY_DN133787_c2_g3_i2	irg1-like.1	Chr02	122971357	122971357	-0.085423941	0.085423941	unbias	0.20785896	Ovary_mean	0.1343	0.1962	1.4608
TRINITY_DN133809_c1_g10_i4	NA	NA	NA	NA	-0.061859235	0.061859235	unbias	0.302632134	Brain_mean	0.1146	0.1354	1.1815
TRINITY_DN133821_c6_g2_i2	LOC101731055	Chr07	111089940	111089940	0.020704773	0.020704773	unbias	0.403508564	G27_mean	0.2093	0.2677	1.2787
TRINITY_DN133821_c8_g2_i1	NA	NA	NA	NA	-0.436554463	0.436554463	unbias	0.394455494	G27_mean	0.0585	0.1013	1.7337
TRINITY_DN133832_c0_g5_i5	prcc	Chr08	110044917	110044917	0.170945557	0.170945557	unbias	0.267239269	Brain_mean	0.0632	0.1	1.5826
TRINITY_DN133848_c9_g2_i5	NA	NA	NA	NA	0.12115063	0.12115063	unbias	0.27144571	G23_mean	0.0365	0.0491	1.3432
TRINITY_DN133851_c1_g1_i8	NA	NA	NA	NA	-0.394892857	0.394892857	unbias	0.223871036	G23_mean	0.0909	0.1364	1.5
TRINITY_DN133866_c1_g3_i9	NA	NA	NA	NA	-0.144303709	0.144303709	unbias	0.283813094	Ovary_mean	0.0224	0.0336	1.5002
TRINITY_DN133897_c1_g2_i1	NA	NA	NA	NA	1.097764088	1.097764088	unbias	0.38705275	Ovary_mean	0.0396	0.0577	1.4562
TRINITY_DN133916_c0_g2_i1	NA	NA	NA	NA	0.088939839	0.088939839	unbias	0.329328068	Ovary_mean	0.0367	0.0715	1.9475
TRINITY_DN133926_c0_g2_i3	LOC100487425-like	Chr04	41273085	41273085	-0.135236894	0.135236894	unbias	0.546895346	Brain_mean	0.1251	0.2216	1.772
TRINITY_DN133927_c0_g2_i4	NA	NA	NA	NA	0.028665841	0.028665841	unbias	0.379821197	Brain_mean	0.0356	0.038	1.067
TRINITY_DN133957_c0_g1_i1	NA	NA	NA	NA	-0.373528989	0.373528989	unbias	0.486506375	Ovary_mean	0.0387	0.0381	0.9839
TRINITY_DN133959_c0_g2_i8	NA	NA	NA	NA	0.039642171	0.039642171	unbias	0.367990052	Brain_mean	0.0194	0.0257	1.3247
TRINITY_DN133991_c3_g2_i2	cdc40	Chr05	74458972	74458972	0.04058575	0.04058575	unbias	0.136766811	G27_mean	0.037	0.0607	1.6414
TRINITY_DN133994_c4_g2_i1	NA	NA	NA	NA	-0.017487337	0.017487337	unbias	0.137226782	G43_M_mean	0.1163	0.1857	1.5963
TRINITY_DN134000_c4_g2_i1	slc39a3	Chr01	80297318	80297318	0.096215976	0.096215976	unbias	0.423857211	G46_M_mean	0.2866	0.5151	1.7976
TRINITY_DN134012_c6_g2_i5	NA	NA	NA	NA	0.071357919	0.071357919	unbias	0.350628586	Brain_mean	0.0611	0.0914	1.4946
TRINITY_DN134012_c7_g2_i6	NA	NA	NA	NA	0.238475689	0.238475689	unbias	0.579079928	Brain_mean	0.0432	0.0347	0.8027
TRINITY_DN134017_c3_g3_i1	NA	NA	NA	NA	-0.068562875	0.068562875	unbias	0.256751453	G43_M_mean	0.0309	0.0569	1.8453
TRINITY_DN134021_c1_g2_i4	timm50	Chr08	60614958	60614958	0.026417991	0.026417991	unbias	0.368587219	Brain_mean	0.0303	0.0282	0.9301
TRINITY_DN134025_c1_g2_i2	NA	NA	NA	NA	0.038214115	0.038214115	unbias	0.392584763	Brain_mean	0.0484	0.0936	1.933
TRINITY_DN134056_c3_g4_i3	NA	NA	NA	NA	0.088938195	0.088938195	unbias	0.369224913	Ovary_mean	0.0446	0.0802	1.798
TRINITY_DN134058_c0_g1_i11	NA	NA	NA	NA	-0.082478442	0.082478442	unbias	0.363939726	Brain_mean	0.0783	0.1434	1.8311
TRINITY_DN134102_c3_g2_i1	NA	NA	NA	NA	-0.055433506	0.055433506	unbias	0.408824377	Brain_mean	0.0501	0.0596	1.1893
TRINITY_DN134109_c0_g3_i3	NA	NA	NA	NA	0.598142328	0.598142328	unbias	0.186393961	G23_mean	0.0297	0.0556	1.8715
TRINITY_DN134120_c0_g4_i12	NA	NA	NA	NA	-0.082084809	0.082084809	unbias	0.377872454	Brain_mean	0.0213	0.0284	1.3296
TRINITY_DN134122_c6_g1_i1	NA	NA	NA	NA	-0.232519772	0.232519772	unbias	0.317595378	Brain_mean	0.0504	0.0941	1.8657
TRINITY_DN134147_c3_g2_i1	NA	NA	NA	NA	0.040304892	0.040304892	unbias	0.363680954	G43_M_mean	0.0924	0.1653	1.7877
TRINITY_DN134148_c3_g3_i1	NA	NA	NA	NA	-0.169778902	0.169778902	unbias	0.226526446	Ovary_mean	0.1031	0.1609	1.5603
TRINITY_DN134156_c10_g2_i4	NA	NA	NA	NA	0.003929658	0.003929658	unbias	0.187583551	Brain_mean	0.0747	0.1487	1.9912
TRINITY_DN134158_c0_g1_i3	NA	NA	NA	NA	-0.120795994	0.120795994	unbias	0.292386592	Ovary_mean	0.0245	0.0383	1.5638
TRINITY_DN134197_c7_g2_i4	akap14-like	Chr08	38584082	38584082	0.136546997	0.136546997	unbias	0.112694245	G23_mean	0.0713	0.0979	1.3725
TRINITY_DN134209_c5_g3_i2	ppp6r2-like	Chr03	79599361	79599361	-0.067561313	0.067561313	unbias	0.321133298	Ovary_mean	0.101	0.1573	1.5569
TRINITY_DN134237_c0_g2_i1	NA	NA	NA	NA	0.055503894	0.055503894	unbias	0.21704185	Ovary_mean	0.1001	0.1115	1.1142
TRINITY_DN134243_c5_g2_i1	NA	NA	NA	NA	0.036793281	0.036793281	unbias	0.750318313	Brain_mean	0.0115	0.0204	1.7712
TRINITY_DN134253_c0_g1_i9	atp5c1	Chr03	74165467	74165467	-0.037267706	0.037267706	unbias	0.346302742	Brain_mean	0.0762	0.1224	1.6055
TRINITY_DN134287_c0_g1_i1	NA	NA	NA	NA	-0.191793489	0.191793489	unbias	0.321032214	Ovary_mean	0.1093	0.1887	1.7273
TRINITY_DN134320_c1_g4_i1	NA	NA	NA	NA	-0.036881663	0.036881663	unbias	0.417333449	Ovary_mean	0.2076	0.3488	1.6802
TRINITY_DN134349_c4_g7_i1	NA	NA	NA	NA	-0.047393857	0.047393857	unbias	0.062362611	Testis_mean	0.0838	0.1233	1.4709
TRINITY_DN134399_c4_g2_i2	NA	NA	NA	NA	0.139799452	0.139799452	unbias	0.269574565	Ovary_mean	0.0534	0.0763	1.4291
TRINITY_DN134400_c0_g2_i4	kiaa0100-like	Chr02	26876598	26876598	-0.034743918	0.034743918	unbias	0.220786568	Brain_mean	0.0136	0.0205	1.5152
TRINITY_DN134410_c0_g2_i3	rtn4ip1	Chr05	76244143	76244143	-0.097050563	0.097050563	unbias	0.183563464	G27_mean	0.0796	0.1498	1.882
TRINITY_DN134419_c0_g1_i3	NA	NA	NA	NA	0.065480004	0.065480004	unbias	0.228334489	Brain_mean	0.0539	0.0631	1.1718
TRINITY_DN134421_c3_g2_i3	NA	NA	NA	NA	-0.073324692	0.073324692	unbias	0.489671497	Ovary_mean	0.0173	0.0211	1.2166
TRINITY_DN134442_c4_g4_i2	zcchc11	Chr04	86567588	86567588	-0.03792548	0.03792548	unbias	0.314916235	Ovary_mean	0.0072	0.006	0.8303
TRINITY_DN134444_c1_g1_i2	NA	NA	NA	NA	-0.393457926	0.393457926	unbias	0.74450675	Brain_mean	0.079	0.1092	1.3815
TRINITY_DN134450_c4_g1_i2	NA	NA	NA	NA	0.069598237	0.069598237	unbias	0.227677134	G23_mean	0.0273	0.0498	1.8215
TRINITY_DN134453_c2_g1_i11	NA	NA	NA	NA	-0.099210564	0.099210564	unbias	0.719488783	Brain_mean	0.0142	0.0117	0.8275
TRINITY_DN134455_c1_g1_i6	pah	Chr03	40248117	40248117	0.079436057	0.079436057	unbias	0.081870959	G27_mean	0.0293	0.0339	1.1552
TRINITY_DN134460_c0_g1_i5	NA	NA	NA	NA	-0.051312457	0.051312457	unbias	0.51211165	Brain_mean	0.013	0.0078	0.5988
TRINITY_DN134460_c1_g1_i1	NA	NA	NA	NA	0.161158806	0.161158806	unbias	0.734237394	Brain_mean	0.0494	0.0689	1.3934
TRINITY_DN134468_c2_g1_i1	NA	NA	NA	NA	-0.339415601	0.339415601	unbias	0.218019959	G31_mean	0.2789	0.5082	1.8224
TRINITY_DN134485_c8_g1_i1	eif5	Chr08	77431892	77431892	-0.002079108	0.002079108	unbias	0.242493451	Brain_mean	0.0157	0.0163	1.0356
TRINITY_DN134489_c4_g1_i1	NA	NA	NA	NA	0.137657717	0.137657717	unbias	0.313333427	Brain_mean	0.0432	0.0431	0.9983
TRINITY_DN134489_c4_g2_i3	NA	NA	NA	NA	0.211740976	0.211740976	unbias	0.656633651	Brain_mean	0.0777	0.0655	0.8427
TRINITY_DN134490_c0_g1_i3	Xetrov90015754m	Chr06	21655584	21655584	0.642152136	0.642152136	unbias	0.193977559	G23_mean	0.0699	0.1016	1.4522
TRINITY_DN134500_c0_g1_i1	NA	NA	NA	NA	0.019349123	0.019349123	unbias	0.348657016	Brain_mean	0.0543	0.065	1.1968
