gid	gname	chr	chrone	start	end	logCPM	logFC.XY46.SR46	PV.XY46.SR46	FDR.XY46.SR46	Am2_463	Am4_461	Am5_461	Am6_462
TRINITY_DN94938_c0_g3_i1	hagh	Chr09	Auto	10880210	10880210	0.379382549	-0.375977211	0.569263559	0.999859762	0.194170392	-0.049605397	0.632053822	0.603354999
TRINITY_DN95094_c0_g1_i1	ccdc148-like	Chr09	Auto	68667585	68667585	2.043851235	-0.757695138	0.132718853	0.999859762	1.816986017	1.396704722	2.559107448	2.13701842
TRINITY_DN96427_c0_g1_i1	ppl	Chr09	Auto	8722416	8722416	4.054227842	0.078143749	0.843805853	0.999859762	4.096847095	4.04433336	3.995545403	4.079005727
TRINITY_DN98180_c0_g1_i1	ptx4	Chr09	Auto	8933083	8933083	2.622363781	-0.294218627	0.562505674	0.999859762	2.008761115	2.479355456	2.833841799	2.964987946
TRINITY_DN98225_c1_g1_i1	nab1	Chr09	Auto	29807938	29807938	2.646787589	-0.863718963	0.203793481	0.999859762	2.678915214	2.952290507	3.232932449	0.566922558
TRINITY_DN99658_c0_g1_i1	carf	Chr09	Auto	46639461	46639461	2.050537762	-0.099687112	0.843250629	0.999859762	1.710605925	2.104265937	2.123150427	2.197848651
TRINITY_DN100784_c0_g2_i1	slc2a10	Chr10	Auto	29387860	29387860	2.210122632	0.76138278	0.253414814	0.999859762	3.165263177	1.858370467	1.626091938	1.619431192
TRINITY_DN102262_c0_g1_i1	erbb2	Chr10	Auto	2913053	2913053	0.544635387	-0.173522988	0.78811077	0.999859762	0.194170392	0.439677776	0.662827522	0.772875046
TRINITY_DN102595_c0_g1_i2	slc25a10	Chr10	Auto	19666060	19666060	2.351445168	-0.383127174	0.42600248	0.999859762	2.347332047	2.080269412	2.623101732	2.301269684
TRINITY_DN103630_c0_g1_i1	crhr1.2	Chr10	Auto	7968259	7968259	5.769536378	-0.076553305	0.853555759	0.999859762	5.687880788	5.74591689	5.826489103	5.813152058
TRINITY_DN103690_c0_g1_i1	LOC100490554	Chr10	Auto	1786296	1786296	0.860244528	2.589260824	0.005869063	0.475140247	1.710605925	1.508822687	-1.161174705	-0.1923202
TRINITY_DN103698_c0_g1_i1	spaca5-like.2	Chr10	Auto	10577050	10577050	1.586365102	-0.012299043	0.98279384	0.999859762	1.143082729	1.416006628	1.594515833	2.020610276
TRINITY_DN105592_c1_g1_i2	tlk2	Chr10	Auto	9034424	9034424	2.419408263	-0.306400293	0.560312303	0.999859762	2.450093263	1.725438131	2.638666401	2.679522079
TRINITY_DN105885_c0_g1_i1	chad-like	Chr10	Auto	35289689	35289689	3.412923996	0.533440995	0.315790659	0.999859762	3.175297865	4.128647182	2.999717583	3.006387807
TRINITY_DN106138_c0_g2_i1	LOC100497487	Chr10	Auto	23068428	23068428	0.219371418	-1.273684097	0.076674368	0.999859762	-1.135113847	0.401453156	0.988510681	-0.393005515
TRINITY_DN106620_c0_g1_i1	znf385c	Chr10	Auto	2319644	2319644	3.965852278	0.060373876	0.883881758	0.999859762	3.752669253	4.205533985	3.921128437	3.943474017
TRINITY_DN107064_c0_g1_i2	taco1-like	Chr10	Auto	7289090	7289090	1.042619245	1.263856083	0.052903287	0.999859762	1.18341634	1.316806133	0.068434378	1.302392466
TRINITY_DN107530_c1_g1_i1	psmd11	Chr10	Auto	6662497	6662497	6.757190271	0.283567503	0.555272086	0.999859762	6.842074006	6.614112691	6.539685086	6.988628242
TRINITY_DN109684_c0_g1_i1	psmb3	Chr10	Auto	3845728	3845728	2.467134794	0.073315009	0.881191914	0.999859762	2.433466686	2.272544272	2.4128933	2.713250889
TRINITY_DN109834_c0_g1_i3	LOC733456	Chr10	Auto	37105820	37105820	1.767974436	0.525292915	0.319950222	0.999859762	2.031035206	1.829870388	1.370479863	1.78717781
TRINITY_DN110499_c0_g1_i2	jph2	Chr10	Auto	30355501	30355501	0.318199654	0.692711917	0.315628129	0.999859762	0.543141518	0.401453156	-0.181944126	0.451756746
TRINITY_DN110504_c0_g1_i1	pycr1	Chr10	Auto	20031318	20031318	0.911898801	-0.175309169	0.776542834	0.999859762	1.18341634	0.548626498	1.036300209	0.835472918
TRINITY_DN110732_c0_g1_i2	mrpl45	Chr10	Auto	3978978	3978978	3.416271279	-0.101432552	0.810340283	0.999859762	3.528344745	3.222748295	3.490502448	3.407583037
TRINITY_DN111361_c0_g1_i1	cdc42ep4	Chr10	Auto	24573525	24573525	2.513353429	0.638585229	0.198376319	0.999859762	2.692953231	2.754200217	2.019960671	2.488218622
TRINITY_DN112070_c0_g1_i2	ubp1	Chr10	Auto	3345795	3345795	2.222620208	0.301705523	0.542293088	0.999859762	2.311384748	2.374728454	1.995991613	2.185886065
TRINITY_DN112522_c0_g1_i1	dnttip1	Chr10	Auto	16892880	16892880	2.019551847	1.261826113	0.238061979	0.999859762	1.565551665	-0.628101767	1.012603315	3.402423202
TRINITY_DN112902_c0_g2_i1	sgca	Chr10	Auto	13978852	13978852	0.253342865	-0.041599482	0.950593091	0.999859762	0.194170392	0.101100985	0.28171841	0.41123041
TRINITY_DN112910_c0_g1_i2	hoxb4	Chr10	Auto	5066148	5066148	1.015449948	-0.874912161	0.190715685	0.999859762	1.470959033	0.193480477	1.594515833	0.282337637
TRINITY_DN113197_c0_g2_i1	mfsd11	Chr10	Auto	36976815	36976815	1.455364016	0.440164352	0.478194142	0.999859762	1.710605925	1.900091961	1.127377262	0.86578193
TRINITY_DN113268_c0_g1_i1	lrrc45-like	Chr10	Auto	18407371	18407371	3.878719379	-0.489472769	0.22967311	0.999859762	3.7726357	3.464393022	4.2268116	3.943474017
TRINITY_DN113301_c1_g1_i1	cyth2	Chr10	Auto	15271968	15271968	6.424813391	2.334673429	1.20E-05	0.003781852	6.807006497	6.924899746	4.417078936	6.474442602
TRINITY_DN114709_c0_g1_i1	pigt	Chr10	Auto	33399457	33399457	3.648183613	0.339919825	0.432817421	0.999859762	3.759355486	3.894136214	3.388324432	3.497437027
TRINITY_DN114751_c0_g1_i2	nt5c3b	Chr10	Auto	2129105	2129105	4.460783348	0.109850573	0.782430319	0.999859762	4.387532558	4.473070078	4.378201177	4.593157164
TRINITY_DN114881_c0_g1_i2	LOC100492251-like	Chr10	Auto	39916184	39916184	2.202840218	1.384936832	0.18075323	0.999859762	1.470959033	3.630581938	1.082557326	0.038067897
TRINITY_DN114887_c0_g1_i1	cdc27	Chr10	Auto	7038474	7038474	3.080240338	-0.295841159	0.515234288	0.999859762	3.165263177	2.542190855	3.293182649	3.20911433
TRINITY_DN115135_c0_g2_i1	LOC100497938	Chr10	Auto	33266394	33266394	1.378193683	-0.039279475	0.945991596	0.999859762	1.654321972	1.021559206	1.407293495	1.388418977
TRINITY_DN115501_c0_g2_i1	srp68-like	Chr10	Auto	36383697	36383697	3.838558473	-0.211275925	0.605353896	0.999859762	3.934997564	3.757060974	3.992520139	3.644543185
TRINITY_DN115939_c1_g4_i2	nxph3	Chr10	Auto	9925552	9925552	7.907516766	-0.857237156	0.116693034	0.999859762	8.0701821	6.823746394	8.498007246	7.7606117
TRINITY_DN116588_c0_g2_i1	soga1-like	Chr10	Auto	34691115	34691115	1.839027819	-0.201599584	0.718114039	0.999859762	2.137521892	1.94064074	1.983856077	1.113229678
TRINITY_DN116662_c0_g1_i1	ctsa	Chr10	Auto	16447847	16447847	3.665631444	0.137934728	0.741300176	0.999859762	3.785794782	3.642921713	3.561630381	3.666231649
TRINITY_DN117000_c0_g1_i2	sstr2	Chr10	Auto	22935049	22935049	2.790549082	-0.290012256	0.537115084	0.999859762	2.416646258	2.542190855	2.999717583	3.079333266
TRINITY_DN117247_c0_g1_i1	LOC101732678	Chr10	Auto	14323691	14323691	5.07909979	0.039307087	0.92279563	0.999859762	4.873857583	5.271599711	5.049841425	5.091721765
TRINITY_DN117538_c0_g1_i1	LOC101730736	Chr10	Auto	14919585	14919585	4.357032899	-0.302915949	0.436914501	0.999859762	4.188876672	4.241141339	4.577096404	4.386567378
TRINITY_DN117542_c0_g3_i3	LOC101730754	Chr10	Auto	34169479	34169479	3.964098766	0.015052772	0.971037843	0.999859762	4.107367343	4.081072816	3.952603288	3.679089929
TRINITY_DN117586_c0_g3_i6	tob1	Chr10	Auto	38091806	38091806	7.057175713	0.870635366	0.103833664	0.999859762	7.238234837	6.788080081	6.360623808	7.562920681
TRINITY_DN117656_c0_g1_i2	ict1	Chr10	Auto	35723029	35723029	2.016863301	0.251576507	0.64449916	0.999859762	2.347332047	1.544339261	1.829661173	2.233152529
TRINITY_DN117701_c0_g2_i2	abi3	Chr10	Auto	10389589	10389589	1.172438926	0.094224967	0.87326459	0.999859762	1.404265903	1.142367939	1.105141339	1.035369335
TRINITY_DN118028_c0_g1_i3	vps25	Chr10	Auto	11430022	11430022	0.995347697	-0.181394299	0.8344725	0.999859762	-1.135113847	1.829870388	1.105141339	0.707437398
TRINITY_DN118066_c2_g1_i1	LOC100494099	Chr10	Auto	33331590	33331590	5.278288699	0.471065362	0.268649068	0.999859762	5.258325737	5.595316145	4.912539082	5.266606724
TRINITY_DN118346_c0_g2_i1	nags	Chr10	Auto	13733659	13733659	0.368145597	0.832532408	0.235814164	0.999859762	0.718076723	0.280298971	-0.237691112	0.603354999
TRINITY_DN118456_c0_g3_i1	hnf4a-like	Chr10	Auto	30150434	30150434	3.831541667	0.016172704	0.969264141	0.999859762	4.064818081	3.683308288	3.818949808	3.733521705
TRINITY_DN118512_c1_g1_i2	zfp64	Chr10	Auto	26876579	26876579	4.32710632	-0.198412579	0.641372542	0.999859762	4.325807603	3.812735321	4.472413746	4.584070741
TRINITY_DN118630_c0_g1_i1	pgap3	Chr10	Auto	3007372	3007372	5.109054531	-0.019758384	0.960590787	0.999859762	5.265388883	4.931090645	5.123595864	5.098118817
TRINITY_DN118706_c3_g1_i1	cog1	Chr10	Auto	23021810	23021810	4.320598029	0.200123364	0.673589612	0.999859762	3.619362543	4.694723549	4.169031219	4.5634146
TRINITY_DN118779_c0_g1_i2	LOC100492739-like	Chr10	Auto	2674405	2674405	3.013802599	-0.01291062	0.976257196	0.999859762	2.912806114	3.004227868	3.023625326	3.104970312
TRINITY_DN118840_c0_g1_i1	fbf1-like	Chr10	Auto	36293829	36293829	3.014486969	0.403356168	0.37408866	0.999859762	2.851547098	3.20065831	2.706701227	3.226736953
TRINITY_DN118978_c0_g1_i1	dlx4	Chr10	Auto	9695052	9695052	4.640555561	-0.066138886	0.863119323	0.999859762	4.588638249	4.555884823	4.689715133	4.720931654
TRINITY_DN119020_c0_g1_i2	tmem104	Chr10	Auto	35458243	35458243	1.968521611	0.133558782	0.790936482	0.999859762	2.116844077	2.0310447	1.869782247	1.849171237
TRINITY_DN119032_c0_g1_i2	LOC100485121	Chr10	Auto	7856180	7856180	1.225290038	1.393236944	0.096120636	0.999859762	2.399627404	0.917055136	0.157565936	0.451756746
TRINITY_DN119046_c0_g1_i1	psmc5	Chr10	Auto	8623474	8623474	4.370382738	0.242889252	0.564190092	0.999859762	4.714397071	4.216583992	4.185020391	4.30596413
TRINITY_DN119611_c0_g1_i1	itch	Chr10	Auto	32764004	32764004	2.40583258	-1.227580652	0.156424082	0.999859762	0.194170392	0.476915709	3.196588321	3.215012488
TRINITY_DN119775_c0_g3_i1	unk	Chr10	Auto	36223854	36223854	1.244517631	-0.191520047	0.79557285	0.999859762	-0.162290315	1.967053636	1.370479863	0.953066054
TRINITY_DN119786_c0_g2_i3	g6pc3.1-like	Chr10	Auto	14095124	14095124	6.456558643	-0.174942468	0.693803187	0.999859762	6.405957675	6.312571741	6.585579729	6.507258763
TRINITY_DN119820_c0_g1_i1	samd9l-like.2	Chr10	Auto	39869959	39869959	3.30343267	0.321985541	0.461498527	0.999859762	3.144981955	3.545503951	3.058760111	3.407583037
TRINITY_DN120034_c0_g1_i2	gpr179	Chr10	Auto	3988568	3988568	5.09741806	0.149293917	0.706561605	0.999859762	5.163212174	5.095742845	4.984346659	5.140572525
TRINITY_DN120083_c0_g1_i1	aarsd1	Chr10	Auto	10841493	10841493	5.109922237	0.231654637	0.564330339	0.999859762	5.295602455	5.086737648	4.933197432	5.102898061
TRINITY_DN120153_c0_g1_i3	ywhab	Chr10	Auto	5528168	5528168	5.574663762	0.001248836	0.997631722	0.999859762	5.645198145	5.381232785	5.573676819	5.680898159
TRINITY_DN120221_c0_g1_i2	ptprt-like	Chr10	Auto	31619986	31619986	3.416647729	-0.663457849	0.207388346	0.999859762	3.868522039	2.384559814	3.879156877	3.046632714
TRINITY_DN120326_c0_g2_i1	notum	Chr10	Auto	18486349	18486349	2.307882117	-0.281140974	0.559201724	0.999859762	2.23668608	2.080269412	2.509177199	2.366315157
TRINITY_DN120401_c0_g1_i1	dhx35	Chr10	Auto	31959493	31959493	1.643356345	-0.122996479	0.812168798	0.999859762	1.764776268	1.579002446	1.731464121	1.48920499
TRINITY_DN120442_c0_g2_i3	LOC100486003-like	Chr10	Auto	36199178	36199178	12.22113259	0.182410537	0.715498094	0.999859762	12.57414656	12.31972102	12.08221169	11.79424929
TRINITY_DN120626_c2_g4_i1	mmp24	Chr10	Auto	34853406	34853406	6.009310988	0.023581119	0.956513164	0.999859762	5.911456495	5.932561722	5.991650964	6.184744917
TRINITY_DN120985_c3_g2_i1	Xetrov90024872m	Chr10	Auto	9132195	9132195	6.582120037	-0.115823759	0.797096582	0.999859762	6.585994495	6.562539558	6.668003338	6.507258763
TRINITY_DN121057_c0_g2_i4	recql5	Chr10	Auto	36083393	36083393	4.161221102	-0.256486395	0.539561658	0.999859762	4.25187136	3.683308288	4.347747755	4.272418156
TRINITY_DN121067_c2_g1_i1	tgm5	Chr10	Auto	14485899	14485899	7.568876082	-0.27126451	0.579536027	0.999859762	7.502139388	7.307979744	7.767284255	7.657184007
TRINITY_DN121086_c0_g1_i4	tgm6	Chr10	Auto	14822040	14822040	2.200770975	0.593312289	0.243323759	0.999859762	2.399627404	2.413658194	1.745908155	2.161659141
TRINITY_DN121443_c0_g1_i2	tcap	Chr10	Auto	3034919	3034919	1.396576593	-0.090016449	0.876900716	0.999859762	1.260850622	1.046543826	1.460810366	1.722400414
TRINITY_DN121555_c0_g1_i2	tldc2	Chr10	Auto	34765308	34765308	2.300436934	-0.039052489	0.935678908	0.999859762	2.27451882	2.272544272	2.32903679	2.323278971
TRINITY_DN121894_c0_g2_i1	kat2a	Chr10	Auto	2470905	2470905	1.785377974	-0.172236855	0.747106714	0.999859762	1.334339606	1.678258647	1.908817685	2.086437299
TRINITY_DN122147_c7_g2_i3	LOC100497746	Chr10	Auto	36585170	36585170	2.572113405	0.260174059	0.600652775	0.999859762	2.800595305	2.761763719	2.376224111	2.290137833
TRINITY_DN122168_c1_g1_i9	fam217b	Chr10	Auto	779627	779627	1.893965545	0.280916103	0.63616175	0.999859762	2.576627536	1.579002446	1.687243536	1.50854402
TRINITY_DN122190_c1_g1_i1	cdk5rap1	Chr10	Auto	17311611	17311611	2.765859938	0.349022222	0.447794137	0.999859762	2.912806114	2.791627328	2.500684866	2.833144155
TRINITY_DN122211_c0_g1_i1	mafg	Chr10	Auto	20016369	20016369	1.873474714	0.435015299	0.425789458	0.999859762	2.157907519	2.127869847	1.545816783	1.565052708
TRINITY_DN122371_c0_g1_i1	spop	Chr10	Auto	9897559	9897559	4.205734187	0.059496424	0.882829359	0.999859762	4.293925694	4.081072816	4.160969686	4.2780636
TRINITY_DN122420_c0_g1_i1	myl9	Chr10	Auto	31239706	31239706	4.883797122	-0.187518431	0.633379815	0.999859762	4.622037918	5.085231302	5.021923563	4.753716872
TRINITY_DN122461_c0_g2_i1	ace	Chr10	Auto	7775718	7775718	0.069169565	-0.791257224	0.277427708	0.999859762	-0.784559042	-0.551118298	0.568464255	0.451756746
TRINITY_DN122480_c0_g2_i2	Xetrov90024626m	Chr10	Auto	1321513	1321513	5.152265546	0.191014259	0.679804001	0.999859762	5.516919615	4.562395732	5.007010044	5.34937638
TRINITY_DN122558_c5_g1_i7	LOC100496521	Chr10	Auto	32502377	32502377	6.181553034	0.474013052	0.313421529	0.999859762	6.326016886	6.529136577	5.812833441	5.944092141
TRINITY_DN122629_c0_g1_i9	pltp	Chr10	Auto	16426295	16426295	6.947136364	0.199676927	0.68185717	0.999859762	7.173377404	6.762861129	6.794980016	7.018444961
TRINITY_DN122772_c1_g1_i2	hrh3	Chr10	Auto	1175200	1175200	3.576875061	0.314770049	0.469507215	0.999859762	3.698033649	3.794414894	3.336774471	3.433108976
TRINITY_DN122833_c0_g1_i1	dhrs7c	Chr10	Auto	37425227	37425227	6.552806341	2.401934301	0.008594346	0.60062265	5.42318815	7.970643712	4.481073633	5.889818527
TRINITY_DN122909_c4_g1_i3	atp9a	Chr10	Auto	27059965	27059965	0.671678852	-0.235016023	0.703854309	0.999859762	0.823927035	0.439677776	0.834839876	0.566922558
TRINITY_DN123085_c0_g1_i1	LOC101730452	Chr10	Auto	20152861	20152861	4.299736401	0.197022272	0.622383041	0.999859762	4.446724641	4.411894357	4.150150421	4.166829725
TRINITY_DN123235_c11_g1_i1	dcakd	Chr10	Auto	6650376	6650376	0.267155858	0.409294775	0.558773979	0.999859762	0.026921425	0.616940972	-0.026568575	0.326593803
TRINITY_DN123280_c0_g1_i1	ubald2	Chr10	Auto	36566110	36566110	4.302522235	0.272203725	0.494609513	0.999859762	4.391842055	4.254605824	4.094802502	4.44545048
TRINITY_DN123307_c0_g1_i1	smarcd2	Chr10	Auto	8611190	8611190	2.12084985	-0.305908693	0.555911119	0.999859762	2.433466686	1.662182948	2.338598534	1.937435826
TRINITY_DN123556_c0_g1_i1	LOC100493488	Chr10	Auto	10466104	10466104	2.187139123	1.300293404	0.015009237	0.802487341	2.514747195	2.272544272	1.149275665	2.468603332
TRINITY_DN123602_c2_g2_i1	LOC100491399	Chr10	Auto	2505265	2505265	6.17566356	0.083189048	0.858105221	0.999859762	6.159082695	5.838236873	6.112921669	6.512057551
TRINITY_DN123822_c2_g1_i1	cdh26	Chr10	Auto	728051	728051	2.807928475	0.468815983	0.31224235	0.999859762	2.924751852	3.035764162	2.44865352	2.762410141
TRINITY_DN123937_c0_g2_i1	ctnnbl1	Chr10	Auto	31036952	31036952	3.229434862	-0.086184254	0.835093137	0.999859762	3.114015306	3.233667731	3.293182649	3.26703811
TRINITY_DN124030_c4_g1_i1	fscn2	Chr10	Auto	20609595	20609595	2.760284532	-0.377693571	0.391778013	0.999859762	2.720626007	2.593953902	3.029540867	2.653697691
TRINITY_DN124154_c6_g1_i1	smim19-like	Chr10	Auto	34492776	34492776	1.229976254	0.170690702	0.770651601	0.999859762	1.058866418	1.508822687	1.105141339	1.187102294
TRINITY_DN124241_c0_g2_i2	dlx3	Chr10	Auto	9665319	9665319	5.478889241	0.213575418	0.608357897	0.999859762	5.588128725	5.441341513	5.31617482	5.555183362
TRINITY_DN124308_c0_g1_i1	LOC100491736	Chr10	Auto	1681589	1681589	4.984899026	0.155677414	0.741986966	0.999859762	4.9282744	4.428621588	4.867013268	5.507920319
TRINITY_DN124339_c1_g1_i1	LOC100485698	Chr10	Auto	36059401	36059401	3.938680958	-0.018954317	0.962397245	0.999859762	4.009803697	4.003447247	3.952603288	3.778027724
TRINITY_DN124755_c3_g1_i2	gpr142	Chr10	Auto	23522638	23522638	4.662857116	0.863742126	0.142051942	0.999859762	4.096847095	5.622572334	3.974234112	4.258207133
TRINITY_DN124916_c1_g1_i2	uqcc1	Chr10	Auto	6050416	6050416	2.174387869	-0.589385199	0.241272132	0.999859762	1.791117307	1.740827883	2.583439163	2.376876562
TRINITY_DN124950_c0_g3_i1	Xetrov90025606m	Chr10	Auto	36888393	36888393	4.21090463	2.064749681	5.93E-05	0.015011038	4.298523616	4.944445245	2.466206633	4.178950705
TRINITY_DN125060_c0_g2_i4	asic2-like.2	Chr10	Auto	8365536	8365536	4.852916611	-0.21420946	0.583924387	0.999859762	4.775041643	4.983782969	5.010005106	4.604435303
TRINITY_DN125254_c0_g1_i1	Xetrov90024667m	Chr10	Auto	2295643	2295643	3.425747097	0.307791155	0.491688363	0.999859762	3.512600777	3.183865985	3.191320747	3.7417165
TRINITY_DN125307_c6_g1_i1	LOC100492337-like	Chr10	Auto	5330114	5330114	2.59633474	2.352175071	0.000988141	0.132875242	3.63398917	2.0310447	0.632053822	2.688028495
TRINITY_DN125335_c2_g1_i2	rgs9bp	Chr10	Auto	16566157	16566157	3.290066226	0.297007931	0.488191264	0.999859762	3.299768886	3.487385048	3.064533611	3.27834893
TRINITY_DN125505_c1_g4_i15	slc9a8	Chr10	Auto	28296131	28296131	3.522131008	-0.220335058	0.592458115	0.999859762	3.371349645	3.496480232	3.682942419	3.516666753
TRINITY_DN125507_c0_g7_i1	LOC100496331	Chr10	Auto	35598575	35598575	3.471659244	-0.156427136	0.711970443	0.999859762	3.543918753	3.195082558	3.585919938	3.530922689
TRINITY_DN125768_c2_g2_i1	LOC101731737	Chr10	Auto	30697940	30697940	1.808574059	-0.04775997	0.925253115	0.999859762	1.842399038	1.913735244	1.843159218	1.619431192
TRINITY_DN125819_c0_g4_i1	tfb1m	Chr10	Auto	9082099	9082099	7.549259164	1.038684103	0.146238553	0.999859762	7.211056348	8.602216354	6.709127415	6.751535345
TRINITY_DN125950_c0_g5_i5	tp53inp2-like	Chr10	Auto	32665986	32665986	2.372309943	-0.212746565	0.664884079	0.999859762	2.157907519	2.559652378	2.526013351	2.185886065
TRINITY_DN125969_c6_g2_i4	LOC101731851	Chr10	Auto	24679645	24679645	3.002739181	0.029403207	0.947457004	0.999859762	2.761164677	3.206212597	2.981523132	3.0199279
TRINITY_DN126049_c0_g4_i12	rsad1	Chr10	Auto	35023353	35023353	6.321092069	0.055702574	0.90049987	0.999859762	6.329390899	6.437660291	6.279175177	6.229865143
TRINITY_DN126346_c0_g1_i1	gss	Chr10	Auto	34611770	34611770	2.182993661	0.007572253	0.988434966	0.999859762	2.311384748	2.451564995	2.177441424	1.68888733
TRINITY_DN126460_c0_g7_i1	myl4	Chr10	Auto	7182091	7182091	6.106404314	0.059099941	0.91163876	0.999859762	5.845433295	6.738631508	6.061882184	5.473890086
TRINITY_DN126511_c6_g1_i2	rnf114	Chr10	Auto	27953932	27953932	0.754792502	-0.193409719	0.75569536	0.999859762	0.413498398	0.94389936	0.887903129	0.673570789
TRINITY_DN126557_c0_g1_i1	dcxr	Chr10	Auto	23561507	23561507	5.027853724	0.345220244	0.406719569	0.999859762	4.980713064	5.358965567	4.762558813	4.941516494
TRINITY_DN126614_c0_g1_i1	hoxb6	Chr10	Auto	5083753	5083753	1.955333126	1.081995541	0.090924856	0.999859762	2.197834447	2.676300823	1.105141339	1.280059726
TRINITY_DN126637_c2_g1_i2	limd2	Chr10	Auto	7324495	7324495	2.288780391	0.164126727	0.753275523	0.999859762	2.720626007	2.055866989	2.16674544	2.13701842
TRINITY_DN126653_c0_g2_i1	ptpn1	Chr10	Auto	27650491	27650491	2.27712603	0.499774063	0.321878667	0.999859762	2.450093263	2.314290393	1.895922872	2.397770215
TRINITY_DN126714_c0_g1_i1	snx21	Chr10	Auto	16499996	16499996	2.109310851	0.771171574	0.146806732	0.999859762	2.482782379	2.018471542	1.512412829	2.278919421
TRINITY_DN126734_c0_g5_i2	LOC100490379	Chr10	Auto	1710810	1710810	3.773619245	0.043321687	0.921821905	0.999859762	3.41434869	4.035000424	3.741778674	3.828914632
TRINITY_DN126832_c11_g2_i1	tha1p	Chr10	Auto	23139354	23139354	1.98303216	-0.256681614	0.606667957	0.999859762	1.654321972	1.953907633	2.16674544	2.086437299
TRINITY_DN126857_c3_g2_i1	sox9	Chr10	Auto	22455490	22455490	9.07252921	1.48166767	0.009965793	0.639246123	9.584359814	9.408240313	7.843557783	8.897551285
TRINITY_DN127146_c0_g1_i1	LOC100488563-like	Chr10	Auto	13838593	13838593	2.888654161	1.015175744	0.161484436	0.999859762	1.842399038	2.51559579	2.078196914	3.999223646
TRINITY_DN127234_c0_g1_i2	LOC100497434-like	Chr10	Auto	39208708	39208708	3.08972421	0.38803695	0.397171945	0.999859762	3.464310982	3.102808944	2.792694105	2.92236488
TRINITY_DN127464_c0_g13_i1	tekt3	Chr10	Auto	39319796	39319796	2.94855545	-0.539516942	0.258741898	0.999859762	3.290566314	2.451564995	3.32720059	2.497927155
TRINITY_DN127477_c0_g1_i1	hoxb7	Chr10	Auto	5094212	5094212	0.214774803	-0.204529024	0.771602177	0.999859762	0.66208919	0.002399045	0.358922295	-0.256163033
TRINITY_DN127495_c2_g5_i2	nat9-like	Chr10	Auto	35452813	35452813	4.117883338	-0.327244601	0.413932237	0.999859762	3.934997564	3.848692667	4.35483274	4.266750533
TRINITY_DN127529_c7_g2_i1	actr5	Chr10	Auto	31896869	31896869	2.144782957	0.505755133	0.349560173	0.999859762	2.635962496	1.953907633	1.760209011	2.111949521
TRINITY_DN127557_c6_g1_i1	cygb	Chr10	Auto	36782332	36782332	7.173018544	0.691076023	0.16930985	0.999859762	7.509594496	7.120318873	6.626648522	7.296013621
TRINITY_DN127630_c5_g3_i1	LOC496814	Chr10	Auto	23704397	23704397	2.988046427	-0.391407482	0.395384392	0.999859762	2.382405387	2.978492894	3.268383456	3.154916866
TRINITY_DN127692_c0_g1_i1	ift52	Chr10	Auto	31527784	31527784	2.860534925	0.283013013	0.585337997	0.999859762	2.530467884	3.459750317	2.646386214	2.573329441
TRINITY_DN127734_c0_g1_i3	pcif1	Chr10	Auto	16388005	16388005	7.170097118	-0.082419036	0.862082199	0.999859762	7.270772364	7.02532656	7.231413252	7.140842153
TRINITY_DN127937_c0_g1_i4	raly	Chr10	Auto	32925794	32925794	1.573892684	-0.031231563	0.9582714	0.999859762	0.969427604	2.104265937	1.594515833	1.346046836
TRINITY_DN128047_c0_g2_i1	pnmt	Chr10	Auto	3017738	3017738	0.178590931	-0.54941981	0.426665242	0.999859762	-0.50275094	-0.159600179	0.535586556	0.491175705
TRINITY_DN128123_c2_g1_i7	ggt7	Chr10	Auto	32622386	32622386	1.928564405	-0.126944551	0.80290517	0.999859762	2.052970625	1.579002446	2.019960671	2.020610276
TRINITY_DN128171_c2_g15_i1	hdac5	Chr10	Auto	14106312	14106312	2.865288492	0.36004407	0.4831266	0.999859762	3.456103167	2.470151322	2.591459389	2.754332379
TRINITY_DN128207_c2_g4_i1	mrc2	Chr10	Auto	7406248	7406248	1.134372642	-0.615853057	0.361452944	0.999859762	-0.162290315	1.490731044	1.545816783	1.00845325
TRINITY_DN128259_c0_g1_i1	jup	Chr10	Auto	2018827	2018827	1.015885829	0.362542476	0.560911162	0.999859762	1.260850622	0.861820084	0.751395809	1.162895958
TRINITY_DN128270_c2_g3_i3	chmp4b	Chr10	Auto	33189836	33189836	2.587381269	-0.536116997	0.265004199	0.999859762	2.498853313	2.0310447	2.963096289	2.69648505
TRINITY_DN128430_c0_g1_i1	strada	Chr10	Auto	7275907	7275907	2.865336473	-0.514693652	0.2286058	0.999859762	2.78757114	2.754200217	3.227796151	2.60960246
TRINITY_DN128465_c0_g5_i9	nptx1	Chr10	Auto	19115681	19115681	9.000353721	-0.46202368	0.352457959	0.999859762	8.719962666	8.732662217	9.332212279	9.121022233
TRINITY_DN128866_c1_g5_i2	LOC100490729	Chr10	Auto	1799104	1799104	6.48789114	0.135673049	0.770687636	0.999859762	6.771892192	6.338725053	6.385053362	6.414193472
TRINITY_DN128903_c2_g1_i2	tmc8	Chr10	Auto	15221476	15221476	4.626247437	-0.034447857	0.928613136	0.999859762	4.640264529	4.692746563	4.651865952	4.514034727
TRINITY_DN128904_c3_g5_i1	sphk1	Chr10	Auto	36648006	36648006	2.392532058	0.085444481	0.86351611	0.999859762	2.635962496	2.384559814	2.32903679	2.197848651
